,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.042937916589887805,,,,,,,-0.018219039533483333,,-0.019484946242588435,
BMP1,-0.03930413489814066,0.159365653381541,0.060195521365969486,0.023026460639262118,0.02275570462821417,-0.0042055589208143,0.07985212019191353,0.17035644220729687,0.07721891782622524,0.05311265720142222,0.01579200609279093,0.07080190374822824,-0.01871878656862446,-0.05077487478943312,-0.00214113393288107,-0.012033920948596087,-0.05032849324883398,0.007810868762522597
NDP,0.03406085983282417,0.03103599424329731,0.06123839758932043,-0.04475334976799204,-0.02809715857121581,-0.0029282209835275953,0.029325895799192418,-0.03219074843980404,-0.005385601240211286,-0.03810639626550776,0.02304768465452524,0.01051637880228343,0.06743600677566725,0.05578962146348126,-0.01257010494008263,0.03439908846240927,0.1339459056077796,0.07439884278009536
TNFSF18,-0.01842262787223001,0.02322331822308992,0.022933613991751183,0.013371039856914027,,,-0.01750996061903032,0.04996700073418567,0.011435989219951806,,,-0.047829179071119034,,,-0.018788973885948506,,-0.055375467048550064,-0.03904967411616568
IL36G,,,,,,,,,,0.0460525910282921,,,,,,,,
RTN4,0.04130432037591348,0.005130514183311639,0.03279561073310349,-0.04417122961400651,-0.0009114278102109341,0.006877136551571571,-0.12302916978736787,-0.2564652273727596,-0.004620027041046624,-0.06543054834286248,0.1381540280024632,0.022619228859190304,-0.07290576569884191,-0.04147420081184783,0.07371784551061974,0.033483860097256256,-0.030929229976058438,-0.05099104838991962
HEBP1,0.021787797233130353,0.07348131635259653,0.04966978258558936,0.008281653007332647,0.018978970884724288,0.040182839476370955,0.060161477229385675,0.0966305151310259,-0.0014525598086761735,-0.02543368890499196,0.03719261285183955,0.08934643138141479,0.031086159597453953,0.0038899411194196817,0.001783548227862918,0.022735465122013684,0.07218752011941673,0.036607856157315835
WNT7B,-0.01622975814268415,0.03302810669117459,0.06691594003578309,0.05818217371259349,0.003908115643856167,0.046701352890971555,-0.001948847445463346,-0.10754077380402509,0.03283006702468357,-0.023023402999707458,0.03889193818646495,,0.09836444696301262,-0.0392621871183542,0.014004147516965106,0.1471509431600603,-0.05074105475909802,0.03147127053977473
PTMA,-0.011314352390110022,-0.12808033791351212,0.03799570044263848,0.021972126492293388,0.03483526800840667,-0.040340041029902386,0.15854125487777715,-0.09779597523761471,-0.05977329511658469,0.09156410821954061,0.06544319552440196,-0.056224182474883456,-0.033174143553822366,-0.00247734833711149,0.06559755842270017,-0.05566783542960067,-0.14800466416082325,-0.06837832845893656
FASLG,-0.0162297627307952,,,,,,,,,,,,,,,,-0.013722500409958182,
CEACAM1,-0.02253516758951601,,-0.009138738771954626,0.08702302653409456,-0.037341850106759694,-0.006694556788031847,,0.08881882855195843,0.039258815872301706,,-0.05851258008248538,-0.033632030186094286,-0.024485763489106027,-0.02637014515384449,-0.00788807254108724,-0.022268478946160228,0.057695379582729384,
PDAP1,0.04261877006959976,-0.028138078215103793,0.06872478027979367,0.035386736823311796,-0.050873498244236266,-0.03248753930430325,0.12040112057960449,0.22272499717569882,0.008476177599435789,0.0496622698312909,0.06710141048888466,0.0360476480130594,-0.07096227174314308,-0.005793364610029778,-0.05284183479111737,-0.015428756328159024,0.034088951962122443,-0.01441376608339199
QDPR,0.029806371147266156,0.06739920868830586,0.017377050796655604,0.00766154320165615,-0.03787389911011814,0.015800414929515387,-0.0733215515867919,-0.19296682231808404,-0.040002104545226645,-0.0383609593877406,0.06735391731837216,0.04239139340659018,0.082278692935661,0.09105289622261102,0.06611743128895764,0.06953526289539812,0.12498030277503623,0.01784371685570076
POMC,-0.04375725430272793,0.0850091485596591,0.010713451916794382,0.033721069368285644,-0.01697747745054361,-0.046185771879719874,-0.03811817037385647,0.01395467393553333,-0.021601949566835543,-0.02806661834001226,0.14889061326119768,-0.018752353349654534,-0.01834497191115629,0.030037815580616797,0.005300221295101345,0.0550297280023491,0.007964217904052419,-0.06116942881344821
CCL18,,-0.03200651206269104,-0.04520375132245123,,,,,,,,0.09317021776699438,,-0.04480864682814081,0.04876998793790367,,-0.0055337857475271784,,
CCL17,,,,,0.004662606682799288,,,,-0.011246121229581338,0.12261124143454791,,,-0.01737146405125429,-0.03806696003235895,-0.024020751201731146,,0.007446430773888412,
VEGFD,,-0.05993540488505689,0.0365293512502827,-0.030681739274734065,0.035173773850156506,-0.004725140722171307,,0.17558019053389237,0.020494147199242873,-0.020508510333731782,-0.056523778643374725,0.039100263801379286,,0.06785022999276825,0.09263826339530899,,,
TNFSF13,,,-0.04421056330770845,,-0.014929407583172632,,0.07112180715775092,,,,,,0.004799646605128789,0.03934564944672294,0.03217998177652365,-0.009762185088179769,-0.0003099684072338065,-0.0054171437475460296
WNT5A,0.04695182577089501,0.05518243464698165,0.03467417797097343,-0.01848469115433457,0.01714137975705137,0.023382129102696724,0.08851062200136564,0.1573392030047397,-0.03778601787028526,-0.0034593089839001934,-0.02331044498689937,-0.08106876309286155,-0.02957739033987729,-0.046073748350017624,-0.0034662983775606087,-0.014872505465421657,-0.015911551154413773,-0.027719735488996144
CXCL8,,-0.07653270957320488,-0.023664377275016208,-0.027862682003467653,-0.021938423506588735,-0.036070096606072334,-0.024154383952237003,0.11357068839540428,-0.034592666767905754,-0.03359311724981086,0.0011053774120755604,0.1087155004870677,-0.05363130897398683,-0.13206709825902294,-0.0038329805961113267,-0.03458706685634993,0.0004545089039104625,0.06716457781415625
GRN,-0.09188263226066597,0.06693414568611876,-0.0012020791344874151,-0.009496401502373188,-0.0007168700163444377,-0.03671285479914793,0.07895201421346773,0.14677993938550457,-0.031822614340375144,-0.048765633494814754,-0.06241057316025728,0.08577729237098267,-0.05575292802244968,-0.05354148397058037,-0.04067707276041266,-0.030773105984317182,-0.12139529031098746,-0.04331987678123117
MIA,-0.02124335956262664,-0.02144185395232219,0.006987777312285172,-0.01626661026713956,0.004050169260022454,0.05330215788907789,0.005668213418084388,0.07917218725113373,0.06310186002719163,-0.028087344757038668,0.03496042031783704,-0.0047921432192011715,0.08098598237834657,0.12157646483033553,-0.029295692879114352,0.04289107772133583,0.038016820397056485,0.059898789270872124
COL4A4,-0.018796042828315734,-0.0010031269069433145,0.13163015407122886,0.014859970422747946,0.015015667336778345,0.015513485262970906,0.07581011496292299,0.06402724004218512,-0.024241665144204592,0.023182050125402767,,-0.00896463764023864,0.07571483590718481,0.02221962345008395,-0.0370020255082212,0.0075497629785133075,0.051129381958751025,0.019680183699701006
TAC1,-0.01622975390084909,0.060065914158045436,0.016379433797698174,0.04631306131234278,0.016087461054954833,-0.020268155664348173,-0.03795903968324217,-0.1551658847886709,-0.05096001379391707,-0.048285200168489,,,,,,0.002626718165970157,-0.033925456540840136,-0.08075302094156056
RARRES2,0.053505486617084215,0.0031775275444958823,-0.0050068604436539575,-0.0024882715406276154,0.005084523021217451,-0.07791140955516651,0.011765301924168858,0.22412339881253363,-0.02592300226240435,0.08673951606800055,-0.041849128256545354,-0.08439715993255216,-0.0670072409291732,-0.028112910595113415,-0.049065308402163804,0.01586849103259975,0.05102951434111963,0.014401927598785324
FGF7,-0.04295258448214125,-0.036378066196203214,,0.006972535654521649,-0.03836564045029677,-0.03335557104208496,0.08798415742830284,0.0579906379291129,0.014558149901826398,0.008499206354945804,0.15013987566954579,-0.051032987133258635,-0.041791525320600036,0.010161770577828806,-0.04129010905510367,-0.014296864757439067,0.10739776942216152,0.0805880420499246
EFNA2,,,,,,,,,,,,,,-0.025063058197469876,,,,
HBEGF,-0.05362127259110984,0.12800772174302938,-0.014590212886317854,0.0033977215046695794,0.020398056591267682,-0.031214539669561652,0.03750113289146884,0.09645337212622773,0.07919363803171107,0.05586453983518834,0.10104055263744303,0.10714139525648475,0.016581936401038028,0.03672748070199123,0.06017120949063125,0.008275016933554718,-0.07308296571642889,0.0382351841257312
CSF3,,-0.006706422209951366,,,0.019814876410250065,0.011015654423771103,,-0.015750685939332657,,,,,-0.06947760403649703,-0.10224522108741264,,-0.031924906413836066,-0.011305495030561283,0.029809346867206613
PI3,,-0.05311707344658458,0.011107022064323704,,0.0033238368599993354,0.021563656141679412,,0.010112947686200127,,,0.010974465468574078,,-0.10935762187712915,-0.12361679858580689,-0.02040954584188318,-0.010668883539169812,-0.01411250021741275,0.0018641888902203247
PCSK1N,-0.009421739215655424,0.0904807524377018,0.019221367228362863,0.014859649612858237,0.016793859734460372,0.04808930312611974,-0.03082977297552592,-0.06802341627188438,0.06926680664751267,-0.08613279107081162,0.06486842741128929,-0.010564928007632311,-0.06559393125918694,0.03243797567643951,0.025919798868003784,0.011209801369063202,0.1065578652193376,-0.08256217262117325
NTS,,,,,,0.020921949159717516,-0.01972363516861863,0.0014769146797159066,-0.017816160546179263,,,,0.039045815183271805,0.023342190671673757,,-0.0030948942780022496,-0.00654509475864154,
SFRP1,0.016891318611048353,0.0019393000673202834,0.07936220454751831,0.039486028057345704,0.04238391583255229,-0.025052114056357763,0.03271868100124791,0.11881453619947151,0.025545037818512726,-0.00046341938846729204,0.03169286954787864,-0.053942464901948727,-0.0009493359318253549,-0.01581372472402969,0.017260931196897148,-0.02763326261033598,-0.039300703040249435,0.021147223468820055
CXCL13,,,,0.007669788991407315,,0.0796533114382304,,,,,,,-0.03901986990828054,-0.010452088016347397,,-0.04478895967674244,,-0.015580522006259577
MICA,-0.06479074877215889,-0.013742164973558284,0.013519914975846134,0.0636930792389796,0.049857812042303704,0.0017988996308462232,-0.004566204895875711,0.1075000583838477,-6.865501804169352e-05,0.06940724744305111,0.015859545039349582,0.07516817197793983,0.020257048655977397,0.06155879601580701,0.07728471350566127,0.0049573602283286295,0.07026538700233334,0.05776006993436154
TG,-0.018796038592555114,0.0038961847238982816,0.06681386228046385,-0.002120129145628809,0.13535924944386726,0.10182599779083028,-0.022766274396645147,-0.024971241059355102,-0.02339256370560224,0.007530944725933294,-0.04948831694007109,0.022100996820780875,0.05042614929045516,0.03803286384268456,,0.0630522262754452,0.037990547868942785,0.03457236905259354
ADA,-0.020898879485406197,-0.023065658520827405,0.03729171987855833,0.0039017514924029047,-0.021683511893867965,-0.038051333694247735,-0.025925187177642063,0.18846545567560133,0.04235720105959793,0.07675178722042249,-0.04422085755163585,0.15025041016777174,0.08807060160976636,0.06439580442188352,0.07395336869829003,-0.009691878457469003,0.018080812539385937,-0.0339050726704415
LAMC3,-0.05735606950696075,0.05354952902911529,0.085214576777554,0.007871488546962336,0.004145868980772467,-0.01745002604728847,0.06075789786340442,0.12792561538066818,0.04226223240888569,0.008341847022601143,0.05006765758160423,0.030430957765049036,0.013706219556428817,0.030300016837071585,-0.01072661110596759,-0.026503872712180108,-0.08223354051198903,0.02256228046025062
CCL7,,,-0.027522330902086795,,-0.014734679641924035,0.026075140826939548,,,,,,,-0.026035820479563727,,,,-0.02847196020492162,0.06481967531010314
