,UKF243,UKF248,UKF259,ZH916bulk
BMP1,-0.05261538319653361,-0.04572885170398489,-0.03965906099606025,-0.005897043054036996
NDP,-0.11674287268398793,-0.07028709963269296,-0.07272649674390813,-0.0981690821207388
TNFSF18,0.1808680342424728,-0.021369218821526023,,-0.02247802812218714
RTN4,0.05455244132836902,0.05080923157490602,-0.06922482527375409,-0.0011191204385300137
HEBP1,0.03506330273879196,-0.0644591784218515,0.013164899465471273,0.06586423268922319
WNT7B,-0.008566417178787788,0.011994993974401786,0.03623808703810142,0.13185430942706322
PTMA,0.18740646896958496,-0.08723468334699443,0.09726896094048024,0.08644261842972165
CEACAM1,,-0.013600922141564074,-0.027388823376077214,
PDAP1,-0.025677681071543248,-0.06729873190325919,-0.07441215104833242,0.059502820271836156
QDPR,-0.12115225767884415,-0.03273941552981706,-0.032401710968152364,-0.10261608572371315
POMC,-0.038065682258904755,-0.019742269553129212,-0.0255055835888737,-0.05381286313314134
CCL18,0.06349968715273499,0.023031873835435538,,
CCL17,,,-0.01587490078528451,
VEGFD,0.06911623863998491,0.002782604057879364,0.1592924514176126,
TNFSF13,,-0.012808122301416829,-0.010950151270918501,-0.024452888338062015
WNT5A,0.07417102059661775,0.01037003169173744,-0.04325877962781887,0.040571234352459726
CXCL8,0.19155143030878874,0.17450723706510926,0.2357346210489456,0.194678874232734
GRN,-0.03295795385959587,-0.007233687124942564,-0.11643256485627887,-0.15835881385619444
MIA,0.08753594259661696,0.021923604441271418,0.027702424309928596,0.10567002899458426
COL4A4,-0.011116395573810315,-0.02038403368215476,-0.007973518805218531,-0.007589108656065477
TAC1,-0.004797192771754593,-0.0028129875274712224,-0.03783546083251065,-0.03235198531144367
RARRES2,-0.07155707382587075,-0.03187047785145965,-0.09616186675965357,0.16085501388516413
FGF7,-0.07633603996247085,,-0.028139734560528522,-0.010959026418835777
HBEGF,0.04233884935750387,0.0008283008293894099,0.04422574388770263,0.06268988132983871
CSF3,0.08978483803799499,,0.404655381198559,0.2642362190210855
PI3,0.07899787014409189,-0.017855959979801165,0.2670677151377428,0.20750567948409726
PCSK1N,-0.07586921177280614,-0.06777523294373043,-0.11941481605399612,-0.1671774816459763
SFRP1,-0.047347795073492994,0.02632869936492691,-0.013851464557074738,0.018718952731776036
CXCL13,,,,-0.02331839377206303
MICA,0.0009269340878730392,0.03735947219879472,0.08914237034332675,0.047566384922725316
TG,-0.0003626021271149455,-0.026727831006205138,-0.014947924803392864,0.05753995736995572
ADA,-0.019097946416825065,-0.01757275593502274,-0.04676949296144339,-0.0038871757761122947
LAMC3,0.01576350210790178,-0.060749471793706905,-0.06630635258049994,-0.06933292674125366
CCL7,,0.020470444370355112,-0.010807325750115518,0.20427847429134843
NGF,-0.01766720923043749,-0.018536280419703028,0.10424370130840241,0.03341433547851653
TNFSF15,0.0039009399347949294,,0.03517524956710166,0.06635949852424762
