,UKF248,UKF259,UKF260,UKF269,UKF296,UKF334,ZH916T1
IGFL3,,,,0.01845168175648327,,,-0.02517575554066756
BMP1,-0.027820787666432478,0.03900737104449087,0.06853066887422166,0.1209392134482654,-0.0008745972929354547,0.012175328821239546,-0.005573913697408376
NDP,0.0349767109673408,0.0564732284498816,0.03794650828898475,0.00011820581268579402,-0.0018146637044658437,0.023540270105381265,0.10415707264928635
TNFSF18,0.07465231456941729,,,0.04410677487511293,,,0.0817692918644673
IL36G,,,,,,-0.01355278504421585,
RTN4,-0.01609367478393944,0.04863644952505913,0.03373996767618285,-0.14671975527882716,-0.016912340961635772,0.03171162809312024,-0.0793985377939453
HEBP1,-0.030870678379772535,-0.024769761644172706,-0.014989830813041975,0.06835302004932826,-0.040452427571782835,-0.00903896679852339,0.058431388120030694
WNT7B,-0.005070188277834408,-0.022423415220550715,-0.010550154048279746,0.012218485646551591,-0.011083477325730501,0.07612946527908702,0.020718246582389577
PTMA,0.023318329054147352,-0.02378760701995775,-0.03063306537940244,-0.04438304362804023,0.006268548566364412,0.005012872793286297,-0.0628319927864505
FASLG,,,,,,,-0.02183492419158787
CEACAM1,-0.015340651358695086,0.020615898387677873,-0.012960569380236635,0.017442743073414778,,,0.026089148690079122
PDAP1,0.054036890141461756,0.016271796341084877,-0.010148629496120729,0.13492674040585623,-0.0477142407928145,-0.04460004441456791,0.013952586279522863
QDPR,0.004511000602196841,0.01575743454550458,0.01307388821231568,-0.09062080663488171,-0.03736375678440036,-0.00996372836618322,0.04231028068528052
POMC,0.01672885250137172,-0.024112254467087913,0.0017786560037345888,-0.006830602188520444,-0.029810156304755673,0.07415279353535134,0.00877490731247478
CCL18,-0.01914368344913171,,,,,,
CCL17,,-0.015007680417927537,,,-0.01371823792068801,-0.012380853901328127,0.06405737618269128
VEGFD,-0.019143689528147843,-0.01672021327952475,0.016700595641966434,-0.010744254769687179,-0.01006249341531353,-0.013268944602410623,
TNFSF13,-0.014446442435333844,-0.010351962070480603,,,,,0.03449176660105554
WNT5A,-0.03605368684187938,-0.020158784318524196,-0.05902838067545064,0.08844296409135094,-0.0286641080726571,-0.051961395184309964,-0.05423919633226316
CXCL8,-0.0044134894737076,-0.028491099494876333,0.0010728528799784868,0.049479982487295904,-0.00937063140009952,-0.03989463924308546,-0.007786604350793845
GRN,-0.054024485474459844,-0.02515180701934777,0.009728700118050574,0.13524287110413627,-0.03409743877585767,0.056881014623884056,-0.046332604373798096
MIA,-0.01941799770136541,-0.03160114010232479,0.04345148755242156,0.16101054060922687,-0.011443967118537778,-0.018172427716359588,0.10138801305859271
COL4A4,-0.02299140828445868,0.045949264751808445,-0.06418973120512936,-0.020261191373352576,-0.01922495465062947,-0.01762792906555295,0.0390426951349715
TAC1,0.017662031544317898,0.017125795736418082,0.019311904923946504,-0.07799733775830406,-0.008681732703506053,-0.009237013830754356,-0.026017158741352606
RARRES2,0.0013697820790125037,-0.015416324064508382,0.0486145164589085,0.1482927960161761,0.014483291868248717,0.04208280356124015,-0.00961944225438127
FGF7,,0.016782834231753665,0.04207372440363958,0.09541915747111664,0.012234903349367048,-0.0014877312813195104,0.05972625937531232
HBEGF,0.0057572268666923184,-0.003211083379134706,0.04823783914513933,0.09578189900392911,-0.025841447908629394,-0.03259131229671895,-0.06502800956005757
CSF3,,-0.017887846492930355,0.0512124566361706,0.014222226378139928,,,-0.020836771214993707
PI3,-0.02013996211976267,-0.030869022537883078,0.014186079883437723,0.04217469844247728,,,-0.045271381511570806
PCSK1N,0.05835270886798121,0.04175368444880059,-0.043128319985786714,-0.07288603883515753,0.011056843780227346,0.0352032714368138,0.08317640209528407
NTS,,,0.08514581135988282,0.0022574345241794204,0.01914086423250214,,0.05160084327805946
SFRP1,-0.011756911158340991,-0.01309478126537484,-0.014146182993440372,-0.013114891754087248,-0.013718238058841932,0.007502340545933209,-0.0025862671501701876
CXCL13,,,-0.014019048001508678,,,,
