,UKF259,ZH8811Bbulk
BMP1,-0.02595904685805937,-0.0012357617974812622
NDP,-0.03319163999685442,0.009207688677459658
RTN4,-0.006429540943031099,-0.07764818026091015
HEBP1,0.05431122214134224,-0.0037731829167640648
WNT7B,-0.002070491087076481,0.038167339727999475
PTMA,-0.008109833434000888,0.05173391316462064
CEACAM1,0.03200510887541473,-0.018834316856603334
PDAP1,0.03296331037921008,-0.043616367025530386
QDPR,0.0623101116250545,0.016584608691852794
POMC,-0.0033088214560370627,0.005279191663148518
CCL18,,-0.045992154562382495
CCL17,-0.01669895680813275,-0.027188518790256924
VEGFD,0.04632561871228517,0.06746808961940039
TNFSF13,-0.011518566672560836,0.0676912073369499
WNT5A,0.01487150940451756,-0.02952641795703732
CXCL8,0.026045854541837707,-0.09675886440014259
GRN,0.08065580811073912,-0.04658876091663069
MIA,0.06388855999820152,0.12397705208079597
COL4A4,0.08070314400532666,-0.0035747443162517413
TAC1,0.034086677029058224,
RARRES2,-0.03837986603596011,-0.028470653121619484
FGF7,0.01175790303906777,-0.02064326029146614
EFNA2,,-0.01790075772176089
HBEGF,0.0037402445337394352,0.011851450088840016
CSF3,-0.0053698982307564475,-0.07511350796016822
PI3,0.03134069704416062,-0.10584334344534166
PCSK1N,-0.011966395991165443,-0.025156935483009246
NTS,,0.05373490564246849
SFRP1,-0.014570485289733877,0.03749178400149501
CXCL13,,-0.04599214955714824
MICA,0.011965661744097581,-0.019267965562655785
TG,0.02034640977253506,-0.011498960602526137
ADA,-0.007075446726751167,0.05506516733555809
LAMC3,-0.04172902742966948,0.01684049790867315
CCL7,-0.011368327169634374,
NGF,-0.004069582340443544,0.14399390795857692
TNFSF15,-0.012659188321147246,
HMGB1,-0.03623569168329553,0.06935097399932993
ITGB3BP,0.0007305533516351544,-0.005129974123840479
AANAT,-0.011518567901915534,0.027636879731195035
RELN,-0.005377419957503441,
IL15,0.010849113547649804,0.03701555172067339
BSG,-0.06687125432075693,-0.01368323828399417
ADAMTS3,-0.039327111577632794,0.022725751558785846
CD34,-0.03233753379149734,0.053623749001827904
PLAT,0.022506025029677083,0.019816336439991755
NTF3,,0.12485399486286729
LTA,-0.014570484608103673,
CKLF,-0.04267570564878701,0.06483854223152986
CD24,-0.045094386158297715,0.050674887860676
HSP90AA1,0.03604935875151948,-0.09907443220402942
BMP4,-0.02522749346467206,-0.024346952794101585
SCGB3A1,,-0.00877454895764119
IGFBP4,-0.09166797264127166,-0.06414154954632262
RSPO4,0.04145451188244213,
LEFTY2,-0.013439877173108735,-0.02058265520182012
PF4,-0.009918641486105962,-0.016407283779185582
ANGPTL2,-0.0011005840160549576,0.05454435362995147
LRIG2,-0.029565051724644607,-0.014150859115434095
ICOSLG,-0.00047280887003654505,0.05478388538965826
NPPC,-0.01538625894567295,0.008594858142214395
LYZ,0.07043219642168955,0.012615511884153283
EREG,,0.011776414594118882
SPTAN1,0.04306836660037486,0.022809598787784265
LIPC,-0.017824537464692706,
COL8A1,-0.009084641494153079,0.022490579964386376
GSTM2,-0.020186667437908104,0.12095220534914065
SPX,-0.009811380268733778,0.10113674191897254
MFGE8,-0.010789271511553122,0.05027717527971154
TGFA,-0.03402450589117867,0.054138150658695434
SLIT2,-0.015049081641561516,0.011499503761565142
PLTP,-0.018541051271179956,-0.011463733940381748
APOD,0.008113979340423322,0.06332562182127158
B2M,-0.02896144904570164,0.05882666127961092
OMG,-0.058559810981843825,0.13351673769565986
CXCL3,0.07297762739024109,-0.03231144756104957
CXCL10,0.023224139511858175,0.016328878935642728
RSPO3,-0.011518567050823778,0.046007900165966974
CORT,-0.013790351111891993,-0.01716938855660685
NCAN,-0.0053003093892578955,0.07761203971807734
PRG4,-0.011368328941219408,-0.02533448347962176
ZG16B,-0.013194336079971074,
TGM2,0.017276966494917733,-0.043284307433815505
VEGFC,-0.005608904636790794,-0.009632000231681674
WNT6,-0.01572386274430105,-0.006030492892448323
NRG4,-0.013835776375597221,
PMCH,0.04190414243402581,-0.006469858946524695
COL9A1,-0.014450458610120117,0.1102520078129735
GDF11,-0.0201155866876225,-0.003967082210651715
IL24,,-0.016145677981096253
SORBS1,0.03429751853360471,0.022526489430315554
DLL1,0.03623147243094414,0.09323899116724191
TLN1,-0.009459499263701304,-0.045470324079394595
COL2A1,,-0.0016511301856480306
SHH,-0.011813560291132183,0.011905553036289054
PON2,0.0028603060416197215,0.08218907300777299
ICAM5,-0.018412272195109405,0.014398640004942573
