,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,-0.029443564689045788,,,,,,,,,,,0.017696641524659332,,-0.027360873925428766,,
BMP1,-0.0006000184358758221,0.00662254495615978,0.05206790513550202,-0.02252478224550093,-0.019542556585049962,0.052966327291803235,0.10763437368695519,0.017994033379047803,-0.022658483696292177,-0.033585432942184995,0.02070152146866656,-0.0031159972592957365,0.1005815044722155,-0.06196399554767543,0.0909402650180073,0.011192990475013927,-0.07358379973295244,0.01010481401925209,0.06864413734265329,0.17826229889093445,0.055451637448615546,-0.02355150573843554
NDP,0.060392608295569715,-0.033258570506193186,0.08809484343450197,0.03726027297338894,-0.027052617338065285,-0.0021369182782036396,-0.013342248438717489,-0.016426996439758704,0.015840445453640266,0.009523990584689657,-0.016460915283733737,-0.05043742452495019,-0.035544709363186815,0.006371756159629861,0.002034208941781737,0.04998907967728349,0.03213219295221308,-0.00014791493272291618,0.036559869074574175,0.01693138836046967,0.011143072246750532,0.022792616113144558
TNFSF18,0.15123324685877182,0.022793109430225663,-0.04681718928532759,0.05476176067357505,,,0.0529473243543107,-0.023972491128228197,,,,0.09591784140898496,,-0.024786448391422994,,,,-0.01233112220895948,,0.041889955069035076,-0.0006676729404480007,
IL36G,,,,,,,,,,,-0.015263922365459445,,,,,,,,,,,
RTN4,0.025752388944822006,0.03336393545895746,0.07577389254736237,-0.020865629977647897,-0.01801323370908446,-0.03085621924264735,-0.14503167168563416,-0.03915684137665103,0.04093535526764099,-0.020638598047803366,-0.017161955448869788,-0.11743262737654399,-0.025274223551570028,0.11209066304438947,-0.10189268854573279,0.00817545114930652,0.0139387810440184,-0.07114397247493703,-0.0013774243855420268,-0.017831150575132803,-0.016278473790161032,0.013082141082521481
HEBP1,0.062078684943137896,-0.04130664168353267,0.024765018134714753,0.02336193071142984,-0.004217717533845549,0.09742887252384877,0.08430382100545121,-0.03477523077444468,-0.013499432796885981,-0.019969038329762333,-0.014844695536832679,-0.025198746257159236,0.012016029795234017,0.011129355538167728,0.02253639445194525,0.06830901971007335,0.0461460178172755,0.029128027077924192,0.015950476798583208,0.07713456903560513,-0.010576948997898919,0.12806376477760592
WNT7B,0.03189593064569122,-0.006327788750243901,-0.04310972185072916,-0.0363488663954393,0.005911111187381417,0.002106165266041297,-0.07612335614275337,0.0019411118314186487,-0.017327980160961792,,0.00302936277035587,-0.04681879613537569,0.08497145138198867,,-0.034421749689417566,0.059632128100393915,-0.018828554225211822,-0.04655415213441142,-0.030266726190920676,0.019741115001600446,0.012224957140928262,-0.050219430353626984
PTMA,-0.0011912839022901463,0.07817360398706055,-0.01604783738458522,-0.014495178262167408,-0.01634177162929996,-0.014136308509855911,-0.037570439375446775,0.0058350026693056774,-0.0194730281345868,0.016458637707134637,-0.0014492958243553457,-0.008993104313560832,-0.06005418402406706,-0.05099981898411759,-0.07298443771904622,-0.04451619461564111,-0.026575752455129234,-0.031045886931679846,0.056938106493905793,0.03205794004929156,-0.019770350259091133,-0.02853744775488108
FASLG,0.05215419334872526,,,,,,,,,,,,,,,,,,,-0.0321473893123644,,
