,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,-0.012443413027663202,,,,,,,,,,-0.07307439271033664,,,0.00765989559333663,,
BMP1,0.07518557854748283,0.07789263838999864,0.015416003600712765,-0.026930359725442086,0.016662088791454185,0.05134229090126294,0.0756978903303566,-0.034215111908714506,-0.004999086509537223,0.010780359395746416,0.08229583492608508,-0.0004151170486912396,0.05242094635492487,-0.06792015243448932,0.07281314050524887,0.10605851849974512,0.07237896283305997,0.09131394571730286,0.05873358761833909,0.12888570789135764,0.0972933804582298,0.08109152832337328
NDP,0.019624998922622035,0.022310635354002094,-0.010118215725849557,0.028146916108756682,0.014501426182106265,0.008649126971134102,0.09945773775580086,-0.013803181640450843,0.032579243272957734,0.11147117605528589,0.07172735411375498,0.03939230315180908,-0.00649960210873248,0.057219474824294375,0.05318900696620906,0.12157490233450313,0.020259422458222986,-0.061270459591230085,-0.031357941058664206,0.09014784759353846,0.025753342650576227,0.0013508300540006292
TNFSF18,-0.04995140653734588,-0.05149674737752951,0.006182279159489286,,,-0.027016564712956086,-0.018478094784584047,-0.023153912129001454,,,,,0.07063035792758006,,,,0.057209846171301454,,-0.02136039538128408,0.02338280399356989,0.0964334794640235,
IL36G,,,,,,,,,,,,-0.03494475561515153,,,,,,,,,,
RTN4,0.02955937109124869,0.01074664048459494,0.05527394344869438,-0.02391556931323248,0.019821881808378083,-0.09001357817701626,-0.02865507003921191,-0.045794714786628464,-0.003446802322237543,0.007893804522673157,-0.02698818971136229,-0.07716014378842738,-0.05147374368991883,0.004027820796752658,-0.13676211356210627,-0.05508117985564633,-0.06853290070826597,0.1009950740268071,-0.0884095898945218,-0.027831230744462743,-0.1999381460414501,0.06000800668087266
HEBP1,0.05137357766855508,0.0886947461034585,0.02530344921918814,0.05068095122027846,0.06402038290095433,0.04015430083929938,0.04846896371130349,-0.0339790075880159,0.02776935818114139,0.09742251763663155,-0.05421420426136294,0.002980111282013684,0.03773079099235579,0.11976367132991993,0.08476251455112314,0.14255091695834318,-0.02116147501000923,0.029427000408313947,0.05844018334345142,0.10716732898551737,-0.04255154337248353,0.08056797372385055
WNT7B,-0.048998441543970726,0.07032723543869562,0.00972526960924026,0.04537780869055964,-0.018820510827589388,-0.013140704487463996,-0.051502902209662436,-0.017575002805251216,-0.01775549821847701,,0.019892360986892153,0.044094064773152405,0.0007035977305384532,-0.11130316581625636,0.026551727616052068,0.038900617135425114,0.02275381769651245,0.005167145685003543,0.12147063108211358,0.07446195599683698,0.02222199280069412,-0.03344789504033048
PTMA,0.03339851128571951,-0.08106358425343335,-0.023803293073116773,0.03415938594543855,0.0136763846721976,0.1582245148719095,0.009130288307866153,0.011022265061073405,-0.005022584724937154,0.07501278387809654,0.027446659008880103,0.024968685709670237,0.009110276912181215,0.02667843504377374,-0.11151073175974816,-0.024587730776446416,-0.07101190268031847,0.019413537434267963,0.09136898711035747,-0.06178534750791075,0.03516992291740503,-0.0878488721082023
FASLG,,,,,,,,,,,,,,,,,,,,0.01954575151108407,,
CEACAM1,,-0.013704928696770962,-0.016246416174717608,0.032101917840944225,0.02213150981570208,,0.060595024340990206,-0.013069471751088468,,,,,,0.012866733171890271,-0.003504323966695072,0.0043224605296046945,0.06803912121540678,-0.011147273083855193,,0.023377249307431267,,
PDAP1,-0.017301469563372023,-0.06504427395046374,0.012752893136992708,0.007338378512451513,0.03166888045810573,0.08175638982614868,-0.007062767195143231,-0.019385202532523425,0.004995259189806499,0.08644635890468635,0.055902330494376304,0.02237607234438321,0.07870385980609218,-0.005224164378982855,-0.06119858712467321,-0.06493062774028092,0.04140188341696297,0.035965149885860706,0.02840837777568699,0.011772729171883179,0.044446367625664424,-0.05704648144927384
QDPR,0.04677755500089245,-0.012637923465410138,0.023069845203453967,-0.01865894209289678,0.03860738184507446,-0.1135222738090184,0.006960061062648695,0.024920397608757916,0.025983235172225505,0.05677750837056214,0.07023985664051853,-0.03557210307095376,0.07512201684011174,-0.0769168140444334,0.06188156286945572,0.16116785212770715,-0.13324002318817998,-0.08920643978729706,0.045389213628526166,0.0980864489047611,-0.12315562889762381,-0.06446545822154047
POMC,-0.03297770342881419,0.05157642680797321,-0.017639856586756774,-0.02955892827539279,0.0487088599810204,-0.030073996930664544,-0.031344827149967454,-0.005682939312615548,-0.02044935265207492,0.014346678460513742,-0.031175342593206503,-0.000742758196367311,0.1354944219851216,-0.05631409369527383,0.06377029679237388,0.10315538240591805,0.06519676711474558,-0.004308756812642695,,0.016836573668319643,0.05005458617089151,0.033988361970541364
CCL18,-0.007829865338476133,-0.020771054310713577,,,,,,,,0.11723340906456368,0.06904146016304438,,,0.04608331827813821,0.04993593539708286,0.02474127311905156,,-0.022437393281981667,,,,
CCL17,,,,-0.004835430896306458,,,,-0.028877436353090636,0.0038425490839244588,,,0.012097249174748425,,,0.07653514193692232,0.02425472977715597,-0.0070573388844909265,,,0.06920041573307133,,
VEGFD,0.03211011012698224,0.03439298805703657,0.03332605228908491,0.013744542685304978,-0.02558249032893351,,-0.0024569169340670316,0.014319510503592585,-0.01611990340741374,0.0007554003072542636,-0.0028865182485045544,-0.03421289608663245,,0.08768191315747169,,0.0192373606896302,-0.07452016702296775,,,,,
TNFSF13,,-0.001500862815603332,,-0.019799433554780435,,0.07413673374231865,,,,,,,,,0.02154285047848618,0.03440005159620967,0.01314233659836608,0.0013583363721035352,,0.1379354232837807,-0.009477855787167599,
WNT5A,-0.013129492276972955,0.06799190687040918,-0.0276885158313477,0.0654196299591675,0.037676260051579064,0.12620448090983974,0.07079159085451404,-0.05873971538562856,0.042089086588026035,-0.01353843084913544,0.029553397973733894,0.06538500776211949,0.023922458274436915,0.12172541232468909,0.03082053578414318,0.09110641863495791,0.03460413864966452,0.04950920105287131,0.08518572587140276,0.0728960854951974,0.1192207713151584,0.02216138257275525
CXCL8,0.07427137884123836,0.08071404723788593,-0.007100342871342556,0.06326660483929278,-0.03317471257872401,0.045818050350502744,0.0008893036319091758,-0.01712236053521884,-0.015011554969685993,0.031828445308067256,0.02520628308144594,0.006784226578950245,,0.009291515585984332,-0.07241102577186667,-0.0831863053922653,0.05005205626244443,-0.043237600479032016,0.03736581287915754,0.018478987770011033,0.03301424061205411,-0.042753668698181486
GRN,0.02646099441522507,0.0954169240364344,-0.02545461695791357,-0.007644330541610456,0.04378394965762978,0.0394771172837332,0.0708298812455384,-0.059730392592204716,0.009395275243678804,0.044786253330452025,0.04182298671759813,0.010788190770449735,-0.07396971506416823,0.019598200874300434,0.059999476796506086,0.06661527804922736,0.0517652331603248,-0.010040763343642073,0.12682236488357085,0.024902745943756025,-0.01898673490892786,0.08060662547728425
MIA,0.057986722942979685,0.02911177429255618,0.07363139234646789,0.0031358581595302905,0.00956127875057691,0.022918506641597874,0.013639595482278104,-0.03594662053451887,-0.01833299530588562,,-0.028565648273058446,-0.024839595754881413,-0.08103758686354656,0.08384008704122899,0.2203796876899375,0.17456169527670695,0.05046925312287095,0.018175173734535487,,0.18551343036927806,0.08938062563014168,
COL4A4,0.0882013679550439,0.06194959409465756,0.021489591711581418,0.020551153130512773,0.12180512577134645,0.0420229462187473,-0.012262059924350427,0.008547488866333901,-0.011793186777409415,,,0.024107780678334325,,,0.1192944716372745,0.002795983091618845,-0.0008561238252378902,0.021403428848832964,,0.016168995871532862,0.059403743160092656,
TAC1,-0.03750248512864256,0.0008036987267621703,-0.0326477347933912,0.03272815657845751,-0.06831379594885754,-0.08809554514513963,-0.06082492954758362,0.012299287080023145,0.024363305302349994,-0.04041862835545867,,-0.0219965832898182,,,,,,-0.0776811767669865,0.05696655188641208,0.11392101426220659,-0.0919104202574928,-0.005900417732379119
RARRES2,-0.0697476448765661,-0.018557209018399048,0.01952521553683702,0.11520069079379394,0.0005390710257462646,0.09099615085790644,0.03675907226377188,-0.020060772444252827,0.012463488068332819,0.041197536196727697,-0.04000074795311815,0.046007850146179384,0.10362857798263492,0.05768662924852782,0.027418240220623977,0.07100622802997256,-0.026498441625851063,0.02015209584488418,-0.006624737345793586,0.0319683475776731,0.04915043662960946,0.03925733589745529
FGF7,-0.013578968656790286,,-0.0008076692232106392,0.04958750492001499,-0.03583889343939268,0.06181739139042004,0.09441237904524886,0.0060135718266840395,-0.022380344434011257,0.061048653530776896,-0.019898237916878645,0.017349357270831426,0.03956493628236075,-0.018251105163908373,0.002985680123505125,0.019414271875508135,-0.03739720777801404,0.03509815054572399,0.07583106409348137,0.06940886815435003,0.09942057512395981,-0.01720795320591842
EFNA2,,,,,,,,,,,,,,,,-0.04446677634822254,,,,,,
HBEGF,0.11864973016161237,0.1012363515929757,0.046109823151302534,0.06526211294963803,-0.01956497847728477,0.12059635593017223,0.0564169946473593,0.012735893322512109,-0.026775451111148027,0.043141620601857965,0.06487135754315637,0.034966431827858226,0.07049565712633525,0.05597767575845486,0.017078190040504194,0.09721973449436402,-0.020522786936606367,-0.027290325904030716,-0.055549592969122284,-0.009895683180911405,0.16627823698889962,0.027530550891507653
CSF3,0.052694783928253795,,,-0.027167461882177463,-0.09287739601963593,,-0.012973023384616932,,,,-0.031643980831979765,,,,0.03912832814495614,0.0017765274510611058,,-0.10189469397416336,-0.03543495935846472,0.03075854270630258,-0.010869887026156289,
PI3,0.08008512040299645,0.06140075071296711,,0.006167088460349512,-0.03098639448086162,,-0.014607795556453808,,,,,,,-0.05159088894962756,-0.1289186145124851,-0.10667224658159616,0.04105273343901007,-0.013776620772318511,,-0.11159576479451261,-0.057000281788002635,
PCSK1N,-0.04655861919639606,0.03731474843182449,-0.03617771939244855,-0.0686793453518942,0.03368204495311264,-0.030018033148093953,-0.05477079388466318,-0.026495366687786497,-0.026834549677046342,-0.0636937336994462,-0.017772145126987094,-0.0641363278277865,-0.058542735361403156,0.047788470928173774,0.033587050208475855,-0.06794789331893543,-0.004565284057248193,0.08659329005885494,0.03076932109967739,0.09631588714100285,-0.10327385337887357,0.09041947220149261
NTS,,,,,-0.013530020688261231,-0.02376107236712994,-0.015945406282382675,-0.018379477622536382,0.038968765161936744,-0.029370796067264608,,,,,-0.03227235946443062,-0.015266205889932574,,-0.0255808177334161,,0.05353033918197519,,
SFRP1,0.004323287395557308,0.03530735718669219,-0.0008037454889894732,-0.029390421859839515,0.006731475799404698,0.141220023408076,0.07818883547033215,-0.02159160862512437,-0.021976329653235222,-0.008455519746637488,0.02688299204842147,0.05480372124259945,0.029324231382784234,-0.013485968561159337,0.1082684244981329,0.02546586513925541,-0.035359596111189044,0.01774642093971895,0.06605438820400976,0.04434565887823122,-0.02272437684035528,0.1262182602733141
CXCL13,,,-0.004944456963561022,,-0.033875783922331607,,,,,,-0.0183080905115021,,,,0.06125535262128931,0.07996832947937343,,0.022825397610375667,,,0.017923566139878763,
MICA,0.07875760155601053,0.062048633780649114,-0.03120185867646622,0.01972355576119738,0.0009403081013794897,0.010844289423772784,-0.01930634303812193,-0.01889672444659566,0.023366508675047547,0.04650721558293029,0.11630690334877598,0.018971998320351433,0.04506404079386192,-0.005438854919653476,0.013515749448013207,0.11565540684297346,0.059200737215960336,0.07264970348193735,0.009126283452626118,0.13531027109169072,0.13938219037823482,0.09462572596725033
TG,0.0832984074458706,-0.0016208494841710702,-0.02209185259974116,-0.01077223933221972,0.023882290438775464,0.021286166191891547,-0.015657278555095987,-0.008977930423375729,-0.015904174175004754,,0.0038445665757521207,0.08800342090498625,0.03780465533348984,0.054413953570193505,0.07218307246435668,0.04350988468720539,,-0.0154357918172513,,0.033741151808954574,-0.046602825673691006,
ADA,-0.013273639720229146,0.052805559333227656,-0.021825462676800446,0.06436511943265422,0.06611005515277257,0.029442859490363425,-0.03716478626840372,-0.03079254436441453,-0.025829657874746163,-0.026169007068220757,0.06522225661016276,0.016442820589138617,0.05950301675152144,0.1353128604079761,0.03138320184830527,0.08087453387376888,0.012074347375780514,0.01987503621272904,0.05318660980477545,0.14692780118946996,0.007011008686494696,0.020794470171084715
