,UKF248,UKF275,UKF296,ZH8811Abulk,ZH8812bulk
SPX,-0.025011375458722594,-0.019218858834596435,-0.005393681220483712,-0.020116137757106783,-0.017454020009249935
MFGE8,-0.08246810682604946,-0.030879777892859506,-0.032519168408414484,0.003294370964740636,-0.05234098924221792
TGFA,-0.03698743099606002,-0.018585236872620932,-0.03875165857841587,0.008857529043655617,0.04497688049733711
SLIT2,0.0304593465961095,-0.011550288404631057,-0.012360359217757735,-0.07579511073182559,-0.037067186027428096
PLTP,-0.018832466792109735,-0.012699455016087283,-0.013554195692294187,-0.07301949586912275,-0.0832894747066877
APOD,-0.12721391231024454,-0.022069061640740652,-0.04891250268007275,0.01950187032181988,0.05159867947526745
B2M,-0.018817140088880708,-0.032233967888268315,-0.022832630988574704,0.004657531805313201,-0.10431955933909812
OMG,-0.08477374925204753,0.06896593498204187,0.009340636061436302,0.04155937201916614,0.1199305327983963
CXCL3,0.11535905425260717,-0.0354492005791019,-0.01242308941922848,0.00998080602790194,-0.01850605984392354
CXCL10,-0.020433911374022663,-0.023273594767717065,-0.018871582094851076,-0.020602602498010058,-0.02493161004734833
RSPO3,-0.016540900706779264,-0.02582025953479706,-0.00996429499952201,0.04631913099752062,
CORT,0.03477226201487849,0.017357353641581533,0.007661058031562977,0.135373799788206,
NCAN,-0.12692412912430973,0.017239436332309854,0.020947585021558482,0.051897131604995955,-0.10686280781910376
PRG4,-0.01831274829864643,0.030999125203141863,,-0.02185254009218917,
ZG16B,-0.016885817026571708,-0.011679504301571237,,,
TGM2,-0.0052628709891450005,0.019793267273682188,-0.028356595965087602,-0.049671413574813805,-0.04358424709755623
VEGFC,0.04004210615988052,-0.013827293275308647,0.007669425973820999,-0.0256765829142889,-0.024409797879752285
WNT6,0.03460081772763192,0.04765386416791018,,0.07611431531178005,
NRG4,-0.011215441162471322,-0.022438218843444543,-0.008479176890873116,,-0.01960071512249973
PMCH,-0.012926399509110365,0.048824355767608754,,-0.02027944372665154,
COL9A1,-0.03387382357909052,0.012591539149321006,-0.024599249733725816,0.02921503315798527,0.022449005940800137
GDF11,-0.0581667665403498,0.03119171875483393,0.04390860997130275,0.016752961324379777,0.006417716787660637
IL24,,,,-0.015119864570249266,
SORBS1,0.002588430849642727,0.04451357094667401,-0.005890488466432722,-0.016046751660036322,0.027121599608154964
DLL1,-0.018361650711117047,0.08325097925893221,-0.019645105814694662,0.005510004412179551,0.01530946977442915
TLN1,-0.0207277090900643,-0.036676797070465256,-0.04315866901080079,0.013461342762721134,-0.06445009360727916
COL2A1,-0.0666877616677173,,,-0.0330540060505276,
SHH,,0.008155459016918633,-0.013333404368533032,0.031934204996626865,0.07022350963467913
PON2,-0.08338451455594116,-0.04923036790466861,0.01826722450835282,0.010291931206642645,-0.0015110362078212685
ICAM5,-0.0328195366938373,0.025799534926640003,0.010852069944870977,-0.008209187911572999,
HPX,0.01797464603793387,-0.022920303321031548,0.03743812766808354,-0.0382918943977459,-0.026279522308723196
SFRP2,-0.016189347507945304,-0.019102573997050953,-0.048251439788656064,0.019203843476547026,0.039505172448387416
CFC1,,-0.014698767370211521,,,
CD70,0.043954213867261636,0.00349856613943972,,-0.0580104404099898,
HP,-0.03094716507161288,0.013614802467520667,-0.03446921929160573,0.02488004433553515,-0.00539806767313929
CXCL2,-0.04895572313948469,0.01955781892771015,0.10514238013255849,-0.0004561362155489149,0.02030396533192183
NPPB,0.006138078252573044,-0.012870838488940477,,0.06056220723131606,
CCK,-0.07836784397264804,0.02340129756278284,0.034510508817549294,0.06936703395724093,0.04167458401733575
SEMA6A,-0.032887633730516674,-0.019765090464735968,-0.020459665964125726,0.013009958404144002,-0.0001125288373353359
IRAK4,-0.03503228416330623,0.04467502058787281,-0.0009042242553526998,-0.02451908905449872,-0.012577800597349777
GSTP1,-0.11593784630891414,-0.05296023115237485,0.054907404540058706,0.10322303891066313,0.01751045796114423
VCAM1,-0.014611046937030369,0.0007136654879178853,-0.007777962488092516,-0.040264300922783144,-0.03502569569205681
NXPH3,-0.0060668802463241306,0.0898379977468971,0.0037347230363650404,0.06442391014965491,0.06254365736239453
MTMR4,-0.06395892113436434,0.02353561181673842,-0.04225610544155171,-0.03519510939832761,0.028066064510901868
LAMC2,-0.012330316665638243,0.0004893606943198323,,-0.018588494216914612,0.08938808619563524
IL10,0.03077041284114143,-0.0007358258710157006,,0.018991400960298752,-0.01827992601602895
SEMA4D,-0.03540339876972436,-0.015432304804132687,0.04033749143461807,0.06573655543672213,0.004443925053852529
TRH,0.026967830147317316,0.036784533571145424,,0.06666605546198989,-0.041887014227946225
SEMA6D,-0.05542491416613624,0.016229365227292774,0.051751965371559745,0.02378977755604895,0.004803150964782157
CEL,,,,-0.02289672375401987,-0.01038780043440438
PDCD1LG2,-0.01411078733971168,-0.0390938609350017,-0.023915281863049958,-0.02866220147118314,0.04254218722249511
SPINT1,0.005513853621120264,-0.028149084443132664,-0.018977638865556323,0.08383807525240249,-0.03744335778016539
CTHRC1,-0.031790354845956444,0.006105674597963072,-0.030167029175457348,0.001970505490447125,0.03919081429718422
PODXL,-0.058373344113967184,-0.06319929797338096,-0.06882166421759443,0.0232877212065657,-0.012623200928623284
JAM3,-0.017179093836361972,-0.012227576049967749,0.03368163550930462,-0.04889883844606408,-0.03454877567437856
TGFB2,0.017848679357116055,0.019326798951688068,-0.01622807900412054,0.011841054782871627,-0.044603668073677744
COL18A1,-0.04708594709216031,-0.04640566251047083,-0.004478166137583611,-0.04616478957390968,-0.040794919364448005
NODAL,-0.025335347807718987,,,0.016526629532673875,0.005890088855367113
INHBB,0.02358069366697135,-0.006350667796155391,0.0033556992085296083,-0.009500680162472575,-0.017497015758546397
LCN1,-0.012330319440009698,,,-0.024041613293080438,
ARF4,0.0579718322313451,-0.01703916772646295,0.02339781905868718,0.018417699370552678,-0.06545486535669327
CXCL14,0.04149344409136087,-0.01418540012343839,0.05135823682534387,0.0009007032885591824,-0.13987986504875555
LIF,0.0276380205542038,0.03698096556802532,-0.013767071785757227,-0.023815759559855525,0.0016179101727561327
IL17B,,,,0.01999528537489458,
MMP1,-0.016999381475148352,,,-0.0046939242786617,
MATN1,-0.01618934971413251,0.029676040318351592,,-0.030251294051689068,-0.01916971240088767
ADAM28,0.02302108181825509,-0.011053173071130367,-0.031143568293624784,0.043259531533741485,-0.0029426071525715455
TCN2,-0.0013590228945982448,-0.027528141231499114,-0.024589426217308353,-0.027325694701896948,-0.04946531143405124
THPO,-0.02109539300282889,-0.015940381735896007,-0.01432594555117363,,
CUBN,0.0071758354155971905,0.00827712670110975,-0.04110584473259845,-0.03584422955046669,0.0031514091582463748
TIMP3,-0.01982312615512324,-0.005694225717540421,-0.0371331363092955,-0.003522424245418509,-0.017638161279160288
PIGF,-0.089929965196852,0.012977894292037044,0.009944077603262921,0.0074607366369754385,0.02980651465722335
CRH,-0.014446437253400633,-0.020516175293489532,0.007125815811476296,-0.01572314466519157,-0.03231030990444226
BDNF,-0.03393900081736982,0.04613641441913075,-0.023304809071334465,0.007942306372866175,-0.0410712753477447
CCL5,-0.04714222260642777,-0.011191379749367606,-0.002315082380442206,-0.0390685711808418,-0.05256235409515747
GAD1,-0.08865540089038289,0.006773137405087729,0.014836453194585845,0.040377568803958305,-0.028492718635579593
COL14A1,-0.029217770590794893,-0.017961231925949547,-0.01876498384111717,-0.0010669092479571774,-0.009896777427418933
HLA-A,0.022173303993675644,-0.016150213395560824,0.002647268343138819,-0.06491553422572549,-0.137478694828087
CD5L,-0.014446435582057883,,,,
FGF18,0.16974813918212894,0.06549507083330619,,-0.024733975923132395,
ADM,0.11272821304157121,-0.012030245099146419,-0.015419610965484833,-0.01660560858821542,-0.006205977211526804
CCL15,-0.02410259811975136,,0.022179424783242047,,
GNAI2,-0.006847422402638111,-0.019034447819409984,0.030184316767282445,-0.018486968921228183,-0.04713683353404221
HDC,,,-0.01743999607317869,,
COL11A1,-0.052736959790172934,0.06714500002686792,-0.01928468210279041,0.0029403392365085065,-0.020980906938922468
NUCB2,0.014355168608216248,0.02016512790839464,0.022787161266469194,-0.0071209467209995105,-0.020425333282658446
CXCL1,0.050877671717922214,-0.019623691645077327,-0.01303669597838356,-0.042169691635192734,-0.02881487704336014
VCAN,0.0020602259435714243,-0.06102919212843634,0.014874714029320337,-9.400272829751163e-05,0.016797238518089157
MMP7,-0.016023658112397646,-0.012870838418619013,0.11415718764839125,-0.029665581111022046,
PTPN6,-0.023018908370833032,-0.01609821229615979,-0.047316036511303006,-0.004581913581694102,-0.015064340506052426
PTGS2,0.09397210279980601,-0.016368262399549832,-0.027803297452042894,0.002190206365919578,0.08589666015840629
XCL1,0.0057923361738011206,-0.02113987052120519,,,
CD58,-0.05143303243777693,0.001026799074541762,-0.013829133287703209,0.02193994356403782,-0.03653286394838555
TNFSF14,-0.015951071824265674,-0.03408899722993668,-0.012733421527452137,0.07011391086388136,-0.03988704070956555
CNTN4,-0.028043901451834954,-0.0019540274396707157,-0.0009213142111844986,0.021700728778611206,0.06142138335311606
INSL3,0.010048751066667362,-0.014841430395846745,,-0.022004366004925145,
BTLA,,,-0.01626101480592056,,
MFNG,-0.01570667265688936,0.010501248238980512,-0.044768495241966584,-0.006647912905637375,0.009231114276256988
ICAM1,0.05866066264333488,0.08058575106097422,-0.048747911202828516,-0.008305778730205762,0.079238765926561
PROS1,-0.008493784390217845,0.009622255839334964,0.022627824906381672,0.010079692560943257,-0.057450911844541326
CLCF1,-0.007260974644308687,-0.03750064347351457,-0.03477682516267707,-0.010567490171902118,0.008781032472954963
PSAP,0.10219132365029616,0.02417638575383705,0.029213205410030554,0.0024600275479180625,-0.05862222103786171
EFEMP1,0.042308064246249055,-0.003984941246863388,0.024703626946738867,0.003290895760384273,-0.09085876438957474
C1QTNF1,0.08047991137088203,-0.01819420826617583,0.05844803963507553,-0.09580793013628792,-0.040336955943533134
ALB,-0.005572237759350548,0.06786592339156856,-0.01446247746335806,-0.0326179215367634,0.09076701646399529
CCL13,,,,-0.014687671808364649,
EFNA3,-0.014580749797556362,0.017233417181657346,-0.02980553683625481,0.047333850783568596,-0.027546833389041375
DRAXIN,-0.003090426478283794,-0.013818464547909802,-0.011612659702740214,-0.06829910663541092,-0.03509087986023586
RAET1L,-0.011047443667696971,,0.0270000516217994,,
NPTX2,-0.027229089279571288,0.02660890178586856,-0.021952886437283665,-0.05321229540744506,-0.003698566200416686
FGF11,-0.029233002449070754,0.04959801492522079,-0.02632121711081023,-0.01917840756346444,0.04624757445185255
CD59,-0.04875927136621831,-0.0426030094110399,0.0012165446545346957,-0.011955076522473943,-0.000979995001943573
COL9A2,-0.07384514102532522,-0.00820309641329165,-0.03721269793835433,-0.007708559062902584,0.02877810491924397
DLL3,-0.09379140144960772,0.03188810934179463,0.013235361377873262,0.07425292753902403,0.07023155071394452
LIN7C,0.054082408947623374,0.004487010973557342,0.02684873184045038,0.038209370777413994,0.0294112217196819
GDF7,-0.026052609043836866,0.008462130730389763,0.03130864217964248,,-0.01550468828350727
PSPN,0.023791513426667042,-0.03185451702421363,-0.05682837005927846,0.03564429886809973,-0.0245690800930764
ANGPT1,-0.005748873667710006,-0.02082336413826518,-0.017506056284985496,0.04329231249928859,0.061683083120969734
PNOC,-0.011455962055008885,0.018480757621672523,0.02538402075218664,,
L1CAM,-0.05675272643021245,0.002587879588584108,-0.0012062676707772747,-0.009312264214703108,-0.03060230048339249
APOA1,0.0316999656662991,-0.0193261241588527,-0.02060781940235092,0.001074097467376992,-0.02644389951791373
PSEN1,-0.03517403120467119,0.015790177763911683,0.019355969425189773,-0.03157917757196915,0.02341367359687949
CALM2,-0.06716090115696266,-0.0011965361766963138,0.04624681256662411,0.00020806057067780597,0.043198901897593935
CLEC2B,0.07923927058700665,0.051480782313485116,0.01526897514743432,0.018642476431434882,0.0036961817122043716
NTNG1,-0.05685908957973541,-0.04538131688534591,0.061849686485843984,0.05700368962810738,-0.052993167240313735
LRIG1,-0.07175561709718897,0.02935928579044615,0.002852465250736037,0.08920006155454638,-0.055140950297231366
CPAMD8,-0.02219545663968976,0.06889880252757545,-0.02356850944822177,,-0.008256796392839058
GHRL,-0.029434018911114617,-0.01854084207599289,0.03800985752474849,,-0.02446195090926722
NPY,-0.03155224809841554,-0.009775482437112805,0.001693650829634079,-0.004929243813481394,0.10091730857732788
MMP2,-0.09108558035121965,-0.0006786772872286398,-0.010441653607375386,0.053608447448436077,-0.0237696784334748
PPY,0.018027925000168792,-0.012031462577456983,,-0.03964400892318976,
ALKAL2,-0.020717745257652128,-0.029021827318427586,-0.03087671103996009,-0.025113979105489074,0.03346073117605709
CSF1,-0.0340314677967203,0.048950408453989194,-0.03225042921019672,0.021138365625511326,-0.02157571946190162
SEMA4C,-0.07664998107472162,-0.023812966047857403,-0.01829127838758829,0.0420062558439559,0.06264145027405166
ICAM2,-0.07405437408453235,-0.025575904614035357,-0.0158493576840238,0.048315530326302834,0.0949656387106495
SYTL3,0.06121958628908494,0.01154699844467401,0.008487024164320804,-0.03614183031864517,-0.03343113106680094
IL1A,-0.003625767237482417,-0.017590921424616143,-0.005927470466060237,0.009100661415301478,0.057016019655793865
HLA-G,-0.016999377874197745,,,-0.004966264788592272,
PGF,-0.01934788690476913,0.03373339480096218,0.03460108330801231,0.018751846013140602,-0.04286134275632261
LGALS8,-0.03882815387029745,0.011935966065148199,0.026474231200477163,0.01072664106128955,-0.09150864807159047
DKK3,-0.08972451654540527,-0.008687451937038624,0.024851427639545325,-0.00806045830917743,-0.10664293335179459
COL16A1,-0.03815816995520291,-0.025120979874871056,0.009388491800103413,0.0064107965809716,0.019239746952777404
TPH1,-0.01248186063277813,-0.027826248271412474,,-0.03558702124123437,0.021560611955564933
TNC,0.05972283314048308,-0.005564515328798417,-0.024753431289572424,-0.06227630224286068,-0.05340787685251102
TNFSF9,0.10674201559344625,0.025689753291642144,0.009416691765096769,0.06821937454856755,-0.023167449359550053
C4A,,-0.014262695402983264,,0.038074866664439495,-0.026114281246582986
CNTN2,-0.0037349931291980115,0.04634250079014738,-0.013440703653481982,0.07669381315057222,0.13156546959502688
F7,-0.012176995762646413,,,0.06509125755487409,
LUM,-0.04407209546741761,-0.028389249634066308,-0.015148975052129867,-0.009816632485392478,0.05355437481458894
BTC,-0.011047439066081627,,0.018181564634618723,-0.014905255488387451,-0.022407038856086615
APOC1,0.07923031993429117,-0.03266616004150119,-0.029037495397048328,0.08176323784054385,-0.006446057150971692
PKM,0.03889755223589927,-0.007355450186938743,-0.05584947389408031,-0.03224326443641378,-0.013685367055116604
TNF,-0.004838602079909649,0.06361219831235705,-0.01697745183943601,-0.014467021568534227,
GNAS,0.01840962434904485,0.021106546756919854,0.005509194156247301,0.01231502641519286,-0.07439336092638577
BMP8B,0.0010047419966244281,-0.03704401854727696,-0.011272853515133184,-0.04078421445580169,0.06435133972628254
LIPH,0.09508781980349369,-0.011499631437900254,,0.014466018248410178,
CCL28,-0.01755728531196285,0.0921436872030297,0.02849303608239731,,-0.01805119527756863
PTPN11,0.017976096605775645,-0.03458459710334191,-0.05040804507942844,-0.06896530312406493,-0.029860869494289653
ADAM12,0.0401138543012922,-0.0268670698733373,-0.012885907404264495,-0.02967158399190952,-0.04193312553405334
EPO,-0.016771558260677215,-0.0120314631026327,,-0.015951192554807297,
EDN3,-0.005702044185210323,0.01124979788060784,0.032363736527557994,0.08329741001065988,0.09566958894699278
CCL22,,0.020764405924436444,,-0.0180533143656927,-0.02240703984773537
CCL2,-0.02722838408864537,0.01542798860778043,-0.05064237200739644,0.008558758620411704,-0.05862307411183
DSCAM,-0.029374469451891295,-0.008417956031184642,-0.011068105027134317,-0.020499442732158604,0.08011059020304688
GPHA2,-0.013911664486428351,,,,
ANG,0.09233087224756649,0.06843085660493381,-0.023080205580525336,0.04535460565781018,-0.053178901811528526
FBLN2,0.026427180671022794,0.01465695804035055,-0.01452183681010986,-0.010942450331040205,0.045676732033734145
VTN,-0.023595060680621338,-0.019766342719293114,-0.017779661481374533,-0.0182333046835534,
VEGFA,0.10485193446611187,0.044437657147808174,-0.006766662818912523,-0.040375137734854925,-0.037524933669893304
F10,,-0.013192239250493624,-0.03412756542008073,,-0.01938630927225824
SERPINA1,0.053047293718641655,-0.021259304232643005,-0.027206767989305842,-0.01384264635195072,0.03921594286898756
VWF,-0.06163724948413252,0.008987365941192987,-0.008138792740590596,0.02863135434474339,-0.023724671880072042
GDNF,-0.019547493083477818,,,0.04141116459531441,
VASP,-0.019384611747314925,0.014565322130933494,0.0029749764130623745,0.03369226798948904,-0.015162649302613906
ADAM15,-0.053247219334877915,-0.0022078502320766703,0.0008632587213090164,-0.02970366970483676,0.08772497104907861
WNT2,-0.005693217440767734,,-0.015127748362153574,0.024047250960412547,
CALCB,,,,-0.01731625591483523,
OLFM2,-0.019495936160518538,-0.02744294889198841,0.0066436008680122085,0.07338228196007293,-0.05121854120112119
MFAP2,-0.04121213759228469,-0.03159692339419518,-0.02233536821915369,-0.0069549247703760645,-0.030280131742539455
HLA-C,0.01393150831835754,-0.0351264403166241,-0.09402831694026191,-0.017443964144625734,-0.06657933245128199
THBS1,-0.004786016821371476,0.007982342644167133,-0.030132345019383767,-0.013201367954799316,-0.06327254546463475
HSPA4,-0.03178609720499107,-0.009435924054212423,-0.011658085150882583,0.014253350414314882,0.0441063580400343
LMAN1,0.09822750022621524,0.0745812705682165,0.015663591319713344,-0.008233952710449898,-0.11439233983337917
LYPD3,-0.019041561270579245,0.0959742963068206,-0.017667101491474522,-0.03327046129012287,
APOE,-0.03135785658058032,0.0028690463122302643,-0.028541357712896294,0.09681358225152469,-0.016566196670225925
SOSTDC1,-0.028118333716367173,0.07662399114812866,-0.006563010358181614,0.0515186954808628,
ANXA1,0.06246523421372041,-0.04858210076929002,-0.03171791439491107,0.0594276372429212,-0.04407533737602038
WNT2B,-0.0318099969718642,0.01582143701662313,-0.013413179770928688,0.016901263095175027,-0.035792982171167914
AMH,-0.02325168635845779,-0.01734274498726557,0.004099628885693759,-0.0463765799154765,-0.018051192975657528
GDF10,-0.014446436244831662,-0.01620294886575516,-0.030946997376045438,-0.024596832809531118,0.06985801546891406
EFNB3,-0.029347384239810318,-0.017513090702714534,-0.01100689620236347,0.019054421325083636,-0.04727110905395614
LTB,-0.024601642387490442,0.19143291349368668,0.042064534291093046,-0.04593149073707773,-0.04348867083570619
ANGPT2,-0.037462952091858515,0.07262199943322636,-0.048512893554809186,0.017916130261231695,-0.028717536133445895
NRTN,,,,,0.020300241955092925
ADAM17,-0.00732853454400763,-0.01096176476770335,-0.04550146542788981,-0.04578890745328095,0.00829363141392591
LRPAP1,-0.004862065358168161,0.02433010651382863,0.02390187769978338,0.037017488534133426,0.01088836866674481
NID1,-0.08331849005397939,-0.011592197252327359,0.02666057160534388,-0.07367533097157744,-0.08582317416556741
MST1,-0.03696350239709516,0.024398560568415772,-0.030309981402153647,0.03542404941519404,0.027974452327846556
DCN,-0.08194082988154194,-0.04039400963996751,-0.015695484969795653,0.023759998008220137,-0.02921153721011988
IGFL2,,0.12254563494955689,,,
COL7A1,0.007178729132468576,-0.007826433428822228,0.015253442767620171,-0.02990869245945072,-0.011633140993673005
CALR,0.024419547896630353,-0.0056058065492058905,-0.043743751958512885,-0.0869905824199921,-0.07571828554118992
PIGA,0.010259407707622542,0.009470095865112443,-0.004629283498150499,-0.03025447718205558,0.10137461443143249
CD200,-0.032933422655861105,0.005915440761457599,0.047698196371551115,0.05416914148103369,0.04373034175401539
GRP,-0.02316519112436593,-0.02214456280048153,0.2252829961483133,,-0.024931613744033673
CDH1,-0.03013001898238107,-0.024965048291265616,,-0.03438270564429688,-0.03474932987882168
LPL,-0.014296900859451983,0.045513555758389154,0.019839558085995888,0.05832474626080038,-0.008607539399215726
SEMA5A,-0.016399561371759155,-0.005767575971368904,-0.05630274255180506,0.012095168904271748,-0.08082935212842682
SEMA7A,0.009730256275528525,0.009428457600876197,-0.002821168613971744,0.006339900748864952,-0.08507391137375005
SEMA4G,0.049762041684295065,-0.029835407864637963,-0.032734483186626265,-0.005521800957553955,0.07005899564717019
SEMA3B,-0.01705746460371813,0.03669320337381684,-0.03089026664948436,-0.03047115272510569,0.09951553481511
RPH3A,-0.09021306293965467,-0.013470051367166648,-0.01610477946421004,-0.04763097801169446,0.05890119109358449
JAG2,-0.046717392488731746,-0.04865623447425668,-0.00773073126375003,-0.02545910472124182,-0.03939969363772852
CGN,0.010189135846500748,0.03657135192326593,-0.014049131044388846,0.05799807109619789,-0.047450847231579656
GDF15,0.014192155780191054,0.002887526741068005,,0.0013395447808231607,-0.026508350814638676
SEMA4F,0.006298376185638146,-0.026190079111028112,0.06193129725679303,0.02558790493058499,-0.03720921240382147
NXPH1,-0.04559089608057692,0.03793403816047538,0.007030468018179798,0.02109322634528501,-0.05463391022344605
ARF1,0.07440143369734815,-0.00996707578612413,-0.0072337515060783945,0.005555511445010791,-0.0077187223882086
DSC3,-0.010528072493690102,,,,
EBI3,-0.041226920141235586,-0.035051774094535644,-0.03307000656783069,-0.035498683620999026,0.013704423305081218
TIMP1,-0.016080114947664263,-0.01575680004426318,-0.04666297761885595,-0.03556579676371888,-0.07065557470005948
SEMA3C,-0.04456530462788548,0.00697093432119441,0.030148011818384127,0.0056946611635918,0.04018241044095091
GAS6,0.014758836292886046,0.024824365817078205,0.04403118580729282,0.027131955731713668,-0.019113049849584066
