,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
WNT5A,-0.015840302196709687,0.01832435968143302,-0.005604899353529375,-0.0019031014999740749,-0.032867583467673704,-0.030857324488483974,0.01792794452636609,0.02655856465378632,-0.009455949248029772,-0.07886773124159159,-0.04840857783584255,0.016205896334506763,0.0301099975777346,-0.04053881355740655,-0.0347528536254526,-0.044484782577672355
CXCL8,-0.012478084322796432,0.01377350573569409,0.006689221258046486,-0.0042906103369759205,-0.007219378433514563,-0.010426470258631464,-0.016436745799744665,-0.00010449964304427381,,0.009656034980250514,-0.011822077027169512,-0.08458232214196267,0.01620890180950296,-0.08234790639629748,-0.03720465891033225,0.0030669068731536218
GRN,0.0031330559521056843,0.03985936663037997,-0.015260263593043165,-0.024645341628503816,-0.011285665405091792,0.016089239577867752,0.023530445460683207,0.008728280485691848,-0.022718831115047897,0.031044419461549774,0.037458483875071294,-0.05021385258415277,-0.029670799943222134,-0.03097906461073338,0.03870557200664122,0.025059236704441684
MIA,0.0038192243843594843,0.027328601497015142,0.015291265159832718,-0.046218824372179536,0.03259827364267375,0.0759377620910809,,-0.024924789264055024,-0.03910710054822495,-0.04495932315605424,-0.00565639919152741,0.008868572712178809,0.005355072307021856,0.0035448389189311905,-0.022392685543834657,-0.009325192906264018
COL4A4,-0.024107350857543904,-0.02394527059958215,-0.010918496145183379,-0.015943899633452097,-0.015017737168170443,0.08756812140761337,,,,,-0.02657542110592087,-0.03974519792731161,-0.03468711429585501,0.04655220858047947,0.020028986876937084,-0.011085845498993779
TAC1,0.013365655446438156,-0.03054167373579103,-0.026714562420484634,0.04342663403322604,1.9770330935901992e-05,-0.0002481668685813442,0.033392364801726644,,,,,,,-0.03615648830434112,-0.025195765873142265,0.10294145841185989
RARRES2,-0.013040077248859442,0.008937839740678053,0.043483397269865644,-0.027284623842823125,-0.02167121979051658,0.05574069285114614,0.05288248997801883,-0.055584972760068116,0.06667783100481697,0.04134963175025228,0.020958481039544112,0.008954370191996375,-0.006823540736181254,-0.08865377300753588,0.007204428316498518,0.00262431368681492
FGF7,-0.029241806425685725,-0.029691151873204487,-0.03129424611759311,0.042662286546899124,0.003730953521718667,0.04423877210396983,-0.007068061357609783,0.02680895904120117,0.05080056398548485,0.05422706061727076,0.07995422851458941,-0.027737320981322262,0.028550105602271496,0.0037515291993454936,0.03919677634812081,0.01746889490014796
EFNA2,,,,,,,,,,,,0.011994756812835083,,,,
HBEGF,-0.004557497048524924,-0.012425582766388554,0.003076146313275866,-0.008447140069719014,0.026358880865834433,-0.01891302669943723,0.011108741947490557,0.00734844143588399,-0.009732113243984356,0.0693475371684803,-0.028597114737958784,-0.013938891821384925,0.050968710026529064,-0.006964016808554307,0.10264599240464888,-0.015904609509219587
CSF3,-0.019662543994660893,-0.03502614848053365,,0.005365433803769399,,,,-0.027610770327126416,,,0.020235891958153406,-0.01663910497902996,,0.00578239522104408,-0.02017892938673431,0.07852221115286424
PI3,-0.03393161462802071,-0.04756883789468493,,-0.01899397227341678,,,,,,0.07847141809600489,0.02077337864674097,-0.05506531828996747,-0.01913268907905056,-0.03721913219131878,-0.033448789212088104,-0.002396275327187247
PCSK1N,0.08120860807230877,0.030481628420436294,0.017164305620664285,0.07462626002131918,0.004814327767075681,-0.033654915172575156,0.07926799972694827,0.020510731040899025,0.06392612515907747,0.0530974989181203,0.03211206760562921,0.05259252808562131,0.02080789453538196,0.096311059594561,-0.02870272802244725,0.06235889154114455
NTS,,-0.043236646108858995,-0.013329003021655893,0.016675823182520744,-0.01715601901452498,-0.03565149504715686,-0.02813102825756165,,,,-0.005690931915098229,0.015788763411649944,,0.07622826438537947,-0.0024050057581344745,
SFRP1,0.04508218367021711,-0.017690656608685115,0.08954258217316004,-0.029214312201588946,-0.01249935963553873,-0.01526394487353569,-0.005106388534354857,0.10102072731122838,-0.05938210072102283,0.018799853291716444,0.044826095027803686,0.06577683054326904,-0.010944798935582926,0.06796397935148078,-0.029187855180665852,0.01571732365024606
CXCL13,,-0.01753166661921202,,,,,,-0.02166584737961012,,,-0.03289731748060711,-0.0321130955465503,,-0.05380668894055838,,0.08077251549438207
MICA,0.070376243924768,-0.010645181623547512,-0.028291246112460235,0.035214091639888485,0.018172124023826786,-0.008669310946575153,0.0066722698884551105,0.0170267545590448,-0.024183156517602493,0.0832185769232774,0.004981185914448701,0.018494010901059062,-0.032410919462428196,-0.01305960393190821,0.06074511142052743,0.011696402811888126
TG,-0.015533349208618503,0.06984515383479697,-0.015385183189128264,-0.020358575912658224,-0.014491717929880039,0.014352434815038012,,-0.019870884875535007,-0.030419328833927572,0.12093409134314158,-0.02611295947490174,-0.0354000047674363,,-0.030511871257813364,0.04759660488652384,-0.03875010192894982
ADA,-0.010280545277967689,-0.044806518855139026,-0.030056466623818088,0.013700268139250167,-0.033656912084103575,-0.017940323981460275,0.02125708383393713,0.03650840301188733,-0.004154269724378608,0.09114250182411966,0.010928206488553341,0.024146123749575008,-0.001218984914035424,-0.014189630737747745,0.08416895835474318,0.04474962235910369
LAMC3,0.03891258615939333,0.0032101080164121235,0.006186849497267347,0.05001648391754363,0.015462008438303075,0.017123649132215524,0.14597277841647135,0.08961903359672191,-0.06829421542118885,0.036665053240385125,0.06723218427184785,0.025344470009658282,-0.03452250488463285,-0.01777774731385054,0.006157291566243908,0.06378388001170918
CCL7,-0.01123058665974393,0.041890779024524254,,,,,,,,,-0.02945422963049723,,,,-0.02114556195902747,0.0031805900630759976
NGF,-0.014240993864435817,-0.02481028721086729,-0.01468159133047322,,,,-0.009229890591922302,-0.03687957803547704,,,0.019706542515596046,0.011282699295907656,,-0.03253539364848489,0.009543462805532732,-0.014740981398330053
TNFSF15,-0.012505807526582195,-0.01720959593134575,-0.017826670565352136,,,,,-0.01758308125182641,0.10923005709926717,,-0.028714566465003373,,,0.0403060872408601,0.013360934661367637,0.04758941636282846
HMGB1,-0.0665570082491851,0.019312033357939403,0.02524737620026743,-0.030695053046607114,0.02268358695759825,-0.012988520019163561,0.013028205104535966,0.018055768860835018,-0.05642541781094687,-0.0742860041673605,0.043649432819833,0.04921335071226688,-0.01268374965202414,-0.004129790532608032,-0.056093275831960436,-0.08688133325831505
ITGB3BP,0.007459662422046143,0.03211604552272718,-0.014447265292090434,0.05082962157229537,0.005592362271621161,0.03777864453900339,-0.009770178614926055,0.0035272559611002983,0.01545986607483497,-0.10767056607702655,-0.057331541912480216,0.02771192711513526,-0.018910966561437013,0.014318222304309562,0.02427428247552653,-0.04882561096139471
AANAT,0.06470385868379125,0.03207091208046552,,-0.015215698204717564,-0.013032486624204313,-0.012733420443559068,0.03501747605655444,,,0.08593961039509432,0.009191390135532593,-0.03174900527604742,0.10645231342113734,,-0.022372886368643936,-0.03411483419269448
RELN,-0.0197514079679102,-0.014243719621685481,-0.03460877894790847,0.05422253362346447,-0.028693328645864578,-0.006178882343797212,-0.05279018397470434,,,,,,0.026481472093549435,-0.014512988873344708,,0.05471801821511769
IL15,0.03750550487633979,-0.017557108065536,-0.012684735890567279,0.011868409781952511,-0.02910943266367884,-0.02736829352459283,0.10870155981574531,-0.002286580325638519,-0.04786210392925347,-0.03716360708934891,0.04730333961264497,0.04202161338431574,-0.03468710990008241,-0.014983473045824267,0.13773049814420435,0.08836874680425716
UTS2,,,,0.006739936144878143,,,,,-0.0352075992943381,0.09912856406345352,-0.02200437043468968,,,,,
BSG,0.03773261096090083,-0.00851640455307533,0.0317056143993388,-0.013440495378803138,0.04809909459782563,-0.007388887172297329,0.04677378877886953,-0.039228229147944355,0.0025639932090528537,-0.05750385430898547,0.04755094836849262,-0.016290463475352596,-0.04833500984121345,0.02437371189208783,0.04156736695323682,0.047614696598133596
ADAMTS3,0.008213018123103686,0.0008205698758533557,-0.020431439985330542,0.013577587616237735,0.07908057765740063,0.039594393114339245,0.047018814809589825,0.02196632770212664,-0.057746403048674996,0.07137611866310153,0.00663680302358961,-0.0014735295246841298,-0.030272749562001103,-0.01591355543589039,0.06078047156893963,-0.015143613553547744
CD34,-0.009713679600302259,-0.050109778716379796,-0.01718105349479592,0.07453828510424279,0.011890850323026583,0.04828448883704628,-0.029659227823152837,0.03740489973024178,-0.08623588338154503,0.07422971490798835,0.07437974305376709,-0.02402448879704631,0.000504174220012457,-0.034894886562209834,0.09111632430838919,-0.022304703182406616
CCL23,,,,0.06999507031995489,,,,,-0.026457792380098818,,,,,,,
PLAT,0.013054599807719336,0.02021290446762354,0.03737677490060918,-0.020169191208676995,0.03583784870035198,-0.034279777809170436,0.0009745110684683758,0.031171008989877288,0.029212026474064304,0.004880890187927848,0.02671713793099859,0.03777797934304637,0.06263526784882531,0.028296063477117845,0.08627450162830919,0.012390823789291502
NTF3,,,,,,-0.006322856822964692,,0.0052953056640499575,,,0.05006442582574352,0.07367441879456195,,0.05494143983846116,,
LTA,0.026411537420624444,,,,-0.012551642816626286,,,,,,,,,,-0.016377093147200705,
CKLF,-0.01755943938397385,0.0146783877623372,-0.0014744544094539805,0.002896188932043504,0.020980155447899905,-0.041712834127819065,-0.05257993938733538,-0.029909983666150153,0.02494704304271301,0.15032245752296747,-0.019538672583469387,0.10833663891127747,-0.07299879141927863,0.0005079730145422537,-0.0377244382972255,-0.03164421261750964
APELA,,,,,,,,0.04210253361975195,,,,,,,,
CD24,0.026430408996584533,0.016810364278992216,0.0034852257996727753,0.000949065907580724,-0.005274632113659435,-0.010219424445862445,-0.03439298725591617,0.03724031292612257,-0.01537581542911282,-0.07040931980745506,0.03705803890777672,0.038254358914529746,-0.018861150929258715,0.042262718162725296,-0.023307683176307156,0.10944621239062231
HSP90AA1,0.047854893050277666,-0.05243465409654584,-0.025815289631937813,0.0010177318246344727,0.022683604301286988,-0.04967225250800775,0.018432320389703757,0.007657708060837431,-0.09048843231845823,0.061848916248112146,-0.017878358043731907,-0.07961049458768565,0.13168124688982843,0.028752790089807335,-0.0885644675868733,0.029433480166246348
BMP4,-0.02413109185439477,0.034109786472477484,0.04667294731597084,-0.01847677085646081,-0.018814392772979194,-0.007208202221060179,-0.02921908290397001,0.01065043846755503,-0.05851828215002985,-0.038681354254889694,0.03170992401889854,0.032076194792273686,-0.03755781663437323,0.061683625818615785,-0.0014139567203271992,0.01583656678265291
SCGB3A1,,0.0605889739554941,-0.01619228971052605,,,-0.010740764685773273,0.08770636382829501,-0.00470699371774453,-0.008575633236018535,-0.042339610712215626,0.0565779510903659,0.059312886489312974,,0.0572639240445581,0.05216059330824048,0.11070155163307824
IGFBP4,0.006492675192419932,-0.015321013948411488,-0.02449667562180382,0.016183034707866504,-0.011629723622775168,0.003762539486682301,0.017195986637490734,0.015685095965726092,-0.04767962995987822,0.05075267659496423,0.067286620897335,-0.036507851447652846,-0.020216795045030978,-0.045817688366477434,0.07091802944970978,0.057428265339102225
RSPO4,-0.022032456538398474,-0.021313659072793808,,,-0.014598324720301408,-0.010740763114693467,,,,,,,,0.015075295765049165,0.08196551386440848,-0.005314106612395413
LEFTY2,0.017829325965356174,0.01550434579762537,0.00032142402763546955,0.02685377568330573,-0.03595057420366733,0.1815804958858813,0.010504745836641616,-0.019881011686990246,-0.10788236271065006,-0.03221904452117399,0.009599086910926206,-0.027127042388571217,0.0004729146237518622,0.001137766997417911,0.11718168089562202,0.06809941363403495
PF4,0.04857681264244786,,,,,,,,,,,-0.021624084851789464,,,-0.01647614535799546,0.059868027973664424
ANGPTL2,-0.02311213285237064,0.023298880113779646,0.008167891794772241,-0.010533296823531907,-0.05092639933648734,0.00026818813103182167,0.024743504626863103,0.027043379819584865,-0.007133007686014933,0.06915860681433887,0.03775722615515674,0.01288440887946559,-0.0321660579254783,0.04713689637707525,0.067492707009362,-0.06454392370068535
LRIG2,-0.02238570987511468,-0.010560729960940856,0.052232551788627256,0.03652375446188566,0.02622719489266401,-0.010971975517306156,0.04272759927866483,0.010637400289278764,-0.05569845001182171,-0.1508111399575348,-0.005078078349517343,0.051033999686737164,0.04492569608965998,0.01199323477557223,0.028841001673265896,0.05679063358829681
ICOSLG,0.01165218809936091,-0.01579297018517539,0.10105972065581122,-0.037098190351989906,-0.011350208939770925,-0.020383962641155006,-0.01521439969548792,0.0019381994385775528,0.03894615356053434,-0.0534621232537054,-0.023905091948366198,0.022037777126123943,-0.08055683375547623,0.010845443067733437,0.08588595159426797,0.008497716014813929
WIF1,,0.03290596791983995,0.011783889005620921,0.03707304480321742,0.03711932992424699,0.03684945279561269,0.045161504634993126,,,,,,,-0.016712288241293866,,-0.053576178258197694
NPPC,-0.015199836517741403,-0.03718003602705966,-0.01763854847329394,0.042201876138709564,-0.021974789579210213,-0.014927032236572378,0.027987201550850806,,-0.02337636761307829,-0.05289407725028699,0.08257100433613143,-0.03064544097694142,-0.026425330168338392,-0.019396947458980986,,0.09465776126788703
LYZ,-0.055231476498189186,-0.015310259601089332,0.08576418934391576,0.03114475423978108,-0.035572185210396894,0.002431816807701658,0.00778887636019202,0.007522322198925039,0.03588288856396429,-0.05565407612337733,0.0636613462466194,0.018806324411109868,0.003631375065618331,-0.05992853689649221,0.05151409637169965,-0.053680140055516565
EREG,,-0.029993375396515875,,,,,-0.028938626165546252,-0.023247740146336307,,,-0.042898409344706394,0.0003665706873307765,,-0.030266467409906097,0.032943844518611584,-0.038796387723674435
SPTAN1,0.02033150642988166,-0.04579958302471635,0.021744829309124917,0.0522727626465571,0.014792757246234023,0.05427926331989292,-0.0024110277595613167,-0.024391129215316137,0.06254000789349279,-0.04769758833620894,-0.04097242816890919,0.06043920413105405,0.00908826888688888,0.10534163111756278,-0.011715920499278443,0.08861117633203602
PTH2,,,,,,,,,,,,,,-0.006325711720513051,,
LIPC,-0.017608572455741694,0.06868278643588858,0.0395051948014877,-0.007893871582051147,-0.027293054724439957,,-0.05182855202234236,-0.02906831266263062,0.10123532822831181,0.11125810850926912,,,0.0838287505863724,,0.04191330865360861,-0.0008281605333343667
COL8A1,-0.06743712366069889,0.02633810833374738,0.040093396018328016,0.028426733139683955,-0.03977155115390782,-0.02704366912052598,-0.04121381137423079,0.012325676656332246,0.049905144831999586,-0.09176955267887003,0.016716400718538943,-3.769506666493192e-05,0.07038633102739428,-0.05001065307477131,0.052949036616320375,-0.005357996839576591
GSTM2,0.002363402901103286,0.120497219220616,-0.010726652228286103,-0.0482447066614813,-0.016178311459840916,0.007025674657422918,0.03650993587442233,-0.004932300208738292,-0.0486701175195824,0.01400689443919913,-0.0405115734853863,0.009499328758011839,-0.02408107298170413,0.062768793251498,-0.01926511011676545,-0.034355613879163194
IL4,,,,,,,,,,0.12752867515576724,,,,,,
SPX,-0.028853625562644605,-0.004285686936662748,0.011229308755812356,0.03353820596580826,-0.013182701398388638,-0.027042977926867127,0.008244661098154582,,0.01814168272576293,,0.08855376843938423,-0.026849065303469505,0.023276969189084253,0.0012959701162626497,-0.011007399656266579,0.07566405464809554
MFGE8,0.023805252914086122,-0.020720083604562338,-0.037794523293423914,-0.03412004343936092,-0.0120024356954002,0.05186343316508448,0.0911784306165777,-0.020208149669313665,-0.03451464124321842,-0.008676338111929732,-0.018695723353765972,0.013843016174186429,0.0019730624797895547,0.044947807482801215,0.0777441235664643,-0.012244101875832624
TGFA,-0.015640306307797086,0.0011652765701398468,0.01608398968883481,-0.0212337348529201,0.030248123720627646,0.03685958588372136,-0.05436706881971501,-0.03133078531543959,0.05030873691144902,-0.03730535321411243,0.05537570389796703,0.004643667570717518,0.029218325513995138,0.04187794961428015,0.02242043724727716,-0.017841672695551754
SLIT2,0.004715035392809217,-0.07468887537243768,0.04653235004492734,-0.01122679364585585,-0.037566852597958056,0.038121637550484415,0.11005887375458144,-0.028132490470301637,-0.04483522526149647,-0.08219495801014552,0.058972674028720064,0.020394877465999595,-0.03928797702273999,0.011095566321829923,0.00017178681371178068,0.007912384968811165
PLTP,0.03243031438491387,-0.01821390913240449,0.011000401872887566,-0.02136597270589233,-0.002793005201173505,-0.02599143478235889,0.021634026479440256,-0.014035722215977767,-0.0398012499295761,0.062322575348082755,0.0776482519645758,-7.325877845291415e-05,-0.01899713095660813,-0.08601479524310993,-0.055828104089583885,-0.03244007589021552
APOD,0.002830604368906044,0.05140671039138816,-0.07307396942674341,-0.029744550017528085,0.025443295428956278,0.02779525467846561,0.004151611533026585,-0.04567197251517954,-0.011811175193198662,0.053057520797621806,-0.03287510478674348,0.01783612219238666,0.04035384788507882,-0.029063005671511228,-0.12968532043373096,-0.0006162714771881574
B2M,-0.05282247100921695,-0.01180532612145969,-0.01804773707929812,0.007996331079041857,-0.023938449729879883,-0.03982607790190538,0.005974704572919807,-0.03746835655388431,-0.049262498672764256,0.08626898672791022,0.004034017327033431,0.02219948317628995,-0.02343700683165873,-0.09270008480886867,0.04814824943544912,-0.07368967048945216
OMG,0.029632440948713645,-0.003834109152832725,-0.03142336348009777,-0.0047857752276461805,-0.027220406109270366,0.002365085690436211,0.03353746992456944,-0.014722921566840465,0.031563898266107386,-0.029952051570968675,-0.017756840303135256,0.04235988178524836,0.035360093638936115,-0.009511164361792683,-0.005010009799275539,0.08762050567940566
CXCL3,-0.030414873251860094,-0.021799756909242116,,-0.019977484393125695,0.014418539567529637,-0.011490346185789535,0.0557773196668736,0.022533473509196475,-0.024091691070019367,-0.05585948230414041,-0.04408814611438922,0.018488041070866542,-0.019614805758158244,0.01004911597092817,-0.006757487358426114,0.01693692441336973
CXCL10,-0.05186440271029743,0.03719078458992334,-0.01733859693427881,0.028887317103038997,-0.0032669637146474613,-0.01745467685419371,0.06733516240674474,-0.0014165756983082944,-0.008025892018996153,0.01080463942596081,-0.001686099037225302,-0.029004166532515946,-0.026425327295018793,-0.034795292211150804,0.037404690377876845,0.14320302609825988
RSPO3,-0.011379006209979437,-0.020635117287487903,0.06558256711862616,0.038531737663620995,0.026996045122323797,0.027864030531495085,-0.06215152697524805,,,,-0.03516379621362216,0.0125839356300213,,0.008247312821323991,-0.021458610575528874,0.14198168275131828
CORT,0.02067709806075733,-0.02504383042572945,0.011647333748913302,0.08242375848771731,0.0009149567269708111,-0.03775165854887056,-0.007557706226535139,,,,0.07305257752359912,-0.022628505729413228,,0.05487980026542999,,
NCAN,-0.016530518645311125,-0.00618930220798069,-0.002021845063514196,-0.0039584544222546515,0.01645746578728555,0.009549496604395018,0.022192540518442744,,0.01180463115913273,-0.05212545012636748,-0.020638982172735545,-0.016679974692533305,0.06838653984534032,0.05666064343380219,-0.032066666368085237,0.07597655578088269
PRG4,-0.011230588409864151,-0.014774669893965036,,0.01534620187402469,-0.01865607946110099,,,,,,0.14641248762152959,0.05450169060939346,,-0.027082106713337564,-0.003245562822371714,-0.014728366404696536
ZG16B,-0.013034471347701977,,,0.011130281219782878,-0.00997341963689264,,,0.031114555268126842,,,,,,,0.019147973650432415,-0.02874785544838172
TGM2,-0.01183259654556724,-0.011224211930409107,-0.018626662725146598,0.023944053200138107,-0.013001837812146552,0.04309472886882607,0.040493053022442105,0.00815872104753367,-0.06872677728124237,-0.039890814517720086,0.006739214854720027,-0.0292807562335795,-0.07076126231672536,-0.04018720689796528,0.04694754798530723,0.019158270141037867
VEGFC,-0.02001591564576379,0.09235843504988474,-0.026003861585364108,-0.0015889062296079802,-0.026855958466233454,0.026788134818085008,0.0532644757150068,0.055947804549733325,-0.0398750438184779,-0.015149931114232457,-0.03790590146129124,-0.026889633392564134,0.014957148632732413,-0.013700087322649908,0.007080015318173778,0.0006422884672370319
WNT6,0.021921014255400266,-0.02035807268923013,-0.013010630579258702,-0.021283827030998972,-0.022195489673659898,,,-0.0029824688993053726,,0.026969860311740115,0.006919371988027084,-0.00341575646663153,,0.010365584601739627,-0.03231406705216907,-0.011742534150664749
NRG4,-0.013668139847877002,-0.00328012868995294,-0.01592741699451739,0.03279230694269464,0.02349755363235082,-0.038008523730130084,0.007523998334601503,,,,,,0.07666043028559613,0.012972006808392477,-0.021458612980527154,0.004943267789245448
PMCH,-0.01893853935758973,,,,-0.014598324015774565,,,,,,-0.029938196922787187,-0.005632838832255721,,-0.024479842473629002,0.008143727748781414,0.08492350916947221
COL9A1,-0.014275374491990121,0.019638035212019258,0.017602661776206348,-0.013704144061827007,-0.006144132091812917,-0.02275230305544678,-0.02853745658287524,,0.005756968464327871,0.1445898337028198,0.04736951403719162,0.014970287678054705,0.10722332653423657,0.03179270819125885,-0.028326460565930293,0.023099482125831836
GDF11,-0.030348553830307975,6.05625544243499e-05,-0.04419603779903266,0.056219795194384706,0.025510249162475778,0.07796566078993299,0.03817033134708696,-0.01190313389761622,-0.01697356194137144,0.046220774863470995,-0.03330263772598476,-0.008050750676195402,0.016641175466919473,0.06009270882296771,0.052722205013119805,0.01865013561592147
RAET1E,,,,,,,,,,,,,,,-0.02353994597208032,
IL24,,,,,,,,0.029866130056779704,,,-0.022321198206985398,-0.02127929981291666,,,,0.10563504672690754
SORBS1,0.05265106346772337,-0.0014713396037375048,-0.011453046594838251,-0.024381512849190413,-0.01840301178383877,-0.02882256109468296,0.09013627548691212,-0.014559732748630413,-0.13072157299028236,0.06858524768195107,-0.00917344208730956,-0.04888403405946537,-0.02409017260227078,0.021472483068163236,-0.018377101866824997,0.01193065854591548
DLL1,0.06086863496025197,-0.03114470688302015,-0.008779432384824584,-0.03479562867774934,-0.0017374575794576873,0.07046550058895047,-0.0618401463834879,0.07086009267199339,-0.020675433411168904,-0.019298973650939757,-0.01113447530159806,0.05029819409424993,-0.041323942237746276,-0.009552234928380603,0.07601229931407012,0.06803619604180564
TLN1,-0.028126290384886687,-0.02222502443041405,-0.013478535858341951,-0.015468765475562194,-0.0028690794364478315,0.02979189878871703,-0.030282835585711123,0.029307012871734556,-0.056666676697400956,-0.07262435041663454,0.019407541803992564,-0.048906084189529915,0.005720371490521451,-0.046011782554459556,0.09667916989915498,-0.018457124711258564
COL2A1,,-0.01319602155924373,0.03746023127058642,-0.019977491191685043,,,,,,,0.023627207196074137,0.02417211427535364,,-0.04359479640714924,0.022510686700686035,-0.04024707783815309
SHH,-0.011670425263978105,-0.03345280747037886,-0.015385184833860796,-0.015704735468784852,0.04712799164283042,-0.012332313393191184,,,0.033975346202446285,-0.02553145019106404,0.0075501816193303236,-0.029481443569065808,-0.02089561912733098,-0.01141829026328912,0.03837954625121064,-0.01819830617015106
PON2,-0.024613238232547564,0.038144873693548034,-0.0764937183942566,-0.006238016982413623,-0.0065242563515674834,0.022918814244938107,-0.012890988709113456,0.03846366337425955,0.07195210162681659,0.05192483233276994,0.016790865284868985,0.02782094095373774,0.01691234147109815,0.03566930375920736,-0.03696719205157815,0.02590435551300635
ICAM5,-0.01818918609611234,-0.03499577414506051,0.02024776082264947,0.033562845258932994,-0.023831850576917196,-0.005700959617764497,0.03718525066372399,-0.015655670481523415,,,-0.028602308804914406,0.051089825734529574,,-0.025377990329031253,0.0955764088977493,0.08900911541004647
HPX,0.038338692780864096,0.03425520137947234,0.09933846495311,0.011160421799350449,-0.005181904856468219,-0.010740763590778182,,0.02014210631889836,-0.024091678465764373,0.06580009308626686,0.07314839011684524,-0.01900613686285212,0.04650269112633237,0.018835476643282275,0.1179222917650119,-0.011107964896759253
