,UKF251,UKF259,ZH1007nec,ZH8811Bbulk,ZH8812bulk,ZH916T1
COL4A4,-0.025449673811339925,0.0483302651254828,,0.021105827784811883,-0.0370020255082212,0.05213510318156498
TAC1,-0.014621328950518231,0.09924331658992315,,,,-0.02697396819648629
RARRES2,-0.03281092488444037,0.09672590911031721,-0.01979381328400497,-0.0597165773640143,0.006869089186086207,0.07799757205724375
FGF7,-0.01920626348291559,0.011587614560039488,0.04730054830161866,0.0279580311330451,0.002256739375462896,0.04367918620267755
EFNA2,,,,-0.01859130423922501,,
HBEGF,0.024127359573775483,0.024447033343962157,0.0022551877504376826,-0.019712060407151132,-0.015447499141408087,0.06782351933680876
CSF3,,0.020558278708906714,,-0.07425977679588615,,0.017278472920069305
PI3,,-0.043535810935587275,0.07574454746476861,-0.1251052563744017,-0.02040954584188318,-0.017837674751451843
PCSK1N,-0.055148859013367774,0.019432640240053884,-0.005463197107139657,-0.012989773590739889,0.01883241084097508,0.01480871348420933
NTS,,,,-0.022649976265949816,,-0.03199119530405915
SFRP1,0.03475791637301066,-0.002522827606963172,-0.0016351031129368948,-0.014871563535593728,-0.0012561802208892422,-0.03124780097302672
CXCL13,-0.017648082206608434,,,-0.0477663604146456,,
MICA,0.04130505572795275,0.018520928300924798,0.050186330952473,-0.012937419026264125,-0.027359775552620667,-0.0034789292717421175
TG,0.06203772657622394,-0.019929996310414796,0.012886912697836633,0.032927734178890625,,-0.03192768948404822
ADA,-0.013706588580538328,-0.002633870633738598,0.06412409672098873,0.009119079231691515,-0.002332852483583827,0.010551348174856033
LAMC3,-0.028728177174160065,0.026230363548755752,0.009364052716426485,0.02481675960702137,0.047053568012636604,-0.010088465341181104
CCL7,,0.005405305400574519,,,,-0.003664705790385418
NGF,,0.020619971224813734,,0.09277851695196002,,0.010704123101219824
TNFSF15,,-0.01604552209031986,,,,-0.03757226554096275
HMGB1,0.05979418659210517,0.005778102561395734,-0.03684427924793066,-0.05391294786298627,0.014896490144843367,-0.048049976012262484
ITGB3BP,0.06698179690413156,-0.03232501023113311,-0.08976714123044192,0.012068405849768512,0.009500305404494279,0.01864505938213062
AANAT,,0.00519483484355504,-0.07486512906637807,0.007260098225255629,0.0064304413637334065,-0.023951862722089188
RELN,-0.03791083013291328,0.07784824611072956,,,0.2472945302604843,
IL15,0.027226577511649027,0.026964814661490547,-0.04663027284396766,-0.02756498007192267,0.06269335396629322,0.09590385664296507
UTS2,,,0.14786532273551575,,,
BSG,-0.005457364749525694,0.046385146784137486,0.009382357013247838,-0.01863612250901492,-0.0063459422720218844,0.07828207612878939
ADAMTS3,0.041868023810731014,0.03364153836583165,0.03906823789651255,-0.026960512211224582,-0.009894809938189423,0.0007795134682509874
CD34,-0.009387631156058581,-0.03480396877183943,-0.003644735798862192,0.07219088625335741,0.04227245424258943,0.013417400523224208
PLAT,-0.03602454335974101,0.03877015290995999,-0.01055217606406714,0.04256873181942321,-0.026378018880712888,-0.026400505473347397
NTF3,,,,0.03913333923149734,,
LTA,-0.011880546213344782,-0.01846809026890324,,,,-0.03223559759158835
CKLF,-0.02228751605551574,0.013812982577556233,0.05358870870268186,0.05969028034794565,-0.013999808963463884,0.042788156472368395
CD24,0.013495824790020233,0.01109352097036224,0.11728501130519145,0.06508888974528428,0.02823330505868435,0.07510445085975749
HSP90AA1,-0.04673286447412147,-0.01104369291949549,-0.06764606946721356,-0.12933192338339417,-0.07257653939492337,-0.08603502208812239
BMP4,-0.012594075423832134,0.0018161663017143938,0.02682452058916871,-0.04141135015095563,-0.03219498340983693,-0.007752516781870684
SCGB3A1,,,0.08164982441539642,0.08126268614964806,,-0.029990445889437892
IGFBP4,0.01761905644684673,-0.0332454726254406,-0.10831608226028297,-0.0688323395633803,0.03894860912847036,-0.015688211615650524
RSPO4,-0.019206259836607686,0.02528990352566528,,,,0.028152161272852545
LEFTY2,-0.012026457396779123,0.011632778292310996,0.0941550510932216,-0.021376659628375958,-0.017988208530630965,-0.03868196601650442
PF4,0.04764470738824114,-0.012571878783524818,,-0.017040217471204048,,-0.03223559013203196
ANGPTL2,-0.034585735013492026,0.005787657433763906,0.06935925641476391,0.07726725616197472,-0.08052345173376506,0.019063235391777417
LRIG2,-0.014658675957685177,-0.046222725815665125,-0.002589249133951753,0.0487925046557944,0.007463228850535893,0.08953480573027246
ICOSLG,0.010310309397391665,0.01109155952531308,-0.0599232870389182,0.06530801739666135,-0.0008179885583075926,0.0027127120238652335
NPPC,,-0.01950208429933549,-0.01291902853559007,0.09636327539353703,-0.028188875344665583,
LYZ,0.023604617782459193,-0.016190539139398434,-0.01153855509943736,0.08261416365340281,0.01508250792401865,0.01857144540883454
EREG,,,,-0.016458743129027134,,-0.021541363418322437
SPTAN1,0.033807291123733034,0.011630281722048644,0.09576701534438258,0.014807563379850818,-0.024762037552059576,0.004664413791635732
LIPC,-0.016265069705794027,-0.022592602494244392,0.06731219808039969,,0.025722735013617687,0.07321288007302736
COL8A1,0.03660909996856998,-0.020929381239387576,0.006753104074873141,0.02721650082600103,-0.030566470147522767,0.006316672409461321
GSTM2,-0.023680865820960167,0.001902303807840116,-0.009020290773583463,0.1189242896285185,-0.04980700829778222,0.051192834200088175
IL4,,,0.02651992906409264,,,
SPX,-0.028245386001048905,-0.02145301867105014,,0.07548691551112595,0.009647074461924901,-0.04181288923355914
MFGE8,0.018118071309228368,-0.03413185368718829,-0.014887054251319285,0.042113480911504526,0.019317164618427834,0.040271706266700326
TGFA,-0.04984233297873802,-0.017538868010597505,0.003919307676681007,0.0558358589063119,0.01052185017126472,0.059799805916454944
SLIT2,0.02300751771909148,0.10078250077084581,-0.1323080797214022,0.021241629927684573,-0.04190993564822283,0.08647626639101542
PLTP,-0.036631691200211064,-0.004592577899318939,0.016350195726733307,-0.054816718508323176,-0.003722958621121276,-0.09439762814652161
APOD,-0.026975418677288816,-0.010189277891784459,0.026215770688358116,0.08199504635515921,0.05640584842348305,-0.06436963604513862
B2M,-0.03662378851396103,0.0017292844275324194,0.043014813940705235,0.017517425078832773,0.006642438499493915,-0.0471938489119535
OMG,0.015109392300730112,-0.0028410427640709166,0.048966628336137775,0.11349600034006761,0.034336294588202955,0.0011681148920013869
CXCL3,-0.022218104957044717,0.0012168706465056237,-0.026067920651931045,-0.09364957937316658,-0.020923837503799055,0.036733988408655376
CXCL10,-0.03624357196541977,0.01596291170458476,0.018162851216508024,-0.022855871528093367,-0.02818887227958948,0.03509388219398239
RSPO3,,-0.014599784549699618,,0.1557049898628138,,-0.003985091405290775
CORT,-0.01930056678078073,-0.0131992218011769,,-0.017831721495750557,,
NCAN,0.015914042638569145,-0.02083307082150671,0.003249151380456914,0.09945831961201529,0.05340891825263203,-0.054820163469209454
PRG4,,-0.01440935773517488,,-0.026311796262160455,,-0.03555705051473589
ZG16B,-0.013004433777421224,0.10298948063198592,,,,0.05769252098153857
TGM2,-0.012502524868716636,-0.07205401524968608,-0.055899231005640024,-0.05430580610481574,0.0743972167748456,-0.031288888813357695
VEGFC,-0.016698193764772187,-0.0033846806161396408,-0.060444549239121265,0.012243149835884736,0.04918605453955345,-0.01900283643220327
WNT6,-0.012026457712407524,-0.019929997137918817,0.12359440045602263,-0.020531651693561814,,-0.02241866687531866
NRG4,,-0.01753684753235836,,,-0.022161507184151066,-0.0229730640851228
PMCH,,-0.0242990107575762,,-0.02501885924518925,,0.03150577421729867
COL9A1,-0.00810396500179603,-0.018315957307989728,0.0744082102721301,0.09975729712493193,-0.02320497282721463,0.0681911814504073
GDF11,0.03907020723399682,-0.0023922069415938194,0.1539580308653124,-0.029360468429186687,-0.022406978058562826,-0.016157298952796686
RAET1E,,,,,,0.02459474283420141
IL24,,,,-0.016768519867190808,,
SORBS1,0.014701744955766535,0.01840434840178228,-0.029601377202016926,0.04087211374602487,0.06416364494028433,0.011826521447246682
DLL1,0.009695096210983885,-0.02370563449085349,-0.0545909482466208,0.09275620360200437,0.07604179509934007,0.020389288546217643
TLN1,-0.02006047516081652,0.012521526928221845,-0.05813287245272155,-0.08078330263267144,-0.010302755846414565,0.017711583948138068
COL2A1,,,,-0.04370389238973966,,-0.00875957431339215
SHH,,0.04216610803820477,0.0653294686413227,0.06268815226218709,0.09628027215529215,-0.027500244372192787
PON2,0.040604049939365616,-0.007853508835103178,0.04587145437902318,0.10511176028270136,0.005549071895686297,-0.0035320760157760813
ICAM5,-0.015480752022968875,0.10424043891397942,,0.04645279101585473,,-0.01140565430523485
HPX,,-0.01899477573132789,0.017706534074517312,0.025153554853676235,0.04184369722527247,0.04856001617508558
SFRP2,,0.05037515753004645,-0.05332231976451417,0.016226206213818987,-0.02235353109764745,-0.021534358595913364
CD70,,0.0012177245660225438,,-0.06102607730610332,,0.015681104831898107
HP,,0.0016937514314652423,-0.03409985090442169,-0.06531706932567222,-0.028383184683577513,0.002391790572619164
CXCL2,-0.009212781950905049,-0.036169483285164145,-0.046501183422065516,-0.12149542939283793,0.05031264308922512,-0.002141392252335365
NPPB,,-0.04180532275035399,,0.04379793006370986,,0.03265007924110125
CCK,0.04157432997833618,0.037317415620458635,,0.05708144233398936,0.039101099928523314,-0.016213790644617077
SEMA6A,0.025405189764015405,0.04332687007806457,0.07553503299562656,0.0500864197104061,-0.09134423110555276,0.008453135335221506
IRAK4,0.025871348068303025,0.017895204710716373,-0.062150744806140766,0.005995759795063212,-0.022397507649821995,0.03236169632168798
GSTP1,-0.026720923763044007,-0.001240845172224031,0.0952157363191783,0.12002923718892358,-0.01893128278394399,0.022752018777427645
VCAM1,-0.05758442737083691,0.015086907648795053,-0.0807882681261774,-0.06655471222829404,-0.013180403225117212,-0.01868554586595047
NXPH3,0.01568151661085777,0.028382282349659244,-0.05956340175827215,0.017976151898882152,0.03989044894314309,0.010191903480471547
MTMR4,-0.028490303680406105,0.01847892205580208,0.05005984844200849,0.009604185242869387,0.05433601401358846,0.058411043397639674
LAMC2,,-0.03346882267613336,,-0.022021771742008207,0.0014347153673818155,-0.007627890892423012
IL10,-0.017225756200031393,-0.02926769507964966,-0.05905699557348036,-0.0029564761555397976,-0.020668159768566178,0.009734595306086825
SEMA4D,0.030530463472987573,0.0009488668274416874,0.03102727702316057,0.08318302172554756,0.05584246709832015,0.031363667904038356
TRH,,-0.018300389358050468,-0.04833252403685968,0.06673102270126599,-0.03595822695672003,-0.026101611573816984
SEMA6D,-0.036484518102554264,0.03927647138625993,-0.02491691580821001,0.023659514863192888,-0.040564207956624125,0.007531290639966398
CEL,,,0.001579057058873034,0.07726964770101322,0.09283783501107311,-0.02014539004818723
PDCD1LG2,0.0009562185521633578,0.0012763627395834735,-0.037331364784185715,0.03955346058627352,0.06212170349882256,0.02584508396971196
SPINT1,0.06716630120268688,0.05545572792468691,0.02158931693501098,0.007784276023133875,0.008508023710060037,0.06938041163785977
CTHRC1,-0.018041043723173413,-0.03277476244051698,0.08335333591420471,0.034651615775267396,0.06928619876102111,0.0008363048245467646
PODXL,0.010840409810324981,-0.032279536797220766,-0.049382275200783365,-0.019550201490340924,0.08616612158685065,-0.047212230050922836
JAM3,-0.007787007867097669,0.03085643133857328,0.06951969540196912,-0.029814064269594195,-0.029028794907470904,-0.002422326870670513
TGFB2,-0.006464974193514199,0.06711713576077478,0.024923427248870773,0.00595421139501117,0.01927705321998566,-0.0019312947426195096
COL18A1,-0.005014043177655875,-0.08060121444397869,-0.09210966244821613,-0.049102253130237764,-0.0033928524346831467,-0.031810511926777196
NODAL,-0.011583495137194526,-0.02948930516803267,-0.03243556598319746,-0.020713072072591262,0.09113539059657427,0.013274410165942985
INHBB,-0.030907036528720275,0.08785989898838904,0.035903464618982264,-0.06871265898748576,0.02943299261922741,0.015358153299779787
LCN1,,,,-0.01956087671045425,,-0.02639537030464939
ARF4,-0.056929406620668144,-0.0038920845725025394,-0.017100566181984543,0.13778692471635395,-0.025881854350870245,0.0004193622707043962
CXCL14,0.04634802150117062,-0.004498683141535772,-0.016871676690036523,-0.06445973730562768,-0.006809208036356936,0.010727157014306472
LIF,0.006928706830730343,-0.0380918737083492,-0.01784025434494452,-0.0677445386664973,0.10341634991068775,0.05780657170536767
IL17B,,,0.015871118403802363,0.021335677009619622,,0.06306298095151483
MMP1,,,0.005020642505486374,-0.032241231741550136,,0.0198349739688752
MATN1,,,,-0.0345977650886024,0.025594703286150773,0.019264960652566908
ADAM28,0.07012615457351684,-0.02446021066776899,0.07787811469271914,0.010980575483757,-0.019524168236089413,0.051422652742199496
TCN2,-0.0018156818609411647,0.024604182478337306,0.15201157800279508,-0.07164579236692846,0.03781272076343029,0.0204701880156896
THPO,,-0.03037777967110182,0.006150743684198747,,,0.05054549117765604
CUBN,-0.027901173336614616,-0.008405348752082525,0.08627456623863376,0.10513769161218797,0.020439660402948256,0.04685890505848416
TIMP3,0.01549732633701959,0.060910704251556584,-0.06521481093287931,-0.03802728324152461,-0.04865845816249847,-0.01663820170540611
PIGF,0.014156366371438116,0.023689946030869928,0.05627821256615991,0.06664562777657815,0.0037177231691076606,0.020787870078843636
CRH,0.0078013159079713835,-0.01688937294023066,,0.03054168535145932,-0.021204719690480073,0.058039831435657045
BDNF,0.0366210134539639,0.03156635616212405,-0.07991784856833015,0.017752219212732477,0.03630900574151703,0.05108725565918407
CCL5,0.03378766036513812,0.02357461165249569,0.027938683415632264,-0.015822924627978595,0.01186238445776161,0.008091889557406123
GAD1,0.027325082277116542,0.034386626359059334,0.034580061618277494,0.09073023344174241,-0.02743461125713122,-0.014459809682757866
COL14A1,-0.018140660816642257,0.07129094496627039,-0.04184662650667574,-0.06013090153492466,-0.04317696330250649,0.011326774783133023
HLA-A,0.013560969849861566,-0.027288327781945218,0.0824896078649348,-0.14605589920586737,-0.01479231904617453,0.027488786760465726
CD5L,0.005164744769988688,,,,,
FGF18,,-0.013418480498397774,,-0.03053459960617084,,-0.0261016136679288
ADM,-0.005778529473031637,-0.016529115935250423,-0.03251662468891745,-0.07406454181392315,0.08545703653943373,0.04433422141821882
CCL15,,,,,,0.0870585795914396
GNAI2,0.031795239364707475,-0.035049814957598166,0.027421719707395764,-0.03268439157917237,0.06207892066803346,-0.06947018604428998
HDC,,,,,,0.009086809266331316
COL11A1,0.0012813974911848798,0.03428308146299942,0.08055140821249294,0.010308270429805108,-0.011332382756098776,-0.07257212928824905
NUCB2,-0.04079825491688755,0.01609011813492294,0.0702332486656956,-0.09890268395633212,-0.01621435913520001,0.02813055088965234
CXCL1,-0.015594998970084754,-0.030702895653627042,-0.026437165315350543,-0.043634446698873335,0.03188836103092119,0.055379881162973904
VCAN,0.007779256952442823,-0.014573870240780525,-0.07488973779866002,0.06219572930238363,-0.013703979919727164,-0.045891714532915906
MMP7,,0.038566612489770516,-0.004582893988776278,-0.09497452673703,,-0.0021685520873601966
PTPN6,-0.029907143373131162,0.040184318542652704,0.0076853655617480435,0.002680748093877377,-0.015414502122325677,-0.004454881071422628
PTGS2,0.032046000202843226,-0.03839151210282789,-0.08042253610033408,-0.06629693597377125,0.046886264245846396,0.12781044093839383
XCL1,,0.005000541524824574,,,,
CD58,0.008162161906902731,-0.0009213646210756148,-0.07543434170636111,0.030156933422368717,0.00876208391399481,0.06998763351506711
TNFSF14,-0.01626506979250407,0.06273820999044596,-0.04707773769995774,0.016253076202791098,-0.00766190672673551,0.05151608103815268
CNTN4,-0.012732244747668205,-0.026238443901789192,,0.03949307021884577,-0.007721691843869801,0.0049162972044916285
NTF4,,-0.0026188726453357674,,,,
INSL3,,0.07113662250349881,,0.02368029778604375,,-0.0036098959920219725
BTLA,,0.0605730087309161,,,,0.012843156316997839
MFNG,0.005980165720549866,-0.022330289017449285,-0.001727532550365649,0.08566095815349618,0.09423534706827451,0.0041097612087631855
ICAM1,0.035543482957188136,0.049618755566869455,0.0898118912438183,-0.04876454246789742,0.015204677548520023,0.057540797957561236
PROS1,-0.022121184894160657,-0.028262478065784677,0.07391793447695068,0.000600613604084412,-0.08037202572614573,0.06442447290413333
CLCF1,-0.005002163733262245,0.026736468124081154,-0.13432946331992862,0.016644771650680356,-0.050266169940356736,0.0846792231844359
PSAP,0.01336322944587141,0.024930583971419205,0.0469517878103249,-0.0953859538868862,-0.021801677760344987,0.04788188767286655
EFEMP1,0.04434991281639075,0.07899067858144541,-0.04309070097116963,0.006312454426686878,-0.01735842582715895,0.035960375318043226
C1QTNF1,0.04416780845238248,0.012459531119762132,0.018340248080508877,-0.09856521907850167,0.033402522024159303,0.04633672639096925
ALB,-0.021455962041452312,-0.023822591725816147,0.05203828167324389,-0.0082473722192283,0.08405049904164526,0.013762808956446602
EFNA3,0.06264753430600058,-0.02078653964709484,0.00423384535803198,0.06338057080890018,0.008376478895732047,0.07049313213279458
DRAXIN,-0.002022812487500117,-0.05843487262679005,0.02843513139066632,-0.09615066898752049,0.05204674359546265,0.00576859254763489
RAET1L,,,,0.0636028503865257,,
NPTX2,-0.01413325837459862,0.05991620019866451,-0.008847647812842703,0.010878436594636292,0.0042358343426951136,0.07124902876382105
FGF11,0.022480508151155147,-0.0019895098122878143,0.00883191267168476,0.003670839136997141,-0.009372667168587971,0.05029250825481923
CD59,-0.0018431722974644401,-0.023789789647824248,0.07140744927078509,-0.05017616249768172,0.03008648240469977,-0.03564834078778903
COL9A2,0.06981961203533348,0.02838215562016692,0.0890997285537452,0.10418572323491941,0.02950364025950021,-0.013678399626645518
DLL3,-0.03815009112573163,-0.04938901301229369,-0.01695210990228926,0.12506506913702015,0.004683752085998863,-0.0622453363961976
FGF5,,,,,,0.05164304753217677
LIN7C,0.004242294450847804,0.04380197320906647,-0.0034132760099747856,0.025396316752794613,0.002230474309104376,0.03726581152279536
GDF7,-0.01366260462584584,0.06209926461878396,,0.08078258769334352,-0.03541510943655304,0.014021367489123724
PSPN,-0.024616398109659467,-0.013645189142357907,0.07400293866517388,0.016285593791015282,0.028010762699105244,0.03262131221618368
ANGPT1,-0.024209353905839157,-0.02028481405832498,-0.008762528213396839,-0.005400350050231289,0.0659608772900664,0.016540174555353507
PNOC,0.006410186025448429,0.10272215371252776,,-0.017831723435787514,,0.04522184922952912
L1CAM,0.004605074384508749,-0.0054677264512957196,-0.037686351529483256,-0.08935062626875312,0.05729425906848991,-0.003930704830864178
APOA1,-0.018920873238035204,-0.020897062241701788,-0.009197180407758318,0.1027930610855986,-0.029898739177658902,0.03020944047284712
PSEN1,0.011639602772789637,0.008369274803410105,0.03637365103077678,-0.00665701126436358,0.1049481179476279,0.009764614395579988
CALM2,-0.03370317283744408,0.042592145042957205,0.03697118768460363,0.07317280725703074,-0.02147505850229753,0.01961528937483915
CLEC2B,-0.029023434342771447,-0.06231301901848775,0.011291201353438956,-0.04251141290810773,0.07717556199715966,0.06089154046174907
NTNG1,0.07545380846859584,-0.029306536751958993,0.09249102091381946,0.08764841821886683,-0.055007375479462245,0.03841717938750981
LRIG1,0.009669115407489067,0.029621446157597223,0.111034910452155,0.09803818702931383,-0.029510875551391244,-0.016071244046096684
CPAMD8,,-0.015871664977235325,,0.002529181111735384,-0.030678388569657575,-0.019351607053322284
GHRL,-0.01732953845058987,-0.03479997233155969,0.04371247745028175,,0.004827909390783813,-0.01573209090279076
NPY,0.028853958015683204,0.0658236624116726,-0.026435925496048864,-0.01773637014002884,-0.052305609413044594,0.05865645421392016
MMP2,-0.032614145160345144,-0.036056468867122424,0.12542380967738323,-0.025984124698022557,-0.006237223728858366,-0.0019689067693135823
LHB,,-0.013823021562870274,,,,
PPY,,-0.02406184901268932,,-0.0280916229626866,,-0.019065402915461473
ALKAL2,-0.010966478696815054,0.028978645495707125,0.10477475206572184,0.010303085345407158,0.034574894137595104,0.023155337672918535
CSF1,0.05841886044370849,-0.04071018141765441,0.06715418927376478,-0.037631188567036275,0.04359150161250076,0.0455952448153755
SEMA4C,-0.02296449676370357,-0.014419737738422924,-0.02437582918564988,-0.019573873218489187,0.08226355483073018,0.009767827607102115
BMP8A,,,,,,-0.02782098923058802
ICAM2,-0.018269020031690685,-0.005081068480640333,-0.05413328572033604,0.0272677285269364,0.0359457631318482,0.009381570022343959
SYTL3,-0.0070639118182192345,-0.05128832294349696,-0.06400106289951446,0.031896266615473144,0.05466576835758763,0.011562806769222868
IL1A,-0.021882120117521348,0.05628881117214148,0.023827266130309287,0.029236398994248715,-0.01815967028901641,-0.011264085444383308
HLA-G,,-0.014599785688389532,-0.04037724309479566,0.013864870876128203,,
PGF,-0.006083240971733559,-0.021563224924622162,-0.030449485178202174,0.048161235640436506,-0.011699297196753349,0.03909149170620147
LGALS8,-0.009180670115110987,0.04597979724535406,0.020722532468138405,0.028864665072933716,-0.029733558846791693,0.0248913516572515
DKK3,-0.022301936403398573,0.00764166680864325,-0.05464325578446106,0.04225472264367014,-0.01282457151540074,0.020966535272529226
COL16A1,0.02074438093243658,-0.009251987077212599,-0.038897583099771975,0.027380783917098844,-0.0029133526624034417,-0.031074209191549466
TPH1,,-0.026567839588682748,0.010374719545240137,0.005324668351617438,-0.042052042737433064,0.04743040142123635
TNC,0.041536393075838375,0.028633500969492107,-0.05623537508241298,-0.08776580525498948,-0.06308262914919908,0.06652768904199449
TNFSF9,0.01609958429514553,0.0008430696318255126,,-0.03099483909994297,0.05011987106400599,-0.003274461381311124
C4A,-0.010806973199986457,-0.01638799418113801,-0.05385331965528227,,0.005772880546471103,-0.025942557000632447
CNTN2,-0.03396509585086597,0.006084817915682863,0.020236666545651046,0.04719532844030607,0.02327097271565707,0.051125013402078104
LUM,-0.015933239698875105,-0.02474020311334158,-0.11392441094063213,0.009695518155269237,0.006921176448277199,-0.011633299669522174
BTC,-0.016910993638641483,0.0342383322433097,,-0.028575245181813726,-0.025334471190527987,0.005738069391605556
APOC1,-0.020187649350137678,0.0616740473155509,-0.0676257069486144,0.05352713982855574,-0.03198199236347277,0.039771008754842456
PKM,-0.02222411901908478,0.03825966401058206,-0.004726624656924986,-0.09293382100175522,-0.009350276972399396,0.06735589254505175
TNF,-0.023995974713408766,-0.028181010547620036,0.08688979770654684,-0.01956086922630477,,0.08957294705060459
GNAS,-0.01655591899167091,0.007684987440467263,-0.009451328321529298,-0.029869294544050504,-0.04961585744005436,-0.01573181655541027
BMP8B,0.013760701666929782,-0.021165928530462945,-0.08398504631556758,0.039398567649742644,0.004752649417697596,0.04370939205187877
LIPH,,0.03519138767231798,0.032312243969747786,-0.021808686340879124,,0.10031866164082198
CCL28,,,-0.054972813072044185,,-0.02040954584188318,0.05447724491398479
PTPN11,-0.01619520908202291,0.0035695054461266323,-0.05495312096555689,-0.07588111833325663,-0.045909655387559964,-0.00992981795644627
ADAM12,-0.012869016486352632,-0.027568866210544763,-0.11708568715806186,-0.00912673706567293,-0.03675697663794682,0.03733005915001611
EPO,,-0.02116592912313123,,-0.0226499833195179,,-0.022973057111892035
EDN3,-0.03039025989666253,-0.004853428715558784,,-0.015686347724097188,0.1293344455397013,0.05053070187555477
CCL22,-0.013662604295000423,,,-0.020713062939120137,-0.025334472311733563,-0.02356535008578911
CCL2,-0.018459767858791817,0.00589805515397625,-0.03282881610724126,-0.019860958216862342,0.1274490258993845,0.05629160734047217
DSCAM,-0.034723243407391725,0.013497026404441077,-0.029849656035954446,0.05502656013238942,0.06416072314832537,-0.0009043853079009202
ANG,0.024754175111555133,-0.047175001867408,-0.04973773566587703,-0.003220138492364966,0.02727525264962943,0.0335874790095347
FBLN2,-0.024845849614336946,0.03636110820488685,-0.02281331366321924,0.03862925995998386,-0.05006023144196323,-0.010796422274936247
VTN,,0.017496297450630183,0.05983224771465658,0.08751803917049622,,-0.03746522155304109
VEGFA,0.05223201228814216,0.0271402792860961,-0.006888878796054923,-0.10547686928330333,0.07946316156007775,-0.003081053272953958
F10,0.0048377072983282945,,,0.09672296497470015,-0.021919089662098695,0.011642156571883461
SERPINA1,-0.03640344986084282,-0.017874385697120004,-0.08921176141208863,-0.07801273564190658,0.011136107501336999,0.04234752650817234
VWF,0.00847551347768031,-0.04510452758022696,-0.06870873031132188,0.011320946606230672,0.07130778302244307,-0.06463387225740322
GDNF,,-0.01721597124154393,,-0.032723287143833206,,
VASP,0.05243828295491016,-0.041277931147650035,-0.12825583583873726,-0.03153059395761709,0.09138333279969256,0.07951465170848505
ADAM15,0.023305842317834877,-0.024604802385295603,0.044090480210573116,-0.005804830326240694,0.04273573599024116,-0.012939558511986277
WNT2,,,-0.04834495761442584,-0.023262667434432078,,-0.023124491075357526
CALCB,-0.019766237489233732,,,-0.012479313632038434,,
OLFM2,0.027552247524174855,0.0034854770017355013,0.004709384529552708,-0.002648723984813925,0.055546998506177794,-0.011843319401040666
MFAP2,-0.0069073737100887175,-0.002588727362095399,-0.038354764117536154,0.04899724434825353,-0.027154420300260468,0.005110174396159232
HLA-C,-0.013362351733314326,0.01904847113335563,0.064876966720932,-0.047316592174120056,-0.01845953255123236,0.03544171492967
THBS1,-0.02238451620873905,0.04527720103043738,-0.013142841297735994,-0.04361198412323684,-0.04741484981756001,-0.03749615058943112
HSPA4,0.02664639106631774,0.01208097871269281,-0.010403328869498166,0.018791628498955843,0.028867294959938124,-0.037253383205815414
LMAN1,0.04955288180903162,-0.016433834294284043,-0.00600973040440196,-0.061660110307033764,0.0188208522408883,0.03096683633174971
LYPD3,-0.012594077841155809,-0.015518408400782438,0.03285659336726161,0.07192253090120006,,0.006932165398619309
APOE,0.013174622308382917,0.03253468429551866,-0.02807167593314172,-0.046796389724637406,0.040700258253147215,-0.005636647771890237
