,UKF248,UKF251,UKF255,UKF266,UKF269,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.016494119899159738,,,,,-0.030633307105868524,
BMP1,0.04603125657194577,0.0024515809218582066,0.015822933372741932,0.0936761971564499,0.1587531899194771,-0.03907648770847967,0.04869224181225984,0.0239498350703862,0.028751917464488085,0.015605383279033814,0.11182478978438203
NDP,0.0596958335084594,0.0688760074376511,0.0330845046212404,-0.013312404151121015,0.06926389512241457,0.023998110551441073,0.06766321402213417,0.10583321206451297,-0.05711356867452178,0.09354458044845758,-0.010358791819626265
TNFSF18,0.02877778781338806,-0.0058869381207454444,,0.07870917222271616,0.0712573566403146,-0.010336034125137783,,,,0.02771551876398165,0.047244563226574804
RTN4,0.04177349011006591,-0.025899185747484673,-0.04015741149770348,-0.09077741728101762,-0.12420921640565666,0.040685713860611164,-0.043932312923435836,-0.11506724448575494,0.005103604077862041,0.018025852432195375,-0.04256212767745362
HEBP1,0.09315340101696286,0.0075233949534186,0.06191040018472177,0.014012987727558178,0.06166994292909778,-0.00799281670366692,0.06282204159804888,0.08268648727599827,0.008133331788283125,0.14715881315197524,0.01576274942984824
WNT7B,-0.03341400036391124,-0.018238660317628747,-0.0015647267273492065,-0.003602971570747211,-0.06826865284567359,-0.02962727966243691,0.03499440427833199,-0.004575537203132799,-0.01934797417732421,0.10284666080252468,0.023317062698711324
PTMA,0.01971739565830622,0.06646465816695846,0.047612367591595456,0.12934899654707152,-0.04974545929943634,0.024865952030072046,-0.039831246301577056,-0.06611616776375484,0.0691935341761657,-0.028710359104915383,0.03654245682043023
FASLG,,,,,,,,,,0.005147395042187722,
CEACAM1,-0.002574556115682822,-0.013997074812229102,,,0.017211106587186352,0.0004900822041831626,-0.003460730939713763,-0.02140148046009796,-0.02099887256315564,0.009674742232065261,
PDAP1,0.07182292791456231,0.033919439521228306,0.02115014932596869,0.046133239280430144,0.09729718670026999,0.017313106749533607,0.028857482846450542,-0.08578400405207993,-0.04127804061904916,0.02331576435318116,0.06557222824182068
QDPR,-0.022413415225642146,-0.018031795799688777,0.013246528893388565,-0.06952843500326336,-0.11569073653572948,0.014931037549549124,0.03151603727641894,0.05011743469304197,-0.00031300876705581213,-0.0036517965106821998,-0.06951381745801524
POMC,0.042013931522525666,0.07997561489344161,,0.012655539743341203,0.05481180105594942,-0.011993116644484611,0.011679805421898247,0.06298891235001625,0.010485566463092606,0.0052523994370757875,-0.03847364117065787
CCL18,-0.06651190225704544,,,,,,0.02243667328010428,-0.013852164391077145,-0.03160836325541835,,
CCL17,,,,,,0.008735672560843151,-0.027634217408043896,0.0037774616946424787,,-0.024081140654729397,
VEGFD,-0.00867963861368373,0.01255354181163152,,,0.002013927904389403,-0.013734320151463726,,0.08629278088639022,,,
TNFSF13,-0.0017184514971870554,,,-0.015064715937118415,,,-0.01808956369382918,0.07866763016390449,0.04072661486406447,-0.017707493387158827,0.004685058051074314
WNT5A,0.0006335196183588793,0.051690067965922716,0.0946116569607975,0.1035457346665073,0.07949596221717127,-0.01580060351329597,-0.008536998631745547,0.06928907729868866,0.05057451403124575,-0.045845633889752296,0.025280121608845626
CXCL8,-0.02593589127913906,-0.018771760269473383,-0.020823416151695973,-0.021428581335796008,0.0003997964951581206,-9.28657128933055e-05,-0.07410341290150618,-0.13696048289534177,-0.03944504682078091,-0.02103102990481285,-0.07436490323593199
GRN,0.014318753531588978,-0.0029699215290428065,-0.014811689563455936,0.049587616102499774,0.09278236635445393,-0.024800513304442762,-0.02645406233949824,-0.05761487310463485,0.009392735899710528,-0.040583054850507415,-0.000907829984396957
MIA,0.03256518835996052,0.01801669000796893,-0.052197288329886446,0.04134512550756785,-0.028422322671128968,-0.025337523239076933,0.0800675198861926,0.17501242768272668,-0.01669893422804236,0.08539809928913071,0.05902315142439811
COL4A4,0.03535809921274716,0.02723440485234129,-0.05305252196891844,0.03647676548957267,0.1525523507994337,0.0673973838764433,0.10482008973013973,0.0677498734795999,-0.032639125428941644,0.028824534824417148,-0.017053087190025275
TAC1,0.07379342484009427,0.03295566780510114,0.0638638169084183,-0.0595712040584565,-0.08450629432538069,0.015997736639543552,,,-0.036229037382596314,-0.03165710806408843,-0.013545334680405724
RARRES2,0.05597423013507607,0.06273836271300796,0.04711145866375138,0.056908312740968095,0.08839325153771878,0.0686129330108485,-0.0713309313888805,-0.019496897482240632,-0.05008641571551047,0.04653126165196329,-0.02458512548063253
FGF7,,0.033440775644566836,0.05020824496149366,0.033177065320569694,0.005092519293584816,-0.03068071755911904,-0.0028486004713586485,0.0650072270705646,-0.041947007529921414,0.07946685995157934,0.0493212902388335
EFNA2,,,,,,,,-0.03939173933485058,,,
HBEGF,-0.010483104845643985,0.03816283538367608,0.053168147562209694,0.03343306547752243,0.07096526416594891,-0.04891111707972764,-0.07698771653578804,0.009513162497399289,0.0404445999418536,-0.042039891850285144,0.11091576993014754
CSF3,,,-0.0371347487156675,,-0.017196134427489834,,-0.049906904890219754,-0.06755560633859764,-0.017199161438668235,-0.025353726155012482,0.024746098204823427
PI3,-0.04374338970515461,,-0.05434928360200316,,-0.01936307432976124,,-0.08792596860853306,-0.1674464432129198,-0.0041499564913005695,-0.038399936878739035,-0.07185341093322399
PCSK1N,0.10482060012828814,-0.015494995743572756,0.04615186106133629,-0.023967127248714328,-0.02594673428681782,0.01996115816548079,0.04416595319584269,-0.03392122589910529,0.0024454125951936198,0.022728012239871247,-0.013884717461751779
NTS,,,,-0.01749783895478602,0.05200239705330932,-0.015374945229836215,-0.04156241492083334,0.04635120417551355,0.03402920468009826,0.042090317208764806,
SFRP1,0.0645209489078178,0.06695756241548961,,-0.0021904206327797255,0.03557551213637202,-0.018946668899150452,0.09049290768240369,0.038118418027015315,0.027899926214459185,-0.03667295093411924,0.07909930228138154
CXCL13,,0.005601321334021594,-0.0071468640521325085,,,,0.02015101629807014,0.00313830312817176,0.014060383260181912,,-0.009505298409791023
MICA,-0.004123870037048305,0.04206300946892767,-0.040410078029279095,-0.037139737120754725,0.1487696290841732,-0.011364148772778231,-0.058806872999563546,-0.022608964209686878,-0.0028615588290025655,0.03235884073107256,0.04239679230770459
TG,0.046006407962504034,0.06847753182559803,,0.016255057817583993,-0.020754195750648814,-0.012987241927716543,0.024496850734967032,0.021334791627730474,-0.02477667369837398,0.012797076008129071,-0.014298071058385022
ADA,0.0017097156662488713,-0.003649471345678606,0.0949992642403385,0.01669944009483715,0.059845755667050915,-0.025252869834171337,0.02356559690902041,0.0746476502497206,-0.015679036508442157,0.031101766876133648,0.022047998280626126
LAMC3,-0.005595091390139403,0.042913751547149825,0.07046614730684546,0.08054081293547709,0.17091014383821887,-0.020606591102326426,0.023963169988451154,0.07360072107192678,0.01565514048696453,-0.059288879748348504,0.00031279163080411666
CCL7,-0.025164848599621654,,,,,,-0.00920621269535797,,,-0.026568247354861043,0.006667492151658318
NGF,-0.002776788432460592,,,-0.019273468561993638,,,-0.028914994752055993,0.03722124079464662,-0.037185953594212215,0.03699273795464873,-0.038662554482085824
TNFSF15,,,,-0.00793534417134634,,,0.059424894634224984,,-0.018694534304513018,0.03257199838969978,0.002735317493976799
HMGB1,0.08838701771371593,0.0022796269154902776,0.03787021800714418,0.024457273192584828,0.12585361370772402,-0.043372863724078295,-0.029063031309235595,-0.048568647326571714,0.05595708244527601,0.05544016638483902,0.02893684506901321
ITGB3BP,0.07379923982629698,0.020261435403752658,0.034173516838984196,0.05755446678349784,0.09417325430461236,0.017860549489219193,-0.005175787338642485,-0.023551216695257685,0.007693517556909479,0.07807503844771709,0.012417974765125881
AANAT,-0.0033523605470534125,,,,-0.015511378614019735,-0.011679502563273556,-0.02305378562499723,0.0210330905010258,,-0.013324443458713293,0.050594734353113575
RELN,0.017951052943386562,0.03608928994100535,-0.04181940096783694,0.054036989872181196,-0.045515251704404416,-0.0030654553812534246,,,0.009464187913548597,,0.023325700912304972
IL15,-0.0057394996832256335,-0.01052913676493526,,-0.01665206808315109,0.110434452020898,0.02828543054656934,-0.008881401011896555,-0.026935046417272554,-0.0011598025793078293,0.017615038547631363,0.03206129528682879
UTS2,,,,,0.06666136675299,,0.011688563311243776,,,,
BSG,0.05715378934937958,0.02999431646236736,-0.011212452252969362,0.09294652325546054,-0.0032557472083073018,-0.028402615722686736,0.03297129908328658,0.006827238031617219,0.01062363561914285,0.03649072097107313,0.08423537282786368
ADAMTS3,-0.0022651592600146423,-0.01354908931751055,,-0.01313859522253474,0.08415366448642131,-0.024936885630988257,-0.02400925841093171,0.10095244617271244,-0.0040472178380664345,0.104363524571479,0.013378707671694051
CD34,0.01379953326020764,8.904138417592226e-06,0.03593376800066263,0.021251663963851822,0.09051878284379275,-0.012017773802189758,0.019998631099762475,0.07541897250276178,-0.0008466403284454091,-0.005193778465019526,0.013332517206439246
CCL23,,,,,0.025172293657096174,,,,,,
PLAT,0.14115973473911975,-0.004603732319069909,0.058993952953805134,0.065934574951641,0.09215275711346019,-0.056368101623854576,0.052712701118611434,0.10445291101278742,0.019087872815696873,0.061302617028491865,0.08953259441024912
NTF3,,,,,,,0.029938305154679375,0.1379300965137161,0.04142189551618506,,
LTA,,-0.013997076248579689,,,,0.08712076316123765,,,,-0.026662313376668526,
CKLF,0.047056851662541206,0.009489694009190208,0.004808691710749544,0.08405865462554793,0.09782912770061618,0.01827535757889085,0.03788909891174345,0.098830167488583,0.03269235031264499,0.05123622575364112,0.03880578967094458
CD24,0.09132582650026017,0.05249695364293824,0.04196100727503558,0.024736206119879825,0.06519909429202207,0.0452494659117817,0.016937083901901115,0.084336446091934,-0.006297316130212615,0.0010668600498619002,0.005793377865398943
HSP90AA1,-0.11651696442922208,0.03356545178933695,-0.027857597103600105,-0.13166663728674274,-0.12296493731258958,0.06388054143681826,-0.16118811357641888,-0.21062129809120675,0.008139697320394093,-0.017295549095473813,-0.05862174420558683
BMP4,0.02265571559256289,0.007455592613722783,0.042896617298935256,0.12976311012732034,0.03811826231916925,-0.015293700934658058,0.024850753950098763,0.026015666365636698,0.02839358546953314,0.06798245776378085,-0.013679579167408017
