,UKF248,UKF251,UKF259,UKF260,UKF275,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,-0.0010188507229875543,
BMP1,-0.03534079560698819,-0.03854237072269528,-0.020028042156376203,0.01702517661090518,-0.001838487255611196,0.0463786668869574,0.1151836068342294,0.1298724471158981,-0.04782369614729614,0.05490282743787247,-0.024732260618563286
NDP,-0.07588745300379121,-0.053885907229152576,0.056391156793026545,-0.053343597741367786,-0.007338295473622203,0.08531918579121243,0.01547883715721054,0.026201368028872636,-0.023007852462265086,0.013069598253799533,0.034305824282445024
TNFSF18,-0.024830494144438102,0.0001499349291989603,,,-0.012490943452126193,,,,,0.07322420094703604,0.059795822037768266
RTN4,-0.03380282740558099,-0.030950942487463,0.025075363754098565,0.027219648472856326,0.008807689872047742,-0.021617787709806754,-0.11581803253799132,-0.004444155249833247,0.00207813508890783,-0.011357019793786756,0.06097042192031707
HEBP1,0.028591573114421266,0.010512796330635482,-0.06771399321566254,-0.017745752408234748,-0.009041846240209725,-0.027791913861297618,0.04990899719999509,0.014899429214705785,-0.07463263897384652,0.04928982005628373,0.03169045079761151
WNT7B,-0.026337487148601645,-0.015709237954485446,-0.005438987608475817,-0.027574978027391568,-0.035804126652774056,0.018425248872516713,0.10770000615462723,-0.04956969698107831,-0.01541299786963692,0.04615714010293193,-0.0033901378777380785
PTMA,-0.10729268730311102,0.023308277750767374,-0.007063619535959923,0.014756770397850049,0.06487089663848072,0.06928595539983236,-0.08616816409793197,-0.0010323798488524973,0.024213074792633005,0.03705406572215115,-0.011900462511944066
FASLG,,,,,,,,,,-0.01799957738642475,
CEACAM1,-0.015803929025934697,-0.012055895283027524,0.03171494680677973,-0.01959943483479779,-0.01964527828230472,,-0.02673302414708291,-0.013199596992924618,0.0003667959152032019,0.10642883308815748,
PDAP1,-0.05203339265360234,-0.024810537032800315,0.003184543295010889,0.050392201183354156,0.05271355749445785,0.0511803012447436,-0.031672942886259825,0.04606666994915987,-0.010742127481139252,-0.02459027941081953,0.008779435599796978
QDPR,-0.09415072776753224,0.016142716605519934,-0.017185623736582594,-0.03420102358922835,0.045997647695695316,0.06876792648346548,-0.100882498195584,-0.03470499749829745,-0.050624881630718585,0.029174131204862577,0.011552851889412854
POMC,0.02382033331998926,-0.021421402489090368,-0.032621898621507515,-0.03035173509382847,0.09908908726176226,-0.004649605901139775,0.01908626245597079,-0.01137939559234031,0.042552734296039584,0.015561495520976791,-0.04413277709965656
CCL18,0.08696304790129407,,,,,0.03425948593189671,0.009552547866972684,0.17124385842562098,0.028327904966273142,,
CCL17,,,-0.025166682493786185,,-0.01557863839679279,,0.16792278031057029,0.14246058870460232,,-0.016314595195121236,
VEGFD,-0.019721816468105502,-0.01726765122630833,0.003604943741759999,-0.018751629566025753,0.08376357799293055,0.035467251581667254,,-0.013696645928624584,,,
TNFSF13,-0.014882715576210577,,-0.017359414337227704,,,,-0.036392496006234745,-0.04389531836029049,-0.021285244393698853,0.08500096209199327,-0.032367428679051485
WNT5A,0.012507003474758709,-0.04687100070809499,0.042616160152466664,-0.06432436567383053,0.03182981067149313,0.004283231924705971,0.041449524664385735,0.05233351801214457,0.07940655578584459,0.03639732421090364,-0.0004897608134005971
CXCL8,0.12975597903394087,-0.016168405121986102,0.03695841055014532,0.08836332712232516,-0.022675579769320338,0.010294381725888417,0.13487819820617805,0.1896370389202038,0.042424686912171924,-0.02575764764971548,0.03316635659181382
GRN,-0.019023014120817895,-0.015099899560525428,-0.031088823428049757,-0.051486452291382795,0.021245744683708805,0.029713258709425875,0.024886050036108467,0.08340980100478705,-0.010679542211657192,0.022159334840162043,-0.04363022775485138
MIA,-0.03929266271877436,0.06764096938210293,-0.0020649281704338803,0.029934287306211685,0.00768109568337287,-0.0203934555144339,-0.016546653909721293,-0.09413227976114893,0.04653351099408189,0.017624546053423507,0.023108080830561706
COL4A4,-0.00897884265376095,-0.0258252969545435,-0.0030981184250177267,-0.0430591186453307,-0.01626458046862741,,0.0052604960565435285,-0.017210211677011974,-0.03820096584172977,-0.017872531373531952,-0.021791380415433662
TAC1,-0.005182095227549828,-0.0029104635735573243,0.018680296924224536,-0.027500423090409804,-0.01571686119510868,,,,-0.02042801230621103,-0.02144719432185114,0.07214579871044953
RARRES2,0.017768551186417722,0.03902023300046028,0.05458277535853782,0.07649648153407425,0.034451759844749345,-0.06527379229486274,0.10208530386522201,0.12402366624071857,0.015679303782469015,0.021172914817297297,0.0019746161131627984
FGF7,,-0.01948973733457,0.006765728683864191,0.006422967833700074,-0.03707719067699019,0.06407555036605697,-0.028984759549253256,-0.0605441180791119,-0.0012612255573032963,0.07535509797186515,0.02943100825508649
EFNA2,,,,,,,,-0.02658815399074262,,,
HBEGF,1.5660136665102967e-05,-0.031384275477684485,0.0404820496683032,0.08157610837423736,-0.034470750948990214,0.05093297156265525,0.026046463973371688,0.1101139433761259,-0.03467789164343314,0.01279399273643722,-0.0037036984330489063
CSF3,,,0.028853141019182803,0.09358833322555364,,-0.022591124459276433,0.11301403389993994,0.23506416890926626,-0.027174645314317087,-0.017176751917096195,0.020029965278619746
PI3,-0.020748175842307728,,-0.010699944157681237,0.06688916000274102,,,0.12215274287947235,0.18980794335358564,0.08334216691079971,-0.03731937549944932,0.04586669508374883
PCSK1N,-0.014843298893789748,0.04647082712875869,-0.05944670047527816,-0.013319959419664018,-0.011520974135541763,0.02937672536919812,-0.11363800614808926,-0.16660451269763657,0.010459480815371387,0.04852538996381597,0.03127371162211637
NTS,,,,-0.06281567026633399,-0.003464183255117909,,-0.044245206146559767,-0.03239262017858534,-0.005220978057290342,0.04195263476027586,
SFRP1,-0.05134549372265432,-0.025711360341958187,-0.021958903258467527,-0.021392361987108716,0.027223843547212564,-0.0488845066303244,-0.024329352038531874,0.0022077477261929247,0.019057307452588747,-0.024845349216595154,0.029392455252260485
CXCL13,,0.005210395475271507,,-0.02120010392216695,,0.02253507978614809,0.08130824494186631,0.07780808189354808,-0.04432750143909316,,-0.03086573810393092
MICA,0.00875306912649902,0.04339702675710959,0.03590591605550375,0.021534447010870924,-0.021485532366941125,0.01094946371474682,-0.03136874568167483,0.0424620058302023,-0.006701336407300697,0.011201927146599743,-0.06809114327824414
TG,-0.031057066560831532,-0.016393588511232893,-0.01143490905983653,-0.02034157772167017,0.05441125496455057,-0.008509982938380076,-0.02520078882927517,-0.008731316893190998,0.04313657129901948,-0.03349794257287026,-0.03401420311884468
ADA,-0.050090581882073396,0.031268376452496374,0.07294126811344993,0.026473061275160435,0.01781699498482594,0.08771528783456001,0.016631328174253217,-0.03259695505600367,-0.07316268004899412,0.032343184459272784,-0.03674544231605983
LAMC3,-0.04652855117059576,-0.02915218921803385,-0.08524428274051973,0.012083320769906002,0.003693165292014024,0.02578511203065489,0.013315270319024792,-0.040295241678510486,-0.012608284773933557,0.028680267871345783,0.006078458619224641
CCL7,-0.012544737345154822,,-0.017132991219207954,0.024275597470518807,,,0.08205728783837501,,,0.16864467359843457,0.030616454078338243
NGF,-0.02153869106143722,,-0.016374987936456635,0.019603035146110972,,0.13950929938787737,-0.03282899515626603,-0.02623076446958276,0.021473013527463638,-0.009523220868230394,-0.043125149983564856
TNFSF15,,,0.011966995890276376,-0.020810641117440423,,0.039434392008430574,0.034300376506830564,,-0.016874988209094045,0.007065184218381829,-0.02988959711193885
HMGB1,-0.13418928261185903,0.06421464805144526,-0.0217842238511556,0.0010438245810412373,0.011870589507213416,0.06896279482457034,-0.1599575932457237,-0.02063556685399101,0.0024805547805648595,0.009427579041317647,-0.03606204665121784
ITGB3BP,0.01437399627690128,-0.022415873209765843,0.011644642908126973,-0.033579848316504915,0.0055411318413080834,0.005131110695162042,-0.01194868619980454,0.037725219031383574,0.011950458752860242,-0.04782518244285721,0.03020996724654014
AANAT,0.018518181757150833,,0.16688698937132898,-0.018751632242926548,-0.014114505070373706,,-0.007635117284643366,0.07337886910919662,,0.06817651572889251,-0.023234803304396836
RELN,-0.0392926522282322,-0.03847037306778722,0.0666090450979233,-0.05645123986542792,-0.031075583987616884,,,,-0.02038315697482901,,0.051992201424556926
IL15,0.00013376569236950073,-0.020885180956027066,0.003118645212219889,-0.01549288522161397,-0.011650756953012025,0.04917597744624313,-0.014744955454738053,0.026183577790297296,-0.013480954330909439,0.0511133076925633,-0.04020586478260693
UTS2,,,,,,,-0.021235719879959987,,,,
BSG,-0.03794986013282877,0.036212385097351016,-0.002796392384771413,-0.005333602786300626,-0.03605425242212295,0.039402220711141994,0.06552734413834448,0.09970049914530123,-0.0198485865915229,-0.015364955856711437,0.03329876671303567
