,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH8812bulk,ZH916bulk
PDAP1,-0.10783945632437143,0.0154447025154562,-0.07306700976685633,0.005701564122654828,-0.0873782314789511,0.040183103457716814,-0.05580392459659831,-0.0022984824075351377,-0.009113635168068271,0.0427858285794725,-0.08416966775475827,-0.06385199845454133,-0.0015731066975907984,-0.0648625414254991
QDPR,0.11729411556923129,0.06827692453764568,-0.049291772267378194,-0.013270782251671207,0.14151618998891974,-0.021059634487013736,0.011852648718223023,0.045312336652682084,0.03373770387514277,-0.18626681886137383,0.05097232800466198,0.03893734472902885,0.11753610890376903,0.1254256771907401
POMC,0.04770680227286967,0.015077027888643962,-0.038248844364568386,-0.023385716246940896,0.07735151795057912,0.02440924391269548,-0.02944786198212455,-0.014184519994842914,0.01615705386741336,0.037028904354746664,0.040948376342738214,-0.007894113221475246,0.013382054298963886,0.02868091424877889
CCL18,0.11880607092878846,-0.025033668616951006,,,,,,,,-0.09637970732768086,,,,
CCL17,,,,-0.014555476604540476,,,,-0.015246521666079356,-0.0200688938903183,,0.02824230281578116,,0.06400241770991957,
VEGFD,-0.03604124790002101,-0.025033676566313296,-0.008942406121896762,-0.01621640829467086,-0.012186816446820887,,-0.026568994825908927,-0.016243879266662726,0.06329512951086114,0.019823614128104197,-0.016330871970732026,,0.021722453159877513,
TNFSF13,,0.054209996868645034,,-0.010040042000626399,,0.0853002337116025,,,,,,,-0.01689587281062076,0.006099879425062945
WNT5A,0.005031851584779847,0.011572672746881776,-0.04728491255775,0.04726514284428887,0.017351958780327734,0.008021705947650436,-0.10111318795765703,-0.003547530917618774,-0.005556806555822221,0.02549185652640366,-0.004868045311269067,0.006211391013753061,-0.09832573974565056,-0.023968472917037298
CXCL8,-0.03616346278534412,-0.053267981585592726,-0.028869389455199828,-0.05082244927123011,-0.12697246575423812,0.014777719331438267,0.0012445729114410854,-0.03927706959043897,-0.013708627036587394,-0.0626308659797709,-0.005075363038539339,,0.08844752819468392,-0.10736578923417986
GRN,-0.004167804900385435,-0.11207984537953834,-0.04436538548676786,-0.03987952159271556,-0.07914426879366634,-0.03115935650493911,-0.11045512719148928,-0.004306833237520686,-0.02742144921170132,-0.1454423497680269,-0.021334570355409914,-0.027061830777009667,-0.1216938619138261,-0.07391243875821164
MIA,0.0064866329797723795,0.004397195941689174,-0.027419950123679506,-0.02091091142941127,-0.0760225977749596,-0.026443358943179875,-0.04530425867269832,-0.019890529865147184,0.051837386575780624,,-0.038636090255640236,-0.05442527970810583,-0.05174122970519311,-0.05506274642817866
COL4A4,0.06289845017844575,0.02946194951349532,-0.022494742043359304,-0.02543830707945236,-0.06586849194920703,-0.013914272252445604,-0.01562840602411002,0.0014570462348574985,0.041604897919024816,,0.026476055981022498,,-0.06812802555609214,-0.03359500130981622
TAC1,0.13797233378413334,0.027214886496730144,0.011628530627135083,0.09740770269041639,0.14938389757363796,0.08547571292149236,0.13363732427020783,0.08684646764723024,0.044664324899565226,0.17673435676939625,0.1286549919429243,,,0.06573462684116757
RARRES2,-0.0004934518929999149,0.027946536838557613,0.0055735620711673435,0.04342628072957272,-0.1607266345339806,0.02855200712070084,-0.09602081990363137,0.05913426623461863,-0.0199180398035629,-0.003577167447708605,-0.013299065426935524,-0.04618549012759561,0.037555692485922956,-0.02889544221243889
FGF7,-0.0273819263063334,,-0.034799772348983155,0.019870226642060205,0.09345233572574375,0.07101973486184386,0.020109547278779477,-0.019308586974702467,0.017642311048817843,0.01682439162231164,-0.043676630911272156,-0.032085075351120707,-0.020462057310540693,0.06877193191317893
HBEGF,0.007574627836318475,-0.07478022083227323,-0.009851091451705214,-0.072710402925244,-0.09183525525127223,-0.009307439200428487,-0.055546606955461736,-0.08824048117984394,-0.00591486664697411,-0.07968715155503223,-0.006913499880955721,0.014217144689269665,-0.02176252876649356,-0.07090707223293774
CSF3,-0.02012361599286746,,,-0.017348858976396972,-0.02747869649208611,,-0.016534552764046116,,,,,,,-0.03533809757610105
PI3,-0.04298117551540507,-0.0008439214927630987,,-0.008322909467806599,-0.0324294002799975,,-0.018618124644790804,,,,,,-0.008820439602135587,-0.016749087424996888
PCSK1N,0.11811038736840354,0.11541518477988234,0.031168152896250453,0.04446999748299567,0.0310010343070741,-0.005366821187033785,0.07258717818775778,-0.0334631252191142,0.03785030309269579,0.18574922949571696,0.1428634620859702,-0.06242427334727875,0.01740418139853699,0.026377418912474113
NTS,,,,,-0.08981304169035727,-0.016986164983792764,-0.020322954310930955,-0.01818428224264123,-0.013996599158182155,-0.02831368378976427,,,,
SFRP1,0.08487782141728746,-0.045172559080609104,-0.04479549230190857,-0.012700215958893608,0.1414862211894592,-0.04317888466104874,0.012588141136165206,-0.016546760059316736,0.050831813035762376,-0.06942977686720876,-0.019196313085681014,-0.015819716291320646,-0.029286194826668388,-0.004377514963380955
CXCL13,,,0.0705373547036294,,0.052823766034570445,,,,,,,,,-0.02866399742332203
MICA,-0.047207704367422304,0.0007937698892572969,-0.049884871820840636,0.00951182410085257,-0.0039960916347181125,-0.004160290208170088,0.015551340116302713,0.048650942485234494,0.01614901437804763,0.03813756776909098,-0.05109145560612264,-0.06039951752698905,-0.028396032198473767,-0.04707819537529685
TG,-0.008563743883650705,0.0277175343710354,0.02948608442195237,-0.01370554516875463,-0.0033225288135867097,-0.019606512169875807,-0.019955725873244214,0.10803095345055869,0.0642649901241776,,-0.02086652824135559,-0.036835503348969456,,0.0006883713633788476
ADA,0.016616087269069345,-0.04295126820376275,0.017928768769679172,-0.03441300350898188,0.06545014130138756,0.0004906970612091192,-0.07223367756122143,-0.04355795036821152,-0.011445880450579905,-0.10489306524617685,-0.06039091530806991,0.023987369948422717,-0.04912681286539381,0.0698213247699008
LAMC3,0.038807262599312685,-0.05829276406824858,0.01037343147725599,0.03577289658853841,0.024602738608647798,0.029132651142652958,-0.04706807120470851,-0.045412402249267216,0.04269792058236739,-0.02480542579892777,0.007515336310922408,-0.054033102670848675,-0.046625628122352825,-0.05555464046788082
CCL7,,-0.01592352802876096,,-0.009909087259258426,-0.04018763478444028,,,,,,,,,-0.05983891304681083
NGF,-0.020902963232007993,-0.027339906877531038,,0.0029786181139422586,-0.014818072803019016,-0.018709871410401865,,,,0.20042012446377308,,,,-0.04004891066745137
TNFSF15,-0.025859574279007386,,,-0.011034253310433858,-0.029754788420771894,-0.022717885714544257,,,,,,0.054880447344426604,,-0.03911029390334433
HMGB1,0.06820439868156097,0.08350861331603286,0.005665047544071561,0.03802216250467329,0.022400342870318925,0.006515049718158827,-0.1086072259623046,0.05210702497763235,-0.010678116137445893,-0.035878032534607314,-0.02898032006642399,0.04365758649303126,0.006614776841049698,0.09275521341421451
ITGB3BP,-0.11518203494405055,0.06502397162514362,0.005392439126430046,-0.040927942953117094,0.030042536440183246,0.005521142300814514,-0.09026178912836309,0.036847664956748065,-0.005034739136567513,-0.024558274703268483,-0.05719294081991633,-0.04911135196256477,-0.004020682558101941,-0.015372658834868514
AANAT,0.024680123434152528,-0.023102616574082937,,-0.01004004307218097,0.05768675909264323,,-0.014914614049923076,-0.013813601797557787,0.016605277248130507,0.014483150544951567,-0.0254653184684209,,-0.056395284575250025,-0.021577398855846773
RELN,0.028621935005376083,-0.04226397294464997,0.05315582430068863,0.06903431369941908,0.08710970813612998,-0.012843682961110188,0.07163252971727871,-0.02089519718596135,0.028904559842630195,0.01568277480445156,-0.029707010096665144,,0.07224779908505395,-0.037099411029541264
IL15,0.04477139452136993,0.021562972513518863,0.06324981756681827,0.005311445617364685,-0.008211973217521708,-0.016165126248598116,-0.03890339108489273,-0.024860390532782033,0.07684182222501554,-0.024632521553418166,-0.032747851069978774,0.026529148739045348,-0.02321692415973581,-0.006674693396433814
UTS2,,,,,,,-0.016050666012724923,,,,,-0.039136042916930534,,
BSG,-0.025783137858764883,0.03328519501375069,-0.020752572651159665,-0.05309668834211677,-0.03030748535692203,0.03156034579627337,0.11628934064010106,-0.03706307250607858,0.0239505826245646,0.08264393114388399,-0.07794466864117923,-0.0038477312480479017,-0.09781041482278048,-0.11854362775582793
ADAMTS3,-0.04966158192614645,0.020464612418711073,0.031847933963090484,-0.02730414318433768,-0.021230795434743214,0.06332912105173309,-0.10516709410949061,0.05345420289959763,0.03195976030364022,-0.042743930317267996,0.027677462028930528,3.894623859988703e-05,-0.012450436266684375,-0.05587407094376929
CD34,0.12157747628330376,-0.06868524497272852,-0.025681637664844336,-0.0023834562394389118,0.12236078390097023,0.011456908659284941,-0.06422591989737803,0.049887558626610234,-0.03132342307570188,0.01966027232622634,0.04148353818817166,-0.021027221853279873,0.0018776555854826086,-0.08200690593219871
CCL23,,,,,,,-0.01697046324966144,,,,,0.06362585490472059,,
PLAT,-0.05313764898046242,-0.028871583016838953,0.005927369999108481,-0.00012149324298687046,0.07794155726309976,-0.05376392564171883,-0.09229839445823272,-0.10578095327507897,0.0019245904763414308,-0.05577701694485671,-0.056873955296115705,-0.018463840317733685,-0.08762527717257272,-0.023507910451381002
NTF3,,,,,,,,,-0.016528093874519156,,,,,
LTA,,,0.07010259578618935,-0.012700215364757544,,,,-0.013303938133497829,,,-0.0327478551123888,,,
CKLF,0.05036199758214702,0.034222692682974724,-0.04734843533043892,0.0391277597158224,-0.014691842952406596,0.007635374473180405,-0.1051610210732093,0.003404092497007398,-0.035405851284186676,-0.1406373687466511,-0.09019797611147759,-0.04237227771964441,0.05599190468508014,-0.09490615216941174
CD24,-0.06119889828585421,0.027107373010991132,0.04776643898956056,0.024478796440697392,0.10537523027416239,0.004980869438392444,0.05976698483432106,0.05029288117953301,-0.030825610748011028,0.10302731915277055,0.06162473582617213,-0.004425591149025659,-0.058592972128857425,0.010575579383815294
HSP90AA1,0.007206056208236759,-0.059177891997746715,0.007628756745691556,0.00528938646945662,0.1819720873102776,0.02510231104314945,0.09163713377765949,0.03368424524741573,-0.038855681598676126,0.17417377671178805,0.16630073564783582,0.034233956093562994,0.08973367199445478,0.04573236544744529
BMP4,0.03778578231862931,0.011326714187880088,-0.022819168240877978,-0.02963112704384116,-0.04406991425012733,-0.006212792195040431,0.041702024677218695,-0.00761381469660815,-0.0069140571354415325,0.01247810711095164,-0.02790455489915592,0.050354393693297535,-0.09851240002185198,0.042955140362361866
SCGB3A1,,-0.01592352643642943,,,-0.0071750913522963386,0.052946460801246195,,,-0.01412185845378711,0.07841095083723648,-0.00797033339859068,-0.039537938141385,,-0.04335990809558787
IGFBP4,-0.029511840999372825,-0.02297378137224627,0.016020366498864763,-0.02500714061857362,-0.005093172584011537,0.05279965707107489,-0.02216534245150173,-0.05658681750232017,-0.0525156665284343,-0.09095060932358767,-0.04425876427103727,-0.09306214900789382,-0.08480646430824573,-0.09782143239770516
RSPO4,-0.02553511263859681,,-0.005713288312496648,-0.01943990469860168,-0.036850569804973525,,,-0.015473289972396172,-0.014121856388145853,,-0.03734388300224895,,,-0.027208245256973063
LEFTY2,-0.01432123921546632,-0.08385127173877945,-0.006972586630328804,0.05791068419755354,-0.005178197133541225,0.04164528051444156,-0.024136751680207683,-0.03810530797098236,0.021588202916193497,0.009089328065857471,-0.04042686142017276,-0.004764175088351348,-0.10786488647016383,0.06883981414569008
PF4,,-0.016518102577915365,-0.019581119923644977,-0.008645483413043406,,,,,,,,,,-0.02131375807988169
ANGPTL2,-0.054609988662218244,-0.008610804165581288,-0.016361471158150707,-0.0034512006263502405,0.025903731998499463,0.014671925386186772,-0.06347869513536812,-0.014841598682307068,-0.0009313904934903798,-0.11787937774537753,-0.12018360003635067,-0.039430729647322825,0.008167735917502066,-0.07546204846279352
LRIG2,-0.03766032585990263,0.04854036108256382,-0.021200506289146943,0.02194298859070392,0.04015797259677306,-0.010521178155044709,-0.048357132717402274,-0.035236292763533995,-0.04887508156285793,0.0021523862534807733,-0.01130630556479317,0.02846822926912944,-0.0193196628383661,0.034649048476598346
ICOSLG,-0.07116245911660368,0.03339934441326798,-0.021950569711998966,0.003604906660732604,-0.043704041236875324,0.0006438430075482476,-0.03363536394749225,-0.005859027688642142,0.017784898394443176,-0.055520952859713875,-0.030738151224541554,0.02554232795875333,0.03798368299899222,0.0063990712244407465
WIF1,0.18668606171375057,0.01860704707885915,,,0.07474604419708832,0.05532132336660577,0.11336856552871023,-0.01194037137626348,0.03670254166862067,0.2559340509734561,0.09871283149034829,,,0.0961146242731865
NPPC,-0.04099687944443629,0.0771019126899001,,-0.01341127680539144,0.01101808933448491,0.012665734572516347,0.03426687265205712,0.02380190336593396,0.09754002340710409,0.027143859837235704,-0.10599241288231831,-0.02830701072332334,-0.025060102209899043,0.028287931918592885
LYZ,0.005114194205660834,-0.06428505182126971,-0.12324337002302643,0.012082973085457662,-0.08014953725414922,-0.04624824158563064,-0.04929335057620912,0.01133032996627902,-0.03583508348431575,-0.1632990252131429,0.002129139342207662,0.03816076155787391,-0.02382125152586474,0.015243903880053589
EREG,,,,,-0.03732044571648596,,,,,-0.010399160488711583,,,,-0.024538449383965252
SPTAN1,0.041605815283477975,0.05016898430465585,0.05793114141382955,0.053969495768635495,0.019667331872326856,0.08606522709615685,0.12163909941485819,0.062455368547328284,0.003967018680369807,0.2571966991133829,0.10077323046176843,0.014324726022218095,0.009812698632513599,0.1088741080339373
LIPC,-0.016167981553998168,0.014172889784752264,-0.017932478481457504,0.02202759432278572,-0.003938018140244826,0.0350814007039207,-0.03900896412630923,0.031945994097251816,,0.11536899059991086,-0.02304098329925911,-0.004979756825290098,-0.003608435278156487,0.06240689718055791
COL8A1,-0.13628255447080823,-0.03276693947445972,0.005043930167402014,-0.016851325091464874,-0.09615194396935647,-0.03578201735094348,-0.035840564401655034,-0.033881043895175655,-0.038270680771364605,-0.04427714552687384,-0.0896107894035355,0.04317867348975552,-0.061915406466030255,0.03041521706752034
GSTM2,-0.046587019278674896,3.138803826475061e-05,0.035700756280711364,-0.029047533993853254,-0.027629081831533907,0.1235904284185717,-0.0023239932767073323,-0.028701116289853067,-0.027703350746671924,0.037391116862216724,-0.004008045536397339,-0.04374674354309307,0.02355944128579545,-0.007720847616142641
SPX,0.1362002707917065,0.012314782957058401,0.032705001435746284,0.047809664418759217,0.16621465626461301,-0.005516833706462729,-0.043842219131798185,0.04802284541198778,0.0007254313158980041,0.04148427581810943,0.10575225592891362,0.04316943634695495,0.0393140115828082,0.07250628635935503
MFGE8,-0.09646931234489511,-0.033581443257340145,-0.028148980133253884,-0.04189544981301687,0.09212193899359404,-0.02288738566979539,0.01545615894816934,-0.04704081639137951,-0.018003770957648338,0.09087854170470616,-0.059608973648143944,0.08850337270359232,-0.09703537930544523,-0.1425018759846018
TGFA,-0.09559760371519015,0.038192486858906485,-0.03929293636276052,-0.002405331945212304,-0.0355720553072054,0.03831128315186754,-0.034324065970616865,-0.01578713724817514,-0.010566850762853304,-0.08044741734196637,-0.008566391971899985,0.005392051694190775,0.05316010231777126,-0.03995351596163709
SLIT2,0.16557037473845895,0.018619844949373212,-0.0012184069585728613,0.02134539653442264,0.08794262893988583,0.053508513654988134,-0.03274338318429123,-0.01192054287286313,0.010709884759044247,0.05370959737522276,0.14559595110071843,-0.03289543631237336,-0.000968431752092322,-0.06021877112017613
PLTP,0.050554336492460154,-0.013001579744432853,-0.054357130724280986,-0.02414651227960417,-0.13170451977066402,-0.05454547580162678,-0.0799185354811504,0.08004074947112912,-0.029844046158646217,-0.1813980342505759,-0.02200633687312223,0.04066224563038552,-0.11050914676660743,0.07176089401211633
APOD,0.09269078891791664,0.0063988554358716,-0.011716173739081315,0.07290339670562287,0.037382588144699226,-0.04652909193727492,-0.12465611485909386,0.02658211562481907,0.002571951222715998,-0.15659445761026175,0.1042770335088588,0.004566793501929719,0.14040084946397008,0.036035889408947926
B2M,0.04158487925776921,-0.056836590176929914,-0.05561022276913524,0.03283959178739446,-0.04111422509775631,-0.05412035121262579,-0.11639227242788719,0.03514475247385978,-0.011223954913168487,-0.23413100410386195,-0.12715192860520194,-0.016762598783227788,-0.1314052088782515,0.031274448105375524
OMG,0.12554900797935337,0.0893827649979764,0.0829771004589166,0.042254729641168436,0.08971966621890386,-0.009640538458667736,-0.09587470562698298,0.020797697515844735,0.06140982653532324,-0.018046865152890685,0.08739556572900957,0.07966311273620041,0.06142319043724325,0.08935017642266503
CXCL3,-0.04074207792399053,-0.04079095700996313,-0.006729163698142338,-0.007309311951840344,-0.028734989580523913,,-0.019582175290480675,-0.03821776920303687,-0.015107401304086037,-0.04100271467269862,-0.023584385871757894,-0.029173213253221413,-0.027703044856265388,-0.0879172131495192
CXCL10,0.011863339099180794,-0.04191148346768762,0.030182734355975214,0.018807278052951806,-0.04758502231375791,0.06334808955238723,-0.0702261263596064,0.0018511560775434845,-0.010505759888048973,-0.04454732432727954,-0.027439051293634227,0.09108235127792506,-0.00045919083742192976,0.15254362646849937
RSPO3,,-0.021630087419756947,,-0.01004004233033546,0.09886370596220914,0.031377312850608456,0.039567017494911386,0.06240765700711529,0.009155417371700994,0.16873305980921183,0.04344227328176151,,,-0.004313445128846355
CORT,-0.028629360259539417,0.027544593366463418,0.004258798176066735,0.08336358248327086,0.08872204328541666,-0.03719103461224284,0.12216384576065004,-0.002615173673936307,0.019821723628774046,0.014847055409993534,0.0221071758357531,,,
NCAN,0.040909688589260404,0.07066446828520064,0.05738877635354196,-0.022792989373029652,0.1595988244042391,0.013120462327128225,-0.03716735259197315,-0.05412759210997379,0.018767292884669367,0.22233891860386476,-0.0978201548300885,0.027378985178883337,-0.05274845881308229,0.10989544975095926
PRG4,-0.039072354860474445,-0.02394708447970938,,-0.009909088803442581,0.0314228659556708,,-0.0212155022068505,-0.019774250318479007,,,-0.016830884049306032,,,-0.029665847519113143
ZG16B,,-0.022081125140245385,-0.02356269533552117,-0.011500709435390053,,,0.02903894017816441,0.04171433532271256,,,,,,-0.018182821577154114
TGM2,-0.025684853124565636,-0.08179310847454972,0.010245012211267904,0.004231893661489042,-0.0575309075807046,0.039250848542423576,0.0023022440837641386,0.033570497676892685,0.0034754175576172286,-0.047972079025513266,0.08121855659121668,-0.08015619586766358,-0.05831651618459565,0.015356120520622225
VEGFC,-0.02803519471797273,-0.030405587838144774,0.04678132511194049,-0.01766064950273504,0.029407752803020066,0.0004859276699622492,-0.02797130762780196,-0.008217597055794681,-0.03501642468360456,0.11408731564526313,-0.029406188982942567,0.017406779785586128,-0.07899231446125504,-0.0638466032473886
WNT6,-0.03555609572053696,-0.025692260453026222,-0.021790703378027482,-0.013705545737816136,0.19376945130599463,0.0059445889883142,-0.020862668370633747,-0.02352579863648721,,,0.042803279478962133,,,-0.018788309929316488
NRG4,0.039867503623930725,-0.014666128350312238,,-0.012059814373708646,-0.0157698916536295,0.10530129959490546,-0.026425253873210656,-0.02030896100614186,-0.013825677564921047,0.006538130713202942,0.00852526574640936,,0.03131921998063633,-0.02825473640283886
PMCH,,-0.01690350219502661,,-0.01671004772439338,,,,0.0026097760847664025,,,,,,0.022796306994628843
COL9A1,0.016936318900099605,-0.044295880753147776,-0.027806822510079925,-0.012595595919024536,-0.03638848046792589,0.01195167001927654,-0.04567369939213031,-0.01783702370893909,0.010810765246870203,0.06559677578070933,-0.03019589055964435,-0.050632856477551884,0.006252963148974253,-0.003421961100661646
GDF11,0.07652482990284173,0.017824672880590222,-0.04736657106661484,-0.03578841600155394,0.06963598665912982,-0.008494481821046633,-0.04517358139414848,-0.04487737677691936,0.0532552037593325,0.1372693284020398,-0.07679833096253924,-0.01433481301518628,0.043788087220111224,0.03367299730035202
IL24,,,,,,,,,,,,,,-0.014607511012325398
SORBS1,0.04852684500646392,-0.019485037039000088,0.02801256660519184,-0.013268548684263422,0.038083586344131705,0.05277858070756322,-0.022666848997602393,-0.0012970679152729421,0.021216442283174715,0.04105993418346381,-0.0027751931467416085,0.04287835033512397,0.016194989992244807,0.03624209461382071
DLL1,0.008112359139141585,0.007887179384951613,0.006146218883401597,-0.00642771134730026,0.024311872626432997,-0.02955361088441205,-0.049059879649275204,-0.03418385944027075,-0.0443736078773261,-0.009498533907415504,-0.03173375992456034,0.04024699295585915,0.028191848521608717,-0.054685869162322626
TLN1,-0.07722319920677641,-0.06556164857342818,-0.04983161187372027,-0.03495230265225931,-0.041407049239087376,-0.023236025339960494,-0.131357067413661,-0.06275159283055873,0.03708874108720108,-0.1847794460179754,-0.14451209375180668,0.012329729885432204,0.018003000877156318,-0.10661221411587438
COL2A1,0.016124745134662416,-0.008914822540382757,,,-0.022815458948462233,0.08303842386051692,-0.019582181954511953,,,,-0.023942993605392628,,,-0.025456000940555935
SHH,,,,-0.010297170201084572,0.04855392701743888,0.05483559604594452,-0.015393974375782622,-0.04321986897215657,0.05398043717651555,,0.02358384589694959,0.055498858671764184,-0.056797735542543984,-0.006261554276213506
PON2,0.015145461848385436,0.08274315732528571,0.0564429794634913,0.10343828426334371,-0.04773514065505099,-0.059634434359755066,-0.1236777185717765,0.04261471094982537,-0.023575410956454303,-0.10614832500233871,-0.07163516411290162,0.040000333495395224,0.023719825142209675,0.03997395767819013
ICAM5,0.1782455373852671,-0.009130831299404351,0.020480414189490554,0.055926351538769965,0.17049824806184105,0.04064815865568258,0.13463134383585443,-0.00039999047595331563,0.03221793460203636,0.1436998548453858,0.09151575769120975,,,0.002941864790074079
HPX,-0.04319019574020046,0.007896211011177587,,-0.025054415952131485,0.02149346262796519,0.09288427184946524,-0.013967731344883409,0.019726848145897383,-0.014121857014097652,,-0.024555948237200094,-0.02917319799042322,0.029120519795572036,-0.019561376687211723
SFRP2,-0.018863737881019138,0.011306112509207007,,-0.011727360956139042,,0.030344588986294666,-0.015628401422112276,-0.017289849659184967,0.04876209641325055,-0.0736884436480023,-0.0448278498785226,-0.023118364529369797,0.05243988032154877,-0.06841575563110863
CFC1,,,,,,0.10303610208871926,,0.007125614898691647,,0.04289345986321592,,,,-0.025000996044732115
CD70,,0.055553859306204934,,-0.019933176863837453,,,,-0.013836494345348713,,,,,,-0.04963557805790562
HP,0.08314552339610023,0.011470390155865866,,-0.029436387428372034,-0.07265152887374692,,-0.053604153764470856,-0.05142111246028822,-0.011961178804200898,-0.06751183288548614,-0.039160283964407405,-0.035859223141539026,-0.005393291135010586,-0.004194255816359566
CXCL2,0.0524335345096959,0.048719157231756995,-0.018852169809716057,-0.025018077218911278,-0.0547039124866416,-0.01145019873740683,-0.04116233044918388,-0.06347713058739239,-0.019625922925352486,-0.0615458966521855,-0.028691706079338363,-0.020672743716984257,0.01791692851169139,0.03975494720948253
NPPB,,-0.020542890255312446,,-0.03668092265540096,,,,-0.011649469987436621,,,-0.029406191121739013,,,
CCK,0.20875667367606357,0.07193003875355446,0.07825256267108188,0.07889302356056878,0.2630561999998673,0.05991869049293802,0.12585973696150948,0.10626508486528972,0.05953435384252981,0.19003696571103182,0.16389002187560628,-0.030016711477392773,-0.016139188097507026,0.1149669774474108
SEMA6A,-0.0855704689418999,0.021585525834219337,0.040601053574992885,0.030631712122588032,0.0598141958389372,-0.03667287460023082,-0.11130695990344763,-0.0524948488935513,-0.004359103391094203,-0.05093681174957879,-0.10745321342876492,0.044134820299655216,-0.0037292528093141107,-0.067527916877623
IRAK4,-0.013901077177944764,0.01928583873908537,-0.006845618032036908,0.009427204908652629,-0.04389323929871606,0.002264709502411374,-0.04051606627355261,-0.03106599779512119,-0.03935129148200474,-0.02904109267045866,0.005193974924262547,-0.09914976552824065,0.0157756336426563,-0.02302668668294838
GSTP1,0.04316896834243985,0.013083498650162355,-0.02422387519460302,0.04544714937743102,-0.04555128821075549,-0.049362608083791476,-0.11060723658527082,-0.010081626522342828,-0.0138350070233373,-0.1209142414908197,-0.11183946105130867,0.04566758781358293,0.10470184998843385,0.018747417658333983
VCAM1,-0.020136193683979092,-0.020376431802582903,0.01338904262500935,0.0075355497483921416,-0.10943169947993613,-0.0570020734188053,-0.0931355533344639,0.017207469151482704,-0.021147603740855208,-0.06757665059847043,-0.05484568707739208,-0.024734875531757017,-0.029227607113863407,-0.05882967920329275
NXPH3,-0.0512229469002115,0.006142555293433304,0.020024511304794334,0.010282251970139709,0.03515399282112208,0.01091159170580289,-0.07750778846384357,-0.017936186084216155,0.12978998332859049,0.1894327363035326,0.013247156765599741,-0.05306240693266953,-0.03971275880800298,0.06489348658772447
MTMR4,0.01732263442646068,0.02046051996364418,0.07140046182982414,0.026048633827195886,0.03695870458111894,0.03195551997415096,0.02982455856419238,-0.04413104786540359,0.011205248429520273,0.07109975000395401,-0.031204801450063137,-0.05974261597611551,-0.02786353891959521,0.03315648940137128
LAMC2,0.07205420737209886,-0.01612402082080888,,-0.02301598323392956,,-0.02271788348175238,,-0.014665383050555146,,,,,0.09738109990575206,0.07035567170185786
IL10,-0.0383903043552222,-0.013816873843640285,-0.031211297024713012,0.020966202553444283,-0.014434281786294183,,-0.02569619495192708,-0.0055572139631976285,,-0.0797089590378299,-0.02632272175140628,0.09011846145356409,-0.05370148798596781,-0.011102128430609566
SEMA4D,0.060040913324768366,0.004979452585871734,0.014515185199311465,-0.030104863490998883,-0.009529019652828485,0.021786226238826333,0.01375221692120274,0.03545256077710412,0.05707043212936927,-0.10605822131632708,-0.035150662302294564,0.10136684223222982,0.06867511944660497,0.11977390984749657
TRH,-0.034801462849832224,-0.05199164361616007,,0.04844559624550033,0.1877892168631722,-0.03107850161232633,-0.01896653256899698,-0.0386456416501841,,0.002601318100905366,-0.07896855796116636,0.04769574851234463,-0.10123490075157597,-0.07106647742486225
