,UKF243,UKF248,UKF260,UKF266,UKF269,ZH881T1,ZH916bulk
IGFL3,,,,,-0.01397789917421624,,
BMP1,-0.061912195725577795,-0.0005658153860853053,-0.058058164299571106,-0.0007965804848546856,-0.11720846390370193,-0.04604357746184147,0.028342086742906933
NDP,-0.10615504139684348,-0.013688806606947004,0.09654718078926183,0.004151821474193661,-0.01177734231877872,0.026377913414763424,-0.05664508942622014
TNFSF18,-0.021544784487228616,-0.023730663878080187,,-0.01346331669087599,-0.020756760645678825,,-0.03467382336717941
RTN4,0.2233599569637196,0.043466574923721635,0.10390896209807511,0.07592717269430041,0.15217529371663718,0.0014317736224726133,0.03801441291971463
HEBP1,-0.09343809125102359,0.034728696228077956,0.02013302160302521,-0.016249274656028084,0.021343307675445698,-0.03040557549268027,0.037008518556562627
WNT7B,0.25732610154998536,0.0046337199863047945,0.03699197963092367,0.03735394144733583,0.16835545453838896,-0.02179263037101704,-0.0017481918749418914
PTMA,-0.032445372803404024,-0.02305952869669036,-0.09843954661778348,-0.06175015320213094,0.026896695786909612,0.08871318383024673,0.10830821756830833
CEACAM1,,-0.015103917203012974,-0.014562083530060332,,-0.02731471479302449,-0.014464085722732077,
PDAP1,0.01743967169670102,-0.016712109043857826,-0.04220941897937944,-0.007920921346953077,-0.031113709328495134,0.015750618112898445,0.10748801681917076
QDPR,0.1534702478361297,-0.053546994380156775,0.1281145749582526,-0.04220261276275532,0.023862773801270686,-0.04479292509956792,-0.06875257132015945
POMC,0.14522839121218556,0.006825899785043813,0.04487344466455778,-0.03551894485242269,0.051211147979983024,-0.023661344158634225,-0.016665628160812514
CCL18,0.05462368877628987,-0.018848261590436833,,,,0.04901730307909461,
VEGFD,-0.03255433501407531,-0.018848267575642688,-0.013932177043207749,,-0.02341673060110869,,
TNFSF13,,0.009713783823382316,,-0.013056608583854483,,-0.01624219884693289,0.054196288211065244
WNT5A,-0.05180202749149514,0.004467871492657293,-0.06727952622472415,0.006188221860290829,-0.10718559655915852,-0.027454979823329295,0.011897334877359654
CXCL8,-0.15934050250349874,0.0434280960679742,-0.040596612139700346,-0.018572178869925335,-0.046561484407397935,0.030400005428695854,-0.02204177220659733
GRN,-0.10890352603488596,-0.030665844664638137,-0.0583646011675175,-0.027287837882047472,-0.15932966006622282,-0.0861052692571446,0.06838341452908939
MIA,-0.05012186601959062,0.01138722918376425,-0.04227503912701357,0.007095452318193873,-0.039929159058249244,-0.04624041265711953,-0.06048174967259001
COL4A4,-0.013662324708243249,0.007712540132486946,-0.1054095535564228,-0.012422786221140635,-0.013774182124287755,-0.0033128331580066983,-0.016617383086796805
TAC1,0.30745473432307086,0.010255328733965464,0.14803583640946652,-0.050924536911409655,0.12616003810679222,0.00447052588578413,0.07322273352547935
RARRES2,-0.05451371122042952,-0.0580495107841132,-0.10860686263805015,-0.00783440051663094,-0.13038605607962545,0.02798068348770153,-0.05430142383997585
FGF7,-0.04223835329010283,,0.11283681781765827,-0.02387473231417026,-0.039254321820505526,0.06270183616117272,-0.009171640450881367
HBEGF,-0.07412226978965546,0.0038133543333176063,-0.05013762903441916,-0.027262939576774007,-0.07362448138635624,-0.057522233405986854,0.03148600787456532
CSF3,-0.03277159366019882,,-0.005697971303537857,,-0.014572819567412423,-0.020736242658349432,-0.044345398669711635
PI3,-0.0388228396227771,0.04756600475786869,-0.016999219051266855,,-0.01640918717330564,0.02708656150429574,-0.005946215322919759
PCSK1N,0.23923456912478056,-0.02359163296476515,0.03219946850819844,0.024383427111735825,0.06741042116198749,-0.011889013619685604,0.06472778847995392
NTS,,,-0.04667109256594643,0.08154394154178857,-0.01791174823270456,0.002170352747830687,
SFRP1,0.09149650987144849,-0.05965106575635215,0.12070489625593128,0.02057031501503771,0.02061943935283802,0.0037669001389512837,0.012392502037350955
CXCL13,,,0.02957466052632007,,,0.015684805571564635,-0.007109558429322925
MICA,-0.10402415884888526,0.06155493172923863,0.035789390579580645,-0.009608742578379119,-0.04600813291844458,-0.04838888265983222,-0.01685881530506321
TG,-0.02612419087963632,-0.004045354034746527,-0.03371099096453447,0.08899830509663804,-0.017588089417204664,-0.017066246352970275,0.10682581407791863
ADA,0.24247802860992176,-0.024736931327286816,-0.031149929746760487,0.020528835366661093,-0.09039855978834169,-0.01993641014920637,-0.04789241443034782
LAMC3,0.0795014438319531,-0.02653376735539636,0.005938133711078633,0.004886846582309923,-0.03647714342437958,-0.04416845988645722,0.08028643330640967
CCL7,,-0.011989086630535347,-0.02088339051579448,,,,-0.0018766040475146262
NGF,-0.018880646689297623,0.030210687310819596,0.04520108032349757,-0.016704339870567155,,0.04824403710801665,0.06637527361235596
TNFSF15,0.07469402297281845,,-0.015461991471725113,-0.02028273074637335,,-0.012876850693473474,0.06287104503308705
HMGB1,0.048038340204271265,-0.06729330432621251,0.019671162146645618,-0.0018129164435191586,-0.07060994220912925,0.0016374027204582452,0.1143111551366806
ITGB3BP,-0.16677449488452656,0.0061859051969190395,-0.009794137267304878,-0.004456554984023996,-0.10440091990548711,-0.04882224648326766,-0.045973373715737946
AANAT,-0.03384057378959996,-0.017394340688724516,0.011901670565707855,,-0.013145077618291548,,-0.027077245809775077
RELN,-0.01317793402423088,-0.027502688456260346,0.0035096127550329694,0.10686670656813936,0.09742802235106619,-0.015553840143429446,0.04566915133090511
IL15,-0.03320259056689359,0.010455444479379888,-0.0148337758364157,-0.014432368720454468,-0.03428771899252089,-0.005965182720663364,0.009798782596938695
UTS2,,,,,-0.04336093516086555,,
BSG,-0.16298507713230206,0.04062680289721321,-0.044265228164344,0.01020717896811063,0.10659293841373506,-0.04554872016993848,0.07494416579851101
ADAMTS3,-0.0518367222957426,0.01661993880513981,0.007347414690958551,-0.02324637090610642,-0.1152801248386846,-0.050476770517464936,0.06952105204239803
CD34,0.0861637159911993,-0.012234476781037945,-0.006848937259882539,0.00817654669018459,-0.060022107607728505,0.024648199262914887,0.013956684146499795
CCL23,,,,,-0.014957011685884985,,
PLAT,-0.012835003553196148,0.006471188879964048,0.00018745249652348805,-0.008103136011513188,-0.12263773676121706,-0.05482634575573345,0.11020260089850868
NTF3,,,,,,0.06939320696397383,
CKLF,-0.07918974742044504,-0.020487301156317316,-0.057818107899677736,-0.031909251631393555,-0.10737721560511695,-0.043979063871797466,0.006901268097367966
CD24,-0.07091739307408605,-0.014229628910657623,0.008658683981079215,-0.06523703207961778,0.0011346956540198743,-0.05326094115015468,-0.03153102869146192
HSP90AA1,0.1429622734701482,-0.0027828416741268857,0.14140986712246745,-0.034664749811591414,0.13259291261673212,0.020443251008926383,0.08988797201427438
BMP4,0.2261817978111685,0.027215561945740905,-0.02703764399431196,-0.019069292530261815,0.014874123149969526,0.04699955240458644,0.06883201091451183
SCGB3A1,,-0.011989085431642703,-0.01659150530527498,0.02212100815264469,,-0.026741155677034244,0.05786462769693667
IGFBP4,-0.03400336601154234,-0.008912388067958117,-0.04496346206337538,-0.057418786048121104,-0.04820939495957604,-0.04456526307397301,0.0786099318549094
RSPO4,-0.023064645646149906,,-0.01914929415713622,,,-0.018009030307453128,0.07094842011053659
LEFTY2,-0.008845347812533119,0.0088872011834056,-0.01752207706357521,0.0746405080589206,-0.0827146116871289,-0.024491091436265808,0.05185075936314127
PF4,,-0.012436751605611744,,,,,-0.02674640583485604
ANGPTL2,-0.026386384572599033,-0.030107456579846127,-0.0829531597601563,-0.055938545664115574,-0.07097432147030412,-0.04251252359102005,0.13581373258650126
LRIG2,-0.04241085807167403,-0.007554080542844801,0.006824191186804484,0.042347443423030484,-0.05602075259488592,-0.01521925386297298,0.020390552113506193
ICOSLG,-0.016179292057588755,0.006943269540560387,-0.01164330551297065,0.07323503508706919,-0.06920592349308524,0.05343348455778723,-0.04345335814246684
WIF1,0.32586138720526414,-0.022377915863966376,0.06954502857310904,0.06864101940770255,0.1880965895207257,-0.016741138059779854,-0.00807253142895283
NPPC,-0.005841270635126956,-0.037193354305104155,0.02360960018749051,0.09255928116181501,-0.010868153073189626,-0.046278981829269324,0.04866934166361928
LYZ,-0.019543636462073043,-0.018811329983759614,-0.06911078013664229,-0.02063261694428355,-0.06548743718547856,0.024408038663007683,0.07882867378671134
EREG,,,-0.012897414970679522,,,0.04524902425113349,0.0343901567923746
SPTAN1,0.17435535042188993,-0.02567050929311987,0.062057837910529864,0.016667790051025252,0.05545407784768275,0.06164313798421005,0.045626500209754936
PTH2,,,,,,0.010660815579896721,
LIPC,-0.006715792378252871,0.006929737889230849,0.11690516496547308,0.010772619313338967,-0.03438076637672901,,0.006452417390904292
COL8A1,-0.12855574038601486,0.009275536989506852,-0.015546231258334096,-0.045489505416293256,-0.04610100827188682,-0.09014051852970864,-0.06679475228674257
GSTM2,-0.02781882481653937,-0.030868562447310142,0.011344878306029165,-0.012204511109279878,0.008977716340309623,0.07652766160637302,0.03969827110229842
SPX,0.10553899615677084,-0.02462541155268693,0.09461949447784969,0.002069925191615953,0.006720925346839417,0.016959312714690134,-0.05173231005503181
MFGE8,-0.13729613465659765,-0.033936330372415814,0.023183269502512163,-0.026582405658050676,0.01946170045834765,-0.017213748615302876,0.0131649922096655
TGFA,-0.16345235234694316,0.0596785924316665,-0.08109081215505061,-0.016711150301033654,-0.05328206501553423,-0.04908704584092254,0.024457611203147944
SLIT2,0.350323422300803,0.021604954691033434,0.11573178357589692,-0.03924786301023052,0.15328126828796657,-0.054775583302407435,0.08217981730687249
PLTP,-0.09764207426457627,-0.0003113825073765994,-0.08729397340553223,-0.03162462475799235,-0.12228844460436303,-0.052277572770565744,-0.01839315077571095
APOD,0.11294266749576866,-0.017517062632254207,-0.05120312866006352,-0.034113283278373194,-0.13959993125498413,-0.07149150817443195,-0.0016109966440365985
B2M,0.005696156673960972,-0.012527958051532045,-0.07794067303299647,-0.02960783837013638,-0.14253637238928343,-0.036802418376353056,0.12916920246822836
OMG,0.20609649118810244,-0.00023335180196808514,0.030586769654870782,-0.027343823009344362,-0.06193659671851454,0.009363199884094286,0.03931621335336736
CXCL3,-0.09022652611080387,0.027729359070020557,-0.0458492639453398,,-0.01725885854415971,0.0015947097915741033,-0.09503208816522098
CXCL10,-0.037774071750644234,-0.04835271912463276,-0.028148715935846218,0.05360883677524115,-0.08343474549043386,-0.024607682677753068,-0.01464669840276921
RSPO3,,-0.016285649225041582,0.2170578895024217,0.043645602317741616,0.014023248453199496,0.004890011914930719,0.0513598582094571
CORT,0.06602724753737525,0.06938939702998097,0.07634668274635463,-0.03320448701510276,0.0841463096633977,-0.02995143271412759,
NCAN,-0.057935077833906945,-0.05473016406359755,0.11560217807980755,0.005113138117772359,-0.07776858709164443,0.025073048623600897,0.027876641859934225
PRG4,-0.035292188923235844,-0.018030154489471154,-0.013274327927824696,,-0.018698400259410254,-0.0031451863226939114,-0.037227353064972095
ZG16B,,0.024715829034875184,,,-0.020187927898846138,,-0.02281742728347795
TGM2,-0.0647546802911324,0.044880879875421935,-0.07362879380128422,-0.01184570978039061,-0.07510647634509196,0.010512345999958293,-0.002502786920434291
VEGFC,-0.025322850184473958,-0.022892868087112904,-0.020433589368000434,-0.029586529967464113,-0.024652666748320156,-0.030736313083035455,0.0030010482857657454
WNT6,-0.03211612026003724,-0.001291678769113058,0.0013235179404858034,-0.014803163378838323,-0.018387428205563997,-0.02390092227396201,-0.023577248105996314
NRG4,-0.02393407209194301,-0.01104236969400592,0.00012473329242251575,-0.018121808511617935,0.045549071298658275,0.08800822023404471,-0.03545656489835713
PMCH,,-0.012726925327702492,,,,-0.013692343508098488,0.010921081214865491
COL9A1,-0.03728629791492405,-0.03335109849815583,0.000632044956648318,-0.037168178742166325,-0.02913869972310722,-0.012167799023851981,0.047596244197262064
GDF11,0.014679251163196435,0.010812374381871888,0.0009699406229566139,-0.050094382376350624,-0.05451585839097924,-0.024613009852294955,0.024933455307784347
IL24,,,,,,,-0.03963926003316319
SORBS1,0.04014736125020497,0.001666236602307423,0.024095746947149735,-0.0034100966496457825,0.04093335494451771,-0.08571557276936816,-0.012032919780145698
DLL1,0.1676885274187788,-0.01713173543888942,0.023396085246008367,-0.02546655458791172,-0.043612924334785724,0.015362156885094413,0.10631910120730355
TLN1,-0.15919590693508043,-0.023741734433260782,-0.09594617814061035,-0.030702928048838528,-0.13703901044940564,-0.004970618123966688,0.0037067443131513604
COL2A1,0.046062106809717805,-0.042618348182838425,-0.011855988578912097,-0.016037385226660775,-0.01725886441754055,-0.0288451274819232,0.04738372308648779
SHH,,,-0.030055733201157887,-0.01750487059961111,0.0990159689275264,-0.04031405601518752,0.02551627887009009
PON2,-0.031173860572815147,-0.05580810918650555,-0.036304520843592376,-0.004975192495936938,-0.11243966429154072,0.014276706516739388,-0.031329555805669373
ICAM5,0.3710455705629452,-0.009000989698174928,0.15394170136102586,0.07264903343677959,0.09772960508855477,-0.043541422210888046,0.042283594082178876
HPX,-0.009623500896000746,-0.005020280693661836,0.051643951790782,-0.014803164377416167,-0.025132502279637942,0.07718337520635951,-0.04688763439487453
SFRP2,0.09734212080100511,-0.015939521031562688,,-0.02418798033145818,-0.013774178068291575,-0.06191463908519445,0.09628037131746502
CFC1,,,,0.03652490440839373,,,-0.03137348110933178
