,UKF266,UKF269,UKF296,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916bulk,ZH916inf
FGF11,-0.08213668644985636,-0.058009824717372954,0.014702103702781098,-0.005101387495562484,-0.028554985113091326,-0.005834322242270092,-0.05017305084314672,-0.06013558288566378,-0.06076850128872388
CD59,0.057677955601330995,0.009992462798936735,0.01593206613602478,-0.032164616958775795,-0.00661607991532699,0.0168340967612821,-0.0003699090011207751,-0.05161606396676812,-0.024012207691758
COL9A2,-0.049670014146555246,-0.05614910772966197,-0.022803444380490836,-0.08175835152431543,0.034088021300560316,0.00776164812091295,-0.06272370851393115,0.03880968967358728,-0.007100559609928003
DLL3,-0.08640662727074172,-0.020958591034166002,-0.007208511162408423,0.1173356640209497,-0.018261609054920257,0.016201950158335532,-0.018255811813619526,-0.012414141897577129,-0.010881921240234932
FGF5,,-0.011055075794025704,,0.1843030847843143,,,,-0.032659038266230754,
LIN7C,-0.007550513596217556,-0.00807763825838946,-0.036407253503045654,0.046644132242225654,0.0026528981354711828,-0.006372411344392146,-0.0217743283688076,0.04295205970498069,0.10895579418278763
GDF7,-0.007196684657380374,-0.019775724014973153,-0.01350178460992508,0.019949225458172015,,-0.017665097591450178,0.041870692806521385,0.008136888920074109,
PSPN,-0.038064346599213456,0.05969058764233794,0.01717339076392654,-0.01342231786730663,-0.037559951084280466,0.10622565735408851,0.030259581297319905,-0.025586339077104378,0.09444157175412721
ANGPT1,-0.04605353539532846,-0.06389279244224746,-0.06330130928496083,-0.05597755897017417,-0.030698720393449563,0.02193114677596457,-0.032803624409645175,0.18078452104890233,-0.07205668153257005
PNOC,0.07855641241531912,0.024437411128380642,0.019864289980428138,0.1634850800008262,,0.19914337142834881,,0.03877256948811978,0.08525984516698869
L1CAM,0.013177088986491696,0.10467068907144711,-0.009121163381394924,0.11024200931682994,0.024511111013355392,0.00969994052071155,-0.00015650981907977795,0.026912705673471257,0.14128611134776753
APOA1,-0.04070300491618935,-0.023659534254408345,-0.021851342081420085,0.07179834876296894,0.035224943620426066,0.04972171197719912,-0.013088687021962734,0.007722518899339933,-0.04795531784425249
PSEN1,-0.07559234940917714,-0.018215386436240502,0.040822430421603294,-0.11431857844357637,0.01238725973210053,-0.01850989834486723,-0.0037272067443998775,0.02231650990738713,-0.06479051978805431
CALM2,0.10747496096214529,0.10971995992277979,0.011841244148393283,0.17809246687205565,0.0363638126281317,0.10113414050354427,0.02659252743976631,0.09232125778090061,0.10198131408361663
CLEC2B,-0.03268743955199221,-0.07137462993307483,-0.004412990800279698,-0.018599302291635176,-0.004234475680793597,-0.0068090723760014515,-0.030856974202964172,-0.08365491604601584,0.03581693373076898
NTNG1,0.02726440315726377,-0.044140191788848114,-0.007234435670457127,0.04620628664896657,0.07127187687031931,0.015146613621816624,-0.06301995929877809,-0.12444559041580984,0.1317608462058891
LRIG1,-0.0035027366084615396,-0.03219530062402068,-0.022953254102113754,-0.07117019948341906,0.03323063552540908,0.008242440348949113,-0.014874874669278107,0.02700780664363484,0.04959223597612909
CPAMD8,0.030795316191240065,-0.010000803809972088,0.04544399568155046,-0.030722783684916013,,0.26715097538676535,0.057341604696306545,-0.018440051709860485,0.026042229789322864
GHRL,-0.0020117934690145603,0.01761100923700725,-0.012313393993095199,-0.026274616393564012,,,-0.004813729327333767,-0.011520451182417303,
NPY,0.10346490692748615,0.03957602579565401,0.0405347864423111,-0.02546553650670548,0.06436876554642773,0.023060462186928674,0.06094157407397203,0.049506428609595414,-0.0953789808155936
MMP2,-0.06523446146761344,-0.02385247536796755,-0.03054176947541515,-0.06830816566531907,0.04074130466644339,0.05138108400354306,-0.07494071662355245,-0.05671993126364977,0.060286682871354295
PPY,,,,,0.0028580901380360004,-0.01738705558400835,,-0.059738070784362,
ALKAL2,0.02069023232305338,-0.011339248148045685,0.033496349829300096,-0.028655276637300785,-0.009038882673643946,0.03732065711265714,0.0034756342439071584,-0.0761667702681915,-0.07194219958922127
CSF1,-0.060895759966672854,-0.07299164775394973,-0.039964797059855485,-0.05706706612527484,0.04528873663354882,0.02036515727500866,-0.057706178156937286,-0.07280713597032651,-0.02167031286064437
SEMA4C,-0.035045727061391044,-0.04580969403346068,0.001972704424486621,-0.01626024826031017,0.02021727369032768,0.02652646895540672,0.05053174295952494,0.05232430722562539,0.18715503068387235
ICAM2,-0.04166320558607837,-0.01018151661534126,-0.019117960826739427,-0.020643676496950716,0.011470104865061415,0.06446455295388802,-0.08249667420929749,0.06383429089453523,-0.09059611113261427
SYTL3,-0.03674887245773213,-0.044448482524131666,-0.027739891076809933,-0.05807028892169717,-0.04472627336977298,0.04914452707613931,-0.025233453375707465,-0.001438124987668916,
IL1A,0.03255414798435765,-0.027506708296479995,-0.00016200303812723653,-0.048237926935727274,0.03310037252241027,0.006887510706829913,0.053278712901732646,0.06694381839891161,0.24436296206077496
HLA-G,0.014833380571351897,,,,0.0624342952314482,0.043840150797990106,,,
PGF,-0.07240430362974308,-0.06566606216285825,0.004584803719226137,0.0026083184677322363,0.020260647089878896,0.09579300384875973,-0.06350454253877864,0.06009675339799733,-0.024999969331053265
LGALS8,-0.03451814471328924,0.033411112282377184,0.019786702727167923,0.03159614988118269,-0.003690546808322755,0.028289465343628164,-0.04337727475919162,-0.026031663160446538,0.05918951878814252
DKK3,0.16881494362119262,0.11696927913512854,0.0034071286143414693,0.16049145942807616,0.0070832048798221735,0.0014311553916836253,-0.0037452492197949717,0.0860036923151352,0.0072427086604834575
COL16A1,-0.041199151906207813,-0.052855281798336276,-0.018768416090929264,0.03222411902481584,0.003967858907604192,0.04678655365266487,-0.023336973651969264,0.05602777061175717,-0.0360337167678965
TPH1,-0.021873483035987573,-0.011888432599213237,,,-0.02985232606724708,0.03150759816884616,0.042490305485830736,-0.04772990735744973,0.007374886403745305
TNC,-0.10566229465170474,-0.09217115831857565,-0.02796657949406798,-0.12217445461238638,-0.03878008105626592,0.06674167611032114,-0.05544239715354241,-0.15205730548987376,-0.12705232011087036
TNFSF9,0.05788844098581844,0.09272536448615491,-0.006707621932192316,0.033208520350388564,-0.02871432631250861,0.01599349657292324,-0.059876705334301714,0.014840562780453068,0.005978274539956219
C4A,,,,-0.02835111022962933,-0.018580599896297845,,-0.039777900725814934,,
CNTN2,-0.025707043049918665,0.017232091580388843,0.06667525302778678,-0.13591051793402784,0.009228476242801792,0.03464057014220807,0.016781387822726482,0.11975805818698677,-0.02707916992892862
F7,0.14418704430385446,-0.010000797997170371,,,-0.004485419069285968,,,-0.028782710262889463,
LUM,-0.017006347986362975,-0.07137798318112314,0.03221881553763723,-0.08138672477205842,0.038252506755476555,0.09938097020359837,-0.08360612831846528,-0.030409696227793524,
BTC,,,-0.044585972501864274,-0.018286645044816315,-0.01693666149335392,-0.03010309430459131,-0.0032694601879799845,-0.022960108146856784,
APOC1,-0.10510262029355648,-0.10543854520904242,0.006542889447730761,-0.20896977393424296,-0.007350189853718398,0.017273386398598572,0.01688289914616242,-0.059710252184579427,-0.07438245626485769
PKM,-0.02001607847560052,-0.025809904072121408,0.06023152485305941,0.15427645366605325,-0.03228985100374802,0.0005993404903187706,-0.04620249624999512,-0.18042769280217133,0.15663532911729905
TNF,-0.003232133999208903,-0.014677411997984145,-0.01800190988533362,-0.06460735591683935,0.0889016036123758,0.06048716370259014,,0.09983546854145998,0.0958104543897603
GNAS,0.09449372126933023,0.07795622861561637,0.024634741820190716,0.17070563073861428,-0.024395465430088487,-0.04908696032035095,-0.08863225283702818,0.03758448891436961,0.16079138849400057
BMP8B,-0.10087066681720344,-0.03180297357912929,-0.01195308312750515,-0.038930197897603054,0.011724378710384523,0.04013998662880645,0.04141388135451511,-0.01410231808330456,0.000570184239205442
LIPH,,,,,-0.016689429927952533,0.10109910655862504,,-0.002364137542924667,
CCL28,0.006312573810248908,,-0.014137973356706576,-0.003899135547852344,,,0.008484714493756092,-0.003361065078078469,
PTPN11,-0.027063824104288932,-0.005792078450087223,0.01118884767211859,-0.09112378235262374,-0.006416154942333925,-0.029379101188566438,0.0013242716128367186,0.0001264914367521155,0.07685817833954113
ADAM12,-0.024643497933928317,-0.06192679476471791,-0.013663472355933284,0.02032334708417406,0.007538802078286473,0.06721725686596253,-0.08870092071848197,-0.08651786162279053,
EPO,,,,,-0.018125147128578753,0.011159773502810147,,,
EDN3,0.0007291133581930222,-0.01772000284064733,-0.06093593380026884,0.18148281167380986,0.06400814310675466,0.07312619344835068,-0.03125919192008122,-0.010195116935734178,0.024460363990657426
CCL22,,,,,-0.020513762711619254,-0.02182054022724897,-0.034130941541392144,,
CCL2,-0.0570622998005937,-0.07812213151944451,-0.017501558555350526,-0.14520852602209144,0.012223029185478096,0.042442082805428265,0.011173850290072403,-0.15723514122785517,-0.0693768167230134
DSCAM,-0.0895195398170896,-0.05244831487967593,-0.005763083394548003,0.05239807701553233,0.0394116233322784,-0.01948226288660764,0.058878779800019154,-0.0514513882421418,0.019715824298984084
ANG,-0.03514011027563876,-0.046029698304367754,0.004968275625671515,-0.030648818670997544,0.012528855588125784,-0.000528693807423908,-0.012462512308114607,-0.011279401289792431,
FBLN2,0.07384547896798468,-0.019337173225937955,-0.03587447059476022,-0.05150750663793767,-0.007014890255097934,0.03304286090200033,0.050356001764090004,-0.06519399729089674,-0.04691876166353186
VTN,-0.02187347588333889,0.05339190744609841,0.012172019300670142,,-0.0003305134356075863,0.03127931712840988,,0.00643411996146074,
VEGFA,-0.031776353717065754,0.008796024994294565,-0.01940447796030949,0.025563990339977326,-0.04691011025826745,-0.07557853684755965,-0.01716953886880088,-0.18281822253630253,0.05154521371130627
F10,0.03473526173267898,-0.016261510816443545,0.005794271044971277,0.01719429633031195,,0.04126918010944235,-0.029529692140109625,0.03048434338002672,
SERPINA1,-0.04040583032776654,-0.07581530406688254,0.014535342301129836,-0.13795740473929785,0.024543293680640926,0.041427876437502176,-0.00358823915738342,-0.09322748164288149,-0.004951323537264998
VWF,-0.013053159640587127,-0.07346505360124035,-0.06204699371019249,0.019060750856680832,0.02585213238521089,0.1097624370008938,-0.09036198267128245,0.15780270955270573,0.06273979452816433
GDNF,-0.034046913321564565,,,,-0.045695734964563,0.038168005778755745,,,0.01065529239425307
VASP,-0.05188847592309333,-0.010781360882898144,-0.03471756579329478,-0.06295141922838983,0.011937285819177183,0.05175080957140852,-0.05500887156430419,-0.08238026500531025,0.024958636237994988
ADAM15,-0.08613512432915593,-0.050536418391950604,0.01134651139341162,-0.09810805951883092,0.016869687610630315,0.01850817337398577,0.03821440754990383,0.039947966417159655,-0.04284426957048222
WNT2,0.07161005746824252,0.006932248666353743,0.019156191997403763,-0.026158802832162136,-0.02248244566812762,-0.024506465897298244,,-0.016197047346851356,
CALCB,-0.022171107786254952,0.12689816190888525,,0.01316794714963897,-0.019676252110562165,0.02946572225191529,,-0.04945706690711726,
OLFM2,0.024772227365721808,0.021879433680011714,-0.06798302182043399,0.03807296634977657,0.030095470493592225,-0.028563150972558973,-0.016016506982708855,0.06140467821160432,0.04073778938490672
MFAP2,-0.054880765428110434,-0.051122034015418406,-0.024614180878685468,-0.031041518885169248,0.016456500270943305,0.06854749181762142,-0.05363071253408251,-0.0152689491232732,
HLA-C,-0.07719470148646722,-0.08331370185841457,0.03915446355221953,-0.1789121486903768,0.019430254213038355,0.03763118322851016,-0.07105332081017834,-0.035940081690470006,-0.009851428433764343
THBS1,-0.033213422688985764,-0.025426828494355302,-0.0024797538057746336,-0.08097260280968271,0.01976274188456526,0.02837644375318997,-0.014062640621768083,-0.11682908558915539,0.05464216513668467
HSPA4,0.014220661354144171,-0.0594567377538661,0.04685384422781136,0.016358878165840432,0.029546706863110256,0.006620073555851612,-0.0069661280199738605,-0.0022073163567216322,-0.0769301695549705
LMAN1,-0.008151285633294631,-0.08854321601668184,-0.006209685610282117,-0.032268548317987124,-0.054665269343597875,-0.004731567172766365,-0.03495347754932161,-0.1439123170337084,0.0018658508259777264
LYPD3,0.0006801929267231392,-0.017149556877886666,0.04245406157904721,0.0031180125169227094,0.011869346135793915,-0.04566094199236062,,-0.03467110331808335,
APOE,-0.05329323370068991,-0.039923997679938164,-0.015707610008416254,-0.19638985266603773,0.018002717702000483,-0.041046853412318146,-0.08308693017349739,0.04186165559094737,-0.11931283154070065
SOSTDC1,0.04225341581893393,-0.030641896389864014,0.05503559622342428,0.08874495256176156,0.03631196566170444,-0.017500139185154105,,0.11776382138471717,0.1263852382864884
ANXA1,-0.1069717170291351,-0.10593344425217148,-0.03467401721990587,-0.14003310861233212,-0.032487586350646136,0.03813099639782753,0.0061002835871442765,-0.009783915628739821,-0.027769243916322104
WNT2B,0.0005666420169593287,-0.041274887360776585,0.016950134728836677,0.028791018900991696,0.06712426643042818,-0.04740922350481567,-0.04510101495911707,-0.013505671371388927,0.001603385411871562
AMH,-0.020032103869994156,0.014623436235876227,-0.015901859044570702,,-0.021614009177603494,0.042640415018428426,0.08745631634228589,0.04513445412517794,
GDF10,-0.03720942434456829,-0.017813543110258463,0.10304638244520205,0.1211566744188705,-0.027949083558360344,-0.0031058154211483606,-0.03470305371815558,0.009394158872775856,0.1288857146318397
EFNB3,0.07620934259533421,0.05361557997658607,-0.0287863038340696,0.1383069033151763,0.02410123199345934,-0.03489150620651068,0.005151902173984767,0.02048971260207449,0.043482577196523056
LTB,0.00934887388875809,-0.018091684531850043,0.005285137193402124,0.009148226121610478,-0.02260749432003121,-0.03637378551548491,-0.015056821297099456,0.030552843892451716,-0.057406450613162636
ANGPT2,-0.09636167390800805,-0.06813144506136053,0.005408923707725181,0.03821602253693822,0.001320868586715426,0.10263394883771094,0.010071432571938111,0.04113811622307143,-0.022407604744431743
NRTN,,,,,,,-0.0037172707266977644,,-0.06800244552135243
ADAM17,-0.056872969369022856,-0.07092190340282824,-0.03301815270255588,-0.08334582403622874,-0.04044516250903905,-0.00792647753856287,0.03404843100658871,-0.04571049326094967,-0.046021790582335576
LRPAP1,0.06043413293077772,-0.04971535974962476,0.023070324426708595,0.05394365302536707,0.01644234129898797,0.04910517082766303,-0.0057760462896931895,0.019425787361055085,0.030726567724561553
NID1,-0.07272959977130067,-0.07720791188016085,-0.02331775793000212,0.05938114495947226,0.037779182582006396,0.0267548943001328,-0.1118442677649481,0.03633200940984026,0.21062850796987784
MST1,0.004010430539495638,-0.0690231038569281,0.013856365034084783,-0.04655963342509383,0.023323909714944753,0.041823542326538385,-0.0010223044036522795,0.034553233679884277,-0.0446806156820062
IL13,,-0.011198014753690574,,,,,,,
DCN,-0.0026033455410777954,-0.036706789797850574,-0.05744157461438609,0.02321069888836349,-0.0015992914661697726,0.03388843130629428,-0.004355787783865883,-0.036295995573118904,0.05628903088651141
IGFL2,,,,,,0.043964508480176676,,,0.048301129838538764
COL7A1,-0.03399844068062545,-0.03895662141879848,-0.02882775755459709,0.0012559394861286785,-0.02738835406076245,0.011057984493304888,-1.8017360054613298e-05,-0.03477957365715519,0.07648610526786621
CALR,-0.11907542204416599,-0.09309702227456486,-0.004923020928299692,-0.07749959482156425,-0.03339965272331767,-0.005602986945069558,-0.023678986961886236,-0.14958366486423036,-0.01037717779916408
PIGA,-0.04105961033960048,-0.0012352140133183235,-0.03453108846577918,0.013853892723525461,0.03196602027975039,-0.021452108865808558,-0.002662550498967885,-0.0509846786545763,0.08000268588239362
CD200,0.08681861615812629,0.02617338945379826,0.003955950441428085,0.07543250948001953,-0.0122186290300799,0.058681854333107235,-0.010026766636287831,0.05701024732964582,0.034827221693567806
GRP,0.0596377093348461,,0.04023655798286107,-0.029531788633243964,,0.05029231721643402,0.016650608037106693,-0.02761079927021106,
CDH1,0.011147766757832432,-0.0380577378357685,,-0.006048075498442615,0.04851548948325548,-0.018606748597389363,-0.033429092821391566,0.02747983258064938,-0.08213878457142515
LPL,0.0025799306539541415,-0.07994886366303129,0.013591841864070973,-0.0023677703357884495,0.023358341136567384,-0.0062063205977345446,-0.08913545499067793,-0.16365910905366726,0.04255997443763699
SEMA5A,-0.14394831522204043,-0.08828323659694973,0.013701054793474866,0.01046446197139428,-0.0030507469846038954,-0.012197783445938519,-0.09793702046619512,0.049482898837272006,0.0466824192558959
SEMA7A,-0.04849676047971325,-0.004014855172533147,0.05854899242357282,-0.002465483435980762,0.037260997740461765,0.018978473571167734,0.04153108965171213,0.05821525738685354,0.08004230124059165
SEMA4G,0.0013678804859040923,-0.036724227750455904,0.0088463930781186,0.03889299538964518,0.021724216920837078,0.04944619689769434,0.0222026227377877,-0.020554997220840227,0.032879933704095976
SEMA3B,-0.05845004900533726,0.04449656577535753,0.027257967891307477,-0.14877642966518537,0.012340576371453162,0.03254571032526273,-0.0020419770881140997,-0.0472625643503887,-0.09718897846430444
RPH3A,0.06828275211419786,0.07166566355955234,0.0008578141513030957,0.12628053915087925,0.06498685667088593,0.05134488805412572,-0.019432128487163452,0.007928245538659971,0.12411464482780321
JAG2,0.0325399869395897,0.025741000804968623,0.020009715656147932,0.14553130744028286,0.0054796127797834306,0.043518072444155564,-0.061796407036912575,0.0243889899500083,0.06212121148420231
CGN,0.007355560269516601,-0.02938893127988144,0.004412266256229308,0.008876499699624502,0.0994384945022939,0.06037792899140878,0.0745794295865084,0.05766311149929814,0.04102648302338812
GDF15,-0.050104547727225085,-0.04934115231597301,,-0.05425186748693409,0.07867420080567482,0.027321761726359525,-0.043504331427900673,-0.1336770529209323,
SEMA4F,0.06175510577513505,0.0011743737603492283,-0.03149374946552596,0.05945627713344604,-0.009282707018396546,0.04799016899814298,-0.056156420622262435,-0.01984903819273552,0.07251414459180368
NXPH1,-0.05674775377537402,-0.0038540687753680254,0.03241550419061438,0.11518310290134949,0.06580676318712156,0.06211188399926335,-0.054077558058766025,-0.04753935894125666,0.15705303246228097
ARF1,0.059383778177633954,0.12264976147866982,0.020621875794941485,0.15801136849408534,0.025821252564488806,0.026449825041379063,-0.06337647710470314,-0.034167716511044534,0.16903202938897688
EBI3,-0.003916608478445236,-0.026081473905981072,-0.017832365899671895,-0.10681476747163077,0.004088869759743838,0.030453041890095983,-0.0307591245543744,0.0032344599765873634,-0.003942956812580178
TIMP1,-0.09298790069400847,-0.08556990945004543,0.016909766831871835,-0.13227617668633704,0.0029239516087413288,-0.007081613719226549,-0.07076858501229288,-0.17136014874211217,0.05825547954572844
SEMA3C,0.0100165913537693,0.025229570184497462,0.012825241076030437,-0.029531589636602268,0.0021412435161545437,0.024316412483829423,0.008113884980514319,0.02482827138701807,0.04350837216265315
GAS6,-0.021890822905256832,-0.04107684118507177,-0.042863442030372685,0.04748901438659179,-0.027669646054651262,0.017440640731726364,-0.003306589583978616,0.015441614858218454,0.13287888229347936
MEPE,0.022051617822062435,0.07084513630982976,-0.012742057644237166,0.08365794521821478,-0.03136762083205055,0.05291877005907178,,0.051194338644901805,0.03960950658264169
SERPINE1,0.0427630612767349,0.051746761981974525,-0.007311442583112705,-0.00802180888457205,-0.03510501198766687,-0.030300718842039887,0.001590656608235869,-0.16392650186963603,0.10049804612238278
RSPO2,0.013848913013496588,0.09412476020178887,-0.0008290565742237109,0.11428781588365305,-0.02534523349793069,0.043959684961352156,0.013916114459265709,0.13361105230506748,0.09535179549547343
SHBG,0.03697490301911544,-0.023733540264723452,0.0005763626648027042,0.013237484214552816,-0.027158507000566344,0.0023444347188516157,-0.045945677690396806,-0.012353260251402034,
LGALS3BP,-0.0732705237882463,-0.07997976169718661,-0.006527207491645689,-0.12239000542450994,0.07390354829494496,0.02370327586563743,-0.04837355810192819,-0.1500606406403604,-0.006137479010422497
LAMB1,-0.08137820370199192,-0.08635761319193656,-0.023395090784882083,0.03034921338814009,0.00704815298070905,0.04718860416180658,-0.08124235680604436,-0.0007145682123705438,0.011965290600627478
SPTBN2,0.04551482555570545,0.015318132038911084,0.0025583623565358254,0.15096530583077464,-0.007089083579170874,0.009134062197238746,0.012510092658694249,0.06366504676709629,0.08752898428257871
COL1A2,-0.04659224153957783,-0.04206284908134481,-0.06189030962719427,0.0142300830503548,0.03483268737946663,0.0555910270716645,0.005709141147531699,-0.08669252578534996,-0.02134301078352684
DEFB1,,,,,,,,0.037451054155285934,
WNT11,,-0.010910383960166447,-0.029074107433322425,,-0.03872214158181284,-0.014771076020735035,,-0.03578183312713208,
LGALS1,-0.04595204996695488,-0.06993672463199431,-0.024415651761460964,-0.11112741274905662,0.0011675932635114158,-0.005079206479429036,-0.021606867387452187,-0.13001434233549147,0.0388550317942007
BCAN,-0.11924522656590206,-0.10638432664034274,0.0017002686120114008,0.17562868598305403,0.02674290572961254,0.00303418446266233,-0.0040440869743408065,0.13281105676720886,-0.08581087734325558
ANOS1,-0.0540992244465721,-0.04510115470618132,0.004550770310670461,0.006683975411061049,0.09104142504105103,0.023612820372307216,0.020172629047289913,0.1495254329237398,-0.009901897626266554
EDA,-0.041867770832627854,-0.013045146335467913,0.0019980499303731375,-0.033188241816742174,0.012519768717193276,0.051476845122526003,-0.02959605517227069,-0.002160478577164664,-0.04855287356759952
FGF22,0.008593608549492388,-0.010000802488879898,-0.017370981339567555,0.06837421401132054,0.0029260556745860293,-0.0225196211304444,-0.01055370342909526,-0.017660647062012827,-0.08147628323832588
SHANK1,0.019939355341245617,0.1885920885283625,-0.02174689722614432,-0.003359200617347983,0.022479936111824986,-0.028656296592193077,,0.06620679044833594,
NPVF,,,,,0.0010282679044501194,0.09841459481173595,,,
RAET1G,,,,,,,,-0.032953375840254366,
TGFB1,,-0.021667823898286705,-0.03369903373588998,-0.08654923577484486,-0.012508305336814506,0.026632442218577905,-0.060771967174845704,0.04335932498347015,0.006512107126860552
MSTN,0.0005590848439856966,-0.01922645793041449,-0.0395084820385364,,0.051577742432993776,0.0977555097528827,-0.038689786445685936,-0.044559791617806065,-0.05913892014543663
WNT4,-0.018774529535842632,-0.01133925084604292,0.04553073891183961,-0.015757445333350724,0.052065331337203875,0.032126227041372406,0.11353162250180501,-0.01949893888725702,0.11910466113734298
TNFSF4,-0.007847809085096002,-0.01799938112143665,0.0012262213052207792,-0.04519769598657177,0.011333969797913311,-0.021765523632011806,-0.015349407766204077,-0.037691326374517276,-0.019158063090162155
NTN1,-0.1081604328149501,-0.04707250865893018,-0.03140920175290522,-0.001037700169120307,-0.006783773718569321,-0.012436203850411052,-0.033119063997652715,-0.010389345761339798,-0.042331409067773405
CXCL12,-0.03788159425347129,-0.0310114562070763,0.04572062305710912,-0.09901691415276916,-0.017448704734443717,0.012816442203355177,-0.03545498573428874,-0.026449460097199725,-0.0640580076635724
GNRH1,-0.019671067578079366,-0.02783735328499331,0.048020254667909816,-0.012539727055467673,-0.021596738792437058,-0.027904188027546847,0.011479131927909428,-0.0010459227882512075,
FGF8,-0.027490529545145314,,,,-0.0036670299073080976,-0.02809701124690205,,,
RIMS1,0.012359804389438487,0.05251197970002425,0.009129983433976436,0.11869407159823127,0.006938966223919243,-0.0058661383866414315,0.04771521285779394,0.15640557776069666,0.10554737752726594
FGF14,0.009440082575823594,-0.05477335455712112,0.019800004274166727,0.09264694147057281,-0.006032882353637732,0.06476229409326681,-0.002089488717929506,0.002654612580358786,0.18065576400639766
IGF1,-0.017759517230593765,-0.012201192795142863,-0.009290260305298665,0.04727499856650378,-0.009668466507482255,0.02847562163301492,-0.05785740847709065,-0.032943694952535164,0.014922057395150798
TNFSF10,-0.0007961389856510188,-0.05220325158885341,0.019463530369585275,-0.05582099488952802,-0.03553087763099143,-0.00728093242045799,-0.02817165428624369,-0.013289460937835021,0.03084050223210539
GDF5,-0.02275531441357415,-0.01762603804675402,-0.017370981595849485,0.013117532460214753,0.004208699582913146,-0.02408081207670246,0.002170219303427401,0.0306402389259089,
CHAD,0.000906229972084872,,-0.01459780692377437,,-0.018874861432016322,0.035096192330574545,-0.030179648684912404,,0.039983984181778676
RGMA,-0.0715453441960616,-0.10127327475299136,-0.03178972998029884,-0.05516718823242888,0.02270199284136031,0.07299366967177381,-0.08184305069077588,0.011021944087760048,-0.042938459088512355
CLEC3A,,,-0.03449501163957434,,,,,,
WNT16,-0.012188810445658126,-0.02862018551308447,-0.0239233051475487,0.052216875058799246,,,-0.024931603629868418,0.014358723905454866,
CX3CL1,0.03730365877851778,0.027476872752948474,-0.01369218444086334,0.14348617545265502,0.04510727464116233,0.0966627539867661,-0.059234550391263546,-0.027246694652849734,0.09404953346456166
FGF1,-0.004847060180991967,-0.02464980321252641,0.012181238957936153,-0.1643447475451544,0.07557748614567995,0.04898177436827484,0.022393816695157297,0.16929280385225504,-0.10999649887113959
ALOX5AP,-0.00484017415090334,-0.08249536404662977,-0.009296905732383811,-0.17087439106783658,0.03979986032138008,0.0025274114855875105,0.02289403200056093,-0.06789172581653569,-0.10662827354380822
IL1RN,-0.027002595035605533,-0.010157768020592107,,-0.05521706196559348,-0.04676318390747807,-0.018358166969732335,,-0.02693493984403069,
PCSK9,,,,,-0.01789337717983447,-0.021582870713924354,,,
FGF23,,,,,,,,,-0.04123954471740537
NPW,-0.013972995512426345,,,,0.0016532209566257085,0.005017659782929446,-0.027844413335357376,-0.03300435723192793,-0.045861070028115195
CXCL9,,-0.012285235193504454,-0.01737097875703491,-0.02794734686621392,,,-0.03266198448616548,0.10212351144993384,
ANGPTL4,-0.05811962667336904,0.013190255150170001,-0.03570115161578429,0.016005180996282307,-0.05284500697978909,-0.009346313656922801,-0.0031021061662904244,-0.171560053484197,-0.0690048257797525
UCN2,,-0.010763848867392825,,,0.024595371672563242,0.018202027013346438,,,
COL4A3,,,-0.024990686083684776,,,-0.017078965962580985,0.010651838427789025,-0.0395016116814947,
NRG3,0.012434540500590853,0.044884608445497284,-0.0434822001918009,0.04574315952191698,-0.05991779456461942,0.017937067947176942,-0.028672752814735736,0.0819251848923919,0.01811442361618938
IL23A,,-0.013167852099338326,,,0.05542047183892019,0.10628744885854076,,-0.03272717620921091,
COLQ,-0.04901900207795883,-0.03794065162117327,-0.023142663991965868,0.10105630005060226,-0.009029193172992953,0.048285779498075526,-0.033264002876049074,-0.058684940917880866,0.060822738184807344
SCGB1A1,,,,,,0.076955686054135,,,
TNFSF12,0.010176819471518828,-0.07322563526865092,-0.003146075111422485,-0.007048750028836519,0.007210370563610862,0.0036059359750272705,-0.020720950562868608,0.018529253637697148,-0.03237672778027076
DKK2,0.0005481655530112987,0.06352679000499047,0.03630279029454541,0.05993155965863813,-0.021121882088663335,,,-0.025890634083635185,
FYN,-0.11998332194706716,-0.09546119486450586,-0.07129587382411985,0.10256008706331428,0.018276191524758796,0.012766512834002928,-0.05195301800578946,0.07566199375941614,-0.052069509504579586
ACE,-0.054646675927634676,-0.05585740340424724,-0.018125662602579116,0.06092086824765967,0.04376518721965678,0.10249867220681379,-0.016822034493685217,0.06839333280388675,0.0597193361177722
IL18,-0.06875623510706858,-0.07983635304111528,-0.02903167156589822,-0.10937090135437848,-0.004631133257441577,0.06951835537106041,0.004733479298819057,0.047547509346630025,0.025635133012491693
PPBP,,,,,-0.02190871193463603,-0.025549209934094316,-0.03205761691190179,-0.02369879344359793,
CCL27,,-0.016160201804007016,-0.012313393993095199,-0.034215824306522036,0.016676660176509855,-0.027072775355008776,-0.034418061707142095,-0.022443176499076217,
SERPING1,0.011479765853584128,-0.05963315573874684,0.00417919492302401,-0.09716326369689411,-0.09078880308219135,0.0279923735592706,-0.058607883166586536,-0.10209139553927214,-0.03218492707568829
AZGP1,-0.05152892733062254,0.01503771179181777,-0.011249724168676986,0.03372301041945292,-0.07163873530572923,-0.01783979565773963,-0.048702736328975316,-0.0647648947281403,-0.0182351339680905
INHA,-0.03561267696002465,-0.025809724604355273,-0.018971191748770176,0.059274942606318534,0.05737948572688627,0.06408467909960412,-0.027844413170316946,0.013133232522557369,0.0702623399845243
