,UKF248,UKF251,UKF260,ZH1019T1,ZH1019inf,ZH916bulk
PRG4,0.02420768029989363,,-0.013470528494382164,,,0.06125775871407754
ZG16B,0.012733535328365074,0.03574083239248473,,,-0.0315698465997754,-0.014791873027750943
TGM2,0.0025186753083087563,-0.027405785006063218,-0.016181538008040255,-0.02179497297684255,0.009897835430358505,0.05463316582020365
VEGFC,-0.02781361723298381,0.06087449054541231,-0.02073560705451553,-0.06306815802638498,-0.00700355327369808,-0.051939730282299666
WNT6,0.03784811751402859,-0.012203962812672341,-0.01856109139622763,,-0.03002292782280296,-0.015284442719806945
NRG4,-0.01341589192081499,,-0.019187006265061417,-0.007088455338635664,,-0.02298545753913617
PMCH,-0.015462537427398683,,,,,0.03909061111826911
COL9A1,0.030560316723830316,-0.01884988546227519,0.013323570784390205,-0.019741702371786296,0.02405084679238104,0.0030870371729336587
GDF11,0.026461802913719405,0.012042299875558177,0.03209200117699837,0.036155440030686395,-0.015949044760324976,0.00861311973262908
IL24,,,,,,-0.025696976878244255
SORBS1,-0.057698897580179855,0.02280941660586101,-0.0053846310322121175,-0.057981765675232465,0.018777985469153696,-0.04909962474568331
DLL1,-0.010254294481715031,0.010582972629976588,-0.03989794912914038,0.07329284962197372,-0.04792905991312771,0.09340942138155493
TLN1,-0.08321563070652184,0.007551212972070093,-0.05481775771133905,0.007539651005701878,0.06100309663469101,-0.04505211272591889
COL2A1,0.04019438779816306,,-0.012031225448825903,,,0.07612494343106266
SHH,,,-0.03049997052258238,,,-0.04188205156380645
PON2,0.009128833098919426,-0.07753183846403838,-0.01119294033483364,-0.13029027677494895,0.019006089899701137,0.041150497265653896
ICAM5,0.014615673050111603,-0.01570924095177265,-0.03190674148304026,,,0.18116882972903978
HPX,0.014650904771982436,,0.04371758868121314,0.005905501060736117,0.02151852474365141,0.10224367736946918
SFRP2,-0.01936567035471397,,,,0.07361660010801276,0.03169556652716657
CFC1,,,,,,0.02871480849112271
CD70,-0.03538060038091403,,,-0.032212656670477,,-0.010911155767543475
HP,0.006952103986087166,,-0.018661967139869787,-0.057882438167929644,0.014580880132922393,0.024536875628899578
CXCL2,0.017017384163922792,0.047006283479037514,-0.003138339484357515,-0.003271712818181194,,0.0555609378135244
NPPB,-0.01879168031422333,,,,,
CCK,0.05331917410322544,-0.02324247105492172,-0.01898857401749598,,-0.03929257615390421,0.006114366430799165
SEMA6A,-0.04243942014276834,-0.006664730405263633,-0.058866407647868706,0.014188303232928901,-0.012703701778089962,0.05290508532060928
IRAK4,-0.04305680957884705,-0.029667146437190154,0.04019325802224881,-0.05856731842349781,0.0031306312305761047,-0.04664767251199191
GSTP1,0.033534853444975705,0.075415924247373,0.017992744434007113,-0.015307877468954852,-0.000480578825128748,-0.05992974008883547
VCAM1,-0.01738566652557065,-0.021879209692427123,-0.012474438674515724,-0.024110788581501504,0.008423102754306187,0.018910155956668704
NXPH3,-0.011765938884109038,-0.013305091497368119,-0.0018070515052351732,0.0020501869167264997,0.02256333104529851,0.003951018915127917
MTMR4,0.02111540342833871,-0.03101833395927425,-0.028157235576054124,0.032792630514405376,0.004316631341022677,-0.04871960569821274
LAMC2,0.054486407514050476,,,-0.046816271519450045,,-0.02213414067750486
IL10,-0.019193300005300482,0.05538857794486961,-0.037295044106784726,0.09028016517928028,0.0005030952204787458,-0.011156973601140006
SEMA4D,0.00109686356434875,0.018359122712160097,-0.0035398468174367356,0.058046787302200156,0.04196701460103873,0.04239476869790939
TRH,-0.034379705973572525,,-0.011839638006132592,,,-0.009943913964667137
SEMA6D,0.03860070268506552,0.009319705280323864,0.019706373647610534,-0.030261359084630422,0.06341514985484882,-0.013738519663383018
CEL,,,-0.023358372490676425,-0.030046767195095362,-0.026332298759143443,0.08611205696653002
PDCD1LG2,0.01554385383078233,-0.011295311291098505,-0.026324408898746758,0.01924446277442346,-0.012235892534988373,0.06786900290387385
SPINT1,-0.016934313604370508,0.004688970578604839,0.005004176629229716,0.03159995810562255,-0.01435507141027035,0.000786479917186016
CTHRC1,-0.05568534226369844,-9.5614274616754e-05,-0.06113091877722804,0.028646218987881392,0.0917475604305717,0.03789500184115507
PODXL,-0.021232999819318997,0.016146092378984792,-0.020444559535418193,-0.125253807973369,0.04385483820739871,-0.018589068475410076
JAM3,0.0025093221957878933,0.017913723189997368,-0.03418221482674905,0.11745895279938505,-0.13153230932846374,0.03226693078229231
TGFB2,-0.004667934123430243,0.026373520658819885,-0.05224832120424286,-0.04386596847296934,0.1313456074309681,0.012417392511440242
COL18A1,0.005624128596259882,-0.03781423630346714,0.0027927136639036465,-0.02580222107502016,-0.005681667683240352,0.021591979350160193
NODAL,-0.030306100584073573,-0.011754462309317325,-0.0021469069861877457,0.08801904728044233,0.025791920439685596,0.028581953428717492
INHBB,0.04459392684498507,-0.015088123911466024,-0.007033666850573554,0.035757310164152574,0.14331517318687567,-0.06548085555689528
LCN1,-0.014749507447805408,,,,,0.016983914501969084
ARF4,0.019542501123867274,-0.03704067451367368,0.0403656734755217,0.09708647322023202,-0.031072312364500605,0.017071297422227034
CXCL14,0.011520091558797168,0.0022393177571135123,0.0013473722219958517,0.10474799660898505,-0.03806086364792808,0.010070551071405195
LIF,-0.03981001035713494,-0.014874597757844471,-0.010157765083816408,0.050649020943543545,-0.031599949754421076,0.029673314098930103
IL17B,,,,-0.044703732758670796,,-0.01755338568837676
MMP1,-0.020334631628618104,,-0.01183963542334971,,,0.0028530608779104225
MATN1,-0.019365672993751408,,,-0.009141443608266806,,-0.015996576640990058
ADAM28,-0.036161845863050754,0.0037393911646851816,0.017109176278466143,-0.06326719335544936,0.029055014469068018,0.08507902815337337
TCN2,0.004942596873683523,0.03158546014495222,0.011086574213834766,0.04096578260306557,0.03747087562615781,0.0014901769261047113
THPO,0.03238334190184768,,,0.03420455845745652,-0.032563613815382635,-0.02397232451168113
CUBN,-0.050688273779775535,0.06671310863112445,0.06444458664222465,-0.0017496562416318886,0.07932831059853777,0.018929186230904484
TIMP3,-0.07940702181852466,-0.03309101029409235,-0.019167295906175684,0.10352701538838177,-0.03771235442552783,-0.003546227220473989
PIGF,-0.023584690440810713,0.011026983688120558,0.02101237895413094,-0.031255564605717844,0.021625358958433562,-0.08300977177722298
CRH,0.0020580937043967445,-0.014751819203611977,-0.012031227656362319,,,-0.003954555066482358
BDNF,0.007482725125400835,-0.013196370848676942,0.029299192070379034,,,-0.05177007277589031
CCL5,-0.01318057036098076,-0.018699414083714287,0.007334577089755353,0.0916648652195728,0.0067673178269001665,0.06031782991244006
GAD1,0.007708062514336566,-0.004096442899769253,0.014539394901658844,-0.05144863486163248,0.04668088810681392,-0.012728112144663161
COL14A1,-0.024873772268164663,-0.01840840880147124,-0.04620141745801247,0.01697884536202773,0.050389820790051186,-0.010485824961637847
HLA-A,-0.04606107735832292,0.0022622664936836445,-0.08114851291556104,-0.014842814815753582,-0.013944210254827526,0.026525791433314475
CD5L,0.08162580525496405,-0.0063719360842693345,,,-0.03717047031157586,
FGF18,-0.01563600243563181,,-0.01641552925510852,,,-0.02196041202419214
ADM,-0.0021198557499698275,-0.006702078547040288,0.022177310647389193,0.10268474856459865,0.02965668362682297,0.011379796928678954
CCL15,-0.02883148747348704,,,,,
GNAI2,-0.02379759574543309,-0.047571502380369106,0.034965425490704014,-0.06165813389006778,0.012295713797169048,-0.011499250675270804
HDC,,,,-0.018613029095772494,,0.1413359422256864
COL11A1,-0.0019588537413727306,0.06061025145616937,0.0005303808543662718,,-0.020855419474316666,-0.04502816207216846
NUCB2,-0.011211672456441167,0.03632987656053959,-0.0576462486130983,-0.056119499580004194,0.003416864159043668,0.034376475333134954
FGF16,,,,,,-0.015762539599021724
CXCL1,-0.0070588059279441855,-0.01582517413238202,-0.027424119670350668,-0.07391327327954951,,0.030425173989035437
VCAN,-0.05497944840774892,-0.010462475630641252,0.01512703589835555,0.013563944733154625,-0.0078097315070219395,0.022287188114177413
MMP7,-0.05299381247008463,,,,,0.03219975002453308
PTPN6,0.025833412025273422,0.020962485555073913,0.04327150038371198,-0.019782411616189873,0.043608327193817194,0.028332715136384797
PTGS2,-0.01083866322952414,-0.0141231377850067,0.020049881256385415,-0.055378464633312585,-0.01989184184413302,0.046611801443688525
XCL1,-0.018936668178424487,,-0.012589294822682416,,,0.06176670461136736
CD58,-0.015263436455075765,0.010711171924353927,-0.0013310716246762797,-0.08018172903227348,0.03963251745731357,0.01103105346971706
TNFSF14,-0.019080645381260336,0.02346849575932022,0.05205036230453092,,0.055283824637243226,-0.04571743891408904
CNTN4,0.01787079106609851,-0.012920166946754257,-0.02964958845761039,,0.15285077602372832,0.04707479837717499
INSL3,-0.01696375975484208,,,,,
BTLA,,,-0.013124758949015816,,0.13668917477401166,
MFNG,-0.039158529697282174,0.08429830382582196,-0.06038034482964626,0.03550927132933895,0.0018470699533212206,0.02542676362909778
ICAM1,0.004124608983276627,0.015360037853200179,-0.016771408526704407,-0.04226773420554023,-0.007944243383421356,-0.039135428813987544
PROS1,-0.023692298210219877,0.053645172157567964,-0.021422358953735548,0.025199968180068245,0.056932643890473346,0.02327682976680313
CLCF1,-0.015069651040036656,-0.01545624934190861,-0.012377147471129751,-0.03055034869452992,0.04445320000134681,0.042270739492949655
PSAP,-0.0346592514705057,0.022392743023303588,0.012351858757307033,-0.06169567496644941,0.04253263221858473,0.01684972476653947
EFEMP1,-0.08618949219176707,0.049298266918011896,-0.0159302190645611,-0.04614545611074275,0.05377653942336011,-0.047871191022498594
C1QTNF1,-0.013479486656414364,-0.025981741414251018,-0.03509325684504656,-0.04214787765407848,0.03380284810892798,-0.011601095977754175
ALB,-0.026226415249019346,0.037782060753402506,-0.031001818490331626,0.004020076287157509,0.0022860779440502877,-0.02264827047794152
EFNA3,0.03729639564500711,-0.07499299500554209,-0.026444487416613913,0.0644151066194766,0.038898402093239935,0.04907340009761825
DRAXIN,0.02859386915420584,0.012663384514210684,-0.028220091047916288,0.06260803652378853,-0.005512024915201836,0.055054055094683745
RAET1L,-0.013214933599139505,,,,,
NPTX2,-0.02616315059932155,-0.047280777822940545,-0.01959398317893623,,-0.0026794959990358164,0.014261230080727506
FGF11,0.028755702384397275,0.028385397959028436,0.027020406921942092,-0.018773818889325444,0.036043008658675386,-0.05585809382757494
CD59,-0.06755889235515335,0.002096753052510731,-0.01307966394112072,-0.03508750187638423,0.016475057899263398,0.025874384696386123
COL9A2,0.043157755518382086,0.0059353199691594225,-0.039192717414746205,-0.06426430548662965,-0.019177106746377855,0.0431379807049922
DLL3,0.06125063378658351,0.01439825041367068,0.029397478229359043,0.019873478371029853,-0.0116135680588004,0.03678386090680093
FGF5,,,,,,0.0458262335528228
LIN7C,-0.004521698376961151,0.04904120487732578,-0.02315170380492805,-0.05506160145806955,-0.053520811136188104,0.0434145956929819
GDF7,0.04993683812228651,-0.013864258517788376,,,0.11436341468708312,-0.024452888789139322
PSPN,-0.04497502197914593,-0.024979725060878505,0.09937973671737818,-0.031531889827247264,-0.04507631482522654,0.034404009800942464
ANGPT1,-0.018852044662422882,-0.0183769910120842,0.0011335357561084532,0.03690757814002557,-0.04973040537011316,0.02954523243972193
PNOC,-0.03383919175463017,-0.029013572181285932,-0.0024552546930401305,,,0.01962101896901472
L1CAM,0.033366210628420864,-0.023410675518076452,-0.02801570626663941,0.14074269555006264,0.02095906304024446,0.02720045636144787
APOA1,-0.04980146373143555,-0.0016833733390897783,-0.026561991979177888,-0.044204211937446995,0.0012208977024215756,-0.05945515961539823
PSEN1,-0.04686840368741563,0.0185120354834252,-0.0018737154613895283,-0.07625464026330639,-0.02141020441808229,0.020329799239843092
CALM2,-0.023847430700444153,0.011702687464648852,-0.015337581185161474,-0.1188348735399016,0.0022298904350456293,-0.030639297792613984
CLEC2B,0.004588199408508303,-0.011072020176577158,-0.02166769588202755,0.03402376912764891,0.014614206473216202,-0.024797820195381945
NTNG1,-0.015386405036633471,0.038803193856019866,-0.03198808705941633,0.11203097143792907,0.040161567202336435,0.04249048235251517
LRIG1,-0.04991479616843748,-0.00961986962025712,-0.014245407605628646,0.06170765665455217,0.0009355961749733704,-0.03181909134192899
CPAMD8,-0.026550168031517645,,-0.01598416232677294,0.09559468321038933,-0.01740421603385791,-0.01733893088666208
GHRL,-0.03520892408834372,-0.017585314634548127,-0.027070354925838883,0.11073440834501164,-0.005139448421323532,0.018137285007274476
NPY,-0.013185201358002009,0.0021246191164401907,0.07983839430520456,,-0.042106076715971615,-0.047106220713297994
MMP2,0.012847327329141551,0.017133291140624493,-0.008082902326886647,-0.05448406115946579,-0.00735704369666411,0.005135553712804153
PPY,-0.02228298953505697,,,,,0.016941114209360304
ALKAL2,0.030590702978357795,-0.011128338984123248,,,-0.05833541794251009,0.04031814168427166
CSF1,0.006549765178420944,0.0018792718817120125,0.02892887435518239,0.027147921828498494,-0.008182696105658445,-0.010066438077969747
SEMA4C,-0.015375695830599688,-0.003620103975274152,-0.050108828903574945,0.01111392346536034,0.07726635618362702,0.061766237186176694
ICAM2,0.015793299831314344,-0.01673498989355051,-0.04443446984579342,-0.037748365297829045,-0.007248942169855699,-0.011559352699841938
SYTL3,-0.05298745516785365,0.021924711629045933,0.04305479801035561,0.0960293166133168,0.04117320304074278,-0.04457074449509597
IL1A,0.009203283938699802,-0.022205090356834635,0.008716590984653402,-0.025520189405424568,0.06064168050274033,0.008912478773361064
HLA-G,-0.020334627321167024,,,-0.048848094128382036,,
PGF,-0.02548441475695529,-0.03528110204722998,-0.004236908414259143,0.04605359268493377,0.07912739364527721,0.014038793694084247
LGALS8,-0.05058943607747738,0.0764736977525296,-0.01703714617648593,-0.011764033298680355,0.0335563310066779,0.08027540293492386
DKK3,-0.03598208482883117,0.006763714813966037,0.03194738926384204,-0.10941106442622178,-0.03498575058014017,-0.011447242007195343
COL16A1,-0.048865249026361725,3.813176356434695e-05,-0.04741637142987784,0.1320061755749463,0.02807906789807428,-0.007819346529505453
TPH1,-0.014930780768603132,,0.030501882738598822,-0.046816204159785324,,-0.03609993756350181
TNC,-0.05469286600640014,0.006183133079291486,-0.021624272611847916,0.016774797376840792,0.06440726609651197,-0.007969495207845555
TNFSF9,-0.026550165275174984,-0.018609119763996138,-0.01663667026968034,-0.04750189547474516,0.11118818877112631,0.07229082600821048
C4A,,-0.010966479257987535,,,,
CNTN2,-0.043900820222332354,-0.009003778509849463,0.03849701841727728,0.019785416132716817,-0.03662996134464399,0.03754013531609416
F7,-0.014566101921922868,,,,,0.026179347102520626
LUM,-0.010707885802572273,-0.01616840714201793,0.020300569905199232,-0.07800600409419685,0.05545870096344965,-0.03145493341773032
BTC,-0.013214928094694944,-0.017160592289648075,-0.016892930697046955,0.04798963644199378,,0.0016046504331972769
APOC1,0.03186093664776917,0.08457009618089295,0.006485832495118763,0.06509512014767495,0.15547424812197688,-0.0025700779588121434
PKM,-0.0022795517319692594,0.02578996183613102,0.037152080470645006,0.03590039462200205,0.02782602462699353,-0.04083022767709075
TNF,0.03133106073301851,0.0020342677064072775,-0.011716695014010703,-0.0527800385342196,-0.02376592811705431,0.04220559763490223
GNAS,0.04988476544883926,-0.030679296474773573,0.006238426839258249,-0.03533799861368959,0.03636263534790493,0.023112744210114517
BMP8B,0.018907585886046293,-0.007519414468452744,0.046908865700126846,0.05341355381895662,-0.011187418642092157,-0.03994297629076349
LIPH,-0.014930777092761641,,,,,-0.007544137906576787
CCL28,0.010669856915697482,,,,,-0.02523651073286909
PTPN11,-0.006497329009059744,0.0469280030903772,0.05256328617233393,0.0074328003338492285,-0.07938542695302889,-0.006167224395691587
ADAM12,-0.0701141425105094,-0.01305895737471271,-0.014846894133064448,0.025460537788083555,0.050498281775549485,-0.005017927298163591
EPO,-0.02006210988131272,,0.004502995905676711,-0.04968788420860607,0.04253324616563557,
EDN3,-0.0260087059972833,-0.02325887949509222,-0.01724851478910137,,0.060896686561467094,0.16726177409734605
CCL22,,-0.01386425818205983,,,,
CCL2,-0.10606449919045928,0.013682858541600307,0.001943475834004652,0.02142200318818047,-0.004346771148984266,-0.08065340811929532
DSCAM,-0.060630387553505305,-0.012065193184569101,0.06413824741378,-0.014357165439084106,-0.0681122942862658,0.0007105314225994111
GPHA2,-0.016641109741904917,,,,,
ANG,-0.0075559147631398095,0.005886810319882947,0.006235537497186143,0.07169892501608137,0.08899986129026514,0.0006683605727252322
FBLN2,0.01943421016784998,0.0006056541388818711,0.04066123381762596,,-0.058635407444973205,0.044576493807657075
VTN,-0.015367378135097844,,-0.016975008355852035,-0.042693046916549744,,0.24966731311535773
VEGFA,0.02458220499626288,0.069105048222569,0.04942868743432579,0.06303951099439506,0.03967569655938615,-0.014664903189809295
F10,,-0.01582517381240415,-0.015837970053113482,0.04548977352813807,,0.047660464451323534
SERPINA1,0.02376626877988244,0.0009700687293645148,-0.013800180510602573,-0.06876854929473056,-0.004398396537411349,0.05020046229328874
VWF,-0.015096150863622263,0.010131676836910877,-0.02935579078048394,-0.03636010188943655,0.045317508994614564,-0.018942148593196456
GDNF,-0.02338267846371821,,,0.014062799353986204,-0.036291158381705636,
VASP,-0.03868933707003684,-0.00656496130109003,-0.004461660452370281,0.1123604391174826,0.0032184766729503925,0.0354757778288828
ADAM15,-0.03509155231378316,-0.05927720046733033,0.006190625603463465,-0.025815431417043518,0.010498456846292704,0.023372142876391472
WNT2,0.08209082311289093,,-0.013640305874005183,,,-0.028023389452654958
CALCB,,-0.020057978253745366,-0.020504059435268437,,,0.05069055536241979
OLFM2,0.033962948040428646,0.038119058595682875,0.025814718054102317,0.02400177022542489,0.004056447172808032,0.007267472169183676
MFAP2,0.043865597172804735,0.015008714291806079,0.08192767906554847,-0.053909809292012605,-0.0322793751123124,0.03237388478229726
HLA-C,-0.00198076948714261,-0.04993629730437946,-0.013878678134424742,0.06298292575949258,0.06983986227529054,-0.014456862562266373
THBS1,-0.01701517875151881,0.06593356940452325,-0.030513520615632044,0.03725709278033556,0.02661875421086235,-0.006605451930501638
HSPA4,0.018443689403082025,-0.031934346044365396,-0.04963934618638685,-0.07305766511477117,0.04290796482898486,-0.027418120553341932
LMAN1,-0.013321770377551861,0.052390838229306506,-0.03269205947464548,0.007975987294529517,-0.029230324878475236,0.03134030331223107
LYPD3,0.008536875927497061,-0.012779960758918943,-0.016975009816409082,-0.06291029187437076,0.071912303961855,-0.024293602396548392
APOE,0.012568610262271233,0.0465006926897184,0.05154261685047275,-0.021156395183279653,0.016385481036070935,0.00995576223335206
SOSTDC1,0.030338924787488713,,-0.021192053755014227,,,0.02906984506273927
ANXA1,-0.06976079799303088,-0.010244862395448747,-0.053779779199806074,-0.034307095816727994,0.07634985147242952,-0.03290624068896098
WNT2B,0.009957510640341293,-0.018001051404029744,0.03741637043232475,-0.00046608558966158305,-0.02313195037145261,0.08579866374061598
AMH,0.06177850948335093,-0.01716059409487007,-0.021078744733644402,-0.0038533408938830616,0.04722270629838538,-0.031169460033800767
GDF10,-0.017280802822998317,-0.014377664896764245,-0.023358367735630176,-0.04249861883298721,,0.051845573444991556
