,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,,,,,,,,,-0.05933088761135887,,,-0.04078001698259104,,
BMP1,0.044046566910597086,0.08125574612358895,-0.04179747050396026,0.039522409834832545,-0.03148020127509179,-0.03196313736909892,-0.02102613194451622,0.028898232911372054,-0.0221035765669776,-0.0016911498682779151,0.04761894615174978,-0.051562548513587256,0.051168864631310686,0.08254633688355177,0.050942507673403116,0.09931421768365074,0.23396745348296913,-0.09624277215974679,0.13634110391178147,-0.07238781315229388,-0.02273182610125898,0.10533774273837081
NDP,0.018468409188555395,0.0805240448396111,-0.07045920991096996,0.035775533700538584,-0.03920845510590092,0.05716261714716187,-0.0026363228380030844,-0.005798068998607545,0.009499715727351928,-0.002302803354622493,0.09876898924761753,-0.029890262705054,-0.03201642860932146,0.04103093993170623,-0.047707274338818426,0.001279124949248661,0.11839941570432405,0.11765158058598083,0.19126358008128622,0.04716619417866031,0.052741823758148565,0.0030636162978578256
TNFSF18,0.07812922809016085,0.10769723459318933,-0.025885692615481796,,,,-0.03465205169202792,,,,-0.05593247545096861,,0.043056789785296784,,,,0.03466017257759437,,0.05328058748820418,-0.02138715361309783,0.028459259203617002,
RTN4,-0.0068558884120672615,-0.11882403705560227,-0.014185383618298828,-0.0008689098272126497,-0.009426026453869042,0.06195445257700436,0.03764542271362854,0.014103332342117407,-0.09009274809034265,-0.028704745453363604,0.0016496959218082826,-0.10213980235340016,-0.061553352863680556,-0.04096623640146078,-0.029262801954113644,-0.12210849681357855,-0.315706167475842,0.011554744925736516,-0.22267047069094992,0.04105250475782179,0.23782873482325617,0.020751496855091856
HEBP1,0.06066484411579662,-0.03899292319979008,-0.0277586629553075,-0.037229282730528536,0.06549399867311402,0.03485826348113681,-0.04692975686355095,-0.013494556111889834,0.019735793100982012,-0.01740553922445783,0.04777719527664251,-0.013925850078343219,-0.004956989598976168,0.08401002080827125,0.03914581670470597,0.06496171482823399,0.05132698168858713,-0.035106554664872724,0.0032311068481839073,0.07901611119584924,0.030715180818841146,0.016978349251906215
WNT7B,0.0047469846637393145,-0.05027007929913391,-0.018260870952799588,-0.012361587224682079,0.053202700934712424,-0.03997601670387741,0.07738045346204558,0.055787824713841895,,-0.0027620676077641567,0.010788495582179994,0.06620829011458078,,-0.03318916932362191,0.00015273889929414574,0.08873157094531237,0.07968297057381872,0.06148936739972649,-0.0435965627767193,0.06712174004098914,0.099069528429036,0.017554520808342567
PTMA,0.006700507367611382,-0.0881627312197275,-0.04899736431831563,0.20329793978654215,0.04060026279505492,0.014958237537709062,0.025929332767353135,0.04419278886186654,0.056327611519976006,-0.05157147176985175,-0.017386240659870975,0.19307953655834878,0.23887559299740632,-0.06489330639771833,0.0017520991407912055,0.04364165405630105,-0.2205864525865522,-0.04419574544863526,-0.16244122511115294,-0.11847468291972992,-0.08266338815481634,-0.011023991307574714
FASLG,-0.03519212063671002,,,,,,,,,,,,,,,,,,,0.02733187847284621,,
CEACAM1,-0.009033636264519617,,-0.016475533934304388,,0.019765509366881474,-0.0138973719636854,0.03962367877400564,,,,,-0.06833501120164191,-0.04627524398379881,0.06654449935517104,0.007850091266392856,0.009909486029354092,0.007663600840241865,0.05506388408348072,,-0.04054186506755451,,
PDAP1,0.07324197325101763,0.09481879257291048,-0.04765620175928834,0.014998537285502751,-0.02710741555751958,-0.0039909996155559875,-0.027700306419824232,-0.008074805448800767,0.0006924289197292438,-0.008296968249026914,-0.0011959748622140658,0.08142804078159621,0.04893624423095156,-0.04044382698172152,-0.02498713133268412,0.03440748361163932,0.03512202804493833,-0.039509456756792224,0.10628395629027781,0.028756528394803416,0.01119820007175348,0.05238231070549675
QDPR,0.05934517944367855,0.05761057025240795,-0.04431304953272541,0.14891193208760206,-0.04586538071369496,-0.015402117472785335,-0.03475734109192404,0.013694453030914534,-0.06256794917731152,-0.022073513202209127,-0.014117655017646055,-0.04036788636730417,-0.09529018909268659,-0.009207608720543948,-0.08635699979872963,-0.04104050674571812,-0.2054988896080805,0.019186865784121918,0.006416995275460169,0.008203495780010818,0.12691497587623873,0.03902090682322126
POMC,0.03971238315495045,0.0205200252126019,-0.029780743926369115,,0.043048052850496336,-0.027964798732149937,-0.010831733645665434,-0.02776308924738199,-0.05590376063959696,-0.012918571238494731,0.12242417988180915,-0.016849595537548473,-0.07869332555491008,-0.0274423148228631,-0.05078158520491479,0.02520399817976093,-0.04587174367025841,-0.01690253403122226,,0.031719575412128456,0.03528440579198825,-0.06082958641656358
CCL18,,-0.01916210254495411,-0.020559909675216016,,,,,,0.016782787167304573,-0.04664471434951112,,-0.07942549625413052,,-0.02110357564081889,-0.019603074959461408,0.17517184056905413,,-0.06378199032096675,,,,
CCL17,,,,,0.025746145759029324,,-0.006388584989193448,-0.019638122870754057,,,,,,,0.04998243533087159,0.13856843937127666,0.04545052406357646,,,0.12121611492292816,,
VEGFD,,0.025908464258681596,-0.020559916203950306,,0.026467856759105134,-0.013296218651245058,0.034896702186657025,-0.014404800617874844,-0.025497230962901355,-0.018568744523841586,,-0.07607820268469906,0.06565125444496815,,,0.11285299653103395,0.08199590316801292,,,,,
TNFSF13,,,-0.015515172531341825,,-0.01972676661861041,,,,,,,,,,0.026985169866160442,-0.010225651314827795,0.03698184804648228,-0.06587036279502154,,0.06039912204275322,0.015585241806428224,
WNT5A,0.04056531576970543,0.052007838166700626,-0.016924778279007697,0.015421253171478265,0.017269062948167675,-0.04738255855380829,0.032501458977459916,-0.026539053730469626,-0.0014501844329946648,-0.050456641203807016,-0.005763070219978939,-0.09245773035875815,0.13329108638834553,0.0016268158962368402,0.010913427651247573,0.0015738149710756164,0.03101426285796613,-0.10285059700090628,0.02757187167033034,0.0018715594568418587,0.001325122073212748,-0.06251138245925414
CXCL8,,-0.09215588793317483,0.053372896729721266,-0.09917433850418098,0.048863972272807546,0.04036838401020306,0.06536890480221728,-0.013414376676918818,0.007768923436577988,0.02359252460169269,,0.02722921872223046,0.03712063285796075,-0.03715616753084313,0.1893607707977727,0.1452674341998152,-0.02519831561176191,-0.1381731005570802,-0.07468108578767509,-0.0021879361361795188,-0.1320304252079619,0.0618861787277406
