,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
COL4A4,0.030980750397621167,0.023269555276006774,-0.008331756180031215,-0.0004827713776394457,-0.05273680598123471,0.01305464858013017,0.011434094128087548,0.09846139283001196,0.026230059511131783,-0.024241666684709114,0.0326253574577866,,-0.01759136078159272,,-0.026283906311130763,0.1008209916133711,0.05037391913681816,-0.030830831118171836,-0.03118043366243622,-0.0032243808967826293,0.005561294919894201
TAC1,-0.021188858509037848,-0.02064697899436719,0.004225879101317674,-0.01495968416644422,-0.006320504655848443,-0.040341368684949246,-0.04454228327452458,-0.014839109483851955,-0.08765256916485963,-0.037099205751545065,-0.012404167895661507,,-0.052461203036018166,,,,,,,0.06658785730117658,0.01893748922412845
RARRES2,0.0653699157257237,0.04532796743203051,-0.009976696605512047,0.023869207351616316,0.03811307672617898,0.038445822163840564,0.04595904966682446,-0.0017832372514365704,0.10636754953805634,-0.0751761874389184,-0.0056434224235587865,-0.01955777817004045,0.07513151447063483,-0.0003025204479641515,-0.060996115770427746,0.08244803206733844,0.0014904617132261563,-0.008275241234894906,-0.02304527781043089,-0.008710734949556459,-0.005475957267859653
FGF7,0.02194124266897555,0.0038795025728771706,,0.03413270039280635,0.08442319920077716,0.043623924771647754,0.055337951246390446,-0.028259954898341093,0.000483573137924462,0.036983410589852626,0.015202553132515048,-0.018203623970859617,0.03490405714319917,-0.02644994017408998,0.03424733807378255,-0.020125773738132992,0.09672183664268581,0.06473567243184845,0.004127202562384675,-0.0617407363675231,0.034981998490105956
EFNA2,,,,,,,,,,,,,,,,,,0.23141275977515094,,,
HBEGF,0.008981091281859742,0.06825055842023361,0.10266305534388981,0.005670207639086148,-0.04799648607047144,0.05736281223371385,0.001775421958590585,-0.004632189647848888,0.08285961492827629,0.06973004940575755,0.053808836437983794,0.09444435735173197,0.06787920314028341,0.018312746329112565,0.0723006783045062,0.04928211227638098,0.0038637847161892905,-0.02635532792845598,0.030983683859451824,0.007025015118838087,-0.0263441103851325
CSF3,,0.0810196935340336,,,-0.036913759525464204,0.15115034367158178,0.02223516644183216,,-0.030099042574847888,,,-0.039290389777723,,,,,-0.025273023660765455,-0.04439637523150776,,-0.003059889541694897,0.07205634373076185
PI3,,0.04530973852114611,0.01729620244869497,,-0.010633131008570511,0.12165207890632554,0.05079764814315684,,-0.010469892443935125,,,,,0.07082459203558367,,,-0.11328530242769477,-0.06888883264186617,-0.017198477149903517,-0.008567247110725035,-0.048285740873493015
PCSK1N,0.08662502094120302,0.021090915829866524,0.038063331862858533,-0.032231417694904244,-0.020355130027700084,-0.09242284878544539,-0.007363224129524455,-0.05438607704009573,-0.04997214439905509,-0.021205522591036256,-0.057665679657579315,0.1373421298740535,-0.04352112050574317,-0.10192552613409242,0.012318715389798304,0.08517376147072052,-0.037015534374904,0.04647249866588382,0.02917813840432514,-0.05138937144391129,0.09123971758398665
NTS,,,,,,,0.06707339788630591,-0.016099902646956994,-0.02626691904108131,0.031718521807455276,0.04811540904674365,,,,,,-0.013613952014157379,-0.029405225210770037,,-0.04914691177355883,-0.03291096710915161
SFRP1,0.028885646810115524,-0.0014216381732792775,0.05523228838695232,0.053296096707417806,,0.003797947116016867,-0.016129126050308223,0.06257315356380833,0.049464627120362946,0.029404396287865966,0.022169784359033,0.11509802636521516,0.024356032619694032,0.08926024734476101,-0.03378855457242916,0.038531278414718144,-0.0566825495030446,0.059393430528078515,0.05774436324117501,-0.05930072448759868,-0.03214619961155724
CXCL13,,,,0.013096429461309879,0.10784787709883346,,0.029133173219868403,,,,,0.03750225886162389,,,,,0.08861151193002335,-0.04122208669024494,,-0.03467302467070724,
MICA,-0.013864235522871481,0.022585059977475196,0.04842820933661253,-0.026182254271876326,-0.008364187687010477,0.1016995213801045,0.012825997186454345,0.07433633866068322,0.12476690792353229,0.05793698732202229,0.03409129198732347,0.0308686441266902,0.04389276052447145,0.031882763719281795,0.08247071710374956,0.018696145022188106,0.007755035707868216,0.03341254172719188,0.06787111722220326,-0.014975335334668546,0.08238271835238804
TG,0.0682048438366057,-0.017715323128381158,0.0018735142141283064,-0.00879841061786509,,0.028069576531890805,-0.03420925739541768,-0.018583531802650315,-0.015475772555435396,-0.011171604632827176,-0.015129483022206418,-0.011057000646345287,0.03426634481840636,0.05275007553561935,0.04157537231813921,0.0013854465295585696,-0.027688161338284667,-0.012246958818005908,,-0.017494047621568958,0.0863626877414371
ADA,0.04216922597353041,0.029405606813431913,0.08223512760437442,-0.004779851038015775,-0.049049138710110025,-0.006989093827075877,-0.021562966606941972,0.004888416234481284,0.1516241298948595,0.03632909651983368,-0.024571497141897693,0.04631434173614602,0.01917983477666815,-0.051551704414871155,0.04278880853475465,-0.004461480316790542,-0.03252423318256838,0.04426179068979053,-0.08113270336616496,-0.034686709579613936,0.07884706775926083
LAMC3,0.038899430550275706,-0.026681984752507906,0.07554822684979896,-0.025828534798957338,-0.001618532052537189,-0.02716957282256044,-0.05378400263962211,0.031504447058848244,0.20791443758997877,0.04583261860290302,-0.03515458855137855,0.0391513638528706,0.01925923877198925,-0.032357741414949556,0.030715807737049662,0.10285191252398151,0.01972382310673173,0.050228019100083544,-0.024413254344585897,0.030944630630578302,0.04945563777004187
CCL7,,,0.11695069328651653,,,0.049327387115400606,-0.02119205816866746,,,,,,,,,,-0.031230985629489276,,,,0.011654972221936056
NGF,,-0.02505645570587199,0.040246814116234125,,,0.07704213916049069,-0.022620316397525264,-0.017733673759319293,,,,0.02333289664918729,,,-0.013689726491792585,-0.04790596056535453,0.19741699682551853,0.043855797815167234,,0.01724167558898784,0.027786269640606473
TNFSF15,,0.11964310567780033,,,,-0.019107665213320135,-0.015690527954472483,-0.021532567751334157,,,,-0.01712898589446329,,,0.10997028814451,0.11802989167063732,-0.0020089623070622944,,,-0.01319963597081509,0.009012778778162802
HMGB1,-0.019413211458474508,0.044038599458964246,-0.03602999388324507,0.03146019584905102,-0.02900071163337454,-0.058228946670823685,-0.009841145621426708,0.09753801484884721,0.1083737292894678,-0.05800636722791936,0.025150000689289527,0.08283854723609888,0.028195930222918813,-0.06525977027641279,-0.06782092971752626,-0.06079872241897111,-0.013907292253979655,0.013206574844792549,-0.008582527290017761,-0.07352652353788115,-0.05564923736944335
ITGB3BP,0.010671869675193782,0.06064933546079399,0.033529673056756575,-0.010473883457415971,-0.011981862268261078,0.03521817323398612,-0.05705533221962481,0.01796247313413517,0.1847197570296281,0.02572359663182137,0.020496920908904485,0.0927068433136024,0.032240892170306186,-0.032995939205085596,0.04394658463073558,-0.04069181746402645,0.003424622442819622,-0.01017695492058736,-0.017606398476258858,0.0052256171899452905,0.04443559707654589
AANAT,,-0.04490973493514102,0.1053173483403913,,,-0.026842676685627908,-0.014138104070856906,,-0.02715015094041204,-0.02103707058387541,-0.017439997424730236,,-0.0278889557504611,-0.009936959716071489,,-0.012700870573019718,-0.027398386685849666,-0.03248061755438556,-0.025038117535999542,,0.1608010446605873
RELN,0.049342115728037705,0.06766018059263598,-0.04407658312854349,-0.04775976980567514,0.011423174031710262,0.04624733929394136,-0.024425656687570074,-0.03791762104488116,-0.032263267056100546,-0.027790296247377274,-0.0445183171889217,,-0.030875481210257256,,0.0589082964924515,,,,0.038802953873157485,-0.015943729777466182,
IL15,0.018425989444121254,0.036226871911001685,0.040825563994028966,-0.0078741617707721,,-0.04486345698158339,-0.02521215547903127,-0.015321702051435463,-0.04619242902202394,0.15063249051570013,-0.021389792572197038,-0.02111519063709906,0.03997807737255396,-0.0100472932303815,0.04704551983940024,0.06389507490766394,-0.032244367671007114,0.009797619913949963,0.019304103140344194,0.031246407774311834,0.04560403363901112
UTS2,,,,,,,,,0.092801927892982,,,,,-0.009583313159746625,,,-0.023331731484845852,,,,
BSG,0.0673424023181434,0.022267081246755357,0.0037700655465549263,0.0057111909715158,-0.019986422578218636,0.024939377054833508,0.035131730533481106,0.05674067210533252,-0.012158136461432238,0.042634433073628686,-0.0021006574255630606,-0.022068870097786436,-0.004209456893475891,-0.0071756488846360985,-0.004981077924186377,0.011780278578517026,0.017672517928627073,-0.1135860370677315,-0.017379600894964774,0.03529737058652084,0.06031820870743311
ADAMTS3,0.017969625566541175,-0.02348694737207975,-0.02604731518750986,0.0001298789985340528,,0.0691662819009191,-0.008945807143963086,0.006546209283509073,0.1482496759320962,0.0023678321187183536,-0.029574637840203317,-0.05245570858348115,-0.034422786981787155,0.003349129425257589,,-0.02178480306194041,-0.0016983039113529946,-0.032803916257808936,-0.038794915335348894,-0.014564824207260465,0.015779433887508656
CD34,-0.02593012330955483,-0.051614564746777815,0.0844546476844042,0.04719947479294596,-0.0612070753288469,-0.034095637273681485,0.035989638290777025,0.03071390584770416,0.16040261129806477,0.016352139213022487,0.004564145036748215,0.05021821861474919,-0.04715325854072784,-0.0683795500537284,0.07119932678505998,0.05244759692260729,-0.008454174648174918,-0.011498729561635623,0.008064449362468157,-0.06453950448090665,0.00907027115375779
CCL23,,,,,,,,,0.058561051704457016,,,,,,,,,,,,
PLAT,0.059406226619573184,-0.006537665863014341,-0.00855881791102254,0.04637115449623116,0.034767227276473675,-0.06432232260434953,0.04873461218779346,0.020755166106582467,0.08069146420555044,0.07363739072655935,0.002023082646407241,0.011733265583465805,0.04511445516068554,0.05052358167360449,-0.008029588750266551,0.09891170618511638,0.06424443237236549,0.06526699640863572,-0.029670558510287957,-0.05263711020827885,0.05921626922961693
NTF3,,,,,,,,,,,0.012234682284473667,0.14651259139774053,,,,,0.03225228137100495,0.06910722001894468,,-0.04661763898097033,
LTA,,,,-0.01714421798763695,,0.01868137165830184,,,,0.033951458149966154,,,-0.01206423634695412,,,,,,,,0.08445432554353179
CKLF,0.017880667008989413,0.05456206737519632,-0.056379386786458055,0.023152639416822468,0.05220936008056377,-0.02693729519910296,-0.007812497997316601,0.04173521169773147,0.15867816154913236,0.017981442267264464,0.036429750097521835,0.06720405626082733,0.10021050438783206,-0.023497645156988618,0.03845139670268748,0.11393237667351104,0.026073744260361208,0.08131995328297276,-0.0037520320272209284,0.002747170517525485,0.09387204454696348
APELA,,,,,,,,,,,,0.04341364307850368,,,,,,,,,
CD24,0.0015057258587521836,-0.06502083972507691,-0.04317491998642142,0.01101141144114172,0.035959370533063716,0.055016801016252184,0.0009461408980054526,0.09066587912415826,0.03396768642509336,-0.06268917268769103,0.04781176114447109,0.10589823712691411,0.008075599616011502,0.08535984325507948,-0.03602030765023171,0.07205367716159901,0.010757651036485391,0.08019710204069216,0.00198598856382737,-0.059225660270516275,-0.012341948123290277
HSP90AA1,0.019301984157910942,-0.01355091704500021,0.01350340960426334,0.012839697960541662,-0.1276957384683352,-0.015394133375856477,-0.03720408583973859,-0.03242507505643681,-0.155044026649401,-0.007676082248928531,-0.07581064000600142,-0.007619326611667938,-0.06672864836460302,-0.01632496944619525,-0.02168083686852338,-0.06319464418344,-0.15835365296018014,-0.08673228719798179,0.04775590312470342,0.0037051447709800333,-0.09966949342020791
BMP4,-0.02525448967034524,-0.054228299279754144,0.0719148253939242,0.018430093352185366,-0.03323450292487465,0.03672750521983804,-0.012992126871871616,-0.034569276698129835,0.011842504931514463,-0.042989853237605825,0.003515347217170846,-0.06576027172290139,-0.022040265515519058,0.01966704782620271,0.013215816922475334,0.009668421065468273,0.07157471552358434,-0.03444605040611407,0.003930215001939317,-0.02630516777397296,0.1247929672935442
SCGB3A1,,,-0.027298423756772983,,-0.03945715851635293,,-0.016836736605064902,-0.019558423653084762,,,-0.014710808402959056,0.013323193442964112,-0.018048757806135414,0.007886184663746122,0.00412785705673422,,0.038317256788656044,0.012710476030886684,,-0.027411478845106828,0.047926615508919496
IGFBP4,0.07169423102220675,-0.014065823970540741,0.0745436849582908,-0.00396925326481403,-0.037864185576430516,-0.042930558663177534,0.04172696308329208,0.0487283217317685,0.1635056705426393,0.04333241489240729,0.04598816019470153,-0.009321376686918447,0.0014066966759646196,-0.040635337857355715,0.10496256898449256,0.0705621319756673,-0.015495061107116263,-0.045717008053455944,-0.02541880374180058,0.03937944296642124,0.04692140875971379
RSPO4,,-0.030609029527149504,,-0.004341304571092262,,0.009299871600177952,-0.019432330940707697,,,-0.0004363652915145501,-0.014710806251170546,,0.04025610152489721,,-0.01985629343386909,,,,,-0.018460464433764083,-0.043737729187638796
LEFTY2,-0.02429666105350134,-0.02738959245355256,0.060534674101501325,-0.01735477506899594,-0.0007887057251707968,-0.01517300140571368,0.010380071970862936,-0.024729698454326095,0.19415295242878333,0.05942614172764974,0.054406892039335214,0.015329749423487558,0.045507285940905355,0.0806948308956265,,-0.02637007863791003,0.08850634588961827,-0.027752147871842874,-0.06107582249662268,-0.009395432550374965,0.0018923548356972384
PF4,,,-0.003367279738200365,0.004746750211152354,,0.04164815566528811,,,,,,,,,,,,-0.02212238222671008,,,0.12206482985805824
ANGPTL2,0.02309496137953598,0.005839499534252183,0.07677158960052899,0.02978983135080424,0.06873419103917103,-0.0013575458219067685,0.010202078385179085,0.043774810628377986,0.11543743246505017,-0.002109596507873144,0.02148450085619105,0.004278211022434669,0.04750016646004129,0.07167403009168509,0.15829782870990552,0.02115772565420545,0.09108407311332303,0.059449139530897956,0.019985124025099364,-0.07084759776248728,0.04114278341390982
LRIG2,0.015823559063480618,0.03253553252542681,-0.010991126359257647,0.004975564323298689,-0.0480568171507006,-0.04978404139994097,0.030764342103108494,-0.016126644074680997,0.05840667358703202,0.008874992977945521,-0.010223578393171439,0.01881831452136303,0.04205836462090047,-0.0142378931433308,0.06257660919334898,0.015580377470586196,0.03577081273342643,0.11696649582908167,0.006558457248636962,0.01272788688447924,-0.031080655401447138
ICOSLG,-0.021845962087926735,-0.02972109723524536,0.03133504886020292,0.026893708531059084,-0.011020806599128807,-0.016593348682585586,0.018392285929614078,0.016914225538580338,0.06071714350764126,0.06376321858499452,0.034709947179060285,-0.019306848357394886,0.037239558818536134,0.059275840479499714,0.0693838637248482,0.018440790027655668,0.0179260619101602,0.05006173548331443,0.056950530465638874,-0.08641185850859369,0.051482320805222206
WIF1,,-0.07123210375592877,-0.04353086943831391,,0.00810227620417085,,-0.03123292486122222,-0.04219175488659798,-0.09161201651357194,-0.018184282356000035,0.01289224733686954,,-0.009463332684421183,,,,,,,-0.01716078980695583,
NPPC,0.06540274104021118,0.042283453353523966,-0.0751185497361026,,-0.049502271478341416,0.006500468804237188,-0.03389820405767396,0.0337544206298496,-0.0193663480874212,-0.027448666193647133,0.03549917756856865,,0.022884890911362983,0.0005856870407423109,-0.033650368671638876,-0.02152493645291327,0.018505830330485633,-0.031468375538446496,-0.023753871460570283,-0.0008389002170406211,
LYZ,-0.01321380538518634,0.009866123054974831,0.07510854531783845,0.036445928602326684,-0.05888774619047388,0.06014042832691684,0.04998876121036058,0.026020359099505026,0.09784390156264308,0.037096630428615766,-0.006325848351729066,0.0003418252498799329,0.07578577484134387,-0.11514835581541978,0.0603223683211041,0.0680695920309905,0.08138145302458309,0.08549354117066536,0.007331167817588206,-0.04847065113450967,0.04714560489952058
EREG,,,,,-0.015717075329960344,,0.054380064832688646,,,,,-0.01880497726741907,,,,,-0.02029207457255409,-0.03628375514684401,,-0.006552685517888828,-0.04182262176263015
SPTAN1,0.0554339015272148,0.008493699948511605,-0.02063760495903304,-0.006963465423784741,0.06086805513248664,-0.12113610632013644,-0.05954260579251707,0.009760380795958687,-0.026763825393265016,-0.05323635369788667,0.027056156117719197,0.027119548974899124,-0.04723244814390742,0.013734000182557417,0.04063487629860067,0.028567280953554958,-0.054323406096188645,0.13192777524015556,-0.07014594613670103,-0.053879962489748946,0.0429159145052069
PTH2,,,,,,,,,,,,,,,,,,,,-0.029358288404648925,
LIPC,0.1255871897549782,-0.034481133948122196,0.0442271152586863,-0.009896562498654315,,0.015802318094054312,-0.018813694729302548,-0.02376003119239502,0.016504086185188147,-0.03080727905770559,,0.038478964847725915,0.019743490089350287,-0.03622468014228206,-0.008221257258628883,0.06249862767678585,,,-0.029156678982402918,,0.008568181844489408
COL8A1,-0.00935469065352986,0.03654702336695427,0.04453257724187264,-0.025440397332912007,-0.04608750245903567,0.0039207593441064,0.011484120752480115,0.004370929745338539,0.04942977272719398,0.010355511895333356,0.08257647364486675,-0.030773547937713593,0.04432434429678537,0.03385754185998694,0.10189354805493084,0.09667874185303638,0.09068679420150241,-0.0006803137157940629,-0.03998936092768557,-0.05072174696319346,-0.00195548361982001
GSTM2,0.07178228071050846,0.08591510774562865,0.02363097534111511,-0.024675624544868404,-0.04485728916807772,0.0016849967362171584,-0.0189490500709865,-0.012956562191679653,0.06900746070319444,-0.008531170024881253,0.03891118631502377,-0.03424131348422622,0.02928038585244193,-0.03937313965841268,0.09265402593900812,0.13469462089944717,0.026724091304106683,0.03573647888249737,-0.013133930957447979,0.02658890828810119,-0.01079031359728841
IL4,,,,,,,,,,,,,,0.05248962101055799,,,,,,,
SPX,0.0368628858383319,-0.020499999361547762,-0.017819504923235713,-0.016213126016275493,,0.024413506408523102,-0.03773263681207412,0.008241406541062599,-0.08530179450177801,-0.01874258304535843,-0.021524647655991172,,-0.0646822026790804,,,0.09875604977102169,0.05189350090042742,0.0018118655118827163,0.01900438780183459,0.09175229564670719,0.046515122483228616
MFGE8,0.061421323230301236,-0.011684970159753203,0.060572142142399185,0.12118042846910211,0.0742504136803721,-0.0685766307524745,0.056023707577093504,0.012897248114995825,0.06011217158785109,0.044643069313457094,0.03067194264948425,-0.04788859869778013,0.03329535199084181,0.03447824745724191,0.05836529633826831,0.06843722587080008,0.0827781100217203,-0.008881075670578161,-0.06578428970689314,0.02454792276496614,0.034981011024273534
TGFA,-0.035071725579517474,0.05762862097290634,0.06495944073520031,-0.06497858765317245,0.04118808222744598,0.03769527139081049,0.005700625475113924,0.018477203722113873,0.0005467353322005888,0.022778454486264737,-0.043442124027426116,0.03515506993143356,0.04001872172629735,0.0752533890781492,0.08258892600976969,-0.05925702357367941,0.021035345076107985,-0.002403382289243309,0.022719828012994683,-0.009583036333883322,0.0706125121743441
SLIT2,-0.025254485629248168,-0.062031265994224996,0.03937846364792314,-0.03230140359791582,0.04355823615609605,0.03673644174103631,0.03295957039644363,0.01357358000201129,-0.02115875836720558,-0.025571437253854034,0.03190280489331005,0.002083985633096129,-0.02861915794089624,0.0006542702999767786,0.10461359121267544,0.03811888879881553,0.042256743770667966,0.04232261606838237,0.06609751599524827,-0.06071288113603617,0.00372479346364129
PLTP,0.04797553218988011,0.06586993588004836,0.059151452638587856,-0.04291360394459432,0.011717826092192815,-0.043309386154048,0.03841190257429492,0.03168127652270185,0.10550576428363569,-0.011280187063711655,0.030012990014075203,-0.003546673283651627,0.06815188471893947,-0.028042247560373504,0.031946840463332425,-0.05400674895817387,0.005112148444680495,-0.016588556474146195,-0.08719368685288544,0.01704315012486121,0.06317824334142162
APOD,-0.08547033176054167,0.011669635287767204,-0.0250616351363337,0.004873887633409485,0.004861236769021689,-0.043374774933269945,0.03631294295343614,-0.046486749588450546,0.03628663334589141,-0.06020554755695689,-0.026812016196185163,-0.019944090347540896,-0.08112299318204767,0.034148605565903586,-0.10549412852154995,-0.07690544424584744,0.17903114443425047,0.08007298740148285,0.09056750649255506,0.003771245742420812,0.0007227422448594748
B2M,-0.031263696777857515,-0.025412322770934005,0.12345295979968669,-0.055157670316722855,0.10387472289369355,0.03837466588484584,-0.0087798456624359,-0.008054303557983726,0.16678261458497268,-0.01038492594928322,0.05376204960834722,0.053321247374683856,0.07900275454329601,-0.04116738416609913,0.054129054568119575,0.058213725400322186,0.0727035581845989,0.028670659525346046,-0.05603909978545927,0.019934290329533293,0.015639737331193827
OMG,0.0023535465390283105,0.017578287321229926,-0.043140609508931685,-0.007133857275716449,0.059967709863026485,-0.07989098026158556,-0.03164524457784437,-0.03705981546316489,-0.026887547215714448,-0.07242480892056402,-0.007674859754244793,-0.025220942777880687,-0.05886273222784078,-0.010174175880942073,-0.04298291516250362,-0.041644776390022745,0.11565989190670922,0.08841663741057301,-0.012639377728041024,0.02141564873893061,0.1730939044798799
CXCL3,-0.01976156631357811,0.06743786145498241,0.05040804875760278,0.10139921156031813,0.039117468182024544,0.13864549343084115,0.09863063960113422,,-0.012174647988706579,0.035957250672588606,-0.015737453167251086,0.004536065987835582,-0.018628002794257935,0.06698709911738336,,,0.0003054637152871681,-0.011838883154250543,0.09783714375099485,-0.005631219693610854,0.029303875191952614
