,UKF259,UKF260,UKF269,ZH8811Abulk
IGFL3,,,-0.01451372220767076,
BMP1,-0.009261294680622579,0.020713191753431958,0.04274304012041911,-0.017161077202887676
NDP,-0.044517545600430114,-0.026127964138022635,-0.004938614111791821,0.0010314987974876463
TNFSF18,,,-0.021552441764510526,
RTN4,-0.01528254427963046,-0.012731488159991007,-0.08308258359599566,0.004794271855196205
HEBP1,0.015141428388581228,0.04135412990127529,0.021061395731909717,0.07507054411105725
WNT7B,-0.003380988537746939,0.002567295010773687,-0.0600718479647098,-0.031998368060988755
PTMA,0.04057754599693381,0.06802369296265415,-0.003081857620282309,-0.03249508053898043
CEACAM1,0.10934723702707237,-0.014777316465639715,0.02601170302958831,0.029627361795397857
PDAP1,0.017680943876843987,0.05133156625554649,0.07526343357015902,-0.09889229865922569
QDPR,-0.036922106939899745,-0.051421479056748286,-0.07092389743516636,0.06259915753798997
POMC,-0.027782999977945356,-0.029735455152436804,-0.025970372338663714,0.01189646504180595
CCL18,,,,-0.03281216289092364
CCL17,-0.01729238488625857,,,-0.01272065434802665
VEGFD,-0.019265626356521327,0.037855902669496205,-0.0243143779133327,
TNFSF13,-0.011927900079539465,,,-0.02440902502226672
WNT5A,0.0014399313515069637,0.029708410646018032,0.06695501343268234,-0.00889784594814056
CXCL8,0.05580622748545218,0.0278748174689068,0.030135593446617197,-0.02957123845865473
GRN,-0.04433849085745523,0.06310332186468956,0.014392717241464438,-0.04893977434629038
MIA,-0.0035752768957762098,0.002543705675810313,0.03481585878148209,0.12997607610349177
COL4A4,-0.013174675488039017,-0.0033390621007036393,-0.014302195952202975,0.08744671682719536
TAC1,-0.059563194908797586,-0.010621612616692927,-0.06337310054428079,
RARRES2,-0.008274477565273516,-0.0007952558351909368,0.07045579493933782,-0.03606970972790414
FGF7,0.01034063744601987,-0.012536578721233796,0.05079807507517184,0.13227414576042767
HBEGF,-0.019395323854255533,-0.008776326584964321,0.0366913546577063,-0.008867697781525071
CSF3,-0.0206110150088589,0.02857763012632771,-0.01513144803434255,-0.061872536937330296
PI3,0.07716786865296386,0.009950430888933891,-0.01703821020016666,-0.08734581041032283
PCSK1N,-0.0855367760247987,-0.027534777920176577,-0.04939537210791954,0.010213249776426132
NTS,,-0.022767918116853875,-0.018598369816742386,-0.029675962422629786
SFRP1,-0.015088274226024571,-0.016129123400526267,0.04107796381053219,0.010402996761609377
CXCL13,,0.0300110084475356,,-0.028573197765237528
MICA,0.01026570964006906,0.0016538961501271414,0.013480575077541352,0.0886216048441396
TG,-0.016282638389194054,-0.03420925177533183,-0.01826230399743141,0.11241103518760849
ADA,0.003741201762056187,-0.020299529115861657,0.05060916622002453,0.0885477097669595
LAMC3,0.03605300284273051,-0.03025306979539038,0.009349966710974695,0.07099137620344259
CCL7,-0.011772321540138771,-0.02119205468711904,,-0.019065328748954245
NGF,0.026516586135470796,-0.02262031268133469,,0.03653272733772839
TNFSF15,-0.013109055811815443,-0.015690525376745847,,0.0044892824787581736
HMGB1,0.023901630316725705,-0.03033670760001304,0.06533541775282527,-0.0805272092644704
ITGB3BP,0.08194406594510449,-0.012927455706034765,0.050471563166845985,0.0019345289331190083
AANAT,0.012049871629364111,0.037750398196645614,-0.013648975613021723,0.03395932753690349
RELN,0.05108010931273065,0.0010728070470711524,-0.04005037695182461,
IL15,-0.012190894944580505,0.03288493919333462,0.011546372606828847,-0.03064211799501876
UTS2,,,0.056956467781102714,-0.014243134568922887
BSG,-0.036227858764015325,-0.02642137384962051,-0.004016587183283631,0.03467219156385338
ADAMTS3,0.04981837620394455,-0.05156803716925786,0.07976251473868594,0.012489210767643668
CD34,-0.015700207048339052,-0.03216905998655676,0.04488739042613203,0.04995633840666149
CCL23,,,0.16035628519588024,
PLAT,-0.06387949333650678,0.02030322974014611,0.04389956754000679,-0.0073351604243267945
NTF3,,,,0.036995256553380755
LTA,-0.01508827352017139,,,
CKLF,-0.03612141092921899,0.043165399309807735,0.06908367567927211,0.029021347565727423
CD24,0.055599334707772397,-0.006357684148145356,-0.005822876079183616,0.031880546716779284
HSP90AA1,0.03601367347869429,0.029260662372266977,-0.04767631499304946,-0.0860386573357048
BMP4,-0.01764098871700616,-0.027437270289274018,-0.023115200965088345,0.025646628580446338
SCGB3A1,,-0.016836733839032777,,-0.02901823634048273
IGFBP4,0.006440743491596676,0.0370341549562238,0.0409965121253057,-0.0017822997134955808
RSPO4,-0.02309524609421194,-0.01943232774825699,,
LEFTY2,-0.03371343496002971,0.061158187733811764,0.09922822544607171,0.08917585518434458
PF4,-0.010271118615207362,,,
ANGPTL2,-0.05757999334463485,-0.032705720138614655,0.08008534773654209,0.02011381720626515
LRIG2,0.040055905618641405,0.06368007279063806,0.08289495434330782,-0.001726145549720177
ICOSLG,-0.01734234820551341,0.04527031791731797,-0.019778013761701223,-0.028224792507009048
WIF1,,-0.017107259550504936,-0.07185541030767877,
NPPC,-0.015933037896034095,-0.033898198488689676,0.0050628829907523685,0.03780146351238163
LYZ,0.0065729904354972606,0.06698627290951494,0.04932949215539687,0.04795264619853144
EREG,,0.014520861377075799,,-0.038699198744121234
SPTAN1,-0.09053955487828609,-0.035809545433963454,-0.04852806621985394,0.0772863748214773
LIPC,-0.002965506165739148,0.0011694288718393578,0.10929976681986654,
COL8A1,0.026415437576936995,0.002284131198265209,0.039917199240397855,0.036733290509490424
GSTM2,0.028051753499164844,-0.03809487854707255,0.022041348390189102,0.09659558543563009
SPX,0.010356752915550984,0.004533029126291339,-0.031238196669081526,0.07109849769245147
MFGE8,0.026407672152047396,0.0523402972404567,-0.029492945686468593,0.054535155356816745
TGFA,0.03353552453747838,0.028668249406274705,0.054874917641828995,0.05764123421805052
SLIT2,-0.034957563134310546,0.03481155705666955,-0.04535345512999539,0.05690974871489256
PLTP,-0.019663049249381497,0.038960177630837665,0.0636368363844292,-0.037245238418209425
APOD,0.01814943648505634,0.00845976013322181,0.057938322016192145,0.09264759276008022
B2M,0.01637318151359097,-0.014575373284562317,0.05511816588546117,-0.013315669080361206
OMG,-0.02456497451476524,-0.014628246250857771,-0.012744228996316888,0.08361528322194493
CXCL3,0.02450984078827751,0.057234232833289364,-0.017920452523614967,-0.037804132409956434
CXCL10,0.01969177681464772,0.006455002266680105,0.028600590103126097,-0.019687397778429764
RSPO3,-0.011927900471244673,-0.01881368003892102,-0.02241234168499616,0.04191469976362581
CORT,-0.003921475995771369,-0.02283324131452166,0.008040607865592447,0.08189396214468767
NCAN,-0.0809600969099722,-0.014962025335027971,0.05474712379152983,0.05973819074382636
PRG4,-0.01177232337468033,-0.01347052736328675,-0.019415177038443344,-0.020881810892850353
ZG16B,-0.01366322102841708,,-0.020961803617299903,
TGM2,0.033967466433829904,0.016975879419195455,0.00910261911855866,0.007114973505794149
VEGFC,0.03709035475055564,-0.020735605313384878,0.003989759738026438,-0.024535982843588044
WNT6,-0.01628263906525784,-0.018561089837687044,0.04198725942074348,-0.028461101541875714
NRG4,0.005697008620137431,-0.019187004653963915,0.1546756240977899,
PMCH,-0.01985208623315169,,,-0.019378594301881675
COL9A1,-0.014963982178063233,-0.0370420730998712,0.057271366808833185,0.010274431386001296
GDF11,-0.01975328448871018,-0.017617975716890142,0.04828589722863578,0.012785205817827406
IL24,,,,-0.01444821294684666
SORBS1,-0.012063581683299306,-0.02459246865002618,0.03931561718819599,0.022999328359036564
DLL1,-0.01905094656834354,0.018848961815784288,0.009280087299879542,0.0715953094231597
TLN1,-0.04191896739370584,0.05892314819206368,0.005299550231578163,0.003982781832422707
COL2A1,,-0.012031224438586108,0.0035657497549722895,-0.03158568755331831
SHH,-0.012233376837754776,0.021116799546775707,0.0958089081695678,0.05199385154869305
PON2,-0.026313416364415722,0.012418986812825284,0.04731194235644266,0.052917567866047684
ICAM5,-0.01906658607999543,-0.03190673880389007,0.008449676467376791,-0.04038672942103399
HPX,-0.009996726811068527,-0.03413167660764032,0.06378391693804626,0.028527267496310238
SFRP2,0.027859691546337734,,-0.014302191740725908,0.03998122322323508
CD70,0.0006238194256718938,,,-0.0470945316727646
HP,-0.02641959327910077,-0.03831116663753906,-0.007805395146434932,0.023891695262243266
CXCL2,-0.012053588156920137,0.04006163955562709,-0.024495039437348144,0.0043295439051394165
NPPB,0.05527470929002796,,,0.062132330616729924
