,UKF243,UKF260,UKF266,UKF269,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,-0.016323624821634047,,,,,,,,,-0.02071950167426679,,-0.02093908103417498,
BMP1,0.06699182038241837,-0.0069451765592870845,0.015101091113719316,0.08697518615303637,0.00246950945571565,0.006917098461166937,0.02322648177946346,0.03294349830349781,-0.033592487850069915,-0.09914817877102843,0.00615227194844481,-0.02635589181319924,0.059840178030940445,0.01929016792495709,0.012085815749572494,-0.04339916209351539
NDP,0.04855857943621189,0.009522538951976349,-0.029909423110818643,-0.006475602747961659,0.007887504746661403,0.02835272718328332,0.10839134005284097,0.026406376768897344,-0.007944170668297227,-0.002786379413499775,0.035642906831840536,0.00690863044010923,0.07250049803647515,-0.051025850551617444,0.0558552455349929,-0.0022557147443881035
TNFSF18,-0.02154482049139445,,0.06953606132201202,0.016076243973707115,,,,,-0.023736421031954395,,,,0.14469179372098265,,0.000646218062335426,0.01693582302445808
IL36G,,,,,,,,0.16258236259042033,,,,,,,,
RTN4,-0.09348239390261465,0.02868038062634551,-0.032602886842166424,-0.10535239625104574,0.027143384895011693,0.09918090758522387,-0.03919940488331255,-0.055157802535537266,0.04709232896227528,0.0031584564914498643,-0.0221390706432225,-0.023654610512822912,-0.07780760811354051,0.016434405810153218,-0.03004167478171953,0.029480719516356182
HEBP1,-0.08102790687107994,0.016839406424933444,0.038467059730435446,0.03221157565594642,-0.003471918780718461,0.06954723672420825,-0.019364513374566197,0.016728371709311886,0.02519780766938914,-0.08074107953773348,-0.009647199796497542,0.09187829235210375,0.022686677361772534,0.009910233312373251,0.09830768500629793,0.043938949216384325
WNT7B,-0.0015615540936763932,-0.02514013855172902,0.06471418354224732,0.003661449324515316,-0.013874672409191402,,-0.023358229035922023,-0.016376619408061767,-0.02613148275307827,-0.03471047915208795,-0.028927587291268746,-0.007067000189478085,-0.02184304323601933,-0.027014748233796945,0.05403543371099572,-0.010890314034088437
PTMA,-0.11152722272826918,-0.0375347984916885,0.07191641507874635,-0.0462365973952166,-0.024982908847102,0.00032880146433284316,0.03291102228689174,0.07047810676018065,-0.05034684906756939,0.004872291754113574,-0.019403905246206346,0.021141994752599723,-0.09777547969088494,0.07165255472932024,-0.01409045945886591,-0.0013523186192741859
FASLG,,,,,,,,,,,,,,,-0.018160457837469245,
CEACAM1,,-0.01976296765296214,,0.02110678610372774,,,,,,-0.029538349633635337,-0.009910251436885304,0.0737111819790478,0.0031635158132961886,-0.017930081297177002,0.02398318747065332,
PDAP1,0.025636425588608864,0.04154994838110709,0.012176787869572202,0.10442954204910991,-0.01759631164618639,-0.03519200698750608,0.048975416304368774,-0.012404352157962165,0.018509193908185402,-0.08525701130945681,-0.005921950062766548,-0.05296666104862726,0.023377645589941296,-0.003053974079294513,-0.004986495403057733,0.03819260702788838
QDPR,0.04868185805528701,-0.01859626894760319,-0.008951816765238636,-0.12619150216074826,-0.00884063284299824,0.04705130652870894,0.03467092858865327,0.03627819955414207,0.041531537491812945,-0.005418265795586981,0.028297624130678798,0.08426774599560084,-0.09848208277323311,-0.00745663144145976,0.008206460973823302,0.03504050755445479
POMC,0.014868038864769667,0.009380772210538974,-0.005170007406514863,-0.01567837391402549,-0.005245884619819927,-0.06423129941759917,0.012707170852711606,0.010356754854008629,0.05173003617202777,-0.0378602557660698,0.05103336699700192,-0.03506258941132702,0.037417534988386646,0.02222662535570043,-0.0136524395958251,-0.042752140154530834
CCL18,0.05110602007627533,,,,,-0.032612396367210784,0.08149041657643265,,,0.030053939199100748,0.06958715041087961,-0.04558808181049637,,0.009336371860710329,,
CCL17,,,,,-0.017172954983994453,,,-0.013611408702041852,,,-0.02542548572422439,-0.03142536562326306,-0.02731746609511081,,-0.016460415253962118,
VEGFD,0.05636348585450731,0.0991213719735164,,0.07000158693800189,-0.012596570160612386,-0.02241637951516321,-0.015266418600478516,0.10113774340561976,,0.047212039880062964,,-0.02176930998150758,-0.02881149521304022,,,
TNFSF13,,,0.026446217080984366,,,,,,,,0.03703647147662501,0.01586898392184638,0.041303013098145026,-0.020134279577223968,-0.026820872761294166,0.04845026304453504
WNT5A,0.09037264917508157,-0.06865010101920854,0.08447208308092002,0.03546496850262563,-0.021833028920240333,-0.045552193000662704,0.09611349983689858,0.009249546721477776,0.037037813375787154,0.06400954508407161,0.037320384161848096,0.03815820555378798,-0.003372772983151418,0.020048013861848245,-0.03200508062743068,0.04023109252594932
CXCL8,-0.054397661881954135,-0.004239259203439259,-0.023969099624932204,0.05338832599318955,-0.011730473850641842,-0.03942278929137631,-0.031017457141250485,0.009428396996795657,,0.02683234748965871,-0.05918858328500308,-0.06303239485936558,-0.03878484706766118,-0.010117501457952417,0.0383307972646381,0.044998993080343275
GRN,0.034729500744874325,-0.003676314981745063,0.0340985103223352,0.09386019881805734,0.0015157964784557956,0.01269944502009606,-0.04537981955251915,-0.026593177153150557,0.011472688830045926,-0.0352980543154138,0.01246863476907903,-0.01803597864290498,0.05620394463497099,-0.003179793087791627,-0.01026562457876569,-0.018584419773785905
MIA,0.04426842562253882,0.06126282453866511,-0.018139460990113734,0.013855332158516545,-0.014325945744721826,,-0.0014252263583761225,0.049138819004900136,-0.05234511238252759,-0.022672528065779237,0.06457811990624672,0.11175890364297371,0.0034966010627654515,-0.019542773794207564,0.09075702262985114,0.07283560716309562
COL4A4,0.07352101542121295,-0.006233415659630209,-0.016032744603592764,-0.029937720725427275,-0.024066449546461637,,,0.04943158909370585,,,-0.012120986330219068,0.001286568079151349,0.008512297842625456,0.003988083652920034,0.11117365738628328,0.011698839660568271
TAC1,-0.041043967238652536,0.03566166970119425,-0.023302270688452902,0.004957285284184779,0.03388163670585298,-0.017237116948883784,,-0.0003968879746412944,,,,,,-0.030934498203878735,-0.021638889616805154,-0.032502941963894326
RARRES2,-0.0682797859522884,0.0038327324346449096,-0.001093207562040205,0.08266744390550193,0.01594333294823773,-0.08794955233673851,-0.027475072015348607,0.0776854896534638,0.030758429148861118,0.0709775494082841,-0.042295725564784295,-0.04733693735510501,0.04196309211767842,-0.029927376921664806,0.0016337203349527465,0.039076373188045944
FGF7,0.05057334546814495,0.05533311768660302,0.06191901560808125,0.07024136036133095,-0.024125463449440266,0.03653829334745726,0.012246977339433186,0.0037039084108176383,-0.03261521666529802,0.08630694340020297,0.11459362505150598,0.006413805049803318,0.01888593730039555,-0.00011582188496262982,0.06295562995835693,-0.01746832923542647
EFNA2,,,,,,,,,,,,-0.020690272268210963,,,,
HBEGF,0.057440526760436574,-0.03634379359190849,0.003281130927441352,0.031219228234963776,-0.0323491999644422,-0.037186824388202616,0.014792993501749415,0.04689128251827969,0.016849768015108353,0.0741258730270777,0.018871428347368723,0.05900158588403845,-0.014747771382442154,-0.01698523721816651,-0.037717995145368104,0.05804167480520661
