,ZH8811Bbulk,ZH881T1,ZH916bulk
BMP1,0.0024032301224372163,0.025415516417434957,-0.01047693939595761
NDP,0.054585720708851725,-0.03802663883434855,0.018852433222762838
TNFSF18,,,-0.02395308386020877
RTN4,-0.03286231834631287,0.02973393310787117,0.0117671486926188
HEBP1,0.03389461067484541,-0.026580993458973027,-0.0005744642842403149
WNT7B,-0.03401646485610427,-0.03279788469509371,0.014165785999065565
PTMA,-0.02844469545807063,0.03264965966956622,-0.019648776147085063
CEACAM1,-0.01647939354384165,0.01337960759114286,
PDAP1,-0.02499477320864457,0.013686709046836215,0.04510809684363231
QDPR,0.04827617810592776,-0.08324830324097432,0.05003920130543797
POMC,0.08794229627862529,-0.035610296886322924,0.07059977897049839
CCL18,0.08588964915592741,-0.06423800209099433,
CCL17,-0.023789039147533,,
VEGFD,-0.01647939354384165,,
TNFSF13,0.007133002539000156,-0.02444449136736439,0.03407172035979609
WNT5A,0.029081962555258828,0.019889946418892992,0.00984793062921651
CXCL8,-0.081524511811262,-0.065047854991654,-0.01881955133121612
GRN,0.011924748338809767,-0.014488628113676452,0.034371853711534374
MIA,0.08650036955314007,0.00759307160211598,-0.006358984805567179
COL4A4,-0.010214289985628252,0.009712872483770535,-0.029123244939035536
TAC1,,-0.0172847602725213,-0.019786959176678283
RARRES2,-0.01988502369727943,4.882087369392296e-05,0.008588625541708386
FGF7,0.0027657925018603853,0.01198803707365629,0.008370293258784049
EFNA2,-0.015662560711695517,,
HBEGF,-0.02419445274158524,-0.03630452782409176,-0.06296552832317817
CSF3,-0.05056999080011547,-0.018512483351958525,0.03824164619011515
PI3,-0.05903750545757182,-0.026405366698907563,-0.019375995530907172
PCSK1N,0.007058134007562782,-0.03126802540314966,-0.01622689425072631
NTS,-0.019081858046054424,0.0010632109673622868,
SFRP1,0.005201174410258294,0.0321413173814888,0.17214916340568903
CXCL13,-0.030222638718505425,-0.04274863142060118,-0.02484859608108935
MICA,0.02428479335257973,0.05025289496330076,-0.06982615548504835
TG,-0.0054681175355139125,-0.025684681955933174,0.08189321909493681
ADA,-0.011721246462130413,0.06603840322200294,0.019689430508407713
LAMC3,0.088881351578736,0.026913885518967354,-0.009313052140311516
CCL7,,,0.00132870251827624
NGF,0.0641600857127277,-0.0034010559561813143,0.025599282453745445
TNFSF15,,-0.019379646104683165,-0.033904409125650244
HMGB1,-0.006423302401021555,0.04540978874664704,-0.02531075308134969
ITGB3BP,0.002589818572710727,0.0071461849572887265,-0.06064548956668609
AANAT,0.017513203286923424,,-0.0187052789857304
RELN,,0.025718200264104884,0.06886759764845789
IL15,-0.01622471346720466,0.1321643509835615,0.000491509341757485
BSG,0.001575957548513547,-0.006394464516604656,-0.026806343629789998
ADAMTS3,0.08974137463838604,0.0803899571451246,0.12664344869420513
CD34,0.06065579042092132,0.02526384456189021,0.04827227993957658
PLAT,0.023198372519555234,0.029478797113261804,-0.06020261906588766
NTF3,0.08530463513474343,0.014981154896440958,
CKLF,0.08536271486063697,0.0544287227292395,0.06197704809471764
CD24,0.025982756479730303,-0.012456554530273304,0.009521821936580906
HSP90AA1,-0.11708657527699665,-0.0353596012769863,0.020558817054192446
BMP4,0.092224942567673,0.014649499791268757,0.021346683003434955
SCGB3A1,0.053319469395643165,0.06305365911255802,0.005109870026826051
IGFBP4,0.027775912897908272,0.027779451607288497,-0.03949325456654744
RSPO4,,0.0555061259471916,0.08443141678163703
LEFTY2,0.09416285602268927,-0.036859065624860396,0.04971967942779851
PF4,-0.01435582126186289,,-0.0184767308507403
ANGPTL2,0.06057903624057524,0.01526537236807103,-0.04230714900437207
LRIG2,-0.015137955192238038,0.052516854697177415,0.09468794162085609
ICOSLG,0.03248710506172207,-0.0022263231579177463,-0.00021163932568858535
WIF1,,-0.010165043553949727,0.04058941867999751
NPPC,-0.02716217624178197,0.014792092796515877,-0.04440385212223916
LYZ,0.04370920646745547,0.014288762832478315,-0.058598378296677495
EREG,-0.009576413120516927,-0.033757954360375785,0.002781112008575334
SPTAN1,0.0326007834441166,0.020089826688392362,-0.005496496847836175
PTH2,,0.011794604595999502,
LIPC,,,-0.028813355763732007
COL8A1,0.04116039499047081,-0.008611118714134678,-0.006517189735675662
GSTM2,0.02968616556571335,-0.031231223338196452,-0.031406308865426155
SPX,0.02755535649147999,-0.04473486930624205,-0.01582840296572395
MFGE8,-0.0014549029125240367,0.00620581377882408,0.05942341695438757
TGFA,0.06130958883515808,0.06232661267632338,0.014883875823245222
SLIT2,0.0031471848587589107,0.008359177204824295,-0.005712262654905674
PLTP,0.06727160948407261,0.01941434690106669,0.018751075814645777
APOD,0.07020370221310353,0.02775360118673302,-0.0004762396023305994
B2M,0.11911880710427013,0.05194285367854516,-0.03189940370789105
OMG,0.07339553445003387,-0.048259895197216726,0.017529298876968018
CXCL3,0.007459367661205817,-0.04457181258841546,-0.05582943429113706
CXCL10,0.06402871629439559,-0.016823462389708513,-0.0427968100242492
RSPO3,-0.002427160435045537,0.012472300802216086,-0.014280725963612897
