,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,-0.01770030211589114,,,,,,,0.0023966333450038957,,,-0.027147255005511312,,
BMP1,0.04062945520117935,-0.036170440214645175,-0.024917987838063062,0.04209652197615302,-0.06525330536963692,-0.06363368742641581,-0.12590123601208808,-0.0345311493096212,5.3217407786321246e-05,-0.11229209859621772,-0.20841181959674468,-0.06463411288178958,-0.09338036448911011,0.04350940517867501,-0.04436177793180227,-0.034642319345600206,-0.0008132600248481521,-0.027449839663352103,-0.03366931040449609
NDP,-0.075708175240565,0.037638319723284304,-0.005601866376078024,0.0552749964911655,0.1989850188346519,0.03498292317243614,0.014153038339703657,0.02924410927104301,0.024759353515107118,-0.09596811107891993,-0.08855983694091009,0.003769106274876272,0.005998289985182382,-0.02953182722988072,-0.01286202997825625,0.033487349541479146,0.06825599785071801,-0.012112434689178544,-0.06426998841588118
TNFSF18,-0.01871251853388907,0.052367505308052065,0.0665008165961049,,,-0.005989867156018621,-0.026284417264467466,-0.033697983752936395,,,,,,0.015880804760229746,,0.044822184611058476,0.009914885709658119,-0.05425874238543695,
IL36G,,,,,,,,,,,-0.03351673206925555,,,,,,,,
RTN4,-0.06600361676992454,0.005876396448653553,0.04363231157111113,0.039203322799098,0.18228151505078538,0.17271151315416813,0.18454472754447657,0.11901812218334469,0.10149100885936911,0.32753583964845095,0.29413896598756306,0.1290701306853631,0.03067748326920441,-0.033619581214402804,0.03734724257012406,0.031144267854106553,0.019770788492784856,0.15607613058498454,-0.025821249731347397
HEBP1,0.011776001112240371,-0.04601776324791534,-0.052401960785276175,0.025896024854412635,-0.036090359053490985,-0.06575037530847157,-0.04714353230900646,0.021310743346045016,-0.07443415096520759,-0.18520982360026012,-0.012384919526073929,0.06747640337564195,0.02152662547302196,-0.022893409973136346,0.00241892252386815,-0.04142616554662868,0.02588785711867382,0.06491887743898718,-0.1236571242628344
WNT7B,-0.01648514273597777,0.04593055013206586,0.020154413302868608,0.035047348999137216,0.06678353366162013,-0.0052966374822182765,0.14035030834173234,0.0025144730147682263,0.06564296468906762,,0.07120969538691399,0.006692247187145957,0.044775140871837586,-0.025649325811887076,-0.01482442429298826,-0.04545094244451502,0.03752799424895091,0.012658250598876162,0.039751501178359065
PTMA,-0.022052218689656365,0.004211245356934303,0.052115761180331045,-0.01511979142780883,-0.1197341076636087,-0.1711923638897718,0.03577084157083151,0.05892307938789113,-0.1415132978392803,-0.42251316806217243,-0.29271378417792304,-0.012018521013183778,-0.0589993568204568,-0.0109771460847693,-0.027623242195313164,0.07327856116126948,-0.12038197089868373,-0.09756718215641409,-0.13029216296077503
FASLG,-0.016485147396285392,,,,,,,,,,,,,,,,0.04873443447125726,,
CEACAM1,-0.02288977143259585,-0.028503701894993044,-0.03997204619107269,0.02793834735292587,-0.029547437270616036,,-0.03458879607157016,0.006591426308967212,,,,0.06516221164711224,-0.03519805699986985,0.0440297004160016,0.10621018340119731,,-0.007199653401384124,,
PDAP1,0.06239252359485855,-0.00786924110868211,0.009408603347649437,0.022427782717713955,-0.06477624316435818,-0.016175943122016898,-0.09653975142080407,-0.062209767885364656,-0.02836284747906815,-0.011095890830911578,-0.14494706875820287,-0.021177696108819574,-0.08727630773270413,0.0069662805138456085,0.09065058728404689,-0.0315640673927725,0.032492246743408164,-0.038570229053212265,0.017643670769351763
QDPR,0.023254324184966563,0.050307433880933596,0.03838735894976693,0.02934623643831655,0.21189463398408911,0.031122429481731925,0.0607213069843798,0.12962425767254812,0.02135337171500525,-0.3049945994819804,0.0055669104689150565,0.06831509945676933,0.06614089210194993,0.02753411728545528,0.021051970558910824,0.05844398372098741,0.0778696891491377,0.1524349092437596,-0.15165496600116446
POMC,0.04301881863857655,-0.030338568235282404,-0.0299315401422384,0.02286089244807637,0.13311009056257353,0.010343193296376247,0.06279981993054883,0.013707380664334452,0.12004381097154208,-0.033431279171990055,0.03412524518768687,0.05820541052084872,0.0796226192390817,0.04330368765036675,-0.039356856577630446,,0.002907079455412046,0.10219952703466995,-0.04342659885959079
CCL18,,-0.0256129805691669,,,,,,,,-0.15620598377664782,,-0.047412573102025686,-0.043955173182887795,,-0.05712334946081998,,,,
CCL17,,,,-0.005968422853464107,,,,-0.027242326777114464,0.009061112047040128,,-0.030618486284965774,-0.03260203769648026,-0.01678149700845867,0.017079263173598088,,,0.03939646429839175,,
VEGFD,,0.003407480428381017,-0.0262818526490753,-0.007545357255951798,-0.028269315059037587,,-0.029652754039792797,0.023977971169558136,-0.00602346034235376,0.13515483612010118,-0.03281478010828461,,0.010424019793083442,-0.010286392980570625,,,,,
TNFSF13,,-0.02684221673459373,,-0.02624621965383061,,-0.01072605988340903,,,,,,0.07690944886620697,0.0075435917521031156,0.01584477641171806,0.0629982190208191,,-0.0221588159806002,-0.03948328420290778,
WNT5A,0.05212339112941696,-0.049565916269653176,-0.03871084440295098,-0.04807542255007651,-0.09933219868504926,-0.0958831611655531,-0.1195481546424751,-0.04175338734086268,0.009661694768708809,0.016936943491111377,-0.10592077270254494,0.06505057250616787,0.01621845976129183,-0.02236150720341653,-0.03505547720037612,-0.07421385672170042,-0.01208953800176354,-0.017738818714683142,-0.020669809668312708
CXCL8,,-0.07458062453286578,-0.04743499617903949,-0.021764913144085005,-0.09160420629533478,0.02394597478152413,-0.025818320857268054,-0.03835042370454408,-0.019214851708444204,-0.0961877117611542,-0.06914214838615758,-0.10877376906185748,-0.21384422106151865,0.004258796829001634,-0.0953613463777776,0.09744626479117852,0.00220109673648552,-0.13645450452315244,0.07670126275498332
GRN,-0.019292161058826047,0.022184118897715495,0.009882841196771932,0.07302672375128717,-0.12172884575327661,-0.08785498871683955,-0.13659530633947287,-0.024396008883322565,-0.02764611069602954,-0.26824294786895886,0.04151722624372616,-0.04085899280928585,0.014894451002356692,0.05701518419902877,0.0006841525768457893,-0.008718570622878372,-0.015960437291236255,0.07773400338181023,0.09904944638117083
MIA,-0.021577636062275963,-0.013171815275193,-0.017322100470458675,-0.02760833158427044,-0.07696651044245054,0.049397693117418394,-0.05056254661417042,-0.02687780359832707,0.032202216510898156,,-0.020204176419593954,0.024641510310511136,0.1396674860010453,0.06213674944327437,0.03760906452236404,,0.12741826516118854,-0.027018999504754122,
COL4A4,0.02939680095532516,-0.025568606666821276,-0.008225511870278828,0.008862238983223905,-0.07526295632315014,0.0037919483122171066,-0.017442333927327896,-0.004846898619478625,0.001403067011963533,,-0.04359477210760747,0.02446014290364589,-0.026667831200536653,-0.055024255279090474,0.015085313179899883,,0.011178775400787115,-0.025615502437125515,
TAC1,-0.016485138427394994,0.04517719986216664,0.0373744769330304,0.09970423205836898,0.27094572323228727,0.17393187989762854,0.2071370530194641,0.15953152180853844,0.11189719689066206,0.3048293734124331,0.2638043579979132,,,,0.04734142870843487,-0.045316299314603924,0.001765786119997576,0.10648341164401048,0.04008085117217419
RARRES2,-0.0032341047241330094,-0.02215771874304887,-0.007436626040067598,0.029677449890747734,-0.16117420982198022,-0.11824528222103511,-0.13661825326321053,0.05433640908875704,-0.001562710696901624,-0.11168409462578355,-0.14595198079805408,-0.09102616055069275,-0.07815838665790283,-0.006706421410803785,-0.07755261222178923,0.12058351475081677,0.04810599604653071,-0.07554941378254001,0.08242149188645859
FGF7,0.07915790201392153,,0.026443288077691234,-0.005212418508438462,0.08223221170328966,0.0074255554715174895,-0.022142777908942483,-0.0068675518179213005,-0.028329134025932394,-0.007222033418187107,-0.027288373135508085,0.12129243808671397,0.005478376753857643,-0.016709651262356986,0.06937126399952329,-0.11100945239067811,0.08304068874528774,0.03793551643763047,-0.04264259952538678
EFNA2,,,,,,,,,,,,,0.07311953669539673,,,,,,
HBEGF,-0.01871071096124408,0.01666154255568151,0.07454798374099339,-0.003080088870569248,-0.09848264576052398,-0.08447085552221213,0.008738175063103011,-0.1426075665248283,-0.046506305556282705,-0.16698016364251383,-0.029050974527713685,0.0766132527249938,-0.01703498475272745,-0.007779657096714656,-0.016695762995818007,0.009063393109197921,-0.031129430618430456,-0.09283849856752523,-0.06215990727875498
CSF3,,,,0.0054213952132998585,-0.04134143971477225,,-0.018453653571873983,,,,,-0.0645673201708801,-0.1383450432408077,,-0.04073843210908054,-0.04085006565816269,-0.02246848722181121,-0.02724079580048524,
PI3,,-0.03742106270557984,,-0.02275788781633999,-0.025451567151661497,,-0.020779057483793977,,,,,-0.14329928593381125,-0.20187730168304666,-0.008961137749614174,-0.0640030245169453,,-0.04881655830988478,-0.06463648687453595,
PCSK1N,0.06477766011260425,-0.011993905258796561,0.008411210235884366,0.013450080709275239,0.06468190854131334,0.08781268516705323,0.11692403887308322,-0.037783706864072314,0.038690206053583406,0.36793568454380876,0.27267237211596246,0.09785250814994399,0.11140272949722127,-0.02084562107358687,0.12475094220179454,0.05942518499894089,0.13528943978938168,0.1621640779768762,0.20655590013424036
NTS,,,,,-0.07671498199387267,-0.02674848776860067,-0.02268176005500676,-0.03817835826966915,-0.0335482629917396,-0.06718377188785922,,0.0845778258135122,0.04331969290121844,,0.12494182500439818,,0.04407680914651597,,
SFRP1,0.015318819431294253,-0.006691657024991415,0.04795495868057352,0.0032469460389409214,0.14329113045650393,-0.04818323542563383,0.005664830153265007,0.024960945976212724,0.08554668444162097,-0.08719285753438435,0.00918237493587149,0.07148316262496594,0.12237591587749944,0.043866349069777925,0.026684345649588225,0.1233225478133928,-0.032499590963928765,0.02715877412560488,0.01422465963447233
CXCL13,,,0.04007106007649767,,0.051302176803293714,,,,,,,0.013294021767464678,-0.07102340853746843,,-0.02435833261757292,,,-0.02041652253711895,
MICA,0.03497046419349756,-0.01213143753353058,-0.01994693279905894,-0.04687861956654243,0.011851243454609384,0.01469692143503519,-0.03901313913077058,-0.0394551224989814,0.008335703947653142,-0.02778924587314432,-0.10663255206739568,0.017311263650412984,0.001967767675336687,0.0725447802097014,-0.029313534197965542,0.07700545967009255,0.05505796597240933,-0.04122393276092898,0.020397164316238087
