,UKF243,UKF248,UKF259,UKF296,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
OMG,0.053431056412012554,0.01527450718289948,-0.07916125133076893,-0.007735225511155285,0.04775896724175531,0.03715948313695557,0.07782924956368506,-0.11843555992792966,0.1479683930228015,-0.07122783334456598
CXCL3,-0.034990162554904614,-0.028224639887916785,0.04293456746101394,0.019021808598986074,-0.012928289384056942,-0.022073230377105547,-0.007368306433311516,-0.023339206820763875,0.035644520714784036,0.01874418030043055
CXCL10,-0.01643225638955795,0.06580460120894768,-0.011267570698273598,-0.01497282536243681,-0.020544616383903525,-0.020602598816133678,-0.020901348906995517,-0.03144288996021802,0.015000502613161559,0.01097848844427355
RSPO3,,-0.02866308881336551,0.07139382843046868,-0.01092708885684872,-0.013509813237969352,-0.004912327808887256,0.06169582958283018,,0.04696676515527999,0.02038062107541935
CORT,-0.012847607270238481,-0.016222107702595343,0.0038750296758890694,-0.015218132867953938,0.09575069657326403,-0.02275011748937852,-0.01630683967298907,,,
NCAN,0.026566275357821544,0.09550552330175141,-0.04226838881034467,-0.006887404115835435,0.030737227535312366,0.06711219062187515,0.065912757946537,0.09710834975792725,0.1843383709332266,-0.07907439416797298
PRG4,0.0697756005016113,0.0771022741659848,-0.018923277722629347,,-0.01579520492969711,-0.021852536186937332,-0.024061739818987907,,-0.01508836539024342,-0.016864020788948438
ZG16B,,-0.017182414306519952,-0.024343127330197275,,,,,,-0.045685550950848516,-0.014458381255560957
TGM2,0.04486661756611229,-0.023250189558377078,-0.012145773390441332,0.028692130213775664,-0.02878416091410491,0.04788244828904383,0.055914140154990154,0.03082600114382507,-0.02544119696461069,0.06811915629506013
VEGFC,-0.03106184547752425,0.041186227340792865,-0.04584365097506683,-0.03235398125172897,-0.016119636225465635,-0.025676578325645103,-0.0071443488634857924,0.0344529757234149,0.031087247380316416,0.03452406873787535
WNT6,-0.039394695209566365,-0.034046073364852075,0.016588841862225787,,-0.014068404505502374,-0.02978416261670501,-0.030306990386575403,,0.06934784682814167,-0.04104664014358339
NRG4,0.010800310226849975,-0.0017502322336337358,0.022478601242356504,-0.011692745318532042,-0.01880543583856262,,,-0.02471974844656648,-0.03663953425295272,-0.04351560282962573
PMCH,,-0.006923141720536367,-0.028993444148450252,,,0.02248919517130893,0.013257344371807497,,0.0645847801668069,-0.057588421977959256
COL9A1,0.009176812131941025,0.09753858653808906,0.030872654613484526,-0.004333910533684766,-0.021428347068277277,0.04059338254191007,0.09339608445786422,0.034118766197253646,0.06063393320415478,0.07782723724635204
GDF11,-0.00804444655483227,0.06356936984449006,-0.03155937848747861,-0.01855638893746381,-0.02464093882185956,9.517275548085012e-05,0.014253864108467436,0.010731510774414648,0.10755974602149522,0.013109234185188922
RAET1E,,,,,,,,,0.003994514862535844,
IL24,,,,,,-0.015119861868189064,-0.015334557860427322,,,0.002390897434997008
SORBS1,0.04364634794207355,-0.018693968330257587,0.009848802626115049,0.012511356140057165,-0.034671723134511036,-0.039582153773703825,0.0005740519477073759,-0.026188686291880398,0.057575483577107886,-0.0008028595678725896
DLL1,-0.03105141013248607,0.046505115095518496,-0.03438040404367444,-0.007461019120627154,-0.035422194040426236,0.05991418658050071,0.023221014708361642,0.025104076990882934,0.06850569401486767,-0.0423655628509678
TLN1,0.013991212027343321,0.026086394511394266,-0.029722993942424284,-0.004850310647814119,0.036950497002580907,-0.061710518156485,0.005584759215609931,0.025269038487682822,-0.06539791614056559,0.08637980539095046
COL2A1,-0.030050178263369785,0.07181597156455305,,,-0.013124867941624659,-0.006242008239662319,0.044741231665450396,,0.053519571471052026,-0.0079730890389622
SHH,,,0.08027870630097948,-0.010578802248448827,-0.012526278105190726,-0.012179622073933158,-0.009939403978850141,-0.009054075622121332,0.03324935779576959,0.06975106206150909
PON2,0.10430995586272876,0.05115910928367371,-0.06602386859277973,-0.016783169430725026,0.010641857227400752,0.0495946440114579,0.0673602666127201,0.06217028446458504,0.12596375006611826,0.15481747021525902
ICAM5,-0.034294422391223225,-0.04358341851654781,0.027224758044961616,-0.014283433499001205,0.0038741977547041267,-0.04226417290501207,0.02711140103418573,,0.11929339611930709,-0.031602903339816926
HPX,0.04416695756441814,0.02522312872794237,0.03134130776351328,-0.009213552267242488,-0.03183929892823733,-0.0382918875546288,0.12040128586488263,0.04177528779071765,0.0007921700374384566,-0.02966427077269983
SFRP2,0.10253410695946398,0.019811973219449174,-0.03410264670391872,-0.0354525710234193,0.03195186431095719,-0.03917127607454493,0.034008231913986504,0.06427163419760681,-0.03071109136227631,0.0667825480839352
CFC1,,,,,,,,,,-0.05461943579491526
CD70,,-0.008172281092978939,-0.0427598525868935,,,0.02638922202590881,0.004280819793060814,,0.027349544769420576,0.034450172610475505
HP,0.10734551501883627,0.006683734743719596,0.018417667909122935,-0.042716523130234815,0.08934901352809546,0.007770509365110838,0.02941162731987082,0.04787019492455993,-0.05480873581944101,-0.0035508233286777953
CXCL2,0.028805734509874684,0.011235772624961725,-0.004617046902649819,-0.012804581329855784,-0.024792514992110607,0.001770861969778541,0.03367040974453762,0.01919135152379194,0.08755284061099408,0.0038183841558927316
NPPB,,0.022808751039849598,0.04004032275873509,,-0.016119637397893006,0.018234499129474783,-0.024858824125554423,,-0.037166726946614985,
CCK,-0.03994526632331077,0.07792555345280971,-0.012576703046932779,0.0012965427544148235,-0.07137129893994973,-0.026289417703356206,0.04389054785071237,-0.06217152231595288,-0.04821527820866598,-0.15937861578165385
SEMA6A,0.10555199157439421,-0.010628621136377666,-0.04622442316262669,-0.009076554907365688,0.04776877491248826,0.0496236249417784,0.09364796054552593,0.012188424779398355,0.12097306967847578,0.0801570270838264
IRAK4,0.01728544822681835,-0.03645922265360378,0.0005938091541212216,-0.011738567187826572,0.00041894099675650917,0.04788040074918509,0.04387686448750175,-0.050542693107717765,0.11953055932640631,0.016835565516034448
GSTP1,-0.0014380445090721211,0.09011043473439498,0.004235174026185519,0.004623923027852781,-0.00019861332194092945,0.0692651805292922,-0.003581028100845889,-0.03620776641514389,0.08274229393731208,0.1510410408469763
VCAM1,0.05478558501797985,0.06716074838282261,-0.02357852686190763,9.46227126770573e-05,-0.04361033661476137,0.06136878642381164,0.028235659446791413,0.06293630721018588,0.04594286926205679,0.06210767663759799
NXPH3,0.05157104404706963,0.018168288296858483,0.04165407701138595,0.07036102615495829,0.017198641090432874,0.03822502555043396,0.04917904430025964,0.051352492801707124,0.16309428963398281,0.032580593672976554
MTMR4,-0.016646379687704074,-0.049552198903312264,-0.023986186183786368,-0.019467306649682846,0.07558209146004873,0.02049811091627724,0.004793644309330798,-0.004350359426940266,0.04673513832843765,0.08724550887368118
LAMC2,0.0635009820228597,-0.021366730140593804,0.07420265235307191,,,0.004798470177237693,-0.020138577265109647,-0.023900175592725045,0.05281637560842773,0.02161439733650553
IL10,0.10635428813224965,-0.029473688698839463,0.033091495797292696,,-0.014429367210519831,-0.010020834657850272,0.01081164893500629,-0.023054014606812626,-0.02312214445346927,0.04244627795234431
SEMA4D,-0.005631620700377823,0.024040860158800567,-0.06387250373420747,-0.028003698497596766,0.038888823069342375,-0.00036890833789125744,0.06123629783351944,-0.03139399313870259,0.09363630976346152,0.026030197499647068
TRH,0.07454610754488653,0.019525443370978078,0.06135952871012527,,-0.011716078167560902,0.03286541768102915,-0.0002361223808820556,0.08280260082083282,0.118009958558283,0.08607210048200169
SEMA6D,0.05422899291223127,0.054474707910639235,-0.014648049142945749,-0.045314462423388574,-0.006728497086244653,-0.0401073226437716,-0.0007589237809360699,0.020180179436473617,0.08765017542431244,0.11866726948391086
CEL,,,,,,-0.02289671966216272,0.07398360295210027,0.02364263890825364,0.038450578516939664,0.0576478394640547
PDCD1LG2,0.024906679437834225,-0.015173080138138267,0.05941657556243335,-0.0406579555547488,-0.024683146528934392,0.035242378105720534,0.010978888069095201,0.04195270390158379,0.04802904582642951,0.04664136056871266
SPINT1,0.04418130527260401,0.006009835441428046,-0.029019669874889534,-0.015056971434466828,-0.021179204689056364,-0.018326897825489765,0.052035610808640394,0.06304163501772453,0.05734418436023927,-0.007746570268880414
CTHRC1,0.044632507177182194,0.04421940281847925,-0.009920613637424585,-0.02393470018981064,0.00375767768814104,-0.013105236995020047,0.09608168185669566,0.06940438094654539,0.002323355729458739,-0.00924004671322512
PODXL,0.06413661051292083,0.08821852140744285,0.013998748557913644,0.025622350274514052,1.527396317083817e-05,0.00765899510982356,0.09449264796420859,0.03423991146280984,0.12081453671019446,0.06213236658156961
JAM3,-0.03424890993933926,0.017411432632478928,0.02237166504983126,-0.006067444394036939,-0.009802010935692674,-0.04864947565872131,0.03554418963608326,-0.07597660171565654,-0.01053537020704095,0.004797860909525405
TGFB2,0.05040688761991149,-0.01854756869395417,-0.0009494296694701786,0.02452850624053468,0.03373591248289611,0.006713740139576507,0.050558181960477844,0.03398092398108637,0.05612654435328451,0.17083839766540232
COL18A1,0.11835981185669155,0.04145057467619627,-0.01268820626310795,0.06800925014352699,0.025304477450210652,-0.05006775716040886,0.02189341791016866,-0.020889362621655628,-0.04104310484912328,-0.031629198849038836
NODAL,,0.005633076576298743,-0.003673910580572637,,-0.022160852850142312,-0.02260268505508663,-0.01894179120637933,-0.03595353612841203,0.07008554022693264,-0.0381697334660684
INHBB,0.032406753443468904,-0.05528283575679339,0.012725233048104334,-0.0006314218170661085,0.007208300154303462,-0.004060923195488141,-0.04566196568658207,0.04653396370862006,0.15282889379165365,0.0786422465265097
LCN1,,-0.021366734948195083,,,,-0.024041608996620892,-0.017888125970142475,,0.0077904551174211075,0.014368079653099084
ARF4,0.05607165047409797,0.032585668373959945,0.12349216940291453,-0.00552819291580412,0.02949723053163399,0.04578335621273359,0.01579531901514123,0.043829185660410594,-0.023337119636253397,0.07829918535103148
CXCL14,0.04920633827205298,-0.02415026326726074,0.008740704629086504,-0.06520241111026759,0.04074761841337943,0.029674291689609184,0.06760732481942142,0.10582583329605977,0.16532403336496365,0.14651395226764918
LIF,0.04742762726436436,-0.04529158100388869,0.02879602141756396,-0.010922876553975575,0.10699523215502771,-0.02387936803194767,-0.015921743922076407,0.06624244675734155,-0.0640332234594318,0.07836152295969462
IL17B,0.004789725894485298,,,,,-0.020921286105693167,-0.0005520852285898412,,0.0012482499248853873,0.0730258590927018
MMP1,,-0.02945757245219161,,,,-0.03305400328143098,0.013359737640672324,,0.04271877774991809,-0.07549971132938521
MATN1,-0.0016369605565272514,-0.028053899658355898,,,-0.013124866308297645,-0.03025128864550191,0.10591428088300345,0.08230480867196052,0.017056978123974484,0.02403903786001543
ADAM28,0.019829025220604736,-0.02263551223598702,0.008190877598108005,0.0811465820549266,-0.023099042796093313,0.03147093443210496,0.05510658262146145,-0.02849148701731742,-0.03194366267167405,-0.04975901820202552
TCN2,0.007376698136381218,0.04618393959038556,-0.0729043398803367,0.013596684918818727,-0.005461231650826765,0.047533827320463504,0.056378162466816976,-0.019848853445473102,0.054634852120566846,0.032784327412285874
THPO,,-0.03655539283571874,-0.0302268770469855,-0.011366290320090627,-0.0131248678159841,,,,0.009046210849601482,0.023721999755021397
CUBN,-0.031413391425634166,0.04000810658984222,0.028455943392617773,-0.03261362144748664,-0.03839037003822412,-0.01952034840650197,0.0737499573206563,0.011560416706532592,0.0383900454237679,0.022023640628425867
TIMP3,0.10856017702395948,-0.04171588918440336,0.03932557048124653,0.026285616110496637,-0.061348554390457256,0.03452246331384581,0.023254960237675888,0.0032470622087533854,-0.08589035873065355,-0.037922724333514506
PIGF,-0.07277146401677206,0.020569361163473097,-0.06991295764720708,-0.002251221884328455,-0.04868314908018115,0.05862403055406168,0.05357611709107422,-0.04334774243428397,0.13108774252292182,0.05788666705325419
CRH,,-0.010982572490186132,-0.033774615682451145,-0.020564934909926127,-0.017951438660678363,0.03543096475786175,-0.011385926035682649,-0.016481188558223482,-0.04887550709888039,0.015447245971588086
BDNF,-0.006059330578174761,-0.0009152599853344121,-0.0056301528785528965,0.012371185273236818,-0.014781972112604883,0.010062105201606482,-0.028529679971735243,0.058450988639297465,0.030934630195653998,0.09082120899264837
CCL5,-0.04497251485699925,0.013748764275007897,0.05200301257702127,0.05239704509233888,-0.01780546153108951,-0.03906856419892535,0.03334304301376426,-0.03736355877363822,-0.006911407620645825,-0.09454103666075757
GAD1,-0.026612049990966075,0.02105924626756822,0.020279057782402944,0.011671802626375264,-0.05348711898221984,0.026015140272515645,0.02084701029629862,-0.012691826932424374,0.10718749902154301,-0.035795301236081246
COL14A1,0.12828771270126793,-0.036673596669443094,0.03230032938816469,0.02256715944876385,0.038752090363949984,0.09297485434649368,0.0011623406170002998,-0.027229883216409737,0.023772216434757514,0.15343432510443827
HLA-A,0.10818579923413572,0.06473418725554646,0.02041929295657859,-0.015721249992672538,0.07303760369865397,-0.037790533075138036,-0.01584528533218041,0.0845180467092469,-0.019618657722162813,-0.1095439704784721
CD5L,,-0.025033670987177795,,,,,,,,
FGF18,,0.080612753716225,0.05167640139016644,,,-0.02473397150294122,-0.01338297860753581,,0.004833083915617868,0.0300126871956755
ADM,-0.01830754406692432,-0.1010206745222137,0.09394235560453183,0.04403515539297529,0.05927142276375025,-0.044544367138691705,-0.10036034580145888,0.0037689815708072784,0.05085472343171274,0.11679526865421197
CCL15,,-0.0068519412858059955,,-0.032429856134066806,,,,,0.023995710942183338,
GNAI2,0.06051073712938657,0.009735554528693163,-0.021217701638598607,-0.006270962836994855,0.013446713833852555,0.017038374537184722,0.06283741646231353,-0.024958467775637844,0.01884624977494403,0.032328890770842174
HDC,,,,-0.01383699650685535,,,,,0.06562357440260173,-0.00853006335621203
COL11A1,,-0.0152727013897287,0.025597232358336955,0.003697295606525688,-0.029735884105962007,0.015448138822073753,0.010062910693682002,-0.025721700081182502,0.06712624079362071,0.09665323624372929
NUCB2,0.02426339745980044,-0.02503358735804553,0.01340519645231583,-0.0376233795942605,0.06667489150357664,-0.06354553689611485,-0.04198627763213561,0.06895948328223844,0.015703426453326477,-0.0049275572699883936
FGF16,,,,,,,,,,0.11132278112488786
