,UKF248,UKF259,UKF260,UKF275,ZH1007nec,ZH8812bulk,ZH916T1
MICA,0.057158883742149585,-0.0008091162382614751,6.785514881329386e-06,0.024573790062528137,0.11146520626719371,0.04359503217151403,0.06942718040663234
TG,-0.016199079476472436,0.002651974958786403,-0.009237164956501795,-0.014844963454196596,-0.06628115792962122,,-0.011614083057739297
ADA,0.03733588385460218,0.033257118033974346,0.05069572875167786,-0.024985118088125348,-0.01713132180814981,-0.005858716021035674,0.023589760361174092
LAMC3,0.1630755855908745,0.010638244683309142,0.03218185540791534,0.044979930588091306,-0.05821841040519113,7.968243416657324e-05,0.05076294460711492
CCL7,-0.014566102063462176,-0.011368327169634374,-0.0211920580912997,,,,0.10119903950385843
NGF,-0.025009273903646087,-0.002989321755170739,-0.022620316314943233,,,,0.023409157242754608
TNFSF15,,-0.012659188321147246,0.1706005512881753,,,,0.03162808080935348
HMGB1,0.03234101353999652,0.01492408810396385,0.002105278740635862,0.011505483069028648,0.025680681322920396,0.006840998858467729,-0.028050365137081083
ITGB3BP,0.06771634938996411,-0.0296533835446589,0.0313346077601193,-0.008804310659226535,0.010778363819144704,-0.051205658631497876,0.04297334228179267
AANAT,-0.021133198016376385,-0.011518567901915534,-0.014138104019241652,-0.01335016238859546,0.09915670945924394,-0.01950902765479416,-0.015281784537149196
RELN,0.0005680976998813007,0.008992402816562455,0.063976506537674,-0.02021755899699364,,-0.00433576255625059,
IL15,0.00048549137490594413,-0.016338978880059005,-0.04451417171987827,0.03285255712291937,-0.06584503175926859,-0.042478645238807386,0.04755564273331272
UTS2,,,,,0.005631123497492086,,
BSG,0.05441727683007422,-0.024428289747782588,0.055321123478150006,0.04027173238730103,-0.04569030909587522,-0.03975792767282232,0.022978940782167317
ADAMTS3,0.011442720925029683,0.004774082876530719,0.061435238140283004,0.027270118094710888,0.04857123059986629,-0.034113258474947776,-0.0037861974297455697
CD34,0.10156237357116778,-0.05630745374927078,0.07841210946053234,0.007722832992142716,0.039389836382858534,0.02377910559889815,0.09592257621521467
PLAT,0.08408731813821896,-0.013107955057537366,0.0018433971960739603,0.05033444950183409,0.018579845590954616,-0.06894970396714177,0.049197203928590276
LTA,,-0.014570484608103673,,-0.01285759768472728,,,0.06381602240368421
CKLF,0.0004996004732718887,-0.0057954618299020134,0.019897040231820644,-0.003953249434067252,0.005181577555406249,-0.06791849700585569,-0.020118645644119658
CD24,0.03035153618008154,0.003938097263746564,-0.004720627568496061,-0.019379597970013818,-0.039152046699082434,0.08391758238674901,-0.06341723758336258
HSP90AA1,-0.039537767395536196,0.05286739207173709,-0.10187310422129531,-0.0062115611778515364,0.029688642262718196,-0.018367822609151135,-0.07960253952045389
BMP4,-0.02155704134936334,-0.03399468970511386,0.06687895902409302,-0.036879323976510725,0.06586095552866568,0.07094637220333287,0.04028460310520484
SCGB3A1,-0.01456610060687143,,-0.01683673654359751,,-0.022965486614400805,,0.0541484945608309
IGFBP4,0.08815715591899831,-0.004378432251967596,0.0911089789646303,0.06546077937839812,0.026487870295074295,0.05055763977176604,0.07734139999316328
RSPO4,,-0.022302679447466636,-0.01943233086976433,-0.014954168857961138,,,-0.027125692368791737
LEFTY2,0.08873935104644715,0.002558907196844681,0.1398636037944557,0.11698803033907046,0.02082019906285877,-0.01116295574513648,0.04955965503530956
PF4,0.07365663073799558,-0.009918641486105962,,,,,-0.020566974207448904
ANGPTL2,0.04193217318986966,0.01824592503744713,0.04180269515721294,-0.03007887685036984,-0.06090409970214025,-0.03717529185999042,0.07056976461487303
LRIG2,-0.03626815515055476,-0.06881962587503429,0.011197051570043186,-0.02966859383601585,0.03372702136055263,0.00668610154277817,-0.02433369787197242
ICOSLG,0.015164383411484919,0.027883710692372783,0.02049711750021144,0.038883784790803066,-0.008491907167694372,-0.07690711055485201,0.08249242384731571
WIF1,-0.000721056938115146,,-0.03668530857265539,0.08373557616244887,,,
NPPC,0.004820975517285034,0.05922099853485634,-0.03389820393391872,0.041127231047112044,-0.0402265782601568,-0.03236107674501108,
LYZ,0.009605973670540235,-0.0007758657319505652,0.04358794516510097,0.02734405439594633,-0.03286855234738519,0.021798075688716802,0.027544507616073997
EREG,,,-0.02734590023306337,,,,-0.017137126926474115
SPTAN1,0.06145202385827298,0.022702138338941007,0.03700353157174006,0.04657316299034995,-0.005318409607036692,-0.04050607179460609,0.019558090794403175
LIPC,-0.01849860078492996,-0.017824537464692706,-0.01881369466061769,0.022429841997517946,-0.04256548460369453,-0.039721589288946174,-0.026004439951124596
COL8A1,0.09334936303801361,-0.0383514481021935,-0.0021377466323409104,0.0673301156491971,0.0671228244510638,0.019224225393689346,-0.005537014520962507
GSTM2,0.0033703621777668663,-0.009871203952481067,0.05661367313062346,-0.03555417835571842,0.027091228155402002,-0.04743472591306967,0.03009605622177711
IL4,,,,,-0.01224296225305743,,
SPX,-0.02991856419801194,-0.019127717992377676,-0.02596694438388249,-0.040338167827640464,,0.023685572626292898,0.0017464987096535813
MFGE8,0.06295386666671202,-0.022742193265315458,0.04314516361145064,0.014896235794672296,0.0053376210141514915,-0.012936918639561479,0.11183012292863678
TGFA,-0.00923836894297402,0.0028162241959164744,0.06853799275033787,0.006460728449198699,-0.009865050647015894,-0.019029131396425578,0.034831663661147844
SLIT2,0.06293147534626753,-0.033757913713874564,0.0021657320303452975,-0.02255271246962835,-0.04948755594748156,-0.02624421669308159,0.0248260117693711
PLTP,0.055189228623011684,0.054029191506764565,0.07140915709869305,-0.007058178252910684,-0.0327709689946287,-0.03927183336492223,-0.05071341679489642
APOD,-0.02045298113091554,0.019305172214958966,-0.01769056705826437,-0.01839117067668284,-0.008522470381385011,-0.023747710598632427,-0.11026070472367276
B2M,0.06742567146109975,0.010262701605590405,0.008692620212324293,-0.03670745809289493,-0.0008393055276457785,-0.020834133348017498,0.022789550120231
OMG,0.0034489942994734373,0.009537257794408732,-0.004532953026945754,-0.058885337149991626,0.06762425708290994,0.02506700529553704,0.08812774547533779
CXCL3,-0.03731366830266784,0.012701917142476501,-0.008112181949572037,0.007429310993950102,-0.053130408457136485,-0.02402074942619941,-0.018336840685899632
CXCL10,0.04160640069614955,0.0018859266240671042,0.020776281956470133,-0.04018387469555948,-0.08769997981355873,-0.03236107322627677,0.03833705618705833
RSPO3,-0.01978619690490191,-0.011518567050823778,-0.018813683061052033,-0.02258601152843107,,,-0.014657289089950332
CORT,-0.010017778850958517,0.01853346890014608,-0.022833244982333942,0.027110071681062387,,,
NCAN,0.0644567655818961,0.022113471238939277,-0.0027179100001488285,0.05672484811709955,0.043915158716855224,-0.07522583083238688,-0.007147660316806471
PRG4,0.03968659627723761,-0.011368328941219408,-0.013470529527121706,0.04067140042312511,,,-0.0332027099801653
ZG16B,-0.020198785211917758,0.05140841168172127,,-0.010216528553717404,,,-0.01827606207945761
TGM2,0.05657012362715975,0.0003990225200477516,-0.018068451976075484,0.004720306870491019,-0.011334714435603193,0.04832991797848075,0.025580428212170696
VEGFC,-0.02781361611258728,0.052671882788844125,0.0714459731187592,0.12833509992942818,-0.046123311458495735,0.0770491775479317,-0.019595016073051714
WNT6,-0.02350208366662779,-0.01572386274430105,0.04156996038855363,0.01415938784135653,0.03799422313616972,,0.1074055135683698
NRG4,-0.01341589138039198,-0.013835776375597221,-0.01918700773606384,-0.01962760555495249,,-0.005059947777618929,-0.014657290732682743
PMCH,-0.015462536804532079,0.05957653411666504,,0.022307224203098646,,,-0.03160668698017811
COL9A1,0.24010747753644915,0.025111521731322632,-0.010190228104468802,0.0034444158966580422,0.05300494204206478,0.018781838830802942,-0.04550182088422475
GDF11,0.019645757519819843,-0.020919292671701197,-0.031191554122013004,0.026891783827609067,0.08357488117669473,-0.020737314264279393,0.025538374152519108
RAET1E,,,,,,,-0.01607894379089311
SORBS1,0.035093689137835275,-0.014224310312140737,0.0057874395830607136,-0.03422837007226018,4.903814080466706e-05,-0.09745896109195341,-0.05185364728648723
DLL1,0.08505241368299736,0.0448296839663264,0.023902784506293646,-0.014138904889702958,-0.03876714667524071,-0.08391908433862826,0.0996104454803879
TLN1,0.053258110943393056,0.038016204794093796,-0.00040868515443091504,0.07316418991994363,0.027486333788529434,-0.05344263652282919,0.013925208066495503
COL2A1,0.0546035411141363,,-0.012031226371218982,,,,0.07653986410921199
SHH,,-0.011813560291132183,-0.030499972860911245,-0.021797514623787945,-0.004974266959674533,0.06004286053286131,-0.03500904009828137
PON2,-0.011862356400515634,0.06844484684001942,0.014661053957186114,0.04571521298492227,-0.0100387633471292,0.08317793461187416,-0.022338672432709216
ICAM5,0.018831881468181304,-0.018412272195109405,-0.031906743929221465,-0.016188974408349797,,,0.08570406984362897
HPX,0.003951816978035843,-0.02874399933473318,0.048498406853100556,-0.02004930408798946,-0.06625040891801388,0.027758952438315575,0.014946776886350736
SFRP2,-0.019365669574620187,0.09280072095404805,,-0.01670978387876578,-0.011823771211049442,-0.05964491565661409,0.018076366686695308
CFC1,,,,-0.012857598461778329,,,
CD70,-0.025720747382469277,0.02952953918439708,,-6.030756874569977e-05,,,-0.02236234538357019
HP,0.04603176937083256,-0.011958080062487053,-0.017244213136407754,0.001703582728250921,0.1049716666018939,0.028129782143141248,-0.021925703805353608
CXCL2,0.00777350821205831,-0.010335824272822937,-0.05906057924424467,0.049419419248668134,-0.057609723201085546,0.0329139679880292,-0.021734927574735025
NPPB,0.017062001903374115,-0.010888245123080053,,-0.011258636114792595,,,-0.0148681890626071
CCK,0.015841938462246373,0.06784999828743092,-0.0792215012048738,-0.04162290905931392,,0.032289931450964184,-0.0192880549622338
SEMA6A,0.029843330398354382,0.05476194793302929,-0.04974033155061361,0.05835496810385321,0.0749031970043769,0.05889610950987965,-0.09980461254289796
IRAK4,0.027557050471517748,-0.049641811036128594,0.03927182685615543,0.02385728015233111,-0.0025248749421595456,0.08494943847154231,0.03284501466528906
GSTP1,-0.0384652354602329,0.05675086935691805,-0.03314703516672792,0.010583497703959334,-0.08265788390729767,0.06548561653202203,0.006391905907982746
VCAM1,0.02217595652197685,0.047186681160608285,0.027103534708606828,-0.015073716128422955,-0.009969474251657461,0.030911382541853234,0.03347602768681226
NXPH3,-0.01720757266890854,-0.014257215784261113,0.004873694664189896,0.02135058206907694,0.014959755961256363,-0.0011033209022948713,0.005796406361910017
MTMR4,0.03582804222292574,-0.026130140166320235,-0.028350064102430867,0.053710889652453506,-0.048929771757737606,-0.056644332087326284,-0.017806576447066562
LAMC2,-0.014749503534962943,-0.026405381311952657,,-0.01417336680795888,,-0.003414410139983254,0.0874026150929202
IL10,-0.01920149439585681,-0.0296655601580472,0.015066800099305413,0.020823252963110515,0.04472833201457541,0.12714345392297194,-0.013962749913706139
SEMA4D,0.05102637638621555,-0.0085010075290517,-0.023108541025673807,0.04935163610720879,-0.014544761846385887,-0.018245744898151863,-0.0055758824713029636
TRH,-0.03341801406415548,-0.028003937017620575,-0.011839638913837314,-0.019505825011584127,-0.07938720481247853,0.05320182509123827,-0.016653368832795265
SEMA6D,0.04491985431519786,-0.015885970870599137,0.04969358809810064,0.05288771565694768,0.025885353885767643,0.00048024050766519205,-0.026273595797809232
CEL,,,0.040231163322906376,,-0.008888711209646155,-0.0003537379143154496,0.04903076137872758
PDCD1LG2,-0.031982090493578294,0.04751167012919006,0.0016884189174774535,0.065320627072513,-0.04618800231388792,0.027968939460646193,-0.039560488902257156
SPINT1,-0.017126906709223035,-0.032920086101175985,0.08217318509997293,-0.024623127621570248,-0.09809226546715961,-0.048601243187280097,0.03698214099389894
CTHRC1,0.13726915007564464,-0.025102987915786808,-0.029357705006955646,0.01651555719291383,-0.03212139418072324,-0.017860899726396463,0.07215417388727316
PODXL,0.0736268558573523,0.0019100772653196253,0.0672916973301296,0.014042527031162832,0.03231822861812067,0.04006596350882577,0.07871963443060899
JAM3,0.044935002316248175,0.0022231451788060565,0.002081634108734082,0.006279498045676059,-0.0445247306797904,0.004832973868432138,0.039351878370918705
TGFB2,0.0006109002740875628,-0.007807002669230188,0.03942891875507126,-0.029723207876587436,0.07845440503868387,0.035944132503737965,-0.04487665533011985
COL18A1,0.08912389095164605,0.002057841089683838,0.05397195052362916,0.06453392079586757,0.034087294108435584,-0.0015779946397345397,0.09486528566152218
NODAL,-0.006478101028820813,-0.023265722703228322,0.1259907742183687,,-0.007091643396641545,0.03022239784951894,-0.022791649696505635
INHBB,-0.04612353594672232,-0.021601732981859346,-0.009135654024813885,-0.06327411856872982,-0.005493221428289619,0.000667484643482984,-0.03185927143004237
LCN1,-0.014749506853661293,,,,,,0.007629125713301811
ARF4,0.019820680227819052,-0.01741689698692558,0.0492627420104123,0.0400157436525422,0.03230117467839729,-0.03694425779007395,0.03375940868721411
CXCL14,0.0011289350220345243,-0.024322443712680202,-0.022898022457177404,-0.03287985077695119,0.018130059473172023,-0.026384676586157285,-0.029407188887277624
LIF,0.03646304748394519,0.0027282896539323944,-0.011633641898605808,-0.0079899671910894,-0.06422111631585686,-0.011324332480528134,0.035193407818142106
IL17B,,,,,0.10250667361567757,,0.0007279756710289437
MMP1,-0.0030552534501196225,,-0.011839636331054235,,0.03489493159976621,,0.09693494590451482
MATN1,-0.0019002363642568552,,,-0.01140003575591301,,-0.024882166276211714,0.08219947186263221
ADAM28,0.06833341455497774,-0.018658820908978718,-0.020603588293696056,-0.018628096833524826,0.07307425286924463,-0.000205894222354024,-0.0285468025968902
TCN2,0.09962469680406076,0.00320181740792063,-0.029980547979067473,0.009523621730959962,-0.01669990195421919,0.04767625477180437,-0.000651698536397457
THPO,0.07527286105778284,-0.011853213736171667,,-0.010920274732926647,0.03395577335661641,,-0.002803543711496196
CUBN,0.07943677536289107,-0.028256607013978904,-0.02973546270365096,-0.02202799161488005,0.03268274298766677,0.007157081778672962,0.0660207754504287
TIMP3,-0.12485007170158677,0.009001535558225667,0.056796164583978806,-0.035904431318942144,-0.04009709439716013,0.0032115837627940185,0.07157462618814396
PIGF,0.011571466065926662,0.016606612822686186,-0.0010289342761639856,0.039329174343803924,-0.02805695632443619,-0.004022725246956112,0.005512321694579193
CRH,-0.017280803333336262,-0.013324948323461266,-0.012031228578755567,-0.002228594808559221,,0.009858513091755576,0.04415828809233297
BDNF,0.04998181850301439,-0.02748077142702528,-0.026229980362427154,0.0264747707416224,-0.003856262793021722,0.0392431844133122,0.0138843735167688
CCL5,-0.05009169388656829,-0.037928636422482766,0.007381412815525014,-0.008912245527081652,-0.06713428711979409,0.04964117634537805,0.02231242362661282
GAD1,0.04177020110510641,0.04632346460274098,-0.02892180696659565,-0.02553499822291211,-0.011448850554347826,0.018736886996414497,-0.027273252318320267
COL14A1,0.007244669693302523,-0.03158374920569582,-0.046201421000117794,-0.012957686262722408,-0.017346199872321416,0.03351034466526489,0.008307765549471184
HLA-A,0.04470440965436637,0.00680573289409443,-0.010241294960284484,-0.025927753175706062,-0.0642768524527682,0.011499978562438947,0.06249180045444628
CD5L,-0.017280801334078943,,,,,,
FGF18,-0.015636001805777636,-0.01058657179596161,0.005897784064513215,-0.012215587438772381,,,-0.01665337016888198
ADM,-0.05366530040828627,-0.00586349305053615,-0.008135663351098998,0.04218758330020522,-0.08212939024297942,0.09841776932409455,0.039409764720115426
CCL15,0.03341658926206621,,,,,,-0.014443466654616134
GNAI2,0.11809977693119673,0.01432125228928817,0.04881784734397358,0.009374510597581489,-0.007537332250192383,0.04263051569534348,0.07420849766599091
HDC,,,,,,,-0.019519534508599383
COL11A1,0.0481401151937683,0.055913731461236155,-0.06561258049858065,0.0006617425340392033,0.051206900502037404,-0.051896286747957196,-0.00890177495568171
NUCB2,0.023223075949231092,-0.027156437780899524,0.051715012648552626,-0.0449935422256418,-0.05983894783951664,-0.04051489107506837,0.03430904139483301
CXCL1,0.06476931719508795,0.05161729816162959,0.03362375360548923,0.053152101552828256,-0.007753919706651214,-0.008506708675901292,-0.02483642901749786
VCAN,-0.017820145507801467,0.022563316311010505,0.003800359884612087,-0.002824050790831375,-0.009554966379580112,-0.09533525495129157,0.01073225860522489
MMP7,0.022060014580276777,-0.02104682485911809,,-0.0112586360532796,-0.07383280557954679,,0.07689183204441433
PTPN6,0.037960623808495665,0.08358998318757929,0.01568863989513736,0.03150120525020738,0.04269304265644894,0.0402395096609497,0.03476487133268615
PTGS2,-0.013243831994248579,-0.04185730648644627,-0.02925943419063623,-0.025479234736290907,0.016952199080529293,-0.030760694705095272,-0.04085672383875815
XCL1,0.1081032378904155,-0.011518568989421937,-0.012589295787860773,-0.018491888459061277,,,
CD58,0.006528482200390398,-0.03655156494185433,0.03077266417921259,-0.030295772081753835,0.01571093718587077,-0.001202717487170995,0.03599238406610968
TNFSF14,-0.019080644612648013,0.029516272047289398,0.0075723611284287656,-0.029819006404269127,-0.050005151826418195,0.022381369813840524,-0.034642341665534954
CNTN4,-0.03354606656215845,0.04914901412650255,-0.029649590730743358,0.03450875731084551,,0.0015718578974789198,0.008262337102311276
NTF4,,0.004970224748279638,,,,,
INSL3,-0.016963759071502785,0.04338549772486316,,0.05006776114042611,,,0.02189873619976592
BTLA,,-0.01680410345052928,-0.013124759955246385,,,,-0.01912277256158462
MFNG,0.08431644129591387,-0.05119108050026534,0.028449019383572048,-0.034270389154967204,0.09437652778557958,0.09544424851637917,0.02644233072715881
ICAM1,-0.018143059536640117,0.03861813777380386,0.01688141346386323,-0.0013398292295980047,-0.047734068834796105,-0.05316888429512594,0.010654404385449363
PROS1,0.082677362645406,0.006535497093681557,-0.02643734326659937,0.01004109784786486,0.02486940962359578,-0.02952145381997747,-0.010765016741299753
CLCF1,0.030711297020039628,-0.04353947045483292,-0.05728572976123048,0.008019479157320573,-0.006248809445344053,0.013067512986862371,0.023517459132128167
PSAP,0.03313063792830893,-0.017889391759772708,0.04827873705856143,-0.05125267698178959,-0.0639631414166449,-0.07207122164865189,0.011864948199722761
EFEMP1,0.04456313516609845,-0.011897659605182773,0.03707448670260204,-0.00817254726679893,-0.12496753730229274,-0.08429719074968998,-0.01484468168373619
C1QTNF1,0.0634766566499907,0.007657848154316586,0.05462959505490924,0.05035031780735707,-0.021643761071720922,-0.009390423735585098,-0.010067687547994997
ALB,0.05321586862877662,-0.018794943116051583,0.018124949862720768,0.005472872266304355,-0.05760981250093246,0.022396430338980606,-0.022362352362585953
EFNA3,-0.029788786593851767,-0.030363062828538585,-0.0028213130191021975,-0.019837028668416544,-0.004047975533910078,0.005620170207583983,0.03410569739197541
DRAXIN,-0.0039769239684813015,0.02181106542533562,-0.013941076566901574,-0.007825949711034752,0.041937854699608076,-0.09521520654217124,0.09164084353378392
RAET1L,-0.013214933066811558,,,,,,
NPTX2,0.0935128005266135,0.0016796116551296499,-0.04865470733364738,-0.07126614880447545,-0.0019835466714855513,-0.09034369957184345,0.00789196169892993
FGF11,0.0009453669040329008,-0.012917063726293743,0.042363932814498684,-0.01023897853133923,0.007423069479927642,0.03827912314667242,0.02538302375719511
CD59,-0.010316021946670586,-0.027606313251693087,-0.023410703366384893,-0.006846680176622459,0.03489662462840434,-0.03602295825592681,0.022491899685740974
COL9A2,0.00785800968016599,0.019405379533353008,0.028763450096839383,-0.01457859808684141,0.07368864242112858,0.03654733323447503,0.00017929362893179224
DLL3,0.015619643215064,0.04574232874652023,-0.04940336004655427,-0.029818434585898654,0.0036462853108503957,-0.0898921440948664,-0.023512423595051395
FGF5,,,,,,,-0.009548890983495107
LIN7C,-0.013056215844742494,-0.013374280829630398,-0.09192106214590179,0.01553205833702817,-0.010830241105577067,0.007722444717200697,0.016995233396189593
GDF7,0.035434514920123485,-0.0188895311368581,,-0.029284083677586344,,0.008594237968873538,-0.028210062967508203
PSPN,-0.00977805792569057,0.02976487344369502,0.04176204743779848,0.01053382519466096,0.10360961569155445,0.013081214478974758,0.04635990595312198
ANGPT1,0.04309882768714732,0.07435565911026247,0.02747558317797887,-0.012806965822502969,-0.048636405758250754,-0.01759773432039332,0.06803355116561519
PNOC,0.01494597130418874,-0.016437374846751774,-0.029709574252806365,-0.019615894011122594,,,-0.020411062142482596
L1CAM,0.0196368399718937,-0.02020141052630901,0.01250470927186889,0.03303990872006619,-0.019418016974005536,-0.026825543095251966,0.008039444922874579
APOA1,0.012972321613141094,-0.016486833197907176,-0.00578200158513912,-0.016905332127412638,-0.02139549345254196,-0.03432401545918319,0.04965721968266236
PSEN1,0.02252394064772495,0.015072968003528937,0.0412915779142925,-0.05008938016587627,-0.05616608175873751,-0.05007148204942284,-0.01885738023713296
CALM2,0.041506194909789684,0.03099801150788069,-0.050514404649034436,-0.029190894490657867,0.12678159228667785,0.03971419313704858,-0.04765957895431882
CLEC2B,-0.0025019534571320487,-0.020163826572329912,-0.01765822866877132,-0.06499748168263451,0.06975775696174738,0.04031711898396681,0.05333147644452279
NTNG1,0.010321389621556548,-0.0032295277251483687,-0.031988089511834024,0.005122478071209035,0.003058498857640476,-0.06779656890405196,-0.008115191151569655
LRIG1,-0.003703387583027471,-0.006055831141085587,0.046948679496573546,0.04798154385983177,0.059247866117654244,-0.03076732146208839,-0.049860586015550795
CPAMD8,-0.026550166962015755,-0.01252202295356872,0.030598255942829233,0.04369038895041558,,0.04586719401402447,0.05914072168102811
GHRL,0.037364069364281896,0.013778830874970732,-0.027070357001230796,-0.025249131913554868,-0.05856580443940256,0.015635349543699783,0.03080682154825929
NPY,0.03530493020698069,-0.021397548786807167,-0.05639070047385802,-0.0036745016498365706,0.23253224213977539,0.011835110246523213,-0.024972733611374857
MMP2,0.09377141000521469,0.04024742199519741,0.022234899176689388,-0.022866868517799198,-0.05046029212263223,-0.04351273432662759,0.0594978408225569
LHB,,-0.010905736326100786,,,,,
PPY,0.054169718631217945,-0.0038153761053503327,,-0.01052440050465458,,,0.11660657615548646
ALKAL2,-0.02478253115475721,-0.0107472929873111,,-0.02538655064666426,-0.030961918784395186,-0.04389384208014669,-0.033868145873242564
CSF1,-0.02853130248121569,0.01851230738045154,0.029138840878798516,0.03662885430874564,-0.03357243309365863,-0.03952315080734886,-0.056783713110501594
SEMA4C,-0.00885333124368529,-0.013107573630161412,0.03276214340601738,-0.020818203134343332,0.013171642790567713,-0.022697448221460078,0.07205375869148103
BMP8A,,,,,,,0.0753672700197673
ICAM2,0.07792254267283297,0.052066718504958066,0.07253115024395487,0.0016615222086158795,-0.004342484769648881,0.012692958671136987,0.0941487941152091
SYTL3,-0.0033626519316222307,-0.020899488316725865,-0.0097522799372411,-0.015963933628030304,-0.08910097319721273,-0.023587877961134134,0.017264279656606037
IL1A,0.08096741116881472,0.018469017177016104,-0.011204033907102362,0.018996429654708897,-0.05369636046663925,-0.0021834281542843447,-0.05089788874728887
HLA-G,-0.020334626502041424,-0.011518567949198415,,,0.09956509186281604,,
PGF,0.12000010205550804,0.03618208276449287,0.09454976339350533,-0.0011074271158771553,0.007382413235647025,-0.058478462903368146,0.10990426301504398
LGALS8,0.06120467178376486,0.018814063565611182,-0.013520136860209161,-0.015098628281099855,0.05472563276471817,-0.0435877870249704,0.013647939837721498
DKK3,0.0043074136295441524,0.015873319404099518,-0.022212809696300396,-0.016168230404539918,-0.03960271521727531,-0.03822766132060102,0.034594348333164965
COL16A1,-0.021247772140830855,-0.03890224873938638,0.040645453826111046,0.06692359192748534,0.03490424503635763,0.042824653226548964,0.03620172398844278
TPH1,0.03025347114850035,0.034557171619325276,-0.01569052860741963,0.06861898076631033,-0.05997883929818803,-0.014342245972714824,0.017390308246387227
TNC,0.05336418897531523,0.011725219730083544,-0.042024624162769954,0.03373556886158637,-0.036736850321893104,-0.00729088546411315,0.00674584857751059
TNFSF9,-0.02655016420567321,0.04548937220901891,-0.029821130615247132,-0.03308383290039591,,-0.007928462492703564,-0.013132377603512236
C4A,,-0.012929383249551573,,0.07647503060367944,0.03097633315151618,-0.0023034090251524584,-0.02390358241394423
