,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH1019inf,ZH8812bulk,ZH916T1,ZH916inf
DCN,-0.03611152774833087,0.004041052050610491,-0.05191647929018243,0.10366574410768316,-0.0348278386200633,0.025585604079372118,-0.006676517477831968,0.026564026706956123,0.011987059578900124,-0.03564479948936516,0.06669171579755075,0.04509540557958028,0.01963427997206825
RARRES2,0.024813350116956786,0.000663485105093928,0.03996377129905758,0.056871681903678424,-0.02425205005335342,0.05606092544235391,-0.03838211881185652,0.009292014398583116,-0.019791159105772182,-0.0061609156761272795,0.03559875353216098,0.007012292475025712,0.006048773469643393
SEMA4A,-0.0016333405878429972,-0.010601624730018104,-0.07305576021333444,0.03963703454591354,-0.008262788184633562,-0.04255212291023869,0.015150986561843553,-0.0036873814610461986,0.042139055875723315,-0.010020653884090123,0.025543701837860602,0.03462353352614436,-0.07410371471693188
GDF11,0.0036973419632458757,-0.025640032605416172,0.16237148387100334,0.002911203809997592,0.027933615654809583,0.006914898826214927,-0.009653905961121275,0.06236604040936225,0.034848293257827664,-0.018086049832069247,-0.01356497384561893,0.04599512811147917,0.06884971582755375
GPC3,-0.024194633956960792,0.0028941754085007407,0.17822326562047638,0.06308649738429227,0.005182042774549189,-0.01098039789569844,-0.02711140434885844,0.03265861025405908,,-0.02278631055606985,0.025224669596655123,0.030458961159633795,
OSTN,,0.004051515373068662,,-0.017259774360348368,-0.02199626696971808,-0.01886044848967238,,,,,-0.020023249662943363,,
GRN,0.009170138691296669,-0.00761275650278509,0.035148343742405844,0.06493580707375235,-0.03871768336550768,0.008911813846679321,-0.004696614920801652,0.09833400849057586,-0.0199682225726255,0.012251683056896978,-0.027098254764321376,0.09537339213903355,0.022969411645224744
CALM1,0.021112612020136513,0.05695400371614363,-0.16053140604717395,-0.09414860665018547,-0.05603074229950705,0.0020275675447165536,0.03738782929037145,0.034712451599438296,-0.08619489362383714,0.021443681651410293,-0.0649210318879259,0.00515715406001146,0.053869416200635616
ANGPTL4,0.04037056774918747,-0.07893591040971767,-0.011535005468589694,0.04807419650150944,-0.04002727807605315,0.012468314328344696,-0.0004062808240302461,0.06660004060570146,0.01590689549584904,-0.015534732734446704,0.04766206849217693,0.07788057973649372,-0.0018493145156463513
BMP8B,0.02134501803479413,-0.026511785149996445,0.12720996633096468,-0.046702477272904594,0.03093875335767281,0.07179081122611385,0.004614241632606831,0.030934630610791776,-0.03997253503816043,-0.0025548820295705414,-0.091687031547636,0.15269938551759743,0.12892256259896498
TNFSF4,-0.011223249238403489,-0.018179626049177156,0.032035057740798005,-0.011675934514134572,-0.025567393008702814,-0.01376804999143487,-0.041493368173700806,0.07668531342215497,0.002355661199441612,-0.041661258985370896,-0.0331440046614447,0.04565428074880455,-0.011968235739512436
RBP4,0.012301798376634877,0.01725433787249747,-0.0353222979154642,-0.04469427033979256,0.027528023192602336,0.010294647833215072,-0.009486639170591612,0.019933668805156242,0.19025060775030272,-0.041873659884094576,-0.00799671881754154,-0.034106211219233844,0.013469514185678452
DKK3,0.004695911931790986,0.026570957188096326,-0.1860121975891302,-0.03618576626944334,-0.03648908004595994,0.020822848958645886,0.037435277728978034,-0.004901241217981354,-0.03353655091551203,0.0576834967725856,-0.016824834532124414,0.05530030720223862,0.05554312235337515
COL11A1,-0.019637450555250787,0.01734685170204059,0.18741275606434635,-0.03027404873924266,0.0035126281856763374,0.11908466982652574,-0.046384524264329874,0.06059757382590581,-0.008054813546322806,0.07771874726810885,-1.9448239971435315e-05,-0.02792728730940989,-0.05248687036012677
COL5A1,-0.0369235160693428,-0.06873476854554672,0.15070488160831963,0.058051383834471684,-0.023523553553086385,0.06889627249093296,-0.04426760206541061,0.016798192414881896,0.023199088960652346,0.012354900280727929,0.09361634143553836,0.09646758394702243,-0.03194781825620027
KISS1,-0.03907306743171796,0.0935651072369474,,,,,,,0.1950942326891624,,,,
MEGF10,0.08583019391463395,0.046324189415423996,0.11246066277386668,0.04457918800757119,-0.03633454315069038,0.017459102427217654,0.008599228757829905,-0.05972907976494907,-0.03278343748730354,0.055698268889211956,0.035723479172074434,-0.03762293284669165,0.015750227451886274
CEACAM1,-0.016892170022351286,-0.019155757517847535,,-0.004902672462575216,-0.017686551574905843,,,,-0.06557697317116691,-0.0015881712866271363,-0.011528564150574254,-0.03311208295530607,
EFEMP2,0.004546692499620572,-0.004006624478866963,0.10007570017687321,0.06678898201723217,0.05114724290779077,-0.037817263456745534,0.029691232599173625,0.06679632452539908,-0.011829138550093243,-0.021360624311528596,0.012061751616311555,0.010155973985257038,0.09762222887784279
IGF1,-0.03255885113342981,0.004229188145850635,-0.017352874003354415,0.09392675250582737,-0.003971110675193991,-0.030082231384398053,-0.0014041311412694274,0.0005194735203522193,-0.006015035319773888,-0.05493459663025099,-0.0037286193848707454,0.03141378361039431,7.272267805384072e-05
COL6A3,-0.023742065735361882,-0.07671352461797476,0.10657289859404598,0.06808230288721981,-0.02076954049678988,-0.015277472073405777,0.007563461456082847,0.010413142738497421,0.06893731704190194,-0.0243778942853054,0.00839422128189344,0.09640859540795443,0.04198888177291492
RLN2,-0.01625472160137076,0.05229897676109745,0.10657315208604105,-0.019156717223185377,-0.012707220441369611,0.005389009917776906,-0.03322618804014344,,-0.016485704298813245,,-0.033340054079358215,-0.029827260223985613,
WIF1,,,-0.12243187085852394,-0.05374064419980629,-0.010984025588413512,0.03831565421350637,-0.05877251774010904,,,,,,0.11500109599975901
IL13,,,,0.006900827297272715,,,,,0.06530443588372807,,,,
PLAU,0.021441974986155854,-0.012539141960974713,0.11913991244168125,0.1574201369942748,-0.02138527455944087,-0.009107120902217193,-0.05870155776673219,0.019536808220706955,-0.02351081598587482,0.04083573846264917,0.053974391317193456,0.11048197991640452,-0.04580938930776824
CXCL12,0.027658951203040325,-0.02832429091155685,-0.011993902057318533,0.022934282851765055,0.009236179134073564,0.010960352306269943,-0.05449349937973837,0.05154803736398764,0.1040305372068612,-0.056082394123067744,0.02101844230238652,0.08397883193988911,0.11104260089756063
MMP9,-0.01536572767919158,-0.04321363290005952,0.17048302638936752,0.06526486943997294,-0.016727836700806215,,-0.03924698067248789,-0.06062143840242779,0.0030690459254677214,-0.008206460388200327,-0.06773916609889978,0.09266829286170984,
TNFSF14,0.033433974309258374,-0.0013591029712080066,,0.09491012184382738,-0.01839446001942281,-0.011490346315963506,-0.020551763716854056,-0.04354187335079515,0.03375073382588216,0.0562772858555075,0.08063513195597702,0.004030842509599264,-0.038244418952585936
HBEGF,0.025407452386745136,-0.043657777516654325,0.13049804309076019,0.04686716936353749,0.021038100875641206,0.037875516596149204,0.04306974915284352,0.003671917769972713,0.09520422781935763,-0.0381535151820474,0.04637491537356408,0.06874588525461843,-0.036128155317325134
NUCB2,0.030393000453561185,-0.021652511940561274,-0.0031587073644862894,0.05315171288642929,-0.003349060376874564,-0.005766307207429916,-0.05329742099171093,0.0006363716521294882,-0.022070624738702183,0.007080301048065031,-0.06144820171137168,0.014734189448325842,-0.02977207901049843
VCAN,-0.02330643522254849,0.03982952490057204,0.18112758939101245,0.0371344658805777,-0.03120903867961787,0.010102752012618989,-0.040416317311225206,0.022337979208200433,-0.13797275622863317,-0.05454819108287414,-0.051140811163133015,0.025705088760856917,-0.06083408527082062
VEGFC,-0.010253797150107196,0.000415134062987824,0.049761697827110186,-0.012789122558629837,-0.004079258799313063,-0.004565626183652711,0.04044746577581785,0.019961833027166517,0.031917005488554265,-0.029074751503154944,0.038055535396963484,0.006666098192731747,
LMAN1,-0.015030939022213205,-0.06724554759532862,0.06872888389150021,0.054971040190440655,0.036746061631965976,-0.006476931002059726,0.017426636619214973,0.0705126528196325,0.03857068402431532,-0.0523461345018662,-0.015086502194878962,0.057549658201068096,-0.06329603823607059
