,ZH8812bulk
IGFL3,-0.016603060830875333
BMP1,0.006866185790444794
NDP,-0.01819797721291876
TNFSF18,-0.01712244357364803
RTN4,-0.041992776946812665
HEBP1,0.013373956523629982
WNT7B,0.05331364615716944
PTMA,-0.008173956408420993
CEACAM1,-0.003544942638654774
PDAP1,0.039918735978144215
QDPR,0.053212471622391753
POMC,-0.042621727327507894
CCL17,0.07031099814799405
VEGFD,-0.023087379955894046
TNFSF13,-0.02347438352928552
WNT5A,0.05234195237967198
CXCL8,-0.031079279091945775
GRN,-0.0013149452615052394
MIA,-0.0680862093259861
COL4A4,-0.003617278719537242
RARRES2,0.014809028648345084
FGF7,0.03942455753808762
HBEGF,-0.04133510132995593
PI3,-0.01859927525381123
PCSK1N,-0.007950293578370815
SFRP1,0.015101579425642938
MICA,0.016897575226888378
ADA,0.04093157803372365
LAMC3,0.006245858534337432
HMGB1,0.0019366956338242962
ITGB3BP,-0.03061004947444861
AANAT,-0.008054418283469108
RELN,-0.03386201609737329
IL15,-0.03372004333135007
BSG,-0.007130628536842835
ADAMTS3,-0.0284831459118118
CD34,0.006622164159087049
PLAT,-0.010169837659911534
CKLF,-0.006452902188919827
CD24,0.02405235514861822
HSP90AA1,0.001475496818443594
BMP4,0.008094859760715417
IGFBP4,-0.022684166842779508
LEFTY2,0.008434794912599913
ANGPTL2,0.05612275361348159
LRIG2,0.05597940898872178
ICOSLG,0.0035140686106395567
NPPC,-0.02568859962355889
LYZ,0.02747588741993646
SPTAN1,0.020469625549157797
LIPC,-0.03153146020743859
COL8A1,0.0028646201515750095
GSTM2,0.04105184416832418
SPX,-0.005601163445603204
MFGE8,0.04007562141267287
TGFA,0.008177263533307862
SLIT2,-0.024418314567632198
PLTP,-0.03682167091790176
APOD,-0.007279091958495079
B2M,0.03786514849632203
OMG,0.030595525778501147
CXCL3,-0.01906795065966391
CXCL10,0.09086942358179144
NCAN,-0.02376437841259036
TGM2,0.022327122500309268
VEGFC,0.015351125245089936
NRG4,0.08180093170392584
COL9A1,-0.0649029221713133
GDF11,0.04050018190447868
SORBS1,0.015529265662382186
DLL1,0.041972296773163185
TLN1,-0.001769632323360446
SHH,-0.04025920268075746
PON2,0.02276130188329544
HPX,0.10595448588889521
SFRP2,0.06018040001901672
HP,-0.025865674258477647
CXCL2,0.0800919023206176
CCK,-0.01648034236294738
SEMA6A,-0.06407325262473532
IRAK4,-0.06842195758434698
GSTP1,-0.0013299813582767063
VCAM1,0.02220732257840739
NXPH3,0.026892023009425746
MTMR4,0.026243984901143106
LAMC2,-0.01952625778841567
IL10,-0.018834950836409212
SEMA4D,0.07365174338255366
TRH,-0.01901637600137179
SEMA6D,0.032923054535426655
CEL,-0.024158618416679434
PDCD1LG2,0.018648685102827488
SPINT1,0.01611799982800017
CTHRC1,0.05098013821122341
PODXL,-0.07249401238838396
JAM3,-0.01426067387650926
TGFB2,-0.05938346520055726
COL18A1,-0.04244654806566861
NODAL,0.0569686101519343
INHBB,0.04686006181511771
ARF4,0.01629080287702668
CXCL14,-0.006332947951648482
LIF,-0.018480451421402533
MATN1,-0.01975175338796357
ADAM28,-0.05366815788037639
TCN2,0.022692779485697156
CUBN,0.02405633716619876
TIMP3,-0.05318043228114281
PIGF,0.012116761287502605
CRH,0.0143574173691852
BDNF,-0.03028577835043268
CCL5,-0.034389855501233635
GAD1,0.05267750304190977
COL14A1,0.013588499309958979
HLA-A,0.010654061832898557
ADM,-0.005335459299232268
GNAI2,-0.04583850143523974
COL11A1,-0.003290737982756804
NUCB2,0.01525018712659331
CXCL1,0.04183853056107494
VCAN,0.024567068002515065
PTPN6,-0.02636513799831985
PTGS2,-0.02441819772092536
CD58,0.1031069477982119
TNFSF14,-0.014086064479961153
CNTN4,-0.02478692269835675
MFNG,0.039821487519957906
ICAM1,-0.0003198079662186497
PROS1,0.03133991844121999
CLCF1,-0.005322315356731046
PSAP,0.041136412259546326
EFEMP1,-0.0870989680916937
C1QTNF1,0.023796252007612997
ALB,-0.003291286044614174
EFNA3,0.015902557908582596
DRAXIN,-0.04343868423720927
NPTX2,-0.012144218598322798
FGF11,-0.005868554141501162
CD59,-0.016546720265012794
COL9A2,-0.008577551700078501
DLL3,0.052531993052181036
LIN7C,0.020221235537685043
GDF7,0.03100377840154007
PSPN,-0.01938822893686467
ANGPT1,0.008949056493423986
L1CAM,-0.031531463780559245
APOA1,-0.027246803236846404
PSEN1,0.03753236923581928
CALM2,0.07057852573219842
CLEC2B,0.11185408899252264
NTNG1,0.020811369750596144
LRIG1,-0.020459743951438902
CPAMD8,-0.013759688441301026
GHRL,0.014145042554217061
NPY,-0.004375068749679384
MMP2,0.029414033357447855
ALKAL2,0.0235666056715721
CSF1,-0.03508177883194724
SEMA4C,0.03922678648955238
ICAM2,-0.002769613502272471
SYTL3,0.018522113187882702
IL1A,-0.03819262135415862
PGF,-0.041001747483699495
LGALS8,-0.0249279417885582
DKK3,-0.07911325542921048
COL16A1,0.007359802859410095
TPH1,0.021533744863411412
TNC,0.037589866870223365
TNFSF9,-0.023478643163464853
C4A,-0.026907176920533477
CNTN2,-0.015589919173391505
LUM,-0.006202090455488053
BTC,0.06387262516155842
APOC1,0.031338323562982204
PKM,0.02270161160638422
GNAS,0.0038109817457974825
BMP8B,0.06010077951230986
CCL28,-0.01859927525381123
PTPN11,-0.0026546583655433567
ADAM12,-0.05202925360076238
EDN3,-0.04573515828859748
CCL22,-0.02308737428978058
CCL2,-0.01654612848391399
DSCAM,-0.04625445551613594
ANG,0.03406862993554035
FBLN2,-0.04562002658324018
VEGFA,0.01651729361819775
F10,-0.01997492668855612
SERPINA1,0.08098191265701818
VWF,-0.07688502635325632
VASP,-0.014879259505271282
ADAM15,0.04058914125580697
OLFM2,-0.016046831979750244
MFAP2,0.009427453284258891
HLA-C,0.039284194413395396
THBS1,-0.0064855322698325205
HSPA4,0.050299374425252986
LMAN1,0.00786802075020224
APOE,-0.005800506197075484
ANXA1,-0.02472140005706784
WNT2B,0.04908570140436857
AMH,-0.018599272882008282
GDF10,0.06356723139388168
EFNB3,0.015432275587866025
LTB,0.003146453089487265
ANGPT2,-0.04786446688937803
NRTN,-0.001235369786516792
ADAM17,0.04000491232534845
LRPAP1,0.05016459077214428
NID1,-0.027614005666077246
MST1,-0.06078059699596643
DCN,-0.029988208770665353
COL7A1,0.04390323568362636
CALR,-0.023838279873402986
PIGA,-0.0658605981456636
CD200,-0.0021674531195922503
GRP,-0.0055999609116367715
CDH1,-0.03580440748457434
LPL,0.019982888813717847
SEMA5A,0.03146687725804803
SEMA7A,-0.02068819051527262
SEMA4G,0.01386889637687526
SEMA3B,0.013069968439319903
RPH3A,0.09587976975906465
JAG2,-0.01719272767882604
CGN,-0.037594481024889465
GDF15,0.03940398029397922
SEMA4F,-0.027896992369542503
NXPH1,0.0726379648743822
ARF1,0.08440580984222842
EBI3,-0.029428209293096492
TIMP1,0.05013683767276211
SEMA3C,0.05057692112770282
GAS6,-0.0007324271166203309
SERPINE1,-0.01898373135285859
RSPO2,-0.013864918749068205
SHBG,-0.031079279091945775
LGALS3BP,0.049078546809247815
LAMB1,-0.0299731691180269
SPTBN2,0.02334420756487778
COL1A2,-0.04509750154237317
LGALS1,-0.05896690721446499
BCAN,0.03179261111073394
ANOS1,0.01959074525351855
EDA,-0.0341446138439147
FGF22,0.05472942610629137
TGFB1,0.005295600551366782
MSTN,0.006507338530104435
WNT4,0.09652955446683056
TNFSF4,-0.02791560417291832
NTN1,0.05231001550727864
CXCL12,0.0752033586923088
GNRH1,-0.018360795467691288
RIMS1,-0.04377650344572898
FGF14,0.06937500494103999
IGF1,-0.005478712360355596
TNFSF10,-0.03532712905498331
GDF5,-0.00667558779225452
CHAD,0.0774846865312441
RGMA,-0.011792032432434573
WNT16,-0.016864617225667847
CX3CL1,-0.005815370726760284
FGF1,0.012562127337739148
ALOX5AP,0.0737161724548559
NPW,-0.01883494458461202
CXCL9,-0.02209371985723285
ANGPTL4,-0.027803767904853536
COL4A3,0.11243001126650552
NRG3,0.00936166432878241
COLQ,-0.018458823018339808
TNFSF12,-0.005330190071140221
FYN,0.017286195210922624
ACE,-0.018324061345619463
IL18,-0.032152443397678684
PPBP,-0.021684904285042703
CCL27,0.020192313638036377
SERPING1,-0.02472516643795548
AZGP1,-0.014170818496127193
INHA,-0.018834944472972844
SEMA3G,-0.01737668213434502
COL6A1,-0.006605172588739503
TNFSF8,0.10362686158021338
FGF20,-0.03287838737385798
ICAM3,0.06435999404751537
LAMA4,-0.017265499414445645
DLL4,-0.005442140773346061
SEMA3A,0.013067464406044314
RLN2,0.008377840290904742
C5,-0.04725032723300708
COMP,-0.020195839196365563
C1QA,0.08198435999699011
COL9A3,-0.009023307045662883
HGF,-0.01793004745950331
P4HB,-0.05031360616227499
ADCYAP1,-0.003142479970321096
GREM1,0.027774646176658223
EGF,0.033377746436774235
VEGFB,0.016598847707877916
FARP2,0.04228458592763436
LAMA2,-0.02848897659622637
EFEMP2,-0.016596150521620553
SELPLG,-0.026868310197099374
HLA-E,-0.05453156661249048
PTN,-0.006761475064937644
CD274,-0.009350808060111144
CD14,0.018521814460050925
SFTPD,0.15309372932964116
SLIT1,-4.368407149141975e-05
CNTF,-0.017376688991293802
BST1,0.020841732948891894
AGTRAP,0.024603831782821262
LAMC1,-0.015873001570778675
COL6A3,0.03771916630567749
FN1,-0.033518357331901054
MIF,0.04626627266932098
JAG1,-0.023975350353509353
NID2,0.014339560790767682
EFNB1,0.00391965289691606
COL4A2,-0.0015918860489607912
SPP1,0.03436582577741491
PODXL2,-0.05292136540722323
ITIH2,-0.008119568398828096
ADAM10,-0.006462355373767709
CFH,0.009445374700196518
COL4A5,0.019307713806954067
LTBP3,-0.015057687312445913
GNB3,0.07450185883383342
COL6A2,0.0052899748089412744
GDF9,-0.025510459802852
NCAM1,-0.025678280101706773
APOC2,-0.022909768559507406
BST2,0.007489595963787553
COL5A1,-0.08799680416561059
CALM3,0.06858721740980502
THBS2,0.005356591069746898
SERPINE2,0.018943331468615106
EFNB2,0.018779580887933082
PROK1,-0.017376672029382662
MMP9,0.04821628878175673
NPPA,0.015060165730546814
APOB,-0.019067953640023422
C4B,-0.019298340449869573
NTNG2,0.05812220674427655
LAMA1,-0.0029179907693409357
UCN,0.023708082881555497
ARTN,-0.024044569599848544
PDGFD,0.03281935854810212
EDN1,0.0027225197143108076
ARPC5,0.09322582768789993
GSTO1,0.05359341535593124
SYK,0.12073375766627804
ST6GAL1,-0.0009625149764566373
WNT3,-0.04573516824577018
HSP90B1,0.029639488582725172
ZP3,0.04440590044454663
ANGPT4,-0.024044568524285975
NRG2,0.004867071706292121
MELTF,-0.027586528459600395
NLGN1,-0.00025553784495832576
SLIT3,-0.024418196305997664
S100A4,0.03580266057846822
TNFSF13B,0.07947048419136515
HSPG2,0.05651040647197174
FAM3C,-0.008999703892398247
FLT3LG,-0.04405690981166978
A2M,0.008678826011055907
VCL,0.07944389269095031
FGF2,0.04178222502569247
CNTN3,0.00915369228500377
RNASE2,-0.05367501969431966
PDGFC,0.05765133656087551
COL8A2,0.06423371052524275
SPON2,-0.041579828071891235
SEMA3D,0.06020782718135519
BMP6,0.06435624167153581
TIMP2,-0.08192099713518274
EFNA1,0.05589265650202285
S100A12,-0.01859926587954772
TFPI,-0.007134868684409394
GPC3,-0.039978608586574836
LAMB3,0.0026695184056845125
LGALS9,-0.016660566295556515
VIM,-1.4254461624749403e-05
PLAU,0.015249897133451392
TGFB3,-0.05482121812229084
APLN,-0.08873420717094417
SHANK2,-0.01811941444926814
LTF,0.05113345439443444
PENK,-0.02126909043474524
CTF1,-0.06077756068532336
COL3A1,-0.007234038564012322
S100A10,0.007189460491388694
