,UKF243,UKF248,UKF259,UKF266,UKF275,UKF296,ZH1019T1,ZH8812bulk,ZH916T1,ZH916bulk
TNFSF13,,0.04950174171951765,-0.011379006747659133,-0.012024543773424351,,,,0.02313588840103237,0.09835659940742694,0.18201774056686731
WNT5A,-0.05912875141628244,-0.007851346294856353,0.04225607522204065,0.006284386974894564,-0.052633600363243875,-0.0032851204251452245,0.033440680431247864,0.12108303381211573,-0.0022490702492535476,-0.009747147768250385
CXCL8,0.02336621607896927,0.0003257436900892093,-0.047945372818485,0.004496041243936997,0.025503830149066594,-0.02048553663351915,-0.04911207408210514,-0.0016569539817741672,0.018876379664864936,-0.0002577714528978705
GRN,-0.012386910492971161,-0.010820473732636957,-0.013663068923460682,-0.013626114871720831,0.010601950185645677,0.006269371536922239,0.020610387594785413,-0.030115173408465295,-0.0732256385948617,-0.02357688992902174
MIA,0.04909134627029752,0.031983950525158865,-0.009916909720655983,0.04573172840967347,-0.02861925738073749,0.07884176278372938,0.024423011251249484,0.08398194999757902,0.06171726949011483,0.07883354455722408
COL4A4,-0.01370968617081805,-0.008432879369873029,-0.023948656246058922,0.05184836664840336,-0.015201826028453276,0.02178205224678397,-0.03399158798292567,-0.029160634734341495,-0.0022835778650107386,0.05805209966060537
TAC1,-0.04202984959165407,0.006840116192767826,-0.023604659742418845,-0.003702337273409751,-0.050398143599869556,-0.06370526893938522,,,-0.0214471911574284,-0.05831437452491184
RARRES2,-0.06291066224151233,0.08207373137417733,-0.005361797271678905,0.006876433922990693,-0.022967129050880542,-0.018904353342897882,-0.14837325552432395,0.09123743366625288,0.07914662768907556,0.009452666189027003
FGF7,-0.04672919234045105,,-0.01894677671068952,0.04645799019939428,-0.003448091059760161,-0.04507594736981236,0.09233725147215804,0.08220666472646372,0.09318314677458725,0.06824653020507487
HBEGF,0.047609643380682944,-0.03783684861142761,0.020114870805071513,-0.0351962586061394,-0.025367458101919902,0.006840540780754569,-0.034807377653624905,-0.02849145236184698,-0.04295917335098477,0.026504907558537266
CSF3,0.02327279396219735,,0.03877608466705232,,,,,,-0.017176749382755173,-0.032218760779261967
PI3,0.16268212490986367,-0.027046225437411184,0.0026569839131027058,,,,,-0.027873978797146027,-0.03731936999316823,-0.05557254906483425
PCSK1N,-0.05609286651793119,0.04358851195736744,-0.03067627555179772,0.03853473707233927,-0.011717434147931785,-0.02738478495906306,0.11526341454274355,0.033357866108115336,0.08339694021588621,-0.07442362112880516
NTS,,,,0.039474063112934665,-0.017366319138439,-0.036833702146512916,,,0.006924846079830684,
SFRP1,-0.025199442049312147,0.0603762556904012,0.005588752176632032,-0.0027578910881178855,0.07865262437529882,-0.02999002482359496,0.01712731028929304,0.053660005917917544,-0.024845345550792212,-0.05450153859124359
CXCL13,,,,,,,,,,0.05139072940617461
MICA,-0.019151182720392276,0.0031655155833130414,-0.04099152740194756,-0.029644660848972642,0.04373101504565879,0.02584423184943081,0.0017419817957961474,0.008804135411501475,0.003586953387956808,0.011502530409550855
TG,0.03595070801817466,0.028957528894881956,-0.015533350452704868,-0.01612118942827863,0.004049131943948856,0.004217461644278889,-0.04106686192052159,,-0.033497937630421866,0.028962835345478066
ADA,0.03193347570882177,-0.026470854608896064,0.03434399181298643,0.052785426378025406,-0.022801211902011065,0.024364354953810424,-0.07741318490355048,0.06122079398901783,0.04855611604293268,0.00987183648731214
LAMC3,-0.023679059873861208,0.05505127102800256,-0.03087639429175502,0.02368169654984261,0.011387865037708732,-0.00225123710838141,0.008562845043287273,0.03303279199550719,-0.02929129260589937,0.02842751916941421
CCL7,,-0.01635265658382963,0.014107058440871654,,,,,,-0.017999568330246154,-0.06718126686909147
NGF,0.006749237707471283,-0.028076699296452023,-0.01471892357165871,-0.015383938692025593,,,-0.032407597208912786,,-0.020925074775632997,-0.009083730421502038
TNFSF15,0.10059239181295422,,-0.012505808528188765,0.021368150615561434,,,-0.04884801948596048,,0.0072938645035841255,-0.04834906648252844
HMGB1,0.06277835880147398,0.08017788006251303,-0.007300827687639751,0.010913581199408183,0.046312083694145516,0.028804854058035553,-0.0777128472131563,0.0455102277881379,0.014229268183006676,0.02169016791172546
ITGB3BP,-0.010486734526170565,-0.00408971345296131,0.028802823291456538,0.021304540209702134,-0.04886395153171294,0.0008285245621459092,0.056950512682582013,0.006896139812726957,0.10719842864344549,0.04306097545655517
AANAT,-0.02561193432288017,0.03659537698333098,-0.011379007962118864,,-0.013192240093214668,0.023415738626862713,,0.034459975725697346,-0.019044293914606398,-0.02667448867501761
RELN,-0.05489496298660852,0.015327714275208838,0.01015827761524354,0.046646679019139485,0.043711751022735404,0.005597231078946061,-0.0357250619566792,0.04152099497595813,,-0.07291985191966445
IL15,-0.04528539963597347,-0.04377732192539613,-0.03949619806963262,-0.01329155640369768,0.05226608402381748,-0.017752029793524467,-0.010914328006030935,0.028481099616893275,-0.03422387873171645,-0.002023496296134658
BSG,-0.055525339566888834,0.02518564409559529,0.0007910618042943919,0.01998076253944523,0.02475837667918275,0.04405784954500894,-0.024574866520747706,0.03130460168503333,0.06711995973588882,-0.0017099449178663779
ADAMTS3,0.012323251832703459,-0.043644031193638126,0.03726995606557033,0.03221618004862432,0.0033412412948870497,-0.035371493098860576,,0.05359916470307903,0.04344466169846555,0.049697369255252415
CD34,-0.018613810123431197,-0.008505766804350123,0.002770192959348679,0.030198429340314355,-0.006619923653693376,0.018002913920727164,0.02237963202798701,0.025392463547729883,-0.004266640115302648,0.011613266378342361
PLAT,0.02499890666827245,-0.012104257354495648,0.04068147859251549,0.0283832603262668,-0.00016085588609477495,0.0028692301960356213,0.039295568707006664,0.0044547404919306685,-0.03986810951465212,0.028475493962731437
NTF3,,,,,,-0.04038525518120552,,,,
LTA,,,-0.014393947388196576,,-0.012705502056198489,,,,0.043009627797805094,
CKLF,0.009909251864311129,-0.006062806370374483,0.028632209355648298,0.039054419209930476,0.009573493673103587,-0.03738370558338583,0.06285325400185811,0.01449416698789576,0.06388574442461913,0.09709125136254436
CD24,-0.011493157513421426,0.02485025478138212,-0.011159111504721249,-0.009242733397093706,0.018797376713864077,0.013738017687879385,-0.0343871146187694,0.011185840934319713,0.01746953355527282,-0.025146362830438064
HSP90AA1,0.0011417619238222806,-0.02499403030415593,-0.007672120893997975,0.01903976513908345,-0.033247370404987014,-0.014571855599754716,0.12964588437820473,0.019583165812337027,-0.07818744753124095,-0.0937789133227319
BMP4,0.019119651315170936,0.02550201487251853,0.02830861445318257,0.032588025742430145,-0.0011022530122396653,-0.016206416286725586,0.06858300547146845,-0.0018900812715667735,0.04113595051188147,0.04105583723720028
SCGB3A1,,-0.016352654948585822,,-0.0169669068279549,,-0.0071776658506763485,-0.0465789136776595,,-0.02675508149910753,-0.013195738604096351
IGFBP4,0.03023547259584032,-0.03213812311498758,0.003699567454287814,0.03238069957960096,0.018437743466127518,-0.005098689835614508,0.10625273792808554,0.019364859366935668,-0.04598456617806973,-0.04435143627903262
RSPO4,-0.038892931637918966,,0.03185569442917022,,-0.01477727238263597,-0.021103047416823926,0.04834357995756509,,-0.008324094259809862,0.1191112329695342
LEFTY2,0.010626089179433583,-0.029287659109570305,-0.022551386486050692,0.0806066380608707,-0.027874126202160093,-0.010879345738070593,,0.03794860637904904,-0.02059413676718749,0.010321649718585034
PF4,,0.14681773904944453,-0.009798466389648399,,,,,,-0.025630743633940422,-0.026348569738275717
ANGPTL2,0.03879111114857519,0.0014199936410236775,-0.0011014415267612244,-0.012203407865931985,-0.029894242479521996,0.014004881995335436,0.020147438950490686,-0.026251488970929396,-0.01861773208782255,-0.04689661243524462
LRIG2,0.05803584266381387,-0.04515767879523752,-0.012093950565046656,0.06840077317300303,-0.011246907827581695,-0.054129532287855636,-0.05257757024854978,-0.002775403282032146,-0.01899124488814465,-0.02327730273183594
ICOSLG,-0.04813037817289284,0.05966516875628974,0.06275254717170839,0.027344256012173482,0.02750816792108902,-0.004119358746890737,0.01685552302735938,0.0633387762370574,0.042677923210514584,0.002012487494191467
WIF1,0.033613151134756034,-0.030522623154065506,,-0.02406154558306532,-0.011403271087897229,0.021034977242180005,,,,0.004184513937043295
NPPC,-0.011617509351641669,0.04679933299597098,0.06079441346715357,0.08626710858870966,-0.009321040668714257,-0.02932807154548592,-0.022354538694154148,-0.03849846144347627,,0.014849855203441596
LYZ,0.03647873331830696,-0.01650561319170342,0.007605718996761524,-0.03802699107658103,-0.0005536460338663596,-0.026729920368331488,0.041633602819501646,-0.055444854595191204,-0.02397148929379038,0.02353696675054857
EREG,,,,,,,,,-0.03870835990130408,0.0344065365907215
SPTAN1,-0.01412183892334431,0.027262714925959733,0.015433008362138881,0.003005686187753553,0.02551594350443913,0.07841092786176539,0.04406905213128635,0.013475341001500402,0.043094296945633506,-0.0454682339880463
LIPC,0.014794784190883687,-0.020767482240572753,-0.01760857386603542,0.0546223243264043,0.015225197681257975,,-0.023903097791070443,-0.036697860624302046,-0.005412225510585424,0.03437195540618739
COL8A1,0.005003900742910749,-0.01373506555653469,0.03788453241251762,0.01296455218251814,0.05499736193646176,0.011356366106119172,-0.03992874212722695,0.043546855067082786,-0.04296942095461331,0.05314868673343136
GSTM2,-0.036969358277839544,-0.0018583170974861268,-0.04319408474152674,-0.011239800682104546,-0.035133599392491006,-0.05202351702222512,-0.02906787729152002,-0.0014585913685350083,0.026560231761804498,0.031450205268786384
SPX,0.047483674058294914,0.09130544801539997,-0.008383392302536182,-0.037129864436695977,0.0010057573461566224,0.05105188655504584,,-0.0494700099072195,0.12637271745196674,0.06465094014535654
MFGE8,0.053647142831543405,-0.013100791534699821,-0.012463498127288385,0.021070101050083202,0.03703814387049804,0.002139826905781409,0.014236615229379546,0.04949367170053311,-0.02130576711939553,-0.09005005744377104
TGFA,0.02654588237328101,0.013437298729425668,-0.04566703821244223,0.04279974353731585,0.013105131984543283,-0.024795344443452265,-0.06362146113757952,0.024381981951174896,-0.023653202863761356,-0.01704432289559509
SLIT2,-0.05479027390439807,-0.00988615356698949,-0.016379191415608802,-0.007101418109405106,-0.03802735067444781,0.014236677846520258,0.020764341406475005,-0.021999333981309575,-0.027026825147039035,-0.09083121205444472
PLTP,0.04558942962120531,0.07033796521258608,-0.016284679725906102,-0.013042679225560705,-0.014547095000363369,0.054042771533547265,0.014816711545297115,0.027443533262630916,0.0052062475366223505,0.059097068006486106
APOD,0.03670813890807704,0.06713061019886807,0.019480689649625727,0.02488270091625295,0.026703837941349846,-0.05788840030077291,0.0763358918341275,0.02047022511528665,0.0012071064900693344,0.01579285395023479
B2M,0.04041388993461353,-0.036000735625853646,0.05630229664457462,0.042388800524491024,-0.061184195171937905,0.03998793411950997,0.12656433151906205,0.028389542099214862,-0.11336364632136599,-0.03266471094677896
OMG,-0.0014483978276966097,0.05220589695003333,-0.014163745079886584,-0.004474676109158068,-0.015043139658608023,-0.034329521027596045,-0.03488436079484297,0.017010831818536652,0.09141824527462347,-0.02048076877168114
CXCL3,-0.03871015496806057,-0.008675178194425294,-0.0169683478422481,,0.06142764344445841,-0.009472148593896628,,0.04458681650668912,0.042342986018051795,0.01450281691824368
CXCL10,0.015106128293205831,-0.0005653069440142232,0.0524870805254623,0.023081154971751658,-0.013343938605847747,-0.0255464028601076,-0.06700743864501744,-0.038498457257402405,-0.014809910379041094,0.06602428156844857
RSPO3,,0.05468346897611789,-0.011379007121339007,0.05157967395673594,-0.022318836142825735,0.0021391959082512676,,,0.027144702850199723,0.0135147749876742
CORT,0.051284536271906433,-0.020888704456620426,-0.014224291111637203,-0.030579825153135922,-0.036192566495824474,0.027225231732132822,,,,
NCAN,0.06852121030886672,0.07612538724981661,-0.03322355179736349,-0.034982314559021545,-0.018859521502969604,0.002839023188579068,0.0871819828374962,0.08319668267838659,0.06595876750538218,0.10787227268869581
PRG4,-0.04890192173849375,0.0033707638997739287,-0.011230589309336745,,-0.01888476746961262,,,,0.03136179117204878,0.0884918947660559
ZG16B,,0.03821649214108035,0.008691503960673459,,0.04444647973679863,,,,-0.022775788848264485,-0.00016527964919926311
TGM2,0.005747804009079566,-0.04047955609850417,-0.013717512328526594,-0.027693517323543096,0.014365950007609572,-0.0020894795205995543,0.15866090562634583,0.006557044132856606,-0.042369087169825015,0.035163431213577415
VEGFC,-0.04270084597056931,0.025585846194817546,-0.020015917248864794,-0.013276892648864214,0.004144904369844477,-0.040470893147762865,0.1906110979973486,-0.010762429636531826,-0.03780241093313255,-0.03619697418028106
WNT6,0.01667524156815277,-0.026384649889886022,-0.01553335109765782,-0.013633041451063048,-0.02246756411148555,,,,-0.027506445989029838,0.01916042349858863
NRG4,-0.04035900850028232,-0.015061370815176408,-0.013668140942576295,0.07398813009461555,-0.01939542586815596,0.04403476836397908,-0.005728441734138884,-0.03026668923206322,-0.018266044258540476,-0.03492917062099495
PMCH,,-0.017359040406122177,-0.018938540874402252,,-0.01477727166947297,,,,-0.006161227297413271,-0.009267582118775437
COL9A1,0.047594237025254685,0.01313323351389299,-0.014275375635323636,0.02202056442786554,-0.02705772694231715,-0.024465120271660274,0.008747823778322323,0.01085722942660091,0.06456586739515266,0.19427908529953825
GDF11,-0.010598533455202997,0.03413323808184188,0.03247881405427336,0.020318731929957437,0.06056234030525866,-0.0041333488689680965,-0.05791128609029867,0.11402228858856121,0.06516218646330184,0.07269680055708005
RAET1E,,,,,,,,,0.10336276995221892,
IL24,,,,,,,,,,0.014976542716343955
SORBS1,-0.017788563293000662,-0.035688331407136197,-0.012139387381583268,0.03340774358042653,0.08431746429720806,0.00320733864147011,-0.03521559271517871,-0.06922032628146053,0.07102161449597832,0.003106754258210999
DLL1,-0.0007599531809822389,0.0019288423547739477,-0.040425938074123445,-0.0356599812972458,-0.015764687417838742,0.03165230846878004,-0.027155211174815327,0.05805320266945274,-0.002558881752651269,-0.012534489409048815
TLN1,0.036670236696565696,-0.055187448362516024,-0.043995250449535166,0.03813375595594507,-0.029750781011449522,-0.05783928086305653,0.01913051150847419,0.018275032075864076,-0.03853970423811412,-0.002656935479328608
COL2A1,0.013698511616540085,0.07505468393363209,,-0.014769703742801638,,,,,0.03923815538594482,-0.03146930792430076
SHH,,,-0.011670426198677811,-0.016121191151692926,-0.001966033794380907,-0.0242300655471698,,0.023114720574547477,0.007873106821139536,-0.018687672111082798
PON2,0.04458062338447812,0.07673708931162974,0.012654422813656786,-0.013574549168553248,0.03686013062662661,-0.03223708126319782,0.09843093219653379,0.0005595818062654759,0.12326206673492486,0.16735903583709372
ICAM5,-0.05688808606336165,0.06767593340666117,-0.018189187552908173,0.08833974443610837,0.049477404579427856,-0.02283761867055069,,,0.02483458638438552,-0.04832679175384276
HPX,-0.01877023779954941,-0.0318737553867917,0.014398195129806281,0.17320380994814083,-0.019812136027392117,0.03527415816471623,0.041739549901573844,-0.0405798528224188,0.0738787207983397,-0.01856133145047142
SFRP2,-0.05378336367404844,0.040613140160378675,-0.013291350717837111,0.0033201189580196943,-0.01651211980932301,-0.0067800551763437045,,-0.023815020253993086,0.04634908876207678,0.007690587960142114
CFC1,,,,-0.02303650525372205,-0.012705502824057613,,,,,-0.030906820155417472
CD70,,0.030338510511552782,-0.02259151445997318,,0.07354776409915349,,-0.03689070123907256,,-0.027868150939399306,-0.02597376545421028
HP,0.005083514458466829,0.020991740177982072,-0.021253182600855316,,-0.030082070508173128,0.01954471161111566,-0.0012389392527243298,0.054877924028786655,0.03503917626703029,-0.04985820545587348
CXCL2,0.003174929247394728,-0.02039097658427936,0.015094456718661416,-0.02107045716647329,0.004773623407035919,-0.018813144946540093,-0.033487136647823004,-0.0005137729189722857,0.03125250652490844,0.024138887780749095
NPPB,,-0.021096507569030483,-0.011506377933207745,,0.0886079449174496,,,,0.07107902436029225,
CCK,-0.05497798484329613,0.07194782071108642,0.01048821469596385,-0.0036906213736597948,0.004946422106283925,-0.004485133347244778,,-0.05836174157449686,0.13318268144292145,-0.06852944285950328
SEMA6A,0.03910639945504973,0.013075212668985795,-0.030659633292957497,0.052451491171376444,0.022510665054245507,-0.041784920089858325,0.03172305481505608,0.04067371997744192,0.032190940090021276,0.07452783439787777
IRAK4,0.06235669849465778,-0.0383269640121277,0.008165888879315734,0.0636490616320115,-0.015812890622464788,-0.049331515586171645,0.0042167134119527085,0.09705021839169234,0.044623048101808185,-0.04221113440109971
GSTP1,0.02960982899300647,0.028015070102830882,-0.041952557658576056,0.007876073822994024,0.022991280112407902,0.011611107994729968,0.08696255878732233,0.016903805863154778,0.0948369376195923,0.119768123109811
VCAM1,0.00766768092546397,0.01956529957688817,-0.02332428320532003,0.0680756636738867,-0.012063041054681506,0.007220437934036728,-0.009352198370622792,0.014547622488553891,0.05192243974185152,-0.02509417424923415
NXPH3,0.05679943128222083,0.06421177321103003,0.027530127644269726,0.04907516409031926,-0.0012966622712741224,0.03893804150209016,0.107086477566436,0.04886738203572616,0.10506948833776944,0.07772616670430063
MTMR4,-0.026512391491559664,-0.028936217098668032,-0.06946733033265384,0.036719056996799435,-0.04018029995280336,0.029431104787191374,0.04208527329798028,0.04146321603909898,0.009534673651942204,-0.049965536461243916
LAMC2,-0.004798575072630132,-0.016558552524099338,-0.00303267350081771,0.000691667001051022,-0.014005706628671559,,0.07756723126027962,-0.01234476197196041,-0.03530317489662985,0.028460651168810816
IL10,-0.03599064028917998,0.016180589332467746,-0.029306129730154937,,-0.011171289955820134,,0.009796597911749522,0.04495887082129025,0.01157437828727191,-0.0024002535122234474
SEMA4D,0.08312218332039237,0.048603146904249536,-0.02318556590718621,-0.02729048941483075,0.01796324562559581,-0.03175775001950709,-0.05459427938379071,-0.022604577455606026,0.061037392144725026,0.041400223473278486
TRH,-0.02796306798209067,-0.03436015088268164,0.11647760297291647,-0.025553877573858623,0.02520025979038626,,,-0.03378669977595202,-0.02075357429291848,-0.06116023348832633
SEMA6D,0.00812554498838912,0.025686688756309396,0.015680602661300398,0.05335855216007,0.005445723023757798,-0.02452755576235017,-0.016299236331694014,-0.01476850021993593,0.08403402463334927,0.07537969154552361
CEL,,,,,,,-0.02824429335452327,-0.013541070697664876,0.002424670610866117,0.06408920480822425
PDCD1LG2,-0.048025178074882054,0.047004838995990145,0.01146691795332829,0.09749914856434701,-0.021729808694610293,-0.03902253058596561,-0.05526955088855012,-0.0016459578651642358,-0.007822492466276974,-0.0032864831658307152
SPINT1,-0.03416807347912126,-0.04189025741130628,-0.03252122356257713,-0.016966912012198333,0.03369092458195103,-0.017495054842029588,0.020001201592829195,-0.03964656576139077,0.06072219752187292,0.0504400009193127
CTHRC1,-0.025606724133005025,-0.029218818385341867,-0.03260025014308785,0.0425567106635135,0.007622150707907684,-0.03369131173494211,0.07131914751091331,-0.054257889619237915,-0.018423499104821654,0.03263148246381496
PODXL,0.016631074371823252,-0.019444434750931234,0.004783153640548359,-0.008829495627273759,-0.01462932983000017,0.026280400532961955,0.05079806667518175,-0.00876309657373649,-0.03477639814375268,0.03657210781753575
JAM3,-0.03270198015148972,-0.031031830030767833,0.03150136664248228,-0.03535772272480763,0.022604390368481553,-0.01018894869112245,0.02028329364335269,0.013750998060738491,-0.039820521892076785,0.03585937229239935
TGFB2,-0.06853359039417387,-0.06750620433255101,0.014657888418902938,-0.02696496229397035,-0.017251564972382612,0.006287590682035743,-0.023524761591349135,0.019507303957733157,0.024903773758477403,-0.01233349393792569
COL18A1,0.043993824657197984,0.005565511334655547,0.01461638451837052,0.009332755697264704,0.012897395860760334,0.044918146068237616,0.019118215550166157,0.031208130419806877,-0.08307378533037005,0.0064705427837236
NODAL,,0.016877710622373854,0.028544604385820804,0.040443824944712214,,,-0.047023179207590034,0.0010570724913895708,-0.02840315373926708,-0.039812895012184935
INHBB,0.0288561395260658,0.0658918344786885,0.010483876281306726,-0.002005605473115475,0.04191062570213492,-0.004250172054849822,0.015721366126171678,0.04054534791824285,0.0835226718517222,-0.009117372314407741
LCN1,,-0.016558556249841077,,,,,,,-0.02098714391858249,-0.002944174761355332
ARF4,0.02873800589123627,0.02601953228433174,0.0209478965855895,0.015811970909582043,0.0017999874738255262,-0.025428483003750963,-0.031133933990653374,0.01619128455172351,-0.06534142571967902,-0.03790114473222726
CXCL14,-0.0555765234075238,0.024801159483959695,0.008330309820743667,-0.00368662141739247,-0.0046679105338968095,0.0030614239796563436,0.04662495887195098,0.001346142724463885,0.027148037165923428,0.054307297439677056
LIF,0.06996790833908456,0.00290888909311124,-0.009147857585370832,-0.01654899878574888,0.011010827397628228,-0.025018145594439087,-0.006435785893045951,0.0722165537532447,-0.009344846170899356,-0.024691341033695236
IL17B,-0.0440521331150539,,,,,,0.02802985911713464,,-0.023398215742309318,-0.026674483318050356
MMP1,,-0.022828704133599394,,,,,,,-0.06534875547090482,-0.03199814541262647
MATN1,-0.016695429154061206,0.07317329253956349,,-0.015976250791979223,-0.011265181979487428,,-0.035466831508641744,0.04302050955024042,-0.0252407811158264,-0.024308724500855094
ADAM28,-0.010701651985403104,-0.014488309132373228,-0.025017939870011233,-0.006436423027621184,-0.014758280872918847,-0.0010046671289286517,0.06810081888752259,-0.0518320793921811,0.0434461174393392,0.04787025965184212
TCN2,0.0271814407485264,0.029494594127834218,0.01979146240322897,-0.00042293443653004266,-0.021301781255916648,0.02614744061054824,0.05605705634205326,-0.05887797548297396,0.0453655211136148,0.08199069734196508
THPO,,-0.028329294577429963,-0.023676306320222162,-0.022718925234255165,0.002504522305012385,0.09573012831331326,0.05001128503071044,,0.019010856641391655,-0.007254557952574114
CUBN,-4.741208218483241e-05,-0.009964124143763319,0.004852953952615874,-0.0005931469901556244,0.08055444190919134,0.031249493961673903,0.02150283122638408,0.042383895759243374,0.08815829254030835,0.011091026139539231
TIMP3,0.07095297877175641,0.005356361143437648,0.06851603152949007,-0.01608283056274086,0.0038063613947429973,-0.01008846706180905,0.04225068314138146,0.06253207693343606,-0.056681187451819964,-0.00875558269892878
PIGF,-0.023946974292936463,-0.004455944165793901,-0.02298887382245628,0.017239425495993485,-0.03057960117479359,-0.002189763369372081,0.06952885855081133,0.037682800160358486,0.07396102456720131,0.03060268973572376
CRH,,-0.019400320083681942,-0.013163502126186454,-0.013463318972007142,-0.017734026028506437,-0.019698237657383665,,-0.018277220807089392,-0.004237207831831848,-0.053239943492674524
BDNF,-0.06287425425436426,0.05615707209183302,0.014665635618342526,-0.013425732817088325,0.002028827111277709,2.7361464910553317e-05,,0.027475112159029178,0.006958954250464717,0.05318239969108502
CCL5,-0.030944123592113532,0.02759844521246289,0.015785421789530834,-0.0007299896357967259,-0.0016423101731656226,0.01894064316861631,-0.009407475143676071,0.006142367403034049,-0.0373844948824743,-0.02201140168787911
GAD1,-0.0279678510810347,-0.0023042927236019187,0.02405213294311634,-0.0325672287374025,0.010897342974986509,-0.012176663932815822,-0.03735495931356554,-0.006219011459889913,0.0875010960408038,-0.07582062879430926
COL14A1,0.02911458991522025,-0.029950986570915144,0.007101906513411569,-0.020842225253297125,-0.024470413095930274,0.07911661538055391,0.0399541326821321,-0.006877485635758644,-0.0072402437233216824,0.03556769018917683
HLA-A,-0.024970701005564304,-0.03474311804975795,-0.057860603851458886,0.020870247463626763,-0.009608772286624063,-0.0017952820553869262,0.01458917905145914,0.028824670830355822,-0.08446835702374579,-0.11585949832120516
CD5L,,-0.019400317839212682,,,,,,,,
FGF18,,-0.017553781152982492,-0.010458303999558568,-0.018679469683113594,-0.012071086304508753,,,,-0.020753575957961463,-0.003209567585437859
ADM,-0.048674130981642465,-0.032125636100312965,-0.014797505128142567,0.09509152333391681,0.021787480521650585,-0.04064052957332166,-0.037422265403605104,0.018682830350708272,-0.016237635046428132,0.020359280607341466
CCL15,,-0.010972264513906635,,,,0.06516069540922226,,,-0.01799957481717248,
GNAI2,-0.027598491204816934,-0.021718781541129113,-0.0006189576280390783,0.00074917514127401,-0.018738285934510497,-0.016390304498972674,0.025030572906681432,-0.007759854440731924,-0.06136963852695237,0.022904843539836593
HDC,,,,,,-0.022265836237907052,0.12144914033971611,,0.049509766832031836,0.057747314127246395
COL11A1,,0.023426842470336846,0.012623813444651603,0.04525335539209465,-0.010097147353115708,0.008461420675463698,,0.07415906269738919,-0.020019804030392014,0.02056490160132823
NUCB2,0.028062940741221246,-0.0032588433255429307,-0.06500741928648056,0.04690362876376363,-0.005837827938861612,-0.020806540211671266,0.06219583986010388,0.026996219551258565,-0.011652368318858172,-0.09812756483524814
FGF16,,,,,,,,,,0.14918626344251995
CXCL1,-0.05072016884548886,0.04167163673098959,-0.025288691299702733,,0.021422196500763515,-0.02369087363916139,-0.0027705742964535965,-0.0327163437688948,0.06468759998188688,0.13417543443386026
VCAN,0.0037194175214673316,0.053861974498659135,-0.003890117546261362,0.020489260910047904,-0.060532252594482264,0.026845469568546738,0.0324762061523449,-0.03252147920217127,-0.09902213335213794,-0.03781457738138886
MMP7,-0.008082635625965675,-0.03528400862258923,-0.020791819754728238,-0.01654899414052694,-0.011125454928088967,0.015043236125045278,,,-0.10419338079287291,-0.12353653713875955
PTPN6,-0.02260554652816743,0.03354834422302579,0.0036173031184077923,0.01928059622733664,0.03302720871633312,0.015627080153653647,0.0074332775398583874,-0.027413612765187938,0.014765634396400024,0.07838019354519073
