,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.0005836176181638906,,,,,,,,,,-0.029840189843807367,,,-0.018024949235976574,,
BMP1,-0.06543123000350058,0.032433541368929265,0.011792480173333668,-0.0044377717316654115,-0.05721218706879421,0.04570639790547945,0.09572177107930198,0.08626123070748176,-0.013024965939951925,-0.04263011189911078,-0.021176299883231126,0.10196402155028249,0.02442191212282129,-0.1776421504213069,-0.002789615123928625,0.0350056612025115,-0.06932956284702951,0.02299186024103722,-0.02606325273940701,0.07380546361569498,0.02434048106685454,0.00816282046211761,-0.03750716427576163
NDP,0.008828022872161138,-0.021963162256482205,-0.0009179642172311718,0.007178009319081105,-0.02721164375317231,0.015046824705510236,-0.02426823010138082,-0.02593692337784584,-0.052706737380625604,0.027720386116303612,-0.018424127241753997,0.10468666702001533,0.11172291286442643,0.006425971109193181,0.033471721647107704,0.025397092997100922,-0.0015948263792343906,0.03875364401081676,0.03849833211267291,-0.07317627773204385,0.04152492593520198,-0.036882113288158214,-0.015187504831061405
TNFSF18,-0.009039709078610854,0.0008265764079595431,0.03527365404214722,0.11610730995957358,,,0.027106248805936317,0.02149600972866909,-0.013506325325882383,,,0.11006686191176326,,-0.03454784159117614,,,,0.04107274664774189,,0.12811669939331263,0.028644641288775204,-0.029380126964959292,
IL36G,,,,,,,,,,,-0.018536722922307274,,,,,,,,,,,,
RTN4,0.08529766794831473,0.0017543230438845953,0.02038601313811093,0.03736712633354771,0.026792317217803133,0.030844334924919732,-0.05384564099265804,-0.07485090077557945,0.016825030848624196,0.03804721915006008,-0.03959968180080648,0.02855554357884901,-0.11827405914275221,-0.01753812517594186,-0.0078054680174286,0.046591404942139494,-0.03255797300862139,0.02727711883713731,-0.014764762340103285,-0.08814599489645213,-0.04671619770508896,0.03255999137900175,0.09755751825519472
HEBP1,0.0174195487353643,0.014328213672191272,0.04309447141857223,-0.005949501638703647,0.00971602420905341,0.0011641415277422796,0.029737160785958547,0.013534922079108216,0.0123659332030548,-0.020779612613641335,0.06947069681371981,-0.057032072015816844,-0.04105088356935231,-0.016788172004020028,-0.0018908881239087106,0.08793772673704074,0.024536609674050188,0.006998825202044651,-0.027511241408480977,0.05938415418701043,0.10644168124811709,0.03551123573998987,-0.022365394751109813
WNT7B,0.05516679020615579,-0.008544244368110538,0.026048561989363738,0.0518494255667139,-0.027801498198187273,-0.00892539435755376,0.02440444681910081,0.013425247198187398,-0.030367700959649968,0.023289891227589083,-0.02037399468950713,0.06536309871641914,-0.04726566182104966,,-0.04146227314886662,-0.019529443363132285,-0.03650927407632846,-0.014553581744746807,0.03329204083293819,0.04414013359448739,0.033962052619089654,0.002777983809864328,-0.065597536376772
PTMA,0.03844691690482549,0.03063996361450194,0.018664367814939374,0.026392890136678008,0.019854521940138373,-0.023629039678030907,0.060851462587217776,-0.0644829385035615,0.053419028710085706,0.003719209848495604,0.012065929053930053,0.006265265979429516,-0.008325472615140687,0.09068293828020393,0.0489429931243699,0.030997394094177285,-0.015383817760955718,0.01969692481384228,-0.011571535476561513,-0.0305597335180831,0.025582516700295745,-0.01652501479513205,0.0948095806143144
FASLG,-0.003958407051140082,,,,,,,,,,,,,,,,,,,,-0.01204064490550207,,
