,UKF248,UKF259,UKF269,UKF275,UKF296,ZH8812bulk
IGFL3,,,-0.018973590632000513,,,-0.015863883150118135
BMP1,0.07994183120484344,-0.005816792712769411,0.1429103225480841,-0.012316300664879999,0.004944078374182273,0.0031671352290619467
NDP,0.004187429865715056,0.04082512662762619,0.04654880783610114,-0.03124149434704562,0.031670248385287404,0.029226400667495385
TNFSF18,0.0320993298627614,,0.05573837558157573,-0.013134251261993905,,-0.0163601426787354
RTN4,0.0573788502501974,-0.03348717469894872,-0.14073491291720602,0.030018753673313605,0.006479413561904973,-0.13502534510266267
HEBP1,-0.04869562938446831,-0.007665880947363233,0.05660561053210799,0.06157141819898265,0.052645143774744545,0.009956795433443095
WNT7B,0.00236295048669788,0.019217483950067327,-0.010895673284621318,-0.022677655731373897,-0.0002792828294117009,-0.03421038184234048
PTMA,0.00571219938249425,-0.041946881791217444,-0.12826782794622543,-0.03890968779965169,-0.03784489053698684,-0.07466074147369661
CEACAM1,-0.015573938841646439,0.03047371771166003,0.11465153304192942,-0.020657048209409785,,0.01826473629852023
PDAP1,-0.007914065004271408,0.009039981013161388,0.09409578808837823,0.011217857915585137,0.018292347704406887,-0.058778003230198876
QDPR,0.04157576469852453,-0.010111684799846725,-0.14742079219907742,0.015031759511055263,0.04398949312874833,-0.0810719313437652
POMC,-0.009516129095427595,0.012706109219926704,0.034811109458286124,-0.015239946532293621,0.026320536826635467,0.1003298463201161
CCL18,-0.0015740888707118366,,,,,
CCL17,,0.0025964397480012177,,-0.016380968483881285,-0.013441518930655526,0.0025738760166542814
VEGFD,0.0505566620741779,-0.025483090682712036,0.019048529321543474,-0.017452536398198677,-0.008917150880712666,-0.02205951671161668
TNFSF13,-0.014666131555081058,-0.015777310000530727,,,,-0.022429290666521648
WNT5A,-0.012596881787427143,-0.004403482157334654,0.10042457928857786,-0.03941167880598492,-0.0008617658978540449,0.015677237861743548
CXCL8,-0.03882232044901744,0.00015695498135598725,0.07610048796506046,-0.010989998098609255,0.00754780226143093,0.0033552692091285397
GRN,0.05267532936469476,0.0052293383521803205,0.08436922234755566,0.025074678810081078,0.037316005493125304,0.07677401940859807
MIA,-0.038720847524904685,0.022831032819162683,-0.01848957493577555,0.03856556435215556,0.04037242434032838,0.016753548535647988
COL4A4,-0.02334104192404649,-0.05000938841583112,-0.018697065249900766,-0.017102237902574792,0.0018243682247653381,-0.01656149129778883
TAC1,-0.04119257406627542,0.07490303839436206,-0.06732029246571511,-0.006308978187987867,0.005948607010497327,
RARRES2,-0.011613490592395444,0.0006297852075001569,0.11570867996113006,0.03164183917661062,0.00935433178248657,0.01447680882035658
FGF7,,0.047875472646394614,0.07946418827290552,0.03584518007391811,-0.006921620260083877,-0.02022331098502769
HBEGF,0.023810585189382998,0.06104672579484225,0.041917948724877176,0.044714850697447205,-0.008156214989045769,-0.02503752615595833
CSF3,,-0.016890351671056434,-0.019781135160577074,,,
PI3,-0.020446233409018712,0.019113308875484843,0.10160971694458536,,,0.20639512828631665
PCSK1N,-0.019116976925899084,0.0038790349377231708,0.020765491203200728,0.025630005301392856,0.018873571996695003,0.028925619424274525
NTS,,,-0.008890315419217379,0.03562026545782006,-0.02470179471282752,
SFRP1,0.022908499609440046,-0.01995761016185497,0.04921861022687383,-0.0016747333696452474,-0.0009829440630588343,-0.002273705518696123
MICA,0.05735355186898077,-0.01685073944263394,0.1356586674942596,0.006579447044529371,-0.01708702135323514,-0.013420774886630352
TG,-0.019557535259468337,0.046885554072943515,-0.007769711589019646,-0.016503205834438685,0.0825872979877233,
ADA,0.002983523649332817,0.05169159615307806,0.05780754577957586,-0.03228429970464962,-0.04047115486192412,0.04917937874548923
LAMC3,0.0350055032553999,0.02887343200728765,0.14666245390653365,0.016268943683067173,-0.003953819431228417,0.05831496991197409
CCL7,-0.012362177271066577,-0.015571522659155772,,,,
NGF,0.012490830430673554,-0.01804579926766359,,,,
TNFSF15,,-0.017339652074387327,,,,
HMGB1,0.0210391267193086,0.09486814895875653,0.04248045034063991,0.014841630377509733,-0.02894486476972045,-0.01682370978181269
ITGB3BP,0.039736557722774,-0.0008474867333230173,0.08248861227904002,-0.014090424457038488,0.04325766061412492,-0.0330967644699321
AANAT,-0.017935638446357358,0.0776820516090383,0.06879796747106562,0.003313344628069469,-0.026138845851477265,0.1503184480815265
RELN,0.030796060307602024,0.11220510407866971,-0.02348122608592123,0.013405500726739076,-0.029512807740035552,-0.0323544599437469
IL15,0.03617522012304629,-0.03296161716474827,0.12934978397451125,-0.029085446623624497,-0.011495687740133353,0.017545356877476978
UTS2,,,0.07069719718515977,,,
BSG,-0.009471947824402116,-0.10006843461295727,0.013807461717881483,-0.029917974399262925,0.041028722636255927,0.12409651897008776
ADAMTS3,0.0033261067109860414,0.037109734368016074,0.13979740850625258,-0.016546330915486858,0.04209488405578447,0.05992270270518055
CD34,-0.005468761542356638,-0.009122166169177158,0.10810516675443226,-0.028131375352199617,-0.06096984195510005,0.0439525978349684
CCL23,,,-0.02030263727538598,,,
PLAT,0.11833898434656827,0.016506342442871278,0.09861571770317747,0.010364757491555517,-0.021817816882558853,0.07855392675153854
NTF3,,,,,-0.0023437817783883894,
LTA,,-0.0199576092282066,,-0.014293843281067227,,
CKLF,0.023590928095970975,0.07466721369645912,0.09873115438162852,0.014574264308243432,-0.003979514659632626,-0.012224262794608792
