,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,,,,,,,,,,,0.03349884034455581,,-0.01608226288365577,,
BMP1,0.07812006199377079,-0.0340105310616717,0.044961087908088566,0.01742178051532053,0.003899481619013843,-0.010342689601258712,0.10852811043576416,0.0922632059057813,-0.017310561531220493,-0.004315963880238785,0.09834665487377937,0.028676419349984293,0.06748119665586566,0.0738446530257737,0.05652113377351331,0.06780714769935677,0.0032563289727370196,0.08854569920170126,0.02515449519386479,-0.03034992031596411,0.1710308840169408,0.06351111962490803,0.029557816094922806
NDP,-0.04863932007456812,-0.01779782217557825,0.00011540978191235507,0.0163247222146329,0.007158958925768151,-0.05315877583311729,0.0006741845582930227,0.052919106418753296,-0.012523782143725562,-0.00010653186448511406,-0.04342929830520856,-0.03783503531034726,0.02107473759687831,-0.006553731983511171,0.11181483172758258,0.011991504153330307,0.028192098296783107,0.06782427779802215,0.03248699200815836,-0.017448941905424033,-0.06919568367991903,0.022967136523079603,0.09364707426088788
TNFSF18,-0.025818935711278003,-0.021812093407503605,0.017778958680722476,0.08342995736382874,,,,0.1104074941529296,-0.01843406394019156,,,,,-0.03751246402499462,,,,,0.004775718373087387,,0.05009444931595147,-0.02567496455740393,
IL36G,,,,,,,,,,,,,0.03342574759787957,,,,,,,,,,
RTN4,-0.045407777261082846,-0.012360203015715067,-0.025376898871145474,0.00045709532714813847,-0.04851747932212983,0.0014115237641948092,0.057203260722516705,-0.0263934448153956,0.028233759558819786,0.008169885803789525,0.09310939638371522,-0.04906402969899833,0.042943378617353825,-0.07714841424371985,0.029884886061780032,0.028429624286012756,-0.08937527365968745,-0.03052596868736673,-0.07098499201595812,0.03419980729779939,-0.060346320377129614,-0.06439426508082037,0.017388930346163005
HEBP1,0.040161808708043416,-0.04039311569039733,-0.0007713753520856514,-0.005801552755459182,0.03030616915344756,-0.022345533709873244,0.01961463021337642,0.04059603978588922,-0.02209511231736122,-0.02456017180633074,0.04783813019258285,0.04346736478477582,-0.008665985900017515,-0.020822583234230606,-0.07737481008872266,-0.020004956939979078,0.003034963570789488,0.04696499017661219,-0.00783841151041425,0.05329068275471996,0.025012186238972608,-0.01133481813418558,0.1210153661808962
WNT7B,-0.022745673690081958,0.06554941471869881,-0.03612722314908666,-0.015709238582761135,-0.012430167785956977,0.05664967305905528,0.049205060929950035,0.006287200040737108,0.004799639950183997,0.006703810464582047,,0.023389140143487495,-0.004766760161509026,-0.004650882449046685,-0.03988341063126972,0.0055683160714486545,-0.01352835098480076,0.0033205882272757353,0.016883604958889107,0.0038977213480319464,-0.02071984148912048,-0.006850722433776939,-0.04062769954575523
PTMA,-0.012963597047344802,0.0392416244558375,0.0030274073236706113,-0.04240715232742859,-0.016287742396167086,-0.006589109572239478,0.026688100457518106,0.061902681621369776,-0.014269954942477157,-0.03402507882288001,-0.01754287190254134,0.09940956451894366,-0.08962655043229607,0.1257379080674247,-0.07927188010713664,-0.004122486298321768,-0.025855434424607616,-0.03221528816856853,0.01844963569242937,0.024904112832193043,0.1569230059828454,0.07726507891587615,-0.03699047604111083
FASLG,-0.02274568012022564,,,,,,,,,,,,,,,,,,,,0.07000295116292171,,
