,MGH258,UKF296,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH881T1,ZH916T1
VEGFD,,-0.010501422847651484,,0.04936848237872866,-0.014472401089257616,,,
TNFSF13,,,,,,,0.024959584483566735,0.00404387853358733
WNT5A,-0.04854302451858709,0.012898626395110298,0.013736834157065439,-0.029398758543352145,0.032482903763588505,0.0961126296230369,0.04218484220442089,0.05833776565195438
CXCL8,,-0.009779381572778837,,-0.059037746391711256,0.010973440080125175,-0.031845395586845834,-0.018674536678708817,0.006357910966615506
GRN,-0.10547506571156472,-0.01121515008814188,0.029714716435739825,0.02547985290593628,0.04282472418271179,0.019342173045011336,0.007421537636463369,-0.015592034507087758
MIA,-0.03970997024325708,-0.011943156910144461,0.09532419709589204,0.016073954310885194,0.05805417261816621,0.07689744679313673,-0.005088864573212899,0.10634331938066366
COL4A4,-0.007407862744418047,-0.020063553801281515,,,0.010661699729758068,0.06915718082217286,-0.007536709393997031,-0.0013941795371227366
TAC1,0.03397274807456356,-0.014275834177702574,,,,,0.0003636927500069417,-0.03110407657729982
RARRES2,0.0813929213264307,0.08469097396599537,0.07617372291095102,0.08645680672417376,-0.07062822178796091,0.05810874453459927,0.02435001582167777,0.022464976706463885
FGF7,0.003338886652405773,0.019798191948163298,-0.08096753600548803,0.028347059926950663,0.03811982303112939,-0.031193386450608852,0.014266028318734797,0.08116543424220807
HBEGF,0.060800607772479004,-0.026968660776571632,0.036049795099104935,-0.09172445357590342,0.08029288326974342,0.06699499752519776,0.046367151513838675,-0.022978046840389902
CSF3,,,,,,,-0.022506125504989875,-0.024910811128069647
PI3,,,,0.002449305722757549,,,-0.029068225976468777,-0.0385081201296532
PCSK1N,0.051354851723718474,0.019440437174490705,0.022498024951649407,0.03885350702948028,-0.041494559008191774,0.0550284188735511,0.04191278247326248,0.03365416454113875
NTS,,-0.0030260653288254175,,,,,0.026485349075318722,0.020434881524267832
SFRP1,-0.04414269345799208,-0.014316632333036525,0.019459093693446797,0.046994667038209606,0.017308511909078127,-0.020403791222199704,-0.04217283401479348,-0.023645400005837088
CXCL13,,,,,,,0.004773201750555826,
MICA,0.05822693750245661,-0.01043123984385981,0.039319592530130364,0.002920137542076619,0.0018542548351474955,-0.02185262185566583,0.03723090415636155,0.0692591927388459
TG,0.020118302596148545,-0.010360884543365855,-0.04143268307363054,0.10706579007977264,0.03379580633826198,0.0629803887372901,-0.01852288713280316,0.014126657413144495
ADA,0.05323353793169119,-0.016826909721315706,0.12440007977986568,0.08217333351714995,0.003828559761759562,0.0681485899133419,0.0012824129631416783,0.06940131457687483
LAMC3,0.05962477621935226,0.04818575601591805,0.014082567500377834,0.07755714413991145,-0.01627345644807587,0.08509014247024693,0.049542438055348165,-0.0211537932460342
CCL7,,,,,,,,0.03914923154640774
NGF,,,,,0.11174517681011975,0.013782819148890277,0.04325089795501556,0.007585542627024208
TNFSF15,,,0.07571249373394451,,0.08951739750355665,0.006654560330512747,0.116910150739895,0.0008241404316722157
HMGB1,0.058468457761134164,-0.0423402056628938,-0.03128461964333166,-0.12579666779400656,-0.0252095551981462,-0.07405660375203713,0.021497661769079177,-0.022361151642428446
ITGB3BP,-0.0018650874305766313,0.02081015948915561,0.09625938975409372,-0.06607033348134601,0.07007985754935618,-0.00033329539029144706,-0.04738216714066819,0.05285536614961664
AANAT,,-0.011943157574453344,,-0.04305410489701384,,-0.03397881225130549,,0.003101920437330476
RELN,-0.013527142061764523,-0.027558420035186118,,,0.03361634191970594,,-0.01688139380504514,
IL15,0.026414664457308067,-0.025669759634257612,0.03195873497758221,0.1283912515690493,-0.004822483520149245,0.046324209219847465,-0.010646018966143566,0.06261535572893613
UTS2,,,0.06520282039633421,0.04375070437405605,,,,
BSG,0.09575872620323637,0.02669117986684466,0.08930573684726786,-0.012159579621198536,0.07385032877142775,0.07661260643864665,0.02866781857003652,0.07119821251815989
ADAMTS3,0.07222262615348916,0.11020880908127684,0.09362647225008959,0.06403967010180668,,-0.040686168484461396,0.0725378821982985,-0.026696259518266936
CD34,0.10719348708479841,-0.00944846386036391,0.004964366978302483,0.09111874090235368,0.07198585597122216,0.1324205841848841,0.005222063784994987,0.020100534534586916
CCL23,,,0.017580640757339387,,,,,
PLAT,0.055949168817733534,0.03536943046082319,0.082975848602863,0.01075670364417928,0.02350698647941385,0.11212777998581722,0.037505561518647666,0.016111757622225144
NTF3,,-0.019279105419422262,,,,,0.0919965232972354,
LTA,,,,,,,,0.031529183967255854
CKLF,-0.057864598358932866,0.008325865902196318,0.043102759799851675,0.11922199484353185,0.05940313989033442,0.16517585562647227,0.005533225182052612,0.06586027869786205
CD24,0.0045118974210523145,-0.061196749770535755,-0.037123142998493314,0.12886506134636008,-0.07963536349278816,0.020470999616012533,0.02356407371356645,-0.005132974207650054
HSP90AA1,-0.04350675851245105,0.024175906267417998,-0.07994420970559551,-0.11603589532821945,-0.07069560514406628,-0.07456062972038355,-0.0261650724042447,-0.07166372282397833
BMP4,0.09632821856702858,-0.02926998388434682,-0.030979557572076082,0.1077464267911839,0.026424405996619913,0.01641989780507975,0.0752610449144083,0.03599196198532424
SCGB3A1,,-0.010074170226366875,-0.013706149051313489,0.09569154452637164,0.04805928454520591,,-0.029023570746722273,-0.0008840273041025102
IGFBP4,0.06913793758665315,0.03494643192269472,0.02587995194047828,0.017849435005559345,0.05822649867776808,-0.02164235566822708,0.03000360772330589,-0.011185454190448323
RSPO4,,0.017744669077714364,,,0.01731867656358465,,-0.019546139722641954,-0.04036788659093556
LEFTY2,-0.021750222481604124,-0.011046449247226944,-0.08405939133597885,0.061565434899236285,,0.03652841364943609,0.0570195835458353,-0.052531046449827305
PF4,,,,,,,,-0.03717132965670888
ANGPTL2,0.010644607408129404,-0.007398905584525079,0.00335017397987994,0.1571596794590329,0.07828096992234336,0.08500912789992411,-0.01880400693554981,0.05192581552617754
LRIG2,0.04232328635878285,-0.003585080204693353,0.005285776811712465,-0.008975261593559464,-0.107233619647607,0.11243175707239733,0.04016712770927882,0.10162906541713991
ICOSLG,0.014265730375567666,-0.019118891023364254,0.018949096915270854,0.042922792984989855,0.04699164584812034,0.09622303618338089,-0.0443171920081887,0.045868440741280825
WIF1,,0.04162160549980115,,,,,-0.018170030148545672,
NPPC,0.04670229824117068,-0.014000629203326564,0.017316226566022837,-0.029719724949476164,-0.04801449085218264,-0.040686090344238465,-0.004317588923426251,
LYZ,-0.040036485916770295,0.011758971564995785,0.016203078028014205,0.01983433335088331,0.06570597870187617,-0.03083911036845162,0.005563920530592798,-0.01566572281076274
EREG,,,,,,,-0.024345046573843888,-0.040690341781278117
SPTAN1,0.003526129128042372,0.026595905084310884,0.03622524283704314,0.07128932280799215,0.04850199779138448,0.02653382002641322,0.006676296656145013,-0.04355759405621183
PTH2,,,,,,,0.018658340625973078,
LIPC,0.08210921627081376,,-0.033912044526122384,-0.009111111311502112,-0.010104829094970182,-0.040949893860796414,,0.026207181093836903
COL8A1,-0.059936306784654926,0.06602896738573719,-0.05027634031427637,-0.010010448767157737,0.09820508468039738,-0.004993435854679465,0.022440615927950158,0.04097237499973818
GSTM2,0.08966282160628437,-0.0002472464145089266,0.03821995338261385,0.04905973438271204,-0.03313600687487354,0.1065851901434428,0.023721784865682133,0.013281916357362375
IL4,,,,-0.004006150465274716,,,,
SPX,-0.03505042658463798,0.03746883806668792,-0.05623418305463922,,,0.009887266314316828,0.021597433236932934,0.008973176535814843
MFGE8,0.014020123533708413,0.0011087101212914625,0.026482717388109853,0.06411295626760272,0.023620592214522177,0.09795582870958197,0.0017215101289045677,0.023011143955048927
TGFA,0.06303754121960374,-0.033617690956783304,0.10924265150286255,-0.04862703939943251,-0.01049499504645717,0.12289550400336219,0.00244566100846848,0.03747292349299666
SLIT2,-0.011005889864934011,-0.0427084082720044,0.15404989578536293,-0.03092433013111684,0.1315575247337713,0.06118379043607451,0.07584849330878271,0.00031815873441878937
PLTP,0.10458439098574705,-0.042105117987129174,0.00665197658590929,-0.040250625352960964,-0.07993695478474197,-0.01927638005681395,0.014887789788912757,0.0042005874904112684
APOD,-0.14669282579070334,0.051279069149029036,-0.13957877246290926,0.02608611097562643,0.1331651318280507,-0.07339214337215924,-0.022883863954671603,-0.06359650520552453
B2M,0.006244648963499483,-0.007140939058487022,0.008687819425324176,0.12233125313523964,0.17041087277511996,-0.03657635807244876,0.028811906508776772,-0.05391268726136185
OMG,-0.06201434833033868,0.0300944139237441,-0.09965996114981117,0.057295252662160207,-0.02442149911997472,-0.013879517968038093,0.027020813700544096,0.08087726042225275
CXCL3,-0.02829450491462124,-0.010777231121062901,0.02140074481342079,-0.10124553051881585,,,-0.040389706846588845,-0.004950933337387093
CXCL10,0.037417129824180634,-0.016371402876769543,-0.003894988938547638,-0.025738380571831875,0.015158008539641495,0.009714511895873813,-0.026708001244838783,-0.007477080221368644
RSPO3,,-0.01518241531136593,,,,,0.01329350389885287,-0.026490572659876265
CORT,-0.0075415522749824595,-0.03540871117423793,,,,,-0.03250785182372434,
NCAN,-0.015661770501316362,0.0320382359828296,-0.10602394154980388,0.09661733982990066,0.07421429827697279,0.009072942841623988,-0.0002343239888072904,0.02169352309905582
PRG4,,,,,,,0.016181926145716508,0.015264003227089418
ZG16B,,,,,,-0.03777306341141517,,0.019543132293417444
TGM2,0.054198505965421744,-0.013214686485507677,0.06047401666628571,-0.11065167972874147,0.09503211860364506,0.050644331664681956,0.020437127468429746,-0.030884337929440626
VEGFC,0.030067623828405943,-0.03801303017714635,0.08963135888676811,0.18662509673022779,0.09396735686805444,0.06925754294139408,-0.01046652948717851,-0.044745238144857376
WNT6,,,,-0.07000238014714805,,-0.03592218773895293,0.03348823721338178,-0.02929629614795264
NRG4,,-0.018603722310749537,,,-0.009018693603722913,,-0.025811184641805575,0.052889868428662244
PMCH,,,,,,,-0.014861014433905502,0.04618062061466824
COL9A1,0.13569314299717866,-0.021340247247578183,0.06373470786957926,0.0517239679367776,-0.004002441478225351,0.010750194866620074,0.02468436802473603,0.010196059540995839
GDF11,0.06369077832278495,-0.023439277616567056,0.03452673483159268,-0.0436413665162897,-0.05063138487989004,0.01180224827737274,0.008910024020811447,0.03660394088656992
RAET1E,,,,,,,,-2.065406707326626e-07
SORBS1,0.0005904517128042663,0.055759791075050726,-0.12653836960053252,0.14752906285665543,0.044172559249404324,0.04045532215349684,0.02291267630340455,-0.009839919888275494
DLL1,-0.004125643847575597,-0.0316549893753082,-0.018435128370497166,0.06746112328932229,-0.013103077013242481,0.016857861653572864,-0.0011980859226744908,0.06473980789921867
TLN1,0.047437545884202514,-0.06601598669334666,-0.03245071926665501,-0.06335862940072555,0.06395918921122905,0.06207360884950359,0.024590863043770957,-0.009334712734341603
COL2A1,-0.03300096494725097,,,,,,-0.007269549691668407,0.026882481794438577
SHH,,-0.011566944071726273,0.035313884059271695,-0.05581252940719697,,,0.006357704073031388,-0.01589537095202869
PON2,0.05042655442988727,-0.0021771945605751257,0.059470113380608224,0.17723596885064222,0.042567815109957184,0.026001156535561912,-0.005982330012358114,0.06910126298054779
ICAM5,,0.04035482270657862,,,,,0.01416842166560359,0.10070376241705437
HPX,0.00022874839451632865,-0.010074169199329484,0.03336235582787634,0.03324545273710149,0.032718757614166254,0.03574665420716186,0.11184202672645994,-0.06113336138114591
SFRP2,,0.047762409750204474,-0.04107235295464697,0.0320670044237739,,-0.06271241377857863,7.029880796400178e-06,0.03786767153445937
CD70,,,,,-0.0015478965864068575,,0.013474057094332971,0.02243746060996332
HP,-0.028741720829952435,0.0006436329148486616,0.11466243539736544,0.09315906063624635,0.032292203748020845,-0.025088638235841693,-0.014381431307596382,0.014439802789709388
CXCL2,-0.05931601426727304,-0.014000628107594096,0.06790203196109433,0.03782120923027066,-0.010048846206039035,,0.01490629664088285,0.03219603978877654
NPPB,,,,,,,0.04534903992525043,-0.02687173871420896
CCK,0.04012785916309862,0.015650072209988652,-0.0608725889801773,,,-0.04701324619898034,0.031080813167838162,0.057263042412768146
SEMA6A,0.012276651142669839,-0.035235969405268554,0.006186014049627548,-0.010311315044126931,0.12381562946201914,-0.005362344199953336,0.026628177721611024,0.024571824117426037
IRAK4,-0.005116071726234516,-0.015652850535918573,0.04518141763295225,-0.008298149115977769,-0.007250627925973799,0.06658170791419939,0.05446425889358042,0.040822376348103824
GSTP1,0.08974665232402225,-0.007708332050928808,0.1408903733627909,0.11806938906782662,-0.011177890143011638,0.01647052859296619,0.044996091530389304,0.048450102982673444
VCAM1,-0.010490549190218303,-0.04827776109074729,-0.004338057363260317,0.04108898101782186,0.06970766335772068,0.07639816104830457,0.015407251727469201,0.038199986435622516
NXPH3,0.04788643401766189,-0.0022654890093836877,0.02681355624237064,-0.02637380932245471,0.04407162382720895,0.08970670204874903,0.0149055198961399,0.026042415305381438
MTMR4,-0.03123762934165505,-0.04066629851616798,0.0866841527090327,-0.044539352017063376,0.005334583340568851,-0.022129634042621596,0.02010862374289394,0.04086077232170829
LAMC2,,,,,0.05010118517456307,,-0.014424932496658346,-0.005952728594158851
IL10,-0.03649480622582464,,-0.029491604739332447,0.02077206055623867,-0.00553350198098444,0.02484499545610358,-0.03592103297714871,0.0059128339244325714
SEMA4D,-0.016571039256248053,0.006436207757609983,-0.029671677205075235,0.06480834546848092,0.030340725743489876,0.0065053080347440406,0.0018358364679971258,0.035878806314340574
TRH,0.058116925663920474,,0.024507108484086597,0.039233064292211905,,,0.07175097255794251,0.02892367783131715
SEMA6D,0.07348359796167624,0.04407011158827269,0.05390895451480653,-0.0427756078590501,0.04888771321888403,0.010708428394108972,0.05234110273076533,0.05259098898863515
CEL,,,,-0.08704775372549074,-0.052161914619525025,0.0744046332023785,0.030009746847486946,0.009139944633160509
PDCD1LG2,0.03152114910184865,0.009088366464234842,-0.013074862899910184,0.07635457243069121,-0.11904515104254766,0.05888204480623387,-0.01319514080689337,0.04592633620707742
SPINT1,0.013200551147360086,-0.01646340884173305,0.023652156709576853,-0.006227261461453777,0.028723848799556508,-0.015323294198899853,0.06574411622094845,0.05281106729236493
CTHRC1,0.041297127022598946,-0.015051219903025598,-0.019478522708587336,0.14078546336545628,0.06812621434723282,0.07037702305631546,0.006306547519594131,0.024633938449234952
PODXL,-0.014928584583737432,0.08150684284810891,0.05203686806979679,0.13594170622379467,-0.009645305968158218,0.04141735041082138,0.09476531041265394,0.024828259395110925
JAM3,-0.016584596343218464,-0.0316593835494938,-0.04463564414126083,0.05566062679778641,0.03183490060959123,-0.006437137050824889,-0.005440376076805912,-0.04742609415288379
TGFB2,-0.025729332593114985,-0.00958271741244396,-0.030051442865025445,0.03174031548052612,0.023313569661581716,0.028701804526593856,0.043974198006499134,0.03343911841394912
COL18A1,0.06779756143025277,0.008534620177407175,-0.026408088451487604,0.08967807261163604,0.05707455995613508,0.053267717920038725,0.05010270716152535,-0.028616799404913684
NODAL,0.015889207274231265,,0.12926188574735367,0.12374415303441036,0.007710914669597207,0.053475129349445545,-0.016495992199861535,-0.00027373785464502795
INHBB,0.04640829869180033,-0.023452780447997753,0.0018882406428542317,-0.05309233945905767,-0.01811803834813479,0.019303290819723606,0.03460669612817194,0.018908856971068214
LCN1,,,0.08833955993504336,,,,,-0.00364210692601952
ARF4,0.07172471615561529,-0.05226740780756654,-0.0041563675861020725,0.13943190427443722,-0.03464449828964253,0.08850946940099008,-0.03799722172845947,0.04611641992558224
CXCL14,-0.03624712872752299,-0.019896718299265814,-0.026599567116400127,0.07609700273698396,0.004406769532546602,0.05202365072644696,0.05131372201942151,0.11426282136660354
LIF,-0.0003462717574160356,-0.011943157574453344,0.0006762730318549429,0.008975041931657775,-0.07774141043818689,0.09410286713390469,-0.01669275432657063,0.018410567205305046
IL17B,,,0.006356663744246417,-1.372619285331421e-05,0.0686046391914703,,-0.020522547137611147,-0.051412160774685564
MMP1,,,0.1788926702975325,0.045732788046470206,,,0.010634643037767053,0.002564121958457033
MATN1,,,,,0.02020952993078703,,-0.021150688024447813,-0.00125562070031679
ADAM28,-0.07436010062464236,-0.022585652818894176,0.02430544738075844,0.0038384792253145033,0.030897591148095503,0.06481219667838661,-0.03704467168921931,0.01467214050898695
TCN2,0.02684290970730705,-0.03165564776818509,-0.015853488873627235,0.04069793082608005,0.12672208784060915,0.07310035315914187,0.05064155123453028,0.028157118950114857
THPO,,-0.012427989610522303,,-0.014253527175101097,0.14070952349143165,-0.03896209776204722,-0.018347242207396103,-0.03962701581620853
CUBN,0.06544378010164427,0.010690008385967478,0.12426729336070469,0.054408867940647046,0.059208717738309664,0.13667587839796716,0.05249184625151003,0.04813866906708613
TIMP3,-0.03340189077641527,0.030908537684184632,-0.05329995497541252,-0.0016043300631982723,0.03168536882065201,-0.004784828054608753,0.026570335226413916,-0.012032718412571418
PIGF,-0.024997562312472115,-0.006251899575701283,0.07185129003386902,0.12625713604079963,0.035043602386960956,-0.0004337673739636836,0.0305189120604238,0.06754101256367252
CRH,,-0.022485858640252602,,,,,-0.0428957367741575,0.10942067403214377
BDNF,,-0.020217299024288347,0.05976747082593195,0.017885749876525255,,,0.011579918550439201,0.06824116719321646
CCL5,-0.08051986289719476,-0.0310556779113712,-0.02240225804903764,0.062159569710197385,0.0072226139222954415,0.07417028179562038,-0.037394345652094735,-0.022326352585227964
GAD1,0.05437343598345746,0.021796405958813776,0.041426130494422383,0.23284391834806686,0.0045687110696299065,0.09826519203184166,-0.033171499588694406,0.015787954806201206
COL14A1,0.03670502183806914,-0.016278927166515553,0.06539185964827611,0.002728449880202313,-0.018322446109823413,-0.02531080474897504,0.030639495055213597,0.07269435436944131
HLA-A,0.08214861889216797,-0.0014938932553737775,-0.024553810827948566,0.01633729443571999,0.05938769340458217,-0.05519473013240327,-0.00902934046626032,0.0014439065472309205
CD5L,-0.03197795255584808,,,,,-0.044474163904276574,,
FGF18,,,,,,,-0.025680888385108586,-0.030098151833073985
ADM,0.05192746290791692,-0.029207376787933777,0.06625467072716823,-0.0076008913315493976,-0.06779297600890948,0.043245442552884705,-0.02645558812588859,0.04329231351178738
CCL15,,-0.03545905513186836,0.09709171171451189,,,,,-0.026104124748207797
GNAI2,0.005252948105913951,-0.009301470887223587,-0.0792408547831471,-0.05353313838998862,-0.004642257156734882,-0.00670769405964048,-0.03460070066625064,-0.04193083154115935
HDC,,-0.015129478834802501,,,0.009873883779840196,,,0.015951669127033725
COL11A1,-0.02947452325085864,-0.03590047770714898,-0.05545799075101335,0.08718402299744353,,0.035514929033971805,0.008203882814812843,0.03925629460666642
NUCB2,-0.04144649120950269,-0.030834267214484908,-0.014551881699079276,0.01867442580542749,0.11260460954505806,0.060535969768135606,-0.022128830762070836,0.00834047316410574
CXCL1,,-0.011309544741471918,-0.013186901646994943,0.022141739336274915,0.04477687229375178,,-0.033183614049763666,-0.007132861470507085
VCAN,0.07317549741051559,0.006569496750921054,-0.1492952941658761,-0.10765209579660304,-0.10545820723695676,-0.0010978460097724274,0.04602615131218613,-0.07065640530634297
MMP7,,-0.02184759038071603,0.08210258450655593,-0.101017334455239,,,-0.062155397571247495,-0.035073360073184706
PTPN6,-0.00786871702517148,-0.03380469815898899,0.026090770177628196,0.029970012490870453,0.002328463493081111,0.04531733154473126,-0.002637952987860607,0.055269052038293895
PTGS2,0.025079134758721647,-0.011514838788710515,0.06476661117305876,0.016814921612905553,-0.04050285733157037,-0.0262328768034983,-0.026888260728280888,0.02965572142357092
XCL1,0.05958654999621055,,,,,,,
CD58,0.010312142221680186,-0.017455877652331215,0.044186376789357655,0.18723238231448533,-0.055079596747372186,0.09162683181722195,0.038478094055007454,0.04191776761262878
TNFSF14,-0.042273034138972036,-0.011046449247226944,-0.016097411092379867,0.1210512438091277,,-0.0396863491105566,-0.021458523220156275,0.03646391060914892
CNTN4,,0.015705413631759094,-0.045756681239067294,,,0.08817661476625738,-0.010005876460080077,0.027262047891428734
INSL3,,,,,,,0.050459509834226396,0.02207993247995065
BTLA,,-0.014106693505335426,,,,0.04577901509477468,,0.03894310810613713
MFNG,-0.048417019268702545,-0.038837394136284224,-0.07129104581681892,0.026843913070608388,0.10132136504478127,0.04126261556851874,0.01876108614540785,0.11421463323137267
ICAM1,0.023559361884880038,-0.011367970336304083,0.020683171106871172,0.026750727942754956,0.09126462966188534,0.04045104594050793,-0.021612426477205723,0.09703949119918805
PROS1,-0.018941343658515956,0.01672042892686643,0.013258349372962155,-0.07994625168224907,-0.021992920181154445,0.09033999869250266,0.04923081482434154,0.04515386669416008
CLCF1,0.08323836092865296,-0.030169458641652692,0.03805658169703419,0.026424289664121973,0.029972258066903054,0.08101171805678374,-0.008244491435242507,0.05696528215352322
PSAP,-0.08155728203661158,-0.01838266479487432,-0.026790691149003752,0.05689625321710122,-0.01581846602169799,0.01950685654996199,0.031649785218720354,0.060532523316701864
EFEMP1,-0.06279747074001835,-0.05297750024464511,0.036267128881933716,-0.02938285636026877,-0.05515017762753671,0.02153021936981811,0.03959929067353895,0.02722748385220689
C1QTNF1,0.09023624173289553,-0.02451452457325505,0.006193635353615185,-0.08243000368482213,0.01395919734148194,0.04074203856670026,-0.04099420058478051,0.07106457853737831
ALB,0.0026652410994912616,-0.012546433253915449,0.037367896216631405,-0.054685661042296815,0.04204325496894688,0.03181578794695749,-0.035921032040135144,0.0003582473962792296
CCL13,,,,,,,-0.02407019046319302,
EFNA3,0.11635691084295714,0.042244769436557944,0.07758473275933248,0.0616477691322974,0.10883766698388575,0.11084829553434986,0.04646958257233002,0.08383637859101624
DRAXIN,0.06128609089176152,-0.010074170226366875,0.015805151224467125,-0.06571308794496523,-0.0038396220882045405,0.04254077347121562,0.044290107180831165,0.10400699925744089
RAET1L,,-0.012066086051427909,,,,,0.06120661859171385,
NPTX2,0.041448644053025244,0.002083211362655744,0.07566829705129502,0.014225931462818446,,-0.009553589081383766,0.0011495688276994926,0.031677061441395135
FGF11,0.09246212135545358,-0.022834081814770864,-0.021555023192988715,-0.11361770833494078,-0.014179674401923397,0.09401613647482843,-0.01346658614670241,0.0955378955099391
CD59,-0.04117585507385284,-0.030591813986903044,0.005056480505167565,0.16152681792268586,0.13203128734596362,-0.021663875466649503,0.015796073766364237,-0.039937799117867455
COL9A2,0.020010935387313997,0.008367316527937164,0.05324309994744714,0.11346139118952153,0.09257024383192548,0.006415282556987184,0.053480175061706055,0.06202706810609477
DLL3,-0.0821608237875834,0.06117131485118987,0.00943499666410478,0.12656714119707407,0.17023103955414,0.08638623698668599,-0.010595913254860987,0.05564481913575119
FGF5,,,,,,,,0.02447251755574427
LIN7C,-0.01303922506679482,0.0036093990526185685,-0.059019168422185436,0.09898371221270293,0.0038796234234005004,-0.025727234947923328,0.04103006762649014,0.05019503053453635
GDF7,-0.03263285663599688,-0.01104644881796191,,,,0.07187295607870306,0.0033832237805951743,-0.015979361004021378
PSPN,0.019758662816208514,-0.018419897176884976,0.04269751411007707,0.11749514167337008,0.014644734343231188,0.045851556615469774,-0.03900747097369426,0.11472727754723762
ANGPT1,0.02046271662567342,-0.04323133567304841,0.06447417778567582,-0.012687691455673007,-0.021334812631539985,-0.013299558818028488,0.0036117861904151997,0.03604442345747827
PNOC,-0.003598923724490613,-0.021317930392789897,,,,,-0.0022520512552328263,0.0091880729394997
L1CAM,0.003199364164789541,0.010481924502757083,-0.05684346060392878,0.10332962739652271,-0.006880097203872019,0.02999680208654949,0.03009634377935391,0.050055394361935485
APOA1,0.02679445165308404,-0.017877616839535974,0.12881458250062477,0.04642186604717803,0.05810834068454613,0.0015600681798654827,0.03354926724538784,0.053632825274378286
PSEN1,-0.07096888776655184,-0.005437292682658105,0.08141373896129654,-0.0023187160523278523,0.011890648243172692,0.0025976821157504145,0.042108832780734524,-0.033770963101660535
CALM2,-0.06868541710401786,0.009645176862295135,-0.05268024672773747,0.06705518120621126,-0.0874171493782468,0.015707377970925956,0.030642188030500273,0.09677336091217972
CLEC2B,-0.05629815946296923,0.033523137219244895,-0.08091603954438217,-0.07143571638414355,-0.006560775132275518,0.015832486048521936,-0.03550999859086069,0.07193008896131231
NTNG1,0.0423119096729529,-0.05158495740338042,-0.024714781208990563,-0.08477912893349618,-0.05686842405317979,-0.027118586831904695,-0.002335189817351524,0.04316807774337798
LRIG1,0.054188156895584566,0.01017908694164284,-0.030407379892887578,0.13949891856517735,0.08293698269811695,0.081743079629468,0.03684829923628592,0.06822316523522007
CPAMD8,0.05839100251180143,-0.020446063368850423,-0.03690799372706289,,0.012190707871644802,0.07657460488588597,,0.017824709285178694
GHRL,0.0374357329191746,-0.010074170226366875,-0.0853673023223047,0.03817386395143422,0.1124425548853464,0.17132980121250707,-0.01886964084806583,-0.0017389998179211195
NPY,-0.019021981439034136,0.026304098128360993,0.030056961176689705,-0.028462108751837006,,-0.05037957662453839,-0.015938729065929472,-0.045133995119291295
MMP2,-0.0007604218702681588,0.01643555701988842,0.028589451160854814,0.19392025232782847,0.011310491497259144,0.05560850950148996,-0.03522038272779227,-0.0029519935256337605
PPY,,,,,,,-0.03825848276552102,0.009716240176807743
ALKAL2,0.0051091285836153775,0.019406736487005513,-0.06837061405859218,0.026944193222433917,,0.17794908212257354,0.04543841302492064,0.02059419925236492
CSF1,0.044774217510267326,-0.031101392822042256,0.030131641671173246,0.000523980203613425,0.04558315724628657,0.017520877437534672,-0.037269478801159134,0.0719759726218617
SEMA4C,0.004321596413682301,-0.03813484886306851,0.1400914045207054,0.029573770690656295,0.005526416676954879,0.010860116214680105,-0.007728934318164928,0.024658835972822292
BMP8A,,,,,,,,0.03246269233822981
ICAM2,-0.03660631161728381,0.024627399327373865,0.019450030358344705,0.013708832330600374,0.1435480291022265,0.056240738837071945,0.035784617017985604,0.024499895134095846
