,MGH258,UKF243,UKF296,ZH8811Bbulk
EREG,,,,-0.053649706592085254
SPTAN1,0.07668529515422415,0.055109539907467,-0.0344316358124393,0.009168623058165635
LIPC,0.07276513332016901,-0.010414184216126658,,
COL8A1,0.024204056969687967,-0.01985315627028575,-0.034743929652046535,0.04832592210578685
GSTM2,0.04135664153070389,-0.008378690116352,0.011805242352390923,-0.005524933886435748
SPX,-0.06368757442138598,0.010248483818637855,-0.0075120689160758205,0.0562013107005077
MFGE8,0.0880478484899651,0.006190585903766155,0.04785169528018233,-0.020047008880113733
TGFA,-0.02131716189788978,-0.09946794565912803,-0.02496607703341647,0.019158075396920774
SLIT2,0.08852159510521107,0.0537145663691167,-0.0446697092748301,0.06700389290014351
PLTP,0.025367227281967438,0.021892106321701455,-0.011821071449444248,-0.09566206947977719
APOD,-0.10687109838703908,0.1027585849886681,0.0041737535652831,0.06446843714175589
B2M,0.016370626424212508,0.04802993016087155,0.018430595634392758,-0.0029375813220317553
OMG,-0.04421632834098963,0.08188346917507751,-0.026111410295815665,0.06419461574844469
CXCL3,-0.03294370784243372,-0.04340973324448381,-0.010923419393083047,-0.03562405836847798
CXCL10,0.015531138793946313,0.004273666162972778,0.000830209394869289,-0.022646369083275518
RSPO3,,,0.01550112944870787,0.07781281396518552
CORT,0.019812001219334994,-0.008906092413195912,0.002331278836227467,-0.017668271624933823
NCAN,-0.06812713683309532,0.12745334248509183,0.005272452330002688,0.07015644981830749
PRG4,,-0.03986854944991481,,0.19883735796967125
TGM2,0.057732619694716186,0.0023928021730709823,0.03942982598016966,-0.05797065202532953
VEGFC,0.003729312886529665,-0.02860648023245133,0.004498175793576287,-0.035400776987996485
WNT6,,0.026907037082385583,,0.09343086223024309
NRG4,,-0.02703761840363531,-0.03599066053250849,
PMCH,,,,0.009106068492613003
COL9A1,0.08866689167258915,0.06805316007296965,-0.021629718061979577,0.02359944217293252
GDF11,0.044012002696496653,0.07554209352474271,-0.006058402639307193,0.039049549025265744
IL24,,,,-0.016614815559576238
SORBS1,-0.0016970378384303475,0.03986981384380968,0.0096300407850163,0.02619503205293582
DLL1,0.013992764240397918,0.09676497006609204,0.04878090623983692,0.011035570887838525
TLN1,0.036605064205192814,0.06898634568924444,0.03866064684505384,-0.0467085957148387
COL2A1,-0.03842350841695883,-0.027674782913163932,,-0.000189990844133446
SHH,,,-0.011723844443204302,0.07284516516240402
PON2,0.019750511447030134,0.08790178971786516,-0.012954821410186702,0.10370204938361366
ICAM5,,0.03742658513150666,0.07738611775564172,0.09807430054149369
HPX,0.021636781952262395,0.08942128201310913,-0.010210820753958417,-0.021628334776170644
SFRP2,,0.02942277861324807,-0.0051202411926426165,0.08183878435111086
CD70,,,,-0.025186304518517905
HP,-0.050879567183384086,0.10253257441274309,0.02427422279348218,0.030824521745393095
CXCL2,0.05177550086011079,0.01767589645668331,-0.014190540303709642,-0.03891842547276778
NPPB,,,,0.0011945816875841894
CCK,0.07415773485480523,0.08301030204556313,0.005680894687431319,0.07587769602999452
SEMA6A,-0.03378960835643932,0.06423621007524508,0.012091508294666566,0.006718046870250562
IRAK4,-0.013601215309510582,0.028422532555302492,0.0010609167272253293,0.08113897186474069
GSTP1,-0.004710215470576908,0.029345691541645166,-0.004325271478975452,0.0725049397595103
VCAM1,-0.05486124649164521,-0.05419913668286272,-0.014977924221362363,-0.045690652986522334
NXPH3,0.01047766084052619,0.004027070754726681,-0.011803289610752927,0.01015938383112175
MTMR4,0.025354941023173774,0.10518043101511147,0.04565392895532935,-0.01187930438559299
LAMC2,,-0.024690664664475528,,-0.021819914857509167
IL10,0.004335680096493436,-0.009342925960380409,,0.06999258326584663
SEMA4D,-0.07261245714543546,0.072484269571627,0.022897691029228527,0.04646653781082583
TRH,0.03494299493604391,0.11406685838034235,,0.0345182551709863
SEMA6D,0.0027496216592917022,0.06586853645224269,0.029873320208431316,-0.008028369241119788
CEL,,,,-0.027125889579653548
PDCD1LG2,-0.0043279225341729035,0.019956631289444905,0.01568905158634582,0.02442356323706819
SPINT1,0.04082609319328812,0.026112459819547282,-0.01668672754605502,-0.027593717944684158
CTHRC1,0.05887817259669072,0.12088766618669203,-0.026525375484849227,-0.006795747475780641
PODXL,0.06325330477274119,0.018740210378872028,-0.005204761875249525,-0.01436916526008593
JAM3,-0.020983126524305673,0.04540558973936115,0.020689739795737697,-0.012351950007579176
TGFB2,-0.029314194724514814,-0.004980964817444303,0.020863653642440756,0.0036043238293559077
COL18A1,0.03335252822747555,0.08530339465000834,-0.02568874436970355,-0.05909156927159385
NODAL,0.014843256010201313,,,-0.020523211045696602
INHBB,0.037252855018020975,-0.04510620569307617,0.0448346441014233,-0.00680272690247547
LCN1,,,,-0.019381576984841793
ARF4,0.04681483152936291,0.03103588766273726,0.014088542982870995,0.11191669755696597
CXCL14,-0.03388915842020013,0.016184932066509387,0.0015732738050970787,-0.07540138351943525
LIF,0.15980341086374977,-0.0015214686194753818,-0.01210516111215807,0.045694372781326195
IL17B,,0.10879664626582311,,-0.005204534232695152
MMP1,,,,0.045426919695991726
MATN1,,-0.023252504540126853,,0.09140410994179984
ADAM28,-0.04935621810929092,0.028340815047107056,-0.027166542679201218,0.069036508323123
TCN2,0.04079559522546631,0.03896433004826221,-0.023527727970098562,0.011349052175252566
THPO,,,-0.012596569675794894,
CUBN,-0.018235848301183865,0.01131077606205507,0.050619206443584655,-0.021283385273195222
TIMP3,0.05803045528218703,0.07453228600984882,-0.04092111803111367,-0.004443943597669108
PIGF,0.017707418825406756,0.06901440735594924,-0.011616953645354472,0.031135550503765614
CRH,,,-0.022790869155716393,0.016582710182098157
BDNF,,-0.013140294727681977,-0.020491537553282962,0.009713963676240089
CCL5,-0.05343259715514364,-0.014973562085071035,0.05539078775073204,0.020390816347417268
GAD1,0.06886647800080709,0.04817285199703802,-0.00880228610017025,-0.0034843656226785065
COL14A1,0.036470096966429014,0.009738835503650317,-0.016499743460244628,-0.007742775189515314
HLA-A,0.007614985904935503,0.052299216558381136,0.019748460437009306,-0.10636386834215239
CD5L,0.034699031218921594,,,
FGF18,,,,-0.030254712083126092
ADM,-0.029253405881208085,-0.1447744518507476,0.08211642143062457,-0.007009420736138362
CCL15,,,-0.0033475519386883036,
GNAI2,-0.01235285271820389,0.13483829096692215,0.022276094656433057,0.03162886738501281
HDC,,,-0.015334703381124288,
COL11A1,-0.008754672979851788,,0.027132967148420492,-0.0027599161429869945
NUCB2,0.012513007512584468,-0.0327350984523851,-0.010958785345806285,0.021277446104512383
CXCL1,,0.028630243957183107,0.012903942258475506,-0.05442796827371474
VCAN,0.06825815557117325,0.05414978944626034,0.003664376280318972,0.0378537766011312
MMP7,,-0.04646708257185118,-0.02214394307554864,-0.029677704608996432
PTPN6,-0.0013768629109346684,0.017433659815265862,-0.01675541806244948,0.0835297293888673
PTGS2,0.05509737665648546,-0.07510394972677782,0.05069927172764053,-0.053167970258547734
XCL1,-0.02350773302063465,,,
CD58,0.005605813333550114,0.014575108081902327,-0.000654814326339054,0.03390412931127079
TNFSF14,-0.05156848659685529,-0.05300655629022556,-0.011196289341521138,-0.007519986575177951
CNTN4,,0.08774918519029117,0.012182772213821573,0.08543200379365964
INSL3,,,,0.11094361912888659
BTLA,,,0.10475454736161637,
MFNG,-0.03265063856296282,0.09212412159706343,0.04001445726311635,0.04551563522686893
ICAM1,-0.05106889853384277,-0.09006633147343616,-0.004055614959274482,-0.036937223928498734
PROS1,0.00720561169670557,-0.029393003826517407,0.0024812349877427692,-0.019569322766698278
CLCF1,0.025501335453216756,-0.07272255161196242,0.047280944420473835,-0.0070457058616393555
PSAP,-0.13029698532350883,0.07581275005949811,0.055314326004910826,-0.07214355424198368
EFEMP1,-0.03549021411024913,-0.03902562216896638,-0.015658737784698534,0.01411081702468869
C1QTNF1,0.05799620206582503,-0.059011426545599814,-0.024847053025739987,-0.04798576498157487
ALB,-0.038730104155104354,-0.03291140224859409,-0.012716619953708994,0.014963207934762196
EFNA3,0.01903928354615753,-0.06075559439025769,-0.0458694960412059,0.03568390807293804
DRAXIN,0.033973004753410155,0.11151542354189967,-0.010210821794927107,-0.03638635385110844
RAET1L,,,-0.012229757058395298,0.0014698270381861898
NPTX2,0.021988416784416445,0.11972493327987344,0.08470522636115359,-0.027746437965687744
FGF11,0.034203555920943256,-0.03853070553359009,-0.02314381582030259,0.009240869894224405
CD59,-0.0588714224865376,0.029932812536466447,0.046281814561676,-0.02996776630319597
COL9A2,0.05288587517787322,0.07369804550560795,0.020281545229171114,0.05790724162108609
DLL3,-0.052545448939133904,0.06971640613462783,-0.00823146167780792,0.06624694087660726
LIN7C,0.004596730577541675,0.027015774299423673,0.011888091094928388,0.04186816928778001
GDF7,0.016468873763645055,0.07524120039076256,-0.011196288906433314,-0.016614820823486226
PSPN,-0.04058410509230845,0.14608461572053838,-0.025517118188482214,0.011727007843544583
ANGPT1,0.0016054518857163366,-0.006848197274684345,0.014333987781618318,0.03226659870429607
PNOC,-0.006143760999047308,0.14722652181506385,0.009910776736189668,-0.017668273547187936
L1CAM,-0.005071116718434959,0.05386803584938839,0.040611173782814626,0.013161067875752337
APOA1,0.03892229234200563,0.043468597816517546,-0.018120118636542275,-0.006914223884086839
PSEN1,0.014122915215887261,0.01749653071332079,0.0494245531024197,-0.025848063235396488
CALM2,0.009245997255332332,0.02631189460013228,0.015657377245756488,0.10943905133161055
CLEC2B,-0.00645358550107281,-0.08539848419532121,0.05227426806873566,-0.050525342182969016
NTNG1,0.03790087683959069,0.05581985726402002,-0.022495571609190808,0.028934050816734395
LRIG1,0.05633090676892784,0.062237603096034086,0.004992932132829729,0.052481315799667735
CPAMD8,-0.006094989904482103,,0.03561814718078164,-0.018665409373645248
GHRL,0.02649749058540674,,-0.010210821794927107,
NPY,0.002810730284056376,-0.019783671524914205,0.013988082864957995,0.006227068097949597
MMP2,0.0693047783115078,0.17270859868501606,-0.009801037434168724,-0.040728484974489096
PPY,,,,0.0064241126627986945
ALKAL2,-0.012099955149060346,-0.030392958928216533,0.058065133050765515,0.07238005686289549
CSF1,-0.0007300215855742228,-0.02198654530986878,-0.011609296060538456,-0.00332668180200747
SEMA4C,0.06389772341875435,0.013404254484105689,0.03715440159172925,0.061442818583453414
ICAM2,0.07195313794047277,-0.05721333432490663,-0.02558052852350689,0.031184708344326826
SYTL3,0.024432457063697836,0.0504896416885704,-0.023003169114447823,-0.014882938846099179
IL1A,0.010042217095837374,0.02694358899112666,0.013597419574937767,-0.0033531985153389485
HLA-G,,-0.03677566376569128,,0.00052279223574026
PGF,0.09188484075841707,-0.02784993122251411,-0.018462959235025653,0.02273750680576792
LGALS8,0.007283564291718616,0.05029829721686033,0.02049157182640841,0.004300809597374552
DKK3,-0.01953970347518078,0.08681861952004903,-0.034685650577152796,0.02897620078969771
COL16A1,0.11867639482958549,0.09498355753553811,0.004026919924052737,-0.008581218148346503
TPH1,-0.007649745683731566,0.13861321804943993,,-0.04260538455757444
TNC,0.07634914172514283,-0.035431639479304874,-0.036771280094078054,0.006050451556725403
TNFSF9,-0.01781223656492044,0.03959468009734506,-0.017055156053091308,-0.04173996766935127
CNTN2,-0.07013937138578578,0.08944552505926844,-0.031050972754484582,0.10093803917454829
LUM,0.11978617976913543,-0.04510968094635282,-0.005623839338880443,-0.022298113575133345
IZUMO1,0.05924377309740205,,,
BTC,,,-0.05887643539310108,-0.028313317575180963
APOC1,-0.14133901434936214,0.03168026387517283,0.05861080176791164,0.03975283359539482
PKM,-0.016133155330206,-0.029783950079749415,-0.01187344166447166,-0.022159817105720233
TNF,,0.16264730083464016,-0.014927995799578337,-0.01938156956929384
GNAS,0.07537375400017572,0.1521930910435479,-0.031069472971581462,-0.02529079171544531
BMP8B,-0.019919234529024957,0.05883126996212283,-0.00991203577042574,0.012403726576347073
LIPH,,-0.014101450696066995,,-0.021608782648689404
CCL28,,-0.02325249995343771,-0.01172384531573578,
PTPN11,-0.07413202292273934,0.002529292122034882,0.021171656042270656,-0.007353415570329075
ADAM12,-0.015217874896056232,0.0325847303042229,-0.01133036767966505,-0.032713035155228255
EPO,,-0.02633516005836828,,-0.022442368095802193
EDN3,0.013610393804097889,0.05663867474674562,-0.03767250288733204,0.041949829258719894
CCL22,,,,-0.020523201995945085
CCL2,-0.021591156559023092,-0.058361655422603805,0.010850952219692046,-0.03515156266902519
DSCAM,0.08751453094276994,0.05295930766353923,-0.004661712529696986,0.08872022879306234
ANG,0.0547895867836751,-0.11129042272932595,-0.0074339478879085754,-0.013998784537118529
FBLN2,0.12513423525495773,0.09999771636182453,0.04129227293484178,-0.045712006666629834
VTN,,-0.03010175864041924,0.057687796874352514,-0.01578102082152093
VEGFA,0.01304155327741606,-0.13979816158256458,-0.03843892771722653,-0.03284782388685835
F10,,,-0.030007810244963365,-0.026952541918897493
SERPINA1,-0.04694735418192105,0.08032899008037753,0.009562835365315754,-0.03257057626565667
VWF,0.08247455808693854,0.06274612850028916,0.02900876479554927,0.009938103036365793
GDNF,,,,-0.03299728247169757
VASP,0.025796932203338428,-0.007723625655453165,-0.01786594164703197,0.018348491478372007
ADAM15,0.07226951226197774,0.053754678194331135,-0.008174205250897999,0.0042920400198758835
WNT2,,-0.027037583060832288,0.07234469414698354,-0.0230494361999763
CALCB,,-0.028298968468161406,,0.034563132861326396
OLFM2,-0.01602090208027313,0.13763513713867323,-0.0616531107113085,0.048107446827078584
MFAP2,0.03169297891107036,0.1353618199249527,-0.028186102531802933,-0.03833604263284072
HLA-C,0.0806325017734768,0.06963564094623209,-0.007872535628009316,-0.03562824881125837
THBS1,0.05034912748203951,-0.021949551278620714,-0.006813874039661495,-0.030761571472013253
HSPA4,-0.0040246803074577234,0.1267499358450758,-0.059707604644688696,0.043974852227141766
LMAN1,0.007999860436588882,-0.06439345746181245,0.009808622699568361,-0.048500004933121565
LYPD3,,,-0.015534393461970615,0.0929465421852159
APOE,-0.0708012919938244,0.08721975644990684,0.018335627594928385,-0.04187041014134582
SOSTDC1,-0.03343226123884464,0.08945041809475916,-0.023973525737218962,0.04785205189447478
ANXA1,-0.06254303562645032,-0.07188809896792732,-0.023424433929605807,-0.006039743569861016
WNT2B,0.10983415370007588,0.0038118666452018482,-0.02207109640128028,-0.0009415794229459979
AMH,,-0.0054802599381203595,0.07165889282269702,0.053355484331625506
GDF10,,0.21772700559430236,-0.005675104378493229,0.0033967174277581046
EFNB3,0.0728401002781742,-0.0036575879307032934,-0.04711702842893304,0.01973627160950591
LTB,0.038977712440257564,0.13360082004844892,0.027777172857648077,0.046996381974818605
ANGPT2,0.07536324729887195,0.03670976039824106,-0.03206186100582314,-0.005655494854971569
ADAM17,-0.038277264005584205,0.019837587603894025,-0.0037196437932780586,0.006911919942038485
LRPAP1,-0.007135046826560781,0.04030719059328733,-0.018605302647797407,-0.016633159890845604
NID1,0.0635343001341718,0.109304135230321,-0.010424462398858275,-0.004486349663620849
MST1,0.029251632519313855,0.02210223981201935,-0.01559293838987763,0.007228406378487388
DCN,0.0186043272695676,0.08070244755204674,0.027574353031495216,-0.006459609407339462
IGFL2,,,,-0.022236650288123994
COL7A1,0.04027141694455586,0.01593702350861796,-0.023905277074900363,-0.027591188621927432
CALR,0.0181245334079132,0.07180632156875218,0.03485242163620108,-0.10698892637662924
PIGA,-0.03681270469785625,0.041892229080913314,-0.0275131717133857,0.045278607260417235
CD200,0.07451308833884189,-0.033510522877535254,-0.026487767507161634,0.053033781775741355
GRP,,,-0.016310823178071362,0.09479552600526571
CDH1,0.042846973001268,,,-0.038204563036538616
LPL,0.0038343255419199585,0.0017070549181504024,-0.04169812651790548,0.10866980865132751
SEMA5A,0.036337946608807355,0.09543074756854894,0.03060770001438566,0.022485131774585356
SEMA7A,0.0020593929120967984,0.0060927579427951,-0.02262582238184976,0.006295456278520548
SEMA4G,0.0023076070631924605,0.0424621318724614,-0.008266999334718885,0.01606679636478977
SEMA3B,-0.03714239543727366,0.04842701984465759,0.0404968728723699,0.044449294888027326
RPH3A,0.1366208602387448,0.12997325315557764,-0.04694488518289698,0.08302623916839771
JAG2,0.020977798438995575,-0.011653946459851678,0.02951702060166527,0.03421888057583188
CGN,0.05047660271553533,-0.031218298589267512,-0.012353171206246773,0.09749534482767425
GDF15,0.05269377199040909,0.050803339377893594,,-0.026744605008851605
SEMA4F,0.09534328001939218,0.038583154121843835,0.04989860931403561,0.0558097645723923
NXPH1,0.012337523517005098,0.040356829056396766,0.04977544280344233,0.030454368391685124
ARF1,0.08962210602624858,-0.007533606845627293,0.031625487861717566,0.0380992668968434
EBI3,0.049880059582101594,0.031366129982424294,0.034066211119708326,0.027063946549529854
TIMP1,0.05313709002596981,0.09018823220601621,0.028002534202157914,-0.11005987823485985
SEMA3C,0.002555340106445075,-0.03997312567047406,-0.0010833579950781953,0.03429091458479715
GAS6,-0.002891510379216191,-0.010197465465109039,-0.002052752947067183,0.04220244726116066
MEPE,,-0.027357864648810085,-0.014042559324979146,-0.03194569921531905
SERPINE1,0.06960566643663765,-0.07919994789791313,0.053469839844175734,-0.10192432073881214
RSPO2,-0.035323101173922476,0.02683018542447513,0.016507139609978273,0.02474028461318947
SHBG,0.00607733244703258,0.009078199343750683,-0.020020932421719505,-0.03742865141740025
LGALS3BP,0.0099742858297803,-0.04311766445658977,0.029161588800921408,-0.07424878609394298
LAMB1,0.07620493129749065,0.056184739532236516,0.011238292989625977,-0.03915682104973128
SPTBN2,0.0410875787180849,0.029358457125832158,0.012547691022135475,0.0224781338090915
COL1A2,0.04422588456909719,0.0793057796097609,0.010883973781620543,-0.04375445826924265
WNT11,,,-0.02410956150795569,-0.011989620092593979
LGALS1,-0.07500823989337513,-0.0334018701457506,0.005050416388072065,-0.05701952401408524
BCAN,0.09598342961037194,0.10322978349858458,-0.012698593870269718,0.07780378499191748
ANOS1,0.015411035087649443,0.08952288799765212,-0.012811233981568915,0.023718407562933877
EDA,0.02857029620906566,0.06026217888609249,-0.00468033677465519,0.012079813597454287
FGF22,,0.0606991125283885,-0.014404801386262047,-0.0021920886527181296
SHANK1,-0.04210073481238161,,-0.018033508250712357,0.01938667602335679
NPVF,,,,-0.019145635322475173
TGFB1,-0.0020626823287238382,0.014801792089292363,-0.016740722688789577,-0.006620808194280131
MSTN,0.04072585717263705,0.09840363423860289,0.03105174842121611,0.05755553345713558
WNT4,,-0.030101754831486846,0.014393086662907409,0.009990729587408589
TNFSF4,0.015421351407585908,0.09006723227135252,-0.013415702811191232,0.08765601383519872
NTN1,0.02525621031351799,0.08421709932195774,-0.013784181719866702,0.02205467685097116
CXCL12,-0.0006185447580860259,0.008640599306887405,0.03164620340046873,-0.008675548875954812
GNRH1,0.027428364122134036,0.20092081713031462,-0.019941574648584703,-0.012655255463198333
FGF8,,,,0.034440040931909666
RIMS1,-0.04514098626839087,-0.02037998688153167,-0.030269416495054453,0.08136441524728648
FGF14,0.06128026534152982,0.003266522274230634,0.019432679500548018,0.025368724679926576
IGF1,0.03267121041862526,0.16454376125669692,-0.009214520448693553,-0.01845246581111577
TNFSF10,0.0020142590540420374,0.045095496326582156,-0.0030707475658011654,0.07418306969879258
GDF5,0.11424400147143554,0.19989436730668242,-0.014404801598782583,0.09709526504122587
CHAD,,,-0.01210516005408394,0.09734497415704639
RGMA,-0.06995152779570477,0.07382684541355584,0.037105974214344806,0.0462726027975458
CLEC3A,,,0.10860498829896317,
WNT16,0.04065464422711202,0.02460619953321483,-0.011739719197884293,
CX3CL1,0.04826806418258012,-0.044456351431975974,-0.044073235411900134,-0.003357569907486871
FGF1,-0.019073672643593623,0.09361705658475555,-0.017424655902480275,0.06144868572133735
ALOX5AP,-0.07669111002151044,-0.010965446723308214,0.04414517909042785,0.004402475030003498
IL1RN,0.03453490676440349,-0.02987392069868817,,0.016710329129272148
PCSK9,,,,-0.020299663101882883
NPW,,0.0034054565880914,,0.010714984045172004
CXCL9,0.025075596277406225,0.005260929552997384,-0.014404799244709469,
ANGPTL4,-0.018926072770497106,-0.129633750459812,-0.015308739933852863,-0.06640378054014659
UCN2,,,,-0.03526231846972142
COL4A3,,0.0468844876828913,-0.020723404308881938,-0.016063537597213354
NRG3,0.005252657299552369,-0.042341214549613995,-0.010906701889249037,0.06580389596207481
IL23A,,-0.04778360353310986,,-0.026070612108971696
COLQ,0.12216603130303084,0.10538490293176228,0.01409752290420688,0.08652569984699529
SCGB1A1,,,,-0.008574475231282032
TNFSF12,-0.03136336898643496,0.008464315680491817,0.06273054555573693,-0.022331725364219516
DKK2,,0.11322924671741735,0.10582963404777855,
FYN,-0.043597095961206415,0.017520388318845944,0.04451637472806794,0.07580576924265475
ACE,0.08508206252902259,-0.015402985449242994,0.10101398542851162,0.05396598312999205
IL18,-0.09653394096662572,0.07845908049143216,0.0168112406528103,0.06363837008436565
PPBP,,,,-0.024030183985061314
CCL27,-0.035781236256490385,-0.02877069660833108,-0.010210821794927107,0.008183713867847369
SERPING1,0.0010364862086580569,0.015664920607471506,-0.013190221039935147,-0.020531388889521614
AZGP1,0.09971676299818479,0.013977646587190954,0.010224606597950511,0.020575767947012262
INHA,0.03013016137669672,0.02916627795769478,-0.015731768048087194,-0.03294477049855682
SEMA3G,-0.018204711634895128,0.041214122724524585,-0.019214650197262817,
COL6A1,0.03654242177945955,-0.0022380697404128305,-0.028078438618706358,-0.05253229945800102
FGF17,,-0.027674776461056167,-0.019941571520594358,0.03670315777273762
TNFSF8,-0.03884775329975564,-0.020924330018448536,,-0.022236647895702222
FGF20,-0.05172412330595558,,-0.02049153724290581,-0.034704087763294256
ICAM3,0.08254217465688933,-0.0028332245293869146,0.02474352698657288,0.015232864751091736
LAMA4,0.0839723404160538,-0.0015039308780489126,-0.01033756376483336,0.0013341580560951626
INHBE,,-0.015594823644081558,,
DLL4,0.015913908283690454,-0.007460723045579469,0.06362090283724647,0.02883399159076939
SEMA3A,-7.18331967842516e-05,0.052409683760400096,0.014176048873564766,-0.013594916520453101
RLN2,,,0.0024933738064962328,
C5,0.029575979046516192,-0.05032462058503385,0.0026989611180343893,0.009973928903838646
EDN2,,-0.028298959269655123,,
C1QA,-0.12381913556809147,0.05085481820137458,0.06187010539529418,-0.013362460604633874
UTS2B,-0.032943701407161734,-0.02250153772909516,-0.024913237057844234,
COL9A3,0.032463746771175105,0.17457421810804188,0.05431828841794765,0.021329290131804957
HGF,-0.029348622923795,-0.017366555393634193,-0.02658677799773762,0.033685629142391586
P4HB,0.023755193962486362,0.06527532395825456,0.01385490325113027,-0.10959876802127234
ADCYAP1,0.06669698088012112,,-0.019540617452656995,-0.0003446393977011766
GREM1,-0.07626577497158492,0.23788038537763231,-0.011594096725716404,-0.01416723327945429
EGF,0.11515271644605406,0.056269142879265203,-0.001974995081939286,0.02235452508770242
VEGFB,-0.008722364287935836,-0.08232406282323808,-0.023321205317411862,-0.03423292853552512
FARP2,0.09023015809290699,0.09810740769167138,-0.0006764673013657732,0.049610517749360504
BMP3,,,0.014098907382207631,
IHH,,,-0.032466908315351026,-0.023642307134289605
LAMA2,0.0689580303583441,0.004879267636819046,-0.022552570393760595,0.04851378622551386
