,UKF259,UKF269,ZH881T1,ZH916T1
IGFL3,,-0.012843355196754693,,-0.025018555725595512
BMP1,0.03703421955940731,0.1133515893711321,-0.05533281025766408,0.0065747386341462564
NDP,-0.00020379975773450918,0.026699748241611445,-0.016757864853418146,-0.009000768070560848
TNFSF18,,-0.01907199689909198,,0.009173282905207433
RTN4,0.06118931887803968,-0.09525055462669894,0.048314477504692296,-0.006157444031131496
HEBP1,-0.03578785442064923,0.036635398785468606,-0.025081384111407957,0.04949837066299117
WNT7B,-0.00021335521916921325,-0.02338711126080961,-0.02179262568838053,0.00389651844189321
PTMA,-0.01637541539183694,-0.047657394273811174,-0.03803409454870844,0.007656714162751218
FASLG,,,,-0.021698584845605367
CEACAM1,0.036268470884501164,0.05550744567742019,-0.014464082614798122,-0.0018159650285174142
PDAP1,0.07000073816275225,0.08939902632958627,-0.04803273083460259,0.025047828947374687
QDPR,-0.020094867840555107,-0.10896677888045712,-0.05505413776154365,0.06056978391377983
POMC,-0.03214915471024328,-0.03235227728702282,-0.02366133907446255,0.027977477399711223
CCL18,,,-0.0498106224508798,
CCL17,0.009593996992154057,,,-0.01966732998576026
VEGFD,0.01739861076831208,-0.02151606510451292,,
TNFSF13,0.07118337165701522,,-0.01624219535693136,-0.032046272646462565
WNT5A,0.02436777599747507,0.06543972043982728,0.013131330776169268,0.0207108126811801
CXCL8,-0.025218926876838226,0.102296126365465,0.046228556966049904,0.0075483628793637115
GRN,0.046596617791436604,0.032926501832107984,-0.104406312201471,-0.016203238557697956
MIA,0.0006485863131072047,0.13669089632158118,-0.05629519142845269,0.07800270113066439
COL4A4,0.03646263030174853,-0.012656173246215745,-0.029150125718477353,-0.0031467911950023224
TAC1,0.00932611366094625,-0.06908701620409766,0.08497751001274584,-0.02585470512456902
RARRES2,-0.013964220168301936,0.09802753399055555,-0.04164630141426341,0.018073811287974147
FGF7,0.0948043632888279,-0.025478825839980877,-0.02355329392472915,0.06301429380684621
