,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916inf
IGF1,0.04409767065008196,-0.02138016638874826,0.007089974852989843,0.014802406775509964,0.016531926449566366,0.006248137696478087,-0.03524857218501248,-0.028502822799846773,-0.030406449266135508,0.02516462318041069,-0.017770636199872958,-0.00366108805143575,-0.019899364244885347,-0.005878473142717491,-0.04287092416995918,0.03203023117364476,0.11060624174442264
COL6A3,-0.009206172080059865,0.08268060338511585,-0.02150470024250508,0.010917821509300499,-0.017154724576251952,-0.044985851515169754,-0.004766217019292385,-0.026443712568097976,0.02036930952317142,0.07811953638457962,0.15566980723936827,-0.013209122722499755,0.00025611423072579014,-0.0019427933376088857,0.022784327501121637,-0.031010312199746034,0.09401239038259034
RLN2,,,0.1386476931388738,0.04589029157431249,-0.015714922211036514,-0.017861657719830275,0.013559095231159123,-0.01894826319883964,-0.015261862218260718,0.020736597936425318,,0.15852557972569778,,-0.008507772557508772,0.006082096089774664,-0.02335637234389221,
WIF1,0.010020404928660586,-0.029559579890214346,,-0.03280740132654964,,0.02744818519959665,-0.06295335620283658,-0.0013601558902338728,-0.013192238688679653,-0.0634462634033205,,,,,-0.013141169448794142,,0.05133478949468585
IL13,,,,,,,,-0.01626528003252264,,,,,,,,,
PLAU,-0.07036317428569386,0.009719694329306418,-0.007382110456419711,0.13977234310283054,-0.05478850628695768,0.007894672597071098,0.03601331298080616,-0.11535734164738631,-0.06981662746958668,0.08880099607708392,0.1463267155967685,-0.041925758296720815,-0.12253004443105285,0.05211068863315246,0.04567503069356428,-0.052676983114032384,-0.06876211470310815
CXCL12,-0.005644650718496926,0.06919273676005742,-0.05186855438543214,0.18321883497081337,0.05820507978730416,-0.026308395712234083,0.0002316331078956164,-0.0060513952363142,-0.04570394494762557,0.006546176918567361,0.12471756578294932,0.005582946976890043,0.004501095478639718,0.02357215096007713,0.004097460442916227,-0.033177384334296775,0.09573746397276812
MMP9,-0.03345234237218235,0.07697924619317333,-0.013917717667541518,-0.07984751054164156,-0.04203625942652722,-0.03995005670571126,0.008777392679827625,-0.04894189812221693,-0.020090777531970857,-0.01446293292974758,0.2158291606511716,0.04117260611491262,0.02361523200200877,0.005401037099142805,-0.037277814910245254,-0.10435371388565791,
TNFSF14,0.007565531608234097,0.025364042024808527,0.010819665036312211,0.026153636608942592,0.06537513560506338,-0.03277687145285439,,-0.025049713934145727,0.019153600216330547,0.0332458325099277,,-0.023480229285666645,-0.03869330403094788,0.014180699694555871,-0.01977064454271835,-0.0233639778869091,0.03289851666964833
HBEGF,-0.03862253935891243,0.04724967990815032,0.05448718169415451,-0.014587429361184475,-0.00043385050814117454,-0.008677917287329922,0.0440071817230478,0.003259371251524751,-0.004520944814059341,0.07650735707881631,0.10587420288394724,0.036102639436815236,0.024288440717176236,-0.01280725771413203,-0.04818234889733822,0.0026239876758406594,-0.04913331519163438
NUCB2,-0.03469643408682652,0.027903880291636644,0.026148434244290388,-0.047132095157228965,-0.0712874445520046,0.0021379559671704587,-0.015433212098837848,-0.07921416738695747,-0.01777698504880504,-0.007222268580726765,0.011337835438948406,-0.03428560257513816,0.035483750188904845,0.038721031163174185,0.01237669689344182,0.04475015957384194,0.13910252222121444
VCAN,0.03425784603182046,-0.05653556924174368,0.06183923917949025,0.06272148580013016,0.010264141172058094,-0.07562863756856583,0.10590755299121572,0.01478628045083225,0.03698071532383535,0.08524337553756743,0.05089671349819295,-0.059614197976369465,-0.07604751148177105,-0.00631427361974436,0.05007816046864034,-0.0496265244852384,-0.038552195157970384
VEGFC,-0.03457856102017387,-0.012281015600224035,-0.02150470389564221,-0.006810057996712954,-0.02301326612379576,0.057209113838872616,0.07410904867096028,-0.026809004959380777,0.04053076032091939,0.06229014602143003,0.0023071023623506422,-0.03047082364468079,-0.02449285565470896,0.016973813336184432,-0.019300602372504735,-0.038711052743303394,
LMAN1,0.0184205559626432,0.05777270399958615,-0.030711048388945478,-0.12921657638588058,0.0014376673778874554,0.06342032547479494,0.022362794100320202,-0.08874719675184332,-0.017361710231312968,0.061576619623462475,-0.006232746348782783,-0.028895163585986604,0.016025253101889465,0.058250184986814314,0.04273804443639036,0.04044073688772372,0.03009589340612057
IRAK4,-0.03707943603769843,-0.022813245693495316,-0.05944834391491474,0.07231650979387756,0.04807520709590786,-0.052590420099606995,0.022017144383148158,-0.008607097416845847,-0.003943211365159364,0.094366711067783,0.021079183058770698,0.07226947835836384,-0.023083757314639634,-0.0026803721314868733,-0.04163028370965973,0.008851953962135565,-0.04637187471032005
MICB,0.011694537737350878,0.019894250558319497,-0.04148608120281825,0.009735611268852638,-0.03486210992469423,-0.025621522763151123,-0.02837637790914804,-0.053988293689825106,-0.00028087349999700886,-0.01615900625241903,-0.010399916170034013,0.036992752290486826,-0.017938954105480884,0.030927264888831223,0.02702810016613639,-0.0011403615699946104,0.0074173869517666505
COL1A2,-0.055243762846501315,0.005185886519005704,-0.06428364123863427,0.0016355439753541492,-0.026747492523525075,-0.048341750596755204,0.04863096276546991,-0.05787814870099371,-0.004499089406214589,0.06226075191430697,0.07286415544591386,-0.08733062721312808,-0.11448475263910207,0.0030133753756958915,-0.005183628626018763,-0.07348627506491705,-0.06000127782051824
ICOSLG,0.05099704578271075,-0.01845811321116614,-0.006374051013741163,-0.008163358269007485,0.030454059284692307,-0.008572057149001854,0.03907015997939004,-0.048101206286679715,0.08743011927770104,0.03471654280385086,0.06735053971662777,0.0021929570643032105,-0.019555160674434868,0.01760178483815627,0.061761830129090006,0.019726209729098276,0.004046078023807576
GNAS,0.04546959968824313,-0.06465503091812896,0.011744399923932471,-0.06468731064919955,0.017061661329057117,-0.060041776303807935,-0.0033115101652901914,0.0027961023633245683,-0.017911953381681073,-0.1727540696774591,-0.05464439246095149,-0.012457348257476259,0.006121853629470926,0.05632191366842526,0.042805140648448245,-0.025636509938987317,-0.06565411674349879
C4B,0.0780028085421096,,0.0627131826373651,,-0.02113130113835059,,,,-0.01580605621838555,,-0.006063894823934571,,,-0.01843917394497144,-0.015086456776785363,0.018138034567986964,
COL2A1,0.0014617821532846033,-0.04561627990883749,,,,-0.011128819014195643,-0.019374655046725822,-0.018768475901076834,,,,0.018814481675939843,-0.03489951407799856,,-0.04705651278427772,-0.027522459360012488,
GSTM2,-0.08343110864292849,-0.017192504624237062,0.015883102023631208,0.035433814586169954,-0.0065160633082291305,-0.03523756130410588,0.08458082506493313,0.04501092779897074,0.05905539335351413,-0.012762411280383702,-0.029572717010939473,-0.04008046463188328,-0.023213548057289448,-0.04336852329786419,0.0538444324538028,-0.009390551367143986,
NLGN1,-0.025330102272413845,-0.07674722284498328,-0.0001925816656939388,0.10074287858591113,0.009781462064997415,-0.03962720637742132,0.01066248130024376,-0.05433504134909304,-0.0007430448987720685,-0.001659844158094375,-0.03404230954831983,-0.04389384348047547,-0.09409944867246554,0.05541039160889599,0.020002029539796,-0.011451119250461508,0.0355366462759907
SCGB3A2,,-0.03332842598979549,,,,,,,,,,-0.021424170272920512,-0.043643367007452395,,0.02986484854620107,-0.03101658744752073,
LEFTY2,-0.017955380706233724,-0.05460163035085823,-0.015488226383916288,0.11025098431144593,-0.002754473450674905,-0.02789966885741648,0.023402007629864222,-0.08994955627202463,-0.013793851958456706,-0.03678017568203682,-0.06420691748897923,-0.02009901582373382,-0.030713932116341155,0.039084568014047756,-0.0005867184829222827,0.022180108526323225,
ACE,-0.06758609632968418,0.03619769873926399,-0.0023798366359924286,-0.08650301823778145,0.011116939706089513,-0.03764089743469039,-0.02750397958233269,-0.060236492515574024,-0.009077006748860876,0.07091847364192481,0.1617752863117147,-0.050582272340139,-0.05252540256390112,0.11986262886038289,-0.03171231121069547,-0.054028051953633964,0.16425446926576867
RPH3A,0.028220542024087216,-0.09659963089755261,0.06692499755162823,-0.06887015378789181,0.04854746415403593,-0.04146767513264577,-0.03530936719809348,0.07879086585946395,-0.007803595022307856,-0.0985876645746597,,0.06678557908216054,0.014838105856079758,-0.03879625092427331,-0.0028754063228494794,-0.007151679971284249,0.06343421720357768
NCAM1,0.09262348940000238,-0.17484936705659357,0.02174500122203609,0.07753756848891628,0.021019509428011996,-0.08595232000920949,-0.06800997988962709,0.06931392502586735,0.06290190919179145,-0.002313074237875628,-0.01646335636703477,-0.051610811972317205,-0.05217152078283391,-0.019597163756134094,0.022406053832939626,-0.00018544281620905338,-0.04375902250228467
GIP,,,,,,,,,,,0.035257884093514234,,,,,,
EFNB2,0.036867775382653845,0.019577436577101297,-0.00895622826698188,0.11280804231118262,0.011431340713282034,-0.016586867191246354,0.013431461364701686,-0.07747158984878068,-0.022551929811597003,-0.08526130625003706,0.0021869990870945384,-0.0171316929936261,-0.03910746389864236,-0.01495221224859994,-0.008037020207222394,-0.06685348207568403,0.022827838370197525
ICAM5,-0.005130465747592253,-0.02247472911884622,0.01202617258489158,-0.04966864389084274,-0.020912986825744884,-0.029513564749311147,-0.04372311030148957,-0.02631188930124432,0.025441469647784647,-0.10155954370614056,0.006587898209111297,-0.05015559872285138,-0.036210706399310934,,0.004082273741472853,-0.040780136591517066,0.04746084764204489
CCL5,-0.042769511966540025,0.0016332319830395757,0.06140893446163241,,-0.007151642759163944,-0.04184374716296076,-0.025798317251110422,-0.03738800734865499,-0.013809715762676755,0.00021558336074242946,0.02312519326154234,-0.009082281332907845,0.050239569428520245,-0.029942860618280786,-0.010537423917251014,-0.007880185655505845,
PSPN,0.048356944303049765,0.043514156159399284,-0.031702132564916705,0.022981553046860594,0.010518569621539107,-0.03778742063352975,0.04711934588812809,0.025896688839427192,-0.01710898189631213,0.03990647131928447,0.052134394518089,0.04077699376510729,0.015934440548069712,-0.00676323645267356,0.13382570185413112,0.018199848120215315,-0.037625541061737926
PENK,-0.03351582303241987,-0.05572982890955743,0.023995312836824646,,0.0009624784766510673,-0.017632953972310128,-0.06500371966747052,-0.02747206910301153,0.050303773738409815,0.03709384086415006,,,,0.15074886454648986,-0.03179077441479126,0.050839747962270795,0.013319201831039544
EGF,-0.01540872044427251,-0.02865191766110314,0.008063166120742912,,0.04703855821526986,0.008373120983944592,0.061761167395496766,-0.044147673609338786,-0.033244726789131915,0.04284909128178912,-0.06589302660973118,-0.020991013584495562,-0.013752283831125825,0.04122389575183982,-0.03084663984603947,0.020914921853163175,0.024102029343525587
SERPINC1,,,,,,,,,0.024606393242957613,,,,0.02909614668683761,,-0.008256582129524924,,
UTS2B,-0.027199109750336015,-0.022773651427206484,0.041608142623758115,,-0.015714922120752477,-0.012772432621835262,-0.016021060767268985,,0.07006251427281411,,,,,,,-0.024886168605621123,
F10,,,0.04365850018451269,,,0.036578185516312166,-0.029521826494300032,-0.023620082041254545,-0.013192239009196688,-0.009360763884402025,-0.008424028720610661,,-0.03908359580279517,-0.01908563841046902,-0.006530163034884924,0.0164263567901078,
FN1,-0.006250067365470702,0.03859894490182202,-0.0068339840510074,-0.09607269690021217,-0.025801490353090116,0.02664043570677387,0.04626448350341289,-0.08349088853384921,-0.01361974114953453,0.09092959932410097,0.0758124169936293,0.032014287612525213,0.041620778224925034,0.059561677655122436,0.02793857214852552,-0.09294189766736492,-0.022498541992559556
FGF2,0.0007350097195031819,-0.0270778492483262,-0.007692682021215761,0.10749665076593637,0.0027207999252400854,0.0376871587002623,-0.07376944539588852,-0.05219949025020255,0.02355171044046221,-0.05831694411098561,-0.04957972230464832,0.03201317447732688,0.07129366343865422,0.0380313028641134,0.02450880953420844,0.031788276859265344,0.0016728605412244047
GDF9,-0.03308226326230519,-0.03430427971424675,-0.017806351753727963,0.11646787596803207,-0.03957696665478595,0.008151334163875612,0.07807662566193102,-0.05422948608115138,0.013526446706349383,,-0.007275227255040733,0.06488355845478753,0.021960818450725478,-0.024374728331843117,0.024385972445180773,0.13144446793762563,0.05421270773039692
CSF1,0.001641366585128809,-0.04265368198400191,-0.009529119380072469,0.21335993558880167,-0.040176153021825686,-0.03383820309644242,0.005521516577379365,0.03475860798605171,-0.0028237267875497827,0.037167504894036286,0.07114619132670366,0.05462102803986788,-0.008501841414895591,0.043378618579580044,0.04453144118865789,-0.02670388734225284,0.03924442014282703
GZMB,,0.07699087556180048,-0.0141231377850067,0.09521933711340902,0.022128799173655504,-0.03291670406798221,-0.03525912458891374,,-0.029950543854131737,0.0018531005736323377,-0.04974529004252245,-0.02682298361559582,0.08820663261181706,,0.004713418572783366,0.006730511940286063,
WNT11,,0.0007838348152797868,,,-0.021239710277756164,,,-0.015847492102648308,,,0.012173530995603525,0.01210114125863734,-0.008609894532694744,,0.0223963876509852,-0.007683707864167262,
GDNF,,-0.03332843485796267,,0.014549028209862013,-0.015427381300681836,,0.015448989773158095,,,,0.10296260225509096,-0.0016465904750091317,-0.03346145978704304,,0.07417280743422043,,-0.045521385819117396
FASLG,,,,,,,,,,,,,,,,-0.018635504738314136,
SHBG,0.07801393103211153,0.06901857885336497,-0.009478963494892356,,-0.025145586075539416,-0.007929043248812646,0.060458671932337206,-0.03447331398109225,-0.024225611163549494,-0.035695300774125506,,0.0804655389051238,0.03172410311307758,-0.011454749028307237,0.006932015821982009,-0.03964880292819876,
EFNA5,-0.03455092355214479,0.05447366596256123,-0.015083535245568755,0.007404536343070864,0.00827168109756742,-0.038361388734483796,-0.024165395592989677,-0.004205804804500398,0.05379084826279902,-0.05025177831126804,-0.046845437692630165,0.061866250294246965,0.05233584883823793,0.02970767952387107,-0.039244906397121714,-0.008404175283443555,0.015764325357930025
THBS1,0.02320273129689656,0.060546025336182634,-0.02882781213927925,0.07264758723538685,-0.00974188872430494,0.05899207159690445,-0.02928254199704237,-0.062228529207641776,0.032040645299265536,0.15018613206570686,-0.06755791713784862,0.03102661227572256,-0.05021837687887954,0.06967465762058311,-0.021651737539335573,-0.04011645229648658,-0.05961191936897247
PODXL,0.03928617630440889,0.017278006063695277,0.006926286740589677,0.13217693388378496,0.009888723248849896,-0.03048454954986425,-0.006471225366537589,-0.11183948111114175,0.005498732478997991,0.030938781559282768,0.12285967214967528,0.004230838325171547,-0.07585389227449783,0.09230791414217852,-0.022761262661109432,-0.08487132773519408,-0.008337147781507992
LCN2,-0.028550632488316685,,,,0.012106265265846105,,,,,,,-0.03739098557246687,0.029114685923859757,,,,
C5,-0.04405226486666285,0.02716504684882719,0.033909293981580504,0.060760121199959306,-0.005878941619512044,-0.019418830684756336,0.07004080437258695,-0.07809845399467695,-0.010387174223358787,0.0106166417989738,-0.01942110404802223,-0.0016447215435946732,0.05283870968411109,0.04344114065866438,0.016674325594262792,-0.019065684544471717,-0.0005289076896323511
DLK1,,,,,-0.004092060438636972,-0.010402636049281424,-0.009669387057741476,,0.06416897679629446,,0.052801933747130776,,,,,,
CXCL5,-0.01649639703524023,-0.03158262498144448,0.07484042230091736,,-0.012024414371370147,-0.027186413940334792,-0.015007877090449425,-0.017654309758413575,-0.01607167073647134,0.05960117535700116,0.03008111264649353,0.05998164617199928,-0.035693419025425485,0.0875270938811929,0.005933196934588127,-0.0024241961012922398,0.09600301068659962
BCAN,0.0522470390272959,-0.13045701279804725,0.06199016703784295,0.1349476808369436,-0.007273111597490809,-0.11512085600247415,0.09341938936358725,-0.06748881657396692,0.10659861386535195,-0.07488139177924917,0.02595687261934515,-0.0851297389209891,-0.12961503068941488,0.031760137880587326,-0.024015397194680568,-0.0015936696824837785,0.08417267870565412
RELN,0.008818271396202225,-0.05867100516215981,0.024630741778419243,-0.04733130988834217,-0.022709148855819556,-0.0004594600243636192,-0.052234210577569995,-0.02174233411821991,-0.006273572459937139,-0.019858188184329936,,,,-0.016455300123889183,0.0036943982971914258,,0.07192249502253162
COL4A3,-0.01387234596510597,0.035099565998111995,0.06037110853435429,-0.0072274952314967025,-0.004303178871798591,-0.03866301672212158,,,0.022267179391542317,,,,0.1007077249499158,0.05326346454265602,0.010108549843461429,-0.00851411208591174,
GNB3,0.09382874687619637,-0.04928883278057489,-0.004324931800741552,0.05292685743845956,0.053546887744598204,-0.011988408903577837,0.009232701531651236,-0.06580436736601229,0.002588779342178691,-0.007213759689938167,0.07017771588033835,-0.03260887737951938,-0.019048236865391702,0.04765911870092255,0.05600820110412637,0.08111632953837218,
PYY,,,,,,,,,-0.016202949436601447,,0.06301846516233725,0.09455686662597922,-0.034565721700853515,,,0.05968255516781418,
MSTN,0.06995370442119903,-0.019113805364780405,0.046315922346327,,0.0018314218091294823,-0.05296264805060022,0.09427921005776953,-0.028131715149824328,-0.03085705495601791,,,-0.024258379832440703,-0.04283254080372701,0.05637468237738535,-0.008948898758765865,-0.035803946402294035,0.09020795002928585
COL18A1,0.03677541481553498,0.0278309808009858,0.00878933816744165,0.22887690799332638,0.02332687606613788,-0.018485399149691897,0.04892299289913432,-0.06127287903031947,0.024375035783812265,0.11270776695007549,0.21876007612005474,0.028247513418223204,0.0028464328418441294,0.011035062051282976,0.03861417300643918,-0.06025215983760612,-0.04405225704712693
FABP5,0.053361099465293174,-0.09028091761552019,-0.05121962762876581,0.11634810139044606,-0.05697615075531934,0.05663803322443288,0.06024885182749981,-0.03930538839024248,0.009255241120482205,0.07430716440740298,0.09812835348687184,-0.035635717709929765,-0.10129237900190179,0.06460164315470074,0.06572822079372838,-0.017249357836929668,-0.025643220815178013
TGFB3,0.02971536145828493,0.038078464086017116,-0.04792834065660774,0.05705804188678191,0.0012706456177794606,-0.004566109333869031,0.04557538057276815,-0.011089276836718464,-0.026437758712154744,0.13005190896702562,0.1735447007485601,-0.022030558465819333,-0.02088927511886272,-0.004184310732388462,-0.07214087423830542,-0.05033133522553758,0.07758686794503693
BSG,0.05744473865013713,-0.03971394078910735,-0.032201062255203264,0.029681808333241706,0.008188785314130224,-0.006616353696551564,0.04248053535654405,-0.025400430231384004,-0.038975001035073384,-0.01208548926288152,-0.036112578215482284,0.1075446835683607,0.10179045260133694,0.06649932976034785,0.056061728588548854,0.05404080528280799,0.001795019997273367
TDGF1,,,,,,,-0.018103648391045963,,-0.013192238459738926,-0.04970654532754788,,,,,,,
BMP8A,,,,,,,,,,,,,,,,0.05074793671304522,
S100A10,-0.015619771578079186,0.031729322622862946,-0.04342804522297038,0.08540652876435982,-0.003567377431581877,0.0702391704972202,-0.0060911879730468545,-0.11980563788844253,-0.03528359099137971,0.08800730230406144,0.07014655523155482,0.12774584135397157,0.13879972378037278,0.0039988496044533585,0.10685970687244814,0.04648810548256366,0.04014467010357866
PLAT,0.04202202057158727,-0.06692958065454802,-0.01177861858204406,0.13213069612493122,0.00708086388696174,0.025127124522777794,0.04999178891830541,-0.034165395956771635,-0.030273764755336448,0.001503748078801102,0.03334928832997865,-0.0011305021194999148,-0.043633805974981114,0.0327391203596774,0.07650567026659263,-0.06763573531691254,0.05445121672549074
SFTPD,0.03531720699836435,-0.0343385936167034,-0.02336238294682549,,,-0.013077664893756676,-0.036222323932436545,,-0.0003408658987260757,,,0.005326375305240526,0.06820797055542573,0.022744685825467858,0.034871477138623014,-0.011892165070878296,-0.016480119373785546
EPO,-0.010419665513769853,-0.02859547178609649,,,-0.018966972852381934,-0.015573887055241573,,,-0.012031462882567316,,0.03088799287703753,-0.018929542801016407,0.07500858174154296,,0.04898847003987298,-0.01891138296874241,
FGF7,0.03227596292400681,,-0.02473471172751243,-0.001661563661876552,-0.016843047584202055,0.05116559593915022,0.005089754816358026,-0.04268784870645975,-0.02385396080739901,-0.021121158460437273,0.009013903597834737,-0.06230659012470442,0.04126289220425617,0.009446293132521554,0.015033691673877981,0.05650768229535215,0.07772474936870757
CGN,0.0028691458504353814,-0.014348097422283023,-0.021087605797681343,0.14559873260508616,0.015765186843593647,0.006790545016091238,0.03932511847389442,0.00022569958210809637,0.019993877041471684,-0.056473975996587385,,0.04435059903288502,0.03435347685220963,0.07615350785718163,-0.015473090925346874,0.06627412379160522,-0.004572743090186379
FGF13,-0.005404192662402058,0.01990848345073915,-0.0028106501065621047,-0.009320872125146203,-0.02485394138981406,0.07281313408546358,-0.08488557101398654,0.02912581882066886,0.029800248097167956,-0.09473187717302534,0.05215932798036568,0.019496141210433218,0.024306093783802395,-0.016113807369449253,0.006037001117857773,0.020392616969861,0.15415730025848753
CXCL13,,,0.001955881404252921,-0.009343445945806822,,-0.014785270238191955,,,,,0.04641592999671727,0.02481621210096932,-0.019959500493030885,,0.04920139502588501,,
ACTR2,0.014139110551733008,-0.009788111645596573,0.03451163576920113,0.09785732434379676,-0.026643430676520925,-0.052623288598399466,-0.024515030986853557,0.008270533685695993,-0.034981651850620875,-0.08556283435992085,0.039713162229980066,-0.00484290200134621,-0.06698818253231494,0.05687096580181388,-0.03245941809983182,-0.03138008188318171,-0.041947612840744594
SLIT2,-0.004670918074490391,-0.009963522977561333,-0.018351965238789496,-0.008228171490547808,0.023151424094855873,0.03413569824517146,-0.015860677296451565,0.03520055423695076,0.023064411273733595,-0.11229756158292356,0.008505002969888138,0.057272144156186096,-0.029639365704358312,-0.03649229461254096,0.01900052237856381,0.013203218194354624,0.026120487130204206
LAMA5,0.05882937222666042,0.07560416800316139,-0.020836232502858366,0.009206445257152975,0.014272524928317426,-0.03584927749803301,0.04781543311998259,-0.09882151645686944,-0.037988779976520996,0.04479440410266532,-0.08276874480013836,0.045351419773043807,0.13630070491200433,-0.007098929764913297,0.0610347040533698,-0.057606916622589516,-0.07965539200362276
TIMP1,-0.04364507063295808,0.046822481181067875,0.012197781638273163,-0.060057394327541216,0.010601942320452282,0.05958603045086131,0.009704963672898066,-0.0946719674154178,-0.039677015662495055,0.12228709915465417,0.04860671176275962,0.10330761254352704,0.0863831913442528,0.10457359199356057,0.039999269742146196,-0.07644068937469009,0.08272137441644943
