,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF275,UKF334,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
SFRP1,-0.013332906036188615,0.039655744857828544,0.03513102665384148,,-0.014393946627559915,-0.022098425282417997,0.05613051168409595,-0.0049305515247174934,0.006974870223843106,0.057433507541917,0.010949314623488554,-0.008209684534419162,-0.01938260901147032,0.016573212992264958
CXCL13,,,,-0.018187381618152827,,-0.004776689948944574,,,,-0.007633965344371669,,-0.03467303078819964,,-0.016191061003830037
MICA,0.037014361767243875,-0.04186818103121101,-0.014445642276352842,-0.03536193702954869,0.07099955440901604,-0.04863711759372968,0.07034190783078303,0.020614578421096614,0.01549361546916446,-0.0026769100765199737,0.10385258817079654,0.018331783608822826,0.03051901956754382,0.030762219150310275
TG,-0.023349010569881232,-0.029511743420327263,0.0435984866542158,,-0.01553334890518285,0.02654213210160808,-0.016970716661441086,-0.025230147456339412,-0.03628899468501362,0.0207031413473556,,0.026075084243371866,0.08375105056920432,-0.005149142996569567
ADA,-0.014183745585310346,0.012150190002005222,0.03598634129717659,0.07712747711245267,0.017261912558953884,-0.017140060884031208,-0.015119093302808072,-0.015560924478691951,0.0948212732721758,0.09719722621490529,0.09001252868049142,-0.04281238025767429,0.053747173402882216,0.07071497579115221
LAMC3,0.014268936821829904,-0.0511210119364117,0.0005633370823039445,-0.04675463923819597,-0.05029698163092774,0.00595235237152698,-0.026795870935762727,-0.014057629294254675,-0.007545177483669315,0.0645782897256358,0.08599833002183051,0.03646799228542472,0.024270866245665053,-0.003335812069600754
CCL7,,,-0.013758080298612627,,-0.011230586440360438,-0.029035120226616647,,,,,,,-0.01404201018686498,0.04845868828110387
NGF,,-0.021328920894493158,0.004724582463100167,,0.04441397887619078,0.0517356320150008,,,0.048783327410266246,0.050350515743740436,,-0.03649198220382081,0.006963371474948885,0.04681765306470849
TNFSF15,,0.0861270282662411,,,-0.012505807282287947,-0.02149750448735411,,,-0.06034844006676247,,,-0.013199638299676601,-0.0035019736846958653,0.028243882574346974
HMGB1,0.01276364366654138,-0.028982618160414055,0.03556647861366876,0.03794377017737261,-0.04068194661210203,-0.03171882738413885,-0.024154453929165473,0.057765890779348864,-0.03478295611551866,0.0036943573816804144,-0.056978436112619,0.01015361569088136,0.0016790894602310145,0.011707079837192994
ITGB3BP,0.010219692455070154,0.07651655984576723,-0.001270069754047304,-0.005062725965524054,0.06893954753088742,-0.03181303619933583,0.031073475876071257,0.013756374584231207,-0.018082069173473193,-0.0090660545326941,0.05064614056505877,-0.016768265122024922,0.045537105050580715,-0.0031322359485063235
AANAT,,0.09057922035704404,-0.019960881367508374,,-0.01137900682847642,-0.019370537217601482,-0.015261864670810841,0.040693872200068676,,-0.014375812904765809,0.006555601225174366,,-0.014857032360114196,-0.024135541710948547
RELN,-0.019356948794956263,0.026118658634875273,0.022744387564345225,0.009589329252682481,-0.019751407582077028,0.011349048266077435,-0.015821320910026263,-0.024943089826515084,0.0319605320130106,,-0.035309412802347416,-0.015943732590478505,,-0.031095006488629683
IL15,-0.01974786876982081,-0.03750800697387887,-0.03426400958263567,,-0.03949619413479343,-0.01611146046029665,-0.035616300132932696,0.05979809339853799,0.08862719536268934,0.02757699049622412,-0.00728716079143743,0.01804376427854569,0.02730544117165612,0.01120751670089979
BSG,0.055198078698414366,0.08641544763324953,0.0831739847569382,0.006445314151399515,0.012876958698900187,0.0007443931460386062,0.03899610794604142,-0.017333460222031232,0.14774162052601642,-0.026660613573891344,0.07869637597125802,-0.05287097023117784,0.017789189057357737,-0.023663132790667347
ADAMTS3,0.0977384857457403,-0.0321694832916136,0.003351434216546875,,-0.0012559210330943796,0.021950827738433785,0.0012678295328368938,0.06797008859923485,,0.03863911452676453,0.0019897617125785015,-0.003281491183020306,0.04568346736643062,0.01977912119169812
CD34,0.07537993093620847,-0.0030084947512300417,-0.003236856891928969,-0.041531358097172344,0.007920116832267203,0.03365437262785824,0.021373638150017554,0.03738026601726394,-0.04127947333757619,0.038960689223805314,0.05621671178899567,-0.04553013728743594,0.01147374719405999,0.017747236490954825
PLAT,0.0008641271638790934,0.02091912245754102,0.01548704637202949,-0.06061739314161211,-0.027811444486699855,-0.052982179530239766,0.008480139885884015,0.0486651742472616,-0.11148013178079479,0.12373107322231429,0.09537544215024944,0.0060593085860796755,0.001954660949441869,0.028304142675641415
NTF3,,,,,,,,,,0.15660403112386603,,-0.004342815019855608,,
LTA,,,,,-0.014393945954188468,,-0.014698766213036571,-0.020895900830786636,,,,,-0.019995326548200652,
CKLF,-0.0007806495138521808,0.0067824291978168215,0.08299996688759141,0.05086845191636874,-0.04841875213461473,0.03746216266956332,-0.025364458070215135,0.035436171761620255,-0.01285410563966002,0.08226220626429148,0.025319872116060595,0.019678337537026813,0.09038446895834015,0.017034665838594587
CD24,-0.017108705431314857,-0.051071331934413364,0.02355010019456388,0.009777171691301892,0.04478125595342199,-0.021113421365930994,-0.02353991801467304,-0.03558572113592311,-0.007616246652219076,0.029917914502630268,-0.02571912022859382,0.047829803082755654,0.0642513120871466,0.0038578325857652643
HSP90AA1,-0.005442663789282104,-0.01436116465342536,-0.016591396646833966,-0.031443804028939946,-0.059301539385381914,-0.015798304035437964,-0.024222699461091714,-0.010050398891879532,0.04737038966735613,-0.15105725834984982,-0.050230353663532464,-0.04093468994566178,-0.029703339057374545,-0.027541667872458948
BMP4,0.05386441536547314,-0.020523659415262373,-0.007661967724728203,-0.06166935392913098,-0.00702235043160378,-0.01660120320550842,-0.02043182645083139,-0.017805465728942205,-0.07762009232365566,0.021288027509854614,0.0003715707133139944,-0.028117155863683567,0.007050272170272392,-0.005484317356095889
SCGB3A1,,,0.0843185083122618,-0.026773201807720144,,-0.02306791854104635,,-0.014580883262991574,0.016590544623521882,-0.020976743632215005,,-0.02741148368141733,0.09999325810997217,0.12434500622808664
IGFBP4,-0.004793534108434022,0.013946570176099559,-0.009574918121957557,-0.049052221538328014,-0.03569123219681079,0.002840510825048117,0.010595244700196233,0.03759751073340505,-0.001660659168930807,-0.08886462574190804,0.08613246216624623,-0.037286014782961514,0.01664093704618583,-0.0015512339768466608
RSPO4,,-0.02605546359410998,,,-0.02203245610800624,0.11666098728081957,-0.017095559943871828,-0.01701920266347067,-0.0526165927240895,,,-0.018460467690813387,-0.026371742667484453,0.035332684648176585
LEFTY2,-0.023118152402988562,0.011861259936233267,-0.04733341401262968,0.05964259679963518,-0.012853921327053557,-0.005483264952766218,0.03729706750408833,-0.025795756217826486,,0.06173167464376619,0.09517261654660342,0.020596611579292014,0.003638327274320033,0.06203399735818653
PF4,,,-0.014271798387719678,,-0.009798465413468628,,,,,-0.024932935048875414,,,0.06410115220952903,0.06279562961210151
ANGPTL2,0.003293716774789691,-0.02501364160405498,0.02333218443830738,0.023957244580893766,-0.03690012233312031,0.01071758461743764,0.021049989806733758,0.010535575750252277,-0.00812102454036426,0.08970566307885754,0.0022099940007091023,0.03522249520805726,0.05239645572515955,0.05921345617325596
LRIG2,0.04028828956532115,0.021414573898029463,0.07028786690619539,-0.01104113578200328,-0.005376258359532319,0.026302059495855613,0.030494603434784984,0.0369182471465393,-0.1019854018463082,0.07286764724988246,0.02009846408859557,-0.007080798025561864,-0.009442102324848857,0.0719379795395616
ICOSLG,-0.049371171288864986,0.013732102161048932,0.0003006101165410073,-0.047966418008846934,0.06665273931913551,-0.046959095816505224,-0.037646566801497944,0.017081519182012447,-0.036729841661492554,0.05202733992673797,0.03215663444510907,0.020664018733738153,0.03086330639752696,0.05541798857349406
WIF1,,-0.02244716391026155,0.026844011719502587,-0.006410204786110065,,0.014778450112901624,0.00743246499554408,-0.020311696700228025,,,,0.02598726818157979,,0.037670311705515026
NPPC,0.09732662788736948,0.07680923423115178,0.02999126650391543,-0.0335891978557174,0.09860021046913012,-0.030975788050774652,-0.025733866022511778,-0.003766815030104094,-0.05408854167261068,-0.029006884868432607,0.06619612034061396,-0.04173218478355256,,0.08554359831539271
LYZ,0.05002718650419341,0.005733000837001265,-0.0594872408024835,0.04366074919322125,-0.01819198287236567,-0.031078416250631815,0.006896305507889882,-0.008137110431359978,-0.027272663501842785,0.06726740382656703,-0.002295429848657035,-0.032987125848331245,-0.027062801893821674,-0.01776865279498579
EREG,,,,0.015978450658583946,,-0.00831194743338608,,,,-0.04704761777848041,,-0.022992823753694432,-0.030197567745976865,-0.027447644296022863
SPTAN1,0.00917596927136111,0.029473981092323583,0.03944189083166105,-0.03175945033320633,-0.04505399459541434,0.014932203129109436,0.013015902990057253,-0.006384059545804613,0.10987457085116507,0.02446820159783239,-0.047126139473841276,0.008055733458850137,5.4549180820706555e-05,-0.07160177170881882
PTH2,,,,,,,,,,,,0.02123574274973507,,
LIPC,0.09473880627566475,-0.033737145364614154,0.06063259686281395,,-0.017608572111767667,0.03291354359482687,-0.03196189028760034,0.01900441568396178,0.0028777498513682417,,-0.017757401929438067,,0.007706881777089003,-0.010546263786731331
COL8A1,-0.03983050114543394,0.026807949028867482,-0.02080289816550744,0.09206028728357495,0.017246690634550185,0.012427360164756018,-0.04607229892221863,0.08075564606532148,-0.004152071170523124,0.0705974213461042,0.06199250804679923,-0.014280876668621458,-0.008028028356683474,0.06989644810853987
GSTM2,-0.029684133538664816,0.07664433842246515,-0.046047871627622264,-0.028911068736994193,0.010257828089683221,-0.021373195643758638,0.027172537335621597,-0.004790246819698204,0.04438558323469031,0.013678816587810857,-0.0059603415796232505,-0.039192305780104755,0.0738839899493404,-0.019092284247328645
SPX,0.012028383601578372,0.02629855593421017,0.048651257121747254,,-0.0181131209731727,-0.021783210498698313,0.03114427407368686,0.03431886154320782,,0.03543015439922847,-0.04699280386000764,0.06546583885583998,0.08573187791979994,0.007654731160653493
MFGE8,0.06451493485031431,-0.04992553762899297,-0.02434661501448841,-0.011087168046471182,-0.04652792566385183,-0.05085252921532988,-0.024991549911569936,-0.0029810299122184844,0.032716646501365534,-0.0243708217943305,0.062405136169947084,0.0054712890693029165,0.03837014868427316,0.022116345913994265
TGFA,-0.032990265088909024,0.06138861703426264,0.06198157111150587,-0.010190151388996774,-0.013179605304911685,0.011926771961491623,0.016619775793510927,0.04572165467954273,-0.05347793234847605,0.06952578465416577,-0.001347209513571474,-0.055082371774967116,0.03734955691827033,0.0014503768045155232
SLIT2,0.0575944329702183,-0.05280315703493645,-0.007320871034726605,-0.019899722632146663,-0.03334889666287556,-0.04029667904134285,0.022993943555561745,-0.014887352716337109,-0.04381679665341887,0.02221116751440972,0.010508397355319091,-0.014376340582894323,-0.0035585522367605144,0.057947522238413825
PLTP,-0.005091089680602387,0.010289353464370599,0.03247356637453308,0.01668976518459249,-0.07269476283553895,-0.029968396826740365,-0.02134362003214718,0.016518410203132224,0.05935583248243923,-0.05863680322559206,0.08116391500845965,-0.09202507121363565,0.029530360005980784,0.06970200833724514
APOD,-0.04600354688859938,0.009186363756723846,0.0365928762162246,-0.02148831281248599,-0.021804870287861555,0.022993044312963465,-0.015205395924134928,-0.018852110323081667,0.06029976912432365,0.13348383586217277,-0.12560451995184999,-0.0923383079785913,-0.0918424209570931,-0.09780422182186557
B2M,0.0344475798252458,0.018574232828592812,-0.014146382407419937,-0.016442721834379583,0.0068850097383418955,-0.04961557724280555,0.026106893862518535,0.025600027041284237,0.02414342911267441,-0.0003869525745934283,0.08220529429178668,-0.017010627398024475,0.034373531127921665,0.019486262575586524
OMG,-0.002470244892239904,0.06941306000596267,0.08884832688161803,0.01924793606789686,-0.06421566973253987,0.03841688679536893,-0.019736345609588254,-0.0009101399512181554,0.04528605027722773,0.12381159505302833,-0.08660745500175186,0.03587804996630619,0.13021780006825132,-0.027214752609160654
CXCL3,-0.018803032266576716,-0.0950229962866831,-0.015378502392938639,-0.04716082016741066,0.028098655347302152,-0.015069847523779116,-0.0029299768083289436,-0.015048832561397937,,-0.06394723181635967,0.15309288040329752,-0.0061511412791429125,0.020012158358437622,0.040593759032650646
CXCL10,-0.028354579408139454,0.050703076090879304,-0.031323072567300034,,0.02024416109950411,-0.007784912812679759,-0.010119811775394996,0.1346062098378971,0.09758368035172225,-0.009420064078100483,-0.026786629218634818,0.03544322656374782,0.007465991541389819,-0.034274706332374734
RSPO3,,,0.018286472980634794,-0.025047408410655597,-0.011379005987696648,0.030430448251094575,-0.025820259062523217,-0.01572573998882439,,0.01116950350998095,,-0.05054420365469038,-0.014249894558555565,-0.05074064936469804
CORT,0.05706601228296975,0.1300748675481652,-0.021917945348489135,-0.03324132346416779,-0.0028282496697181066,-0.031283701203991834,-0.015048672789145671,-0.023851468482500596,,-0.02609104928469961,,-0.004471936425311887,,
NCAN,-0.06268855202432186,0.1654586260039279,0.10794994331693489,-0.09213670663360408,-0.05657546369234439,0.017367913753074598,-0.06257637174729914,0.08858578101513785,0.05106517998571576,0.0647783943534448,0.1001175725447584,0.05189774768420085,0.08941346151124124,-0.06590551234631542
PRG4,,0.06074397838736308,-0.020690509703278247,-0.02800623832455877,-0.011230588190480624,-0.018455897140860527,-0.008858953530796592,-0.018385989607651265,,-0.016326832667928486,,-0.0440211981746532,0.04349738339478335,-0.03318292927574918
ZG16B,,,0.05364892810036937,,-0.013034471093080565,,-0.01167950408794347,,,,,,0.07665772724622641,0.027736862672079997
TGM2,-0.039958541850743504,-0.030649095852707215,-0.07262971479275565,0.004789183183676093,0.009905512506637619,-0.07186293746321208,0.013715371100924188,-0.017049730120534592,0.019568083829179662,-0.04274791384455422,0.0680392619210975,-0.031027246511616945,-0.05966154400409243,-0.03660609226479933
VEGFC,0.08117173949159483,-0.028606491996585257,0.0008004851105964627,-0.03724337084493895,0.00820050063840486,-0.02840974139292617,0.01603779018105281,-0.018763635257641024,0.027390384874444885,-0.04439475662931236,0.03136047360239751,-0.00740885851676843,0.022230207734854568,0.07552616715352421
WNT6,,-0.036280652868349715,-0.02219835841197744,0.12590786713050492,-0.015533349550135737,-0.010484908629180143,0.01637111893281854,0.023994086683154607,,0.10935766618174485,,0.0355552646481892,0.11610556094669747,0.028333249822978274
NRG4,,-0.027037629522590225,-0.01267167496731286,-0.01877437903810105,-0.013668139580877214,0.03190767702346415,-0.009444304838636987,-0.006418686647686088,-0.04199427262230323,,-0.021059092750503303,0.08666628930180548,-0.014249896155628768,0.031340765926866784
PMCH,,,0.008744104030408432,,-0.018938538987635513,,0.01597234271767204,,,0.019918405965816784,,-0.014035573300032798,0.07306795292875201,-0.016163541483749103
COL9A1,0.03936189963006937,-0.0421212531415419,-0.020309050545373415,-0.043308055585513025,-0.01427537421312833,-0.0117409433784837,-0.03130259637298409,0.09510896322133315,-0.09160082635834059,0.10224143713647976,0.0388075200833271,-0.018278541322908088,0.0633176677525446,0.008464457465700665
GDF11,-0.011833039730640248,0.06639508497139487,0.02240956596664708,0.007747367841444384,-0.011929440637223402,0.02643785465189692,-0.05143016940600137,0.09675903713758068,-0.026648508216462457,0.04932534440157792,0.05237099144469554,0.02205038993017533,0.055262633183960456,-0.00859074103826155
RAET1E,,,,,,,,,,,,,-0.01563203483448145,
IL24,,,,,,,,,,-0.024535392075891362,,,,0.06864178878947483
SORBS1,-0.005438157026177005,-0.05461625462068841,-0.0012102184492639944,0.061913936058529566,-0.0701650347117231,-0.06563685828372112,-0.031476300024015545,0.028949147779360664,-0.028442615875020217,-0.024139123177492137,-0.018169865078969047,-0.007145481571482008,0.01440657982874075,0.017423529965322707
DLL1,-0.017401387748853584,0.008618147745572676,0.04702681105875566,0.004109601489669061,-0.05574978160806924,0.04261841165902094,-0.04514606058194789,0.017492323999263936,-0.057618497356919124,0.1131055872657732,-0.010006360817061993,0.02915189560856567,0.14025145124607244,0.047062098961464
TLN1,0.026823413828359077,-0.01881525756131387,-0.018868871372768006,0.007454372537431326,0.023218756672972417,0.035930090928162114,-0.010354652773127138,0.0075810352138162606,0.016760117158044624,-0.012357683740474973,0.0479943601500346,-0.06515074750171526,-0.025442611194432873,0.02661343851944755
COL2A1,-0.02193069681211044,-0.02767479429414649,0.005126086442872817,,,-0.016483915939499945,,0.07207211734637771,,-0.035042357854918625,,-0.02956819633409473,-0.020738412914070376,-0.028473977637404255
SHH,,,,,-0.011670425036002602,-0.041787842177002606,0.06461520812555804,-0.014580881988531606,,0.04834430263505213,-0.011388336351984744,-0.04413228136597069,0.052945640879116185,0.020633165109494027
PON2,0.039159178082960405,0.0871825043627514,0.07619260531936792,-0.01815329993306368,-0.032019279460936995,0.08151502746485281,0.026636674444956713,0.027899311455276386,0.08860671503616613,0.06847452941031136,0.10610020371698586,0.02974046324843511,0.05972868527039472,0.024499657887265894
ICAM5,,-0.011631090835671874,-0.037080886568573036,-0.026773203702456883,-0.018189185740796338,0.008316060367449819,-0.02354243279938131,0.1189336971018346,,0.09658871343668109,,-0.0037754337060622143,-0.030728188214016038,-0.006614593373779698
HPX,-0.024910686157693995,0.008055812732650228,-0.03437919090040954,0.015599346806559321,0.06368689059228096,-0.04676362667378336,-0.022920302901800298,-0.008443707996205703,-0.03736319180091098,0.04335716591290263,-0.009378275219840646,0.029387785058152992,0.07251611918492383,0.15514597012162337
SFRP2,,0.029049600204669658,-0.01829140259234844,,-0.013291349393676048,,-0.01910257364764912,-0.028603959016681682,,0.058091861654710614,-0.0460615632154835,0.01730030310442247,-0.024945525002962977,-0.0032398725658645384
CFC1,,,,,,,-0.014698767101358942,,,,,,,0.04442658610981014
CD70,,,-0.033417939770350576,,0.0031640145290750387,,-0.027418347156286518,,0.00013099168079694132,-0.04488328200548915,,0.020947123624691817,-0.021740791345676923,0.034722637310140886
HP,-0.043515383485703885,0.0074528223628474635,-0.0005440199260138426,-0.04213181741991924,-0.014820475473129998,0.012256583420100442,-0.010807707342173394,0.08097223467014311,0.025128153823207933,0.015381002074965941,0.04852943748695105,0.011107042564050167,-0.021316286076572717,0.03915742896937248
CXCL2,-0.015620635716564477,-0.05530146564353183,0.06738070480632649,-0.020844854658199623,0.05868971766344894,-0.02184772254873152,-0.015136279346338273,-0.028859069889967223,0.0757216143954777,-0.03102720413067417,0.00415186930564531,0.015307884980164239,0.039198323250981264,0.06635699887590651
NPPB,,,-0.01774925338076398,0.06331969996947821,0.029777000299292894,,-0.012870838253522227,-0.018763636622374028,,0.04443059656539901,,-0.0029798011936879743,-0.014454932635809683,
CCK,-0.030665336515138825,-0.10315169797868429,0.007351604630567955,-0.06101679624595215,-0.02106759437910741,0.0022194827328739335,-0.030356553970306583,-0.013662375977175003,,0.11122151708345517,-0.042440116264119095,0.010808867238484428,-0.018751949815870587,-0.09877223818867056
SEMA6A,0.0517121436354811,0.10795649630904927,0.027046966560652655,-0.07495370276838814,-0.08648776258019866,-0.008867352543903317,-0.05959121973837591,0.04307055739188325,0.05683501279041217,0.019198774758670326,0.05866599522595737,-0.05994101288467208,0.03622159003224204,0.03822262339584777
IRAK4,0.002625311395876037,0.024553323998255088,-0.004323987572568466,-0.046590346930793974,0.0018066474463108977,-0.011385427945900412,0.004536570567985575,-0.030017786575686788,0.05521639736364404,0.029272400502274757,0.04174161360148992,-0.0014216045764843081,0.040387190208232955,-0.0005564188398768352
GSTP1,0.007897538593304882,0.05816486414390018,-0.005809651904261763,0.0665474251312707,-0.04830410781549334,0.0056880868272127915,0.04750421266058752,-0.012513576409675846,-0.03531254044309282,0.13789207320563676,-0.02953504394527606,-0.0009424481624381849,0.016392721439933595,0.07284052364080562
VCAM1,-0.02663735773422706,-0.06654916347335608,-0.043936104482794926,-0.04079016693088704,-0.02062508612989727,0.00671370741581443,-0.027749460587590716,0.0025614947685265363,0.11146911645077982,-0.048692656777898066,0.06138520871762104,-0.015203035692610526,0.038507765995864376,0.029469825531503974
NXPH3,0.04359573113657898,-0.005736279227057546,-0.010255549402026285,-0.015559626133389983,-0.02090134159432585,-0.04409098500883547,0.027325197263407198,-0.0010821593952875404,0.07914608383412464,0.04970215147139454,0.039667296821156245,0.010954512674187783,0.030182060920675664,0.07301134428376833
MTMR4,0.03620528270279799,0.028151581718184177,0.03580390054989218,-0.09453696009887853,-0.05881023900484452,0.003413272096377653,0.020422671419074438,-0.011757033127464329,-0.06303228376767803,0.006970115228747742,0.06475143558748163,-0.006954311481220976,0.004920400663944715,0.03622614046343348
LAMC2,,-0.02469067481826878,-0.013931307985800173,,0.05264398242984849,,-0.016202949436601447,,0.049150803152163566,-0.032221854294554014,0.029250354761853444,-0.013623713125730803,0.03430142766013883,-0.030433978820722525
IL10,-0.02425251903496087,0.13828774989768355,-0.005350309130114531,0.015434879890482353,-0.01933056120976744,-0.006495884237163401,0.024797884046217838,-0.016796122415531644,-0.005705317510029818,0.05974248179237185,-0.019640031245696573,-0.01203371801199207,0.0081875754553227,-0.01175084272110765
