,UKF243,UKF266,UKF269,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
IGFL3,,,-0.013977896136169447,,,,,,,
BMP1,0.004865418365169912,0.0369179240664861,-0.11040031913435301,0.04141957782134882,-0.03457429815847512,-0.11448654652241284,0.012535472228951277,-0.06240845020139677,0.037541838447040135,0.01926809602992984
NDP,0.014949142309692288,0.07596130239174949,-0.039719773984555846,-0.0600934910700389,-0.007488994520874366,-0.013400691774672175,0.03661961443219461,0.021290861547599224,0.0141191653733688,0.0060358907914920944
TNFSF18,-0.018681628247091672,-0.02107045366552343,-0.020756756134270544,,,,,,,-0.025917539629440312
IL36G,,,,,,0.02581461919280236,,,,
RTN4,0.10710049027104034,0.0415965673005675,0.1298850308491508,0.012344439896081874,0.16729747967077715,0.10825235890483129,-0.014489715161185307,-0.07562522711246043,0.047070977603765544,0.057961387441396374
HEBP1,0.04805039784786858,-0.020397876264276384,0.016873815299640802,-0.05979188769663389,-0.07130720669868175,-0.05248061724791178,0.05593233295498407,-0.006485970707507774,-0.04185099600578867,0.034694846447941255
WNT7B,0.0972530037396728,0.03830009567365309,0.06380506543416757,0.043095931630218236,,0.060015502512635335,-0.0409626189995974,0.005723484750710983,-0.021233128413546295,0.022824401299450518
PTMA,0.08034934768261512,-0.019362923015269585,0.005473725926969212,-0.05707200555116974,-0.16323823235938267,-0.16377261446566133,0.020752565910580285,-0.011681298758334504,-0.01735819890605129,-0.015601352632055162
CEACAM1,,,-0.02731470885626814,,,,0.05349841578814503,0.1454371809635636,0.06664088602617566,
PDAP1,-0.12313258001233632,0.0022354468099620374,-0.10410162387360922,0.04270644005712733,0.013437891129829727,-0.10056739347340685,0.013384295810095925,0.019754845846189372,0.018859593938279583,-0.005658585761864153
QDPR,0.07520326403491023,0.02916804903849677,0.05947523121058322,-0.012099055759484672,-0.1229000232635299,-0.0072562507541223484,-0.010137187378968876,0.04557349568891627,0.002196004529707686,-0.04326453735065653
POMC,-0.018537809068722266,-0.002725372493992183,-0.01109568882188349,0.10450146701887623,-0.007158202770223972,-0.0030453695356846984,-0.0009194402138109727,0.017267870161409734,0.04135568594175868,0.017957426133954586
CCL18,-0.025053599561783567,,,,-0.0904913316524099,,-0.0003631872407336862,0.014517558765823111,-0.048531799608806055,
CCL17,,,,0.05957809920025317,,-0.014587762136498405,-0.016284309140098267,-0.026101088884434773,,
VEGFD,-0.02822808392094831,,-0.023416725511565376,-0.013301581263742708,-0.004725118750338318,-0.015634156513354577,,0.09236135539341277,,
TNFSF13,,0.1271089953429022,,,,,0.11105345579752347,0.01576584099639758,-0.015825198150193964,0.008394389732999023
WNT5A,-0.057727698019272994,-0.04527003349209437,-0.0856701440659862,-0.02330065413449068,0.04377080889603005,-0.019095745485914056,-0.009859165991232224,-0.02189906610810475,0.03271045268271326,0.03492823580555493
CXCL8,0.026720984874164733,-0.01658739146918747,-0.04656147428742449,-0.012387010844778692,-0.06597132082199633,-0.047005926443984256,-0.06517344780232356,-0.06694730079835974,0.021862962376733467,0.06750005019257549
GRN,-0.005265629354788987,-0.06564795083730224,-0.08969494104239543,0.003441679470782061,-0.07740268017805332,0.031838527934094474,-0.007163717857521784,-0.04998300228353298,0.03226261916274494,0.03862089076490698
MIA,-0.03142042821718774,0.014934205901151649,-0.039929150379788184,-0.015127747400576728,,-0.02141169382028869,0.06196276244220303,0.07895751120559155,0.012759049030319998,0.029998669524767062
COL4A4,-0.0284164928588454,-0.01944199542202224,-0.013774179130518139,-0.014291536017217192,,-0.02077013736021614,0.05363820518426828,0.08567756342275869,0.07687903772855982,0.07030354525415833
TAC1,0.12713231563754962,0.1083522603241526,0.1752108314089721,0.06500392873707478,0.09956358292485258,0.1210869149229995,,,0.0536025406650358,0.06927760320683994
RARRES2,0.02846596613775532,-0.056671332847220715,-0.12133849933256459,-0.06625086066903683,-0.08890166950891674,-0.014863887752363797,-0.005445991330838446,-0.020529344489606964,0.02885869567949444,-0.029242825757785085
FGF7,0.017272502997871454,-0.0009207888015612989,-0.02814307538330515,-0.029371135370243048,0.02315443718127996,-0.03231133178633045,0.05375199140756869,0.03124607524244215,-0.0027321073699403302,0.0473124084573902
EFNA2,,,,,,,,-0.01718480039309261,,
HBEGF,0.06827126461650997,-0.02385319529089609,-0.018115043851409655,-0.006806842814062111,-0.051166681160107794,-0.02883685538116949,0.0046191632096745155,-0.0339120543130074,0.04252978093883529,0.054315468076680716
CSF3,-0.00860410194223039,,-0.014572816400061793,,,,-0.004710752118659779,-0.05055347968134526,-0.002249171911984873,0.05055758885542053
PI3,0.0009810364493683882,,-0.016409183606827027,,,,0.0049872304315109585,-0.12027724265291975,-0.0031532664460716823,0.005411860172987146
PCSK1N,0.05233091828233743,-0.012862916586949446,0.06688714084574335,0.06734433492567839,0.15904731984690876,0.1298967722461449,0.037255717943759814,-0.029829427342733552,0.04029453306518552,0.007727743677795198
NTS,,-0.02373425902993732,-0.017911744339649628,-0.020921659849313413,-0.031616664143385084,,-0.015533277271580472,-0.020936418232422954,0.030091384576895523,
SFRP1,0.15470991083776459,0.005395312870168464,-0.005361661834083602,0.045178101957078436,-0.05651959674281394,0.050843772776008246,0.09381381335714586,-0.0023848700379738895,-0.01636613023371309,-0.03705836618404397
CXCL13,,,,,,,-0.036577897079836455,-0.02553962213377016,0.02778720835782407,0.05879694469243553
MICA,-0.029521061382118286,0.05640687017723507,-0.05390590283088884,-0.01971464213438736,0.03513124965757302,-0.016006688374279078,-0.0196875914825118,-0.006235190301160938,0.03710964875467505,0.010280771355482166
TG,-0.022652462481522237,-0.013139812230979089,-0.01758808559449583,-0.0131235690360433,,-0.021912877105128445,0.12159799778281424,0.038858218337928775,0.07199138452922241,0.013231622840692498
ADA,-0.03349929136563149,-0.0016672056677460513,-0.04143579221483678,-0.007415044893724806,-0.04037316469433388,-0.055875398136264166,0.009021607512702708,-0.04159508336244901,-0.008237166775066019,0.05904647037055545
LAMC3,0.04408088294548111,0.01462902610912699,-0.06004181637653109,-0.005440216714330479,0.09344612091063988,0.003920927695088474,0.009074806559491206,-0.028376631927297263,0.03419878192321247,0.06817785254032904
CCL7,,,,,,,-0.02440642585762393,,,-0.020015289620445062
NGF,0.053224896569692176,-0.026142742337366805,,,-0.03161668496086069,,-0.028187467983433877,0.02996483476144632,0.007999452542421214,0.1257318200914832
TNFSF15,-0.020253633695835247,-0.008900698517188109,,,,,-0.02379352460592901,,-0.012546251631019833,0.04765855605274835
HMGB1,0.04712072595379044,0.0416635104467617,-0.08065381590024322,-0.014216213978819045,-0.08166968718677281,0.012425383174334724,0.07914322712566281,-0.049353281483678735,0.01948669300951835,0.007134914689079284
ITGB3BP,-0.01898181784486337,-0.0001479307984741158,-0.0938632588354795,-0.01567546331440607,0.028469295299156934,-0.06168427037282906,0.02969115693723016,-0.006939993582006679,0.04464454185575832,-0.04735705648910584
AANAT,0.010104957540064,,-0.013145074761255565,-0.015127748242020664,-0.02972433360881362,-0.019568087571592906,-0.02141132211451233,-0.005423321234643773,,-0.030313183566063717
RELN,0.15624327679706698,0.03952115557102393,0.07675124439530816,0.04681291697767376,0.005457171885917595,0.009238145090219597,,,-0.015154512303775475,0.08501931742260332
IL15,-0.007783092673835067,-0.006468187401212715,-0.034287711540206815,0.06704736905409305,-0.06091179896193506,-0.018148496800357204,-0.004412962518176372,-0.03227370789906056,-0.03060416909927511,0.011038506970864006
UTS2,,,-0.04336092573652014,,,,0.07818046673944325,,,
BSG,-0.009211583929302915,0.0314237876843378,0.056586578329426304,-0.001927483237218275,0.09325703812358198,-0.060567308585448315,0.011379940167348147,-0.014959284570390877,0.00909707175533835,0.05274343746281766
ADAMTS3,-0.0032640408106984283,0.01599579364615193,-0.09409384443324245,0.025430192236670725,-0.047730295324477416,-0.006361575340022322,0.03708992729485221,-0.04236847491053642,-0.012330787250604774,0.0877070396691731
CD34,-0.05293235863735303,-0.018820843595137804,-0.0749709901255704,0.023179573070574593,0.047230366468183085,0.004250458717503493,0.04973682961101423,0.03811235644627548,-0.009949338642156648,0.0342109020637237
CCL23,,,-0.01495700843503156,,,,,,,
PLAT,-0.02006734444765621,-0.04919206369518487,-0.08404086738010914,-0.01730546818090127,0.022305293787261052,-0.0658276672521846,0.05719918503614464,0.011659818226224394,0.016145890382927262,-0.04406789941663558
NTF3,,,,0.02372138227696125,,,0.10650295333180283,0.09351568004036828,0.022039420103374046,
LTA,,,,,,-0.018148499040616117,,,,
