,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,,0.005516874695546865,,,,,,,0.014835600753587903
BMP1,0.08975357746789756,0.10798540394008636,0.04929863899204712,-0.00023863986848865883,0.0187266741243006,0.006242648408243821,-0.10783883255003185,-0.06664469872085886,-0.10365741377729776,-0.017742106489636693
NDP,-0.045780140497202006,0.04382052195824853,0.03955702754209436,-0.010301958310517547,-0.054185935428603144,-0.03183162333843631,-0.09448246703593229,-0.002290465617359709,0.024302199671062057,0.148180672242347
TNFSF18,,-0.013966644559994445,-0.010160513821018994,-0.01777978223103265,,,,,,0.020298833287898967
RTN4,-0.058461380764616606,0.08927669205960485,-0.06868660949619163,0.006172690398888248,-0.02345061861628397,-0.09478541379516288,0.11511244515251448,0.06257625809133795,0.08013428384216024,-0.06744288561618636
HEBP1,0.05922026160500999,-0.02317149632964209,-0.00957532667149751,-0.005412818049676981,0.04875667746131244,0.11801112593460633,-0.0440734196489577,0.048959895141691995,0.07227626060121096,0.1264119861102622
WNT7B,-0.004237350372615246,0.10031487130450555,-0.021821792633827983,-0.05096409068686282,-0.01432476173231577,,0.03752475673788969,-0.04037718625524492,-0.01968174416810712,-0.04812279956162946
PTMA,0.027324837750273487,-0.033436155458454055,0.028637929405145528,-0.023549433158007824,0.08767737672737491,0.1242079627472671,0.0065144479103905065,-0.05665060540602752,-0.01578889773058527,-0.07160113422625336
FASLG,,,,,,,,,,0.0010871605801805254
CEACAM1,-0.003659811930390841,,0.0348954764834395,0.03255003940138599,,,0.1766625645111794,-0.019560866930408562,-0.04733338864300191,0.03531810835804171
PDAP1,-0.04916580865390168,0.0005846682363408065,0.03872578472657334,-0.03201227838375204,-0.021838650427751512,0.020011528457267405,0.004090395174287431,-0.07804865618470294,0.05628200275200011,0.04344315384052751
QDPR,-0.0770860999179479,-0.037094063286152335,0.022704485383836615,-0.03246860500294168,0.0816472038138702,0.005846447640368309,0.0001914826574062614,0.05623424536280945,0.04746856247610969,0.03945322897131605
POMC,-0.060036617652617016,0.004158940808182495,0.09227928474015748,-0.020630253308830566,-0.009800440037934609,0.1362103783410724,-0.055928658616674065,-0.04582412733886196,0.03641089539294024,0.06659768717396868
CCL18,,,,,,-0.03585959869584945,-0.07154312122397202,-0.047766341730739764,-0.09431298275823824,
CCL17,,,,0.04303582055536422,0.014562257210057876,,-0.02773591363344288,-0.02823733943419711,,0.09696451935370654
VEGFD,0.06392707320467993,,-0.014025312517582844,0.0242884341176922,0.021422737559092027,0.006587225148279076,,0.0016048458129480272,,
TNFSF13,,-0.013544731616782825,,,,,0.0706442325432108,0.022735229445846505,-0.005770696549856811,-0.028879333426977728
WNT5A,-0.01718740614627456,0.031584304794359176,0.05320773189240061,0.026683652892049145,0.013049491024491792,0.07754738107210865,0.05070169150085936,0.007822048620920612,-0.014176742119698932,-0.00614012514172201
CXCL8,0.04943599420377903,0.056061019002438976,0.054753956574758886,0.015806703169635547,0.01820051035672112,0.17217117021342723,-0.025358496274226483,-0.1066952615875521,-0.1328008663958041,0.014817798691803585
GRN,0.05606482980215943,0.015433517475569833,0.03131183153331223,0.016146733630542393,0.017992221899551204,0.05242052029872019,-0.10804052583310281,-0.047818114081600596,-0.06322641087717622,-0.11907681839070244
MIA,0.055682257988344995,-0.009632499210898595,0.002920747466828198,0.040701360102352424,-0.01396170900066616,,-0.1350520778771237,0.009139594294669307,-0.12231136611716767,0.1210618688960223
COL4A4,0.03774994317743828,-0.01288721372149337,0.07775993574629761,-0.02315122952238474,0.007937717309008479,,0.0014416132052528336,-0.031320006471468306,0.015486567669143568,-0.05204901382536473
TAC1,-0.10841855329333523,-0.01346914184096982,-0.08183251405993215,-0.04228665800476319,-0.05197673737942373,-0.07565636724051909,,,0.045618584404504676,-0.02329964105922438
RARRES2,0.1267348100811461,-0.05227945093207472,0.08342978958264584,0.0409226529296725,0.03431394957751468,0.07331315598028387,-0.1000747714929228,-0.07168939542383886,-0.11435668941257997,0.05040593547616585
FGF7,-0.035991480091638835,-0.03693692177089311,-0.015715717038585066,0.003119596301718259,-0.020879370252589766,-0.001974796081951596,0.13649619372158217,-0.02559572112498916,0.056129510002542245,0.05416243750847848
EFNA2,,,,,,,,0.0035995633985938095,,
HBEGF,0.1101730016446706,0.010546683438393852,-0.011223300713502806,0.027816353674350484,0.06369824636381645,0.11992444807561722,-0.009008562736467524,-0.027085402263295737,0.07010563450877007,-0.10190709486393448
CSF3,-0.018829667721721836,,-0.017677307193235427,,,,-0.08412328472335105,-0.06935563684902349,-0.061297993259271155,-0.018660350077769172
PI3,0.07838267697753322,,-0.019904881214783867,,,,-0.04035887863345816,-0.10285276469812317,-0.145640983025868,-0.04054274142542163
PCSK1N,-0.04117571133350183,-0.009685384964163237,-0.032657217158407366,0.052051947515600896,-0.09626057165438359,-0.09786305161850217,0.1902162621923503,0.15658201138209357,0.12061636281637544,0.12995425621671922
NTS,1.0,1.0,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0
SFRP1,0.02354569806632471,-0.01772295072643256,0.016298019928424074,0.0698991072083284,-0.007290219871075873,0.15646058934260546,0.0709422147912344,0.07275400971247435,0.11649063514132188,0.0033673882997592567
CXCL13,-0.018008675671656864,,,,,,-0.04037465299951666,-0.047766336532424264,0.07348388509169401,
MICA,0.07750918504088972,-0.011768032807601752,-0.0072895736295075795,0.10296355823091259,0.012182143848007365,-0.009544001877549899,0.019327940152154,0.014644341995571488,0.061079267713398666,0.014107365874484615
TG,-0.016494141828293,-0.018159290553039147,0.0673953059467751,-0.02234032226102569,-0.018368006778870762,,-0.0368540948430155,-0.02789590783857266,0.029216745633324798,-0.03639124197122596
