,MGH258,UKF243,UKF248,UKF255,UKF259,UKF266,UKF269,UKF296,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
VEGFD,,-0.028687797916827792,-0.012168945800978818,,-0.009986868857406834,,0.008461886885515042,-0.013301582179210581,,-0.03304636068828247,,,-0.027448646522662486,-0.030414885808754913,,,
TNFSF13,,,-0.01761957139371505,,-0.014034516962156223,-0.009651583211134308,,,,,,-0.03603756104239079,0.07184903487373774,-0.030924717132827562,0.03703492557276217,0.1306065314264758,0.06660965052230111
WNT5A,0.021978265726876844,-0.03759827537846982,0.0352318070238956,0.013499840399582106,-0.014112212299457904,-0.004540012005418294,0.13492270413962926,0.07519118900451863,-0.03566323465284113,-0.12707905042518702,0.1067827018214152,-0.01590075332709824,-0.04324192866504718,0.03811556321753547,0.07200702851125773,0.08582289518443162,0.05333823877853188
CXCL8,,-0.08498432759726861,-0.03604960001164998,-0.054562654471345035,-0.017926029956195296,-0.013728751124301337,-0.0014188001275781076,-0.012387011697302181,,-0.06764736567939697,-0.034108974831345555,-0.058433802372442674,-0.040888755137105534,-0.0037031219747948323,-0.03560810168058012,0.03904971179168609,0.00656830773572268
GRN,-0.11583527382535605,0.03266807591999571,0.09403996781382461,0.02396910666392503,0.038496767648373946,0.032222425425082024,0.16015453407626726,0.028847180145401257,0.03645428017471241,0.027649777187439595,0.14464412663903134,0.05064938047620019,0.024628712324910092,0.10194857729596185,0.05505849266468073,0.1415847154579979,0.07803535173205194
MIA,0.0018516764246823802,-0.0542037646703769,-0.0029217438378163515,-0.043383093826068454,-0.04284277065255536,-0.01745192386177258,0.13931744180054428,0.0803953981418862,-0.055261051532984835,-0.05845771641929041,-0.06145415422772489,0.10021880397216072,0.08577457851378173,0.1222823275639135,-0.03792549275002675,0.08650977143505155,0.07030308639166168
COL4A4,0.08275493976521876,-0.02887927522542771,0.016650464039081728,-0.03301213709091673,-0.049037661211521096,-0.009183055014434359,0.052128502737831595,0.019997327692928085,,,0.11729285367143762,0.013690040930599976,-0.01401345878853744,0.0040363660043819275,0.007810094139315538,0.03478565400716495,0.056236665362686726
TAC1,0.19412111135787916,-0.0187228827474686,-0.06444487987844248,0.11480205089997915,0.004433991166818562,-0.040376889851864745,-0.08508973175866236,-0.015056188447611868,,,,,,,-0.018759204846440104,0.048216765295749246,-0.06034164356084515
RARRES2,0.04527861378033224,-0.012531465844806616,-0.08174342991618617,-0.06831774678774197,-0.033421500892589204,0.03738436603598413,0.1060464994947861,-0.029282121218654908,-0.026801964323022252,-0.09580970112839236,-0.05244936868015983,0.0018069452299122486,0.025739017518832084,-0.09625480370622475,-0.031812566156273016,-0.07388296508448014,-0.07871957146382319
FGF7,-0.051842532837300837,-0.05443434932929431,,-0.03925722517650721,0.025300791908204327,0.0746450600658014,-0.04876010217466274,-0.029450776608682106,0.03345508356869352,-0.0538030208850293,-0.00013097078304800968,0.03341666890866762,-0.052883277071785376,-0.023548937785550342,0.02414662954636689,0.019601715878103863,0.05444646483844046
EFNA2,,,,,,,,,,,,,0.039984399402410706,,,,
HBEGF,0.03962513343539158,0.07675522183954492,0.16005908778345573,0.01447376686315103,0.01321683882964176,0.024030430044541744,0.15681325632252352,-0.03415973842659286,0.03671574340176508,0.06677755311114124,0.04287691154636182,0.019788047652714823,0.03834414306316056,-0.052169560659523675,0.018618658712168595,0.0535000099652859,0.08507002976792255
CSF3,,-0.008963195122842292,,-0.023107241087550346,-0.02425117898541746,,-0.022985210467917953,,,,,-0.001450886164972919,0.053470087194815254,,-0.046712447729820826,-0.010770887839121985,-0.028850121737919454
PI3,,-0.03421178092484774,-0.04095169046183279,-0.054744285868539015,-0.04185021327005205,,0.05181783499499151,,,-0.046953693582719135,,-0.03869064771137113,-0.05967861932930426,0.015516474508001222,-0.08363239573274639,-0.09686358153096944,-0.130177797605346
PCSK1N,0.09041884484821412,0.025890169161723136,-0.02492910993178748,0.054714260503384016,-0.021568905537530398,-0.06513597495514689,-0.029568949189269292,-0.06359438604250481,-0.01963984931450608,-0.010790097525186353,0.04473650242811001,-0.019417883714913334,0.02756917278411059,0.0395477594942593,-0.028228325256408376,-0.059026773417576575,-0.05714537003784811
NTS,,,,,,-0.011210423707428264,-0.028251588587408474,0.0188296943559921,,,,-0.03792908599861984,0.022747905131225356,,-0.05019594390372474,-0.011018417409061591,
SFRP1,-0.022854441149956446,0.013420309568179295,0.019595389424933926,,-0.01775305285446207,-0.021877775830362142,0.04593427850574664,-0.018134100899481146,-0.05043179289332847,-0.013900386217687069,-0.0009122829472650181,-0.008696756033319625,0.0795696821077045,0.016446059507280317,-0.019712466111940618,-0.018521893720427143,-0.07737227036740439
CXCL13,,,,-0.016778591142848045,,,,,,,,-0.003167746402930859,-0.06051998849903413,,-0.05982582786607243,,0.07096775533731604
MICA,0.0767998652236409,-0.015993875080703573,0.10493888822793418,0.00256496757902233,0.036139588230332365,0.02784188878092309,0.1274078120809332,0.007080081825535378,-0.02659541681618083,0.10329117309319559,-0.011561798564568697,0.054955705075644914,0.016587775190782125,0.018668154138598847,0.05964787869794004,0.12284632827246272,0.0034742141801498007
TG,-0.018190911743969966,0.002072045522069562,-0.012195962044315322,,-0.019158356721464345,-0.012939784174878474,0.028052439456787953,0.07421489284209981,-0.031407881345204745,-0.04634787223375344,-0.031543549737101266,-0.025519723511576064,0.12978138381728216,,-0.01867267953986621,-0.019367043964202916,0.037662274553355315
ADA,0.024143398091690315,-0.03404485064397121,0.11036816299569382,0.039366594331957494,-0.016367712592031403,0.03730489669612645,0.07749167234651817,-0.02131373297955466,-0.05570363166771994,0.02524832849913098,-0.011540764386795747,0.0621576221110431,0.040148304993813874,0.04994783307258041,0.09759459580340003,0.27182942117693415,0.06968573510799862
LAMC3,0.05957814464243117,0.02669991929698836,0.19712106292519802,0.11669167593914141,0.10513808727559007,0.00715808544646325,0.1813573502972694,0.032830396645300984,0.046151461804145366,0.19378196348826746,0.10815747806752778,0.10979315967766069,0.12509625739314228,0.054554314605141985,0.20662473498120115,0.24515030205129976,0.24157094472954238
CCL7,,,-0.024760162271047853,,-0.013851461299750735,,,,,,,0.0012956713012366354,,,,-0.050512320538778716,-0.04324889852176288
NGF,,0.12200608361866555,0.06732250135083166,,0.0070531651267795245,-0.012348024773233433,,,,,-0.028789297015010422,0.008549072166444415,0.036547703582651886,,0.02006792512331783,0.057909637934812776,-0.04098845917731735
TNFSF15,,0.0934291612486408,,,-0.015424279623566387,0.033614121720804635,,,-0.02895011592359525,,0.07005681238870735,0.021308813486886683,,,-0.029007628086440692,0.064328520808235,-0.06833636832476424
HMGB1,0.041885578104577034,0.0797184345350208,-0.016140860851133115,0.1368694607884447,-0.03645233223683363,0.09543601258310042,0.07758218174611442,-0.009868059437044888,0.021333297772546028,0.005337712506315163,-0.054417886806796316,-0.10606880469362072,-0.026787266491671683,-0.037800424686168815,0.0025756789221076538,-0.10480000767002653,-0.0009062539852388133
ITGB3BP,-0.08223895608794349,0.009956426211517717,0.06076993644478737,-0.00505581605257817,-0.02009334425856077,0.006279180750604079,0.12639861404936023,0.0038705718175470333,0.06301887149261126,0.03608813603576046,0.08109854441991038,0.006430303446744231,0.022887330237351504,-0.00906691314977106,0.019331780009955845,0.06243307680357996,-0.006023779255082712
AANAT,,-0.02982126779262422,-0.006116530936698376,,0.1117975621169378,,-0.02073328186600185,-0.015127749283172634,,-0.009809989996073444,-0.02017764853019965,-0.03726314819564325,-0.023058988842558872,0.03464447949612089,,-0.05344414160382009,-0.018062096962263442
RELN,-0.015080748115974077,0.07683508384000785,0.00472670093914745,-0.006503402402658881,-0.012256606849139963,0.004311590901022382,-0.048441871883118985,-0.012151536654376509,,,,,,0.01587941423356533,-0.0015641987662854552,,0.029302334321238348
IL15,0.029144074111763837,0.15200968463604267,0.08339260793325956,,-0.018267397207834598,0.05973995299819651,0.1555957962984915,-0.02383214453013553,-0.0316103862903495,0.00472681934883269,0.045773968840398534,0.09035127427675856,0.039465325492783976,-0.020627929129729838,0.04190047946916951,0.12743275863433465,-0.005669701140532303
UTS2,,,,,,,0.04775901845038594,,-0.05350363410191573,-0.030213382724507066,,-0.017005578646285595,,,,,
BSG,0.04713096220901083,-0.05029467782971106,0.06553463828926605,-0.0023173499964915935,0.025774651883183338,-0.014124163706412965,0.041845935934230596,0.008813788587307457,-0.034465403665671676,-0.06034356695861981,0.012772203386401157,-0.01955573586421022,0.06954478420745229,0.12020016129496684,0.049385267933081206,0.04729338824499554,0.08574383631310727
ADAMTS3,-0.017919254403442803,-0.004874093124709564,0.03782714302309113,,-0.03806252840621699,-0.01718396333291494,0.11932427773223518,-0.007645012108683529,-0.0011271999451234016,-0.025585777603603293,-0.024160679945144533,0.07397986525693417,0.05832625261834963,0.05411236846691786,-0.015274223725185655,0.11698901705298662,-0.01769519642905235
CD34,0.056032551740596744,0.11387200065862708,0.15370521420494881,0.13435350369537954,0.010533940271684746,-0.015702241670009005,0.1594422109632855,-0.028303608158768125,0.08090846536430235,0.20947035284256524,0.07343211185156698,0.05520970855274758,0.11523162306868998,0.040280722907018465,0.11533320328826317,0.17858647443281034,0.06522625970669313
CCL23,,,,,,,0.0745355198224208,,-0.027317604811957122,,,,,,,,
PLAT,0.014485509085162851,0.05446978649055675,0.12054435593700583,0.01803914703225432,-0.01047649790874857,-0.019570548283318057,0.14400407221277434,-0.01788679227501645,0.028716979874072728,-0.059035093478231646,0.06724106648628249,0.018356366764206027,0.07478223084404297,0.10152425273947009,0.08044013158964097,0.1148861832279581,0.13357447272580386
NTF3,,,,,,,,-0.024419796136050224,,,,0.045849556206958485,0.11066003308818181,,0.0112508429069015,,
LTA,,,,,0.06635500997580535,,,,,,,,,,,-0.00701689016206946,
CKLF,-0.021854033851209795,-0.026894149205035994,0.04142920619828069,0.009609342690267387,-0.04037902083526459,0.01453216686898779,0.15201711412298244,0.010721134482782536,0.027496103439279006,0.05497223407959486,0.05400796020851041,0.053198455909839196,0.0040663842540161425,-0.025304766344390297,0.011281616899228242,0.045406981781918654,0.04367488385614192
CD24,0.04570066827757319,0.026331343447471706,0.06432144240730181,-0.02922524089660934,-0.052802183233543964,-0.020991091878723875,0.014596243159975205,0.026685818448348053,0.045100777164155136,0.04037337786499162,0.10445954520768445,-0.05091048084102913,-0.008534798058773429,0.0016849991507138676,-0.02524683936292747,-0.03320088210642179,-0.02143900701850357
HSP90AA1,-0.04552724204411049,0.0025200983657964176,-0.07613332699870629,-0.07938536579641832,-0.020692515992171874,-0.012951519458211522,-0.14733422937892654,-0.03409950637182539,0.01696220324542254,-0.06716735460598035,-0.07834841215606791,-0.12276359160941935,-0.05063857328657621,-0.06368906830192898,-0.013038289537259893,-0.21341392438630016,-0.08052713167204786
BMP4,0.08298831343814898,-0.036009044299540605,0.09922449300550237,0.031575100588745894,-0.033405933532985516,0.02309099330883897,-0.006948176816997316,0.005107681563039087,-0.021620894589435585,0.11436394294893612,0.03619691775167899,0.07240930610716069,0.04697920596005383,0.0219990507717567,0.06720492737202736,0.14734542971311812,0.09052534364980074
SCGB3A1,,,-0.02476015979506471,0.017803350141575268,,0.040993348633040015,,-0.012760404480174178,0.013445096320998195,0.24134600271384737,,0.007744019467288227,0.03620791115471379,,0.03417438960324298,0.12717906608939783,-0.024541025824634497
IGFBP4,0.04877831384484391,0.10007740909340508,0.195987093732089,0.1074797678094156,0.06641065208368678,0.05809287649853089,0.21245981637238132,0.009093943565178628,0.11234016756469872,0.14628061359589636,0.11637186223946248,0.10603378086140904,0.08583029756532363,0.09207725627130454,0.11610763455534215,0.2764583715140007,0.21476485561198472
RSPO4,,-0.02032521607441549,,,-0.02717415646450522,,,0.009502291192178118,,,,,,,-0.012943520000421514,-0.011370040795318578,0.039506321119036236
LEFTY2,-0.01801105313596812,0.08967862735359647,0.10935130007508631,0.0371012510791902,0.05552838855807926,-0.002047727640932669,0.19441545062164822,-0.013991937529049061,0.059718212931631855,-0.022453182952753534,0.0017859713970727938,0.03707957865656166,0.024794269364478268,0.11842633354377516,-0.0476371218655372,0.09077597989336263,-0.002428930268513638
PF4,,,-0.01249018786477056,,-0.012085127093973098,,,,,,,,-0.02391155125406011,,,-0.022796324497254335,0.15851184014883718
ANGPTL2,0.08343526200007599,0.01448839239338503,0.10951990576383412,0.1039392591248132,-0.03125827203367171,0.04904162827786399,0.11880787487171966,0.07048355153398585,0.06178247460826597,-0.07246478199807005,0.02065114282726433,0.09243232768140043,0.019809881756711424,-0.03631324821153491,0.041685954303385286,0.17822169815878944,0.1168717695380089
LRIG2,-0.017346304954329036,-0.009623176857420424,-0.0010803132239752058,-0.0035458319715736325,-0.016050356264271343,-0.007782036156963332,0.04376945025349515,0.021075385298197552,-0.00907871129965045,0.015965184363611155,0.09580598196464911,0.04694918604722628,0.03155893228398658,0.014508169300915589,0.03323809542469736,0.07563237476807615,-0.003803960820729257
ICOSLG,0.024954526988881984,-0.01253239315623879,0.05689424384293307,0.10529360894683107,-0.04453614241807799,-0.03567869142399698,0.04555616180788231,-0.024216861258903103,-0.05808132648097176,0.007475882539177413,-0.006158391841118171,-0.02908312735152247,0.1643838630953397,0.04012359823423181,0.01366153544679996,0.18241296955154976,0.04967401102471784
WIF1,,0.004840948519643805,-0.01535745212409289,-0.027229402305814335,,-0.04315900964530729,-0.0808046391028657,0.03599841259910853,,,,,,,0.13435793508725485,,-0.02949156949010625
NPPC,0.08606140290577508,-0.04148081103215427,-0.03444956411541519,0.07110092050866801,-0.01874701239274651,-0.02612724572912379,0.03677324757798137,0.047402870099530155,0.09993669948738174,-0.04128415510940981,0.09416684219909599,-0.011846023540512526,0.07947708217499931,0.02549896498530585,-0.03270946056895531,,0.016677839003524927
LYZ,-0.028817182789386626,0.06016941523398666,0.1320093504014936,-0.014974695972567016,0.025122850728286496,0.024217042889080696,0.12380177949253969,0.06045984625525047,-0.018643416998081513,-0.06463801360401294,0.04983828385424091,0.03894238544115822,-0.010081408585013914,0.05274434455812064,0.035407517950270216,0.10921289576551493,-0.009149668562874691
EREG,,,,-0.031146859343443106,,,,,,,,-0.0008120718398369959,0.02739582049793402,,-0.019305551262035106,0.001983796429887917,0.16952441485244354
SPTAN1,0.060803883167947104,-0.002322311150105963,-0.004195765031831164,0.043915422796801336,-0.06041364308802075,-0.023531439208249533,-0.06547271437890426,0.02133945554117713,-0.022304727637804184,-0.012068839168415122,-0.01337766616000606,0.012098779807427372,0.02754163585845406,0.02092201403343091,0.012979207444193003,-0.006509253726087158,0.0095550943243767
PTH2,,,,,,,,,,,,,,,0.032101166266072526,,
LIPC,-0.02328981246393174,0.021206293127251547,0.0017541594085249356,,0.12411165977852552,0.07096544204557131,0.14281225644473658,,-0.0255938012462302,-0.02976441123847921,-0.021508032688191552,,,-0.029567691317714685,,0.07042753869911446,0.09120685688598232
COL8A1,0.030776631400516084,0.01639551985902407,0.05248015052111731,0.006612339059502538,-0.04865994747780613,0.05208284749237737,0.08458174395770127,0.03693073608248036,0.050688713786197825,0.07515823272591426,-0.06154231240738526,0.026160903969480266,0.08562742354325316,0.07372491122630763,0.010399145303689288,0.022342695215210054,-0.012609429460640758
GSTM2,0.06389093318719664,-0.03402539260785956,0.021687881494555007,-0.03845006323095752,-0.016455716234303204,-0.009021703742278675,-0.01602998375612061,-0.030278992960423717,0.009320074395162326,-0.07884182892394256,0.062272135546706624,0.029436589347805263,0.035891805255767274,-0.04174843468211004,0.0013670574675610895,-0.07632741110236403,-0.0449012382850429
IL4,,,,,,,,,,-0.02845193648502471,,,,,,,
SPX,-0.005092902496230039,0.11163597435671513,0.05209099828781315,,-0.03558717722833396,-0.033703215017956534,-0.07271351731117537,-0.008776065264589029,0.014784648063630324,,-0.0437359151067209,0.03012625962062161,-0.029689247222612066,-0.04475488553411588,0.0011327802522386843,-0.05823661279039531,0.0800766038062438
MFGE8,0.07007851326671578,-0.003520263744501196,0.1020829938794398,0.06600214576787373,0.06638142955072358,-0.013476951793971494,0.1048769491184896,-0.0021519752470435327,0.008190427703405626,0.059627114161858244,0.08351798748404458,0.057395564329043955,0.057978564159404576,0.12084448927681836,0.1371646070375937,0.21331129160494217,0.059512310940852346
TGFA,-0.01834301557758363,-0.09411434038539285,-0.04318104581344966,0.05691896536937612,-0.014010821680142447,0.01316108754758682,0.019175416903962173,-0.002131897141380412,0.10514796613244658,-0.1253137764883417,-0.10211709273736631,-0.003263883910008388,0.01731821423519549,-0.05287869739286772,-0.016082576462919412,0.06906481918994752,0.034664186211125936
SLIT2,-0.018721086061509802,0.060864181482777474,0.09600141009849147,0.03855950682220952,0.02917465223340716,-0.044504506278023354,-0.045755035622358387,0.007724462251511482,-0.028725133317764502,0.03798034157901897,0.26569138398240233,0.042259865347982706,0.05259066127361533,0.002885356770420164,-0.0008237475590063487,0.019070433641256074,-0.0050615542301403
PLTP,0.09132141572502528,0.03361687420150624,0.013640109534600587,0.14501616918069954,0.06040244815693456,-0.017146280366446692,0.15465505398765342,0.0028457404657876253,-0.08654764335749442,-0.06054583586760554,0.004102182398647004,0.05257280026585023,-0.05581953422588445,0.12638799277086518,0.034195363805865346,0.087662062717702,0.07990241070477132
APOD,-0.049776395745173,0.12250899292448958,-0.056981451315402276,0.1145125129117908,0.026317126796554638,-0.01008756238179484,0.0066993509043680125,0.06056150012558228,0.021162520866746404,-0.024621889101312654,-0.05497999606961437,0.09881569719053973,0.08749838451399265,-0.08318922457453502,0.14167331091563387,-0.037152852943225366,0.09680845878923526
B2M,-0.07166258368332397,0.09400710477465993,0.12022462039237629,0.10637267455736615,0.008342717511210768,0.08715065668244729,0.21298182194386045,0.05779686779007803,-0.005767022457834053,0.04194111428546227,0.07113048056645987,0.052762811051252315,0.04609754110501366,0.12198112829029713,0.10356981184805095,0.22333607469552877,0.09278327811754167
OMG,0.010332647191945486,0.017463326993152273,-0.06698103398939168,0.09142203139116843,-0.07690321872337333,-0.06885828181728973,-0.04086227611506999,-0.041223848631854666,0.01270211770315891,0.09019618626773497,-0.03641507831075745,0.08014579475107227,0.07920181728769614,-0.04918426374561979,0.009219969941105717,0.025659762518313606,-0.022469143091385053
CXCL3,-0.014649198922438815,0.037210953553850026,-0.006225384710859406,-0.043507753681298306,-0.017323911145260815,,0.042471669056394996,-0.013650933544993228,-0.024874611095579525,-0.05766275991690426,,0.05482383808351904,0.004324149878086852,0.07594928723384593,0.07264716300909016,0.09657180281402458,-0.004114856085883262
CXCL10,-0.025116190549010455,-0.021695716550439545,-0.032417625622205425,,-0.0259175185491521,-0.014582712436164996,0.1284397140043446,-0.020736767189887532,-0.03979090114667655,-0.06132523308686868,-0.03258979041777083,0.1008883885201594,-0.03207232210643853,0.08783523884648783,0.07276414819105335,0.20243790863784103,0.13722904192249688
RSPO3,,,-0.03363353105434927,0.06694297771415414,0.06872124383065205,-0.03541228937139465,-0.03404514819330777,-0.007547537042980042,,,,-0.03649990336297937,0.04941741849305424,,0.02848772086064202,0.07452589260302492,-0.04198790501287238
CORT,0.06028673383320402,-0.022788148287541637,0.011327575227860045,-0.014109617156682033,-0.03147348296353461,-0.02454510812291536,-0.018154499999960893,-0.019107995319717307,,,,0.05549961225978691,-0.007760936342488259,,-0.04340658897628335,,
NCAN,0.006274532143224755,0.0558773794337559,0.021797160847301936,0.040189907079787576,0.021504153686318195,0.007335156559862084,-0.018125795731132342,0.04305564067281492,-0.04953071727404798,-0.017537306524823586,0.0281982271493249,0.03915362415372269,0.07094267460237055,0.10005411560367287,0.0028764276313977427,0.01755188935428094,0.004277816894570511
PRG4,,-0.03110047197814207,0.0007085352967854788,-0.025836881424862214,-0.013851463458295365,,-0.0028277319718841023,,,,,0.002363804396900673,-0.03692182133075684,,0.07912299832313832,0.09232786432315995,0.0641618098255931
ZG16B,,,-0.004713846902021864,,-0.01607631737374621,,0.04062606635582704,,,,-0.022430789863621448,,,,,0.13903893951716378,0.13130917657077892
TGM2,0.007154825145652929,0.036200694679038116,0.09181500496592501,-0.037425367533716954,-0.006389993942113621,-0.017826158844849345,0.1230405476897409,0.012977442412104613,0.031187880072480457,0.013113625311091942,0.11667816658609938,0.05407855899332735,0.11788657278313698,0.06290922215528662,0.12517172799108486,0.1904933085859099,0.1402626578376581
VEGFC,-0.01819091672180459,0.10905359709847295,0.005752379240061055,-0.034358507745006775,-0.024687016746878836,-0.02187067599336724,0.060233301919034664,0.022730668243599646,-0.04117088354325443,0.10993496001493533,-0.029074758486382992,0.03572087545633555,0.0435817794119064,0.02705291041630068,0.08872735591172912,0.0974102421495806,-0.01279935687396247
WNT6,,-0.008234778303193161,0.013037011237563232,0.026114674145318324,-0.01915835751692948,-0.010942654995076519,0.027657220892978094,,,-0.036078990012062405,-0.021331683793761543,0.05534678139407591,0.04613713084827872,,-0.03034338862795862,0.034940977643857445,0.12665456718043272
NRG4,,-0.021091379172806977,-0.006994197474804278,0.18948044957752522,0.050887644214002124,-0.01339583259027962,0.016814652349294253,0.03898254422366856,,,,,,-0.026605627961731753,-0.039647855585455166,-0.051260133889571846,-0.024720142546608342
PMCH,,,-0.026283965245762136,,0.025640723421270196,,,,,,,0.06273088457775654,-0.023496121779225904,,0.10950784283339496,0.07952883048796043,0.11319421780644835
COL9A1,-0.053021624640853846,0.0023563243884889735,0.13894490490919256,-0.00099645182914716,-0.017606809270617262,0.029448496998441192,0.03845682892514909,0.016179759001835246,0.0952606114424006,0.011142487307544613,0.059350901337093934,0.06275588089031527,0.05104550768434179,-0.013504174030671442,-0.0008081393461724449,0.07917248719305828,0.12680930450487818
GDF11,-0.029295688331850357,0.09640061117791829,0.0635890669446646,0.0626258031073158,-0.014516518135790841,-0.014011520195334574,0.0910630020832191,-0.018288768878917276,0.05809357068045862,-0.04956095473340345,0.005653065325430058,0.03399845045091505,-0.004327243461812203,0.0474256184045434,-0.02281867593464899,0.14033210571877935,0.02347294407254141
RAET1E,,,,,,,,,,,,,,,,0.04605745713538289,
IL24,,,,,,,,,,,,0.03888518908199769,-0.023530293726393776,,,,-0.060864099820626405
SORBS1,-0.02942882694127561,-0.011027900754263256,0.07915265662767841,0.028537192242165263,-0.0398192133051989,0.03622459514851205,-0.019753803415751798,0.03341130392557979,-0.08240310398758671,0.10681617948104447,0.021995649512973784,-0.03767857120372632,-0.026612208023861578,-0.008644471501398032,0.015080413495498836,-0.07901425977952921,-0.058997062982281405
DLL1,0.005345143589214157,-0.015384739214818194,0.06279127277485558,0.05969936450035945,-0.010890669797898135,0.02763174845966683,0.06816576645722176,-0.01827806159538347,0.03333069632825785,-0.010414133105095813,0.05205477381641577,0.04432430425621214,0.00046201443931795946,0.005080862282025509,0.05742393254277306,0.18192603873819813,0.11785332222363043
TLN1,-0.024048518514584633,0.008094961620225789,0.1297503117365355,-0.02357369959558424,0.050726497804753724,0.013630905158662065,0.12895148281283006,-0.02927953043316775,0.057865793268237736,0.1013298945730385,-0.02115492897467516,-0.018227514115764395,0.04923351599035791,0.09327037572887262,0.11426798269079985,0.16305195003735953,0.05577518097538242
COL2A1,-0.017085921863750044,-0.021588415489589854,0.04627309139397967,,,-0.011855004843718587,0.017978447043065202,,,,,0.022797859577819303,-0.04682260783800169,,-0.003341738442472306,0.07296467595859897,-0.006077088635369834
SHH,,,,,-0.014393944750461673,-0.012939785558188878,-0.0213996559818963,-0.01465122006460375,-0.047041293358539855,0.03636662172580702,,-0.02031265023013831,0.03571263346025841,0.024617603642600475,-0.05048952378901077,0.0180860609239868,0.019326369418786873
