,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
TNFSF14,0.012533084758363084,-0.015201174243695848,0.0035564944554208854,0.021039499308498945,-0.033863886757164945,,-0.02504971817657048,-0.023445922032203585,0.004660747436914386,-0.10702681534902593,,-0.03735487449149872,-0.039409770813758134,0.03244829569985025,0.06725745920577283,-0.012498799684288015
CNTN4,-4.461028290000215e-05,-0.026725491373806375,-0.012920165654930496,-0.01331332421376309,0.050746119917382926,0.048824755182930515,0.18182198160068894,-0.00963871177638445,-0.040430413491148995,0.21974452352174084,0.04185846126692221,-0.022529316711141608,0.061785107690817895,-0.026234549462481067,-0.01623274105074346,0.1212415606161191
NTF4,,,,-0.017753056130384876,,,,,,,,,,,,
INSL3,,0.08539751303841099,,-0.012898950308653475,,,,-0.01662461045960338,,,,,,-0.04597119607294515,,
BTLA,,,,-0.02047455418833774,0.16054193538920858,,,,-0.029791308161380137,,,,,-0.025611338300926604,,
MFNG,0.07990610098009526,0.013133599631509748,-0.021735489707648735,0.017644286293794158,0.018805194406422605,0.024693459857019845,-0.09607713406024504,0.050523353988838345,0.03481328147183842,-0.02499249299474762,0.06982862694381059,-0.00023213109881259282,-0.053190031445626916,0.046150302595574934,-0.01967315586171105,-0.0843920956247442
ICAM1,-0.04014604761782987,-0.021456527198043387,-0.00032695884802055023,0.029874835056015802,-0.05537514631439295,0.02126130615835003,-0.07964887255622603,0.05722354842897693,0.037022879004852446,-0.12225781446593584,-0.02387314518428208,0.043129487067946726,-0.004699282611351241,0.0701740286133018,0.013721353265432727,0.06566815972799836
PROS1,-0.0013510215993296215,-0.03468161607109194,0.0072313945872770815,-0.01230409151720872,-0.02093381284539186,-0.016599497647222582,-0.06595313990150556,-0.014147759725953559,-0.020435282627039603,-0.11772791986649286,0.05656142624155539,0.021412741864628212,0.01836428880598919,-0.023272986972783818,0.032173034539825944,0.009290450137196786
CLCF1,0.033209624633003684,-0.0058215806157981085,-0.04051266167173484,0.003998682970319381,-0.06876688680608906,0.08365456971151383,-0.030872452448107254,-0.023819185891409723,-0.04286863939296592,-0.025736906005134286,0.009449938994925751,-0.019269743788018743,0.031917551607091504,0.010142303442913668,0.042393501036469834,
PSAP,0.05115439513627898,-0.015441083854240423,0.002208751567792543,-0.032570885579251786,-0.02205601114894429,-0.039734964059750244,0.06809101172766052,0.05589544462484885,-0.06511450472736967,-0.11875232097767305,0.13587081482721378,0.008052744920416155,0.009813493608799321,-0.0302812882148654,-0.04762841289838154,-0.06528626671980589
EFEMP1,-0.019627349818613676,-0.07419093068588355,0.005040432873998646,0.021013541814430995,-0.12396512487349479,0.017263365282820943,-0.08932093084088787,0.04638114693324537,-0.005277621983302108,-0.21178350528483494,-0.06495311935301452,0.040507525737866576,-0.011726063595686833,-0.06278993291448481,0.015267466154392536,-0.07114351793132524
C1QTNF1,-0.09887195236024898,0.02312279856792998,-0.020794063473415,-0.01637601798563666,-0.026814708258891297,-0.018056295688315325,-0.05123399057692781,-0.030854045271317836,0.044092018497068876,0.09369168490448844,-0.0515272994097795,-0.01001189452504543,0.00577595475082368,-0.04882753044464304,0.026677974591047458,-0.08633285757391344
ALB,0.11109704124946472,0.044290731905735084,0.03880333209040373,0.0688404159434188,-0.017641768311959016,0.0021970441032488327,0.017575349467637863,-0.01814971424771657,-0.02207409133558927,-0.030568760512705923,-0.023999422183030677,0.00860635469553792,0.012000809362647193,-0.010868717793828893,0.14870636975308732,-0.03441235559814353
EFNA3,0.03992764478308149,0.024889708687828183,0.022092891193513917,-0.011296397075847849,-0.026731550284975057,0.008865774445606203,0.12076104824446264,0.06482276283955501,0.012122297939912539,0.22745201741768675,0.02150171799461162,-0.07442154578146261,0.03433830499686896,0.10889791350367674,-0.015526950171896042,0.1890213229905588
DRAXIN,0.11284463171027287,0.0427518201274875,0.005942286337313465,-0.030379795770177267,0.021848421075673422,-0.00737798624402166,-0.052729405394381576,-0.0553944076675916,-0.03077901420229837,0.006065280163736694,-0.0656530491871852,0.0829880518918676,-0.019921209674583086,0.031002698366510567,-0.06645817566491376,0.06608785386748453
RAET1L,,-0.010528077234572107,,,,,,,0.009953389320157905,,,,,,,
NPTX2,0.10135028129648241,0.007651421572979154,-0.012081084327197445,0.0924205136429219,0.10207550057665332,-0.044492051397446906,0.1524297646327986,0.0359116973736276,-0.009326382030537308,-0.06162158095819865,-0.004521128462872027,0.008784037530360972,-0.03177455351360035,-0.06355558334345561,0.013527018742136812,0.14192705583363616
FGF11,-0.020152978946555336,0.005576502595596382,0.02598047083577517,-0.031095382807064642,-0.052290726752040946,0.020203899232062374,-0.06147102765889425,-0.008701342078182595,0.0003978608036175115,0.09290422521042566,-0.07270157792124361,-0.002727804907228862,0.2051829543086377,0.10056551498642152,-0.007863461941707488,-0.05593621027503637
CD59,-0.011770611678449736,-0.033661988262658975,-0.014555973630262002,0.025247811929773937,0.06917269413523906,-0.05611368334998823,0.049202864580092126,0.0473886162760717,-0.02802714583461104,-0.022941445045707116,0.042681742824395255,0.024911641617478476,-0.07962416419817103,-0.10871770291257034,-0.07902755318092694,0.06163808482399465
COL9A2,0.00171210762192751,-0.010800664293288948,-0.03342441003547413,-0.01320295272061252,0.05744696761732827,0.026338574263977597,-0.011494152146352275,-0.004112175534558441,-0.024132819172257916,-0.12122955198275656,-0.04792339133624091,-0.025613383399849674,-0.05805874177618555,0.18125841467872592,0.01888806441367687,-0.09025166579213661
DLL3,0.16159979408712433,-0.007869534757158849,-0.0038556842701928497,-0.011569337906566104,-0.006395380265667659,-0.015484602774995209,0.005227915726764804,0.04504235855396821,-0.026188714909619118,0.15450846793210468,0.040229253942200865,-0.03784484275790515,0.014550291367142507,0.12716386063544155,-0.08340916271158005,-0.007944615865482004
FGF5,,,,,,,-0.016057661824802352,,,0.07679964958648797,,,,0.004646114877389111,-0.01739952320464516,
LIN7C,0.016646707052027015,0.03710004442009011,0.03503614162463858,0.0065810838521220116,-0.07408893532447813,-0.001781396993034696,0.018728575361929706,0.014161204885620648,0.013937351126007065,0.056843886529297116,0.01019310496944105,-0.022799142496657033,-0.04870279166440032,0.020826709375126876,-0.019579805014301982,0.0767349569144128
GDF7,0.008686097218705679,-0.011314583847399909,-0.013864257131569557,-0.010539710091280552,,0.021170634107026652,0.029281982438823337,0.05100303888723032,-0.025482574754554656,0.11373998293863909,,-0.02933436401552307,,0.013007698143405485,-0.004703757478807918,
PSPN,-0.0022433808016034352,0.0024247546663253967,-0.024979722563279017,-0.005017847802396483,-0.0006676967489699333,0.0377897793251433,-0.0019374500446521852,0.016832253292627955,0.038572318714068694,0.036493434879653494,-0.0014337172331464402,0.018142680355801806,-0.0539046280108486,0.07158668130264545,-0.03807925875858274,0.1424052194277925
ANGPT1,0.018660371437452215,-0.023222469138186614,0.06329585464395761,0.010925788606243471,0.0962542917885445,0.01792799464990848,-0.022438215906157574,-0.015583614562158335,0.02633364891532458,-0.053367501085566,0.022382993873726643,0.001561133403805721,0.01816398375173729,0.04420240780056976,-0.02328138666790605,0.041292202571643885
PNOC,0.08120176194848848,-0.0034955637364298,-0.02901356928036197,0.05994571815754763,0.16386310612816155,0.09250427789187593,0.02939221534863421,0.036357057911294066,0.017189356389304324,0.2422037107089857,-0.006622912677490316,,-0.03519057317566679,-0.020205165208454928,-0.029312453375060187,0.20075613156631597
L1CAM,0.14550795711545253,-0.020329303003830772,-0.04850971402635947,-0.03167625862247286,0.013680814065721416,-0.025755995360009363,0.09357654942349335,0.03506767989548509,0.07533222447085614,0.10761806576885655,0.14181711521723972,0.005692226995795232,0.05361126668983256,-0.013773427613184928,-0.07754283341431349,0.17888307505295684
APOA1,0.058522220508697084,0.03420475061675124,-0.0026798805679485995,-0.0200879839081212,-0.0028563879498941977,0.06283972804201736,-0.034365824990085385,0.003720174141102374,0.021752444622796803,0.06577764384046979,-0.0028076746529981677,-0.003598072703525928,,0.07451296812876297,-0.003616410410991391,0.10867011612250588
PSEN1,0.019347018279181283,0.0027827454952558933,0.0030177466639513366,0.05056534466829285,0.03816690001459175,-0.02773360711278161,0.011539077273884974,0.02013844347317937,-0.010101332635572478,-0.0935097383942356,-0.039599494469318174,0.042095245245002,-0.007403189497282098,0.005778097432302511,0.007736731250747594,-0.08460859406342686
CALM2,0.04930189721836844,-0.01521008748039719,0.05083374944355209,-0.016765568755833567,0.09919091102146031,0.020481306330493148,0.12104330038460343,0.03358590571704655,0.018112166286549842,0.2530471007268091,0.12043307094966452,-0.02776971880787145,-0.053990097705403264,0.10032354400699048,-0.06582752802274712,0.034157981018054166
CLEC2B,-0.023204347591187374,0.011019628948554978,-0.0011251853163490016,-0.024751368835912675,-0.028911329832215265,-0.02625751900068506,-0.07046860645735654,-0.016131018084476412,-0.007260015358588659,-0.09078553722705347,-0.02185398364597462,0.01137666828148199,0.02626280157470486,0.06783471194724157,-0.036710258794427734,0.0040452797635321495
NTNG1,0.10404785621096659,-0.039992886356532795,0.04669152728481524,0.01594654042167092,0.0428780521997347,-0.017790151746287553,-0.030833980736899535,0.02629936591661866,-0.017211698025383963,0.05822932280440875,0.09948356730898057,0.027783838913210505,0.03502231979502784,0.13699460655642712,0.06099864604335075,0.00866736747213392
LRIG1,-0.002419509962397294,-0.018937215191440645,0.0064591162345446354,-0.011487613421827454,-0.03608808044337973,0.022846510476377202,-0.00802023875938009,-0.07719820090844548,-0.0185452587823945,-0.1117676948533297,-0.059744788274380775,0.020375689035051783,0.03991779325976383,0.10801497574095566,0.013221513972482241,-0.02376749883967023
CPAMD8,,0.04271431210289654,,-0.015257156578762698,0.031579276546846224,0.04781556078077545,0.09086826101204212,-0.003510472238486905,-0.00458982804101801,-0.023436782228960965,-0.020488396355745276,-0.00880496105391803,-0.038959987880453566,-0.04816898154657169,-0.020854028904869065,-0.09976651162711615
GHRL,,-0.0161559497547531,-0.017585312876279263,0.10065783737994632,0.07296074047435584,0.023735225336100993,0.05107308707383811,0.001064004434806104,-0.020249883076216394,-0.0002499338294587995,-0.014157515359184648,-0.036108576798091485,,0.029214737190345837,0.03174925002678945,
NPY,0.005785697934780983,-0.03675052776070041,-0.029514709113989547,0.045459109001256826,-0.012930928412251347,-0.01568275113271925,0.09447978632698632,-0.012108072572051222,-0.03909968068701428,0.04860708537599245,0.04629953810263144,-0.04332477891462811,-0.07786224478114984,-0.04978755169669012,0.019940942180009986,-0.05726386652551642
MMP2,0.09445431531845125,0.047429825834053634,-0.024565539260566486,-0.0027326293630187603,0.07204317602362968,-0.009962451822111987,-0.0409816063652724,-0.0028543078966213158,-0.013836607585840148,-0.03131368934418431,-0.10050230773729739,0.012889853003395024,0.03570704642018625,-0.05426395439492284,-0.07082239499280452,-0.08043906837607641
LHB,,,,-0.013287831155636035,,,,,,,,,,,,
PPY,,0.05753464519554546,,0.029019695478627476,,,,0.006646095849745208,,,,,,-0.03008297135278376,-0.01609320624147449,
ALKAL2,0.10044272625935355,-0.002751258658438542,-0.011128337871455528,-0.013094779694403308,,-0.03462465787571888,0.007328448196419114,-0.03250876506685983,-0.047971211212837504,-0.07283774676907628,-0.0364327458890559,0.0007002331705900335,,0.0806126152573393,0.05511592013730324,0.013175662743856384
CSF1,-0.030891242011770164,-0.009436695781064071,-0.003212076750361195,0.01802870691022556,-0.05007301391897768,0.06912236183859294,-0.04621243272834693,0.034982655958458723,-0.0075330814568709105,-0.03503362211504174,-0.07574130928960428,0.0005979623981781154,-0.011634663315101617,0.12047178944086889,-0.05506445445899911,-0.07112277029137959
SEMA4C,0.015921072686416654,0.015760912438973398,0.020003224078645052,0.027806865894930907,0.03415612603634436,0.08523385046088368,-0.021746105185179773,-0.022032522333402922,-0.0005523690045292449,0.04858596078164213,-0.01111278578586631,0.03838654579182902,0.047065188972898644,0.005119033619637206,-0.015985526051009592,-0.003227571149737437
BMP8A,,,,,,,,,,,,,,-0.041261623068453705,,
ICAM2,0.11511766603322054,0.03676240709208402,0.0304355598897755,0.06109242100794678,0.05590404173656884,0.08390756324210863,-0.033637644360268726,0.07162493245130293,0.03881133133829747,0.024725823405729486,0.08184838221188394,-0.014005828855663947,-0.0447227022039597,-0.004856937225775929,0.01968199781363162,0.13489061562806534
SYTL3,0.07642839285216073,0.0067877304505081166,-0.011234798687399005,-0.02314724085943041,-0.013760748635985094,-0.029839654933764545,-0.04791158651727723,0.062137142489634103,-0.010921299224094287,0.032521178931371617,-0.034634605479727576,-0.011316146243919419,0.033403885951965896,0.03963615788244254,-0.016204157690384823,
IL1A,0.02286258794520046,0.050858265509835514,-0.022205088136657187,-0.029196424483858934,-0.05702431918197237,0.0015099570732802386,-0.03995390243973338,0.004903268534827812,-0.02874571081675962,-0.08523268264737265,-0.021320484805108033,-0.03471401726578965,-0.015208011369425225,0.11198009280198111,0.005685724556409014,-0.06739543062664721
HLA-G,0.07978902995627231,-0.016200196948959827,,-0.014034521052682828,,-0.00538691708644649,,,,,,,,,,
PGF,-0.015073145189429326,0.029517706932323386,-0.03528109851964662,-0.041141317528533235,7.359235775929372e-05,-0.044885705597405165,-0.08303727161823148,0.03000183003663901,0.0069180941562151325,-0.020899593717239134,-0.03564043188497747,0.043876585592954875,-0.04650446518481646,-0.06536491109040288,-0.09885148072709497,0.10089443352054382
LGALS8,-0.027308006276633986,-0.016683566114187635,-0.00836249677943166,0.019868518957960407,0.00650559982393581,-0.045096651006296826,-0.059926952570061934,-0.006928160444904663,0.02495413324806795,0.09683135077336386,0.025918918454628768,0.05680039942494456,0.08059716295699106,0.005598878008175806,-0.023803383473333144,0.009616664280314022
DKK3,0.07378581028531041,0.004729609853845592,-0.014911577221567239,0.014356304602879438,0.05996407008442476,-0.024325041245888492,0.1135465437107337,0.013792137693703322,0.032878147894017176,0.23564359364383575,0.13619454300564593,0.06160594525226791,-0.04146965451254884,0.0873071374804307,-0.08729501175965752,0.19952915557234643
COL16A1,-0.037155990143832175,0.018948683581337302,-0.03624845303844295,0.027935513278359417,-0.057885145938101575,0.034000716146317216,0.01910134062849224,-0.02393158144166298,-0.009671178465695287,0.06597492842057859,-0.11412989135448472,-0.008280879949967821,-0.04932595374277148,0.08396322017407946,0.03404102068799355,0.06512071961697659
TPH1,0.05750343719435878,-0.011895058868442084,,-0.0017460166816274012,-0.014994985898956667,0.04134576474112407,-0.01726812496466891,0.0036143037477857475,,,-0.01334979299491287,-0.034831741278850574,,0.016027891888949673,0.028332200888240146,-0.03349412367313472
TNC,-0.0321181614057645,-0.029224163092475906,0.023783102114477234,0.05468723204556324,-0.06275580515931643,0.015634722050605433,-0.11892951695283939,-0.07703698442801134,0.02778402760567718,-0.1925915175769682,-0.13383586933044328,0.042552303112203274,0.05187718789597508,-0.055967004630850616,0.03219797859524276,-0.11766818057294498
TNFSF9,-0.008408397393458158,-0.021151993576865022,-0.018609117903362046,-0.023015494757448286,0.07744773174780857,0.03511708626183231,0.16638066253975148,-0.02793168215971387,0.02396903959164319,-0.014023604480099858,0.14448484539590495,0.022429092957113473,-0.03728227224363748,0.01751006313699361,-0.0006931459963936114,0.1257431830749397
C4A,,,-0.01096647816150337,-0.015753494897485412,,,,-0.015976341151384334,,-0.04772608832743479,-0.01173497517324308,0.017874580345155277,-0.04805216700295701,0.03002794555534187,,
CNTN2,0.079657011738543,0.011281201515728633,-0.014274047903474106,0.03700532418150465,0.08944448913861255,0.12555632357535204,-0.01651614560127242,0.004488009786808975,-0.024278346952520565,-0.12432499843691322,-0.02057785093904549,-0.04510371107900629,0.04865724254815756,0.04038293190938636,0.0007568744280178095,-0.18132765034572657
F7,,0.017773898049093434,,,,-0.027414629732950793,-0.01452630766254059,,,,,,,,-0.013524866728809622,
LUM,-0.00902330126800187,0.032666696421946584,-0.016168405525418657,-0.003464114636839418,-0.008508183455738203,-0.03793751306289753,-0.10367758096044047,-0.014689119648964096,0.0352388104839014,-0.01703706805591048,0.010275102138389784,-0.027288870948334244,-0.034193225571077554,-0.0837768941672565,-0.04222343630577305,
BTC,,-0.010528072849289574,-0.017160590573845103,0.007428481639327314,0.06091568840609559,,,,0.05119308984296006,-0.0011768497229426441,,-0.020984563138937547,,0.07266519592366141,-0.0444108421850103,
APOC1,0.05908231240192473,-0.002795177759968039,0.04459784817678418,0.028927284241312586,0.08591440911088807,-0.02618689922029825,-0.10837062785556381,0.0009647109963217401,-0.005222765417004639,-0.24745345410451403,-0.021943094001141805,0.03894094553377236,0.11287174440385976,0.08134729375942959,0.023142276966965473,-0.1635459775443956
PKM,-0.10922725134181199,0.019237655523301648,0.032502133130364395,-0.013690926996326257,-0.03663779692280554,0.008586350997921217,-0.04168080831401361,-0.018561424350277887,0.009331371589091607,0.19709027373838156,-0.08023707902748813,0.04576295268253304,-0.10489337320353807,-0.05388625416559914,0.004122558490733156,0.133548234805235
TNF,0.07870238976714064,-0.014759257798133191,-0.024350142060027884,0.0013920851940093083,0.04937388927894803,-0.012202734711624892,-0.021319158974404593,0.04228258183190427,0.06503738830812353,-0.08655305675605204,-0.027875868038945498,,,0.0905451870083405,-0.02960572344228385,-0.030757649510812488
GNAS,0.0372367842263275,0.021213139884660927,0.02243037897525376,-0.0013298984542483344,0.10436472480386769,0.027540779054986506,0.11466024677562112,0.02542860673212731,-0.0228186794704521,0.2549061188781598,-0.1375285762568292,-0.058263891928357014,-0.012592434060685638,0.0006760283374603324,-0.10229336166476491,0.22274801299838712
BMP8B,0.0027905157947366475,0.015254528603512294,0.011794300892058247,-0.020346440413614702,-0.0005316244420367957,0.009656721990473767,-0.016977407098494053,-0.008001001405742373,0.050829055884647464,-0.04807687798620677,-0.04841612791584149,-0.025085984283877892,-0.038361377046836946,-0.08038875587869695,-0.02648640045957466,-0.005818935822423893
LIPH,0.05219324975683211,-0.011895055939971592,,0.08614805975496423,,,,-0.012881298364448734,,,,,,0.05233927548262382,0.14056289132620417,
CCL28,-0.02058345175454485,0.12241474539055977,,,,0.03815258569006625,,0.07814505917774757,0.005769624176118278,0.010192254151796648,-0.010586965761938674,-0.016905243458018752,,0.0656383057273791,0.014092515740316908,
PTPN11,-0.0253096899660968,0.035200091722152244,-0.01406726009591671,0.04046626174741341,0.013090130057329206,-0.0332557803562522,0.00032123718440985543,-5.929892980665066e-05,-0.017191722474665612,-0.01519748229187344,-0.05795895047813338,-0.009994129177080651,-0.028393981515493938,0.07753626056874434,-0.09908576832174967,-0.04193832680697658
ADAM12,0.07682022727492244,0.017622785438755284,0.08411328749687207,0.017836632301966936,0.0309808539555653,-0.06069615503487022,-0.07860370009091379,-0.04726798928725303,-0.03415371991928516,-0.010538975511777023,-0.043592816156858026,0.030584143271740527,-0.016204825715019678,-0.09346584239931532,0.00408040578733406,
EPO,-0.04677683992253474,-0.01598308767383333,,0.03886463533585528,0.029926836284887213,,,-0.013477028965909733,,,-0.013349794955375183,,,0.01616459396661668,,
EDN3,-0.0284075270699259,0.04376616085917241,0.02707759888703237,-0.01355539496320682,0.027326308759321342,-0.039320670335809875,0.0824780578736385,0.031380419202544065,0.012189606730273464,0.004134840554515033,0.011004741082464286,-0.04156957595975861,,0.04392381884288896,-0.013439641793031865,0.05072596983100435
CCL22,,,-0.013864256795841044,,,,,-0.027136289686120783,,,,-0.020984564067633035,0.0059078147751437625,0.053658346327084855,,
CCL2,-0.07057584176353214,-0.03495767649560219,0.029918541898790924,-0.02597339328613942,-0.14387575722100324,-0.02691496452896473,-0.035625562611442965,-0.01231233044613674,0.02511645406882811,-0.18235190540722712,-0.06537605465149407,0.014699033048946066,-0.03178685887300846,-0.02996483109096052,0.07330958916655707,-0.1304277402683112
DSCAM,0.06236610324392826,-0.04712151186647258,-0.026061975943506472,0.040345097943272,-0.04807970921752887,0.054517764678253595,0.08222367242493593,-0.0069850888094377716,-0.009421651774085023,0.0907581832581233,-0.019060414385640663,-0.06593552017845021,0.0037560402818488767,0.0502200644331179,-0.045213793435363234,0.16116770614740988
GPHA2,,-0.013257644264150775,,,,,,,,,,,,,,
ANG,-0.03956840610779546,-0.03483643824728387,-0.0208739308499154,-0.009044058526491847,-0.028965369595199172,-0.026880659363505754,-0.05966495747821483,-0.01075359463069283,-0.009179657350715327,-0.09348202285550378,-0.06330871295530946,-0.008486143177484402,-0.056665579769921655,0.11470534789680538,0.0876452548424811,
FBLN2,0.004128128140215266,-0.02599132360045892,0.0015917117989451158,0.06405320892655383,0.06511324343985314,0.028351926162420386,0.035376102783798755,0.011955236597158067,0.033871922814897086,0.035380934459772306,0.01917763167259771,0.019965260859335393,-0.034713971177487334,0.054503941795257686,0.057505434044919555,0.11227576323132059
VTN,-0.026646515339974017,0.009679174585387097,,0.020125406490891035,-0.01622252741217549,-0.03156537788638194,-0.024486615470732876,-0.02214124509260399,-0.010036600147820403,,0.018943031157457657,,,0.0012076285813547097,0.05067388616724065,
VEGFA,-0.08336643358116225,-0.015152476143782729,0.00908549361831647,-0.014127701412948135,-0.10884410917266828,-0.03894265147124225,-0.07843895218064008,-0.03456220222039117,0.04853551622318105,0.06677996325443582,-0.13457893974101987,-0.044793247589776305,0.010062393031352184,-0.05549527702501176,0.09518652271784082,0.080775505052619
F10,,,0.06651739739828878,,-0.015135892598914217,-0.0335666601511613,-0.02362008604155654,-0.014777270975897332,-0.009925618172897603,0.02382058392499568,,-0.018155599834833475,-0.03316965282946465,0.05433518422282928,0.006708420871900462,
SERPINA1,0.07818088824017894,-0.01032722097441719,-0.025484916884582137,-0.050373102501788065,-0.0527096512734327,-0.04875440132441827,-0.10532398530139485,-0.010751137922830717,0.04935314054582244,-0.18868934610239155,0.0014779084037720523,-0.01457396108033535,-0.005424163176164121,-0.04957257978381803,-0.006391551527257401,-0.06791470654999751
VWF,0.088911283468788,0.018476711383354577,-0.014133130968391168,0.017154873443206854,0.020699634030694643,-0.01173588531500167,-0.11038546211668884,-0.01745304302088489,0.06415459133605896,0.0002349088919530729,0.008412050923110419,-0.05773924930432749,-0.09423033776537951,-0.07723324451006723,-0.07314895778872278,0.13727332502237563
GDNF,,0.05662144795195749,,-0.016549414901615767,,-0.01657698523784261,,,,,-0.013349793915735968,,,,,0.05080395973583163
VASP,-0.027990631344084378,0.04230223479702048,-0.028407211880402777,-0.06943274555776735,-0.03550344673201266,0.0048971519861666785,0.015843625047857284,-0.02487151259223512,0.06013671465475236,-0.06921948109199044,0.016958269013210726,-0.006275646095046335,0.0839856731999207,-0.03780859741908841,0.021231765659303226,0.07025446806652265
ADAM15,0.03394941686960257,0.018321452479212616,0.015008922822903477,-0.008454480569292606,-0.029699824527130235,0.03843396988805734,-0.07048459862016497,0.015227410382531371,-0.0198365413751257,-0.04202803641774215,-0.000334941057061093,0.03874948153192129,0.07258849227590855,0.057550315318566414,0.06559485727751938,0.07546474905798604
WNT2,-0.023934062470984417,-0.020807495118015214,,,-0.013035648131225944,0.009647074547149007,0.14454912027493033,,0.017987458793719817,0.04945541008630952,-0.012493427833704423,,,-0.021169578428172478,0.04525283635153766,
CALCB,-0.02505065921230845,,-0.020057976248247063,,-0.01959514005981895,0.01420164194352452,-0.016057661650298517,,,-0.01974762445988159,,,,,0.04381157298452333,
OLFM2,0.03432074064132247,-0.018505387317018344,0.025412268365137835,0.04908691585667508,0.006412504458065225,0.004525702592622688,0.08337391248578985,-0.015291436626391595,0.009474405083448415,0.10651644704721114,0.01634974828681116,-0.014379026027746959,-0.024155540372341557,0.1516030687108214,0.02716497563785271,0.06690737011666273
MFAP2,0.04208664942298845,0.027232099956980366,0.04409827512936683,-0.022231020583590222,-0.026221006755318774,0.008515275497255994,-0.058239215982669346,-0.03539325584799571,-0.01822684848682766,0.02856896506410967,0.013965721707981299,0.012324669863306449,,-0.003981437089527269,0.02443074744750436,
HLA-C,-0.002569218640752451,0.010880355260552277,0.01907364103016039,0.017136808986025043,-0.009484237720391746,-0.038890052648275004,-0.14028091886518068,0.050355465670530127,-0.036365648183976244,-0.24792858040278049,-0.10013511441893398,-0.00970612238791311,-0.028585458519521958,0.03624107755487547,-0.04141916025151177,-0.051715569476475064
THBS1,0.07085850466882034,-0.026862216261108803,0.09666987435538885,0.009430521976709821,-0.09535939209654062,0.012865981912267274,-0.04148498900621284,-0.00977141795657862,0.06050065587669122,-0.03148971972491164,-0.029945800842262123,0.025206319541112236,-0.10992109253764125,-0.1590265697624663,-0.039435313775606703,0.10101259193809431
HSPA4,0.027853955202890437,-0.015844078474299715,-0.05143101558671342,0.012841879745081788,0.022003192649674087,0.002313900453525804,0.06483141768046263,-0.010055385155580129,-8.64993176582749e-07,0.1435312797635943,-0.017677715595719304,0.02567779248095748,-0.02477603932030239,-0.011632507647253867,-0.0458081372298462,0.004892887825778482
LMAN1,-0.04788817003449202,0.010346282845019095,0.020353159227387466,0.015124279873360713,-0.07224108079253903,0.005800001054310624,-0.10329177757540338,-0.010371464245011513,0.033577511206438884,-0.0642222384796067,-0.05744612288232814,-0.018361088026559683,0.04586041219349416,-0.07107400558792795,-0.08268566525390297,-0.03441617969877828
LYPD3,,-0.018146372477976788,-0.012779959481113708,-0.014917577151705124,-0.01622252880798786,0.0018443017030823998,-0.024909986138596806,-0.018868924575133648,0.040001277113312736,-0.04270306258589779,,,,-0.0014821998559473937,0.00853891838157755,
APOE,0.0979458968855681,-0.01997818665350963,0.07114117010359697,-0.020482650166551115,-0.04841236382750551,-0.009413469767455664,-0.08378337908569217,0.047029985447760846,0.01619619089861524,-0.24095421705696748,0.0801954608900406,-0.02479878212377947,0.05400058309273966,0.03433621063587372,-0.09872685073302812,-0.19806365267378967
SOSTDC1,0.009123799542942387,0.03892374063775195,,,-0.02025263644966016,0.051494420333247345,-0.013974009343804557,0.09773091485080054,-0.026996600417465003,0.11350056207134869,0.09552923370565301,,,0.05902438805189545,-0.028990908838446544,-0.03576625137136205
ANXA1,-0.0579270888161769,-0.06292565214779304,0.023636420049060566,0.04313508440772599,-0.06393965206456123,0.004752819160985258,-0.15151467074423183,0.04069340553951258,-0.03844804421675659,-0.16428051508889202,-0.06478796538575489,0.06358429566780367,-0.04673945478675778,-0.08986271648881973,0.14946894155691287,-0.0252746384830829
WNT2B,0.07677899183190612,-0.03031453384374726,-0.01800104960419341,0.0183911322596773,0.009288267659105336,0.02059894872425611,-0.04477526279485582,-0.003659990363050784,-0.020425573728030787,0.11087711788470554,-0.021860224850534543,0.09469462255917224,0.12470008442094789,0.016127415499505776,0.06477603669539214,0.06768786440923334
AMH,-0.0043692901653748254,-0.022158569636492393,0.0017401080596506345,-0.02072861274613634,0.07300649537043744,-0.04320848205246631,-0.03294408477567197,-0.005398282172025806,0.027718377130491082,,0.0318985926637976,-0.016905241302240866,,0.05860522431325657,0.013448221817378368,
GDF10,0.15001392183690151,-0.013767275138467937,-0.014377663459212453,,0.04255411339545713,0.0026964519189662164,0.03509773394398373,0.04421130724215393,0.003472574094379584,0.1274850737373272,0.0027048526329265456,-0.02133631306971098,0.12668614155038482,-0.023199621621514257,0.02975359807327927,0.04752066038380053
EFNB3,0.0371599896589112,-0.04542817758443216,-0.04090313616821145,-0.008987630012155929,0.017374513113781312,0.07063656791416364,0.0848201839056517,-0.054824858736918496,0.010665392656449151,0.19652921572909704,0.0988831085740202,0.0337447646110814,-0.07472942242259713,0.017098851736888677,-0.01902285587771694,0.1849430708324129
LTB,-0.028407520846284267,-0.023445061042507848,-0.0209753595520242,-0.01762710064541132,0.05518028238762787,0.0034825990331116092,0.06252562981362884,0.0812322426442726,-0.013564536186914939,-0.032547192081360844,0.03313653854990513,-0.04072786077810784,,0.009621664299396308,-0.003033588237503877,-0.04192616680680804
