,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
TAC1,-0.029447780253665214,-0.008104075587024872,-0.018595221772668345,0.00390867782262849,-0.04714268022903077,0.17546080956006696,-0.1166050636870911,0.02791093087187762,,-0.02918035474299096,,,0.028737344585963158,0.06576421258235966,0.008853180644703173
RARRES2,-0.02963716639209668,-0.04385472855594819,0.0748761330831426,0.013329141716839223,0.045469790026078254,-0.10784593690864425,-0.07937415949085347,0.0606534709047235,-0.1285962155680624,0.030776418210815892,0.1029402136145639,0.017579348520761404,-0.02577901500715294,0.031415716903474326,-0.06473822856058312
FGF7,-0.004592461553021007,,-0.02811764230873879,-0.020628842722542496,0.042635847086420486,-0.04214456532895032,0.058806146154553096,0.03917878053412543,-0.029733339946306454,0.0076597601193460286,0.0030005049051395837,0.020628355552047388,-0.040556128336247915,0.010813159360288004,-0.05367022725069146
EFNA2,,,,,,,,,,,,-0.013763748984719177,,,
HBEGF,0.03730710524794692,0.06460725801036159,0.028156824975823447,-0.01810197142613036,0.1001197878299807,-0.06507953297555943,0.14607817177906676,-0.005817350924161018,0.04104989080488822,0.005988580404809134,0.03353480916344071,-0.022683379403208886,-0.027267039444378336,0.033196517547102775,-0.009715626541760477
CSF3,0.11536113853817419,,,0.03615422057281094,0.11693866477842295,-0.03138291001526913,,,-0.06372477149914527,,0.07950963606736643,-0.023625777591882925,-0.025705216834351376,0.010113581496483887,0.04470652641797553
PI3,0.09817674293234631,0.0048327753623007225,,0.008591602037183772,0.051559726519506716,-0.02443133809352309,,,,,0.09678084327998909,-0.0511232314508246,-0.02964234098847891,-0.04505778718713141,0.008683302591166406
PCSK1N,-0.03934964917761104,-0.02856745822358744,-0.06791158248848973,-0.09483011986623181,-0.02057798273852294,0.053633465408945265,0.056853763063780934,0.0425332374964024,0.02265262452670032,0.03280556839778903,-0.059170413397532116,-0.031262818258206655,0.002156341043934354,0.053765386109450204,0.022149778790348948
NTS,,,,,-0.06443265462367839,-0.03857337150184277,-0.005407488255526175,-0.01968531921133513,,,0.03258175322920889,0.07952637563124428,0.005065766366193297,-0.03605591103087974,
SFRP1,-0.04891725361128884,0.02320413364260761,0.021036686744778887,-0.028729749745382394,0.00320343462638695,-0.011406930839103812,-0.029644843180221266,-0.0274221152220363,-0.010567924620095174,-0.003222853512673429,0.002130987639021065,-0.049663849035556956,0.041015481698826343,0.06641967635003115,0.03513345886752777
CXCL13,,,0.01478634871719442,,0.003553051114770204,,,,0.0442227355112082,,-0.028573196809017435,-0.03536299477439,0.02990083397641383,,-0.027333645097472114
MICA,-0.04867415382907291,0.01648062869103003,-0.0015629097483009066,0.031236939134220897,0.015103592986217076,0.015570961227335674,0.006517508346589562,0.09543017913609278,-0.02142828597246915,0.005371847157661309,0.04619505678966241,0.055506251294459366,0.01664878288569673,0.0982978152111451,0.0075635446708399
TG,-0.038084047734180615,-0.01319325568268736,-0.023650860450432343,-0.031003951751436023,0.09390108211139543,0.07157619702171097,0.05649542996814794,,0.0066274036033546185,-0.0004757559218646297,-0.016902568717013847,-0.02065226087524371,-0.021155788455963134,0.025290358820275687,-0.012680806253453934
ADA,-0.03550492858854481,0.0010338087094929726,-0.04228287131239746,0.01811129227261664,-0.020238033417126104,-0.11423113632252446,-0.010603084291946379,-0.0363548470556629,0.032268981934610995,-0.014108511087305984,0.04639094707919692,0.077723005489669,-0.017602851896908356,-0.010953523038125957,-0.0060109854112563
LAMC3,0.045720213172629975,0.0772521851118696,0.008027087463825845,-0.013977798150249871,-0.05880716288557031,-0.018510101130505843,-0.009717403209706842,0.11898096783939625,0.05971420290597501,-0.0017737021609497711,-0.03454340618546957,0.028765844192914693,-0.029757612657666244,-0.00023514443278863242,0.005614996841276022
CCL7,,-0.005104778061508276,,0.06738598271274877,0.09767461745703672,,,,,,-0.01906532811092099,,,0.07423649111234132,0.008633993841748322
NGF,0.10477068930127215,-0.02818098073610219,,0.04539835271863554,0.06760326068963907,,,-0.01968533217281173,0.08384160596347197,,-0.02201892767319622,-0.013578741042433078,-0.025695863992507804,-0.02348986714887234,0.06588164113770044
TNFSF15,0.09001505835269268,,,-0.024961098083842247,0.0958593433133828,,,,-0.014284189168502676,,-0.018586554056443542,,-0.015962498350009693,0.044687661544943,-0.008744066825936212
HMGB1,-0.005040468711092871,-0.05031601645792777,-0.01923924804302486,-0.07136361434414872,0.017270905589726708,-0.13838093235095525,-0.08335101739819387,-0.0019224460782241795,0.033755282528992465,0.03607826717182787,-0.01906834587343948,-0.06393967864785942,-0.024260970871214385,-0.045597542627744014,-0.019816802555928992
ITGB3BP,0.047419003788726106,0.014511448066102236,0.05787277701202558,0.02910910938464217,0.03281353843773491,-0.09044058776766808,-0.013725023930891981,0.038121997146376714,0.02012029035325369,0.026784382471875805,0.03864700780969374,0.0015560176601257395,0.04209777914335466,0.08017057780240998,0.012823350015484061
AANAT,-0.04933305048539468,-0.020599002178022317,,-0.009225839951137875,-0.022763979651604826,-0.0004101177248285518,-0.012558789265881321,-0.01850710728937342,,0.10744474056495741,0.00948122950830292,-0.01852227828210843,,-0.026995122349239505,-0.02057594946517974
RELN,-0.047457937006922454,-0.026398623569654004,0.009154362002419812,0.022842388419151486,-0.027578074034613025,0.14209696142461356,-0.026329155485684864,0.10383465457926809,,-0.025950750106633672,,,-0.019280968113705384,,0.07908708670873829
IL15,0.0781103932642712,-0.012926916180584969,0.04627841714220354,0.03737531699715661,-0.003288510894544994,-0.0017593358678828904,-0.00980062231133016,-0.023727453035283935,0.010336150308857954,-0.021740058571210107,0.029273257282712593,-0.033580718247939186,0.04857356204703608,0.06201970700772627,-0.011805657424426207
UTS2,,,,,,-0.006689702152073327,,,,,-0.014243134092267401,,,,
BSG,-0.08346917840924575,0.01246768683204637,-0.060617388653213145,0.0009723776419736412,0.033968858865465384,0.12633963256835282,0.1379686371710541,0.08282638077158315,-0.11656539138876736,0.02011012229952448,-0.031131019988769312,0.025806308812375882,0.007798749056173426,0.056975760715771775,0.024394574750698835
ADAMTS3,0.0016435867582520938,-0.035914755577908686,0.01614386512826467,0.04698835061357423,-0.00993756789911774,-0.09581012563320801,-0.026729406048172435,-0.02971806561414915,-0.011169393747271683,0.030996095974351115,-0.03159349378186841,-0.04580053130653734,0.0757293715196489,0.09297206438531752,0.0710792770645107
CD34,0.02320772971342113,0.0683760486713507,0.006414072747252833,0.027594934203302786,-0.058494914171542386,-0.04894875805831573,0.02179899702782347,0.123013768688242,0.0030030348649268067,0.05784699065007429,0.029571797144560236,0.033457862616531026,-0.01613265751649301,0.06324889048974972,-0.08816703752903017
CCL23,,,,,,-0.032210276787143666,,,,,,,,,
PLAT,0.055888860641102725,0.011032811938291876,0.10966202510351969,-0.06603368526494664,0.024110774884483023,-0.0906716995271228,0.09281878468661252,0.045873463353645796,-0.058634867614989254,-0.02106573922532943,-0.11434822333097323,0.009687282895618725,-0.02439666665523513,0.0038039513501968397,-0.008569277554611655
NTF3,,,,,,,,,0.043793314223196815,,-0.05286789519268324,0.041413018571374076,0.016987258869947345,,
LTA,,,0.020610996611509544,0.012955651130449846,,,0.14731970566370398,,,0.00952318722107306,,,,-0.0363313664194997,
CKLF,-0.023178091287248882,0.03365425691282658,0.03555114470072153,0.03301819027290394,-0.009151809775403414,-0.1226547188369825,-0.03835661325106291,-0.05188246775128366,0.0028014712465016583,0.006957736677182371,-0.031058106859067822,0.026128720893122848,0.007208265586696597,0.05073594917770012,-0.013319997472982643
APELA,,,,,,,,,0.0002547536735180902,,,,,,
CD24,-0.04126987036873613,0.019286269641439098,0.0485520703707424,0.044525685982280384,-0.009565467979861048,-0.020681254073862728,-0.0753468349624721,-0.004749544683982423,0.12415092345243772,0.028540556364982185,-0.09000285735870384,-0.004801439504487457,0.0993331395068569,0.0733199994904702,0.019518156600085546
HSP90AA1,-0.03089610654028026,-0.01732231387482743,-0.015013282967382321,-0.024825358188466425,0.008871340568480083,0.12853233017210344,0.019248477473105544,0.014721902376681566,0.07460708630342777,-0.03558596745191647,0.07743667426815995,-0.060894764868572586,0.0024104856268743584,-0.09387562548382886,-0.03320223772105939
BMP4,-0.008598566247459622,0.053947654918964034,-0.018437511715466356,0.029955794469023776,-0.018156174653909174,-0.05062750540587228,0.0165098646446857,0.13423980465780871,-0.003909005719505596,-0.018524777598837135,0.04716831215341952,0.05493677883497289,-0.055313839536322316,0.06974819486635103,-0.04649070307571791
SCGB3A1,,0.05660617686511636,,,0.025740522231742273,,,0.05395616990593787,0.01405872977495471,-0.01516992724332251,0.08265764124463684,0.07019652990224828,-0.03314907220197558,-0.004807856616669659,0.03532532865717537
IGFBP4,0.02451413103184745,0.06533942503971864,0.04265915961729212,0.016017153289041797,0.057427777084406134,-0.05212207283361946,0.05825632351757241,0.03493360503775437,0.002677789719148567,-0.020793942879941848,0.08225744806602302,-0.05048617496426708,-0.028785802406469316,0.03955965808858806,0.012324495714231321
RSPO4,-0.03362381900388879,,0.02007295750320121,0.04834920285077823,-0.00814400328988732,,0.08648285986075971,,,0.048409904154824115,,,0.04267352283132913,0.06510908785942428,0.014455812573119056
LEFTY2,0.02003470605725881,0.024455920817487157,-0.017606528600668137,0.01871026666254809,-0.048564272060794264,-0.055918846290296226,0.00040188945656493565,-0.01968533217281173,-0.0016136806730813978,0.012483108081026484,-0.01618430458825747,-0.01582583843881046,-0.030359830671910615,0.0135619782818768,0.042641168308189994
PF4,,0.00792557154903324,0.026512247272282966,0.08442414883534428,,,,,,,,-0.012615428853229048,,0.0343379172789629,-0.02032454477458385
ANGPTL2,0.05724891498514441,0.026419388812123117,0.007353106041303818,0.005530890455624713,0.02157728775412738,-0.052292525538387445,-0.004845567302766418,-0.000852472675936354,0.02639899679489675,0.034307911979981766,-0.044965367755641666,0.013906449138328251,-0.0051445291870167815,0.029742944276782243,0.04605842864951608
LRIG2,-0.02359764785754858,0.053076628107148666,-0.018883637801770818,0.004918133733612037,0.05212674915433324,0.02750669507782548,-0.05839308385342019,-0.025938626176337486,0.04089598446648443,0.05614367484235163,-0.02158639548700648,0.060664991658267144,0.009555879540843006,0.038167479277464715,0.03319127068238381
ICOSLG,0.04380280014624646,0.038344018272590874,0.013772479897184583,0.05187046276141479,0.07777061683003902,-0.006413107051420837,0.008060716257242166,-0.03954984234332769,0.01493415611043631,-0.055474600161215845,0.017257644462150945,-0.00036598931936505463,0.010643653067497864,0.06535993226933552,0.05412220623215907
WIF1,-0.07824800070290308,0.013394788955876476,,,0.06429966995694135,0.1644277719727304,-0.021097361797130492,0.006918749306086278,,-0.009441728332643107,,,-0.020752775272292624,,0.0355728711463703
NPPC,-0.03143112991878563,-0.026188318783783117,,0.026647070879979674,-0.02541848357133882,-0.00013041151851783675,-0.04115424945894094,-0.02547599825563099,,0.02603781304536368,-0.028461096749494576,-0.02386923712872997,-0.009683162412524563,,-0.015451280698894612
LYZ,0.035625383581474046,0.06531514171205537,-0.018690184375385874,0.03645761014501205,0.041557415437003434,-0.0724516692115333,0.056056253710411945,0.04668470455040747,-0.01854708842557024,-0.019323461490271535,-0.07899591576248609,0.044601290058082846,0.037298848290346756,-0.010287678996042778,-0.039195370658323625
EREG,,,,,0.000503674898764915,,,-0.020250453996581024,-0.017280412397197843,,0.03638054390506094,0.042541396653298875,-0.0278055279165796,-0.02433067023365741,-0.023399571832150103
SPTAN1,0.030717724621912145,-0.026631185252661373,-0.00041570117405451715,-0.034206587777567035,-0.012806598377432258,0.10464072100446244,-0.07822016499711665,0.024720786171289373,-0.014147414121183243,0.00931315231962294,-0.04936687442270632,0.06024489070658768,-0.0043981465861283875,-0.010768826056011208,0.04609162767611329
PTH2,,,,,,,,,,,,,-0.014291848860064765,,
LIPC,0.035708516473851065,-0.027502821039042835,-0.023811784760790673,0.04361590409306732,0.019901206605832857,-0.05238118443956959,-0.01616786066833746,-0.036268194019777815,-0.0025482505851095886,-0.013891923103151628,,,,0.048771104178324066,-0.03169491096973581
COL8A1,0.047197736729467456,0.07572561039138512,-0.009538290625563285,0.014336164626044874,-0.02303168021967925,-0.05287043514977836,0.03505294966441724,0.042644869379563334,-0.057588730984475006,-0.0016332481107133778,-0.07316379393475836,0.05478560562372398,0.04350038002540209,0.07639365762861412,0.04194922360880445
GSTM2,0.07054479359176134,0.041885117957324094,0.025433887775016806,0.0007290717503506642,-0.022456434608037423,-0.02580935131409121,0.06074035335790126,0.03408996082058881,-0.037618398991616835,0.020592641566376878,0.018629070201511486,-0.03899776004525596,0.050882259392062625,0.032938378734365024,-0.04871964878496462
SPX,-0.030181993410066804,0.06817169080700006,0.0036629386866088385,-0.006435103695114388,-0.0476241094784654,0.019692406662299447,-0.06929709275482171,-0.004062377380132997,,-0.03818447044191804,-0.019222542034413446,-0.015663667407575424,0.017462182030679452,0.03804568655745945,0.05034932579908387
MFGE8,0.08801505406013883,0.07448235596342449,-0.026045137620781634,0.03603192373087589,-0.012476488813378357,-0.06567524466655494,0.046805260569683343,0.12683994758308623,-0.12500162356422842,0.03818815841126973,0.027274932712216222,0.05389951016851009,-0.043068207701432014,-0.004654544094742255,-0.04490776909096186
TGFA,-0.022335832548011223,0.01629319364776534,0.008260595620026888,0.0018288701118308456,0.018715681970609008,-0.049239931500046574,0.05237712770769245,-0.017608460381361036,-0.009031470876385953,-0.06925734216042635,0.008464802345912853,-0.001561585539212353,0.05996398396784293,0.03892209135562738,-0.026163483757765563
SLIT2,-0.02380958017428869,0.03609505302709224,0.018993575771186388,-0.03476285313897599,-0.04066061681714238,-0.004375920312457064,-0.01209408189861826,0.0371403526778287,0.02183876022214026,0.03715070307518521,-0.026210606835610977,-0.01829495583028658,-0.008037305835333828,-0.01476520808643969,-0.030322512392149177
PLTP,0.06663555547923167,-0.013610367579582599,-0.0025332144219102144,-0.011840990104017271,0.011669243323505284,-0.07751463241811006,-0.04840866848059268,0.014409134570796305,0.016430782271322632,-0.001733321032889697,0.00200843446774594,-0.03310085163569103,-0.03255540704003848,-0.05461530388469549,0.02652596081331786
APOD,0.0759302882485998,0.004660270882828157,-0.007401519805841778,-0.056872379137850655,-0.054451337532601354,-0.15472681538210675,-0.11210505901047939,-0.0158529259245261,0.00035690557501662993,-0.02667051394345048,-0.0916649372467874,0.035488605278139164,-0.043371090688461705,-0.04116517797638333,-0.04368841345387948
B2M,0.1141175757574782,0.077300742817441,-0.09466612511028909,0.0019006474028215637,0.0830594207508744,-0.15103440526690487,0.012110196375009668,0.004647448626514017,0.04361784287582035,-0.0031412952929488714,-0.02242462005472808,-0.029904562493456126,-0.0533169334917345,-0.03950032416905972,0.0419429250426531
OMG,-0.06379886483765596,-0.0444280619785716,-0.0330873011242971,-0.041429701588588504,-0.05093003167270496,-0.042039912010693896,-0.09294469214762406,-0.04087173273630903,0.0093014166364424,-0.031936447897545926,-0.06716871626032334,0.047760147545917196,0.00400167552342368,0.0703850176443115,0.018936728452705682
CXCL3,0.007745709292803183,0.04901141509694964,-0.03252692688069718,0.07139250306240208,0.10401106132162033,-0.005715202734541784,0.10922116492794971,-0.02850747125865557,0.03757279279769126,-0.01565678093266011,0.05577531712228388,0.027663834820081137,-0.012737154456102082,0.060631288291675654,0.02388410773856373
CXCL10,0.057451535556486875,0.030415681273980134,-0.013510194811860514,0.020294276654622884,0.0793042084058795,-0.1523846861833421,0.015139704247298588,0.008512274032657006,0.06334396390881837,-0.02488051965057255,0.002581891389215705,-0.01692094726070604,-0.030504360382176597,-0.009229573182357993,-0.047076817245100516
RSPO3,,0.0650653196148217,,-0.022712047142914256,-0.030292201683525515,0.1835429749572651,-0.041292411393763974,-0.019481951509157252,,-0.016361034319736272,0.07433630124743854,0.012446364495980073,0.057818833775978455,0.006553809542253697,-0.027140987983947287
CORT,-0.03769822523159145,0.03703693999963541,0.03145716381981836,0.021075863644994756,-0.03676416041716447,0.07185477741812688,-0.015480347114113153,-0.00015290920709116703,,-0.043405315974167046,-0.021739519442553354,0.04904811378331017,0.10669982726504877,,
NCAN,0.07303169034000906,-0.00038279041362769745,0.09440552455584654,-0.06983792738049818,-0.048483564980720865,-0.07488829731282678,0.04538325826364048,0.02473302537444528,,0.006627607530570898,-0.10342143922147451,0.047753405293737755,0.042288184435041176,-0.036609772178404776,0.046191351873966065
PRG4,-0.003857342044709993,0.019740088529462414,,0.030618286601965455,0.09960217654083314,0.04883788359940963,0.07291255227787882,,,-0.019128753698514172,0.021809633420047003,0.0017834582469005266,-0.05323542109828629,0.025014619358225413,-0.02828899736585258
ZG16B,,-0.03003057265509514,-0.019038269349291627,0.10070279199318402,,0.05036850808234406,-0.018678158360328278,,-0.01938439308343397,,,,,0.07276199661997333,-0.017338921174204745
TGM2,0.02446956151575602,0.07601684814281143,0.05368650718072139,-0.01907778089400753,0.04432741351220175,-0.1010374049378087,0.03928376429379608,0.11036220821152219,0.05611184686685031,-0.06523625830958524,0.037946908197305645,-0.00810032283802968,0.021046467585426325,0.005322194798878545,-0.043230892808073275
VEGFC,-0.036915847064291386,0.052355840260432995,-0.024445870999193577,0.027948597458162833,-0.03338672375014313,0.04632197927579127,-0.0036307934697969095,0.0692867309586143,0.023113338479958535,-0.0022279435168420882,-0.024535982022475897,-0.026450804462260592,0.013442661979897585,-0.01945424351741255,0.031104602630139772
WNT6,0.06430064675874239,0.004109251290636432,0.055058053967435364,-0.031003953038736546,0.03262334593506937,-0.029859271442344983,0.021341769893337786,,0.006139676931544776,-0.01703751524051815,-0.01268401486376828,0.06052064402822786,0.01976555874062279,0.06769714754473231,-0.017916307624679155
NRG4,-0.0004179694576985493,-0.0019120664529221247,,-0.027281067507343274,0.006500697173599983,0.02393523191948522,-0.03588376647330634,0.05728706685417645,,-0.022774288269773894,,,0.045221766348987155,0.037979729086778664,0.04932282766612502
PMCH,,-0.022988948596106982,,-0.03780057684917041,,,-0.027339650560113695,,,,-0.01937859365336479,-0.018522277625271116,-0.01697340567648,-0.0019470961215970633,-0.0040753170215169585
COL9A1,0.0010358621802978327,-0.023938907988332286,0.032571722266980074,-0.02849308388288692,-0.015041647017812678,0.030977213666924488,-0.003932049036817177,-0.019969726565629967,,-0.013036020290751661,-0.09637767907061412,0.004242781172512845,0.027795924142605188,0.07502207621725827,-0.051049154763915604
GDF11,0.023926639665800407,0.0406110342317401,0.04831269374932258,-0.028988428126790325,-0.01687301245816875,-0.053335204108780995,-0.019383977809468527,-0.009362275211209326,0.027794824356103857,0.002533844084129816,-0.047533744351972294,0.01707988903032882,-0.02259768691263414,0.03951769812136363,0.00937811675040849
RAET1E,,,,,,,,,,,,,,0.00044643757557374415,
IL24,,,,,,,,,0.05620245262688039,,0.016120115423532512,-0.012414282254084167,,,-0.013889271059691068
SORBS1,-0.010872261410033137,0.037269322760455914,0.03416594864292623,-0.05679755973099865,0.00713851759371475,0.004080251972307356,-0.08283208532338161,-0.007396563215690549,0.012502314735312993,-0.012915977998560044,0.0076686963083606365,-0.017796329390042095,-0.01331602056677627,-0.00745238023480179,0.019414888768684836
DLL1,0.0921189176260318,0.05506189750642971,0.07437459732592833,0.0046905957251590965,0.022416674583134857,-0.03910206101130448,-0.023584139317099944,-0.04008611060043956,0.035289141166297375,0.031621382254339775,-0.033595077244218306,0.017036530868365214,-0.010297096577741093,0.06673845986864427,0.004686834994863492
TLN1,0.03419508593295114,0.04981697965801903,0.019245794051458282,0.002046947442170055,0.020303465429420336,-0.0819003761229449,0.01817822440996957,0.016377517176722894,-0.03379562778479667,-0.006668987297832945,0.012982552491331747,-0.00820814307026824,0.017224882139153037,0.061567975026158434,0.015056280948243296
COL2A1,-0.03571351823985927,-0.015529447160047633,,,-0.019371663408724215,0.005019176026388506,,,,-0.015894847031001906,0.0287868742369156,-0.0323554171760803,-0.014902164035597638,0.11875032685625883,0.019273677367069395
SHH,,,,-0.023293708069239843,0.03316183185481612,-0.0016634059384498657,0.09210866781830261,,,-0.015169925917376433,-0.04300055906515281,0.01379352694085867,0.050091722591319145,0.0210998988532532,0.09377595040731543
PON2,0.013526399374613342,-0.004357863993903707,0.0038525595449946334,-0.08425508165163997,-0.03207253501346427,-0.14420797682505845,-0.008827334410489898,0.03834985063557426,0.026305512655580496,0.01124359317152527,-0.08759617735691072,0.03579513830181355,0.006801086422451378,0.04360449661416328,0.03450940036306288
ICAM5,-0.036323610135058915,-0.019914109348358938,-0.022663557044258858,-0.02815102951777448,0.016590271998324062,0.016123597758170335,-0.013179493018092882,0.03731628877180718,0.09625583101405084,-0.029626045883152197,0.019575657083112014,0.035654462547855294,0.010379183745040179,0.01220224702694297,-0.008378177622897711
HPX,0.06261915468415781,0.022279236499605375,,0.019094852633374286,-0.04154860065108785,-0.0400941088156276,-0.020901348350134744,,-0.05358543531458911,-0.01177300797364648,0.014469155131159745,0.0023502343970798253,0.002804869746052243,-0.027717548803304994,0.005334215177442538
SFRP2,-0.04649693426127375,-0.0032446996448103308,,-0.0265290091549746,,-0.029663016745100856,-0.030549318960292393,0.09798564059401883,-0.04384163201037821,-0.006502408765524958,-0.025088959242901783,-0.0340390402669139,-0.006645621447642935,0.07495123160585396,-0.05531802172365129
CFC1,,,,,,,0.00023985475896373573,0.0805616778995569,,,,,,,0.059938139054439926
CD70,,0.05062854810526306,,0.04190585564337563,,,0.07904691808703153,,0.05963794125998997,,0.025839531719270028,0.07025598535982591,-0.042930427617457544,0.07891604669263869,0.02004723227259458
HP,0.033296202026847244,0.024583891321917652,,-0.021062007177407853,0.03293099591137175,-0.004389858753782142,0.028505811908183073,0.0951655681382171,,-0.01097405065936161,0.02804488066540419,-0.019940661296593647,0.017597089211228732,0.025964838250986402,-0.059097431466399036
CXCL2,0.03772094226083318,-0.02899993830791342,0.029844285348743067,0.030939306803423848,0.11506883642269287,-0.056804057187181276,0.0990014916316139,0.049850815512432124,0.06224520125673576,-0.030024929398614522,4.243075488957156e-05,0.02163372087885473,-0.035642809621382505,0.008743523329654827,0.07271445327347319
NPPB,,-0.027938556320819374,,0.027390932241243723,,,0.03391852052788534,,,-0.01952165703870776,-0.03806564659844694,0.06446932402402746,0.03473160132458436,-0.0262645100041162,
