,MGH258,UKF243,UKF248,UKF259,UKF269,UKF275,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
DCN,0.014494231928059046,0.018052211713584,0.1063876449793407,0.025957128468814903,0.0702608162686656,-0.010586626978797071,-0.0517979802451646,-0.01982949833521865,-0.04127508007633623,-0.048143339734145515,0.05550609299570915,0.05331901371023799,-0.04071878963481767,-0.08915721173904374
RARRES2,0.021436802825015838,0.03888011131697637,-0.046289757762862385,-0.00478158965224433,0.0618215680875785,-0.04707121753105442,0.012185910303510848,0.10838627056153026,-0.023778249638978295,0.01437937476502118,-0.017413897727608662,0.07989603228716409,0.009902985509189211,0.027098987922449608
SEMA4A,-0.025871222082542014,-0.034323077777708974,0.0017660216379808227,0.06860697408673738,-0.026554501753289675,0.022072552686437933,-0.022902196751026987,-0.01672979170741862,0.06940717854579434,0.00641171687698231,-0.05620066221456211,-0.04228155065791491,0.024056392768895728,-0.03319777083646666
GDF11,0.023456361886208883,0.05330969016701154,0.02368029466709649,-0.025722095527970792,0.06030254492496178,0.0684718716369462,-0.028613010932423664,0.01593923647112195,-0.00990818842347309,-0.048350066225331396,0.028592089405214148,0.033803523221790394,0.047974353503422766,-0.007106797785248983
GPC3,-0.02173554763932819,-0.0036777661586919314,0.1402065067033513,0.004006223322421615,-0.02201749238012351,-0.01646481371998687,,,0.028288408082594408,0.025455632805106952,-0.012671730904684283,0.00792306972019039,-0.03230448715434733,-0.035503547352345746
OSTN,,,,-0.01967377970095893,-0.016882218006526166,0.008648030755571804,,,,,-0.019169708173289262,,,-0.020455891143328953
GRN,-0.0009987448126291998,0.008921470651260933,0.08133069546798842,0.007224684892096257,0.07574137678606771,0.010171184886573778,-0.0116260539194326,0.12025561289955557,0.039975897619887346,-0.035951648951202224,0.0603760453373155,0.06478079729013299,0.01312726526768511,-0.027315502353774435
CALM1,-0.0005423437285204308,0.057663605614969526,-0.041706928620232696,-0.03289214162921231,-0.08239620661416848,0.01686633822149319,-0.032346180274912865,-0.055068506743368474,-0.05706919565459533,0.0024918331906875458,-0.038630541136196586,-0.044310453059714955,0.038445880258672,-0.007373240667733781
ANGPTL4,0.00037855919829069256,-0.11677750582312998,0.011112144237868316,-0.0019011047889407543,-0.02057990510443351,0.032597246978811466,0.01273283733598174,0.0023224802937585275,-0.006684064085078987,-0.02188851504875792,0.09859099681600673,0.003926418652015963,0.04770208088588145,0.02288099887308726
BMP8B,0.029694407876480526,0.05876262793031222,0.0527204411235844,-0.01500767900372501,-0.028238266209213058,0.017949943643069188,0.06136251714181886,0.002498730700331246,0.02933205510947342,-0.001305670313464523,0.043911463502048435,0.024422957636936436,0.0738333070583237,-0.04739999321471355
TNFSF4,0.11402493432001004,0.014510276600063644,-0.023602577116599525,-0.010552176218202343,-0.025853786171332927,0.011410961096412629,-0.02916200195742436,0.02150877391717709,0.06756628508387208,0.11535127949606158,0.14676096573629216,-0.02773462710660578,0.029879191249411054,-0.019296804834669588
RBP4,,0.19187631569898497,-0.011808167302686799,-0.019373400600308253,-0.01559319499510945,-0.004747459111488884,-0.028656724518039463,0.07788971094394628,0.11353814723311598,0.10378312701732632,-0.025796482141094413,-0.06744961987257328,-0.0020662570566531715,-0.06762168850394606
DKK3,-0.05087412339404459,0.042407495547583544,0.016321789265069414,-0.07849145666296856,-0.0671014579784625,-0.025543446450218717,-0.04043846009952635,-0.02831957744919157,0.039509288676573835,-0.0061359835476069245,-0.004991119292651724,0.054461855277323196,-0.00791764647379928,-0.032332395367158595
COL11A1,-0.022414799758487175,,0.012139618886602638,-0.02929420853222888,0.022572928340394274,-0.02568721396162588,-0.009612413494820131,-0.04335475812106257,0.0705231089055383,0.06210718150382351,0.034811788202548724,0.0428734316797682,0.014889910451974507,0.037334449683613054
COL5A1,-0.017436502429949215,-0.10799214324130646,0.06981307698266918,-0.015852072312519432,0.1479193958076051,0.05834443974351045,-0.04413192991499787,-0.029299852309211106,-0.051264170399024964,-0.01701280497821393,0.05059800746114678,0.025972926801002164,0.00460326992061856,-0.04804988716846357
KISS1,,,,-0.01528957521882887,,,0.00192328992237435,-0.04913367709197045,0.05770578453481967,0.029439727727264595,,-0.022695770944551608,,
MEGF10,-0.05233457492813396,0.020199899093280207,-0.028539108625935918,0.031415264742950345,-0.021108430740228785,0.022416789633114238,0.01174176533903602,-0.0021368869918724246,0.014176620674450923,0.02936772270063147,0.0204704091540139,0.06427318899095065,0.003227079923826146,-0.02498163582373394
CEACAM1,-0.023239273103691036,,-0.022149904482218395,0.02009295225065267,-0.029373759215617367,0.03261761531082727,,-0.013790167234018791,-0.03443599093520178,0.01682140220273254,0.04226633472655749,0.002085015473071648,0.004196259705126112,
EFEMP2,-0.039048434274590024,-0.011969525177945653,0.0434504397065702,-0.043143031280656545,0.1084433912203982,0.05032489923627193,-0.022046631135101743,-0.03659503006146759,-0.03515399882482099,0.01632088743606578,0.05326210770211148,-0.02603893105694301,0.028376971400968818,0.07178086171145537
IGF1,-0.03150340667566798,-0.03878589023576058,-0.002025851882714764,-0.03413127768809212,0.031118160063251233,0.04976548265857764,0.016123014293209417,0.05679661083194328,0.03706149419510199,-0.00623364980244211,0.005786506133688118,0.0033309239410678577,0.020149436060437946,0.008800823453096558
COL6A3,-0.033065529292474444,-0.014134469059568883,0.03832670818451916,0.0035860643604101647,0.06633487942678422,-0.0006640476849607428,-0.02389127572644914,0.0559774951988797,-0.025991850035757182,-0.008254914864215552,0.06908686660792597,0.05053426874930394,-6.278880016554424e-05,-0.11002958381549098
RLN2,,,,0.08240124033471206,-0.018737665377258298,-0.014698765576698075,-0.014719442434876094,0.0474724132987822,-0.026550403475828082,,0.031369369201545365,-0.01892667381594515,-0.02506576434281839,0.0684064118026029
WIF1,,0.003856921584286268,0.01155763129841945,,-0.022458086923514246,-0.012705502195186735,0.018723562099601198,,,,,-0.0033306622965243054,,0.015016317329090928
IL13,,,,,-0.01608450185215255,,-0.004403662374417523,-0.04575426345764384,,,,,,
PLAU,0.030991806997946243,1.59221584573446e-05,0.0753190910915975,-0.05486470480463897,0.08903836280856958,0.07324810839782515,-0.04585913086244291,-0.00640064279394134,0.0454883091490115,-0.004178230007892312,-0.0009911217182205674,0.04762802961827044,0.016323821606397497,0.052317946720927634
CXCL12,-0.002316913249612063,0.008074722942578563,0.09471084290254148,0.050772299501579264,-0.015646297726970175,-0.006111701938817494,0.019564802273042716,0.08764668516076048,-0.03578147234422354,0.01582932609993593,-0.0022339788309265695,0.0396707745286437,0.03948833838953005,-0.07705631324129134
MMP9,-0.03657853800143721,0.09084762772980765,0.07249748008825217,0.0025567308729923985,0.03821652001940282,-0.01934951482150693,-0.034070689164093275,0.038326545800798265,-0.05707588118918359,-0.030134424279023176,0.04836421803567367,0.05447028143187135,0.04775865296513778,-0.07728871518330437
TNFSF14,-0.01101385610636243,-0.007759463404610347,-0.023031278861811055,-0.000354666103925442,0.007344406911296446,0.020983131968274345,,0.22285806517674256,-0.036311777094167434,-0.00381260478775514,0.03121647877477931,-0.024916314609648774,0.031847495060110115,0.005342276479468628
HBEGF,0.003213088190477059,0.10468129780702218,0.027550671057496024,-0.004041414698557762,0.05753833112052097,0.09758698831714371,0.024208731761661894,-0.09387464931593216,0.010794000346488622,-0.019641905838946153,0.07248315143231676,0.021444068064664243,0.04687457738130868,0.004034661710987808
NUCB2,0.0023880782326818014,0.0025363565000421835,0.005833672382942131,-0.008943974737738874,0.030892482167270988,-0.0032816154926463893,-0.032816237265880774,-0.08828568843397828,-0.03865117124625255,-0.009622669442772078,-0.03492129306978724,-0.0026765281987616244,-0.017442566972681282,-0.04489773702257164
VCAN,0.06486881830860454,0.10423012131766846,0.007644439823028276,-0.005706528460313083,0.05153058377600243,0.030114450354280425,0.011598328299306968,0.014403970480824313,0.011613580581866755,-0.050842701290181404,-0.05503935466352506,-0.005445461690987324,0.008549145895937582,-0.02132371331417729
