,ZH916T1,ZH916inf
IGFL3,-0.015954311228631207,
BMP1,-0.0013781431750590869,-0.04799261168431678
NDP,0.0366967630166117,0.03641849273212917
TNFSF18,0.035434041753152144,
RTN4,-0.0988322058280504,-0.03912963611139665
HEBP1,0.07096254939567785,-0.04640521262373102
WNT7B,-0.03405313246199556,-0.007976755390780842
PTMA,0.019979491417139696,-0.04926334706691677
FASLG,-0.013837168685699923,
CEACAM1,0.1284372722559376,
PDAP1,0.050932746396079046,0.0027949416470636197
QDPR,-0.008232544466788706,-0.040176595599311915
POMC,0.05580227523943034,-0.0808134738771603
CCL17,-0.01254183922807324,
TNFSF13,0.019666936104088293,
WNT5A,0.023000122437484005,0.041338710816902206
CXCL8,0.036345352586191,0.009679484564386737
GRN,-0.043749981745903645,-0.02791567353707983
MIA,0.022526486462728663,
COL4A4,-0.024639304947047296,
TAC1,0.034370549859689174,0.08366317487935335
RARRES2,0.04532979883448919,0.018536124321243037
FGF7,0.07639180835909996,0.03961739400752648
HBEGF,0.04300910585058631,0.04056685605462858
CSF3,-0.013204621900097252,
PI3,0.06501311564643097,
PCSK1N,-0.016650573172395034,-0.07952614736733689
NTS,0.0017167423124400149,
SFRP1,-0.01909985333458078,-0.08426939877071324
MICA,0.01922354954540711,-0.04837647583915029
TG,-0.025751531386191216,
ADA,-0.01925495412901577,0.03409206701717094
LAMC3,-0.04138018378811849,0.05204110512708989
CCL7,0.04593904387410769,
NGF,-0.020154587160050953,
TNFSF15,0.08953641570406293,
HMGB1,0.039537847716431505,-0.0006681849145516789
ITGB3BP,0.040521186778331934,-0.06779587418950524
AANAT,-0.01464029630362831,
RELN,,-0.026865211883300242
IL15,0.016310729584077803,
BSG,-0.0037406993383885625,0.07673989101000583
ADAMTS3,0.03627015069066489,
CD34,-0.014398808559170839,0.06260674352168359
PLAT,0.0060461240710785995,0.019675221042404416
LTA,0.0007141276620497189,
CKLF,0.07174406336139158,-0.04855869611848593
CD24,-0.032049122253676995,0.12190098766691737
HSP90AA1,0.026384289768617397,0.11896842370071284
BMP4,0.10980099976067331,
SCGB3A1,0.030122327050857614,
IGFBP4,-0.032952200457298624,-0.04917320603208654
RSPO4,-0.02598702872395453,
LEFTY2,-0.026081114336165293,
PF4,-0.01970362791951157,
ANGPTL2,0.01468911169099845,0.05080995993003636
