,UKF251,UKF259,UKF275,ZH1019T1,ZH1019inf
HSP90AA1,0.04016209283981105,-0.054428074464837335,0.023540720838415376,0.047928368274679764,-0.0865557273539063
BMP4,-0.012779958305916658,0.038090684944200794,-0.000312662853004553,0.11605568172198533,0.07589039850280058
SCGB3A1,,,,-0.02957527545573913,
IGFBP4,0.013952213499749943,0.007953798003789486,0.06265520473811427,0.08160231654156025,0.05854026152307997
RSPO4,-0.019489735583127124,-0.02203245666751615,-0.013477029757715937,0.1023648996882577,
LEFTY2,-0.012203962492385409,0.03491842056782046,0.02995888714576524,,0.0006274546459143568
PF4,-0.010966477549302144,0.04821901651498521,,,
ANGPTL2,0.004008937083557033,-0.003021564470321439,0.005517900613669578,-0.025031832767700782,0.04400045252741781
LRIG2,0.007533871754346518,0.0470342104241545,-0.005323651550619821,0.07334628733593462,0.024218034433112504
ICOSLG,-0.00675653954615593,-0.01649174761399321,-0.040756069264116616,0.054487006536798915,-0.027474812621199933
WIF1,,,-0.01039990465138052,,
NPPC,,0.06036632128166186,-0.02028690954289496,-0.09855876660422595,0.048765070559768926
LYZ,0.05876379532876378,0.040433211232335294,0.04502455287869521,-0.041725404963338916,0.03754312946015609
SPTAN1,0.014275253968244426,0.03417992961926133,-0.025326127336355895,0.008358200917850814,0.06640115534270602
LIPC,-0.01650513481041437,-0.01760857255893391,0.01971601495243484,-0.033588815149510766,0.06931441599738221
COL8A1,0.01951925184092395,0.0567885337248345,0.008712863734300457,0.010869757955960896,0.10470117662856022
GSTM2,-0.024030384736872582,0.04010739889501917,-0.0044081673465564885,-0.10615899580188569,0.07307110581441359
SPX,-0.00035050670679550433,0.03338095277505567,0.02829870816610769,,0.0393246373643311
MFGE8,0.015062704545786192,0.018491034645853235,0.0031179549455477265,0.0035923728230620685,0.053946070933370484
TGFA,-0.025646777123226338,-0.01723345662938937,0.021722251380403707,0.044302304782442396,-0.038519555497077924
SLIT2,-0.016622350810958926,0.024531365063295358,0.012408469285920551,-0.020068123997784397,-0.02124695116045314
PLTP,-0.008625393906095668,0.032859816248690076,0.02164337278131508,-0.10970650488636272,0.0868484259616024
APOD,-0.03778438425861086,0.017720888428955774,0.010026693179679953,0.05975589055580489,-0.09891461852959378
B2M,0.0005750092104896517,0.03546902705515585,-0.034521389377697415,0.06370003773467911,0.03390199694779367
OMG,-0.057831765058843104,0.047268926450910416,-0.030900267950311283,0.0284564528925693,-0.03879527133754647
CXCL3,0.0064024283983588675,-0.044932196112958636,0.045278190856137504,,
CXCL10,0.0033557036486709674,0.02032386702877357,0.05923275085214453,-0.027645485659004876,0.015009344029907407
RSPO3,,-0.011379006276664275,-0.020355016207720004,,
CORT,-0.0195854344553293,-0.025518295313992558,-0.038995141814607455,,
NCAN,-0.0182587707087273,0.004013611747511702,-0.02501353870464987,0.027509030596107004,0.0481129827624179
PRG4,,0.014278976595377165,-0.0007919131717776456,,
ZG16B,0.03595723191257035,0.00859300391198495,-0.009207362886350112,,0.05864136236560477
TGM2,-0.01803054661623549,-0.034883718576720533,0.020727884169138226,0.0749954892534621,0.0907626770444429
VEGFC,0.061218605513773734,0.023931161953771665,-0.024793156636533472,0.053933678530602776,-0.0065954317885709305
WNT6,-0.012203962812672341,-0.015533349944602107,0.0750453894114133,,0.08952574901412151
NRG4,,-0.013668139927976941,-0.0023427903194150994,-0.052603352680888775,
PMCH,,-0.018938539468575998,-0.013477029107303687,,
COL9A1,-0.019240479639714092,-0.014275374575648661,-0.01307329182661016,-0.03889008742143733,0.11251289584339441
GDF11,0.017410957135739744,-0.009035125721870001,-0.021140872829110778,-0.04006028853690391,0.01908332677453553
SORBS1,0.004643411137448108,0.015818540402352317,-0.019247236491306108,0.04613228918052198,0.046977888126535645
DLL1,-0.048365818875115714,-0.012798802099996117,-0.025640613407431335,0.03799433255881132,0.013434074497760025
TLN1,-0.004812355070863486,-0.021858440340822953,0.047035500253210565,0.02667216403565482,0.02976657311038225
SHH,,-0.01167042533237076,0.012247953378788971,,
PON2,-0.0035475032758960547,-0.002945602632027914,0.024713910105966658,0.04581329283438902,-0.016023212135505276
ICAM5,-0.01570924095177265,-0.018189186202707146,-0.029917175331911218,,
HPX,,-0.00670806607084479,-0.018068879011719927,0.02041969376931457,-0.02605564905580763
SFRP2,,-0.01329134973120726,-0.015059229083082064,,0.09238115839103556
CFC1,,,-0.011587553860601155,,
CD70,,-0.02259151278298316,-0.021614845126211788,0.011523485309804548,
HP,,0.053735211146651855,0.007637494492670335,-0.09974110358624472,0.09194240420638845
CXCL2,-0.03097898668234324,-0.007602967442116157,0.059935794365301734,-0.03284580521951432,
NPPB,,-0.041572777822710474,-0.010146533410954308,,
CCK,-0.012517665169847923,0.0352739120416299,-0.03615741274121742,,0.04847233004586253
SEMA6A,-0.012283208537096413,0.020317878050244143,0.019645848045240902,0.03703313661048524,0.020038021366464976
IRAK4,0.04982874154948616,0.03119330193581135,0.007794221800688376,0.044611649066706276,0.12146473832994013
GSTP1,-0.006369783196619344,0.022670798447435546,0.006605864679702736,0.11362905792808538,-0.07890457744018055
VCAM1,0.020276974855440208,0.054946722277840046,-0.014269710004287705,-0.014689392346627275,0.06364539702616694
NXPH3,3.393270453819199e-05,0.01743384491632991,0.0077028644778715195,-0.05982730746512388,0.05048962362660256
MTMR4,-0.02504575056878393,0.08129934228412959,0.05472741546625029,0.022266996763189363,-0.0064279432202116625
LAMC2,,0.01965894668350969,-0.01277335357465853,0.07599120769611915,
IL10,-0.017480000604705042,0.0534039472615006,-0.007817146908575443,0.00615225882409627,-0.003301244730319239
SEMA4D,-0.007913842129277026,0.059889268817959224,-0.013908170770058273,0.10154899571562671,-0.012584484153265622
TRH,,0.004194120994414765,0.06239802306148451,,
SEMA6D,-0.052192166614736024,-0.0016849921716956603,0.011329602799596635,-0.005056108131554811,0.08948210978632704
CEL,,,,0.0350257752388882,-0.026892118120730696
PDCD1LG2,-0.010807234545507445,0.036844876546713666,-0.02597689239574752,-0.0314228697686595,0.022080706799676515
SPINT1,0.007288990409342674,-0.03252122114849518,0.030157585288034132,-0.014936922908237053,0.06755339255627732
CTHRC1,-0.01830732140456084,-0.024876949628684076,-0.00947970240975738,0.020298800955293145,0.06667909698945446
PODXL,0.016268017888698437,0.0008623178368724093,0.05533371756150957,0.01523494817288373,0.07744867070287145
JAM3,-0.02182191193449206,0.006627755204203303,0.030138750235067135,0.029126065349068576,-0.07161907277240924
TGFB2,-0.030229815206777817,0.05774550788030442,0.08874400109268211,-0.10074828142127706,0.12579197739222467
COL18A1,-0.027471686711900613,-0.03902981480858686,0.03471815987912174,-0.010425188293731126,0.10455797246166487
NODAL,0.09902499342482919,-0.022983831539378156,,0.00413974237695138,0.10273802739458776
INHBB,0.023935889321546278,-0.0013342575072773498,0.032063719746186825,0.04238276613796413,0.03791247876101241
ARF4,-0.011175221456504585,-0.03943631790673812,-0.04675227732363481,0.0313507899957337,0.0151422720033936
CXCL14,0.03862524786993605,-0.07522278339457512,0.07520792318474119,-0.017565935707710645,0.08353279237681088
LIF,0.027860268609045873,-0.023669432205845466,0.05402816639590933,-0.033195901535739335,0.03410478035845678
IL17B,,,,-0.01132293798760975,
MATN1,,,0.042578968525510554,0.019121591610273943,
ADAM28,-0.046821564849525515,-0.008390473268013813,-0.014111641450805646,0.049700843431986295,-0.053701989249539714
TCN2,-0.040429997770271904,-0.017040704510090418,-0.044528661019018576,0.025252773026387072,0.06993299353098617
THPO,,-0.01131104673028474,-0.021092006536040694,0.16144363025972497,0.03288510229515766
CUBN,-0.016016302419186956,-0.04453759726794031,-0.020669265509552774,0.016873100522406658,0.054688488036864054
TIMP3,0.0206029493050029,0.0493025023978124,-0.021585730265673325,-0.03987811507326284,0.021540155316789822
PIGF,-0.026766269422372643,0.03720006715525139,-0.03989453803882047,-0.008792828429408126,0.016514699735069634
CRH,-0.014751819203611977,-0.013163501149046927,-0.016173620565533422,,
BDNF,0.08296389964964432,0.0021256387872678134,-0.042456786298677475,,
CCL5,-0.0016442302758468092,-0.03292063265778219,0.030596882406384692,0.021174191540944656,0.01860212244628703
GAD1,0.008218918292948069,-0.007167778050481449,-0.025333871458287457,0.00807277127734756,0.023376216854433442
COL14A1,-0.01840840880147124,0.007839894516017363,0.0019994369896683965,-0.022334481163402652,0.09645931307200233
HLA-A,0.0035384627822517578,-0.01455064897998181,0.038629829373061836,-0.045631547483323584,0.0907716594789142
CD5L,0.018290562530350822,,,,0.038424098779915525
FGF18,,-0.010458303223228521,-0.01100895923966196,,
ADM,0.01845501417224472,-0.027812787206218628,0.05228264741268174,-0.06048686995033954,0.04434683995597347
GNAI2,-0.021551797775072167,0.039686632799827405,-0.008199522764392978,0.024476471651136297,0.07121327601943034
HDC,,,,0.012571062814448303,
COL11A1,0.02255247973320611,-0.03716116595484398,-0.02102589664355989,,-0.05911205554993837
NUCB2,0.058517311203129446,0.007683453759441267,-0.026850200887361488,-0.0761227638867924,-0.02921735595430926
CXCL1,-0.01582517413238202,-0.01729594701892692,-0.02324728570540762,-0.008743132203007695,
VCAN,0.013940337898359752,0.056105913546317276,0.058414604161432966,-0.06909957885288866,-0.02577523553805288
MMP7,,-0.0207918182113313,-0.01014653335551743,,
PTPN6,-0.023810116779233607,-0.03360927719182701,0.01939952739912834,0.11180441734874766,0.0793197872020273
PTGS2,-0.0141231377850067,-0.01372791002778131,0.01687894818427598,-0.07552290190528288,-0.04548332746852081
XCL1,,-0.011379008191774074,-0.016665301388947333,,
CD58,0.013692302506886942,0.050073188000763436,-0.0131553929241707,-0.08500958549378725,0.07788469421498316
TNFSF14,0.14209040153763072,-0.017341683801217655,-0.006208851622011548,,-0.011018467439913407
CNTN4,-0.012920166946754257,-0.020450124920131478,-0.02810851042661722,,0.09110151446179118
NTF4,,0.0059622727105827006,,,
INSL3,,-0.010458301171893385,-0.011700020127453891,,
BTLA,,-0.016600502284145956,,,-0.04205330944830002
MFNG,-0.006444022170959016,0.03638671948123866,-0.0008079070227043732,0.06111091281894611,0.048210833559497165
ICAM1,0.011927846117531612,-0.054471545374601,0.02164800391193554,0.006842841718966058,0.08562187104588334
PROS1,-0.05374798168322869,0.002327745631344444,0.048536887232193494,-0.03826133444272376,0.09907937585622485
CLCF1,-0.01305519176111049,-0.014162410339934406,0.0017403568290188175,0.08165771235335287,0.09093591022163605
PSAP,0.0017557378508491943,0.026456547375560125,-0.06713472668713824,-0.044890875262719,0.08013089795234399
EFEMP1,0.08864896505656222,0.010750291377463864,-0.004353891221144629,-0.07801566944841434,0.12258585718207626
C1QTNF1,0.05583964202169868,-0.0018680957675134536,0.01717167473077564,0.046158175472781636,-0.011539668888147904
ALB,-0.021772642379463802,-0.018567220622447454,0.07446307774903828,-0.07027627497002571,0.055620108372328045
EFNA3,-0.03777582198801493,-0.026939541521142016,-0.0032508927190515115,-0.013246878892143939,-0.021459183779452846
DRAXIN,-0.03041098471848792,0.03833383155619558,0.053206274087667434,0.030642933136134972,0.06323825645233874
NPTX2,-0.008709536944362373,0.006396054552146614,-0.025871591714907112,,0.08525889343972373
FGF11,-0.010638903273776755,-0.00348336072892333,0.027035438826796324,-0.0430101219208322,0.045506079863455985
CD59,-0.01976967914927755,0.01804336156029165,-0.016804463507408076,0.041054218188525796,0.023215930969177265
COL9A2,0.005780612885171911,0.004988793423001622,0.002108197595988439,0.09133239420565399,0.022005361116091353
DLL3,-0.00138253493800763,0.044085026002056514,-0.043682054637575685,-0.027243395858679874,-0.008887113413837761
LIN7C,-0.05534784858033416,0.020282640022329598,0.01921011956354453,-0.01000297239596122,0.07204960488558189
GDF7,-0.013864258517788376,-0.018660662599883145,0.052028705304128675,,0.06608023512090296
PSPN,-0.024979725060878505,-0.03656472168071145,-0.027326958002552883,0.08707156076888782,-0.009626750819903513
ANGPT1,0.02684979951638021,-0.04858854172244243,-0.017215958277380778,-0.06981162125716668,0.0629115220424406
PNOC,0.03700141433103027,0.040209540105841615,-0.06585718609633574,,
L1CAM,-0.03272715504363128,-0.03658697521393138,-0.01774096313125743,0.04791828942348124,-0.015571986652074316
APOA1,-0.019200136806870636,-0.01628707612791869,-0.015235461516399809,-0.0649617021847677,-0.00044686234548917044
PSEN1,0.04106826825828404,-0.0002937606437190369,-0.04553838957406083,0.06073876989505024,-0.03338453022448799
CALM2,0.018196333618258082,0.023446830227592787,-0.03399998493042348,0.04100975999768172,-0.03136837227707973
CLEC2B,0.009288649293919605,0.03820180759688839,-0.02301141945761029,-0.017507121308134182,0.018439003593451048
NTNG1,0.01238396658357046,0.0377273955605855,-0.012293962810058146,-0.048590445843393525,-0.0365861448080433
LRIG1,-0.026377386430816975,0.0260811656748531,0.006884633399825049,0.031838102052853944,0.08774714150174646
CPAMD8,,0.011222886059774038,-0.012978023690282304,0.0013988915768674856,0.11679369146755898
GHRL,-0.017585314634548127,-0.0055880277043702615,0.049971399529113635,0.007348282104335725,-0.028072608135050522
NPY,-0.012786552549897648,-0.018113595364254696,-0.029347855440515155,,0.03139999362992604
MMP2,-0.053528686497447166,-0.004078685419922771,0.061531796385694205,-0.034652044600270285,0.007664900929392472
LHB,,0.06910568190122866,,,
PPY,,0.012534672972605769,-0.009484823939769838,,
ALKAL2,-0.011128338984123248,-0.010617077091287744,0.001431753942388494,,-0.01007490054127476
CSF1,-0.0010370686000366063,0.03749324772463292,0.007946527724640157,0.012632531453692624,0.06363558001625634
SEMA4C,0.052725221698975214,0.05084571195434989,-0.04645002727397254,0.02488419459627218,0.04143242071644422
ICAM2,-0.009726520190253248,0.03816772441410001,-0.0023515889974908,0.040595477004739006,0.026748938864423682
SYTL3,0.06167367745098603,0.0011786474927455185,0.05767313640386909,-0.05130287874212837,0.013040179207809241
IL1A,-0.022205090356834635,-0.03649164207218123,0.026991037932164584,0.10590550459079108,-0.014627832554330946
HLA-G,,-0.011379007164154064,,-0.03688905959447053,
PGF,-0.025080350334019227,-0.006738897165060832,0.022590487595355507,0.0781443131016037,0.07733168453113563
LGALS8,-0.03735545693056629,0.020773389071179822,-0.006422874034923379,0.04207826930408155,0.035592096326626625
DKK3,0.02344416295662759,0.014746774034500419,0.013928040823236423,0.016247783373127433,0.07014516831988159
COL16A1,0.028605718457164402,0.045203875496887175,0.05942737634549874,-0.07960428591365883,0.06634735496596174
TPH1,,0.007311724186704012,0.04327336659203252,0.09688180415270359,
TNC,0.02424337697163914,-0.0045458301433710215,0.027531085141705873,-0.03748370959122315,0.08865476750481995
TNFSF9,-0.018609119763996138,-0.0032202432925235577,0.010032598406378756,0.15292672420918865,0.1396365160624804
C4A,-0.010966479257987535,0.05473430926189273,-0.011243783034103408,,
CNTN2,0.00966839185707147,0.007441588703909912,0.018419780559059937,0.006457249611677883,-0.033001496774557756
LUM,-0.01616840714201793,-0.007778224026657794,0.09235110164518653,0.06806897501053417,0.038856635584630206
BTC,-0.017160592289648075,0.002081782596760142,,0.011355974608942818,
APOC1,0.009099897251476715,0.10038757532614793,-0.028220203627985597,-0.0015625363603202513,0.08445777151594244
PKM,0.00015521045954342033,-0.06447186542193606,0.0581851671897634,-0.06503824662528797,0.07080574599937574
TNF,-0.024350144494678715,0.12421706670504452,-0.025651887218493402,0.008364621938899478,0.0700990615136451
GNAS,0.032391052550620754,0.017972217576115942,0.01223494214079432,-0.049912961082851114,0.008358584584656867
BMP8B,-0.03037884664516879,-0.01649662930159614,0.05071167775006392,0.028179685241453825,0.026496734485896723
LIPH,,-0.016181371187437416,-0.009065562799080747,,
CCL28,,,-0.013959475332400205,,
PTPN11,0.07983854745046882,0.033235246461669206,-0.01628023719998589,-0.013406642003436268,-0.0679884845348761
ADAM12,-0.01305895737471271,-0.015561481542241499,0.06460403078997745,-0.05535502693959375,0.0952621879032089
EPO,,0.018296427180519454,-0.009484824353784277,0.023540448218759363,-0.04284032608983223
EDN3,-0.020367386061236795,0.06534860310356701,-0.01470100995837188,,0.05018156773089793
CCL22,-0.01386425818205983,,-0.004940573752031903,,
CCL2,-0.050760076862478506,-0.01555925161877204,0.008263354698715612,-0.048805547676586354,0.0749131230312265
DSCAM,0.03878652827255118,-0.02207629912188697,-0.019485530320121024,0.025456217354961095,-0.03441546224441344
ANG,0.0031378096257719313,-0.021333083048596886,0.04808900743248856,-0.05395378328389404,0.10386911880345234
FBLN2,-0.02521256316644194,0.047308365362097315,-0.025038355148353078,,-0.04721457902541252
VTN,,-0.021212257289346753,-0.015582501247763775,-0.02826906155722403,
VEGFA,0.009098026819188067,-0.07961822223860188,0.015598580498193654,-0.10452802561870882,0.0435784040643588
F10,0.04530034510150045,,-0.010399904904055344,-0.04941621208309397,
SERPINA1,0.03753524157125144,-0.044589108849889175,-0.024386453900647427,-0.013960636074901158,0.0273578334189207
VWF,0.05904961663851901,0.015048467227541855,0.0268762911354821,0.10321530615136304,0.05702515848743974
GDNF,,-0.013418050393108753,,-0.016764460345834738,0.07826236527946331
VASP,0.04851985031444971,0.021929550117033233,0.008450823477958771,0.06494493512697093,0.011354164839963507
ADAM15,-0.04853477517160544,0.03806776953901651,0.01600833680665092,-0.07377498534864849,0.07551477700462296
CALCB,-0.020057978253745366,,,,
OLFM2,0.019139492071864894,0.05019701710120613,-0.0009666903129596836,-0.011371140091143473,0.1018747373573944
MFAP2,0.03811351773171026,-0.011137327220713394,0.06505216238454375,0.04809159532207854,0.09752038358796022
HLA-C,0.034492639674500586,-0.001770211483144961,0.013309277689863338,-0.11683841926044934,0.09866860992911837
THBS1,-0.007759234838592928,-0.0018250552558968726,0.05279782795953428,0.04506144389477043,0.045585202042793316
HSPA4,-0.02041923305138607,-0.026760221278390367,0.019838632216233023,0.019402546575875337,-0.02847374796899632
LMAN1,0.024705617405756827,-0.03632899658020912,0.04410839665262043,-0.06378823933268582,0.04093161628986241
LYPD3,-0.012779960758918943,-0.012094977565951556,-0.013279517005762067,-0.02948614442809454,-0.013172549449805247
APOE,0.038968780109480905,0.02649275974990393,-0.027970120974841212,-0.006908663328393382,0.020314554054023125
SOSTDC1,,,0.00123307354156228,,
ANXA1,0.04875673033414713,0.048080120219173614,-0.0013747213594139092,-0.03326330551510903,0.1393823928594245
WNT2B,-0.018001051404029744,0.024896079055046486,-0.02469647686576413,0.08710762237160846,0.046046929864224005
AMH,-0.01716059409487007,-0.01680648965902344,-0.013671894150653438,0.02015130243859287,-0.056448193020782904
GDF10,-0.014377664896764245,,-0.012773352891005207,0.05816320496560221,
EFNB3,-0.02162813348376521,-0.003372027845786001,-0.04002122029636667,0.10002630940610542,0.00772582029010329
LTB,0.010797303098108266,-0.02865806125139488,-0.016502861539279563,0.06442985857590412,-0.0036431910846885557
ANGPT2,-0.03273263802622221,0.023427357196069528,-0.006804020464058178,0.11064557915873896,0.12808491662132998
NRTN,,,,,0.035957955428376855
ADAM17,-0.010429195172247796,0.013296937698918244,0.010456522168817524,-0.013156981503867066,0.01287052425774064
LRPAP1,-0.0011387268313086088,0.02103596887955607,-0.05150556482184187,-0.06887970884711626,0.04780860964505194
NID1,-0.03281450634026886,0.044501793464435474,0.01243257406427159,0.04532260772423374,0.15729890486623754
MST1,0.0013573125974011833,-0.027411081202574374,-0.020687498398761033,0.033695395945220266,-0.05528802106716146
DCN,-0.002875767107779689,0.046892177258891644,-0.006833373157302803,0.0807156022757479,0.05022475026933341
IGFL2,,,-0.011243784223832437,,
COL7A1,-0.029359217880632046,-0.04303317123716278,0.022140077629791657,0.009816769447927668,0.05225395165824069
CALR,-0.0498266415820379,-0.04279289065782963,0.04166637577613993,-0.09221576254327596,0.08482528305553944
PIGA,0.023773927890360296,-0.04081013449636813,-0.037885765380718237,0.025076170335906645,0.06610277000167454
CD200,-0.02214632595661762,0.044097707958849756,0.02893938202803159,-0.02817923737276142,-0.010319402156665745
GRP,0.014370278709380544,,-0.017457335551147774,,
CDH1,0.019161453764189047,0.024781185910841826,-0.01941060145183936,0.08143486406401415,0.02863506434328331
LPL,0.020163685717304074,-0.026394042278322732,0.05745019017044288,0.017478885687073478,0.031020547228559896
SEMA5A,0.031025431796579867,-0.01235295918787224,0.05148714121466736,0.03323695452219594,0.059860967204809414
SEMA7A,-0.0029406498998031374,-0.04482977188304448,0.018110170278809564,0.031915162790250196,0.021536837811807343
SEMA4G,-0.019870133461412948,-0.028579380695750733,0.033334903294961374,-0.0913821477851368,-0.061492532364673246
SEMA3B,-0.05263981835462318,0.018751162795347574,0.02871419152911595,0.14220987613623176,-0.016713222959003998
RPH3A,-0.03683762472244249,0.029033649297106653,-0.059196877502529936,,0.02776421199020164
JAG2,-0.02902497972498683,0.05872918484404377,-0.012398719745651406,-0.02499842828966684,0.10136770344677648
CGN,-0.016615998748336934,0.0033796695545646946,0.05223867310764588,-0.05207476809501449,-0.03285816635423405
GDF15,0.014790447368888592,-0.008170489093574899,0.029923013736563156,-0.04011653621071403,0.12620294335536394
SEMA4F,-0.03150562869799194,-0.02824214061029709,0.013915270163020967,0.028610417972761013,0.013209198132030697
NXPH1,0.00966295607934846,-0.012888018995321203,-0.007512434731300093,-0.024815379418353725,-0.002210138678942383
ARF1,-0.008601762002489622,-0.01936096275125326,-0.01824432485425787,0.07843064863445998,0.07668291940675738
EBI3,-0.021488738396267425,-0.04083579400185465,0.014536580444299695,0.06609080729392969,0.09646303025121461
TIMP1,0.02692986847309377,-0.021239111818863763,0.044607487450255355,0.00812418325628271,0.11916316277046778
SEMA3C,0.009400351770361512,-0.025230914719169734,-0.015033976387144949,0.06641448023780122,0.06853813591776393
GAS6,-0.001964647951326119,0.0074736941202893144,0.035420115323050526,-0.09500535876492852,0.045394101063691995
MEPE,,0.024144586461167145,-0.033472080877253695,,
SERPINE1,-0.04793385154897122,-0.057960559707243814,0.07467548609921183,-0.04451096741187842,0.0677159492774493
RSPO2,-0.01910274928376188,-0.013668137611489176,-0.02244306518447938,,
SHBG,0.052071178360035726,0.0046278524786612235,0.038196807037855364,0.022117471757765572,0.1277931010285262
LGALS3BP,0.05119777566857228,-0.002386053451818938,0.0032815444137251487,-0.002979125659377838,0.004601932441945843
LAMB1,-0.03948246920177338,0.03548223460664982,0.007225439746449258,-0.007222505490603106,0.12864078634534426
SPTBN2,0.007340689797485691,0.026701510633360424,-0.013540524810492118,0.0177422216869745,-0.00766168708028136
COL1A2,-0.05912201313539627,-0.012066287267957582,-0.008462301157285546,0.06436801768929505,0.08146726109595921
DEFB1,-0.010802296650251104,,-0.010017549555029827,,
SCT,,,-0.009207362521180349,,
WNT11,,-0.018473355735970972,,,
LGALS1,-0.01668693831070131,-0.10693122264985708,0.003255659385283964,-0.00216819693995321,0.11582632073338303
BCAN,-0.05424400534287011,0.06937128951536377,-0.010867752509924443,0.04020679503448894,0.032734383087615664
ANOS1,-0.015385953721899137,0.04887805779395728,-0.015770998137542683,0.04519665573991481,0.02720074846907952
EDA,-0.02229073323964049,-0.013150600093580756,0.023866430646132163,-0.09310827016152459,-0.014989742475866819
FGF22,-0.014874595120777243,,,,0.10905577713865215
SHANK1,0.09320090616029714,-0.022273501610517988,-0.013477028273079417,,-0.0170124761247976
TGFB1,0.036301220884440245,-0.028461485340033822,-0.021936406250918264,0.012098107678148413,0.008448685373865278
MSTN,-0.04343979645034391,0.031123025937490084,0.02446757855413357,-0.062415892139752384,0.08523003976596229
WNT4,-0.01412313689656682,,-0.014148201877693648,,0.019267742467176406
