,UKF248,UKF269,ZH1007nec,ZH8812bulk,ZH916T1,ZH916bulk
COL9A1,-0.029119317926007526,0.017382075830231974,-0.03065906994415161,0.03216978686926918,0.05346126228716769,0.034472428594775034
GDF11,0.011078807483804631,0.00798759553865858,-0.0011645327282958262,-0.020418386678667272,0.0290930456970987,0.03259884608077261
RAET1E,,,,,-0.030588656339682573,
IL24,,,,,,-0.030494391940547646
SORBS1,0.031881145394648806,0.022054969552102923,0.054217694994151695,-0.060322851314294386,-0.004934932804911061,0.015482705536180036
DLL1,-0.06209510358601196,0.04373428515308173,0.05658045362297187,-0.02410175384842623,0.08459085350288562,0.020216390180867308
TLN1,0.05568354729677852,0.03790405522540834,-0.0028771806785647443,-0.01725377894897763,-0.0038412293024699465,0.05443602037525963
COL2A1,-0.024521276378670076,-0.02239015197445031,,,0.0457538797985549,0.05855054916997137
SHH,,0.0916712423920815,-0.013340514999794885,-0.04622774412003808,0.004585606282306911,0.057911857422764286
PON2,-0.05710199831386113,0.001825089300885497,0.10156521264221978,0.07502425325042412,0.04875325657212638,0.0172600543837435
ICAM5,-0.037080886568573036,-0.04375254498803391,,,0.025466241586658167,-0.005724470011772854
HPX,0.05242652055495849,-0.009365053307285971,-0.04546006613738262,0.01546468076105173,0.026044006951657546,0.013214087591361971
SFRP2,0.018949734868377952,-0.0178694225072392,-0.034752485140795944,-0.048556965517175935,0.014155385392565122,0.08824704085971036
CFC1,,,,,,-0.024135547149137477
CD70,-0.02319248679349631,,,,-0.0010064705827020138,0.026987008671797
HP,-0.032345277684260605,0.04996732750541642,-0.02442544226782516,0.12274587556818636,0.023491463709208186,0.14034687832345077
CXCL2,-0.018980949264360218,0.07925221074944074,0.12380851303639222,-0.04756760219904489,-0.04872048475430981,-0.015373792732408752
NPPB,-0.01774925338076398,,,,-0.028285310997051134,
CCK,-0.059100494900633814,-0.06036663150908728,,-0.041725158664068104,0.018607625267916896,-0.04561022956796465
SEMA6A,-0.023350932223592587,0.02152129398406457,0.06270062148772448,0.03168652437903011,0.0012752986334029724,0.017526660748415003
IRAK4,-0.02417258202852376,0.03238828890784966,0.037479457124535535,0.023487066988774258,0.08337979271058586,0.04891638132450901
GSTP1,-0.08104572186058032,0.029734289473197385,-0.008498035401947771,-0.0005824492511734442,0.030192423564165984,0.047262975286597834
VCAM1,0.0005721285908225297,0.05576614610858109,0.115910378043132,0.06234164617276858,0.06086117682401678,0.021401272755353213
NXPH3,-0.004377113366788706,0.002176933863062442,-0.07584641508404771,0.0361410180098294,0.05984487743799409,-0.01370956820391691
MTMR4,-0.05006899522574732,0.038908823987251616,-0.030740687149867718,-0.015128076611590994,0.04226271003403165,0.06835618045471911
LAMC2,-0.013931307985800173,,,-0.017747802292252167,0.07434387889476057,0.04975832110766673
IL10,0.02018254229533681,0.05026770916402694,-0.07300564146085832,-0.0171194597168126,0.05648696650187821,0.17071206374585043
SEMA4D,0.005641655472789064,-0.027143597403488654,-0.005291974623593624,-0.08433110494857109,0.01770177898760201,0.021625584431939317
TRH,0.0060186202337212695,0.007769101647142107,0.016578416515696238,0.025757034134323675,0.12268434683591142,0.03738768547891052
SEMA6D,-0.02518481133889979,0.08650341026321721,0.053143991035363304,-0.01109627865135972,0.09343176641244785,0.11377743400843034
CEL,,,0.030977342019736405,0.0745785795495948,0.06083076160962862,-0.009451108328952138
PDCD1LG2,0.04688500165212497,0.14975866740914667,-0.07521966276401015,0.03996185380608521,0.07559821905533436,0.0397098514299775
SPINT1,0.032995621275098135,-0.03396933906850069,0.05030617441805834,-0.035066337501457406,0.03788852906696665,0.017429148617643404
CTHRC1,-0.03222403957518978,0.06004629667114473,-0.018425355891172984,0.02897470141524711,0.021997608032644802,0.03748346791183325
PODXL,-0.02244784643304286,0.08352381911574716,0.06883530485069729,0.05390485267652045,0.05023064628894721,0.16704349735969767
JAM3,0.018685593210949786,0.035079169093779686,0.12342737470848143,-0.07193385261557249,0.03565229030722384,0.04768912329038746
TGFB2,0.07637213518179792,0.06650683583842912,0.057250735928000174,0.06736740049421912,0.0722624960498438,0.07084723184390258
COL18A1,-0.06838503024418713,0.06628494335570859,0.12680575439651215,0.022080503409910236,0.012012210471361215,0.0482494922297339
NODAL,-0.02862493663445835,0.005105367830685354,0.054891727980683445,-0.026698391751926374,-0.04335893881137309,-0.05471716245845935
INHBB,0.020658242380259803,0.05134754765954892,-0.0479848170729327,-0.007201260478716808,0.03154082667199608,0.11748468925569452
LCN1,-0.013931311120401193,0.01966322674143894,,,-0.03203800174250581,0.06424890099996944
ARF4,-0.014913803169676595,0.05047847200261424,0.17771115042265787,0.06728732027123903,0.0814623023687647,-0.0023227781138267663
CXCL14,0.011943831864357268,0.020932649876445338,-0.030476674476171774,0.08728913700710769,0.08909080998371278,0.04265482129721914
LIF,0.01010687872554968,0.05666912457588492,-0.011250313635009042,0.003241374254332775,0.029576652889424994,0.13530853715290644
IL17B,,0.07894957937267105,-0.045830163391241074,,0.06086903340761154,0.07637722500174172
MMP1,0.05137782908164034,,-0.011192494715300969,,0.06951289003327561,-0.025556877955442973
MATN1,-0.018291405084991108,0.03655489538725732,,0.010967918302286559,0.03618755154163919,0.034346512542849456
ADAM28,0.09401468610860497,0.026457895327911443,0.05416054760920742,0.006381088236681359,0.054869687218244326,-0.004174026720057515
TCN2,-0.030508960000366077,0.1085830994350758,0.06353090241001777,0.013703110305849574,0.03735652030476289,0.03524694360067745
THPO,-0.023834458187347043,0.08059884155352197,-0.01730168569678383,,-0.0004209390324396766,0.04451845007494246
CUBN,-0.03719748423798639,0.07617831637631575,-0.06819344556362543,0.03610395690856348,0.03929433541467094,0.08593766417713726
TIMP3,0.05090751911051837,0.0638657751346016,0.13811787231244912,-0.0054085979316556105,-0.06492858723368873,0.10481246132758412
PIGF,-0.02411538943252939,0.03191387575185603,0.008606876230920131,-0.008591792288090415,0.0834211310800131,0.011781699014224618
CRH,-0.01632218961865923,-0.030214467736011504,,-0.030259151397101277,-0.0475082561259488,0.06369010011119247
BDNF,0.02278938629798264,-0.036799805510627295,0.026080844928551037,-0.012809615722112366,0.03817721711312686,0.10979522752175311
CCL5,-0.03282928822525861,-0.007265089975658269,-0.03256437132597914,0.11908914408564014,0.08469372887081193,0.00570168067562533
GAD1,0.04967630973852535,-0.034435950557001514,0.03238589669094228,0.03599504822543826,0.012249273614343375,0.05957236163002088
COL14A1,-0.033011460435006516,0.0113533377589052,0.11507362358952239,0.02137239013307581,0.06833495117200915,0.058302085025704525
HLA-A,0.019395700604902557,0.09726951030878625,0.09283768158226516,0.05611563784304802,-0.0598788860707047,0.10639857056026301
CD5L,-0.016322187730306213,,,,,
FGF18,-0.014768629758043121,,,,0.025611065117825366,-0.026060241039816256
ADM,0.08594013510573213,0.03581158098735076,0.000849771635321989,-0.019479037977987883,0.08956499350691652,0.022915159941209774
CCL15,-0.027232124427101535,,,,0.034220310925681265,
GNAI2,-0.01420633670883636,0.047887414116217886,0.038106454381304104,-0.009120065780336951,0.047048867659686695,0.10452465837372715
HDC,,0.033177529991086134,,,0.03638632255607943,-0.01898299785169219
COL11A1,-0.024789292308838435,-0.03572291252812511,-0.022489872003002415,-0.00919150919527131,-0.01904591972172292,0.10581202279456643
NUCB2,0.018987018066634158,0.05575914014369095,-0.037900274141539084,-0.0034668896011260846,-0.0337742576936955,0.011343591259993579
FGF16,,,,,,0.08662458187255592
CXCL1,-0.050363726676869905,0.023856511370149054,-0.03308231301219808,-0.026985619436104988,0.026531850387315065,0.010608112729589607
VCAN,0.04774834110130028,0.0016381944566876512,-0.009320447308311264,-0.08841076051177896,-0.04565359318472131,0.11039880610530614
MMP7,0.05567838869001953,0.012776785810504156,0.027161732861690914,,0.06832629335797714,0.06640911930509032
PTPN6,0.005027262491738249,0.034188588785658544,0.04036983363944399,-0.03239784013409314,0.03525023309762708,0.0492720694744454
PTGS2,0.04853303906966792,-0.02838851521042066,-0.010439640299994604,-0.02219418334941837,-0.031342765469218395,0.01631971709246488
XCL1,0.11706178269450447,,,,,-0.004055670404633959
CD58,-0.04850970354728988,0.03924745180315515,0.053546748055161526,-0.0347450669667969,0.025632599717843263,0.009952372659914424
TNFSF14,0.02123586073518331,-0.02988345483448919,0.01040769683272494,0.020114999379264028,0.05389636690992061,0.0065483929042639616
CNTN4,-0.010011553727191015,0.015442331901786588,,-0.022529324781564664,-0.00897492903100333,-0.005153934087074587
INSL3,0.0051292811104829885,,,,0.005457911239386864,
BTLA,,,,,-0.01282035485457244,
MFNG,-0.03547000805900366,0.04733331262782582,-0.031586254766182424,0.030279113114708302,0.033586513268612145,0.05319727850298519
ICAM1,0.02444877409157852,0.034870771718629595,0.016323704408610362,0.08597141693093957,0.02686182788482515,0.07951807119708013
PROS1,-0.004767389623869809,0.05942500517999905,0.033937707876795176,0.043992659473343174,0.04269410869650068,0.035213873953064675
CLCF1,-0.03614841356609874,0.02248067073558247,0.08119604041372647,0.0009064965367952009,0.0701312785214445,0.10919779044440892
PSAP,0.0827895360715644,-0.033274890453006224,0.035560291515518865,0.04112399195623169,0.06516907443544113,-0.0406136293340017
EFEMP1,0.04941296965141989,0.05899913658868831,0.03555558737035764,-0.012250031872245586,0.1381721038857228,0.1407406032930117
C1QTNF1,0.026640431609761667,0.02371136767660814,0.01871846058615113,0.09202557389975487,-0.03437363681613318,0.11122094573397985
ALB,-0.02477156282674959,-0.024056731594908107,0.03984574552325209,-0.07062036838306406,-0.04254224159633284,0.06734043622089525
EFNA3,0.01136417156692722,-0.0285190942201046,-0.011668002301926538,-0.035113506150461896,0.07158082719729317,-0.026947200865127783
DRAXIN,-0.011606867072361717,0.023965446433365026,-0.04444071035233017,-0.034749128498752675,0.06094833171723938,0.042897157600210414
RAET1L,-0.012481864364389207,,,,,
NPTX2,0.030694657993181548,-0.028078728600342988,0.024775218020140495,0.0029090727321161567,0.0535361868150285,0.0934744638797535
FGF11,0.04961989694853753,0.041751131190063295,-0.04343932995754162,-0.006109947565155904,0.03406781534769707,0.03589510436884497
CD59,-0.013730734278372589,-0.0391401579252894,0.12628566594447055,0.0001264950515863091,0.01860172932640658,0.09415806562224323
COL9A2,-0.013245607632857776,-0.025015566300618183,0.04033239764453735,-0.003039897338062043,0.0665905196261245,0.08823766297454731
DLL3,-0.06778905237303268,-0.012619146757405266,-0.04420409381917124,-0.05004810406028306,0.04863262584479381,-0.013178210705592034
FGF5,,-0.01915623994276327,,,0.07164072967921022,0.04725731180462338
LIN7C,0.026860930537366278,0.06039535854815033,-0.020784828424368035,0.013085976435639211,0.039626384089057054,0.061726952939166024
GDF7,-0.0065241481914901,0.058790091018754535,,-0.011510796449432599,0.01786707659276419,0.005151536853504651
PSPN,0.008413550855385699,-0.03858275782150479,-0.01898656003123567,0.007206580729243905,0.04467871381787984,-0.021648401475609747
ANGPT1,0.0009007374009381749,0.04338433426555213,0.013233861782939525,0.015988489934895336,0.08360219219496816,0.059544188934750525
PNOC,0.025861212384118544,-0.03412299581680601,,,0.004330840077318963,0.059468692744237564
L1CAM,0.033622800160303896,-0.0037097821084626044,-0.009236294716591617,0.02693759825796531,-0.04725808343765875,-0.014499246050610017
APOA1,-0.02480940449851435,-0.0042194690609645554,0.022425778326663856,-0.02476515890465884,0.04607193923812407,-0.0036335850279466285
PSEN1,0.038194695178810856,-0.032350284501086284,0.03801980812835517,-0.036908523981149674,-0.019539691030043865,0.06948669130422679
CALM2,-0.028703990864422005,-0.06367352488592136,0.07186019359816756,-0.059117112660741114,0.033196216632384375,-0.07046145100960921
CLEC2B,0.09368260411797265,0.07661257196143502,-0.07966000783667669,0.016471830943141894,0.06321569944463568,-0.06792934642358053
NTNG1,0.06683498471203089,0.05956237153192893,-0.01622890441607485,-0.009751631845134955,0.12505149135357999,-0.009752873669131832
LRIG1,0.00020894938018238367,0.00863860287451668,0.03899003704302672,0.0520684820509221,0.05967693318248924,0.04982322328397365
CPAMD8,-0.02507735613917308,-0.01732939700945853,,-0.02183571190726126,-0.039421340326697155,-0.020575967235102518
GHRL,0.007548735164150795,-0.0260519301396263,0.06645409356755935,-0.003405674511116432,-0.03053159918608122,-0.018137929211588143
NPY,-0.0273465793952861,-0.004702068577903283,-0.04837808600770305,0.06570471213377105,0.0510770223494714,-0.059488458961904446
MMP2,-0.06503414925616184,0.03187684548834166,0.06977378151521543,-0.06250427020885134,-0.02678339404716383,0.034243400766339534
PPY,0.012235706991000595,,,,0.06877286387664047,0.1545082045015953
ALKAL2,-0.023407775954370665,-0.019648653916229507,-0.04495616505061993,0.034493070686866543,0.07625792351121082,0.08917021663545847
CSF1,0.07348990528532653,0.035995739877456315,-0.040088245039825915,0.0019536287379983207,0.024825461207499018,0.09984230249735224
SEMA4C,-0.037459962052038165,0.028071002811988082,0.06646333789343205,-0.00662943771635711,0.031233398544070742,0.06912709993775737
BMP8A,,,,,-0.03376838025609408,
ICAM2,-0.02724235179686582,-0.005171773135280324,0.07807547296326851,0.0018070478085869806,-0.0019682500219305736,0.009889539688983243
SYTL3,0.015445836843959133,0.030070942576306707,0.036242327320665985,0.009516255307124582,0.068615377843662,0.060064244498072586
IL1A,0.05577077033064452,0.010656200174584378,0.03944752980295485,-0.03471402970100058,0.03128225661857577,-0.0009618929562321236
HLA-G,0.05071612324093082,,-0.03939435321928008,,,
PGF,-0.04867185059459824,0.09685609227030562,0.14741375665627932,-0.06134151666497631,0.04578522898336822,0.04454404024484345
LGALS8,0.049587196532046324,-0.014164099575112025,-0.010227065542998976,-0.02714611309366789,0.0025707869602163247,-0.004114396094741327
DKK3,-0.04472495508312443,-0.06096179375980614,0.1243608985142874,-0.016503227552712003,0.06106243082581516,-0.03409463602512641
COL16A1,-0.07435462503673766,-0.03630738664510513,0.087283844132838,0.0010522822853214113,0.0063006683901082215,0.09215008681170675
TPH1,-0.014102528704364457,0.12794189876261816,-0.051228489591894494,0.04083072554170169,0.08340717601072756,-0.0428395001601425
TNC,0.040839574721545174,0.09469401393686704,-0.06702845721753799,0.0783671159933107,0.13212256444884388,0.1034263473827618
TNFSF9,0.029159468193725085,-0.029359628196027353,,-0.016037418577034425,0.016397646014302117,-0.012750331202049514
C4A,,,0.14788084139594665,-0.024456465821709596,0.023517178410265894,
CNTN2,-0.0014733918207989651,-0.05273656369789988,0.012476637215634117,-0.04230326243137223,0.061495409980775025,-0.05262563292743026
F7,0.08737595394272504,0.09513325770407668,,,,-0.025433058266188663
LUM,-0.014979125176907656,0.05316649314797737,0.08275404750424854,0.04519894785678372,-0.023858067630600492,0.08904462598562846
BTC,-0.012481859165291542,,,-0.020984570656000952,0.0935576414356093,0.06177464380669526
APOC1,0.025610007178067586,0.07815154477087977,-0.041443522437369144,-0.02408105508329985,0.04558746226366193,-0.05895855346489198
PKM,0.0171646701359517,0.04503931690014177,-0.034283331322542375,0.1071793845908153,0.07529162917141483,0.08285126980245432
TNF,-0.008223657717575411,0.00589409123608183,0.044049409576043204,,0.010140855324933591,-0.01979433835702659
GNAS,0.026913853754519945,-0.02461250321126156,-0.051128164408182235,0.10331387382977743,-0.08603626209419506,-0.060855066474108786
BMP8B,0.01703706748398793,-0.006293695572782069,0.034899113019835205,-0.006642237935823826,0.052262085468118495,0.12271296609227397
LIPH,0.08245961945413544,,-0.03939437594088612,,0.0210724397861284,0.0478832546971393
CCL28,-0.019836955992959433,,-0.035828183730021466,-0.01690524951379347,0.03806710484864846,0.003788648983649005
PTPN11,0.03227058911860842,-0.0441921176779455,-0.005431462857950805,-0.005361911933284574,0.0003522073499452657,-0.038211012774092716
ADAM12,0.012678904620948632,0.005977301183959037,0.024804502491225473,0.04334013254193207,0.027284737997473947,0.10188788677890233
EPO,0.016321895813164056,,,,0.03452391347378241,
EDN3,-0.024565930514588823,-0.030705228306560254,,-0.027948267364728666,-0.0331279237305395,-0.015760775239943292
CCL22,,,,-0.020984571584696774,0.01776769370284628,
CCL2,0.001287628472643117,0.027229494533460755,0.06895413027498172,0.025306779352030257,0.09453912356011317,0.11924767751501712
DSCAM,-0.034919769643584384,0.043435572412328656,0.024294908684859912,-0.006544019339546953,0.037830686162329284,0.06482205951934393
GPHA2,-0.015717980957914032,,,,,
ANG,0.08421838708221469,0.06025821297965268,-0.054609458058843,-0.04260275927188877,0.04948253827837549,0.04618947796615077
FBLN2,-0.022201034710463877,0.01837623401035428,-0.07078841000858328,-0.029448347979130127,-0.027456828552834166,0.11661899727003446
VTN,-0.013436228910978646,-0.02921169261511159,-0.03420365359376517,,0.10923899062616889,-0.03208696187907818
VEGFA,0.09808360656622404,0.09296969186707503,-0.09206695783054897,0.06461592053146,-0.0509004831689564,0.024074605097236152
F10,,0.04174637771958638,,0.03707473536245897,-0.03068672903743568,-0.006938295721963574
SERPINA1,0.09260736465288366,0.06970090606355453,-0.04083518290530411,-0.0703722191931707,0.06544269199099668,0.029487312193860377
VWF,-0.06013604432815737,0.05268587985544263,0.053544600930068596,0.05048582777065708,-0.03335279844986933,-0.023762845130680776
GDNF,0.008457134886817333,,,,,
VASP,0.00023565595512271782,0.02435055525859098,0.031126937635840596,0.0052039790985200915,0.05099895266779398,0.04735076216021039
ADAM15,-0.048962327855767554,-0.006611126637134749,0.07855044489991846,-0.013862652216007151,0.00917593567586044,0.0378609430474274
WNT2,-0.024668923492781752,-0.04448188886063744,-0.04361942277794211,,0.04589643232409863,0.07158053376217885
CALCB,,-0.01915623973458618,,,,0.003497995480546916
OLFM2,-0.08651223906603468,0.0035432495867395476,0.057356966445729476,-0.006142169019370434,0.0393516545791066,0.03746639440483606
MFAP2,-0.053953364152722096,0.02778409916829723,0.14607170834758607,0.004425862697405397,0.04721309538015643,0.06871266422682712
HLA-C,0.011370618138590952,0.08274150245187578,0.08954396969576736,0.03432660085293043,0.022679659594897882,0.022846605574889087
THBS1,-0.024785585842000985,0.06245420901231798,-0.020912241229211634,0.02847708056137797,-0.01805771590544776,0.14485691175745727
