,MGH258,UKF243,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
CEACAM1,-0.025240930116679428,,0.008306554960632002,-0.016114405730095437,0.006699098209846939,0.032290397885609654,-0.011329958106043259,,,,,,-0.06654078589884035,-0.05474327250833023,0.045083731108721194,-0.014947343635364164,-0.03809713584567535,-0.02476525570449046,
PDAP1,0.0003753007789976292,-0.07052779110254766,-0.005951903354478833,-0.02011438059918253,0.03250112584895057,0.2338531277299441,0.0008019377320804703,0.006071005603024495,0.017260087184566758,-0.00486167406012855,-0.02139132173427476,0.02743893763192536,0.15044022977099777,-0.011963033984384946,0.07677107027772825,-0.030023340715688827,-0.018396928749000174,0.02628669342952906,-0.005317760828448441
QDPR,-0.026398773604083096,0.05808128665016772,-0.03499949565443156,0.012545579599899116,0.00567046030968459,-0.2668050790701736,-0.00011097318151568728,-0.06944815288673255,-0.0029117808203800027,-0.013782103537971754,-0.020608261214219065,0.02286888104280093,0.01169089546099539,-0.06251559035617817,-0.15185298541656148,0.05126356006141941,-0.07285549984505976,0.011167766803690395,-0.07888073389781429
POMC,-0.02401084841589239,-0.0375227551510864,0.017624854797406896,0.017315462184065385,-0.0012337365431464317,-0.033904123489593055,0.01106658837218427,-0.02264713290229452,0.013584520528033788,-0.02390553780854551,-0.04003568746097684,-0.04242754589426118,0.06255470937898969,-0.015307057014020128,-0.0293255452533761,0.013904263500230298,0.0032074498842041433,-0.005018066629407551,-0.0033897219088107424
CCL18,,-0.026650769215340157,-0.02764099395361055,,,,,,-0.023092349323477472,0.020314923013928506,,,-0.05705524516453293,,-0.025198574389773624,-0.014313921240493173,,,
CCL17,,,,,-0.03292758102338111,,-0.022712033148342487,0.02997260891980767,,,-0.017070503684689826,,,,,-0.0215774289234198,-0.018082579254790537,0.012104481122060032,
VEGFD,,-0.03002762729216749,-0.027641002730920752,0.018912184213637395,0.000492016748734775,0.15833681690938103,0.04949564017196515,0.053893560233387816,0.12400757858058557,-0.01615154768783745,0.05430653059804749,,-0.028887338750163166,-0.0037955029208409,,-0.014947343635364164,-0.03574999773864118,,
TNFSF13,,,-0.020858787655327483,,0.004799651261972465,,,,,,,,,,,-0.023453927530932717,-0.0225860860525205,0.006134563794647579,-0.003632698072033987
WNT5A,-0.01732123297535834,-0.10531243034896146,0.028839774224795865,-0.010130379384330286,0.017878882803457428,0.19943930368894658,-0.044060028258995854,-0.04684877184274534,0.10187180171965463,-0.021412760386013027,0.005238999283241779,0.004542646383944206,0.003635199843603233,0.002633921972276438,0.06755890239957163,-0.003900223895895655,-0.0067730634785903516,-0.0406781888825686,0.04416303197830272
CXCL8,,0.010353184914450753,-0.010730459052612345,-0.006933917291047438,-0.01067941492604711,0.09644337320628503,0.04119389405116029,-0.028634339023898062,0.06694044214454135,-0.03542504044939011,-0.012930646095002897,,-0.05480811732247931,0.0031209410135816253,-0.027188927679331353,-0.11505629633207165,0.12041386177733154,-0.06539620019496768,-0.007662095035026068
GRN,-0.003580230351763109,-0.010089750855971334,-0.008372638740502857,0.008944856455980107,0.0033624023397298116,0.16613599143607846,-0.02724042694582353,0.015244963610697642,0.010452668510907778,0.018013569665408388,-0.012694823604360597,0.08609290751906377,0.04370167715787938,0.03793777312684338,-0.019705920585772065,-0.09282696036919243,0.05180317918992394,-0.032748150433780765,0.007816524565052876
MIA,-0.023794016708942024,-0.05673528683077148,-0.02282712784803634,0.043800061565966796,0.042812654681127195,0.09512303504010541,-0.020308348415611126,-0.03496994175302556,,0.01405949213685941,-0.02505582383607632,0.05544228507445368,-0.07556846569419164,0.1042754068829786,-0.0697196572716111,0.078168664298185,0.02261557332294835,0.10886697123448562,0.055488033205344955
COL4A4,0.02364070792189228,-0.030228047320020976,-0.033196609161678235,0.11641229961919945,-0.011853710755274416,-0.03252343534369689,-0.03307989596080873,0.006610983512066019,,,-0.009999160878423084,,,0.01097041593894766,-0.009367792103862424,-0.023933034310616216,0.02237413828147046,0.0052373447821790564,0.006843141840668669
TAC1,-0.018178435212206707,0.058522639134962785,0.024652086356063647,-0.051878693515644926,0.004240448709154173,-0.18609456151728587,-0.011349842832474947,-0.017115803518085344,-0.0033939474439372143,,0.00575372781313107,,,,,,,0.03640469763479293,-0.050658945418068965
RARRES2,0.002086876342148125,-0.0171926529501019,-0.009737458180956426,-0.021549129113690148,-0.031334220646089005,0.30134736650567273,0.03225528567470575,-0.016166198854948646,0.10305878917016323,0.03608503497250799,0.025439867816688173,-0.019214743584334656,-0.012849193870603612,-0.042255825546488684,0.056044275398596424,-0.05921907911789125,-0.038628133888188435,0.06623001612652389,-0.017430735911239392
FGF7,-0.004692721317529092,-0.03768319664079025,,0.06673038836462498,0.039543828390768886,0.12115213135522758,0.00627113931116412,-0.03221218331222611,-0.057481252639259545,0.024168805960583784,-0.0006279237774761673,0.10241276684466305,-0.05757259455051065,0.044814301902299826,0.024497174577528202,0.024159858431029104,-0.05816867118888708,0.0473033078008315,0.047636349210170986
EFNA2,,,,,,,,,,,,,,,,-0.014206449803181932,,,
HBEGF,-0.06205215949742566,-0.06587766755727421,0.06739739419833544,0.0062837402335616886,-0.003833064589048803,0.08393499451907771,0.05325097545540846,0.009746619082750662,0.04267420486788582,0.042617441460515125,-0.040134032640100306,0.030475996322517757,-0.019510423197461556,0.08655086234294267,0.03692024139605466,-0.002131190091702317,-0.02744628154524116,-0.05857077879836421,0.10290435390846776
CSF3,,-0.030228023388385615,,,0.021701481120248587,-0.027694494876824308,,,,-0.02426489389587735,,,,,,-0.06713492393898071,,-0.02491081123599779,0.028948257531260933
PI3,,-0.03580960133611428,-0.029079491031991273,,0.01401220356769556,0.0020735140332111806,,,,,,,-0.077870497273085,,,-0.12031081401376308,-0.028800325092512968,-0.038111791828913125,-0.07969578750852693
PCSK1N,-0.003553425818559965,0.06225167291393714,-0.012263052781499612,-0.03530838614359176,-0.01592078222705168,-0.027352405851779088,-0.019904997371965164,-0.04325429706407897,-0.012505978964536153,0.04345365855670984,-0.0031922757088054996,0.01744867180215234,-0.020022652795242867,0.0940244526427915,0.02462173847095341,0.002870086445019367,0.01481858044697362,0.06848747161878023,-0.04004533672135925
NTS,,,,,,0.03427891108697778,0.028666552469240988,0.010917954064942843,0.14261772484486182,,,,,,,-0.01730786322062209,,-0.001747600685906314,
SFRP1,-0.026450082417161222,-0.00873474876150885,0.030431261952097607,0.026159730717876587,-0.04055034753105455,0.06426505898149555,0.02978265334685117,-0.041919552975186854,0.04309588549375853,0.014894426840159921,-0.008742251680031008,-0.017040103725901267,-0.0434489445519834,0.022444739047153675,0.10829421329812,0.048728051220301445,0.005793700104105704,-0.03603229571075265,-0.03826166086245912
CXCL13,,,,-0.011259992468454603,,,,,,0.010074828148055999,,,,,,0.021189721879356076,,,0.18572709745548066
MICA,-0.048136094047495026,0.049793480226970464,0.05177662698034553,0.035067386967141755,0.055184311509301524,0.18799164199848248,0.0007847622945838983,-0.030922865421900324,0.05652695279612388,0.02072103157030699,0.034320960413196,0.13532385920920914,0.05133591004499967,-0.040071456067815564,0.09456437603121072,0.01835887866514014,-0.0495341422841084,0.0578762878079557,0.08441042420298737
TG,-0.021052849715917404,-0.02409655938921788,-0.02819725002073159,-0.02191234499308773,-0.022965030275023682,0.05307517021195979,-0.03192122195545255,-0.011156128762231826,,0.05819567191734539,-0.025642305232640664,0.02764004679005318,0.002073672577281791,-0.09318370021088986,0.028051655417453837,0.01825999479139008,,0.023608080696991444,0.023268399503985723
ADA,0.032385391197378884,0.013848516653562333,0.044484052788552476,-0.028559430093790673,0.031625545656615524,0.17432686598218552,-0.016961892842553738,-0.024626896524335057,-0.026944869437124975,0.006862963684883509,0.051668863622588136,0.06794990484983737,0.11283650907293065,0.0029081430076591122,0.026185454508752693,0.021960653994572234,0.026613357505713312,0.020335616596530107,0.08427991686193483
LAMC3,0.005654773335256629,-0.06290160339853108,0.08098839201920237,0.05045921843509064,0.004280483998990347,0.15314178880495397,0.003625162523200208,-0.039229376767820394,0.09601204219935874,0.02613325613196188,0.05194835760076634,0.0328036398897432,0.06041282216988181,0.02925342313833848,0.062394914042046404,0.03870712533755314,0.09804984108686472,-0.0002606111388495341,0.099954188782682
CCL7,,,-0.017582007203894082,,-0.03163859050736006,,,,,,,,,,,,,-0.02610411545355414,-0.051673082152156546
NGF,,-0.017415223550909596,-0.018196100330739727,,-0.03451070250466203,,,,0.02711668796776952,0.033607852420457496,,,,-0.04573498676615812,0.11560332894924087,-0.014015491217102265,,0.018356277443865227,0.012381675556614128
TNFSF15,,0.08506166155334817,,,-0.018227470474434956,,,,,-0.015452361375046133,,0.15201257396962242,,0.08227424970475179,0.07726051649263697,,,-0.003356962928703016,0.03965641508161993
HMGB1,-0.02960794115569669,0.00807424375687334,-0.010358686828178929,0.01893054417975549,-0.015484889573496112,0.21081328746944436,-0.02079894574675179,0.004640708557135097,-0.009975389465171373,0.037179316625256434,0.02988808552133991,-0.11001916216646677,-0.013499613119674365,-0.04056580858312834,-0.11176761785020363,-0.0633535822847844,-0.03901984577688889,0.014530574614854073,-0.08840608076892392
ITGB3BP,0.012226639006649682,-0.007166316010431615,-0.012397316153602634,0.008008184724021521,-0.009468760437939866,0.14325280566597615,0.007082317835471039,0.029472443129809348,0.009809430845134842,0.02637239062419569,-0.02493620335786476,0.07481841813825559,0.02596076912257988,0.03521345599938817,0.06294786214456222,-0.023996979598828017,-0.03467382821076455,0.03922884358465615,-0.0199075129827134
AANAT,,0.044676745085852905,-0.011619094522360386,,0.03314900284532567,-0.030308098938521294,0.029796782970146613,0.000331208970057214,-0.020957317695574677,,-0.022898447881697565,,-0.07770140190028407,,0.029616697741807016,-0.01911803368017533,-0.029375693846095202,-0.027619242748334577,-0.03361712828053357
RELN,-0.017453370570853943,0.008105889806439318,-0.028985572103844223,-0.03658542606585298,0.04786727425033052,-0.09251003937955646,0.0016920147101683878,0.0073533419101837,-0.026629597336009975,,-0.025350558251135635,,,-0.02817666733936672,,,0.009010211834303804,,-0.05923767583904964
IL15,0.00032212467337197924,-0.03062556843031973,0.03368371305035841,-0.027915992281857836,-0.020238441941158775,0.05986486057773299,0.018694527800936677,-0.020746736332396123,0.10253157580295072,0.0052977251104553815,-0.021237252061229683,0.04430720342780304,0.11696632085528258,0.03671202060178813,0.0684252583727107,0.013722376063069692,0.05011251854217885,0.08621458996205761,0.08114961364321167
UTS2,,,,,,0.18802409056904515,,,,,,-0.072215226925856,-0.04494495707150575,,,,,,
BSG,0.03432835148384839,-0.09216619745322492,0.018564203829814427,0.005361357899170275,0.05354943829228845,0.0651552622318163,0.0016177767615907774,0.037182017746623525,0.050634132051547466,-0.046753364578776976,0.038861697333665804,0.03851804446251282,-0.0881626709880114,-0.0007651220066716766,0.14003408254764604,-0.02719216686932047,0.058953971124594856,0.03190922223581387,0.07940238680101804
ADAMTS3,-0.0461411475849067,-0.04574221041561747,0.07655194111200282,0.06377501976754416,0.047923275568895675,0.28339397676210293,0.010072912716201077,0.044771880851017375,-0.03365252779029755,0.02276710824730824,-0.015804479132191036,0.029957296913428192,0.15096053798427445,,-0.03142616048685721,0.10247448746091307,-0.02190159195432705,0.04866077018141432,0.03759883773960787
CD34,0.04841121628045207,0.07160854196856108,0.048094549080683474,0.058041647071211816,0.02272847659890941,0.14653509575551996,0.026481214545695464,0.047436966433908205,0.03904297701177703,-0.01952293501159476,-0.027585396903849188,0.04562504047733252,0.1010310124663592,0.05922903956201782,0.06686007875118691,-0.0036442390195776495,0.08200369056828805,0.026492369498758734,0.03780104176300416
CCL23,,,,,,0.09045679510227417,,,,,,-0.03687127171228364,,,,,,,
PLAT,-0.020236412903994264,-0.04363509472486257,0.07611459494103194,0.015925433863809974,0.031815892426729636,0.25059517887019495,0.01561319139305883,-0.006408903798169464,-0.01265327601083389,0.0033873254095519163,-0.017702153318246986,0.003150812145173919,0.12205257162423996,0.008982668885715904,0.1380435443368665,0.08829351199815835,0.093244501064886,0.06219764047847187,0.0918278763704094
NTF3,,,,,,,,-0.0010644712603246672,,-0.00855356907156533,,,,,,0.11115431176155761,,,
LTA,,,,-0.016114407383722107,-0.010438886406606855,,0.014093575935805505,,,,-0.02123725468276599,,,,,,,-0.03717133841948015,
CKLF,-0.0315077820861418,-0.030588971444373256,-0.00033497811111695867,0.06263852104692003,0.027216786029420632,0.24514112565237497,0.02295295168687909,0.014531288183706293,-0.009958408029531003,-0.022423031602249472,-0.014365777947230424,0.06911120330092449,0.12983578198384754,0.04122180137097784,0.05004274202725399,-0.017236560555117245,0.012658873160936215,0.08653425440424385,0.12605550883376657
APELA,,,,,,,,,,-0.015230120350000811,,,,,,,,,
CD24,-0.04864671701041415,0.04643447092305593,0.06599947830418712,0.058447914759677116,-0.051778683557638226,0.04510116232033357,0.032589962736600704,-0.02901257162961217,0.02929039739908187,0.023525999431351145,-0.0017990568400688832,0.141420388204798,0.0579152528258012,-0.016557778856521415,0.11206400900799773,-0.04341249751901887,0.01727999582181253,0.029236171085829564,-0.06134802679937125
HSP90AA1,0.0362877496453276,-0.028894005402483287,-0.040969322076514096,0.03721576538787863,-0.023834544187998064,-0.25579918756118863,0.0896329822121984,-0.03407062429263726,-0.056249402034530105,-0.007979368199561895,0.02251417572220297,-0.039738426124062774,-0.15030702258785622,-0.017115768203533093,-0.10915360223315104,-0.10603178346407757,-0.08458146080532389,-0.08651278976142092,-0.1915797077227004
BMP4,-0.021666438713246233,-0.037690803752472773,-0.007777835389277389,-0.017082216453398007,-0.025704546883028905,-0.019730656235997786,0.018108458498198327,0.031131368234153543,-0.03342737647467006,-0.007948281943491795,0.05462654273003548,0.05827641238742903,0.2867405270501511,0.07206771828062088,0.03271139956789702,-0.03769224885800786,0.016708181740304993,0.08914479233205788,-0.015816564172396838
SCGB3A1,,,0.06024276051636151,,,,,0.015024460930459293,0.08094877050699414,0.16659536845996875,-0.014819075466686872,-0.027420850000030157,0.1586783238518738,0.008523043431506106,,0.054578909555575296,,0.006662842374980888,-0.019669298587212516
IGFBP4,-0.004818423418829217,-0.01381621770353086,0.02962552012944301,-0.010248692438429312,-0.03397396659900657,0.19787715952180404,-0.00703433271909087,-0.014227275537311379,0.04172027000339797,0.018287679615810983,-0.021912797150776313,-0.011754997765401188,0.06854890213332661,-0.024395035629307463,0.009569776660576599,-0.03553405499856569,0.05681111212188387,-0.0300332586615681,0.12201413265292772
RSPO4,,0.03321282902255678,,0.023909607147111895,0.0002561018120290601,,0.014024732410335868,-0.02949748522486846,,,0.06422719761617043,,,0.005749963556474478,,,,0.016588486985339986,0.1056881415723353
LEFTY2,0.0018154758330258987,-0.035634893362834874,0.046932850226131057,-0.016312316824035625,0.05003458095154689,0.23161318686719556,-0.027626099346992408,0.04250936262050844,-0.022291531239212924,0.02651978220332879,-0.012765351560625127,0.06805011487224166,0.16603579697021992,,-0.03353936049167933,-0.016334864841246237,0.060501765673614344,0.0432377178851734,-0.04442618803773283
PF4,,,-0.0182385083252287,-0.01465824369253076,0.019157829514381053,,,,,,,,,,,-0.013021194802955648,,-0.037171329817756726,0.1115991319475836
ANGPTL2,0.04034235153988976,-0.054216152669517355,0.00626172887755662,0.01525585534905153,0.00913277937931844,0.23110617668109013,-0.0034727781876973452,-0.058681707352786126,0.06851582214010868,-0.03989766278916515,0.02734563680154593,0.07410897924431728,0.06644819516503665,-0.022826863043556623,0.0381932712571141,0.08832821244814036,-0.016816167482634713,-0.03668586745130543,0.00490645983719718
LRIG2,-0.005683786229749885,0.07001225025699687,-0.008517742611555397,-0.023815864283521632,0.03643181501938644,0.10819478829077593,-0.015398696550608175,-0.023654318071709868,-0.008462381269582504,0.020205032547768315,0.015229045361360626,-0.030265139814399874,-0.05891109917168899,-0.12308534797890895,0.03219671190454103,0.01809808695585243,0.0044396740407488195,0.0773299611534927,0.030657461541102927
ICOSLG,-0.028389627296851874,-0.035512554750897894,0.007940521362582095,0.016708621389637444,0.03847184849583523,0.11375983898291858,0.006814617374828401,-0.04067195840455741,0.02367939980739864,0.030943317413037838,-0.0020669538906029406,0.06143042891462691,-0.014984963126887555,-0.044867594342526886,0.08806547524134302,0.08506686217988671,-0.008183976293370572,0.04054188373814847,0.03167466661013639
WIF1,,0.09258206334181229,-0.022687557814650098,,,-0.15258277716067337,-0.024814059869814144,-0.05550815987862631,0.10841046096528242,,-0.0006654905168034943,,,,,,,,-0.001801338111197689
NPPC,-0.036165567299250696,0.018362095023377586,-0.026329727939038806,,-0.015336913199370155,-0.009854346933501186,-0.03002695291220107,0.04103692698415468,0.009009088206222092,,0.008215106903833553,-0.032577033999116205,-0.08030260366630335,0.019961339964526946,0.061943494129144884,-0.024636973508164232,-0.014356779191025902,,-0.017969402806447547
LYZ,-0.004467047228252078,-0.055978376252183645,-0.012898585303402588,-0.027390293835327213,-0.014872015295847835,0.23794105349762845,0.006083541444704401,0.00892590863256041,-0.012093586499129127,0.0336560509564866,-0.04058765837895789,0.03993877302106885,0.04198539795153976,-0.01699595253288631,0.05480230717268255,-0.004294816283319439,-0.04096739377695628,-0.044126795312583525,-0.0345705398285705
EREG,,,,,,,,,-0.022931471204559965,-0.020430576231173468,,,,,,-0.041375405159009365,,-0.014588950918972828,0.030751044048834903
SPTAN1,0.029632839407805114,0.05585184359966407,0.04211827986510844,-0.024782591365382783,0.040461802392236776,-0.034235077711913586,-0.02257947201402923,0.011754819444525494,0.03737900051682235,0.05547300051069349,0.0642947062229738,-0.05900158261869424,-0.018683662200346434,-0.040622440894537405,0.11561649624262921,0.05900887542120143,0.029806060584399195,0.05420671000440437,-0.02839116196779056
LIPC,-0.026953949786359014,0.04399480420830566,0.23548495237710051,0.08458938836128724,0.020991687235539333,0.1607910553598584,0.0906308671945742,,-0.013399240545772942,-0.02554581107785876,0.052468025220736896,0.05304013891450816,0.05909539966430767,0.006211108269188304,-0.028781597312675284,,0.049189248741061405,0.014509069851907381,0.10457543991096623
COL8A1,-0.0359135369875659,-0.025943327839742174,0.00031382940477944196,-0.0019407206774439865,0.03450607039214005,0.12506800107202196,-0.014219812660306834,-0.015492458257960293,-0.029822062177930306,-0.01277210298242576,0.0010157460385831602,0.061857755123853476,-0.0016485971002821967,0.059210058456752014,0.014645353756321661,0.0468722784432181,0.07769959629070713,-0.03086333007834039,0.05794447895900481
GSTM2,0.06325255918039227,0.02821409410058722,0.0021156082984608946,-0.032119997867570985,0.006467961071269828,0.04258488285016633,-0.018748266877950313,-0.004978300943866296,0.1310069081844297,0.014064795713500803,-0.009541458557294758,0.06584006376841725,0.005137501713722509,0.09112432194112093,0.13257376669036214,0.07677264528364139,-0.06287239747070449,0.006973470366974434,0.013473071965537459
IL4,,,,,,,,,,,,,0.22989131289378995,,,,,,
SPX,-0.015178478136841951,0.016223728843365447,-0.03611318999192728,-0.010717960036381561,-0.005557670742682711,-0.0811510073990025,0.0041245761498519525,0.002505185803036724,-0.06233215768720914,,-0.031069207937096645,-0.007589087115207616,,,-0.05330277086720286,-0.016167477698591386,-0.056622067028315404,0.15046621632408433,0.025226197417992934
MFGE8,0.021221932108894774,-0.0500178959463271,0.06494342754712652,0.0029314258880477357,-0.006791670738790445,0.10710436380997852,-0.010822891317335697,0.02805398229720803,0.06205174108883108,-0.06263021955131894,-0.033462995428516856,-0.082268381315669,0.1563141535791865,0.028754786833373992,-0.030164023291069954,-0.013033682775266016,0.08091554285631175,0.06347870400025468,0.013448241895959993
TGFA,0.024087110796461395,-0.04693888245832111,0.10516305251052326,0.11179566762464899,0.03484437462960036,0.13535608253975612,-0.03191002564230478,-0.0063218554474666734,-0.043026140249655245,-0.02753411702558519,0.01736784737824595,0.012895446000361648,-0.12426739842596148,-0.0638026805922335,0.013829360656712957,0.06691265056248623,-0.06463091876633258,0.07491965688805115,-0.017542636646145655
SLIT2,-0.021666435246291117,-0.014422059705513614,0.03290655502118237,0.0004596526577019485,0.07875404692337025,-0.03983907408781799,-0.04173413421582152,-0.009741984360240121,0.015322003598094757,-0.00879781956566433,0.07044972720611099,0.013326079270701343,0.007655738934610024,-0.010401210739909055,0.004006525008590511,0.040416782273832025,-0.05069804380930251,-0.02862497419828815,0.0216003590087497
PLTP,-0.03491806432910481,0.10732886698415911,0.055113911400159296,0.029102247053421532,0.019205803766095444,0.2945309833998,0.00016366587796321706,-0.029299357791851145,0.04075001082448585,0.011921169926680426,0.029423203115496777,-0.017955998458145533,0.12275357526880525,-0.008456857092216555,0.09864377195713434,-0.11251946079258178,0.1045810980351702,-0.01928818151444787,0.07738053663816251
APOD,-0.03840662866501409,0.008447954759377159,-0.015391425887465528,0.009173195225672701,-0.09844471230894992,0.07123185729442502,0.034022598358692306,-0.03815185690918513,-0.011919699227233845,0.01882288688761215,0.03309928325809101,-0.015326286102329306,0.040460855168971896,-0.06605496734886457,-0.17915935377148526,0.1050678996713675,-0.05397973890280919,-0.052501436049995576,0.03668511788958201
B2M,0.04642835625914738,0.017828193551546127,0.005480598651264303,0.001338863653124513,0.02423860617479329,0.29433249798515304,0.048198246630914904,0.02718766732650643,0.04701181028146945,0.030307692710951316,-0.0031263628412620567,0.14934575622834992,0.19315416703153246,-0.026502231354247913,-0.03804801995648153,-0.034377965552841394,0.07652238843814613,-0.0896050089128783,-0.011984817307586833
OMG,-0.05783259420844534,-0.02198141273531183,0.013252408170938706,0.04041982681340938,0.04525871532522875,-0.09298205462517903,-0.0014125504573366506,0.003158898505046662,-0.029494189820878026,0.016673040921188913,0.025796774961872115,-0.0038365740437149936,0.05298287989645675,0.002777488510183616,-0.06874275416758117,0.15010091420123434,-0.04094678428378337,0.13641325330630777,-0.07064167875248925
CXCL3,-0.016953926648284483,-0.03144231310911069,-0.045039447207147046,0.07113402478963289,-0.01808980193017584,0.0038815811746391237,0.04110308880092265,0.02557602818340224,-0.015182931603184822,0.08206566708048448,-0.01529466914935958,0.05508265801781393,-0.08974745148706162,,,-0.048569393866711844,0.05443098623556642,0.04085039230987519,0.032124854843515994
CXCL10,-0.05486182787007216,-0.016788385556855294,0.039411671371549585,-0.007436203924193822,0.02913733904282981,0.2335526499369388,0.05580512171112372,-0.0013986234757974842,-0.04500535335215002,-0.017630435264286287,-0.010461836758986284,0.09755680473075297,0.1279325990684109,0.07067928785613525,-0.025344082515002687,-0.017465197029413407,-0.012948544933861095,0.05215166990212845,0.04726616403286179
RSPO3,,,-0.023882920427441057,,0.03523728813314184,-0.052166262513661805,-0.023681683202566743,0.03758390986352287,0.11899166094804862,,-0.0159826344852082,,,,,-0.0199953655645141,,-0.026490572774648856,-0.08713815361509544
CORT,0.0008826992590343538,-0.023852441565602393,0.017096731553182917,0.023226585851381612,0.014702294153600937,-0.09939524321711575,-0.00781837173073769,0.04036526493476836,0.08220340407673779,,-0.01575609859691555,,,,,0.016220666642773458,,,
NCAN,0.04756084208095032,-0.038203765818696646,0.021845925592447465,0.04133888372636389,0.003261066876902795,0.124200782141107,-0.034200178843139334,0.022920820276975472,0.0004271194221261537,,0.05825044767437579,-0.05749789885478401,0.12308777106760925,0.055249476681358926,0.036476002766910105,0.06777327521501156,0.012946395072387635,0.05583645664652683,-0.05198092714998865
PRG4,,0.0060195695834297175,-0.026441239094378774,,-0.03163859543776473,0.016645835713279412,0.07140517045326038,,,,0.05347941168330123,,,,,-0.02010602419389563,,0.04659031307023888,0.09717661370490999
ZG16B,,,-0.024380934965207584,-0.017638813899702323,0.04117117200129064,-0.02359173451861397,0.06526166948107578,,,-0.02304851472653009,,,,,-0.004044863749488639,,,-0.0330308933376924,0.06266985659209441
TGM2,0.025079174461340868,-0.07022520538146933,0.057749249235725414,-0.01103811637386475,-0.05398108734417281,0.11652674639228665,0.03510213429733923,-0.04546690890370887,-0.03287447550013974,0.07565318393954504,-0.0029787184880449495,0.021121553601868598,-0.104649255882869,0.0044720198463937735,0.03576898307553439,-0.042450454312732123,0.06408344480740485,0.01693251702631596,0.056170303817429316
VEGFC,-0.021052855476904307,-0.02335741482619798,-0.0335724133146449,-0.022648916309556753,0.02261061655530233,0.0034435165475434496,-0.01616002857441132,-0.029345724446092864,0.24005775096296306,-0.00782356982589691,-0.01907015658085168,0.015514459155350959,-0.02643421834512998,-0.05116302549605432,0.042076515865290036,-0.027301575047908547,0.030269682974312463,-0.03306039288515451,0.004850347520405102
WNT6,,-0.029623424616778957,-0.016381957868648864,-0.01631231725214428,-0.006766082897460344,0.0031496013573818807,0.017864640416491117,,,-0.02577295080935956,-0.016643469679474093,,-0.019189265467272947,,-0.02774644256203408,-0.008625092398208557,,-0.02924848855273838,0.08086229621225785
