,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.05057429626206591,,,,,,,,,-0.01950570885856808,,,-0.042200730645456666,,
BMP1,-0.020149461318162382,0.05308615619179796,0.030478999189010782,-0.02958664228199305,-0.006510398969395048,0.02818704900801719,-0.08417865334064328,-0.04905128477019397,-0.158121579340282,-0.04705325444517924,-0.011298814211617481,-0.08411372047238763,-0.12029626922188141,-0.07382323764066563,-0.10620043059780271,-0.04432472484462352,-0.06593783370488995,-0.026052174140566667,-0.018154237762560786,0.023819354681513267,0.10493271998936318,-0.004996744740008991,-0.019156230826525393
NDP,-0.07087427338458721,-0.001222733142105782,-0.002434418691480683,-0.02503050824824868,0.01011170588224501,-0.042012125596784626,0.17398814500951748,0.024421336722192714,-0.05553230245365994,0.030949101208622952,-0.06557791407277554,-0.042000188650963874,-0.057341061997348404,-0.03355690777821088,-0.021090378817022474,0.0333383312153226,0.06217475440521471,-0.015705046910335203,-0.03731631037208179,-0.09057308133270194,0.06780971635214049,0.05025400279362705,0.020221940228942352
TNFSF18,0.005836714963368114,-0.0017703242265056898,0.05757385069503251,-0.041306372070806674,,,,-0.007386172332662661,0.0018868804854920201,-0.010129582987805183,,,,-0.0013448795896630322,0.012859234774188467,,,-0.02011589324986111,,0.022212928074677632,0.00847811158919028,-0.05786890857311267,
IL36G,,,,,,,,,,,,,-0.023858987717032022,,,,,,,,,,
RTN4,0.029146856262398407,0.20040886435034214,0.08379405624477207,-0.015128869791617308,0.01731998358636955,-0.05327545882217145,0.19581910349069673,0.17770875885425194,0.16866372349029343,0.10313519236608687,0.10507121545021822,0.17631077820939034,0.16998355869879075,0.07262812662554732,0.012868176590818115,0.20482640039885036,0.05118479335897806,-0.04360945018447163,0.0012860525169820967,0.12881252489550157,-0.015126088284779089,0.3359994692048735,0.049662881783587326
HEBP1,0.013794319247740924,-0.08841361054759586,-0.00843114667247849,-0.05220055343917725,-0.0015168623622521373,0.01772623405809531,-0.03780973086148526,-0.03476113721594112,-0.07655465918307872,0.010955878630618204,-0.023353639801158625,0.02944356818701834,-0.008732576265457495,0.011128899362656304,-0.021465225917639292,0.060886091298924847,0.07122515805353084,-0.027616331086894867,-0.005324419610472362,0.0068008531207261,0.042160750607701636,0.0317537374623455,0.06544536262983121
WNT7B,-0.025091290102458703,0.3289975543722112,0.09037029724211965,0.06832978865536926,-0.009947367358545636,-0.027801497811604202,0.03438508793125569,0.07478398232459277,0.28284845534806224,0.020026440669149884,0.012662545477363639,,0.025756798533619986,0.051076521806473284,,0.05872478064338443,-0.03907039145815535,0.004591269014495198,-0.02104706516605864,0.005486813637036696,0.03278833394440355,0.0029460078442953962,0.05960930052765445
PTMA,-0.001235580731803918,-0.11486628824776944,0.0572239713214042,-0.04917629716100412,0.0056057438269331164,-0.05333587582599276,-0.18901190428779283,-0.1473833669103623,-0.0056614150818419685,0.10929186610833166,-0.05318826125548418,-0.2373502437571089,-0.1700362689067161,0.07495221806408986,0.11896773359211917,0.0246181763307777,0.055216615100809475,-0.07173336204328878,0.0635526526803289,-0.04676702917292485,-0.06750834973078203,-0.09601398748396889,-0.16356235630454435
FASLG,-0.025091297195702144,,,,,,,,,,,,,,,,,,,,0.03388886579102075,,
