,UKF259,ZH8811Bbulk
BMP1,-0.08012186877477898,0.059831432844718445
NDP,0.006730640317683874,0.04705496976582856
RTN4,0.026810408389425416,-0.0021997334868651187
HEBP1,0.03435550646168635,0.03345860827286443
WNT7B,-0.009541032972859334,-0.03132425032991481
PTMA,-0.010281536325155079,-0.0755549883075777
CEACAM1,-0.004324254342463581,-0.015175140945307393
PDAP1,-0.007856454247655931,-0.0026150668151514573
QDPR,-0.009470895244529945,0.06843495606607541
POMC,-0.024467732455495543,0.047468202319713326
CCL18,,0.05617342184365297
CCL17,-0.015228933061595151,-0.021906268641309012
VEGFD,0.10402291700425949,-0.015175140945307393
TNFSF13,-0.01050457719230214,-0.023811365061606027
WNT5A,-0.025884011633723236,0.04616626150478085
CXCL8,-0.016385738166455912,-0.054405416369945545
GRN,-0.041804207224650065,-0.05240126358703795
MIA,0.007806907625437517,-0.0011636468968873495
COL4A4,0.0378154187475257,0.044879546020905194
TAC1,0.037271466353824556,
RARRES2,0.06396917292623866,0.02592295536432793
FGF7,-0.026994696835559745,-0.015582307251800431
EFNA2,,-0.014422955901386016
HBEGF,-0.02893888146959851,0.008059245880791894
CSF3,-0.01815156035249213,-0.02566613236301699
PI3,-0.031324113041794874,0.01213584562175587
PCSK1N,-0.012799936073485148,-0.0533366156365418
NTS,,-0.017571634816345296
SFRP1,-0.013287832749183917,-0.0033469170595554487
CXCL13,,0.006707816817778562
MICA,-0.021171819841479114,0.029183017319326342
TG,-0.01433967678409954,-0.021641389144647874
ADA,0.025673706052262206,-0.0014694051228140567
LAMC3,0.01603435389206722,-0.006138115323415462
CCL7,-0.01036756340398213,
NGF,-0.011012749525122345,-0.014229087109099769
TNFSF15,-0.011544788921364697,
HMGB1,-0.024580455497599973,-0.04620960730992324
ITGB3BP,-0.027714370935467247,-0.05002845031942244
AANAT,-0.010504578313435669,0.022667454873926123
RELN,-0.0182335955038965,
IL15,0.015545041822135675,0.0635472739013757
BSG,0.05153496697347168,-0.055064345600402145
ADAMTS3,0.04105772287815195,-0.031562295533330606
CD34,0.009643459116593412,0.005301675870890028
PLAT,0.011744713726166513,-0.026307605560724444
NTF3,,-0.008091731353242293
LTA,0.14055451859609852,
CKLF,-0.0014630382613224845,0.04539901082703199
CD24,0.05438174368619773,0.008752340912693756
HSP90AA1,0.07205401856176273,-0.04319334761565008
BMP4,-0.031002107491932933,-0.030903742816917615
SCGB3A1,,-0.012892914644360555
IGFBP4,-0.029820634663827592,0.030453929482055497
RSPO4,-0.020339355104761304,
LEFTY2,-0.02969050525186518,0.007639912123491458
PF4,-0.009045494816796198,-0.01321963763137516
ANGPTL2,0.010559865864815322,-0.01517281929321928
LRIG2,0.05858982641682726,-0.022221644355021112
ICOSLG,0.014358054386866164,0.05765850355631086
NPPC,0.048334552585526755,-0.02501244064314227
LYZ,-0.018104965407691978,0.023479085008553977
EREG,,-0.0020135832528882726
