,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,ZH1019T1,ZH1019inf
IGFL3,,,,,,-0.015533297400201878,,,,
BMP1,0.014529696535914799,-0.13765392763926518,-0.007341381808034105,4.9044380965390006e-05,-0.03061083431570799,0.0856967403488467,-0.0006120267853183639,0.05325603807369712,-0.05848601864965572,0.031630667081589105
NDP,-0.016254719773151904,-0.02212389082379567,-0.07480704919968988,0.04148231160250427,-0.006874074433943192,0.02416190880523962,-0.04293336200086747,-0.00718131867541676,0.13646885522326016,0.08019559318758439
TNFSF18,0.12124852648745403,-0.06063092395091863,-0.035272927758890536,,,0.12762438159022135,-0.023535482630501477,,-0.13667395487860956,
RTN4,-0.02122862281052468,-0.06319796470968517,0.0034800487393472405,0.029141596494188203,-0.1192958691192918,-0.09722744718461426,-0.10066721491170817,-0.007508521745925231,-0.16072679792809952,-0.06946169800029091
HEBP1,0.035066180621002696,0.015948384081951476,-0.04381254763311319,0.06686177863635015,0.01286426527080286,0.05129555764203108,0.035949154318674494,0.01177764053250281,0.007420459225538506,-0.04284709014521356
WNT7B,-0.03077777544829894,-0.029642009333889174,-0.014842315569776573,0.02360938279763754,-0.028735045290809738,-0.034439040389471515,3.870457615117951e-05,-0.010917753163163386,,0.012014771807871673
PTMA,-0.022845091780359154,-0.05223616292914729,-0.02411929267115672,-0.000676881060350356,-0.011849555265973958,-0.048875856276650524,0.04118322010083838,0.025231444917999384,-0.03329137574364418,-0.22226557041251577
FASLG,0.0001350838297142174,,,,,,,,,
CEACAM1,0.06891466283971928,-0.031170056108074877,-0.02080048507493925,-0.008443262396883398,-0.02323568044710102,0.00684856985634809,-0.016473360018309725,,-0.07049482750842694,0.0030446250982279627
PDAP1,0.03804051643715296,-0.016658958692567914,-0.01263384139675837,0.053840616982674325,0.05576247098002054,0.05506907386571214,-0.04390331322994806,-0.057520537696180055,-0.07223104921861574,0.017858681841819254
QDPR,-0.04325727601374962,-0.0008390902998684131,0.006528158962321994,-0.04482456419726769,-0.01999505764060884,-0.07787462321318799,-0.11585817836500542,0.04845684452603012,-0.061347827206776166,-0.15576229520549306
POMC,-0.06849919060810587,-0.030471451808165503,-0.028419444513003107,-0.02682955814864772,-0.03898214640407505,0.11422903168362901,-0.037296675438692646,0.09185723146909221,-0.08624390626620139,0.040222403609100434
CCL18,,-0.007587342487170098,,,,,,,,-0.09693664824856056
CCL17,,,,0.018710307696668958,,,0.00456664649870343,-0.01351311786454601,,
VEGFD,,-0.015760982373245414,-0.0065085031642814276,-0.018604479106386067,-0.005631767525331446,-0.02602243985551032,-0.009124968598883459,-0.009912035373529247,0.09956875671757753,
TNFSF13,,0.031157262917487785,,-0.011518564914850865,,,,,,
WNT5A,-0.005468620463839267,-0.02355779023967211,0.020687678928100202,-0.025533754056827482,-0.019757655376409018,0.11745924705950184,0.0028646688110459968,0.015931736644878326,-0.04233639357210188,0.08450604154362623
CXCL8,,0.01882626602396688,-0.027895951443681385,0.04037408558229287,0.047181541176316684,0.074233188812238,0.08954098587723364,-0.009230518329456844,-0.1255302851323123,0.10581045272079799
GRN,-0.025222121285988226,-0.11597566545746311,0.01754404754457818,0.016688126186164373,0.04066637796602869,0.10393434685083196,-0.029909037445012884,0.022796311872814317,-0.3065479704848771,0.061842381212830894
MIA,-0.040285464801009314,0.012121306339542285,-0.02649538530855759,0.07460027062801732,0.008714899250684093,0.09891299800434865,0.02406080261105158,-0.011272852782176716,-0.01851812488116412,0.03996379124936713
COL4A4,-0.035644424297676953,0.05473064076416278,0.0004093421169635957,0.041342075768170575,-0.01619939287427187,-0.015306911626303323,-0.012763136285849968,0.011719568339215922,0.1281477806311351,-0.0375191752323756
TAC1,-0.0010121060760406697,-0.015003022067150318,-0.012132651309341212,-0.011565036520902593,-0.055292170544907905,-0.08355676166785315,-0.10056317799444148,-0.0192583268157722,,
RARRES2,0.015749235050229626,0.07436498301562838,0.007143809245078824,0.05102627426670976,0.06341963615133818,0.07281381758691112,-0.06272056303259024,0.04066072924053538,0.32342522670969426,0.1490845541526621
FGF7,0.0012061594638011106,,0.03474915412931442,0.003196936777943574,0.02760635652097067,0.011465388875737087,0.03370885155087293,0.08364420400565085,0.050172723463985595,0.125171014860221
HBEGF,-0.04748000659252151,-0.037114382968788794,-0.02916749369616592,-0.004583500984619909,0.04323449063233207,0.0250732567920916,0.09523305968848532,-0.02545505723101802,-0.05707360891884131,0.11107411143406123
CSF3,,,,-0.019903697445265076,0.04508180632231545,-0.01619441787916538,,,,
PI3,,-0.001019921119444357,,0.0018856048302015613,0.015867666011832208,0.02393185166557017,,,,
PCSK1N,0.08300300389317183,0.038845367929865635,-0.05743098297494522,0.017864844758048688,-0.04230554809179611,-0.017458426957655038,-0.025485541795116067,-0.06182408585446678,0.008868602000778332,-0.0010274686864111876
NTS,,,,,0.07075274199891111,0.13858337695743442,0.01976228294175623,0.023541557170775235,,
SFRP1,0.0016699571544330795,0.06469366448834948,0.005916666063228845,0.024632610216198256,-0.025361245940554052,0.09857234693536988,0.019115897173058977,-0.013513118000634204,0.009719661679468255,0.004419374562449684
CXCL13,,,-0.036759499593688474,,-0.025133318604994685,,,,,
MICA,0.038262462937938904,-0.022101703130302172,0.01546276616275434,0.01271559090053715,-0.0458569017777913,0.028884998829453546,-0.005006663345705125,0.020247107490771802,-0.12986480714981005,0.07356165589035267
TG,-0.007416132100008181,-0.026378924033754494,0.0163647864570715,-0.01572385969200841,0.0035797451056129256,-0.019545213498372665,0.04954153488938464,-0.009779384716220795,-0.08389749691203092,0.00867208064858022
ADA,0.06815919734574123,-0.05540840542923812,0.03991873509171867,-0.008425905206956581,0.049769878774247975,0.06055518893114483,-0.004095520221148128,0.019332261070204148,-0.06812207885865595,0.08307905593048269
LAMC3,0.1316762403953923,-0.07930659813352355,-0.05029735764088702,0.022434674075965336,-0.056402368860071384,0.10971015664817589,0.0017077578321572037,-0.005278256574008271,-0.13511270859248037,0.060269738774412794
CCL7,,-0.009423141533853525,,-0.011368325434850647,-0.022111591165161704,,,,,
NGF,,-0.02301808456742738,,0.021625710245371122,-0.035567916427798205,,,,-0.058105561981315876,0.04254911967767318
TNFSF15,,,,-0.01265918638938072,0.006182773467906751,,,,-0.05655162411668712,0.02323231273119443
HMGB1,-0.06746393626699056,-0.06592830395145725,-0.008040280866098625,-0.02857702087939457,0.009782671318343586,0.08984535391370924,-0.03762003643573128,0.019862260731089636,-0.06968458758334158,-0.12208339082928509
ITGB3BP,0.0017714429644919596,0.03487635691740347,-0.01640409873088067,0.01219856487733042,-0.015735573194073572,0.06069247285349761,-0.004804469191040549,-0.004446325299910249,0.05537690157532408,0.21028498364033396
AANAT,,0.03795252505004031,,0.08797086717738928,-0.005290242360871542,-0.014607803179057416,0.018255915891265535,-0.011272853409201568,,0.09556416962142217
RELN,-0.013757209491832437,-0.010745321164900111,-0.026225921178524805,-0.019993651300565723,-0.043514463647806596,-0.04286387787235476,-0.009349419482250194,0.054720099284136896,0.009795250227464353,
IL15,0.009778787878515372,-0.04828428814029161,-0.018012592804291586,0.00423755887947421,-0.02707896602885291,0.012458876388044264,-0.009726279510921334,-0.02422905631132232,-0.03525602925176982,-0.061177020729071774
UTS2,,,,,,0.08598947712264697,,,,
BSG,0.018987214062263263,0.12508853392444655,-0.013088623019095686,0.09098703231130001,-0.00024650279430259294,-0.009678553088326663,0.11543538167942227,-0.04090218424734484,-0.0692415629507196,0.16052640114081945
ADAMTS3,0.006269183112547778,-0.048548021065481325,0.0015167550090429986,-0.01708735382542311,0.06911818971086475,0.09375878702956911,0.01505809733291509,0.013440991016798555,,-0.05268498848397358
CD34,-0.005759667387916052,-0.06782888940965916,0.018670876373874257,-0.03132450610514585,-0.0014782393935509573,0.08883453821985705,0.00955896782965328,-0.021091202647057616,-0.12033790316095128,0.09851622109311946
CCL23,,,,,,0.029987156663080106,,,,
PLAT,0.0284115861552798,-0.08569497590808949,-0.0016009465795713419,-0.033431282297172286,-0.0011675434697311284,0.09577845362450213,0.028031519053433773,0.02318572486610431,-0.15516141039246326,0.09375953791759514
NTF3,,,,,,,,-0.0181970745926157,,
LTA,,,0.09009041748707597,0.02458832429519478,,,-0.009544110520320807,,,
CKLF,-0.04882192000272257,-0.006624433953870469,0.0045778442702493136,0.005062382152267451,0.016772868627891874,0.13730776053794283,-0.043234223044609346,0.05827642978252279,-0.20597264389309491,0.019881726920171882
CD24,-0.03581360658884477,-0.10453475400395523,-0.036478830523197434,-0.0031106720891870224,-0.045345223068323566,-0.005947515011236792,-0.06278180443035963,0.001624721621354683,0.3326046507241219,0.2056943708723363
HSP90AA1,-0.09091408588103901,0.021206831074506823,0.013362533957898081,0.001795091231144812,-0.08308068919448397,-0.07922881501265833,0.011504199738966334,0.007980040790624957,-0.01534586727953949,-0.14804913851887555
BMP4,0.06416691977117084,-0.0360272050254627,-0.022049735766686725,0.002403077688342867,0.020653097043611724,-0.027044709264904522,0.023120576204984207,0.027332926854863247,0.03469043391104105,0.001611348351895489
SCGB3A1,,-0.023989952379676813,,,-0.026473884359606712,,,-0.009508762106940117,-0.03472045493449158,
IGFBP4,0.04815017651654098,-0.05653593320696849,-0.056208897483733124,-0.006605303637499699,0.020468178727696924,0.09687420672068411,0.03642870713404907,-0.015062313870919879,-0.15994692843080127,0.06950189905694741
RSPO4,,,0.005171879167245888,-0.022302676044122872,0.017535928020396236,,0.04918695095010985,-0.009508760716068555,-0.04528457618849833,
LEFTY2,-0.022093871848979138,-0.11378805289560204,-0.021055948839760526,-0.02343605787775361,0.019198275843213805,0.13000652831064194,0.0036658401374604086,-0.010426472419867917,,-0.00590933238143427
PF4,,-0.002231957642610882,-0.002232495714025669,-0.009918639972541337,,,,,,
ANGPTL2,-0.0665828895227273,-0.095274345892964,-0.016155501787073034,-0.032285362576827355,0.036138582329474575,0.03154411624662862,0.01617812426208427,0.012406355438993493,-0.1708266186797745,0.13317768851058698
LRIG2,0.03339507318226312,0.05751678789421558,0.004703725007393912,0.006716618898480304,-0.029921481523002755,0.03389778663532558,-0.03333032224999895,0.03177749075080058,0.054672715163441035,0.11813238053710923
ICOSLG,-0.0605053130431947,-0.06004298634775333,0.015001749113372232,0.007618084101026159,-0.0324897302623044,0.05037936809232381,0.012801440806246598,0.04668039560786354,-0.10535879238744625,-0.015789369856022265
WIF1,,0.04164664797238599,,,-0.056237060494162217,-0.07690318459676733,-0.03139592710926181,-0.01789351892378101,,
NPPC,-0.07768824791544747,0.05584746840317692,,-0.015386256597760961,-0.038703789108762224,-0.03933093200618753,-0.04609759769268564,-0.01321485039963654,0.28205888591706824,0.0068348836433243885
LYZ,-0.032928119401420264,-0.06001070405556248,0.01528087861133016,0.021009736223472204,0.0963379958154922,0.05077829129358755,0.03823148800652859,0.015849689999548135,-0.06964073848122068,0.11341810291330714
EREG,,,,,-0.008515689953982433,,,,,
SPTAN1,0.12760117383821176,0.03651798603241829,-0.011523976530201725,-0.0019113963369120927,-0.07306079441086888,-0.050252335375179424,-0.09437332780702368,-0.0025228304358445486,0.013887340151198422,0.13328963355023082
LIPC,0.006922337587258532,0.04614959326751556,-0.01712348699618255,0.03176468119489604,-0.0037188617782989123,0.15011384989309032,-0.024137543502376672,,-0.09976294726223862,0.024289951568314573
COL8A1,0.07596301289541837,-0.032489220372537195,0.014778459204792638,-0.0383535427707661,-0.004095018049015629,0.05009234496062443,0.06031362789777704,0.033797375318858694,-0.08072983250083496,0.027747339640772615
GSTM2,0.047955765593977774,0.004911695687582441,-0.04146051349592858,0.032460868881578696,0.052846344970641085,-0.0017340032485132658,0.02345682643482997,-0.028104812467516938,0.12071493320132552,-0.017215922115870644
SPX,-0.01974194801498843,0.0597099200578047,-0.022132231917337573,-0.007804105491106795,-0.029306192891380936,-0.051230902864461136,-0.04273038776608045,0.010859179376984539,,-0.09377878118644435
MFGE8,0.020605182318766242,-0.10696331069669972,-0.017094847848236488,0.016264211396276654,0.0019152966531899003,0.03653754124975629,0.05223741456627059,0.020924896946084164,-0.11757608810513079,0.10294776071187203
TGFA,-0.013083238841067135,-0.046158880334137245,0.025083522487937285,0.0008595205289153706,-0.03453444112737843,0.024443595138502316,0.1340515673066744,0.11519773216397611,-0.09660401145084266,-0.002991822583199803
SLIT2,-0.011878643124159783,-0.04028402540660768,-0.02840963898790955,0.02350389572368714,0.018825497428561752,-0.04853949225296562,-0.07080612124883273,0.0012901312319671687,-0.0729547425141096,-0.024644111933674103
PLTP,0.051003151059604776,-0.02167474530747392,0.03989282943007452,-0.03335561301319142,0.07306412203064182,0.06593937044983672,-0.05373431711068898,0.04016359982102032,-0.037654247256795094,0.11427475536759076
APOD,-0.12012744486333463,-0.017823623153099304,-0.029970348163137924,-0.015008911183782545,-0.022729791658148382,0.07156422368103628,-0.10743614806834952,0.04950166423940049,-0.0905103981514706,-0.2581797343204493
B2M,-0.005466015709494051,-0.14699784995229795,-0.013013573388256145,-0.0028134758466988666,0.09125648799563849,0.15536024269082624,0.02934138605405504,0.06592888944101488,-0.38397976347720364,-0.08170989031508169
OMG,0.03696663396742519,0.008970778840225617,0.06359788627879474,-0.014716130257310993,-0.056054901882360876,-0.03646049840870274,-0.0658219632501658,-0.061960970068164756,-0.08648173665867345,-0.056351220676336855
CXCL3,-0.028704561469509327,0.01933373159881788,0.013872370675566292,-0.005505746779026365,-0.026092418431282138,0.021786936448854266,0.12232987012296273,-0.01017236403584736,,
CXCL10,0.026477476406520973,-0.04846407290673309,-0.030286904747255403,-0.026661836385001,0.09366057370227591,0.13538540988467598,0.01241380965482146,-0.01545256550307645,-0.029419396243475254,0.019835328294273147
