,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
TNFSF13,,,-0.018544624489883456,0.007087024352004877,,-0.013544732820725916,,,,,,,,-0.017840552497621554,0.037036506744680744,-0.03273536303057591,0.11343367633542285,0.01871080697202318,0.1315166073530842
WNT5A,0.04666890975498493,0.11105151405244933,0.02022883716046588,-0.019532916694271613,0.020013921270108023,-0.02088149701095392,-0.0022500574783293464,0.01702060867055125,-0.043075997956062,0.032435706658407566,0.02071939269669951,0.06254127803621967,-0.0034599427871267537,0.030246775947382037,0.026583214344612773,-0.07281085927860051,0.013446284047664092,-0.01574396814935189,-0.0015412701601452714
CXCL8,,0.02926503233016381,-0.0029875451341301188,0.12166537715430273,-0.09266252513605312,0.09415582685529857,-0.034575595418460524,-0.05021585220452814,-0.010043004446572166,0.0605978704848553,-0.008106683233654294,0.049886495117230145,0.04454642691990777,-0.062182663587566814,-0.05156349447941884,0.006832969215406672,0.023948846717340454,-0.042349639366876225,-0.080351133302799
GRN,-0.08874367068473975,0.03350712296702093,0.05676015579203204,-0.019978427094859332,-0.045808418664660476,-0.029287499769766297,0.022306652588396154,-0.01647995038208419,0.10220025179486766,0.04518358087405168,0.04115132591466159,-0.12225616230640853,-0.09033668022658348,0.06466556833970237,0.006693927677295977,0.0034378526470892315,0.07740051841465141,-0.07523937399963279,-0.02929159490901995
MIA,0.05363337755941184,-0.021754644102388636,-0.03406555471857733,0.028601667208804502,-0.02199095521540786,0.020259421455578876,-0.007739280683885503,-0.03391327918483503,-0.012265108694455734,,-0.01997861736315646,0.05757018753452797,-0.010088722392473614,0.07959541965169933,-0.023019978229371782,-0.02582844154318443,0.09003687706651739,0.14927063957304368,0.02617822607587587
COL4A4,-0.025902092120843496,-0.03478964549178348,0.11490056923897728,-0.012875800493898757,-0.02030806694464044,-0.012887214866992031,-0.014812510985231417,-0.02482895239786297,-0.020604407194948406,,-0.01938000003095337,,-0.03257769655633889,0.09644266849753351,-0.019853328569019186,-0.047023087885004464,0.04558389494449416,0.031336469525238005,-0.04025138699190837
TAC1,0.061715905524506044,-0.03701929073398999,-0.0020280070206812047,0.0072414147641630365,0.05791513800088902,0.045627328976841144,-0.032575583438990474,-0.019099771951091093,0.00602633480682872,0.045181060046879544,-0.023306570911029216,,,,,,-0.012491673796967827,-0.026178726570277144,-0.030605062019097237
RARRES2,0.04907460558221048,0.00043138501689391493,0.04257037428780704,-0.031529224418814596,-0.07784528880902725,0.007832870971760027,0.05370136117734029,0.11087148160076495,0.02669508908469442,0.04511281712935436,-0.011932247963382563,-0.07235125689103343,0.08375543223323713,-0.03595661720955568,-0.013763029151580453,-0.060387151217898706,-0.04688592967429774,0.008511640030960268,-0.02162366564651901
FGF7,0.025972776870472055,0.031326024429349904,,0.0009337627692830297,0.09773015880151034,-0.016307067290320987,0.008007462848657745,0.0013947992104037387,0.0014129173767205353,0.018067089303096244,-0.006871483008060458,0.0003824232125494321,-0.003027407609862174,0.04518430673360149,0.010413120199996769,0.05890128974012561,-0.02004342597074907,0.06900903185270511,0.05514789812802343
EFNA2,,,,,,,,,,,,,,,-0.027685784054083007,,,,
HBEGF,0.0235670397180739,0.00494096554134745,0.0041854343586125425,0.017042081733778722,-0.03377570014538467,0.005372426802764344,0.08750074416160002,-0.020758650670865967,0.07083839684631807,-0.06145450182827752,0.04071902428385881,0.06967532618123065,-0.05546811280425616,0.02815006168294091,-0.03149457321113824,0.013134476906171618,0.08589990249353106,-0.0386952674574336,0.04872110703815721
CSF3,,0.03355821075952787,,0.10395095710705592,-0.03000259536521572,,-0.015671351516941965,,,,,,,-0.004652867416016361,-0.03879285893410663,,-0.02877059169025273,-0.0007442310364586433,0.00610213076827868
PI3,,0.005868283409554049,-0.025853287854314903,0.1347597094702679,-0.04273829667878844,,-0.017646148647528254,,,,,-0.07201384994617559,,-0.02399691302370531,-0.06724167292173674,0.05277605330794161,0.04144745029747577,-0.02705474567483109,-0.10565008483664311
PCSK1N,0.0286463110181347,-0.059697220507307955,-0.009379263964991037,-0.09087229471332728,-0.0396796621497632,0.008931531517913312,-0.007770482407665035,-0.03679693688108588,-0.0008992546959152296,0.0239792418100987,0.017959077653958672,0.05835401316385023,0.019216920251825656,-0.03822935468049226,0.06482288565143998,0.030695222580749523,-0.00480349125630415,0.08848119766857546,-0.029826837091418115
NTS,,,,,-0.019786812454372246,0.19487410815134412,-0.019261976142583848,-0.008609527334890106,0.0187141468321209,-0.036184642570884044,,,,0.006154473698706232,0.07029345315418692,,-0.017483534222679377,0.10950910651420752,
SFRP1,0.00968395345276222,0.04626920319882815,0.05750297853946155,-0.0021322831119574863,-0.015894198051641543,-0.017489113607349466,-0.020268342731485218,-0.012636808816192776,-0.014702565914888279,-0.025885856329463938,-0.03886660047555419,0.01637374069120703,-0.027675703733503556,-0.007735381922813803,-0.021262036815385615,0.05951837720086811,-0.0012020701144929615,-0.030326558985928714,-0.004545919904804571
CXCL13,,,,,-0.015751353247358067,,,,,,,,,0.09868951056540438,0.012104337061824297,,-0.015062484843238574,,-0.03434337276492611
MICA,0.0790646940320534,-0.028079349726591613,0.008637491091017767,0.06443511371714825,-0.057271384460968564,-0.033392452830334776,-0.003082663564313478,-0.015899509891078623,-0.026940781055035796,0.027157507719248856,-0.0026839208374430895,0.030282486914042003,-0.050579381087855244,0.06095328321433498,0.01497416512421879,-0.01022299787386675,-0.008016075927478631,-0.005792918539922812,0.037637079039692656
TG,-0.02590208628370731,-0.018014495105563296,-0.010436024803982171,-0.0075338295547371596,-0.0337109841256378,0.06507571842743293,-0.01891391919685742,-0.02395928032399329,-0.010640182997775877,,-0.020446256642919353,0.010396823262048301,-0.06644824687838803,-0.03603728346585163,-0.021399312993157543,,-0.02367863906670041,0.0008241536335604766,0.0618985986875928
ADA,0.05322427081979305,-0.0298051529650569,0.032165580279185736,0.02858897520349964,0.030703141371541957,-0.013191906189785767,0.006414483083881715,-0.01651950847716769,-0.017280512872474237,-0.05819797102194007,0.04046289111365862,-0.005180543854622799,-0.04624968121251672,0.08491505529652651,0.03686826897235158,-0.08492733721529418,0.03568222019361023,-0.03655662114879112,0.10739017922537633
LAMC3,0.044629796695734684,0.0014057200639832367,0.05841206670277071,-0.01973701886041825,0.04686888405140334,-0.007033767404340836,-0.010321932461460447,0.0013423261767280322,-0.028443087102412664,0.056306843707346926,0.11218767008229753,-0.055929100105846265,-0.032086039015838924,0.059763345786460836,0.05089229502092466,-0.04460012778709116,0.07182582991924638,-0.05130326285799664,-0.00011676043226240676
CCL7,,,0.1385668929875496,0.0789700350952397,-0.020883386279213302,,,,,,,,,0.05435664202803065,,,,-0.021970512326847432,-0.048091781995219816
NGF,,-0.03228873114162691,-0.013610945239974742,0.01841714021649,-0.022290841282512682,-0.017328835358763416,,,,-0.03618466639607036,,,0.057504878021287155,0.05904734091402921,-0.02731364053823497,,0.027422603570745364,-0.0383843669653297,-0.047984049383231614
TNFSF15,,-0.03994519016582466,,-0.009884460272682501,-0.015461988334974785,0.15247729905509028,,,,,,,-0.04681616984152387,0.01735159686633532,,,0.06813358426446303,-0.04261262326342845,0.02042853268092408
HMGB1,0.025491777234630936,0.015083540655680077,0.01131357841512796,-0.022718367745462455,0.0060395864588660515,0.004698155189768723,0.02505627318773782,0.00354034259908951,-0.017430595487021874,0.02570681325477916,0.054768472027402745,-0.11076820059203389,0.00834697414522067,0.007571969036010816,0.030897684327354312,0.009523370284701129,-0.011773370033751795,0.06264995970954607,-0.010263501842270173
ITGB3BP,0.04108542721667433,0.1124205368909452,-0.015218886301093339,0.05740111660361367,-0.0007129192175396921,-0.009148599103967545,0.013948454029176308,-0.005476937282172399,0.053239633517919716,0.04861509403017366,-0.008916612473642583,-0.07946696311017638,-0.0973073343470412,0.039852542135064,0.014136449064710484,0.04036038473554112,-0.018087541684423204,0.041173846364570575,0.08063515131312615
AANAT,,-0.01531535509409394,-0.0070261525450545075,0.03574386725689786,-0.013932176205704892,,-0.014135983165151553,0.042108741649988166,-0.012265109376672396,0.014919204139409893,0.07496390996347346,0.03883012487634144,,-0.009838141232602673,0.020870884444400623,-0.008809768043440176,,0.08585538498490776,-0.02585266253202002
RELN,-0.02147351624925029,0.008699053780597885,-0.0037715305713530646,-0.009938055522574494,0.03546702279130372,0.010569836808441303,-0.019727624747599953,0.02050338440859014,0.05403088206237433,-0.038598327937030656,-0.0026480487659981842,,0.082026001136323,,,-0.00018205698353575733,-0.02158024437478734,,-0.01983024980863529
IL15,0.13327051324173517,-0.013904443058357427,0.059380417254492994,0.008398457701931211,-0.0013185990261329519,-0.01497192605823286,0.024692960752515612,0.03395923877943511,-0.02636173956714043,0.08148519956602268,-0.01693382486850437,-0.0057235007940398324,-0.003243704143988292,0.045519308903573454,0.027294404419286433,0.033419389846049745,-0.03388952364318661,0.08542980306051454,0.03488999979072545
UTS2,,,,,,,-0.012650588388835876,,,,,0.0022120001966231544,,0.02967883289414699,,,,,
BSG,0.0386446791792795,0.07494003976342797,0.01512607121683113,0.06281879170513438,-0.061277223819911145,-0.007828010220994906,0.009200942195733268,-0.02855941957225954,0.020341065928931652,0.07320791818531269,-0.04014648562801381,0.029769226501422393,0.07014238083269139,0.10557903764376099,-0.022928234937062076,0.05737761721578068,0.047571689528080795,-0.007831522848818741,0.03408300604342903
ADAMTS3,0.043484465761181756,0.027953626611770872,-0.05207850049585021,0.013579171099474603,-0.05081693378797349,-0.024115441690123425,0.009611041379149483,-0.005326461563067038,-0.0009420865593881357,-0.010652326369785926,-0.0025912731968244034,-0.11440560411000805,,0.07764268239829568,-0.018911766619049003,-0.04868304317584004,0.003962493833936967,0.1057147653954101,0.07259399193068325
CD34,0.027772885780733076,0.012991340616650979,-0.017528112740935898,-0.011554713515575896,0.0703380698395367,0.04604036093608174,-0.007884449768781164,0.047185788121199335,-0.02294768662036972,0.08009044085752881,0.08262332787536568,0.003888853165571978,-0.0025035005739896298,0.02666144833670693,-0.034196719450650274,-0.01386969851920446,0.026651017849004945,-0.032757177336473396,0.054333831458514954
CCL23,,,,,,,-0.01608450490230919,,,,,,,,,,,,
PLAT,0.03376255210674111,0.03408865360323031,0.07393626008410283,-0.018047298622231287,0.019459547093855133,-0.0387172718676012,0.07732878384232421,-0.04299217772019807,-0.018008781174807344,0.09339123295395273,0.024536888410089906,-0.1121793313506813,-0.0027558447951459013,0.029126107744081066,0.05677447995474644,-0.006366069082785557,-0.016358765626575594,-0.009414485731117127,0.021599758406094786
NTF3,,,,,,,,,-0.01979881243126232,,,,,0.10177340057505418,0.018423162015828824,,0.03360122319283226,,
LTA,,,,0.019012770625845422,,,,0.03292765392383739,,,-0.01693382695882361,,,,,,,-0.017880231453427667,
CKLF,0.03267433275460578,0.06779879528952659,-0.023791512749720328,-0.01849507418301293,-0.013848350614992988,0.011959253466194112,0.010429071659789313,0.0311607031133262,-0.04395914603707696,-0.0035265382672868975,0.03847979247312307,-0.07066240195747067,-0.018252122893442767,0.0636959163259151,0.05307800992358797,-0.02591225744996743,-0.046931097391951324,0.10139164020969307,0.053164021436179446
CD24,0.01574131305005227,-0.004435975071998138,0.07067657465249784,-0.05545110270209692,0.004501276329945741,-0.010397011058807701,-0.017536746684201594,0.05514409555179864,-0.02252447294624854,0.05134515937820788,0.013915775377705086,0.055646729739589486,0.03378133721619525,0.009170530426955757,0.033634771047880284,-0.0852925803383696,-0.0018143721520639164,0.03807503730810524,-0.027642866280123753
HSP90AA1,-0.06987165113730993,-0.007716965614974634,-0.005455972382850132,-0.05251535704364349,0.05764822570847492,0.05806360851879849,-0.019665589855514143,0.04085964587201067,-0.017868006377551215,0.0349940733489042,-0.013661972543344518,0.07216549752353556,0.0973623611199117,-0.11990007838649684,-0.03457788268072259,0.07682094606443125,0.04491519584671169,-0.037653064506176025,-0.09428794213107695
BMP4,-0.026657007131288733,0.0001197046386072431,-0.021686821871772857,0.018450028284081748,-0.027037638509226882,0.024532182968555846,-0.02574016113666617,0.057775645782136724,-0.045102784892635445,0.050937244323553295,0.07823380076157192,0.024909101975615737,0.010138003331078432,0.03315756056294689,0.006199455903632489,-0.0667838269595977,0.047433624116695924,-0.02542589645408927,-0.015918905210514027
SCGB3A1,,,0.028422043071224767,,-0.016591501939381924,0.0379252910765265,,,-0.010345739720449248,0.01596867507965676,-0.011816200511371382,0.10690695826613394,-0.04464144824528108,-0.007973519031868418,0.10421497109108219,,-0.026549174992976016,-0.046066290367019515,0.007568472587903245
IGFBP4,-0.002070026030241023,0.007716780514261881,0.018145087450513513,-0.018010518789705818,-0.0030220949875801643,-0.007853041620840589,0.015011250645328341,0.005176939408952475,-0.00027868244829126006,0.033198627203928785,-0.016159919870646484,-0.021151174778651843,0.07666905965076976,-0.028811230775774993,0.05139353130390855,-0.002758940946881093,0.10159235251934276,-0.06098786127299537,0.018253355153754137
RSPO4,,0.006470952265421782,,0.012044008415636836,-0.01914929027234849,,,-0.024135534235952223,-0.010345738207150778,,-0.023489883915238645,,-0.040818078126429576,,,,-0.024986708838715076,0.06404797365588726,0.028578556251349373
LEFTY2,0.010427223534825185,-0.0034956328079145623,0.031946043741054225,-0.025312609947441212,-0.01752167306394923,-0.00636871613964667,0.02571608479422073,0.01801088520124978,-0.011344228475299199,0.07001086405192788,0.04390972203733645,-0.02030682325892209,,-0.007234408415849422,-0.003589235475117872,-0.0289638751674281,-0.011777806620810164,0.009203479152772753,-0.01947229051720971
PF4,,,-0.016215050161872375,-0.017669296259001026,,,,,,,,,,,-0.02537593786169107,,,-0.03128522632453894,0.016409321479949647
ANGPTL2,-0.0055402973836173415,0.056993774987662026,0.0086291417033401,0.0027637953057981653,-0.00568445665664024,-0.012916474297063468,0.02262320700525093,0.005517387151878611,0.026603659388588646,-0.026619140556763763,-0.014236294291713986,0.03233603786393659,-0.033277982877600705,0.06127603355644978,0.06214637811308204,0.0055672352888337185,-0.04546131050965945,-0.006031994529887326,0.01548607390845997
LRIG2,0.04363855199179199,0.048330600820735294,0.029999396945696588,0.04054275645413866,-0.055173935482355566,0.01745917435881099,0.010474964396722183,0.024470687348914298,-0.013836301060710196,-0.029020374402137963,0.009521515135192518,0.057973994244488986,-0.12619619631419052,-0.0009351038246961003,-0.010529714524050215,0.13242355169914208,0.08264852996805963,0.07653011533563185,0.018484645611138342
ICOSLG,-0.015507142959340133,0.1048482720857405,-0.03275137739916833,0.0462881345571207,-0.017879200245683506,0.03200684207047936,0.005493934232694567,-0.040977209724098004,-0.019634279134341563,-0.051966995067768404,0.05139138065241376,0.12248890221553702,0.08523285797882331,0.09813767771207041,0.029435194533545032,-0.06099704188823138,0.013423515197910577,0.03326295884171557,0.02145051102209824
WIF1,,-0.07902855429553884,-0.029176350847808535,,0.06761869380237127,0.05448819234781249,-0.035572420846802524,-0.0038535580166650617,0.011222475573035127,-0.03243581767499782,-0.01729234472946239,,,,,,-0.023227566125830365,,0.04132723909610597
NPPC,-0.016881991953885376,-0.050461822526123655,-0.01822464200592242,-0.01680205645558537,-0.03340446142011103,0.008612318860653998,-0.0156313998238293,-0.006454777297196243,-0.014378044286072639,-0.01972035043596943,-0.010288360394990443,0.06984525918512718,-0.07113319861525295,-0.03154207593290712,0.041655863090416724,-0.03582311899161132,0.015351150541137972,,0.013824347052081127
LYZ,-0.061684404003672366,-0.0236293981604094,0.013425902492328128,0.030965977174235257,-0.07255871676152542,-0.013809218465562007,0.012328040453099385,-0.039661750145251466,-0.021636400806949667,0.027869763446936827,0.035061630726121056,-0.03475614467122659,0.030611100108075,0.003587261020963762,-0.03911384466220746,-0.10056103370369793,0.03907706858512402,-0.034086249411533834,-0.05319905407940913
EREG,,,,,-0.02694759495560007,,,,,0.05190488505618401,,,,0.0049900844316105916,-0.0009232162702330463,,-0.018402643190767662,0.024193476240809513,-0.01207959321272604
SPTAN1,0.0027789552251613918,-0.007939686222908289,0.013052526166591959,-0.03992487223840655,0.04230560705002051,0.046167055469757995,-0.10441204418524352,-0.02613497190059715,0.03353940137034448,0.018223014570632856,-0.04771224704255345,0.010022483463868088,0.04336220653370623,0.0635783917383739,0.04354600448083416,0.0772380900468555,-0.019027376768335977,0.02409780731700252,0.03528396895638431
PTH2,,,,,,,,,,,,,,,,,0.10543417924588988,,
LIPC,-0.033162424207356864,0.006389550518719904,-0.019851483439616405,-0.02281292119394131,0.0012511211523667258,0.055607764330188394,0.015254271849503544,-0.025222257719275547,,-0.03201276134163564,-0.026601458591774325,0.048197297828185826,-0.00405358334914253,,,0.0041556384101170225,,-0.01779113823311771,0.10247430596581099
COL8A1,0.10864899148049335,0.07763311733313122,-0.02900178979600598,0.06677897997313731,-0.03173588422014105,-0.04719014076691906,0.01753444129121203,-0.047225380083340325,0.0015315620137649982,0.08071597279937624,-0.029720327379691568,-0.08159491306863623,-0.02182314773171779,0.11828853299397196,0.06615482615771257,0.05453307638475881,0.12751888056855776,-0.014804151529583668,0.062337311688310984
GSTM2,0.08435114402384869,0.0420413303343443,0.051077364897415524,-0.006272878034897915,-0.027452805064015054,0.04444580962196981,-0.029841329226987394,-0.05232239268770542,0.04842423158813587,-0.012044629453557996,-0.014729330726367658,-0.09653316070471994,-0.04842856282568879,0.04450641098291772,0.011216766965375087,-0.05439883300337888,0.008637352357377332,0.06977995557169316,-0.00028520473455676313
IL4,,,,,,,,,,,,0.06203298610914541,,,,,,,
SPX,-0.06640018864522634,-0.04659924837010413,-0.020568741328087507,-0.04605443952047206,0.06495816564188442,-0.001580670567212445,0.007193430335095069,0.004799057933781354,-0.0006829814450259358,0.011757257557516857,0.016256638548209714,,,-0.01780920860958378,-0.018892291678610815,0.025716958391368467,-0.01374612473176763,0.09996192534773284,0.15263169067670382
MFGE8,0.030916516998590344,0.04709793354229467,-0.0023733973629585844,-0.020209515949944464,0.09268117240742682,-0.028458223802870768,-0.01619803217840767,-0.012157320004018026,-0.017418216545736703,0.03027122323293328,0.0354659878541184,-0.058927521704015016,-0.0029114920192722955,0.04361439889123495,0.004923515644926539,-0.015964773505375777,0.02765598099600328,-0.05862317695701609,-0.003936921393422495
TGFA,-0.0002413968067979431,0.06989108132080651,0.05739346009002315,-0.0007146669626721228,-0.018925173371506534,0.04510770115159417,-0.018388057791543636,0.01896132610351979,-0.016874052420550033,-0.001936301603984721,0.006904331993364073,0.08783196881776587,-0.012086269568779994,-0.008132331547054599,0.021713039016707947,0.09558975469691791,0.055605435454727424,0.11169421862335663,-0.02806835238380139
SLIT2,0.02466976778158877,-0.07993592124814732,-0.03538178213386334,-0.060137124558014406,0.027209137672497732,0.014862557598935917,-0.038581435983263884,-0.0020661489915860744,0.03884520539023248,0.01637480812859536,0.006574821795470747,0.04602486848047968,-0.0339915098346969,0.002231411349020008,0.11247876342529047,-0.012884458978500464,0.04074517624116386,0.02242037072805507,-0.024470002745988394
PLTP,-0.02267262078384095,0.023737052996644036,0.05582235593063211,-0.0793471842685083,-0.07005121495759656,-0.024922809054933204,0.010860258372468448,0.04655981224049092,0.005318047963320307,0.015359392507128712,0.047831312058336926,-0.1537737395068308,0.04747178423517437,0.06963357027337953,0.011780746095836334,0.013968168767169279,0.09370769270774788,-0.008425653261523695,0.04030860598694074
APOD,-0.07030470950666547,-0.07303094269428168,0.04636415569383359,-0.05213602019004333,0.005934529993461056,-0.044552892357349085,0.04020024227992657,-0.0015275198854489895,0.03592896693235934,-0.019270908163206875,0.014277719846324654,0.04959888717842712,0.01458218966334472,0.06882807058378412,0.042241206596675684,0.0846109079732658,-0.025071362572442454,-0.11417593787428067,0.030309494855551396
B2M,0.045789408155272174,0.014802593369934336,0.04234706410002995,0.04231147526497824,-0.02269826989501162,-0.05431503926201894,0.03261204522348468,-0.019804412651856704,0.044651799462051826,0.01213709800033292,0.06246436069846653,-0.07765890437338235,0.01273409659684322,0.09895916745845117,0.045003425137879964,0.016258065606076965,0.1262959517093127,-0.0774400345858769,-0.04541504095843497
OMG,-0.04002514634924484,0.034165163770083946,0.06726119115164687,-0.08443858110390608,0.058523040726024406,0.028727900424158914,0.02959032660196177,-0.0018766025357746104,0.018264751338583168,-0.036356575096637214,0.019217359401562325,-0.07993072410897599,-0.037715022102512784,0.038593233577049,0.0027273214619903076,0.023324943966629517,0.019176991967187217,0.08338389624081687,0.008278519186132614
CXCL3,-0.020859032236357423,0.05679203882988496,-0.022252212694344985,0.06540814280311266,-0.017026907221515283,,0.022068143823330864,-0.014844388713204815,-0.011067753033775444,-0.04158570965312398,0.09874567042848112,0.08559779249721164,,0.018241954265030946,-0.026005234393444293,0.10452359960625979,0.04980324644071263,-0.007515069651437184,-0.030121155455601314
CXCL10,-0.03886338745841593,0.037855137090575905,-0.020894739689637756,0.042081316952662,-0.01885071525981566,-0.02046492678231994,0.004426671743058678,-0.009224753604432194,-0.016812726925972788,0.031799039346464546,-0.019380001255292167,-0.041734949365492914,-0.002108625137547218,0.019772363685753674,-0.00934217958427008,-0.03582311509643691,0.10610733256990938,-0.06559925294091937,-0.02486502581534523
RSPO3,,,-0.004790284910291059,-0.020519440488424846,-0.018539653345889147,-0.024036309765574502,0.028763721865241208,0.002838759416023434,-0.02687586442393509,0.018932517443672723,-0.012743980837517216,,,-0.0020742254005933283,0.011270267411753632,,-0.008943264542905829,-0.022295773887692844,0.06016097139040483
CORT,-0.025902091703905068,-0.030157510009062298,-0.046352638255904785,-0.004135797384055693,0.05873148201830508,-0.02319357297899464,0.002632421187310629,-0.022718413097064336,-0.01866694243731765,-0.04255996819389476,-0.03380938540993668,,,-0.03598769587261013,0.00442054630333033,,0.017546309943020033,,
NCAN,-0.01930907493766574,0.04124527394804591,0.05734248251669082,-0.0875750457690376,0.06935078502079532,0.002485230832847847,4.666272531126994e-05,-0.01396680172414595,-0.012769165949076844,0.0465223129633591,-0.036948341151846135,-0.04528381726393708,-0.0022625483283111756,0.0481917519979469,0.05883003470321878,0.05118473317647479,-0.09773857148806618,0.13410907563124214,0.0801711690255222
PRG4,,0.05464125807600658,0.11176417031039111,0.008618107162631592,0.013638325512585236,,-0.020107927770200738,0.005761207875718612,,,0.0078021955749907786,,,0.07340032752786793,0.01763302435232539,,-0.039197111666204404,0.04278925304211181,-0.03554372562521267
ZG16B,,,0.010840946502508697,-0.023504694011212142,,,-0.02170973935675188,-0.016489139384671156,,,,,,,,,,0.0029173980248738247,0.11590340609222927
TGM2,-0.03180996267978079,0.09274415176185376,-0.007088869731754918,0.014141451512757551,0.01473130936269346,0.010776364758645646,-0.03610212777953976,0.037518704735517314,-0.010292411971330828,0.028992779700975434,0.050958086733969114,0.08764980658587365,0.03016307387562158,0.008544539311334575,-0.03789196051232494,-0.012532933691321812,-0.01736694287841307,-0.017613775460774125,0.006596290074026844
