,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CXCL13,,,,0.08582150037736705,,0.056545371262696494,,,,,,0.07134615611146164,,,,,,,-0.05090675962149904,,0.040031027555219735
MICA,0.0862648728386725,0.09367423357156397,0.13570297770213932,0.031141711471737995,-0.03430635364466255,-0.03183532761303892,0.04657788192681046,0.03649524804470775,-0.02804428371162766,0.0258419100818856,0.03164440878206043,0.025059108216558594,-0.04151605218654142,0.1103561697680556,0.04423216657257097,0.11536947720032507,0.041793843041132164,0.021355668118281095,0.06476955161378169,0.08521972974326496,0.01799866989444441
TG,0.03910163436283599,0.025707711459184483,-0.015565700633228199,-0.00645260023581824,-0.026641209226779337,0.044870905996718606,-0.03625510918253432,-0.032929787218861716,-0.023470929943287294,0.010735473801902203,,-0.017633052162906396,-0.02799844508867291,-0.01104961891086301,0.03861445796643158,-0.06339835980616812,0.01613304768490691,,0.018859792101106294,0.01751761351245563,-0.025404432446119677
ADA,0.02794241346402508,0.028545266293646048,0.2135324137389411,-0.033909973004810884,0.01725632576370247,-0.03838872253493941,0.03886973485808387,0.04092779545228762,0.04688564478038239,-0.0018830048505661442,-0.06899139136892118,0.10209141476340579,0.040617360679154314,0.11266083347632527,0.12202176650888208,0.07882630140372494,0.10862955511811902,0.013483293162983375,0.07198289844568144,0.12845453227883,0.0949826107694986
LAMC3,0.001054263553542932,0.14068089024092365,0.3363570475849298,0.02770179325723927,0.11159681762496129,0.05531797436193358,0.06214681359289428,0.12261897695822162,0.0775586113551683,0.077459586712079,0.035607490771474896,0.14554696290313912,0.1236803362941772,0.07512846681324727,0.24590421736569826,0.16864881246202326,0.11503410092547836,0.06437785764999934,0.21471286711577803,0.19853229920995838,0.20578349603695203
CCL7,,,-0.025321363135662852,,-0.019261551705520734,-0.026074710887229444,,,,,,,,,,,,,,-0.038955810533270144,-0.09764773594947489
NGF,,0.0865514095764692,0.06559475234459117,,-0.03724324985066608,-0.019990115834428557,-0.00031188749632198796,,,,-0.0046003651971662125,0.13368243357434714,,,,-0.07074799587297995,-0.023625912756810436,,0.04202260144358538,0.2342421161310113,-0.03484764848446916
TNFSF15,,0.30797639273631483,,,0.006888694126271465,-0.027109024445055065,0.06516250528550119,,,,,0.013777908737754852,,-0.007956459931694316,,-0.029512014155935865,0.046446448459383775,,-0.019379638835640978,0.11440993339715705,0.039362253227032976
HMGB1,-0.030116765765839094,0.09496742401190265,0.01993279675605858,0.025081303327969727,0.1015837465353439,0.018876252173733423,0.0068393175882657175,0.06515977471481442,0.01222193745578011,0.028631436987844833,-0.028713054408792956,0.12914613452663476,0.05005160503668304,-0.08714739775209554,-0.02290945359707618,-0.012363333604040197,-0.008088852549365807,-0.04773147828570903,0.031351598776159756,-0.10963328777757939,-0.07759888766662518
ITGB3BP,0.028659490792096728,-0.048043784198162284,-0.04043678298751479,-0.020728079810938528,-0.01862235682926113,0.025539601621078854,0.0036122534389545435,0.09629921250534763,-0.0029676617059492256,-0.05979057061599249,0.02471233324757739,0.042389074393166915,0.006066380958466807,0.09775517395427062,-0.022985298273039162,0.11819566605827181,0.062465005689935564,-0.004987820340115288,-0.04635204991250601,0.022194495670417317,0.015882459143553317
AANAT,,0.022084265769811227,0.02162868261909511,,-0.01951610715505412,-0.009710571497204494,,-0.024611235403564313,-0.029021829177593644,0.029379899604539586,-0.00041548721336916584,,0.0033644042303400917,,-0.057158631548484974,,-0.03574799206104249,0.04909157671045338,,0.06860968005667306,0.062018403481273916
RELN,-0.009025907107148871,-0.04716460758671111,0.06330592856374487,0.009843268321452908,-0.02484822074026644,-0.01789575612296938,-0.003175359910631271,-0.043747253293890516,-0.04653535241040392,0.028784727680591655,0.003967491301386188,,-0.0015926321512199368,,,0.026478125393637298,,-0.017198027901110958,-0.023408503496878567,,0.006334474543411293
IL15,0.08955264311906397,-0.008902328723386213,0.022171869041355898,-0.03913876048871664,0.04011577224226731,0.05405746508552533,-0.02989151828813459,0.011745284645431795,0.04831961703177336,-0.021757716282128504,0.006521478299259121,0.021141215676484127,-0.023188634183862397,0.029944622053312876,0.09303464309881512,-0.01916312444310074,-0.0022034840526429685,-0.01918703784099162,0.08523672440227124,0.06613717018935832,-0.06856859909032359
UTS2,,,,,,,,-0.02999401945893453,,,,,,0.029250526408848204,-0.023286798028231897,,,,,,
BSG,-0.011762766188723793,-0.08386073716279482,0.12576553263636264,-0.002563342112856979,-0.08800331771650478,0.06427264074940675,0.020254859404549623,-0.004933591278092576,-0.03631387481537852,0.04587159749104742,0.07804686081319348,-0.046554115761193955,-0.12482706387506895,0.031197568469870377,0.00781683887706265,0.04863521125865515,-0.0663619739616483,0.06799200710001056,0.02084969763357319,-0.06457990296139844,-0.0352734940895647
ADAMTS3,0.018192141201838527,0.06245253044897601,0.07799263789119643,-0.04474375964979982,-0.016689342354840993,0.02214096957542496,0.023758912645533564,0.04933112761733584,-0.05895079464116968,-0.003863724653421052,-0.02373224606294809,-0.004550114197164869,-0.029919038155922527,0.04679627743661369,0.1462341117478789,,-0.008935491821676985,-0.006741433816637757,-0.027126120853434077,0.04910618221086542,0.00018472147981880654
CD34,0.10314234600509116,0.15316067590562543,0.306595598097871,0.022786275646917483,0.05039373166212999,0.0874300501732127,0.10144368891939877,0.05778263888813227,-0.05802539250520522,-0.040885656014298256,0.10259977723437617,0.15838980405364414,0.030797623528904604,0.10612507777457957,0.29454718776738426,0.22604236839435693,0.11647870666626334,0.0998862900017524,0.199564717406089,0.23143642114042487,0.17364282086501467
CCL23,,,,,,,,-0.014447419919272588,,,,,,-0.05203982290575167,,,,,,,
PLAT,-0.011985687288016186,0.10777376087782742,0.22565077186966906,-0.015039871553246481,0.059364207496555355,0.03689808758732634,0.0939474401915359,0.0699733480747176,-0.01922721038682788,0.022708924410177966,0.006194546841816482,-0.016648486800340635,0.00241802275251673,0.07265769016025576,0.1333649974806548,0.16902458225955597,0.12833543808856412,0.08557320925163815,-0.043839071301842114,0.10734242138899139,0.07282472203875903
NTF3,,,,,,,,,,0.004953236581721197,,0.1004303874427783,,,,,,,0.034426936520616215,,
LTA,,,,-0.030365354552736087,0.02170255531366991,,,,-0.017165891671244684,,,,0.005582285738243449,,,,,,,0.016417828226565054,
CKLF,-0.019787315610524523,0.09584570216737621,0.10758955572657516,0.0018811662549250232,0.07694038773555689,-0.04151424469696416,0.07941039563250372,0.041830377615212314,-0.02189560496817747,0.018581305434467205,0.022592404639920138,0.062120525813096635,-0.013632256800541281,0.007645419626479838,0.137726098408784,-0.027814082165520008,0.11205290115023811,-0.05643707505461655,0.015635487949146386,-0.00632744157069852,-0.06306682945854564
APELA,,,,,,,,,,,,0.011145575972155422,,,,,,,,,
CD24,0.018743515771118605,-0.10560646221214733,0.02310203333741809,0.04602671880002738,-0.03744930401854226,0.07260196136241952,0.055895952555182586,-0.011761204718586488,0.030506064274686343,-0.039996981240775595,-0.0359006866464372,0.17508846758472932,-0.04962808449156427,-0.001848875281430219,0.044028863142128984,0.004963251591706836,0.004301359329027325,0.00589225622349164,-0.0957903703916348,-0.03813392006009503,0.008392524129590495
HSP90AA1,0.012809011634091604,0.00016320582076041564,-0.11911487476102116,0.009114438233166405,0.0021817986678267045,0.00802916556685511,-0.040589936253451954,-0.051262607028391034,0.006905165980356601,-0.057525755643026685,0.07880629425342976,0.034297941345408076,0.0615931136657509,-0.058171998020205215,-0.1546751358464492,-0.060594051840558084,-0.07851295154678956,-0.023900506572436562,-0.0352381607888935,-0.15112852105968005,-0.026467019418541862
BMP4,0.08263792074165441,0.06865386552069833,0.1448589735904137,-0.03218905584315701,-0.029230312034982407,0.04964938274954404,0.02250807454826923,0.011038098708657884,-0.030631926023047727,-0.008038807264554703,-0.038175695897752396,-0.006437440347049451,0.048090293304741905,0.09778642115095844,0.312901205136753,-0.0676111371396842,-0.042407058852108374,0.02609725450371325,0.030284291971831856,0.09127604481536566,0.03067516163458401
SCGB3A1,,,0.02537074930552805,,,0.0758683458754426,0.039939287790745286,,,-0.018432897503850222,0.04694611432591865,0.02567425059940613,0.12680565800868232,-0.042020483303437176,0.14209673825686903,-0.025634913709552287,,,0.05348134134902261,0.014320228399238981,0.15232352637708566
IGFBP4,0.07392139336109953,0.16576116874753907,0.3245548585417836,0.02927237375656987,0.03671248348969266,0.06475951704309607,0.12107974154609198,0.0965745240638293,0.020067160442973454,0.019360183719072534,0.027203523160810955,0.16337763607497385,0.03462269908149612,0.22268503516455124,0.2767702292681667,0.18435206540513943,0.1982398332943327,0.14178904815925644,0.18182465278126866,0.26324010632284967,0.26253356452733245
RSPO4,,0.05359349163752862,,0.0052080766939567695,-0.013657124030126868,0.03474537218083453,,,-0.03250876816744839,0.12234244565896671,,,-0.03216629021273038,,,0.02973314667512621,,,-0.02710356060239529,0.05659368392250204,-0.022762671417339585
LEFTY2,-0.017039141201828863,0.01104272621990485,0.12457789874250624,-0.019377637652763534,-0.024296991032973246,-0.031538413060504235,0.04850880635308881,0.15114574210685214,0.03448721197403256,0.08407673389068562,0.0561774643652211,-0.00899595802268117,0.054914392049178,0.03111770856160644,0.07636341357646804,,0.06329125851146619,0.1578970566254402,0.02529918910534619,0.12504949583230682,-0.023644269958094415
PF4,,,0.003807665442429222,-0.002819783037402475,0.05389573362085024,,,,,,,,,,,,,,,0.016226105024339965,-0.04106776371054283
ANGPTL2,0.04443127976512561,0.06196119009477898,0.1662054653767239,0.012356650142406,0.003856975635611507,0.008111190003944646,0.07857846757868968,0.0620993262937282,0.010545708691910727,0.011848048936276459,-0.035414163096805035,-0.008681356507755861,-0.06056697517252701,0.10882160772099997,0.0988391632811367,0.06998945293394736,0.06884813187880162,0.057134734080246226,0.04939047584580691,0.10389318876260348,0.1025304192184356
LRIG2,0.07197759754124744,0.02568591705433403,0.039924041587685366,0.017710382127933983,-0.05312053445159714,0.03893637730112257,0.0035061813447303416,0.0030844627918912,0.004617964906758592,-0.011639486768877752,-0.014026629575770309,0.022508617957832603,-0.05077454933456135,0.06428000215964144,-0.12529491864580547,0.020185246167224242,0.04326968190716812,0.023720540587610184,0.021444588961815704,0.08479870146625514,-0.04006305064675654
ICOSLG,0.03547964544400154,0.001308095008835895,0.12267284535586646,0.007080316802090716,-0.027586177556330894,0.07735136931652128,0.08570445303170753,0.06001691696296388,-0.020993667631685208,0.057823214975075914,-0.040634971625272576,0.023937640527288948,0.03343402179239644,-0.037414153573757256,0.09009309908362599,0.09423560406230044,0.05448871780582192,0.06697861923295889,-0.06630222265048806,0.07626940567621773,0.023710842578938445
WIF1,,0.031000891314965088,-0.027634673409082284,,,0.06213841604945389,-0.07385459964247257,0.005721289077991232,0.0213015799928722,-1.971236814250355e-06,0.10710755303716178,,0.053707057241658966,,,,,,-0.02519538488246783,,0.0018353384161919127
NPPC,-0.023563474332869407,-0.03007421368914654,-0.011297374524855774,,-0.026069202426564405,-0.03382939507455298,0.04813254319071585,0.01333850966811821,-0.01154377037541263,-0.025617212861748645,0.08864664718576702,,-0.07346987655299934,-0.0562516799595564,-0.0718366048508129,-0.0010275870573741624,-0.04280449898788954,0.032766366697690515,-0.04335966050166047,,0.026252104738508603
LYZ,0.05313626435252105,0.013070255162989831,0.1324927850079354,-0.05626150580457783,-0.023979120437552855,-0.007100006322428416,0.05106343389224202,0.08269454532543571,0.017425513617394542,0.016185606012250362,-0.11404372054111389,0.036664592122689015,-0.01385299194894033,0.028284038771162298,0.04901235183472023,0.09605333614329978,0.07646239549587104,-0.021556331088215273,0.06777127313567241,0.08125675255105282,-0.00035172684323578763
EREG,,,,,,-0.006489138264730047,,,,,-0.026188859656895578,-0.028902176391443195,,,,,,,-0.033757941698225345,-0.02182811699593102,0.01575032450491617
SPTAN1,0.03400716599282162,0.12462542239894046,0.11956584846572386,-0.019103757105513496,0.05630536929987629,0.033719732398674575,-0.0038718043137749266,0.001126727220335059,-0.02720021978216378,0.014783176113388368,0.1309356878086921,0.039125269839519625,0.030885599138795548,0.04597859416883099,0.08630173841493204,0.013700239524390473,0.056027797313902686,0.03421506931797067,-0.07765027301620543,0.02862102294363099,0.08194817402904621
PTH2,,,,,,,,,,,,,,,,,,,-0.017048434538379686,,
LIPC,0.016771717894484554,0.11692165218990448,0.0165081522026226,0.015325468861854971,-0.030200419541075902,-0.032505019066174146,-0.030432745163433098,0.011660185200922131,0.028255139025277872,,-0.02244647939429389,-0.03613845882174368,-0.006225115700777421,0.007028488676930739,-0.006749214001828508,-0.07179754306256717,-0.01024040089436998,0.0023398169075807135,,0.08642174547632535,-0.024016822761301466
COL8A1,0.007201165045719781,0.08948355268675945,0.09243787717613662,-0.004742158798645886,0.025309824599450904,0.0007575488000267623,0.0016702198333536592,0.01131710513412889,0.03061158950374108,-0.010682983886697663,-0.01667471511013932,-0.16452565201136313,-0.0018250109141422644,0.033893833939617084,0.0027160550863772714,0.063843384900986,0.0738645514549243,0.07593604121798342,0.022162777192705672,0.0341263608827078,-0.03499749427340174
GSTM2,-0.04136799870315884,0.14273810193710432,0.0027277932263043854,-0.01783212152917421,-0.04685559225233935,0.039845202596240706,-0.025277303683611373,0.042818966676076924,-0.05728743595968042,0.0026746157860099,-0.04165370393333061,-0.006304789746393193,-0.04121898198806617,0.028209865833711854,-0.08062837386615913,0.043297044904444755,0.11677262367165973,-0.012576220725998424,-0.05047844263120545,-0.029829144164111705,-0.01073557753980488
IL4,,,,,,,,,,,,,,,0.08349872905804578,,,,,,
SPX,0.01932153593733154,0.015600310988637522,0.05472081043010501,0.05992770454232906,0.002812981199600698,-0.020687474225430002,-0.0748478473202831,-0.027092935675323764,0.0008613203226140478,-0.08228467187935293,0.016953832224633238,,0.06550743680290265,0.007825543407429882,,,-0.025964666332124485,-0.10443546109612033,0.044592771515793724,0.025703958781271585,0.0438019259071232
MFGE8,0.016784068764054715,0.039957754964810306,0.18433270419516712,-0.03548833867217046,0.07000618448051593,0.05170912308454354,0.047042161725854396,0.05803327588992953,0.047675961417437206,0.018189542110477932,0.003596880579649328,0.07798157801030582,0.08925055239179448,0.11017503356164614,0.25166349321147247,0.19146466788674843,0.14128036028567248,0.1115836263222207,0.18105242353284304,0.1557107269631103,0.14303883081917068
TGFA,0.008066351304461702,-0.11257271634024124,-0.0009001997145022196,-0.010107695360120447,-0.061324875081517315,0.036412620526047886,0.029889132659878866,0.03735541863548612,-0.012360891997475632,-0.011339614526669956,-0.09870200091654936,0.003106618322465144,0.10279509483143628,-0.013881530353783344,-0.012408610390376643,0.03184951221573173,-0.05584433737604077,0.043007662354057334,-0.00899001943062776,0.04530272945575735,0.09314905929897312
SLIT2,0.03784625054588363,0.010910085880427585,0.05116811962202573,0.015648410286291256,-0.028324221030731553,0.07244233075483869,0.05598705296420456,0.004501841990140763,-0.019164705060902683,-0.043433705968533666,0.07900329829024237,0.01371730763159563,0.10097867834013588,0.04967592923691037,0.10862811767222061,0.12758070797174567,0.041614966236148895,-0.023937535829024317,-0.06398281764090982,0.006948020305671534,-0.005665814819166051
PLTP,0.04524189413025576,0.13497733241316243,0.01870424627281331,0.04340239530873981,-0.00533643539124451,-0.016471858221066154,0.012894452981599414,0.04039051301449305,0.017270414182155216,-0.052717828039376906,-0.09181432605299525,0.029239077010637216,-0.030349986078102936,-0.055622386988568036,0.057712221702589855,0.024792737798990386,0.044061646404443024,0.03724983223913779,0.08986566041069131,0.09136132323086217,0.07989626485639695
APOD,0.030647915338916695,0.15144258158372312,0.05421942927079727,0.02543602856897389,0.03365046125464888,0.15780070407653013,0.0655129570975362,0.021009002292875008,0.02218235388434391,0.05264478217043186,-0.045639723240771014,0.07459964818463131,0.12301426152791917,-0.0601669669612139,-0.07277681886076208,-0.07354079500661169,-0.02736035884371416,0.012017934824069315,0.12252409736497041,0.084169500890467,0.2074981389102526
B2M,0.03757315067637254,0.17808576581795313,0.22856389348246162,-0.011535551201093168,0.05888699929049978,-0.025305844877122605,0.14579689087570705,0.05224650387896834,-0.019886416689036745,0.019675026485080637,-0.12810048770094593,0.12176269395248043,-0.041717162040484625,0.06122313931871984,0.26327982277500406,0.2476564351961526,0.21453935422311307,0.11740852480471747,0.07372383058470254,0.1774543689171752,0.04866432436185765
OMG,0.005426073482077386,0.08597889426243778,-0.03240592217532361,0.016097663035001642,0.0391733351411552,0.04109565302311631,0.01906216036092782,-0.06282380818247092,-0.010360296445926034,-0.025310628066515083,-0.059824245262346275,-0.018303907108548196,0.11752961987443424,-0.07285455919132905,0.21920286260623892,0.0039026631877072094,-0.05838058904855141,-0.07532004076253895,-0.04741670579607998,-0.019665357251841948,0.004356579580717379
CXCL3,-0.02572278729290729,-0.05493198330819673,-0.03144491941165838,0.012414364728239343,-0.028172523742211242,0.032411518972403186,,-0.007627449009151997,-0.03232479680691775,-0.019719301159903068,-0.03686723093180841,0.0883782147864931,-0.01670001781987464,0.04707265113090671,-0.12158655610252742,,,0.0840016516406656,0.01573626494656552,0.10993945728676675,-0.01753872570698
