,MGH258,UKF243,UKF248,UKF259,UKF296,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1
PCSK1N,-0.03609967827911722,0.076719613833887,0.04689213520675291,-0.018656037213169337,0.044922890248092935,-0.0017660191360232929,-0.026064702829861286,0.009961595175063754,0.011012512669869336,-0.003562196341921496,-0.06674397082619783,0.07092619840908874,-0.033068326203139695,0.12680230616728347
NTS,,,,,0.01159667337923359,,,,-0.05084343408859646,-0.002860847407128691,,0.07590210828019595,,0.0796169054326616
SFRP1,-0.02435254044189559,-0.020447873037400158,0.044908948755530816,-0.01929367880588581,-0.014891939886975857,-0.1389756192195993,0.011194467929846018,-0.04587664180439781,0.1113853537541128,0.05095627990823421,-0.01133251122224025,0.06375555510954078,0.05665155047474917,-0.05625584224203301
CXCL13,,,,,,,,,-0.058669429668163506,-0.05799031252142821,,-0.01411678050913268,,
MICA,-0.026571207864458053,-0.0959503193424146,0.057733113057600136,-0.02028796910489033,0.016607817515759196,-0.011091833708488463,-0.03396223709866432,-0.07069555251643876,0.06872677594184112,0.047917918860052436,-0.00652356844784991,0.07615187981938129,0.048918940027125005,0.045749584549407904
TG,-0.019383318586235754,-0.02409656069514242,0.042036823350133395,0.0336549217071648,-0.01077723211761605,0.004954117247689865,-0.08800150210555203,0.0027685628390697074,0.017833210718592233,-0.00941379198188682,,0.015239533747869237,,0.021391441464041677
ADA,0.022641282588298603,-0.03563487670687689,0.024161637458115122,-0.03505044750306958,-0.01750309166459223,0.004408161043544084,-0.05313339956167109,0.04521512496407406,0.062941198175057,0.04095257671727087,-0.01807922285513582,-0.0038744984712175143,0.0035769534984972625,0.048064181770266175
LAMC3,0.03215072591992653,-0.02228471383709549,0.07291907133733877,-0.049992026123599764,0.028864921082330307,0.020951585050355194,0.0901981488922607,-0.03682226053079179,0.02202278999722979,0.07264950481183875,0.040359413946894004,0.0031069343598989947,-0.0032025755219023517,-0.03314507479884049
CCL7,,,0.003092817838627079,-0.015053503614302516,,,,,0.012063147681018712,,,,,0.0011155817238229406
NGF,,-0.017415224494735947,0.05515725985309594,0.03367996516876925,,,0.04575980305181952,0.1463097408905747,-0.03594883913141254,0.005883303987544081,,-0.021167186274790396,,0.0015457152554704217
TNFSF15,,-0.0215448061793271,,-0.016762812531956293,,,-0.010277574981138342,-0.0428840659228913,0.00845828858307396,,,-0.031594001009562715,,-0.04912221292886583
HMGB1,0.055014276315648154,0.05908543203813323,0.049428737406081294,-0.024487930091035788,-0.013896761335000946,-0.19889223596581232,-0.016361455413737493,0.013124588354887496,-0.08766185009344782,-0.0338839726807362,0.021984686884977206,0.008487322061996512,0.017710478472902524,0.016748653647059807
ITGB3BP,0.06192305428730548,-0.0870787301648334,0.00043476351733123635,0.05101854679301272,-0.032288060019848505,-0.027460637545013804,0.0982040293839118,0.031924823164305095,0.034242239668345206,0.040506043226378276,-0.019891011805137013,0.00935191852912755,-0.03825025488920244,0.07257999438057858
AANAT,,-0.03121403621787091,-0.03606510580029226,-0.015252446640190348,-0.012423088092373786,0.07578765163137234,,-0.029761199471623728,0.0836549688341836,0.03878956168041056,0.062332340062970344,,,0.03903636420114289
RELN,0.01226625150972138,0.14544829298756407,0.009897415841314188,-0.02647483165757248,0.05091392067436426,,-0.04428492170123779,,,,-0.03499536702959374,-0.038162129304112634,0.10613318486008286,
IL15,0.03515143323959105,-0.03062557009008703,0.06459711525380386,-0.011771142462688353,-0.026701287599903367,-0.039067584336680596,-0.0003934870296981038,0.06114322752728167,-0.02287455789254973,0.026767449144443584,0.014941582332478186,0.06494076952549228,0.033991223448485305,0.07636656630255163
UTS2,,,,,,0.07343614689872754,,,0.008501548651119533,,,,,
BSG,-0.03227346320534079,0.03168247150876248,-0.029005086499227305,-0.02331139066724485,0.031076036274398144,0.1496676024021938,-0.03717069527374019,0.11654895455155008,0.186465384551761,0.027062533026749276,-0.04186987255670101,-0.10118532412438114,0.11610092450591208,0.13713571418388953
ADAMTS3,-0.03020256267453486,0.02195519881317251,0.0557934488510842,-0.004181756472171953,-0.023174935458943967,-0.06131434843618674,,0.00434675313333711,0.050144866766216746,0.03227340457381809,-0.056677183369291714,0.03309375961639632,-0.02381120640824324,0.1635196064380846
CD34,0.01873728847160269,0.03668477761846525,0.050761482879148216,0.005987129245558418,0.014471067798752721,0.009111194155057675,0.0942919715797206,-0.02083841585771787,0.09074366762601027,0.09707311318759851,-0.030602875762196436,0.006870387278263573,0.063011124702186,0.010508906291254082
PLAT,0.02129199144229671,-0.02449551888917313,0.03180243216693886,-0.07186740400723567,-0.03853605798411276,-0.04268620653833041,0.016654817294346272,0.12918885981117456,0.0754188718915052,0.01701066668530468,0.015379145001350528,0.0223094940556442,0.0037963795934786004,0.03692149102549533
NTF3,,,,,0.008847637646767098,,,,0.05614562017544659,0.05362639989406426,,0.07153694855502353,,
LTA,,,,-0.019293677903297193,,,,,,,,,,0.059061722269100544
CKLF,0.0061913740298535445,0.06571747362249311,-0.02024293267302626,0.03074090162396729,0.06091988614810735,0.1416306127166265,-0.08417764107584838,0.03389238362335767,0.08753946109638526,0.09283965774228814,0.012170982618790674,0.07219309414326994,-0.019202318473933597,0.1775438064460609
CD24,0.04820656232702321,-0.07307851981211999,-0.0018584362334450758,-0.002030904549814934,-0.036785531931932014,0.0018557277101782304,-0.02694706499396163,-0.07450976033447756,0.023785762202969678,0.06204657488814763,-0.009477918218407938,0.15902383963486358,0.022727909949387826,0.021757741769727414
HSP90AA1,0.013230997712010984,0.009916719682622876,-0.003096613204824959,0.10092140938787969,0.02054058606475023,0.03269052623943516,0.06806030459059376,-0.027210786963068254,-0.14965844867158232,-0.16919265641152664,-0.015670899262786545,-0.06896281085212871,-0.019060012551099743,-0.13230187527290274
BMP4,0.11705898643490772,0.15078037671439334,0.017470380922445645,0.010389249903213982,-0.03933861574012287,0.004193720643145924,0.03085139336029819,0.008993473769086447,-0.000792591502687973,0.0550738375923494,0.009335160478291925,0.014056617779093542,,0.07301930451306443
SCGB3A1,,,0.030970506710981525,,-0.010478996312284128,0.0030453227021392214,0.2004817107380362,,0.0947173326205901,-0.006731392036038572,,0.0073138265192838935,,0.0450373022095079
IGFBP4,0.07793972008080736,0.015486456640534526,0.03836738782062815,-0.05520165789489872,0.07903944668912732,0.013779595080565223,-0.056442824026045356,0.0031134574439169883,-0.002586209589949931,-0.04650836245336988,0.008932127165735196,-0.05478528591504639,-0.04897282916163401,-0.046940634913661385
RSPO4,,-0.021274482194877476,,0.008695327994847651,-0.010478994779493867,,-0.054057892524413266,,,,,0.059903618956975054,,0.10443332212631148
LEFTY2,0.10432814599985492,-0.019477719834989467,0.12495446791014124,-0.014993360336588402,-0.011490345936637088,-0.023354519932288483,,-0.038032290668052166,0.03470512052281255,-0.023715502592910918,-0.02165599404988191,-0.019568014393811197,-0.03937129767510541,0.03614329800630392
PF4,,,-0.011971142787789543,-0.013133885331773848,,,,,,0.03851955816057818,,,,0.034477236307090244
ANGPTL2,0.0812835130642394,0.03373335553297246,0.009130490866898464,-0.02291788003776573,-0.003640271960923226,0.032449351355084685,-0.11594278689847111,0.03946749416744672,0.1035970305720044,0.027411859663222665,-0.07243930276770716,0.009242725236030183,-0.02267398723705853,-0.005285639998162905
LRIG2,0.026498315648541996,-0.004367914458602368,-0.05707310661850754,-0.00913316686933292,-0.018018484350759454,-0.01444485675365684,0.0359709157771867,0.010129708854917985,0.06811329142813395,-0.006411776703559024,-0.03400022825035374,-0.0015710199000415123,-0.0791499223733435,0.0588223008315589
ICOSLG,-0.02831968852410118,0.023918420476577995,0.09230981757034416,0.024707134962460957,-0.0050644598221115875,0.0358017829175229,0.00043359957306835076,-0.04097330169525252,0.10324055472208471,0.08662667180259728,0.05165719960472289,0.06457590624218447,0.008606939062907526,0.06583792889153288
WIF1,,0.09671470603765235,0.004945018658976936,,0.03973583446504564,,,,,,,-0.04107522447472285,-0.044875180025978026,
NPPC,-0.015110018643686338,-0.04341812517523367,-0.018107020146618753,-0.0203738950500957,-0.014563238310916117,0.062041650889287994,-0.014998973358299132,0.06484241454945651,0.03927446781908458,0.04673566101177687,0.010525954337106803,-0.045104538330034714,0.13436976144111648,
LYZ,0.05755294129962402,0.02212613853804551,0.010463250103109513,-0.020642441947317,0.05383415594473155,-0.05268269208474738,0.02172176171933082,0.02502608154383206,0.031619079106567104,0.11288279002812208,0.08160750391117254,-0.07300303877222478,0.14173145034596019,-0.02604852668405461
EREG,,,,,,,,,0.007362692999006495,-0.051837736599379146,,-0.039143918895884214,,-0.021082223953400862
SPTAN1,-0.04842655457988947,0.03671817113501063,-0.0038607718458266004,-0.05043881192086285,-0.02283436815075693,0.005428340945940981,0.08802609588221537,0.047520898140576424,0.11487327686958726,-0.021884296610217978,-0.01900706377416326,0.10230717035375293,0.01626117758306288,0.10696921741293286
PTH2,,,,,,,,,,,,0.007360220276965208,,
LIPC,0.032013362604012226,0.01549231025633372,0.0024707445015124713,-0.02360257011820781,,0.0812748499242494,0.012151298574478032,0.08995668349879167,,,0.0632516265493033,,,0.0711108885600671
COL8A1,0.05244829687890917,-0.06283006516523316,0.03527869861944078,-0.022876623256830732,0.013208213511189754,-0.031266942993885674,0.11462367169811633,-0.02332473082233975,0.11409328625204246,0.09733786918563492,-0.059669704346867906,-0.026652705282037944,0.1485456117535143,-0.03209527809674091
GSTM2,-0.0093654033925901,0.017810895229554626,0.0002929934733521415,-0.05789744368623502,0.035349521242180375,0.05348569193431695,-0.05880060794062286,0.027812435335606105,0.027300606223628326,0.04761276408924721,0.03175412276681354,0.030529924995431723,0.07311190498642942,0.005978457021517264
IL4,,,,,,-0.043125553092654346,,,,,,,,
SPX,-0.005377541269169238,0.033586409719862056,-0.008086876162827262,0.07706684125927168,-0.037420416535061014,,,0.04812121069892623,0.0002943037950769279,0.05596147183720762,0.05711795983695231,-0.006288213851082774,0.01146902223163267,0.15797267555808903
MFGE8,0.11309437355935135,-0.042841219084730944,0.022732331682252877,-0.06401135636382484,0.03100498547582034,0.08350567683682808,-0.010346717299167285,0.03539512019817762,-0.012670329318953826,-0.04158068681029417,-0.06728895306078406,-0.07280653418114878,0.001281526391827491,0.026957827455220712
TGFA,0.013149554558324325,-0.07544408612204388,-0.027394917521245007,0.01771858293819399,0.027774399679090685,-0.011576061763189793,0.0484304739032795,0.013485577965613978,0.0522991611632235,0.04577401200946616,-0.03384802433424121,-0.025851394303409863,0.08267232426461515,0.07845224797036054
SLIT2,0.025699924500622313,0.15103675305137484,0.03227929223543574,-0.02559127254012941,-0.034394616162124074,0.041033109191570626,0.04356216413807431,-0.04030109445579861,0.15928675880179807,0.07764329297958583,-0.02874620108474365,-0.01116017466645622,0.003450358542144093,0.017482224788784657
PLTP,-0.04353839308936754,0.0046249085251514515,0.007744810405835807,-0.002692191680209547,-0.030991960203707508,-0.010564497698738955,0.03620429582100869,-0.04453175096969661,0.057260955119435096,-0.006416773389109579,-0.04479258514543519,-0.04761241662823147,-0.00371871725767543,0.0007492895515890057
APOD,0.021505685823043106,0.06488672764942019,-0.04407527154777021,0.05113492660274046,0.0892564556026224,0.02276967466673433,0.009100220084247808,-0.028868254494577517,0.17698803199723095,0.08644258108530416,-0.006655281677863618,-0.0005835408330706299,-0.042834111060508856,-0.06407045846990142
B2M,0.03232121959095188,0.01724264620471164,0.0989870848718311,-0.008630680168923755,0.04870886991089395,0.05386725818885489,-0.027984382495636485,-0.09750972223239372,0.1591983708314861,0.10059484146304996,-0.07669101873903386,-0.07235011757082159,0.17461905445797904,-0.15030665326897016
OMG,0.02628534669673207,0.043385553405142246,-0.0027903033088728137,0.007182575183281289,0.003388683062261935,-0.02224534970401252,-0.03603249427845587,-0.003612450253695805,0.0807678432718848,0.11233353933881746,0.07527963923126642,0.027927952097562783,0.134141473418356,0.167016318777663
CXCL3,0.18951816443872438,-0.025919001042783864,0.038647895128521556,0.10078052797600318,-0.011210309398849651,-0.003326141612906615,,,0.052257154232471494,-0.014569766093062266,-0.025759144925038228,-0.08974917423662854,-0.07012970756472842,0.013706641846604936
CXCL10,-0.06269321953989994,0.011234970720335122,0.05086376301143311,0.003889812175387445,-0.01702928047846332,0.15442663927047298,-0.024687525931204907,-0.01921903650567586,0.05329502743021257,-0.021894212240168475,-0.03470306277189828,0.008241343643805217,,0.054346051976740826
RSPO3,,,-0.013273705779005086,-0.01525244551320723,-0.02722203455700649,,,,0.014300750366116095,0.07322050615883197,,0.08919295202538471,0.08139669101289462,0.02674885066615998
CORT,0.07630984848095433,0.02553910578315005,0.02426099796161461,0.0014583262622259686,-0.021317849785432736,,,,-0.0396240171166165,0.10009707300146652,,0.09222517316331072,-0.020903576854644102,
NCAN,0.05628830669010995,0.0099031803567464,0.03159598647278379,-0.04764894788795879,-0.05879893411634715,-0.04853185480671708,-0.008930602134117496,0.11261025573821917,0.09477788114532286,0.1010958154233347,-0.04844879873850203,0.062337688709171946,-0.03298302163616967,0.12992007210083747
PRG4,,-0.03255298418126642,-0.001081708421123549,-0.015053505960167595,,,,,0.04401402317523301,0.07879449727412331,,-0.036114717615152114,,0.0081149562159398
ZG16B,,,-0.0039056491794498324,-0.017471434706655672,,,,-0.03308449002063712,,,,,,-0.051569867755168614
TGM2,-0.025635746918728386,0.00850679898840725,0.019859474139250488,-0.015652408646799492,0.019849133276591262,0.15559677280366427,0.018980560346738427,-0.049861020526116295,0.02583175369525962,-0.03912101310872412,0.026820833898587814,0.028889529532146976,0.01820373627789031,-0.04974320563504172
VEGFC,0.05145338976641673,-0.023357416092064227,-0.031934689406466245,-0.026829378343797915,0.0321082207392544,0.014247203330306091,-0.011662094314945123,0.07406800977567296,0.05994825505342938,-0.05166174445195875,0.02895072055147992,0.00960598818191885,,-0.03571338444349058
WNT6,,-0.029623426222234593,-0.00381316837500855,-0.020820937075454102,,-0.026058844957456025,,-0.03146335389386718,0.005372916046360022,0.023525383372726676,,-0.01826061439101195,,0.058654619260612925
NRG4,,-0.022076428070159915,-0.007579357282493804,0.07440686131762007,-0.01047576907844901,,-0.04314460056281917,,,,-0.008556852428560306,0.03723890717959576,,0.04130090653573037
PMCH,,,0.04221859681866996,0.03410124060494914,,,,,0.03100414671761197,0.08867028072924432,,0.0794617643216993,,-0.0019459628268917312
COL9A1,0.05364904783220066,-0.034392320318884353,0.0027452203265207523,0.02705731127286783,0.054813270677597815,0.11410942962044562,0.0492159873626231,-0.0020592591732087858,0.06907463674608248,0.1410617642980371,-0.058872122972319266,0.00463271266524262,,0.13526170370339663
GDF11,0.017072918470058988,-0.01646139259552032,0.05115813536965002,0.013340640070131034,0.00040004603804934556,-0.010180985485048094,0.0028035528823448534,0.07332855849820186,0.0030478995910211896,0.00507067685290865,-0.0017908593561589933,-0.04080149172111647,-0.05242276432021654,0.0667109768460257
RAET1E,,,,,,,,,,,,,,-0.036404275888839724
IL24,,,,,,,,,0.0018270320771520173,-0.03561266942913029,,,,
SORBS1,0.004106141545462956,0.06192963988725223,0.08281775879505592,-0.04916303283056237,-0.009645418866739256,-0.02154947046969507,-0.02484637247015743,0.026000648655809467,0.03989381282790116,0.006930203381899994,0.0018369543555114421,-0.03185893394100323,0.027673142954053112,0.04342229594019944
DLL1,-0.01545326877933702,0.08764617577513,0.04498705384109701,-0.0062271438084282255,0.02162830218858726,-0.0038520773529529297,-0.029648747348608548,0.03746520478383353,0.12626763266745888,0.06306850961579535,-0.008573355990106004,0.027450535459741476,-0.05508124280243925,0.06561669894022804
TLN1,0.014604647128114254,-0.007478504870549801,0.056829911964364745,-0.020634118099011448,-0.006097802609578745,0.07961461478029608,-0.022653303054366965,-0.00520457940087479,-0.033616457354548705,-0.0069146215181941076,-0.0013449353212883785,-0.04138550366208697,-0.04754675245284911,-0.07061568400028738
COL2A1,-0.018205897070243345,-0.022596677903317416,0.044622330179138525,,,,,,0.0785416548604369,0.0006377983150694769,,0.0698781908615934,,-0.043375278727328895
SHH,,,,-0.015643064268536403,-0.012031756616021492,0.066607477067175,,,0.001001496801181296,0.05833204389728897,-0.018036351691930286,0.00035817836489757945,,0.07380357036589692
PON2,-0.050767470137206734,-0.006115331990623652,0.07718483014943114,-0.02031091305719743,0.01362611423951218,0.03829825110584671,0.003723820258171438,0.09140368409443814,0.14361594304913755,0.13769603167424943,-0.026267691375768124,-0.012842207154085539,-0.03670173015832726,0.14512302997210755
ICAM5,,0.1481893981312183,-0.0014978023349280882,-0.024380825947456913,-0.029739653279544108,,,,0.02200929697625039,0.05593562963127143,,0.0375869851442536,0.005685103490958872,0.07957807647217009
HPX,-0.02067975276944559,0.027907304644670398,-0.009757219964761029,-0.022324328560846218,-0.010478995243975693,0.06920413589576793,-0.056127077159144424,0.004002766989901716,0.06896228236177693,0.05399371243442669,-0.03657926265344096,0.028623116928031208,,0.00614534884779247
SFRP2,,0.0908102567696585,-0.03304870950250688,0.015075582393367567,0.009700781192873141,0.05304680840925299,,-0.05483247133252564,0.0836645040791983,-0.016236019244194107,-0.008880734816152603,-0.08749942066147223,0.008649020271335461,0.020187766355334938
CD70,,,-0.0008654658973016218,0.07781208881080257,,,-0.04682441802828397,,0.10611630487676739,-0.00766967546219168,,-0.023441629502401203,,0.009913748160010333
HP,0.043278071272765714,0.12988930655144976,-0.021354832710087316,-0.009804743040605218,0.03932364348802697,-0.01823447304605088,0.05218219516316694,-0.04559215620805869,0.08830402221397737,0.03180222528116971,-0.034942278994742275,-0.07913933788455446,,-0.004669677395585337
CXCL2,-0.018391298904265378,-0.031049385796113205,0.007251635930520843,0.07378118641658857,0.12166396155227976,0.011516399075405762,-0.042504361053109466,,0.12698419608583472,-0.002244772080592275,0.03364759702479007,-0.051227789947857996,0.07724115566872719,-0.056099642101277616
NPPB,,,-0.03206916013715843,0.06765160481319571,,,,,0.035729193251066875,0.08605800520514796,,-0.017844224246658203,,-0.020565270100048966
CCK,-0.03058176990862342,0.08995034380938827,0.03273614018298012,-0.02498837714468708,0.03756134844321572,,,0.15138721062728192,0.04531420455878794,0.1278565903678945,-0.012366427264522514,0.10732324425201376,0.040737935691498715,-0.011281494415345568
SEMA6A,-0.05776633882382952,-0.045998046840788405,-0.009625365497699108,-0.06182280812283144,0.05902591042990807,-0.05452022453084134,-0.02045080103237677,-0.0003509488471236685,0.07071633802173224,-0.044015310353829454,-0.05703229215463479,-0.03360711469511882,-0.007584875781846811,0.11031395535861903
IRAK4,-0.01375493540060163,-0.008340534995780101,0.032336244783962555,-0.007148754197900742,-0.0014648409447390138,0.09710498597759071,0.002085522953751335,0.063164146054232,0.07121080289679631,0.01782730050529913,0.01748090703677277,-0.009544695132565176,0.052317666179865406,0.0936247731224694
GSTP1,0.012204405926979753,0.03944482258900532,-0.0394627083179962,0.05504675026413573,0.03167755971530185,0.008425273558295037,0.1317902555103464,-0.014165030062392888,0.17150837987754167,0.16309916142130557,-0.06109188782904246,0.051268175016183526,0.035034773366522706,0.13551094318191287
VCAM1,0.0016413301625804607,-0.04892425706899516,0.11302419219505777,0.030569956585944767,-0.003594209055743165,0.05775798090869712,0.1279144753063774,-0.03284275623467074,0.15887581494613673,-0.024573298482592845,0.02510962320080642,0.04533579847763565,-0.0664386268570433,0.09700069991326254
NXPH3,-0.04969861200064952,0.012622852331223101,-0.0066096738581551346,-0.040743348126529695,-0.03263672462545344,0.03191087151542424,0.053718492957133164,0.0074861197688557155,0.16812991276359543,0.03958201532371109,0.024689985566343293,0.04896209041210413,0.08587195813240946,0.16663698218053455
MTMR4,0.005842177714030533,-0.0063278287746574655,-0.005445610432074825,0.012112479899879508,-0.023351576935514706,0.004466146625468895,-0.15343242766677526,-0.04690599700161394,0.03806753009826229,0.016496481230737572,-0.0028859153844571703,0.03562222386281935,0.04260386499123101,0.11221304490093682
LAMC2,,-0.020160121883976468,0.05628504968797033,0.02326329934629334,,,-0.04314462642821397,,-0.010861287006612846,0.03747933678808302,-0.02637827804324312,-0.032609045526563976,,0.0017456245458354577
IL10,-0.02013337145770904,-0.031984736391042705,0.008062023135057253,-0.00281572387210986,,-0.06789739709326806,-0.020071119593271194,-0.05692991469619707,0.02642873284484204,0.0751352719415085,-0.02544438240431164,0.03375186109396816,,0.049437074634037716
SEMA4D,-0.010179624812439078,0.05265561565820878,0.002715065235126995,-0.03215101768787546,0.002710704698754198,-0.0018538406728169842,-0.06968118139328137,-0.0530164554868184,0.055833288418619606,0.06601368576945522,0.033286388951723,0.02993124709931117,-0.04263385579898578,0.10128361844360777
TRH,0.03578934611691023,-0.039341725401546866,-0.01814913327787136,0.04407149229741844,,0.0943992600646343,,,0.0827366456166324,0.06380710339344689,-0.020624523863045866,0.12320877928261705,0.01996493652761836,-0.008832847046387949
SEMA6D,0.003028280163531101,0.05638972257942138,0.020429269642223802,-0.018708123346153443,-0.025077914985171753,0.02275864703675303,-0.020632340556442585,-0.025998753893995526,0.07730487322647317,0.03712871074453387,0.04156860960796573,0.0963737324829929,0.14635648196922546,0.14598893847065472
CEL,,,,,,0.017223108083085553,0.034581419884776525,0.019420041529995682,0.044936860834437785,0.009839426145805543,-0.032310968848416936,0.05729675327416101,,0.023557731857408896
