,UKF248,UKF269,UKF296,UKF334,ZH1019T1,ZH916T1
IGFL3,,-0.014158628142507085,,,,-0.01571476630470591
BMP1,0.038616293918042666,-0.0023397082794616333,0.031403244585139045,0.016946492371222886,0.052002723646618856,-0.07099872064696525
NDP,-0.017920029069206856,-0.03667134678307329,-0.03907591366711872,-0.0044513211268449576,-0.0034033215439802887,0.07954871845804899
TNFSF18,-0.024830504610871256,-0.021025137737958423,,,-0.05914461620764432,-0.026508001244213493
IL36G,,,,-0.015968599399675328,,
RTN4,0.056038121682682546,0.03202533653501268,-0.023826070485135617,0.008519792199928298,0.04246211711524408,-0.08797775793737096
HEBP1,0.04999604153035933,-0.0147710300296581,-0.0004629927986460103,0.018481493842681627,-0.04005617561381386,0.04512883986585433
WNT7B,0.0009681682491372145,0.06396796401045404,-0.010749565097123891,0.0016141623897749184,,-0.033541844014118985
PTMA,0.020618380500220086,-0.004616293003095493,0.014193058682496696,-0.019607011136994403,-0.07620623425083731,-0.0900941475516676
FASLG,,,,,,-0.013629411454901444
CEACAM1,-0.01580393568753256,-0.027667883760848208,,,0.05907665109206558,-0.01896332424332376
PDAP1,-0.010707244042091744,0.018458830858839516,-0.03444332610106505,0.0076464482046300014,-0.060781558116780224,-0.02475760690529524
QDPR,-0.0340313593244666,-0.07972156188088547,-0.06852129289114928,-0.00844478094615892,-0.02233655893132421,-0.004631416898714821
POMC,0.049981635810281616,-0.01148336636577066,-0.028912064899477657,-0.024349187758869306,0.07175789191015801,0.020316994586764104
CCL18,0.04867618491028814,,,,,
CCL17,,,0.07078290647056847,-0.014587768899986657,,-0.012353530633567415
VEGFD,-0.019721824781152864,-0.023719500102414696,-0.009759340397275917,-0.015634163761994425,-0.0565389302050015,
TNFSF13,-0.01488272184950288,,,,,0.06483903844789754
WNT5A,0.031726695755907836,-0.0030239907029161696,-0.008833104645112088,-0.0008878664750974563,0.03207958563865548,0.038979904181875594
CXCL8,0.009232601699254387,-0.012689013526738834,-0.009088322128171449,-0.016119525621518065,-0.001523830125041526,-0.06755074594256893
GRN,0.01302138655860574,0.0017863236205758423,-0.03188847493377972,0.008802841468433936,0.04406801751246865,-0.041391795773438766
MIA,0.03295007940418972,0.04993160780196561,-0.011099194403951127,-0.02141170374763315,0.0162038439126048,-0.022324385044210804
COL4A4,-0.023685743805620017,0.040380564953348734,-0.01864576390898833,-0.004505683492936029,-0.04427109584129212,-0.036278435974683595
TAC1,0.02303837691008748,0.05524360692020512,-0.06196524170923554,0.011109392637527247,,-0.01623997217769106
RARRES2,-0.008022034928503126,-0.03307098186593549,-0.027176866964724565,0.04593365349273856,-0.018264334955967344,-0.013043786180803974
FGF7,,-0.01861333048592327,-0.03048928325507419,0.038769883358752845,-0.03309031642000858,0.08078831755862603
HBEGF,0.07000642010925628,-0.06475688485139834,-0.02506292189120703,-0.011480637760485527,0.019596361317631282,-0.04382271340979973
CSF3,,0.08849098508885382,,,,-0.013006362000112058
PI3,-0.020748184587981264,0.0750075323389294,,,,-0.02825850368606871
PCSK1N,-0.055176242419304265,0.03686794437486701,-0.010111941233101718,0.02281071851391915,-0.011775337125133373,0.04250907840676402
NTS,,-0.01814334038672105,0.024662408551740213,,,0.06804294976966642
SFRP1,-0.004516775382726592,0.019998983339820794,-0.013304948320597984,0.03546842280871233,0.0004797570923781285,-0.018813079882035504
MICA,-0.011329153484542234,0.008501395085455245,0.03337808109088539,0.03193687550992893,0.060579985611409995,0.05609257765120139
TG,0.014905241828366054,-0.017815496784718228,-0.009628733224297817,-0.021912887264842147,-0.03839298501602588,-0.02536488676465501
ADA,0.0014895636667403057,-0.0267159838242784,-0.01563783709950094,0.044289453986840074,-0.005318573840113563,-0.05456061300606862
LAMC3,0.06911856282097813,-0.01861517246655176,-0.05568626918687425,0.036986041498095194,-0.06684158806404344,-0.04987694892203375
CCL7,-0.012544742632953531,,,,,-0.013629406608445414
NGF,-0.005700895508590574,,,,0.014596095411304195,0.025683398173318796
TNFSF15,,,,,0.12330982908666425,0.014200438497084878
HMGB1,-0.009003022014854044,-0.023519751871645945,0.07516655463388153,0.03175570008498253,0.022118512524616187,0.06727607250290132
ITGB3BP,0.001204341285636433,-0.047772917012001204,0.006742605579372891,0.07611081968575797,-0.04829934594669092,-0.022580158474277103
AANAT,-0.01820051301107473,-0.013315038517740525,0.014390729259143349,0.03377499059159222,,-0.014420480567678343
RELN,-0.0032916157181999413,0.03550729542766922,0.0711498889421765,-0.021663571976782953,0.030189770203643065,
IL15,-0.004111508749912775,-0.034731046276637756,0.026092323917006745,0.05470417391216405,0.1373326879147255,-0.05782568438928722
UTS2,,0.00488176841968836,,,,
BSG,0.02407809951038642,0.050234643119312195,-0.023223186706655397,-0.017776352710780638,0.020184444568958026,0.02850442596211875
ADAMTS3,0.0025402707637586035,-0.01765707258596623,-0.0053568959674614985,0.018243056762421724,,0.029170730409311642
CD34,0.028866115716793705,0.06348005689445935,0.07417348247011156,-0.04202903032738436,0.06280118796997192,-0.03152786275341741
CCL23,,-0.015150400209940903,,,,
PLAT,0.029036387000616545,-0.037274093162242186,0.005467393584711291,0.06486807960542962,-0.01976721003994802,0.009365084539361135
NTF3,,,0.07895353412338817,,,
LTA,,,,-0.018148507455008876,,-0.019407793625516076
CKLF,-0.008115861418732028,-0.024876647800363114,0.04553661901648172,0.03275082747366661,0.028450219088815225,0.03644645847391779
CD24,-0.016048006766526686,0.03966830481521572,0.01210103845119891,-0.020963999210510585,0.015745703302501714,0.04996140329020962
HSP90AA1,0.031158676253674467,0.023004438471644205,-0.07708029109523916,-0.04797432795163291,-0.0019092628857139912,-0.02487550973405818
BMP4,0.008315030996809006,0.02559269091091221,0.03127480148537698,-0.015464402809833196,0.03801474096918243,0.038180166886275006
SCGB3A1,-0.012544741378496026,,-0.00936227955826043,0.01408094065090852,-0.06066499607616893,-0.028577221733131646
IGFBP4,0.027004795730983026,0.0021324012006805645,-0.023125672477056224,0.09051256219523325,0.061359677820870324,-0.06925064360830913
RSPO4,,,-0.009362278188815255,-0.02517483699281978,0.050247938251368425,0.042054834169525254
LEFTY2,0.06501631399252661,-0.02889180764069145,-0.010265852537214,-0.022404129777313438,,-0.044657424401557656
PF4,-0.013013155454645703,,,,,-0.019407789134408677
ANGPTL2,0.005091088865738015,-0.00947101590433657,-0.041668112479656114,0.04505207614177435,0.02325319135235523,0.032303173809240034
LRIG2,-0.01510593292014036,-0.02731058221776383,0.008888839352852687,-0.007598071886067177,0.020881874808669886,0.01946269209243317
ICOSLG,0.010559304179957147,0.00993922074635289,-0.017767855672735127,0.043441848960371836,-0.055165974548724996,-0.015050455670528123
WIF1,0.006833728923496727,0.0413151263738184,-0.01761786913600363,0.006077325401602015,,
NPPC,0.007851464211665797,-0.035850214312294175,0.07526039539651201,0.0395030863680252,0.017409670428424992,
LYZ,0.05993813078040902,0.008622464291060403,0.03345126631040716,0.0017030002017157017,0.038637558944940295,-0.025745909024096108
EREG,,,,,,-0.029310257144022432
SPTAN1,-0.029706833176802408,0.03270152364106929,-0.02833542864969106,-0.010255517116384656,0.004369697292333148,-0.006388525185963937
LIPC,-0.01593152271662311,0.021068272795506996,,0.06618688298022903,-0.04275562333285549,0.046101691025244126
COL8A1,0.06594665656650042,-0.028444948333741962,-0.029243782931741773,0.1236608143529414,0.06886272640100485,0.061489193591395264
GSTM2,-0.02456911302864395,0.04596325396897515,-0.004514464916536723,0.0808550111886377,0.03392148983197256,0.06926240268063817
SPX,0.00313758289088183,-0.007414790014424973,-0.0012698810568984515,0.007624602732712056,,0.10649109265858278
MFGE8,0.06534659164982405,0.05608480701062772,-0.020260613030677825,0.06932610961324949,-0.004561123631595066,-0.07709326854360649
TGFA,0.005121399193463444,0.021050805461557392,-0.010811165319832925,-0.008080240231933244,-0.04545343403108895,-0.003503592347520943
SLIT2,0.022803319330849697,0.04568696248899259,-0.022350536357333844,-0.01480588397605601,0.042722193131885446,-0.004814462445476203
