,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,ZH1007nec,ZH1019inf,ZH916T1,ZH916bulk,ZH916inf
QDPR,-0.08561082044513689,0.05189221994448763,0.04720295304219167,-0.04018699528905375,0.026284990319587996,-0.02520837003904466,0.04071848789550565,0.10087988108308728,-0.29860946028188273,-0.01488427248253181,0.012251791365882546,0.05571981805750079,0.05722752289026907,-0.10069533623442828
POMC,-0.04989429091816846,0.06253484176966242,0.08602210474751394,-0.02301416754050879,-0.022708370327574615,0.02500676270943879,-0.0016537266454149414,-0.023338840753536986,-0.04207352387432395,0.04549439036988465,-0.03210373278624994,-0.02868653829007133,0.027267527582092103,-0.024893975854995174
CCL18,,-0.04853179926639972,-0.019721816268403292,,,,,,-0.11086666592130517,0.019614896902700865,-0.020914775703917286,,,
CCL17,,,,-0.01432422140385244,,,,-0.025086230717666115,,,,-0.014944090691446425,,
VEGFD,,-0.07701872010691924,-0.019721822531003668,-0.015958764463657217,0.052954873163193604,,-0.03890309059420943,0.037597761166046254,0.04058304553584793,-0.053931063933185835,,,,
TNFSF13,,,-0.01488272015146809,-0.00988052733883601,,0.024425406183811584,,,,,,0.04668214291482806,0.03445186344326466,
WNT5A,-0.038228206261951024,0.0032768702000319978,-0.034807835668195265,0.0330873405513774,-0.026731700099041984,0.07549334302357481,-0.09922020908502208,-0.05770428423357804,0.057873351051292155,0.02851905461623856,-0.04568378621694694,0.02733321090954538,0.03529643916945394,-0.0760907969011565
CXCL8,,-0.1079659137052575,-0.016007682159220948,-0.04267313586422272,-0.023141163750166,0.07316739632776284,-0.04734762469409493,-0.05892395203996142,-0.09271347960560933,0.10541577296890185,-0.07145231827077182,-0.041614284138607974,-0.07611848125447171,0.03427193167930049
GRN,-0.13092601074002236,0.017606717636410307,-0.02461025588718195,-0.007734848365542898,-0.026902128394389664,0.03400005422000514,-0.11559117225882704,-0.013227987688864422,-0.21718519336117892,0.10148942996895227,0.05361807139610079,-0.04289403797447427,-0.05804647697151713,-0.10264883049687681
MIA,-0.03774017460528169,-0.0005649790270627039,-0.011468185946211275,-0.03016200470921076,0.042216183470868834,0.04006222910941362,-0.06060921975816204,-0.03612914442194194,,-0.04614553062129906,0.0597230978331574,0.08964421889160129,-0.02521164703810874,
COL4A4,-0.004612700210918266,-0.01833968321922202,0.04730343843369779,0.017084350885726535,0.02494543045870294,0.05844462474914842,0.0104350257618992,-0.026190801003894707,,,-0.03745295478236727,-0.0037119046379207508,-0.017179920927300425,
TAC1,0.020835490865432557,-0.011279269366450347,0.01827680300424213,0.0071245642970399325,0.05461543912914017,-0.025224740265659892,0.17981887777454073,0.15079014138725158,0.2320443680188869,,,-0.019645526793007042,0.03730447434382999,0.1430285269250537
RARRES2,0.0858578032461501,0.04684438882528933,0.04379194091593104,0.04118757711940949,-0.013994586619706182,0.005272395430224397,-0.13998993786985028,0.05775395341005699,-0.06217075643899015,0.0698718374320809,0.03273824625581437,0.03320724620371085,0.003241073506316415,-0.018118991006869332
FGF7,-0.03473884751680292,0.0010984448590947887,,-0.025391011480480567,0.026245609577028813,0.035967493092281554,-0.01851402256543642,0.004415504494812826,-0.00869783344185392,0.12041555428044272,-0.0024259353331624613,0.04669888091296821,0.058688771350939896,-0.06627938638951303
HBEGF,0.06793806611945737,0.023619714739252905,-0.049035298658079284,0.018402553553081687,-0.05998109007003409,0.09007540209268335,-0.03638327992326668,-0.07873576676420166,-0.14763063929037995,-0.0443029450507378,0.032177690703637296,-0.007569626846240151,-0.011318968915347092,0.00991126834744981
CSF3,,0.03220972161545175,,-0.017073222941020184,-0.00729941399682048,,0.0076394300759077965,,,,,-0.015733822100000575,-0.04434537607172824,
PI3,,-0.1570491704249837,-0.02074818222073019,-0.029463228229789928,-0.024405824291722653,,0.02961101754675484,,,0.10128158263941485,,0.013126193636731344,-0.01871642175072572,
PCSK1N,0.042983959333195765,0.07950022175050496,0.041152767488394845,0.013284054955359031,0.0025215914892810732,-0.05660395307879853,0.12486103088188609,-0.053083666186798585,0.2997002984743371,-0.005445164411604399,0.035689980542241914,0.05381437061965203,0.06180910926463786,0.1698748544478337
NTS,,,,,-0.013707279043269134,0.04591710284465119,-0.029757457437913394,-0.020354824220430893,-0.036631927316524246,,,-0.023299645046963587,,
SFRP1,-0.04195301453127965,0.024603979116740428,0.008787726368995932,0.010579912085213979,-0.04158085683132726,0.027007507689570772,0.010956366848191228,-0.02848138742328574,-0.08752224249704714,-0.058885529111583824,0.09016057059486415,-0.022758220324368656,0.04326389800536593,0.018264030040497765
CXCL13,,,,,-0.019954948533146735,,,,,,,,-0.035970123822282755,
MICA,0.04192689380500832,-0.005297362887751199,-0.015884145475011782,0.05662550584840365,0.02833013221845793,-0.005528012995265286,0.01995219776437674,0.03588809564848756,-0.02294854598463793,-0.05953506460745096,-0.008895339074144352,-0.026758851046469072,-0.00031649236686190823,-0.020338741644811958
TG,0.0681725324805134,-0.013163710298973884,0.003121599594997084,-0.013487793549577099,0.030661197459620877,0.004445022757377816,-0.0017068926034891376,0.06586338354850658,,-0.032355190004671165,-0.0317091170829296,-0.03068395420166705,0.0615333538885366,
ADA,0.02751087912055782,0.0730533341172949,-0.007979713650091196,0.019219260046047508,0.13226506022761733,0.042213618589275095,-0.08068099886943858,0.008886733546178935,-0.14076272434347356,-0.07653201223649415,0.06806251948470288,-0.01768266119796037,-0.012917235454765892,-0.0458524848332157
LAMC3,0.04944736502207766,0.08162893617583632,-0.015578031118921002,0.0019270539633704014,-0.02485899376645028,0.10911283190641252,-0.02744427718018582,-0.06151948019810965,-0.035018851841717276,-0.03685677472804926,0.0037117272972033185,-0.035856307791482404,0.05257757801695457,-0.04478097520435806
CCL7,,,0.04148725125980537,-0.009751653186501216,-0.019082735830856425,,,,,,,-0.016487520407628572,0.05744610234191761,
NGF,,0.0705286748613501,-0.02153869768288057,-0.009080016657003935,-0.01795212611639567,-0.00848498698025217,,,0.20238705986351338,,-0.04681874988817534,-0.013347362535030221,0.03424493808196967,
TNFSF15,,0.059357335440523525,,-0.010858942770416843,0.0034733357952642383,0.03291465619961688,,,,,0.15959128887190896,-0.0015697235316120357,0.009057553753633757,
HMGB1,-0.03348101983761948,0.11800555938482143,0.04062664018646551,-0.03863340136103193,-0.01843671757869652,0.1399613320474085,-0.14909520807778875,0.07555783720243375,-0.06763916108042248,-0.001964281105623507,-0.08705515356165072,0.10666639774421924,0.009088282243819744,-0.024490967686171743
ITGB3BP,0.0038621949999267393,-0.024671783178853414,-0.020745669514944776,0.014546950266066984,-0.047352900646686395,0.09512909768785044,-0.05522659393953501,0.013577405368342689,0.047665877217494754,0.10266474329577407,-0.028658050956760286,-0.001504673996142939,-0.03302856310331312,-0.003958839775406834
AANAT,,0.007161838671235428,0.05858622297710734,0.07773757543831654,-0.009412699957116993,,-0.02183840921960723,-0.022728541586404506,-0.03443942167181459,0.06808395131877261,0.03498818600219031,-0.01744448415678508,-0.027077232011474245,
RELN,0.007124836242660874,-0.058016698944949784,-0.03929266430761391,-0.0003975881048374392,0.06490006986770096,-0.026182336454432124,0.11238803075862333,0.04990947868755385,0.059656752145039064,,,,0.025579761151878606,0.03772986211359927
IL15,0.04632139191537889,0.035249827501274145,0.03640583405884477,0.009685767708429821,0.0422297641289292,-0.024033438714876728,-0.04968838089736598,-0.034107808023456004,-0.03820798809426669,-0.013801578222523413,-0.018134823390704814,-0.03741813093618384,0.003656234254743582,
UTS2,,,,,,,-0.06157017008481021,,,0.12258293781181273,,,,
BSG,0.09953915482037974,0.05925923215204151,0.04274227261607845,0.04375098718319629,0.0359511732870978,0.07990055621933573,0.12354796034491497,-0.09973179225215657,0.18009224888182626,0.023311905873422054,-0.045175226015632515,0.05620389881058825,0.05182563053272734,0.16784278087192894
ADAMTS3,0.029379146077865455,0.08115138633749559,-0.04942848347736256,-0.004362893142119671,0.0033415049317014897,0.004092610910816812,-0.13352891186052052,-0.04302241904862525,-0.014343756362612706,-0.04756137166941916,0.0050360986232036616,0.047008333393934225,0.004785000892162379,
CD34,0.021583915299513798,0.02979879477389565,-0.044301637307287624,0.019705166264496466,0.028265327610965275,0.047673032488531004,-0.040437281547762126,0.019635582178496647,-0.00546767829332439,0.0033231337719022546,0.03310805226476895,-0.031009208256510153,-0.05942680866754992,-0.01586397993859691
CCL23,,,,,,,-0.024848643072619338,,,,,,,
PLAT,0.02538567724495604,0.18952000551322296,-0.03435785155369056,0.006242325648408436,0.03077825182374733,0.06967753266063333,-0.1126285446151623,-0.14405838916168734,0.03716759392682168,-0.04018787105955384,-0.0014084803976355236,-0.05492269889268555,0.03591459620867318,-0.0030449835150841227
LTA,,,,0.010230541002455183,,,,-0.009441512581805554,,,,-0.023477646728175355,,
CKLF,0.01283571126455278,0.08486997326115224,0.025662427431093728,-0.007425468051829689,-0.03036614574047731,0.10049221387593837,-0.14616044614372833,-0.011959897000348864,-0.1942582026489927,-0.08055403517274216,0.06879468356066619,0.0052730565623011405,-0.04100973137478842,-0.06813711803673106
CD24,0.022231502143293305,-0.11029746661102792,0.0032044369700875864,0.044278381218496164,0.017802299499335487,0.02484927942074355,0.07130490555134171,0.06162484540672603,0.04197603783929405,-0.03898304559819326,-0.04055548589420271,0.0492990287295163,0.01402101088676179,0.05490993285835475
HSP90AA1,-0.08368667228574243,0.008098956562532855,-0.051989976926759655,-0.010810537171262864,0.04113123902028779,-0.07270663579426596,0.17435306872324133,-0.03850720176092978,0.27960552166365127,0.08135700149412055,-0.040734846970507776,0.045592057238615626,0.06452325253700326,0.03932693739281895
BMP4,0.007364779172874704,-0.0047214831301654655,-0.00366842178943406,-0.02916035219961526,-0.027875503620623854,0.06899035278160198,0.0606084800539867,0.009167580090333576,0.06967688454999686,-0.027275609665160534,0.041658998135586316,0.0271267575132113,0.008429381831417001,
SCGB3A1,,,-0.012544739947211649,,0.0414560132099064,0.0960762680099197,,,0.0022130576983357447,0.03217875675461157,,-0.022361274788220784,-0.024634501227879354,
IGFBP4,0.0761243082924185,0.12842189294894543,-0.024867450560344957,-0.01826430106240002,0.04902583653402795,0.06114390864066955,-0.06503693263950772,-0.06951590717981679,-0.07623779640063706,-0.03327690612520158,-0.07862705559464132,-0.037571969465759025,0.004505970543225129,0.048447227019065765
RSPO4,,0.06711406316009727,,-0.019131046446510567,0.01577902773646826,,,-0.025459349398523956,,,,0.07662763824003674,-0.019025595967578312,
LEFTY2,-0.0330621943008377,0.10784837581110393,-0.009428919260069493,0.015744663149811693,-0.006223400540237421,0.09248894826251668,-0.07473335522100122,-0.06269748394183076,-0.022495635570472235,-0.014280660286957994,-0.054015731672907165,0.01253755486998506,-0.04625984919312358,
PF4,,,-0.013013153969917916,-0.008508125286198917,,,,,,,,0.04888454036010231,-0.02674639220514804,
ANGPTL2,-0.019092727455367695,-0.0035406034501503326,-0.015268318347101765,-0.037065510158521955,0.04631397247295858,0.11154852857098375,-0.1138873457547428,0.006147133077411826,-0.1327005150329,-0.03976420669723196,-0.04810897263155567,0.010676891603373864,0.06893706704224364,-0.017596515589231997
LRIG2,0.05714360156226984,0.008176819449758822,0.005228518965720218,0.026371806407115,0.05439371754423085,0.08220756487231315,-0.011343336308957746,-0.014532421509895206,-0.020062785641057995,-0.002766893026987904,0.06910541084729561,0.07017401079751903,0.0029614001265354586,-0.03566358080279884
ICOSLG,-0.05891439661399965,0.04184491187910526,0.039954584556700715,0.016552755899481825,0.00011164008424646615,0.09532934768621394,-0.0363824981158161,0.018557759275892125,-0.0941224788567061,0.13674373203878543,0.08419896460860644,0.024328520574515206,-0.06255373798271863,-0.0590952653061952
WIF1,,0.0019599526114911017,-0.023415058360759078,,0.03798023389761697,-0.015449620237258885,0.1855410685362525,-0.005105696754349033,0.3277475393853042,,,,-0.02794342493218615,0.21791221930637117
NPPC,0.11187807611993204,-0.02208074743161955,0.0469940929528547,-0.013198200477258969,0.01295133074734268,-0.006761428164382283,0.05102184959025478,0.052535324278086354,0.14345440459656175,-0.05020878205208497,-0.05061228858627108,,-0.015029204061061504,0.13525994617671916
LYZ,-0.02199633712323557,0.07385323821191306,-0.02610229919242463,0.013203583895466952,-0.04416724685887378,0.09988632868506517,-0.08422890436937218,-0.020839940986478907,-0.2556811430038704,0.03558241474669729,-0.012353947017321358,-0.05261411323740437,0.06012355404915053,0.0036274714347319104
EREG,,,,,0.016478668775770013,,,,-0.037683572766360106,,,0.0012018957762266569,0.1201266915444513,
SPTAN1,0.07861912694627447,0.0434254296053018,0.02766115581644746,0.00016507480470959795,0.033786903386214144,0.027098799355797905,0.09832058408996633,0.08349409266085088,0.3242069298043279,-0.009349326521075197,0.05690461239692124,0.02036951375140964,0.08655947961143994,0.18258507114703912
LIPC,0.0008464612332420335,0.07169349067773674,-0.015931520898926046,-0.015289734801947232,0.007166092241080372,-0.04493348334436011,-0.028746704998666047,-0.003145352762438317,0.03802706984842618,-0.04857498169246928,0.06018115305548459,-0.029684624831000737,-0.04170939763255586,
COL8A1,-0.02288743105910921,0.03782151712314403,-0.01680430803182382,-0.04246474699753286,0.03307712635565141,0.0575122852605857,-0.037241845597617215,0.008481664932724084,-0.13671371527337345,0.01476360662201898,0.0015984097118669743,-0.00823327956731459,-0.02509429662471678,
GSTM2,0.03088710633708244,0.04511959247292839,0.030494918237050802,0.0038003883011766726,0.03313291003640432,-0.030019361344631623,-0.05094422903615306,-0.03573235010202525,-0.0415914920258169,0.016079603219370752,0.011655310507035827,0.05343281238592753,0.02369115591249678,
IL4,,,,,,,,,,0.004806914485071062,,,,
SPX,-0.043254090888944066,0.12602516812964504,0.042355934666027495,0.021248155688335612,0.03195969534990053,0.014225755979276444,0.06940474482123406,0.07516844256255144,-0.00985214003859561,,-0.008729498038744173,0.01048573661951525,-0.07499096506464747,-0.09028582959819084
MFGE8,0.012308263567955986,0.03672232645132421,-0.03734623839649597,-0.029916989757822362,0.04655252557895407,0.041057359640828885,-0.0037516427848169865,-0.07451213307464419,0.11486805362817086,-0.017487891846375128,0.02619490492537519,-0.06759436130243444,0.01813192714127972,0.09501028244289637
TGFA,-0.06512422683794737,-0.0023709264699008806,0.04379758689169792,-0.00926852282027652,0.05476973021457643,0.04751582665912773,-0.1117335166759121,-0.08887839173089526,-0.06432501362150746,-0.05895952610244433,0.1089402010589463,-0.06030440128072605,0.0232780513371265,-0.13060597246760347
SLIT2,0.02490856468721957,-0.006915711905414403,0.0321245784212467,-0.028957247792519826,0.028827713812355094,0.04942888568191505,0.0252377458480867,0.04970569915029834,0.11502855831535455,0.0386586341217677,-0.04464300720180857,0.023991032528488977,0.07601279439847448,0.11178727491770736
PLTP,-0.004959835573275703,0.10443636359975571,-0.0006139403393700084,0.024032546769027708,-0.03732214278756971,0.04235657027410773,-0.15411839887414805,0.014928664952925887,-0.25853143480040264,-0.03788794687866508,0.015600651466136182,-0.012210112202687607,-0.01982155022152522,-0.09824157055226616
APOD,-0.1716982574243121,0.12449686044703286,0.03211291152662491,-0.0031098367613641986,-0.019991899059428667,-0.0203175828192985,-0.14890710161846685,0.0428960489725339,-0.22425950406987225,0.06344028811036173,0.035887165309270025,-0.04878783588998513,0.03712333331997004,-0.15460155757926639
B2M,0.04215738881146642,0.05765905965702682,0.01993696157786553,0.0447960691761821,0.01996369233713656,0.036366261631679865,-0.18158375009843972,0.018240201828011362,-0.35125875494790676,-0.04573851392501719,0.0781989963978241,-0.04749599647507196,0.0538989349577735,-0.1526735871441114
OMG,-0.09328944938660859,0.09157990601111823,0.040572336575274384,0.01717888079224511,0.000138901028201796,0.01169504023982288,-0.02566141415869739,0.05138295950341305,-0.09299173927800883,0.0391843054994065,-0.015723511204861252,0.008035374516960429,0.08954376292948639,-0.08945904357165865
CXCL3,-0.026890968421945115,0.0017594014608558156,0.023281846403804006,-0.03901516493383582,-0.05077113412238566,,0.01186199646358809,-0.05830852718339579,-0.05304885350925166,0.01023229198824864,,0.05613068087235766,-0.033706698272978924,
CXCL10,0.017580694110572403,0.1433596885677607,-0.03839788588336819,0.02300446977188939,0.014567522091302472,0.08737097934870715,-0.1400089254653418,0.03271984148151956,-0.0846702490698636,-0.10008167306296296,0.04502686741920133,-0.02803666365630937,-0.009374126242891627,
RSPO3,,,0.022701885315665034,-0.009880527663306705,-0.011747814640713512,-0.004955175597198227,0.07687878713192392,-0.023073631926315907,0.2718515290266576,,,0.033184358318940115,0.026657381105198358,0.25475339060381835
CORT,0.010049815089925845,0.037674973436787655,-0.027338413547280185,0.031120609869268866,0.02000692846728339,0.002976832801796848,0.053486759454768995,-0.010541214684536218,0.02169630335260195,,,,,-0.026698856398509392
NCAN,-0.06776400717439766,0.29270879491462265,0.05986264617300853,-0.014917470193077634,0.03521442459549065,-0.006129918050378639,-0.03829296964025942,-0.034174129894573274,0.27274257909705335,-0.004164674580647991,0.06705756226491161,0.07168244895655691,0.0013178810416518995,0.0035738384240616514
PRG4,,-0.0056370185267694125,0.018199584840575597,-0.00975165470615161,0.0123681236237276,,0.009110322534918305,-0.01473117465215676,,,,0.009685925725775469,-0.023123679782441845,
ZG16B,,,0.06215243826294827,0.06383276019659995,,,-0.009805750776185456,-0.0008631984881058022,,,-0.04698856955757578,-0.020862516064042994,-0.022817415655939168,
TGM2,-0.018180930203517347,0.042724619124487065,0.006242789571900099,0.010113367230823234,0.028139479345217062,0.0629774219235805,-0.010269579952117702,-0.07275105665030888,-0.010916774074043612,0.10808230478951225,0.03632065668315904,-0.034949454133370306,-0.01017238439912787,-0.02465833130303858
VEGFC,-0.003169870730392147,0.02318276208144599,0.035945444509751893,-0.017380059786850224,-0.0031421274133218943,0.07393339512728572,-0.0010672933699630524,-0.015879291401312952,0.08724840640982637,-0.05263511106597448,-0.014074295879259336,-0.05552587253309478,0.001615922183490107,
WNT6,,-0.01795588331388491,-0.02024066260234217,-0.013487794109597443,-0.03189510399730706,0.04697949515582184,-0.004986486880221601,-0.007834795504832782,,0.013837989766412557,-0.02652984342006493,-0.008740471770698055,-0.0025944411216312054,
NRG4,,0.003244161277121906,-0.011554147061682531,-0.011868209875345296,0.05733018246350804,0.004679064124592895,0.00571321522515228,0.018935997238798085,0.22236098964987108,,,0.156580161907193,-0.006548825509855289,
PMCH,,,-0.01331677628572321,-0.016444561025125433,,,,0.09507513242283973,,,,-0.0008901368668404105,0.04670854963926114,
COL9A1,0.04855090733978048,0.0349781530981325,-0.03489681177089426,0.010795995960801826,0.009059133922255548,0.07519565194475053,0.022273367424516972,-0.013442368838655029,0.24061500782590844,-0.0627778135656685,0.014727654932184102,0.02179304742243789,-0.049509491671499484,-0.04067939893716487
GDF11,-0.03469743431483925,0.11855154927087719,0.014665942975467354,-0.00011775736422828892,0.02067417549881413,0.04570856870601583,-0.06874774697115109,-0.054546601754146794,0.08570697935349673,0.0063496117085396105,-0.012029108568282897,0.006994332821556555,0.10358192186189717,0.015961505754734408
RAET1E,,,,,,,,,,,,-0.018354458508181383,,
IL24,,,,,,,,,,,,,0.026753632124841956,
SORBS1,-0.0230690703144175,-0.022616751378900762,0.020251331502924283,0.05254503273199926,0.04001849403600722,0.014972033078466366,-0.023609137035760768,0.01088330527641835,-0.09991102677301372,-0.03370581022650591,0.0111350924841144,-0.005013212127629733,0.009413356649644546,0.005817158011830257
DLL1,-0.002610469663386839,0.09372017607063718,0.020499497708685213,0.01023885347903005,0.05423659559636295,0.06686121513306673,-0.05630833114966815,0.02463732868871672,-0.0730793262916723,-0.011487377956742394,-0.03199346010279509,-0.0018345437139037023,0.047438735126364144,0.12041197637065577
TLN1,-0.03741682707503857,-0.019007614107858516,0.012682054517556074,-0.050407612588008126,0.040975581407219484,0.06252363004734775,-0.12473999326268485,-0.028042784999042697,-0.19739301774112078,0.12342493429115094,0.01947354075541398,-0.0763093730654234,-0.004437269191497133,-0.055112864226545336
COL2A1,-0.031363966571179104,-0.010850451377570638,-0.031566540143805465,,-0.03250187391159373,0.020474780406371546,-0.028672797130653595,,,,,-0.024350146566793036,0.04655249142761096,
SHH,,,,-0.010133570325514173,0.018571670497779608,0.04164588888645514,0.010726331425076509,-0.05288545609492077,,-0.02459282850090979,,0.10652019455366593,0.029035594123824816,
PON2,0.012399639508440918,0.15991765416386278,0.05286802361527629,-0.06388128464324644,-0.03395363348688659,0.002707888476143863,-0.18312391669155267,-0.03435246147848721,-0.1316967313627042,-0.06639416480455367,0.0027908381457678604,0.006681661555364464,-0.10616772861046837,-0.0044223126072113015
ICAM5,,-0.05910248285325395,-0.023302978009561683,0.002272091404863655,-0.003481182044099669,0.01494564621136606,0.11885843793363682,-0.008976796131920085,0.11682386717036002,,,0.04164512503436379,0.1287417741649388,0.22153675181460838
HPX,-0.009163938055200795,-0.040107437420242316,-0.020167116853549112,-0.02465635519833079,-0.042419616429104356,0.004082828279249604,0.0276238081948665,0.009414260900340624,,0.026763953881579327,-0.02754947296539738,-0.038612208466474396,-0.038770647248886944,
SFRP2,,0.001063931967731436,-0.016678265190797566,-0.01154103842716002,,-0.030874004750659826,0.01197592207123845,-0.028448269521635115,-0.10904109855466997,-0.046433073923629976,-0.008869767044953333,-0.0822406267598195,0.012845431872780142,-0.008903010244679663
CFC1,,,,,,0.03615574745802266,,0.004238800361360722,0.09194298686356826,,,,-0.031373465121711276,
CD70,,,0.016120365118581396,0.05562485512910773,,,,-0.026938170425229977,,,,0.0429834905185638,0.0008759380207154511,
HP,-0.03657558810323555,0.13030243453256213,-0.035212713809161335,-0.02984089717404224,-0.017869753320721733,,-0.011195100423923085,-0.01312009638890003,-0.05866184612034466,-0.03583742421587825,0.0926126199140267,-0.025028660214980708,0.04754007724307182,
CXCL2,-0.025944000458173824,0.021431261285352127,0.06090631518771246,0.011410351212348666,-0.07043049963359883,0.032303018542004874,-0.007753994135396594,-0.003966035063211232,-0.01308466638026694,0.006201550944169731,,-0.013601822621123827,-0.02525886524591129,-0.018013821548947286
NPPB,,,-0.016183928669684097,0.03630984268623614,,,,-0.019167735319823402,,,,0.0580745247818928,,
CCK,0.0596005825201203,-0.0013029971920868726,0.018380090393445445,0.019885068844149062,0.08266681948988183,-0.04683134783898972,0.21729126998399267,0.12708152957110425,0.2992264154506474,,-0.005687639421587248,-0.022017727601507962,0.14280460731819675,0.17596633574615417
SEMA6A,-0.028196962069373943,0.11825226891359697,0.04038917502817066,-0.021715193315406833,-0.012826403510136544,0.025500909802872618,-0.15120426101205864,0.058927260932464205,-0.15302854469713123,-0.05641868516901803,-0.02361274201109037,0.03406656103021877,-0.010270099915372592,-0.1463790025811238
IRAK4,0.01016128882737565,0.14672690694466292,0.043070714775484104,-0.0007706363362544295,0.018832631781015435,0.0728095415928145,-0.07312440388516041,-0.027817809337326423,-0.016304994417473972,0.035726739992226884,0.02215463567707504,0.03836377111804768,0.004740272995816592,0.04617022124660524
GSTP1,0.06893637019437207,0.18453223859213158,0.029216538296697816,-0.02498994537813935,-0.013031371383347213,0.06198566274276593,-0.16081847314574854,0.021598101977198414,-0.2303166812312058,-0.023544710074016133,0.07177042239686875,0.023041270917712433,-0.08888571483622534,-0.0921020358566111
VCAM1,-0.02910056856993183,-0.003868383205606228,0.04640877181166462,0.0012865871489656322,-0.004533912983239059,-0.000798653118620707,-0.1436747696484122,0.05206296315785984,-0.08637762356298763,-0.012990369590652069,-0.04628425888241256,0.015647315546126417,-0.04069139346501388,-0.06454324654238877
NXPH3,-0.06931974840987537,0.0049248774239873715,0.043877261515497076,0.007271769431827159,0.03856493599401328,0.0792780292249471,-0.02496748822666409,-0.0008327790929758722,0.04575862563534,-0.0905966987109195,0.09282367612453732,0.04869542955685891,0.011493624969446479,0.09733361517078556
MTMR4,0.028004208040176524,0.04566283605178622,0.023267617921894676,0.018452068120893148,-0.014649270101505504,0.04772789424722087,0.06892288831180943,-0.007579939157311767,0.10605746889513928,-0.038857452266401936,0.05463716270611275,0.022809861657899895,0.0479159022820703,0.06444852065561836
LAMC2,,-0.020375743723255048,-0.012702691762907597,0.030978481147639594,,0.03862364672879888,,0.06573889955572082,,,,-0.03233754309452961,0.08693622936003963,
IL10,-0.02114342566887198,0.04982230688757831,-0.02683939145005523,-0.025446862139688806,0.05757386379055681,,0.003611618523838676,-0.041765473945178745,-0.09843429579713547,-0.01784123459723227,0.06444995442233674,-0.00881671655971061,-0.04942929237954159,
SEMA4D,-0.11247642757549962,0.009585394014208042,0.007567531921797705,0.012768225366609726,0.05683987093349655,-0.030036302528116635,-0.024201949850937824,0.04564179998975198,-0.19204063928278048,0.1333893486430343,0.01396061048160751,0.04525102849471654,-0.017910672484029586,-0.13226162030734537
TRH,0.0344728300999226,-0.009747337562775469,0.023071852473417077,-0.024021536113236434,-0.03212751937795798,0.08439021022131735,-0.02942485022715849,-0.05902028688819356,-0.004987266722073062,0.028690482332895846,,-0.01901017698911948,0.033350951868488875,
SEMA6D,0.03495099733799166,0.14398747901287298,-0.00457710814313955,0.017299997386476317,0.010340477734782322,0.05504051198531065,-0.03702180732642553,-0.04043560072814853,0.06495283621306282,0.00012842396191566018,-0.05762175474328989,0.03803337287222256,0.05768487678643712,0.011031410445897886
CEL,,,,,0.04878941307727658,,,,,0.15443101918400165,0.027147848294635745,-0.0031621166286033963,-0.036477496155168904,
