,UKF266,UKF275,UKF296,UKF304
BMP1,0.035597859289836,-0.057863868876574194,0.03018343173474978,0.07411172279018119
NDP,-0.023897486967656284,-0.061748253745982515,-0.033008392824228655,0.02605258235064087
TNFSF18,-0.013800789012971017,-0.011674763749846901,,
RTN4,0.01869485591994115,-0.017345820612737164,-0.0028115644753603226,-0.03657755028678655
HEBP1,0.02224613779642862,-0.020478822830007435,0.019049465396326522,0.0009523520106855942
WNT7B,-0.02848615892110306,0.0012154350132585995,0.050438594416802277,
PTMA,-0.02112713770974429,0.03712344778978354,-0.01976281922234999,0.05789009822701237
CEACAM1,,0.012642442647480366,,
PDAP1,0.004522681719634261,-0.02907030640011815,0.033882982371640114,-0.08947688397713592
QDPR,0.05074047520288633,0.015843489900685497,0.03191937001915384,0.07685792619727043
POMC,0.017185008128171232,-0.013546472636752053,0.043617361820479594,0.011876679806361284
CCL18,,,,0.023936201772645063
CCL17,,-0.01456070340274342,-0.020768521333967713,
VEGFD,,0.05608746087306967,-0.015233961561031708,-0.027604831614444218
TNFSF13,-0.013383886335588964,,,
WNT5A,-0.04139302372491532,-0.005291326789758341,0.061185367328161905,-0.02435473063645083
CXCL8,-0.019037710244809013,0.023706970112309725,-0.014186527400302892,-0.05394397566864396
GRN,-0.007052041648222164,-0.01583746160648418,-0.014891227786445665,0.051407936550610385
MIA,-0.024200647727293027,-0.009289557412316194,0.04766582401760688,
COL4A4,-0.012734176542648825,-0.015201824841283481,0.010611033493423565,
TAC1,-0.016178345698947535,2.2599461074378176e-05,-0.015134500708234482,0.014210383113018865
RARRES2,0.0705353732110534,0.00450860167400056,0.045648818158255826,-0.011618655616926548
FGF7,-0.026394416240680372,-0.0005589549224947722,0.020619587226255048,-0.04487128266936284
HBEGF,0.08739723078262426,-0.01908697895593495,-0.023180455191656305,-0.05017718243797719
PCSK1N,0.025684583125732303,-0.04588665832174336,0.01660243943550411,-0.009448704243104596
NTS,-0.015545536249526697,-0.01736631778223551,-0.026391480873613097,-0.02485321587292384
SFRP1,0.04553186796833125,0.037289834470956795,-0.020768521543123784,-0.02151866928670615
MICA,0.0018228467648576596,0.03848933994076498,0.01448355850748529,0.07331427712359147
TG,-0.017943646841674245,0.08061722251856247,-0.015030088699572878,
ADA,0.044694473701707794,-0.03293290573088273,-0.0011012785470350477,-0.018490795475259877
LAMC3,-0.022375419751755294,0.04384691684071109,-0.027327962872574996,0.03938898238341865
NGF,-0.017123051878508346,,,0.019922913572814782
TNFSF15,-0.0023199116789869613,,,
HMGB1,0.018960343880342144,0.02652654136204847,-0.032482001903080676,-0.0359595140080531
ITGB3BP,-0.010934455789143325,0.012630614196198093,-0.018080806838541696,-0.03774054559649607
AANAT,,-0.013192239062981266,-0.017325423996925896,-0.023365693373227435
RELN,-0.0477098617771388,0.013688505014789841,-0.019861441946124853,-0.027479380913187766
IL15,-0.014794131360170439,-0.03741892115594995,0.05634650823882832,0.08219576748039704
BSG,-0.026412514063926994,-0.026621568054320217,0.00433564246103212,-0.03171029403823349
ADAMTS3,0.025011414135511015,0.028659244106327492,0.0009425578949309936,0.0516029434068586
CD34,-0.052876773896298176,-0.03124286466530949,0.012916835825790833,-0.05622968817693275
PLAT,0.012100348641055155,-0.047127532417388214,0.012285757667492682,-0.008452872766874496
NTF3,,,-0.007919509284276849,
LTA,,-0.012705501063976355,,
CKLF,0.07072695685216676,-0.012646196804164274,0.01657914180984601,0.08848806219537318
CD24,0.0010807372837139638,0.036559007886231086,-0.03942740217196563,-0.08034750544473529
HSP90AA1,0.03600798604787788,0.01779219730017559,-0.03193474287873342,-0.017646704308862216
BMP4,-0.004354605930003377,0.06309321054713095,0.02114885543291505,0.06322197051600734
SCGB3A1,-0.01888497033490427,,-0.014614164595998978,0.013281840521158507
IGFBP4,0.005776618822331402,-0.012081189303407952,-0.04302044051313312,-0.05381432997452834
RSPO4,,-0.014777271228621222,-0.01461416245834681,
LEFTY2,0.03384238696044742,-0.036391256942892344,0.12671164661750856,-0.003396571765267275
ANGPTL2,0.019839865076739013,-0.008254313715426065,-0.027839279652434216,0.0023304042421763774
LRIG2,0.026355595875774494,0.05521280426137555,-0.014784610848511959,0.05519147047767833
ICOSLG,-0.019274432855284372,0.009732434004202796,0.027485912416135273,0.017151686977446994
WIF1,-0.011186040558059216,-0.011403270197371381,-0.006589366622265958,-0.04591034681735939
NPPC,0.02873228518159727,-0.02224415691701122,-0.020310109421166057,-0.06170352673564603
LYZ,0.02736854030980395,0.004334280070474059,-0.0302596252985993,0.03220229506531693
EREG,,,,0.10102992038199894
SPTAN1,-0.01952244758169879,0.011077549588236335,0.031147507691954606,-0.06493854765369508
LIPC,-0.006544296151836034,-0.027627613445244965,,0.026845314040727108
COL8A1,0.06379748827616227,-0.03227318187544418,-0.02891248408216655,-0.040217430570284644
GSTM2,-0.012510430133443846,0.09440443948080048,-0.02845962112201508,0.0388282632357747
SPX,-0.00941605479337658,-0.0020186148134350096,0.02114777864150657,-0.04201933767769357
MFGE8,-0.008284473269915011,-0.020182025333955033,-0.02062400565944892,-0.024502741434831207
TGFA,-0.008791537373466161,-0.05758566285994394,-0.04876773549984343,0.010216911123361554
SLIT2,-0.05380651243904867,-0.03029425056193535,-0.009117445848515777,0.0181815495379411
PLTP,-0.007634002667080128,-0.02916319914463184,-0.0007163678835806394,0.025099266953335135
APOD,0.017787885699932674,0.040924960789869555,-0.020227497638488526,0.0880232420047704
B2M,0.004113468861697338,0.025918852825323708,-0.02662126820834639,0.02599452839762059
OMG,0.056089692349972874,0.0018046457967810724,0.006266238131858102,0.047699614167044484
CXCL3,,-0.03691639654318325,-0.01563406473717452,0.02234278679544892
CXCL10,0.05167011823694052,0.06297240189966505,0.11337179142125882,-0.038425662114359035
RSPO3,-0.030742421557337828,-0.022318834399860904,0.015066606125894087,0.025342814287083012
CORT,0.0013805166737629329,-0.007316772777687026,-0.014545029645944986,0.036562423857183245
NCAN,0.010650747897630413,0.0035234697617147715,-0.00039470343314438905,-0.03339440014421143
PRG4,,-0.018884765994827586,,
ZG16B,,-0.010095673981430426,,
TGM2,0.03755033642092013,-0.021824580446534205,0.046614443500453365,0.02586967434249107
VEGFC,0.006673942644165005,0.01702588907063772,0.0072190770167099684,-0.028890274260812292
WNT6,-0.01517422038020814,0.030438510240780797,,
NRG4,0.0013130177623055842,-0.019395424353491623,-0.0032225616489146677,-0.03218547503195607
PMCH,,-0.014777270515458277,,
COL9A1,-0.013640072304094385,0.04044135852578879,0.025973325198443593,-0.025212287386890783
GDF11,0.05629418772215905,-0.0276209330354026,0.01280642360913791,-0.03348543337384928
SORBS1,-0.0561071581028974,-0.015074579396498342,-0.03074756931847117,0.02585424158344084
