,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.0058120486282047384,,,,,,,,,,-0.022245088859876125,,,0.008740684628908578,
BMP1,0.014430905026163293,-0.00792041801149414,0.017976892406791428,-0.012059038078017826,-0.027315850202485968,-0.0006798834837725966,0.0009812703652685116,0.11679611220811381,0.015020950906904262,0.02037440968861573,0.0037767905640912433,0.04384618853120329,0.10181375955017113,-0.04274515229416972,0.06732123027704578,-0.030091053845664878,0.03210757909191719,-0.07589844921405414,0.020284033647364866,-0.024139121327226676,0.04280953215629471,0.04125884087314745
NDP,-0.015252833052022652,0.06418078262980316,-0.012848660566353108,0.022662905849312513,-0.03017256157717482,-0.004419970091180511,0.027043649974411926,0.03584623417296234,-0.009929410512535845,0.07347754300021939,-0.008809896031699146,0.0629710782717416,0.07864077827040045,0.08557608475715632,-0.03121970014467842,-0.0256001388945644,0.02602448838615418,-0.06138407119550748,-0.0192221705195008,0.10238571573490376,0.04752864920644961,0.05524370982515043
TNFSF18,-0.02687048665477502,-0.0325530073113139,0.10151993734651808,0.021637210197582735,,,-0.01476970456404713,-0.03362116420137569,0.04126302778701295,,,,0.05475984833607156,,,,,-0.022940967492313547,,0.14943000673404533,0.04560191053010841,0.01386632949509176
IL36G,,,,,,,,,,,,0.0074326188135508025,,,,,,,,,,
RTN4,0.01164605289994099,-0.04245064556895086,0.002655909963249188,0.028097635391122974,-0.01553194661924841,0.0186211015740105,-0.025123287092602004,-0.13499831581535168,-0.02442423876651527,-0.0536390042001506,0.02067063882354257,-0.03130256659075554,0.08738597412614055,-0.006417437509532272,-0.10463311136726099,0.07610758721530848,0.05615090216524486,0.02149100840726619,-0.07297639699676128,-0.06755445789099225,-0.04306752256722843,0.0548017779524622
HEBP1,-0.013415099907727218,0.07392673075834172,0.017508433220685047,0.03278563199263673,0.027075532695331743,-0.021975208269851786,0.00460277598062662,0.03953083975600721,0.005424944949265213,-0.009252214594597973,-0.01679710153735236,0.03843867767105134,-0.0495412955699358,0.00496084566294891,0.047117138140229074,0.021609380115807514,-0.015745298017064674,0.054470494585242356,0.026484325847487715,0.006546325876107826,-0.008792564390808024,0.005467716616100873
WNT7B,-0.004317373772138665,0.007201910944849521,-0.041218483207272096,0.003014082884794049,0.02446565224735128,0.0056942049063794424,-0.05372642283504234,-0.030560136452603748,0.01573766882626435,-0.02116425105617573,,0.12336711829834,-0.01796047265047132,0.11249159358234899,-0.01685991579357951,0.016632084017780956,-0.0528307659687015,-0.03665514932705199,-0.020323531500688132,-0.03819599573522041,0.0024602739742247085,0.017831456517840773
PTMA,0.05336627209381001,-0.04863657100829131,0.011658690074056418,0.027335504647970486,0.05387043339841877,-0.05205888576332421,0.05329185730524064,-0.011362279898684218,0.03575883350622533,-0.003025175522055997,-0.04724113620447198,0.06123526265164726,-0.019955575708220107,-0.039252215850394914,-0.14606845356195508,-0.00969446279825551,-0.025493739699469147,0.06956178731693267,0.05618589530490802,0.03957611656929839,-0.024103134834163344,-0.026977738816562295
FASLG,-0.003922695613262647,,,,,,,,,,,,,,,,,,,,0.06128569628618486,
CEACAM1,0.025217942285086774,,0.005738039839524249,0.03460639470508936,0.022297148767253153,-0.02323568105161864,,0.027620887556395423,-0.023092140848032135,,,,,0.0012305108713235292,0.09729513514509598,-0.012377762658217316,-0.03192522211376106,-0.03296377521703123,0.06751910284551509,,-0.008972609526374367,
PDAP1,0.042501257627489984,0.07522418628816663,-0.020676505823646343,0.0035765099141800843,0.035227539047936914,-0.02151209106079627,0.03969649602493012,0.09611707923985854,0.029627624858159233,0.060242506579521606,0.01393657111853047,0.052253108487384944,0.03243294671351483,-0.01598648269152589,-0.017669781218401476,0.01920299188337037,-0.025753380144593455,0.010198101268810208,-0.041491456449601,-0.039481876066490645,0.006702550851605352,-0.0035232104690905803
QDPR,-0.003153890920441057,0.01431336782341695,0.060720715527376096,0.036599575266296175,-0.01783206456791149,0.05913703575006351,-0.02636493275418728,-0.0861636537133215,0.01704049974787213,-0.05315804800735591,-0.015812531503276214,-0.023349079853118793,0.0322116645048826,0.03988308450158224,-0.08315408600761572,0.017941972669779878,0.05234632349125273,0.059397675436364136,-0.030724642490870216,0.034005757519193956,0.005001076971273505,-0.09043730550878545
POMC,-0.07057011392370709,0.012052886783827573,0.02245742107422876,0.019750872218390697,-0.016261726052034083,-0.04675568486695608,0.0013948529293368323,-0.0018870866505423846,-0.017036460789199005,0.03929246116720197,0.004005381340949099,-0.048761093276589985,0.15540682823823765,-0.09566687063823835,0.06067351137169118,0.05833796842000662,0.08148675400941426,-0.06273988701873531,-0.03456401661689346,,0.03618923828707031,0.00435706148103804
CCL18,,0.013644216082482678,0.024666214337904023,,,,,,,,-0.011526101025560481,,,-0.03744001737802473,-0.023230417266946416,0.015183862981247753,-0.01708284644718083,,0.057263036616814776,,,
CCL17,,,,,0.058364201128425094,,,,-0.002818252924063473,-0.0032637242626489156,,0.010853637495855183,,,,-0.02031831445438839,-0.04608606236858529,0.02312833478615475,,,-0.008312110303410681,
VEGFD,,-0.049187844341462436,-0.026607230991917998,0.04758848009674027,-0.030257203354523733,0.06193204101522315,,0.012922899191339514,-0.01950987501103994,-0.019214649936478704,-0.02549723057504451,-0.022282209947856842,,-0.06565830787035759,,,0.023364811222721167,0.038707648459318504,,,,
TNFSF13,,,0.042948600831149014,,0.027628453189245155,,-0.01432353229294684,,,,,,,,,-0.005018987179538759,0.06171320135366704,-0.03145141446260897,-0.02372627806250044,,0.05216311228556181,0.07240663354885507
WNT5A,-0.004551018299828958,0.020999255970957937,0.028489121263952605,0.002500916255055355,-0.013565814810248256,0.040857285681247926,0.06677557414152142,0.1004633617074502,0.006623219620486366,0.09684694085520118,0.017475963631943314,0.06141268947048286,-0.04947930674961357,0.015435174235637719,0.020045333308973824,-0.07323053609914425,-0.08032110090226058,0.0008741889514669169,0.10884305411740905,0.006945368115957907,0.06509626155824107,0.018630488914451567
CXCL8,,-0.017546313783727202,0.06336506802827194,0.0021953183071949864,0.025016495459711824,-0.10475269451568439,0.016347241834041435,0.01813324399465146,0.04258029709883763,-0.017893517501603992,-0.02116623980761783,-0.04614344259792179,,-0.1333509305856187,-0.022577354795784335,-0.050753996010549966,-0.09664058443990213,0.0364271345500736,0.07015722123520746,-0.006248096821646188,-0.05334907832049965,-0.034909896372387283
GRN,0.005742680583029469,0.05486585069236443,-0.03497009262566874,0.0022926193484094077,-0.027507929639180244,0.03463772735348627,0.06432824490521172,0.09220625972796405,0.0075565275006318116,-0.010627543077222946,0.016464548995734005,0.009691228360699978,-0.01903279520870516,0.032541049581922284,-0.03583985357706196,-0.028990042269452242,0.003067914091094351,-0.03584111296664889,0.0052736361330055275,-0.013990702806782036,0.02055393294990382,-0.07740538175792022
MIA,-0.0002815193462347,-0.021546761733268444,-0.014295767269729993,0.01743647404853065,0.027710022295892894,0.04258813603043574,0.06027421773658033,0.07219522036490059,-0.004646948860519507,-0.021852617735146594,,-0.030516507662908872,0.017676005859293402,-0.08356446699137858,0.07017489090753697,0.03572572227917449,-0.0033748834293657794,-0.0315860400866798,-0.014205158330107479,,0.03786021100400756,0.20477884791006565
COL4A4,-0.027415134338253433,-0.00020910275744169275,0.14261211295588713,-0.005406902344636787,-0.026129917411023013,0.008920472901611572,-0.013628208157125687,-0.02231099769591177,-0.019118282653903657,0.042604469175768184,,0.02894605126753775,,,-0.029370505845293195,0.006016703726057079,0.03871935164929115,-0.0451787452303975,-0.04258192769848002,,-0.030654421010005407,0.008019067259073143
TAC1,0.01623490758951538,-0.023623604411821236,-0.0330450388122941,-0.028721359010722983,-0.039685425706790275,0.034478234628871125,-0.027207525467962505,-0.11866075753120374,-0.022308413397054895,-0.03252561544814304,0.007460991399332661,-0.03703506024087243,,,,,,,0.003599547836325356,-0.07133033205104296,-0.04356287400808536,0.055524081630619525
RARRES2,0.02580439509730552,0.057882836857812536,-0.003265333477224473,0.04075229353449863,0.03232458182441891,-0.027127959631744584,0.009905556039203102,0.1210455186866929,0.01337360123953331,-0.03401453955596432,-0.017848553151565093,0.03590488569105844,0.0534766114511196,0.03119179027254051,0.05034486066083683,-0.043135835114046894,-0.007648201439497736,0.09298083452778655,0.008087175797991727,0.055677559108100905,-0.03382357516742378,0.05767223387300769
FGF7,-0.01433481935265835,0.0037439842667311967,,0.0575731367219401,-0.007725869833531136,-0.023378297583464214,0.029824162025180383,0.005730528866902556,-0.007619693947202604,0.015597771311434834,-0.059193921056600325,0.07626905776748193,0.04523911994290567,0.059067262823233956,0.03227185158854861,0.021717785449019044,-0.04233661098927229,-0.040200946008451255,-0.023992301994347008,0.01582771051718044,-0.005178379044111848,0.08665091540552652
EFNA2,,,,,,,,,,,,,,,,,-0.002263966931215781,,,,,
HBEGF,0.002791354106935974,-0.01960447712147136,-0.007250195069298376,0.03976954878893603,0.012664115623501478,-0.03253924981975392,0.041122361298305224,0.05532649484797802,-0.008356239632934621,0.03634075312606868,0.005831986996627399,-0.0007497159057004457,0.02533876614924099,-0.010027374081000361,0.08817713013071025,0.014949608827932033,-0.0035660454648311405,-0.05753148807794018,0.01129167860823126,0.02118796459352272,-0.03036300000056118,0.026163807282645817
CSF3,,-0.04951611043759801,,,0.031577216707053955,-0.07406644806908427,,-0.023604606128894843,,,,,,,,-0.010224462225197442,-0.06663324792852894,,-0.030291087057857814,-0.03432951771170484,-0.0348888842243686,0.07063735569498203
