,UKF248,UKF251,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,,,,0.07242037738605132
BMP1,0.06418713654254544,-0.011774007879031862,0.009213357656625521,-0.06546657317368976,0.0002493373835350427
NDP,0.0439391735686761,-0.014199167123962185,0.0782118777984204,0.07347942407617353,0.015061510695763362
TNFSF18,-0.007320372773504252,-0.03029878002005523,,,-0.004608072125215873
RTN4,0.013154265766466685,0.04502213939167068,-0.025702475036145547,-0.02444626444871518,-0.010620354249702892
HEBP1,0.035314098195076075,-0.04628586166864185,0.03744512706195408,0.07949520487031092,0.07112358184372107
WNT7B,-0.014862813058416231,-0.018820662923954394,-0.03692433898394016,-0.022338912311980718,-0.03970527947414401
PTMA,0.01411072988425172,-0.02111183070819624,-0.016202923543673576,0.05870219033852726,-0.04225383024312131
FASLG,,,,,0.13701998714633812
CEACAM1,-0.025867366232278987,-0.014443726807484394,-0.017888123179071923,-0.014826660991910582,0.05316985193050383
PDAP1,-0.01190911994074415,-0.017139818493528212,0.020685631872183613,0.0627125757826912,0.06017131736903109
QDPR,0.002598873226841925,-0.019362551246473878,0.03201166327421898,0.003787558541878499,0.04567664916363717
POMC,0.039404472561496214,0.025919767904766498,0.03369608920817618,0.08647760587738026,-0.005084484394304209
CCL18,-0.03228002900495032,,0.08040975469448292,0.00855134371876001,
CCL17,,,-0.025822628815236903,,-0.014623536681278587
VEGFD,0.021736794850598064,-0.02068774081596766,-0.017888123179071923,,
TNFSF13,0.01724048562544728,,0.04811981068165448,-0.01664934657350659,-0.0238278324451312
WNT5A,-0.044148092388104576,-0.04679998440468033,-0.03795017000324258,-0.03782006599164527,0.0817294242695291
CXCL8,-0.024738305703465007,0.09609658386365905,-0.07340447584988322,-0.046980203478587855,0.052518025926417924
GRN,0.02221416267045403,0.007805622004191098,0.045760929798713275,-0.029000729651511202,-0.039323967280590164
MIA,-0.01192078220876558,-0.018398229929595004,0.08710633075926415,-0.07822480669251618,0.006269558253171476
COL4A4,-0.02003386218148462,0.013251863454743057,0.08878300690259597,-0.004732279668628218,0.007124868065381651
TAC1,0.015105426849639957,0.0852397385614454,,0.031846493047094575,0.024301973263637273
RARRES2,-0.03078784817296662,-0.0130375728869661,0.024391740013104637,-0.028922107290109914,-0.009492127590353045
FGF7,,0.0057627290347775926,-0.041922401758156785,0.02638536455846385,0.016082384206243243
EFNA2,,,-0.01700146395345979,,
HBEGF,0.01088719264406344,-0.016194151188501666,0.00607606265595931,-0.00549828290742965,0.0070174474058278145
CSF3,,,-0.05664797076168394,-0.02125604383401487,0.037682928079332934
PI3,-0.02384825715933108,,-0.04670994257507849,-0.07083141769387884,-0.006697794742426197
PCSK1N,0.04627373793842341,0.004075875159465924,0.031232537099536037,-0.104181566033025,0.031579571624218664
NTS,,,0.0605722738095624,0.031111363900351692,-0.022799862570431494
SFRP1,0.023695808226389902,0.019432376550587403,0.043785957580637205,0.09757094932561738,-0.022270051526421312
CXCL13,,0.004115549717722388,-0.0016385876557921618,-0.03467303078819964,
MICA,-0.00031131669767862056,-0.05169898223809779,0.06008666674186955,0.08380624377650481,0.007984511716164665
TG,-0.021313237479208918,-0.0030145168812371705,-0.02551039467645942,0.003244219737046217,-0.01564334027293133
