,MGH258,UKF259,UKF275,ZH1007inf,ZH1007nec,ZH1019T1,ZH881T1,ZH916T1,ZH916bulk
SFRP1,0.15067156296851394,0.005622936726150324,0.0122062536233183,0.025423593245484283,0.0409670787698225,0.06684695513818362,-0.026374316079642662,0.0179514255755856,-0.0007382284125412446
CXCL13,,,,,,,0.009200750375737341,,-0.038798082711518626
MICA,0.04880210089540515,0.019705098838601477,0.003415451804653248,0.08396745844298997,-0.005455664005234875,0.08250901101863349,-0.019829522165391873,0.06229035620198171,0.021776709967914934
TG,0.08255553606562159,0.058871434368064496,-0.013184327122866532,-0.018486507808463656,-0.012064518154797624,0.046717499784057426,-0.022196052710912167,0.0906620445925072,0.030224019619961476
ADA,-0.03682434746816598,0.003385815857695646,-0.04269194038849464,0.1143972707232836,-0.009450777654696343,0.056224391767878405,0.026985627537606607,0.1098731114742471,0.04686752996557002
LAMC3,-0.02853253323029086,0.07495935971516661,0.020270476878397357,0.05022857978359019,-0.031967212943261616,-0.020067516922906953,-0.011164769426928966,0.04245539904289601,0.10041984690745859
CCL7,,-0.01123058663780558,,,,,,0.030896925050105745,-0.06465049041969081
NGF,,-0.025732142413716654,,,,0.020516841828788164,0.014921972423291345,0.0007145986597763897,-0.01738654962573686
TNFSF15,,-0.01250580750215277,,-0.013595358776721564,,0.05129742070743499,-0.016747400150656958,-0.022133709769876622,-0.024241671595784442
HMGB1,0.062011370871811716,0.013100817765841148,-0.06398713697159614,-0.06538945040459673,-0.087748778033309,0.07719331499825607,0.025086390583013277,-0.047826111505331725,0.014067402860062635
ITGB3BP,-0.035462647007033714,-0.012432067877687372,0.00776588015042002,0.05292254703693921,0.006856594520840922,0.07159339536284667,0.005111856498984268,0.011850586379376629,-0.00044962424931761444
AANAT,,-0.011379007028530943,-0.011856742431041406,,0.005093288787326223,,,0.14266858155306686,0.005629981891978547
RELN,0.1527830727405155,0.041311392685084054,-0.026104719464004025,,,0.10042639610439569,0.016280820749563583,,0.04996963602386949
IL15,0.050759498859695565,0.058187098571917666,-0.03363087252098979,0.11970795168150064,0.06077201589829947,0.030983341018411943,-0.012154543686953432,-0.050678012368299344,-0.046492526590866876
UTS2,,,,-0.04852705027804082,0.11477574103297652,,,,
BSG,-0.025176155163779353,-0.039993474298971335,-0.03686804875650486,0.0694501780652169,0.06700954064140197,-0.1128681943104042,0.02778191845779205,0.04403625368708083,0.11735417862482785
ADAMTS3,-0.025413105441924603,0.02040126281816742,0.007525590872594724,0.07388796735710998,-0.011697543508874992,,-0.03866048980795302,0.09522503373586975,0.018609107495533603
CD34,0.025861687560457564,0.011096681916500099,-0.0038035280903770787,-0.024759162676992862,0.03108696225378666,-0.0005990997463531408,0.08698303549077097,0.038911779629145965,0.023632783394103643
CCL23,,,,-0.021138417032753196,,,,,
PLAT,-0.015543065633458374,-0.019309598570608717,0.023406224481361135,-0.0018092522363992078,0.07389202790553802,-0.05693318716978638,0.01037961145211408,0.05326205576598333,0.081050461563085
NTF3,,,,,,,-0.003916955100812178,,
LTA,,-0.01439394620724869,-0.011419278626902495,,,,,0.002902782374497095,
CKLF,0.04075161144123897,0.01201292185971253,0.020652746716094728,-0.0014750124623266266,0.008834397061092788,0.033984919073139816,-0.02680946325043862,0.054626755463996375,0.0348234825300136
CD24,0.045566579065561795,-0.023373218351753693,0.04616375917104977,0.00506847573379692,0.06574100427457011,-0.07763215336651823,0.03373727067857573,0.013706097647612124,0.006194594830081912
HSP90AA1,-0.001008460089349484,0.03178429487042265,0.13421019146704746,-0.009703372154411019,-0.001447701733014899,0.06118631425665206,-0.013044407048390825,-0.1027464066594893,-0.04649922264650818
BMP4,0.03421257269690248,-0.03358280442335979,-0.03275380723413219,0.09144743235052365,0.09816868686822794,0.0635607034113795,-0.02804279562895801,-0.01853347136937579,0.06329205435119412
SCGB3A1,,,,0.07837465122317094,0.09437781899523094,0.14324235111779923,0.03380156056000466,0.04912002526593433,-0.013561790960440512
IGFBP4,0.06839373416047649,0.03863317627265725,0.03112274766417883,-0.03220081629346031,-0.02006330621006505,0.02785944183715655,-0.05807572880712415,0.048012951543668254,0.03193185612780474
RSPO4,,0.017597753617858217,-0.013281316231075447,,,-0.026839172811156775,-0.007504786223152771,0.0030627438668978718,0.01777304535240535
LEFTY2,-0.028372272881393004,0.031877754677932524,-0.03270724236073788,0.0354726444813709,0.08487008738123737,,0.030029308573844313,0.02741183834511311,0.0674545652886675
PF4,,-0.009798465585735626,,,,,,-0.00821149998109757,-0.028849184454772754
ANGPTL2,0.0006476090384475704,0.011631216185282128,0.054994527564371065,0.09239187431980128,0.16054271739928547,0.04977241221276578,0.00849941498268918,0.06384621444282448,0.05523075000777055
LRIG2,0.0655534566548467,0.021406575459882258,-0.025966181316381533,-0.08075957940872519,0.10008278108210392,-0.02005702765561987,-0.08300137615227413,0.0613363919763632,0.09266301551678528
ICOSLG,0.04034841466542705,0.020473502636111005,-0.01869832883186795,0.05841900058009064,0.01861453902044163,-0.010724981770771547,-0.007872353922071302,0.03084319974538443,0.0193391568304814
WIF1,,,-0.010248877158480522,,,,-0.02177322271870634,,-0.001278655924634613
NPPC,0.00481966184587377,-0.015199836488049335,-0.019992302891232463,-0.04486922206383389,-0.08039337510721749,-0.08379851170725842,0.02197911573312834,,-0.06147698835793612
LYZ,0.024247581213247257,-0.02675603059140153,-0.019094722478343335,0.04326747545664626,0.007972882091855869,0.015325861206214186,0.010260896785241452,-0.018969392496869474,0.0067600670558993535
EREG,,,,,,,0.046504057742217136,-0.026182606271186754,-0.03321395738184375
SPTAN1,0.06525847793095266,0.012883141138322092,-0.020997352054260572,0.010279834981831161,0.14773016012535942,-0.0820295520885022,0.037446344996081266,0.013498269501513938,-0.01478743580733886
PTH2,,,,,,,0.0537397703146067,,
LIPC,-0.024318393520520284,-0.017608572421344292,-0.02483077323271451,0.03367337777364626,0.006817996488128943,0.10646301149192573,,0.007691627687331679,-0.04498857627487653
COL8A1,0.017601418634149133,-0.006018659118932675,-0.0600428719493161,0.04962990737160293,0.03579185870921879,-0.045753530683589116,-0.022013216012375,-0.016196509373901383,0.002185719353848864
GSTM2,-0.003411052062337286,0.04440126905917348,0.012295068414357508,0.11009581542164444,0.020201271880568333,0.04984975901061865,0.014438202252477052,0.006194630304550318,0.07117370499988514
IL4,,,,,0.09642108413071872,,,,
SPX,0.03206666044764344,0.04523661465963589,-0.010050992747949994,-0.005108129722571996,,,0.05978216730350133,-0.013600633561174656,0.014091094916256547
MFGE8,-1.936329282679218e-05,0.005588469828474911,-0.016618422850907963,0.0415632611288754,0.02277150091303365,0.03740867923985807,-0.0339589053207019,0.0755227930844088,0.0642792427079358
TGFA,0.07435050375083335,0.034891981682655344,-0.04222630014127161,0.01819249632840864,0.06321052099123035,-0.001147897627159101,0.032736941604055304,0.007035194433443879,0.0653525874459818
SLIT2,0.06702130810560265,-0.024021217922210732,-0.034177705916201714,0.027036222773484924,-0.019635380531482425,0.05628849898710234,0.009356397763283326,0.0027712999005612467,0.025448539402653642
PLTP,-0.016104695690880452,0.09608703249736726,0.056785608824883926,0.03812703818404598,-0.02689027192056344,-0.03832005559476847,-0.06361941721599555,0.006065504994018831,0.12342343968191821
APOD,0.026502644042350143,0.015344237334067791,0.017822787785815343,-0.17375121969026278,0.030008432565634183,0.08222135293393479,-0.02422594157058199,-0.09217553430425009,-0.01167059397894514
B2M,0.027070551765218973,0.09008072368430212,0.1477573746688309,0.08527771124313947,0.004320064059432843,-0.01362528984538516,-0.02290690954441192,0.029791463597452786,0.11912300452530752
OMG,0.062117168342922274,0.07196819338375193,0.051807108748360774,-0.08220249522817809,0.1388138093251101,0.0003463383931062085,0.07596931885954963,0.042922042442666626,0.002407503305914541
CXCL3,0.04129459449220054,-0.01824669812550592,0.006430272447644224,-0.030340409838025398,0.01763153293256001,,0.004018683859583207,0.1137659920378144,-0.08253675168327891
CXCL10,0.00635825294179899,0.029347395332151426,0.12283462865713803,0.06895724414718939,-0.08067801578467243,-0.049523657931114094,0.026013675005107796,0.04558195745634109,0.09547759721100352
RSPO3,,-0.011379006187751157,0.03890939119022712,,,,0.04718020727114766,-0.024278634864457038,0.023684191668457408
CORT,-0.028655604759272185,-0.02551829511459806,0.010823814921254504,,,,-0.03895429408086625,,
NCAN,0.03788930896147796,-0.0004893259402458655,-0.06134529196280201,-0.1335747097217822,-0.071204181169372,0.03404475946824497,0.08328857916964794,0.03938767474903126,0.032506941275440376
PRG4,,-0.011230588387925797,-0.016972994895118214,,,,-0.028776755791096474,-0.008407793928757686,0.03595965608943051
ZG16B,,-0.013034471322239834,-0.009073653493854734,,,,,0.04196246166770944,-0.024611313106846187
TGM2,-0.00913448344582515,-0.01682037102033886,0.03284767013856919,0.06601327303674777,0.07416204622430143,0.05942202697793156,-0.016146042813679144,-0.010097631834518662,0.013252921629406302
VEGFC,0.03547483907323871,-0.020015915606663767,-0.024433110230973824,0.012884425662317442,-0.044215884728243386,0.11529571073803356,-0.030476618978538424,0.03574496564841037,0.06230410013460038
WNT6,,-0.015533349823227837,-0.020193092214855206,,0.06837073026664982,,-0.007193792086138985,0.010391534779573677,-0.025430870366118866
NRG4,,0.027922650690498232,-0.017431957517007633,,,-0.03837813465478624,-0.018623028426867295,-0.0062333148165571685,-0.038244128470984566
PMCH,,-0.003179939728560323,-0.013281315590108488,,,,-0.017808015421550236,0.15376017342357925,-0.048977110500947225
COL9A1,0.02392791648819569,-0.01427537446410394,0.020260727806343793,-0.1186301626058763,-0.08107253482512364,-0.0021215280980950474,-0.027481107073417856,0.03564535685802971,0.03996159314567953
GDF11,-0.03028152364536194,-0.005912153129904282,-0.03879077532403801,0.062461076259867465,-0.03377820646649053,-0.12368708002773016,-0.029511577843617895,0.04277719076882545,0.046981957640845104
RAET1E,,,,,,,,0.005187468501420826,
IL24,,,,,,,,,0.06734014999516284
SORBS1,-0.010866312275755526,0.0026866470428341745,-0.07608157483705164,0.0541529426817947,0.05979384682231838,0.0058235538651478895,-0.021478728620203655,-0.013349504595250928,0.05347426386476699
DLL1,0.0026343466352616446,0.07755116468818093,0.024775898894850056,0.0972664081388899,0.08882217197462378,-0.031839448262286414,0.06569688213406548,0.007487814543195787,0.06210941254468016
TLN1,0.029127569358562706,-0.024350535392197212,-0.020121730221901054,0.05694728414024798,0.005577868543856871,-0.0485600094438881,-0.02786475547008337,0.05136353477850925,-0.018474283728198485
COL2A1,-0.009977973685130906,,,,,,-0.0270233672845958,0.04782331714147035,-0.019994494617662294
SHH,,-0.011670425241180553,-0.0019422195143598072,0.09579533339615154,-0.012739247911047236,,-0.04919610481020557,0.10622126259654484,0.10090603552258391
PON2,-0.023160519895654076,0.02109013087791871,-0.08055229927770576,-0.018135882986397307,0.07875970548438156,0.0468021229966969,0.03898231930485392,0.006209817361787942,0.045138420092073576
ICAM5,,0.01323790667615628,-0.00995132476662164,,,,0.10536473898790595,-0.01787156755206786,0.04935219254165575
HPX,0.014444276178352682,-0.018017847403958526,0.01435339058375453,0.02707255878413,0.040670793337114354,-0.010984568512403708,-0.0009492720514819688,0.024011271332102187,0.010016911391378357
SFRP2,,-0.0132913496273515,-0.014840538846040063,0.05852195974153093,-0.046101481917537435,,-0.017087930985026256,0.037669752761991304,0.03038000405321791
CFC1,,,-0.011419279317028491,,,,,,0.02895337084352043
CD70,,-0.022591512606457913,-0.021300954184105877,,,-0.018841337867585767,0.004930503900918126,-0.015168970989687242,0.004274666202483217
HP,0.03605492059900223,-0.03286197645517681,0.12961695498167633,-0.025494575423421102,0.09122475108776765,0.048566842202800824,-0.05439468466242612,-0.012415815596078295,0.054783987308095375
CXCL2,0.034412217580562315,-0.03334168241631683,-0.0213182960884077,0.06666763829058363,0.048057724724802166,-0.03780862658669839,0.06048307815431694,-0.02175933999678696,0.006347610129987378
NPPB,,-0.04157277749786969,-0.009999185377097182,,,,-0.02661591958882688,-0.024627973913283495,
CCK,0.03245656744881009,0.033721314875640694,-0.012640463538353922,-0.01423302161739419,,,-0.009202080703402603,0.07676636417956456,-0.025594166655846275
SEMA6A,0.0685343547664646,0.04929165376581757,0.047761128523872265,0.000904495817456299,-0.04218318831684927,0.07766103177561631,-0.015308119824055869,0.04745277555726228,0.05037478485287799
IRAK4,0.047657717927487124,0.048032675037384884,0.02078004453652426,0.05526006138322089,-0.06884017511755504,0.07389451862749274,-0.02572334047008191,0.04706560376799144,0.049151956026500736
GSTP1,0.019624693365902224,0.08426915797968886,0.029082110864274067,-0.05631233950271359,0.036163790689267346,0.12910175235765375,-0.048937239432403946,-0.004558990853540366,0.02467039893706781
VCAM1,0.08685704918307818,0.027783597987323837,0.10282604440116976,-0.021802191364677724,-0.029763203768117228,-0.048064384478920086,-0.03805090965329361,0.07166785362567357,0.006620830697645877
NXPH3,0.0014690249853935133,-0.03390302591146293,0.07735015203167216,-0.04147808869035811,0.1473749077190015,0.09634376592740276,0.028610930414964472,0.046006881470235114,0.006279387065283924
MTMR4,0.038857866535566596,-0.015371760070325393,-0.015620695203096772,0.09271856136566925,0.10135080450667823,0.028346708521638713,-0.017659947836892932,0.06827333188548719,0.06039744069666746
LAMC2,,-0.02608544934564143,0.0759409063505394,,,-0.03837815766266189,-0.017285456621941024,-0.028244686294056718,-0.008817030074471295
IL10,0.003163795346964317,-0.019525211938421043,0.08789670122892304,0.05106564773759657,0.0007393461079161226,-0.021858056314015092,-0.025276450439994047,-0.02081614606956259,-0.0047200377116001085
SEMA4D,0.01667573169306701,-0.03211394749190998,0.01954069010983683,-0.05784599479500425,0.0025530547553672483,-0.007057643394875994,0.009069688990551465,0.013872015218203668,0.015019390722253487
TRH,-0.008849910326929706,-0.005284853354922642,0.05887774168778556,0.004706494639956393,-0.0282034490027242,,-0.01522899637062957,0.06355490919890452,0.09818688884026976
SEMA6D,0.0224904182344333,-0.0055037664441379515,-0.06434626697433903,0.02525201885588797,0.02669190586563217,0.039744497797804056,-0.02692864805741017,0.049334571565277825,0.006669802612605594
CEL,,,,,-0.053972053242159486,-0.06792954518326468,-0.008976773664305202,-0.023113996799779206,0.04850748638076802
PDCD1LG2,-0.004154360029418736,0.04601228421726606,0.04787987711663167,-0.03652372260043784,0.0974578057931021,0.03663462394043409,0.050848295029429905,0.04433893232025985,0.031343994716107465
SPINT1,0.031235441183282076,-0.032521220894381316,0.0562530330741235,0.05536196598035676,0.030998935595751235,0.030852805840625955,0.10251474921401976,0.11760246454233352,-0.019725891209663747
CTHRC1,-0.03874005420683313,0.012973327774006685,0.009207789634238005,0.03300027335947539,-0.027333063434914578,0.061682806217026875,-0.01625893092870511,0.04032484530352334,0.09552018392042137
PODXL,0.03998153071793987,0.0016501896193978915,-0.045903275274111595,0.077135344784152,0.03320579348175657,0.07627311804728942,0.0011327902730650559,0.047792155484128164,0.09633769499158512
JAM3,0.02993972032284891,0.030998268553754628,-0.038670284072015094,-0.04104160998318528,-0.010497978474846046,-0.029966275425278244,-0.06415791555154657,0.009367208902311559,0.13275628799013459
TGFB2,-0.018600410184350682,-0.012871825207903446,-0.008906142945611118,0.05847785047474018,0.006982579041770465,0.021692927095764945,-0.012662239984393368,-0.042804231324551134,-0.022529613617259678
COL18A1,0.0525915556539435,0.0164546329534961,0.01742065822859864,0.03191554277985218,-0.0012478930525374246,-0.01712617938962953,-0.04087352717071254,0.024139075574513082,0.0703439725380684
NODAL,0.01833820152443348,0.09579902568398295,,0.06728790859260363,0.007172296481618172,-0.09522447810499227,-0.001164304401749611,0.09716438582152236,0.011160426624577122
INHBB,0.005798655061388724,-0.01040502798588486,0.012913002231461293,-0.007755561925945959,0.01689072512044568,-0.016445631230325223,-0.03944440227285028,0.0034903035798215533,0.035053344832590046
LCN1,,,,-0.013750361484143598,,,,0.018000914176121024,0.013012566384558614
ARF4,0.006211808082451892,-0.023064173659764254,-0.0028572662094066632,0.09790092404277777,-0.05199659275018233,-0.1118462526547786,-0.0445177636495283,0.005413184951123898,-0.018684507824163442
CXCL14,0.008092615529381444,0.013217548127103235,0.0006464827575722319,0.09315627984589715,-0.0035833852432553296,-0.01262140462541018,0.018097642394515428,0.04904078407230905,0.024812063160887063
LIF,-0.02220428507776777,-0.005993089650215167,-0.02551832052668054,0.04048781645731182,0.0702875994349199,-0.061666830912098326,-0.030185888234106662,-0.012864763630691532,0.041153540858558615
IL17B,,,,0.06899406766512889,-0.05502165772562244,0.09598746704442909,-0.008757065538296612,0.09002431044735908,-0.029206028908670207
MMP1,,,,0.19341408082580103,0.07377918651946136,,0.0034247566317562707,0.09231220687066768,-0.001806338977576995
MATN1,,,-0.010124767304552886,,,0.00904933618201862,-0.010730305013238527,0.006420489380991461,-0.026615747418224592
ADAM28,0.006198462315283225,-0.0033107433982538224,-0.03158762546208399,0.030145120490464982,-0.003919416635752405,0.09622658550900397,-0.044163167396081476,0.041678430610996214,-0.02681579600638423
TCN2,-0.03936417142499123,-0.01509046714777682,-0.004420467608848174,0.02026809185765283,-0.0027648276159938446,-0.0019035219991285456,-0.025289594610211626,0.0346777988887852,0.038614989604574684
THPO,,-0.010708999734200959,-0.02078570825984008,,0.1206471301765017,-0.0383781769893094,0.047060292400395616,-0.03631819742526793,-0.03988611742062892
CUBN,0.06401435428063665,0.005960450421060151,-0.004907439174966366,-0.02571230441937916,0.06735353406211253,0.06871773107562351,0.005887561034979548,0.02779327071716313,0.020347497726514556
TIMP3,-0.0384278200038196,0.046128367322901334,0.027370062067403066,-0.036486405262233415,0.02142820216690821,-0.07953939804866365,0.004416147621761347,-0.0012116874430891157,0.07920770639632958
PIGF,-0.03188929374739455,0.031228180285534344,-0.0019678912467463953,0.0581895631137471,-0.007293101975824274,0.06653925937326703,0.03304001735896056,0.030158693803713117,0.04199913286014198
CRH,,-0.013163501046190147,-0.015938747127073185,,,,-0.062267778294898275,0.022144316110190118,0.09308452625862901
BDNF,,0.07457750420808357,-0.03711722422337682,-0.004920426026702948,-0.059501452115081066,,0.013012034871659802,0.07650026308152394,0.05615965035810702
CCL5,-0.04507837356353091,0.045993601180683276,0.067376392149062,-0.004899017888149132,0.08835068818344312,-0.004950182755750027,0.05743217245964931,0.06083356223822141,0.10345640951979503
GAD1,-0.013429848362756657,0.0255835174782016,-0.00434808002960862,0.06902014782126135,0.123392840854022,-0.04217558887465306,0.020871847333617615,0.0005435132642539537,0.04423413934054374
COL14A1,0.05255654651891564,-0.008344404538157137,-0.009520196516569478,0.030726264958850114,-0.011074884915303009,0.02579157181791134,-0.009733623492023804,-0.002041881063018132,0.046611275590971134
HLA-A,-0.04909437675050495,-0.0007297409052991826,0.1466141141140341,0.05973280923684377,0.02550818084088709,-0.03424988062362282,-0.018755637679412525,0.030710397669323857,0.06178536831961735
CD5L,0.0718215887488634,,,,,,,,
FGF18,,-0.010458303141509579,-0.010849087051489185,,,,0.019023274785950364,-0.027584984584233026,0.02419870443280381
ADM,-0.01307362295198623,-0.017361291462458708,-0.023214299918552013,0.06680341592870417,0.01872037321149402,-0.1770358060248924,-0.023667312997124615,-0.016979379050260517,-0.0728230262284511
CCL15,,,,0.16282575289179504,,,,-0.006261841475209569,
GNAI2,0.023013541927789132,0.015295923441002503,0.047390760028648234,0.07747604254149257,0.09276926151235998,0.05789682647974009,-0.08433564150214307,0.03197483613850585,0.042425074566131156
HDC,,,,,,-0.045700846995374356,,-0.014379321352960684,0.013599875613707917
COL11A1,0.050828133463542036,0.033218325936783984,-0.02072055841571087,0.06579477464834443,-0.00391474733802558,,0.014921094102746679,-0.028394430334745216,0.024773077285933438
NUCB2,-0.010702458929949164,-0.02442847321632628,0.005329606516276908,0.03444602264992085,0.026975589275289917,-0.022322143846214407,-0.0209123720166618,0.03401238503974583,-0.08201461425405851
FGF16,,,,,,,,,0.07267656573367993
CXCL1,,-0.016674211439922308,0.07593749179340886,0.015777462507282146,0.13822021761675513,0.07432843309813249,-0.04294043747165248,0.08048380897607312,-0.045862407415682475
VCAN,-0.00652607955597046,0.0066788273572881115,0.047469954555305914,-0.12096779549201374,-0.02277546156605021,0.009318551787609961,-0.08048348607300085,-0.02573442568433049,0.01808414932273511
MMP7,,0.0369354884574203,-0.00999918532246536,0.0981006194184068,0.05476069092451736,,-0.03896343645887248,0.02948932786890131,0.0653634678728873
PTPN6,-0.005639108780178485,0.040100938696220174,0.0023035794498412615,0.13125805843027888,0.057473414689617745,0.04670491012815499,-0.0030279730041520674,0.05351634488329389,0.02158758955719736
PTGS2,0.026164480064660548,-0.029163703982241575,-0.015580621239519237,-0.0524010842216556,-0.07309719212756698,-0.027219695864157786,-0.03857715875218241,-0.018574023405285904,-0.048147487673154896
XCL1,0.04909446431985366,-0.01137900810286094,0.13374777679578548,,,,,,0.1184037069496744
CD58,0.020580032569671634,0.011293976640607528,0.012794817187691071,0.14688675554658256,0.1575856637291529,-0.059791126670888546,0.06979406028259039,0.02511192956898068,0.03222650651143612
TNFSF14,0.07259899595799549,-0.014235711649702014,0.0056421053772877,0.019501115255895943,0.027882215906301216,,-0.025713837647340965,-0.04147934728775236,0.08415284566653856
CNTN4,,-0.02045012476033858,0.025112417157717382,0.03337026063137897,,,0.011854876302420238,0.08664174514567356,0.033292308159778634
NTF4,,0.025594195810662697,,,,,,,
INSL3,,0.016858685782097125,-0.011530112347915325,,,,-0.025713835162970218,0.10942468505838673,
BTLA,,-0.016600502154433185,,,,,,-0.031675353455169114,
MFNG,0.0904513946127902,0.009303229614481481,0.005721508002502891,0.04493205370124048,-0.0399963613596748,0.09268348924324288,-0.036166614079790764,0.055686614657022675,0.0181860230979703
ICAM1,-0.058933343532630064,-0.011364154603048786,0.03746165768036832,0.07703222966894117,0.0518029323671276,0.019659765553072597,-0.010617706685295472,0.09143342720986726,-0.011273478999236182
PROS1,0.0045561136957139635,-0.04647856190763951,-0.018663370973014216,0.13083894271055604,0.015094352503474994,-0.05335664170438897,0.010935468429695717,0.040526151018287354,0.03264399506015571
CLCF1,0.06792677067677738,-0.016457389539220026,0.017471895659629637,0.046609788764218375,0.07360375793779207,0.003846736990572381,-0.010430969490107213,0.055504022881808286,0.052510010811503395
PSAP,0.010320734224409114,-0.023143258022767895,0.05081483667710458,0.05040481830420444,0.05051338570357303,-0.12046806345134745,-0.0633156927729821,0.06029807356807671,-0.01167529117990729
EFEMP1,-0.011485884329817928,-0.011622136428222407,0.10939582329866233,0.10272869655786883,-0.08177629635818143,-0.058669303522087324,-0.011271034664808978,0.02083106090778549,0.054799709731211746
C1QTNF1,0.021150007037932596,0.05280740518006906,-0.02018999484385934,0.04364433424896241,-0.012948967159459172,0.005053143925650845,0.03459060952765033,0.01681738681130761,0.022657292277265737
ALB,0.11575565598049341,-0.018567220477367165,-0.012587858516579285,0.018465280862656617,-0.064555401199971,0.02464117857057372,0.07679957637856773,0.18332517328137574,0.12883035577430957
CCL13,,,,,,,-0.028843409369836995,,
EFNA3,-0.017634264809402608,-0.05414226875950489,-0.03578379446624869,-0.01331268271746825,0.03487789919213041,-0.006281716635412277,-0.013938377227496015,0.07785350005340484,0.06662743174448824
DRAXIN,0.06859857019533759,0.00024288882067429352,0.01859382930787985,0.08295522969077859,0.11004750350866148,-0.06101047031316775,0.007771067094157024,0.06707315709357153,0.10963716603687533
RAET1L,,,,,,,-0.031239912163149763,,
