,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
MMP7,-0.028072177167819002,,,0.034541464223392604,-0.01554017316650089,-0.01996491334087894,-0.030188932369998537,-0.020874055236396804,-0.00510221076868449,-0.019833395555246894,0.06833848141313463,,,-0.028295262856000564,-0.045952724062680306,,-0.012745954520145928,0.05671450370631723,0.012700490824752657
PTPN6,0.05242267042563745,0.02780258635795776,0.027939145425347645,-0.04458832354817842,0.0838406879132366,0.03243525349828808,0.018710154009820498,-0.008599051481986681,0.09158394942071665,0.04924236359915522,0.021299032519871256,0.034592703795935924,0.09586855857929644,0.0197123357162243,0.0312468669399398,0.042677674478928986,0.02516407255688887,0.09703178796766859,0.067215199018418
PTGS2,0.010888805500950375,-0.014078964849224378,0.006895760619121408,0.06714303043969976,0.024902958405726087,0.0030037963237672257,0.03691563975493048,-0.03906449838701072,0.02651367501280142,-0.004454518358706167,-0.0073459330393428595,0.018937866837163433,0.008209279288718454,-0.05606301154113323,-0.035600743137144425,-0.03352290155155351,0.0455361457883972,0.005957550854992547,-0.031270779248857114
XCL1,-0.037894279834073875,,-0.034595364730303675,,,0.020676924001958624,,-0.02738082114412331,0.001914354291123143,,,,,,,,,,0.005690658911337706
CD58,-0.010233997703620996,-0.004632168402472312,0.03315663684552275,0.004067813352274606,0.04524735320267371,-0.06556988938974556,0.043773051978029415,-0.010257057902989523,0.04643881653586917,-0.02128324204800893,0.05458027740067263,0.02735096753363057,0.09059377381265772,0.06268240055584261,0.004251618599470423,-0.03973110572271084,0.011237443952186944,0.02993266482903151,-0.00936408550878015
TNFSF14,-0.001047338441975593,0.013522140410142146,-0.04811821544561198,,0.03915429487689532,0.03978363081523149,-0.01526394917892204,-0.059456837007605,,,0.1514415162983364,,0.0020080806030155027,0.010913500457281282,-0.03506891814759016,0.023642919520970078,0.03870257975782716,-0.02371816590675991,0.0161500871777106
CNTN4,0.02175860714318221,-0.024457026394462282,0.04688351139903778,0.0488817117373512,0.0039511209166094045,0.014370648596419728,-0.03933381439340726,0.09999724708696277,,-0.014564836730696076,-0.02669935848945886,,0.11908141210587037,0.05278043637975805,0.03715564695181188,0.01094588390585531,0.08106519397310281,-0.03238084587226216,0.013255688660941617
INSL3,0.06118569790070094,,,,,0.07298347043198615,,,,,,,,-0.011907358714175828,-0.02035589003589049,,-0.007725102705036849,0.024436585798086618,
BTLA,,,-0.03606681940758403,,,,-0.01949258516732185,,,,,,-0.035540213456416,,,,,0.05350501625462271,
MFNG,0.011425406581774813,-0.06957060349145466,0.05755765676594584,-0.06300417744760786,0.06675950688266463,0.02897766296956628,-0.03100337752669024,0.02075791838937347,0.02037589610756513,0.02862090605329678,0.050932470913630956,0.02116259181703953,0.10664800813981816,-0.023252100501028015,-0.03481885906232194,0.005735744008219102,-0.04797028742255269,0.05961036843209869,-0.013082746744954726
ICAM1,0.0506220048125627,0.09744353682221123,-0.004498377779291253,-0.059187081000453355,-0.059286617071980977,0.007824939566104512,-0.04164755697438856,-0.03689951080588681,0.09137712465910916,0.05030725426039465,-0.015663684614537526,0.14240817770263203,0.07741610862773045,0.02298971805605781,-0.0009280108167009819,-0.025548661010217917,0.06345244904540902,-0.028724740944195044,-0.031203533293087823
PROS1,0.09996768082713069,-0.00697484649832642,-0.017069760326598585,-0.028665466586717064,-0.0014013823670984886,0.03639017172046982,0.013340341043259195,-0.013516874899558379,0.047482766146624014,0.008390630854646239,0.04045931328451374,-0.04868683040709571,0.08902280507404255,-0.008873987315995029,-0.03330461981918827,-0.0904221981585368,0.04337500949741116,-0.04550622178599133,-0.06399017322232341
CLCF1,0.016277640684714264,-0.06638259942647673,0.030697995246221205,-0.023332400711408803,-0.017736999371791025,-0.030472178311953008,-0.004885120176075016,-0.048013289320835005,0.08036298739437113,-0.0005509468634096076,0.03691530556360791,0.050944114090992414,0.0014624764756748312,-0.004630806958984291,0.06338463977090547,-0.012155308551932847,0.04271653538233835,0.009667740377498473,0.019137712588433296
PSAP,0.0683542806645785,-0.00665112920838209,-0.028116482023249498,0.12664995793936148,-0.002733264392146666,0.048009231910549774,0.0265188259900783,-0.06495047577132189,-0.03931710647232501,0.04148039941818691,-0.04563381944281428,-0.0317307037658234,0.07606612275268836,0.04095968750301235,-0.060468501530358626,-0.05949364849202788,-0.03244289322381183,0.07240978704474821,0.0535040690940913
EFEMP1,0.04311709789365666,-0.02027248978406907,-0.008928885014733596,-0.047426167023168396,-0.03406189607370408,0.06939777139082055,0.026993751538047124,-0.11633265966482331,-0.012964281526820538,-0.005891904465860563,0.09422242289205308,-0.03678057353043793,0.10403543041982943,0.06029106282001193,0.009109383807433818,-0.04967636400097859,-0.046253313899718,-0.031597363050713735,-0.01801174004193422
C1QTNF1,-0.005200699494991803,-0.007794449203058805,0.009533132211459546,-0.05176540535184314,-0.002373034386672786,-0.0360120496833945,-0.03387409373428618,-0.012099230273235704,0.0425487278590327,-0.03212117409124496,0.08029008523083478,0.01286685872575714,-0.029495010030519485,0.028180451808674498,-0.09007725339088214,-0.030404882594114065,-0.031567217022714755,-0.10490545594927354,-0.0958699143373295
ALB,0.02857202435763922,-0.032315121302118936,-0.03678426649573787,-0.02400906776064942,-0.010488758434737042,0.009848197434402217,-0.0008918517051591157,-0.020788327471246773,0.05685001185456536,0.009236251572878156,0.16209021848140076,0.1583625261670982,-0.008576159254834778,0.0577012593934962,0.03621643346899264,0.05507295421001169,-0.039273883081788245,-0.026091476131447067,0.031561223403127496
CCL13,,,,,,,,,0.019133654660341295,,,,,-0.0183171480262507,,,-0.026316889919854897,,
EFNA3,0.013474882159734334,-0.001403734140929477,-0.00802502700421009,0.07366028282936223,0.0157439810001746,0.021357201032221947,-0.03328869850282257,0.09734430814174094,0.0667222352184817,-0.020149915371468256,0.04424221353932897,-0.027700509567349534,0.09727754257790112,0.02290695158855907,-0.03202712678600732,-0.07376891872805583,-0.03308140389503084,0.029648626638725736,0.012876677330926034
DRAXIN,-0.022463342825752648,0.021292534671751188,0.00621576559990403,-0.031993126899232505,0.012545887699207522,-0.029352906829905715,-0.013920457054892614,0.22757540269973753,0.010470516428274219,0.005386357892975779,-0.030411812833520416,-0.027750750585650946,0.05279579241427725,0.011911102502250285,-0.06503892867804696,-0.020577840648517663,0.0232425107996671,0.10603674085602253,0.027445681578850106
RAET1L,0.0859133842198565,,,,,,-0.01667288014053299,,,,,,,,0.03834907492138018,,0.02717731459734104,,
NPTX2,0.004842482747021511,0.048098497024892294,0.008168299213320943,0.12185367458070923,0.010066025756529408,-0.025153472439006574,-0.0041291445711225385,-0.06745476746384571,0.0013606650644569195,-0.027073318679091532,-0.018030987116873367,,-0.01578298479977637,-0.025611655376059358,0.008287332602784057,-0.026006688782587103,-0.01401689481353842,0.15072287861427433,0.027633793963441636
FGF11,0.016057195545239183,0.011250541527199056,0.016374586538769637,-0.04559122371326375,-0.027732067089790306,0.016503585542658957,-0.031552063162333,-0.0027944764587146767,0.03964281616575512,0.022152941448643163,-0.03763814297701332,-0.014278628959962953,0.023344124261916257,0.0022399115225272474,-0.03648788053319839,-0.05858586859603489,-0.025450413318510532,0.0076593292509723925,0.036961045110482184
CD59,0.060601737026597026,-0.060294314161021045,-0.04126210484496101,-0.03564446920255946,0.04489976074736653,0.05489880269622302,-0.012803004507275643,0.05946425213058003,-0.007974749788683271,0.0005506269370207125,0.10152604210203119,0.1686260041920682,0.0982010924429947,0.001423084397384093,-0.006638347438258839,0.005452042527719481,0.04790567233971002,0.03396514963649927,0.009170574625385902
COL9A2,-0.001107230170279861,-0.018952389906788013,0.014073544035651989,-0.05692195115261735,-0.03707396565462684,-0.015071575959260902,0.02220336107898096,-0.10481042913892023,0.09534563210130553,-0.014812082049635493,0.06372504791125184,-0.11043565910625895,0.0005888452795023414,0.015818374415150053,0.03258090606391176,0.015329582320322584,-0.025826751984270896,0.050017396736535526,0.010392759066577635
DLL3,-0.037632798520105995,-0.016207821139377944,-0.043251392417157135,-7.615117691435621e-05,0.014758546797031374,0.01052165241560499,-0.03829169719806072,0.1921953239230222,0.05451770121085183,-0.022397327899890816,-0.038982887845481935,0.05585382179512662,0.032733406564671545,0.010309686182873229,0.08503400152535169,-0.06801941953344876,0.038885198462400405,0.0024218394079018905,-0.06246719628416176
FGF5,,,,,-0.02075675475926259,,,0.03405821833874643,0.0047846155945737235,,,,,,,,,0.018755054186057548,0.10793455617138134
LIN7C,0.006459080197560929,0.033895196162289296,0.02421514253473368,-0.06968645821838448,0.03255503415019401,-0.0092614073401931,-0.02736964055240634,0.04649893072503354,0.03943747459701917,-0.013295893322268632,0.04329505228006399,0.03137916426820634,0.0004887693717870918,0.05983969637498562,-0.011119698762003066,0.014915697792480689,-0.049180386083386846,0.01920027839869772,-0.045859884205167
GDF7,-0.0328841845567401,0.024313488999956934,,-0.0342953441781061,0.017590864314424463,-0.043064696904667306,-0.015263948585764948,0.023635759810089346,,,,,0.20710310590343617,,-0.0176650887723781,-0.03280767338760233,-0.0190727883643689,0.028425631245516263,-0.011834921123652102
PSPN,-0.062329576900732674,-0.04728497686276349,0.03837431216765751,-0.04974400420514436,0.041399878105393716,-0.009611714664160852,0.03503127324849513,-0.0036932282703825126,0.04938493101450452,-0.04045872093280109,0.03102701082058886,0.09844028202804567,0.05845972643146105,-0.02822422843518309,-0.013410257402171914,0.00590955936283376,0.00018613866428000722,0.024624158713303004,-0.03326544140027311
ANGPT1,0.058967577894615104,-0.004828251479279636,0.005591736956190261,-0.04132606634793328,0.015702698192190372,-0.0015453992688505343,-0.0036772189642379056,0.05829773847599496,0.08700679120032417,0.047585915616339854,0.03917809130149193,0.022843089230395717,-0.02523594139442217,0.018713614952472347,-0.007448741015979652,0.026988591010308767,0.029493693832252768,0.0390077787470714,0.018942924116487903
PNOC,0.006488172096866447,0.017861432441595652,-0.01682076256972778,0.02695221579525134,0.02305665364329138,-0.022257386724188373,-0.007669889619959388,0.02176077976920156,-0.0340098020299026,0.04341416406093081,,,,,-0.01878513310384562,,0.042220835582616655,0.021449645153609673,0.085815330742827
L1CAM,0.04029993716395946,0.08991410954102919,-0.016479744136746455,-0.012715543069278362,0.060832634279270145,0.0023450966470661724,0.047256616527342976,0.011657051848931727,0.028908317147419125,0.008829187877050195,0.16173677841558345,-0.028753248775585223,-0.016517503451885268,0.06416530308264731,-0.07061298714295229,0.006241350322955865,-0.051998278536928975,-0.023251949284436295,0.1368036327974732
APOA1,-0.012586916757277347,0.008667348685782552,-0.031277830376343525,0.038447388580682806,-0.017358406980341416,-0.029978186462848982,-0.0011476278489579816,-0.032110201453816496,-0.012805517876694178,0.017295410094209165,0.017096182548490185,0.03984971629738843,0.08878612171972838,0.049912169212964826,0.05804435101033978,-0.02252741387027077,0.015656767834675105,0.08822242814261451,-0.022810110150989
PSEN1,0.08386555135351294,0.014017164142223393,-0.017954505248442994,0.04990297922811816,-0.0376788643276471,0.006973600082311423,0.000740240094438592,-0.07793004926222864,-0.01230668154964606,0.008946078468862726,0.003543015615534428,0.11562625655590666,-0.10097293204509981,0.023078800730716265,0.08276892474673503,0.021309278662407873,0.03401743392596923,-0.004180338187676503,-0.04333505575163994
CALM2,0.012455763202272811,-0.05507924342057388,-0.06982217799002464,0.08797841564308166,0.008433068287907323,-0.010102709278547756,0.042552284365129894,0.10913300300600248,0.04948314414704366,0.0741096869768518,-0.0032936713986299036,-0.023626705178285756,-0.02849775468156921,0.007819073383388735,-0.0638288529527986,0.02096210188017749,0.024927685342816162,-0.03971517823946437,0.036597545730589535
CLEC2B,0.04226337150360401,0.01100964181129182,-0.013729619404023608,0.04183154720336931,0.05876121297443745,-0.034146841076811776,-0.021034228983505404,0.00865728915946161,-0.06645658273432316,0.04223700360122562,0.009709053656389152,-0.0022100123513679733,0.04362830782997986,-0.05592156191029965,-0.044837698956179096,0.054552692021614384,0.024564625778566787,0.09233872998102165,-0.03556737710277815
NTNG1,0.003113305032542797,0.0065442102844500616,0.04407643998959397,-0.024520133954857037,-0.025455517120680414,0.026590187271952347,-0.006329631803434129,-0.008861812233448554,0.0024659725480844904,0.05904938672056965,-0.05436622671409222,-0.04644417752317725,-0.030919787600159215,0.026666556966111154,-0.023541340567476705,-0.031141988710730463,-0.016601363672806676,0.06785403394411746,0.008381256683519937
LRIG1,-0.021450733085773423,0.010896422032922038,0.02139068052734522,-0.03150313114043049,-0.04378339323145021,-0.01442267068809079,-0.012626280834091251,-0.02700706654140825,-0.08250175981018767,-0.017764760532586105,0.020753350190581988,-0.015529905584083195,0.11645737530524924,0.027931287330640833,0.07186487171806866,-0.08725009972639336,-0.012874220729041154,-0.01832624739101953,-0.05571885693328008
CPAMD8,-0.0013526948692434994,,0.010357226985828694,0.0112005305109082,0.02136413205004699,-0.02553631957179398,-0.008091674972208454,-0.04528810788559646,,-0.00929250600090548,-0.024044831010832896,0.003662494406130222,0.002215367765859724,,0.020843337369830912,-0.03294921490495474,,0.2012744126151179,-0.03833784337764633
GHRL,0.0520976635555958,-0.03328784418533471,-0.010500187821002665,0.003774912019107161,0.0077356032616921555,-0.007293335464627345,-0.013920457054892614,-0.022390116240865864,,0.024931071171704785,0.013440496541710369,-0.042405551944696224,0.09245826283324708,,,0.0032052367706620747,0.016184394712866246,0.044696167644473137,0.026954401960924287
NPY,0.0533555118961826,0.043566627286275125,0.06744887036476202,0.0727636839774438,-0.006776689595569273,-0.023813683084164587,0.03484533973010776,0.0035228147601533903,,-0.027767094311648262,-0.028079155682747645,,0.041364678987963234,-0.04505997053628523,-0.03363232477732775,-0.02021724742736351,0.022168379889866547,0.1317088168759025,0.00521523911514277
MMP2,0.0335299040991985,0.022984023041296528,0.006203622891218836,-0.06596112206830201,-0.011653680378666924,0.007477468038407958,0.03908290814570513,0.008722051453593543,-0.05077594481920189,0.011191117496104384,-0.01356913434219991,0.046976067331569185,0.06516121445012665,-0.015933389259614867,0.03400424103518482,0.024976597186409856,0.04527691504857559,0.14176804906260881,-0.03029261586213048
PPY,0.014249421485451207,,,,,0.010874570066433206,,,-0.01873824698571621,,,,,0.03554463940838569,-0.007344371953271426,,0.06998908549336467,0.02239946452272775,-0.030378715560383015
ALKAL2,0.008100761126580954,-0.0210652138925804,,-0.009806770569861765,-0.021290310202178926,0.0009706363486997313,0.04342332430909422,-0.044760046204960005,-0.017361041730962753,0.03966881398150172,-0.03843687260836725,,0.037624993301562354,-0.012900566103189112,-0.0012852977065772725,0.08243788602955916,0.006405012127343879,0.10127380203189487,-0.02295977647744797
CSF1,0.023340268635952278,-0.0011163615905699113,0.01917031399276236,-0.033302604575788985,-0.09116980416932423,0.08187258249642282,-0.0577060967825105,-0.04070275840169157,0.09341750988241215,-0.004310528093999719,0.04186879303951501,-0.028552099329680322,0.0029457900124772985,-0.04608395608656018,-0.06206677674630418,0.02955107961724901,-0.025509300052807125,-0.0025384687589076072,-0.06788828783488128
SEMA4C,0.04057183468903999,-0.030246930024499845,-0.006606483900200057,-0.02896362525030273,0.02330089882226454,-0.005220941706140604,-0.014725217732755822,0.008229442475119895,0.03197869438202001,-0.01213209089004534,0.011733303547067898,0.0927008243245496,0.05364644180306505,0.006838603976682127,-0.011016996829363657,0.010019621172296777,0.02635528332367425,0.11885759268455194,0.010419023353522747
BMP8A,,,,,,,,,,,,,,,,,,0.050581399258976825,
ICAM2,-0.03477445114984751,-0.010928605241008178,0.036570868573017994,-0.037740993326675645,0.05386753951524916,0.020100055303427358,0.03829259104368831,0.03183037745652228,0.05237966375895035,0.09501106447120153,0.06001998505190281,0.12177814685736368,0.13891737568632373,0.056926827481141015,0.0665755878539554,0.018768751876193177,0.041223379034793166,0.10207352790882276,-0.005704691276868174
SYTL3,0.01128945476462015,0.02150645102239412,0.011248329932118932,-0.03297654193892848,-0.025426750609052397,0.03800219571892265,-0.021880217834176117,-0.05712456012890621,-0.027449024993151525,-0.03132203781198003,-0.041301897953013735,0.06153120557747018,0.05101834373647353,-0.026187285813008544,-0.020661881831101306,-0.016324625592501592,0.002816383293054453,0.058952833534620996,-0.040670787024835175
IL1A,-0.03315020311612473,0.0723391948159834,0.02972599334429004,0.04016359844262872,-0.04403103854889716,0.020377028140579834,0.018209694795713334,-0.049519981473037405,,0.0025877975679954347,0.006031070604901088,0.0843429988736301,0.07901921693302083,0.10853139149848852,-0.04654345550183606,-0.03148158066893273,-0.030422074581548823,0.028037171936351777,-0.060747948094416
HLA-G,0.012552187704148062,,,-0.018523409086046494,,,,,,,,-0.05246200424351439,,-0.040404163601560156,0.01644276748970495,,0.010859310645686541,,
PGF,0.0812974380652515,-0.033867556734839654,-0.04181073295128153,-0.05899465098932342,0.015209436093121942,0.0014717707609646173,-0.0251706313457645,-0.06316983888581446,0.016095989488870074,-0.003391192402837047,0.16088767673709886,-0.04489302698322953,0.13973444263295362,0.03542719350371154,0.0419607760663349,-0.020737565654165898,0.03382602763663669,0.12454223134624269,0.045710758465827235
LGALS8,0.007058096497849626,0.007777955380271961,-0.014644749402966313,-0.024227556674082343,0.03517582599178921,-0.009658505182176159,-0.019557856037724017,0.0052359221543422894,-0.007125546068314674,-0.007367376965416459,0.07439240954969524,0.057319024436187,0.11537313046157292,0.04569888322082289,0.01504713521897556,-0.021807185082921794,0.07312755878889797,0.030147127904978328,0.09018215525632006
DKK3,-0.03607194869514111,-0.03619656470913761,-0.03219996155897901,0.08818153802275168,-0.014955470657223273,-0.01584108467705662,-0.01930711912917196,0.09831130657834854,0.07900627296040476,0.012440407638509291,0.03698854063513526,0.0480335757501032,0.005664024808782522,0.040822320980859916,0.025093297851277212,-0.039815086589063214,0.0296166603473057,0.07506545209699336,0.04672202646724185
COL16A1,0.07524374596518324,0.033571227153886114,0.023597903656542213,-0.0791148872985979,-0.015827871780132334,0.01874749897954977,-0.01610169445362972,-0.016138425756478638,0.05514104425084061,0.003262804372984182,0.09575596885470372,-0.010744397675501054,0.07961008048541775,0.10804169001540197,0.07013309018696935,0.03761232485756894,-0.0278818912391984,0.12372498179482441,-0.07331953453898415
TPH1,0.016700926600971746,,-0.034057245741693276,-0.019628135026899782,-0.022321446232620747,-0.0365197004708217,,,,-0.015442931083831964,,-0.013030969643647645,,-0.03451359112601139,0.027766425938108248,-0.033106172355083965,0.0010487441540902775,0.014514844249010587,0.04281533549071305
TNC,-0.025549871517877562,0.05176865895142733,0.01630293794034999,-0.04905033306128491,-0.006463801170828437,0.012605299278337402,0.01535567294940344,-0.07898485748641208,-0.052475570437240805,-0.018566754098361934,0.055532029926680604,0.0015910114680983444,0.1444185280875905,-0.05249959361257272,-0.13364818771676854,-0.055049434100851606,-0.05686106094305002,0.0024175359934034096,-0.0033970346508229
TNFSF9,0.11453845849258565,0.031155012449460315,-0.05715769364363438,-0.01925845145408308,-0.02620567982616791,0.023696734163963055,-0.010494410838994066,-0.07895713995827949,-0.00104042899773143,-0.026200796043961406,,0.041494244964908694,-0.025593289210404147,0.09665018893322026,-0.044378464388433216,-0.007759462524371729,-0.029475968991600817,0.027864916685574587,0.07027356038330558
C4A,,-0.0050638702128825925,,,,0.026761325332653456,,-0.02415961641801526,0.007611228540597551,-0.013574923067341144,,,,-0.020392771074648448,,-0.03693993525837884,0.11451800340249639,-0.009856191922737567,
CNTN2,0.0377600120639874,0.04990950271697443,-0.02787121759093427,-0.056040556042056044,0.009069904310673437,0.06036576968701273,0.03662304720616296,-0.05032408337498326,0.0029666788244339824,-0.052942861138320176,-0.001925331997807594,0.01061497734053772,-0.08682473977280263,0.02526174792715323,0.07082339819795651,0.05008111512881301,0.013543595157076815,-0.004117189233893947,0.09541624168833879
F7,-0.0049079920762768355,,,0.027881739450025263,-0.018777267138807938,,,,0.01698475275855481,,,,,0.007238725572158218,,,0.05992457069622448,,-0.04738774091554078
LUM,0.019874042974857724,-0.020204441758733427,-0.057463890588670144,0.022109020429300293,0.029981546767817713,0.030493815549078273,0.06497416977747213,0.022130615273064157,-0.052823223713637193,0.022209562698684272,0.07978133534913345,0.076109905301899,0.16374648938190528,0.005996868926155075,0.04812822886438885,0.04897253652170767,0.029487507689899856,0.07318671767947113,0.008985811989676068
BTC,-0.02644447156644419,-0.0004787280506892086,-0.0036923415026898446,,,,-0.01096171576303815,-0.029443965856766677,,,,0.015100422282863228,,-0.018588498892955413,0.010755838941455452,-0.01460545736529251,-0.018457107207091525,0.05363986494755892,-0.04311783212564813
APOC1,0.019926221035673392,-0.010575222539662288,-0.00471278367610863,-0.034601088050484126,0.010610017741357208,-0.01782383027835148,-0.00195996895987552,-0.13081139172825762,-0.019173883690042966,-0.033167810416691514,-0.03887793348803139,0.07089664167744072,0.08128251988648441,-0.06660840458052687,-0.03050095975169917,-0.009106992932343513,-0.02362426580621251,-0.025650337335418605,-0.05918097642532015
PKM,0.015341874401568263,0.039882133513987617,0.0774785788921724,0.03471984156223919,-0.024680207884894778,0.015437829732058152,0.034209869272660606,0.13785376610557923,0.05029092768878101,0.004030331194406911,0.031451022764820646,-0.12712326687464115,0.11001233358436019,-0.03799294404936085,-0.07575675235137277,-0.040234571882511415,-0.0492774557449015,-0.03474183766957801,0.020283993134264308
TNF,-0.008348195155817731,-0.0015277964490746769,0.05217082252016495,-0.022807894995371024,-0.027557969481082592,0.04789562232170914,0.03503719781320128,-0.06831046989772287,0.05042005872580895,-0.021926558325234664,0.008387912167622412,0.12382084836789116,0.06922893424304163,-0.018041972820967332,-0.020606731220695642,,,0.11076913473838987,-0.03688148581424593
GNAS,-0.035203693135454954,-0.013748533571703747,-0.018585310830412587,0.13514849650961264,0.04139664229947753,-0.05206335192630821,0.040313591544665954,0.1449023033396371,-0.06070260430883501,0.000236559327307864,0.015487726874732665,-0.07673429312930195,0.01255879824492943,-0.04733562893834325,-0.04486061981901443,-0.0703391471689221,-0.033306597391419494,0.012005977964819066,-0.011076548692541505
BMP8B,0.032784580899407445,0.03543962061195007,-0.04015633398045898,-0.05573354093440705,0.01906695859693593,-0.010649748103700049,0.007680370750567288,-0.019408098967013593,-0.062107614823635617,-0.04020291523774284,0.03667800088124508,-0.05373021584387185,0.05806703097547296,-0.0001484373115737449,0.009556565725954015,-0.013679330255172472,0.014583946268794234,0.19595136934141297,0.014428038360405892
LIPH,-0.006989045685269062,,,,,-0.017837932358594523,,,,,,,,0.005417240532540094,0.04756428952419053,,-0.004544638591632209,-0.01591756459764044,0.017618306309757515
CCL28,-0.008470789896825596,,,0.02782290918085534,,-0.0274674813091663,-0.015983168496485248,0.024799198423305302,,-0.012246915192678204,,,,,,-0.00484805712228268,,-0.02768653756101226,-0.05580006069574234
PTPN11,-0.008420715603415027,-0.03676167882136263,0.059696587157693944,0.035137712265281694,0.006012561461909224,-0.048613513287994195,-0.008452864952155732,-0.0628494046670481,0.021733870862105074,-0.016564909829596006,0.03392618359472915,0.03280721013346122,-0.04627172829656304,0.03632171931480428,-0.025760208996693852,0.02827156590962972,0.03217923837429184,0.002993169925902003,0.06802737171415085
ADAM12,0.05312434788525147,-0.024719747547669316,-0.03103639247840415,-0.042698323300254824,0.01598290938082407,0.010287632944829029,-0.015446738751163031,0.034105300013626355,0.010750654744640369,0.01878333402812024,0.014504115198505916,0.12824286744127575,0.175737574103933,-0.05121677036638516,-0.03721437782419622,-0.06278622973792379,0.009685419130561588,0.07516511743107433,-0.01841410466660642
EPO,-0.04014640794997835,,0.04322113905740785,,,-0.018662895950939732,,,0.020399610644176728,-0.015442933351678694,,-0.07170432360811134,0.043240962970448875,0.06617287096391894,0.044646607454944254,,-0.018247550095497948,0.05601892652217528,
EDN3,-0.017129521640940802,-0.035438681000645844,-0.047398894742688644,-0.024450560265776692,-0.00998383721345122,-0.01864132192348841,0.054520632896658254,0.02734375164467712,,0.09376391107258383,,,-0.02774387966166717,-0.006284476053780053,0.002428739219839864,-0.00575607521196552,0.0012144890988842324,0.08048605054328152,-0.012126324958376697
CCL22,,-0.026244129019049458,,,,-0.0001242736052614202,,,,,,,,-0.022514475807697845,-0.021820529333625764,0.08206025424384307,-0.016011430843908398,0.03153867863906871,
CCL2,0.025939564294126426,0.04427294922684852,-0.004643958253102039,-0.04752348040449704,-0.050064298023646765,0.083438201296265,-0.020182546547864874,-0.02925113767547737,0.06037645231144395,-0.0008873833890633864,0.09343844638608724,0.03162182549722274,0.07169635467136498,-0.00972584123614977,-0.047681878338551344,0.07075680323577184,-0.006232105951773454,-0.04167873315249669,-0.0038253850386332326
DSCAM,-0.010784193363297185,-0.011427407344754854,0.049711827834267176,-0.01498846487282941,0.06529564048527169,-0.0529029518971493,0.0037493264754372762,0.006546751741982448,-0.0005774729133311646,0.01030491529379574,-0.04612688279291714,-0.017272532569030528,0.08212225971857756,0.016741640738433566,0.06083224944393872,0.042809614510713925,0.023480171108954524,0.009015931972215965,-0.027781375611900246
GPHA2,-0.03330062413132189,,,,,,,,,,,,,,,,,,
ANG,0.022155471639159745,-0.019704872456191035,0.034153425830091476,-0.029571595881032687,0.01026172191133842,-0.00929073512445566,-0.0044964878784319266,-0.06536749286175246,0.03488088065912265,0.017119501505830397,-0.02130808649135325,-0.05606292219005923,0.10514820375777516,0.013410489696332819,-0.005320916189972126,0.06922693277015612,-0.02851715830643121,0.010664501934405874,0.06317246306969297
FBLN2,0.04667394806893438,0.01767491251824861,-0.048066870621423646,0.08188465775213297,-0.01350519473566892,0.024324070808918002,-0.01852303039918239,-0.03516747155090487,0.001792598492736131,-0.020381645694153683,-0.05215752768375537,,-0.049956901864109046,0.01684474480798058,0.08874373136106874,-0.010240239872083062,0.06040100318304505,0.0633578557542501,-0.014050487537211304
VTN,0.005873207838223097,,-0.01165534865252,0.01887028580506564,-0.03165234626035746,0.024307888042124515,0.03160537027202563,,,-0.012832147850628837,-0.020392503535806107,0.07247466960094731,,-0.02273894360208775,0.008383831456084467,,-0.023628114502108465,0.004298668464369293,-0.022090411326223088
VEGFA,-0.044202466667564486,0.025496142518519407,0.055396676236002626,-0.03151659557270155,-0.031633954562021116,0.014531146863180012,0.0616829162600035,0.020040803241409413,-0.017349274014685594,-0.007732290170515098,0.028130445613803047,-0.16090716129331842,0.05442368416836482,-0.017133052170047302,-0.05654033260256384,-0.06542910794739021,-0.022894670510305068,-0.12027058155890155,-0.043526353012524915
F10,,-0.007082881018535835,-0.03515391533415894,0.009156370597646362,-0.03053223680424003,0.033198145756697536,-0.019618667571841435,0.016389543369550317,0.050274438009734926,,-0.0221203656772328,-0.04723346918666398,,,-0.02865628529472544,-0.027422887984322106,0.05114862291310525,0.20384937526263075,0.035950216054100335
SERPINA1,0.015463531500193068,0.02628719609565516,-0.005617068666525127,-0.03007375719257029,-0.051432154244075566,0.0033675884351634495,-0.034026161274512357,-0.09134686090820288,0.06882540968063913,0.0820691965853312,-0.012857115792137351,0.053859744437226735,0.023704838330227636,-0.0982157036011804,-0.07517626174036843,-0.007085062245436383,0.00990878417279323,-0.01246005803235954,-0.059923375540529664
VWF,0.03494391541667364,-0.04951533760400887,-0.06519028241937472,-0.001012307426066615,0.019043109073025623,0.02982604324026335,0.03418145249936813,-0.005071425065699879,0.01848269966362017,0.020168359769646347,0.1399181630205643,0.06253307440799806,0.14647306285742528,0.04784056607116279,0.09848172046919224,0.00749708111971452,0.04132440855843042,0.10055239195840979,0.06725553966837258
GDNF,-0.04679121757986207,,,-0.005997311455669878,,,,,0.025574674222892804,-0.015442932149032574,,-0.04006603992058762,-0.030919778966507966,-0.016080670031121288,-0.009487129066569249,,-0.025552108203521,,
