,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.12120650461112831,,,,,,0.17549066398582155,
BMP1,0.06968090043289517,0.026366396503475158,0.10136789338146698,0.07051988995079084,0.04687109576025095,-0.013507558275355224,0.16841749523843685,0.09365415184334029,0.02955787084873418,0.027912451777529403,0.008051801074731847,-0.0011064642287882541,-0.023080725324801498,0.03253298578169348,0.09805136376466154
NDP,0.034327344083081295,0.0694399185547438,-0.021991725565899515,0.0325602276977829,-0.0059598078965076694,-0.029756376274429487,0.019614368697410244,0.045417546269933814,0.020093992277122177,0.047575942720924955,0.010227310112491225,0.03498343262949852,0.04650150453654652,0.03911308790143229,-0.052030305341617046
TNFSF18,-0.04402169733343568,0.00014996957161528184,-0.022868337053222786,,,,0.024786732356467188,-0.028979817030770946,0.017584882482728565,,,,,-0.005636125389751354,-0.0030635703063795153
IL36G,,,,,,,,,,-0.015082913624073224,,,,,
RTN4,0.01672160578600673,0.015417963248325816,-0.009336515487726101,0.019243689897825916,-0.038418055244512195,-0.00046230440833646606,-0.1919866606084481,-0.026803307547187464,0.013384581278736159,-0.04147596160931503,0.012868189846494807,0.04110390704035326,-0.006290307990332548,0.022371774497074566,-0.07571578526370365
HEBP1,0.05972252479169675,0.02212966770859072,0.008273798115249267,-0.001562684156428892,-0.047294869158211635,0.010644620492856713,0.07646631517237268,-0.016539011235591355,-0.057483640216465605,0.01280617160019514,0.039251255851017484,0.028627009252791713,0.0469205592325974,0.01736833598583412,-0.0539610721497087
WNT7B,-0.028953718020080434,0.04077368169484193,0.026368729967475166,-0.011372415210630074,-0.023719160435671783,-0.050997843631393716,0.05314700020318138,-0.021180002642806964,-0.04276474813867398,0.06280844506213724,0.042735673569028534,-0.029794604752437996,-0.03044010250310779,0.0035503226411698233,-0.0009376279343821535
PTMA,-0.03688438766499142,0.055112385861390216,0.07014736395094097,0.04163115476212202,0.05149287970528876,0.03656883872505129,0.27659705444078087,-0.025470451599234722,0.036722982673444225,0.08672845817592209,-0.04526104849967973,-0.03785261025437168,0.01152376203867036,-0.03016676252765407,0.08796499581082243
FASLG,,,,,,,,,,,,,,0.06554493239065651,
CEACAM1,,-0.005365084071042399,-0.02568314512029107,,-0.016810935614262567,-0.0353044389199156,,-0.03813578864553384,-0.033415833252369874,,-0.0020938386904272603,0.0046795435847939845,-0.020203538743045032,0.045604771832197626,
PDAP1,0.052402908346384634,0.05358865213828022,0.025560392512324018,0.029729317767700086,-0.061507527374049756,0.04295447011661105,0.10826128065421177,0.028311103196547963,-0.007508006510632971,0.03260809690372941,-0.001215470920560172,-0.017642741713709335,0.001373800327410429,0.06417915282749151,0.03857460584458978
QDPR,-0.02814043468449448,0.011346619709753165,-0.0010346827796924216,0.05811968513499394,0.01250989020233195,-0.08957802010323253,-0.08704511543458636,-0.0481359579791084,-0.04217807866024009,-0.012305147990576595,-0.0014666898165029787,0.022072215657690526,0.06336126266265116,0.034302166830059856,-0.07566411783400342
POMC,-0.03670276477257393,0.0355495950248151,-0.03785660650727818,,0.02176674890316637,6.59715744180868e-05,-0.018828939603556822,0.05321890720158799,-0.030041783625245323,-0.010972530815143957,0.018845985262773833,0.04734830994314877,-0.009594444176117888,0.03177597659351236,-0.04881651334696625
CCL18,0.05046691964043887,-0.0634364091042375,,,,,,,,,0.04534727231791404,0.031722823823311895,-0.058928388328875876,,
CCL17,,,,,-0.015874904696670487,,,,0.030783593867585647,-0.01377866979936349,-0.021471756899193215,-0.037469083884890335,,0.004275379582603123,
VEGFD,-0.0564332267760049,0.03327272679101553,0.0013929770873892155,,0.014821342557187115,0.041381304082050326,,-0.03269356812765769,-0.0028598523748782035,-0.01476702719535766,,0.040956961784754754,,,
TNFSF13,,-0.010803742742222467,,,-0.010950153968905009,,0.05622385078332979,,,,0.06432925448110743,0.04162150597052362,-0.022687219916051955,0.10002314472332226,-0.026444435395783682
WNT5A,0.023938315351526726,0.010325828490524202,0.026037187182696295,0.03671295580447248,0.01723406586671091,-0.03923808229848395,0.21268944973313628,0.06212684381428456,0.015331018873415987,0.02237901140066152,0.063698657068909,-0.014983771277377444,-0.001790896615841321,0.0038363614241114534,0.053602954865135985
CXCL8,0.03030645134511325,-0.07330943383689308,-0.034444185633913854,-0.018479868320196016,0.014256893408118011,0.09250731932496799,0.04069684073540275,0.029122777022289912,0.013102829440739698,0.07182909484885991,-0.03227678937292256,-0.16632993711582092,-0.10642441051540387,-0.004369334652740997,0.07244880282930034
GRN,0.04765671934156318,0.002728259409051397,0.0011819609158849964,0.021382004803508735,0.03854681472540278,-0.020150888410466937,0.057934481080885517,0.04120437936227445,-0.02029517971862604,0.0160474011672839,0.014732739352607197,0.04091619489593573,0.042938300207381076,-0.002890453409049276,-0.04698228303237994
MIA,0.06148654736063495,0.020973986958184802,-0.03271485368952146,0.022539091992667938,0.08428995177507537,0.0037182787931591124,0.08539937642912365,0.012087600582764656,0.025614029690650294,0.07954167497674715,0.09923505454129869,0.01569349465561201,-0.03631323539600793,0.09828951729006574,0.04544155057646996
COL4A4,0.09065102677688965,0.023416080015426506,-0.02500539678956157,-0.0006259519661388649,-0.002422020266390314,-0.009772980873657655,0.03445555351255831,-0.019231000661631442,-0.016779212267514585,0.04975090258408598,0.12117506550510747,-0.0011224970626686943,0.007199162272745276,-0.05323388826131944,0.006376381895201331
TAC1,-0.046564486677806244,0.1265104439106831,0.04871426241857521,-0.0005049836535361178,0.009842445890742466,-0.04860922425024699,-0.17113676314533652,-0.052509071418665676,0.012531965798813128,-0.034767462503046694,,,-0.03485685996622457,-0.023830047824482663,-0.04759189552293034
RARRES2,-0.016856690502413174,0.06632447436449627,0.09288505540774997,0.07090284375215972,-0.022379150145001546,0.09199437200692794,0.13359519486483493,0.0353079954938196,0.019353119099093184,0.02266013138167515,-0.013454827224329753,-0.08980754742954243,0.04708468124499698,0.014903628528268948,0.09082252614328001
FGF7,0.08103792645837773,,-0.026040765705512916,-0.004577660770457419,0.016107401669788832,-0.013423670874016008,0.039468430457051944,-0.003472624687586937,-0.03181546374759117,0.1216285088534043,0.011114898203908641,-0.03884070026485689,0.02755800803644032,0.03340152290917846,0.021932758978522628
EFNA2,,,,,,,,,,,,-0.024669420127444136,,,
