,UKF243,UKF248,UKF251,UKF260,UKF266,UKF296,UKF304,ZH1019inf,ZH916T1,ZH916bulk
COL2A1,0.0035724297870161595,0.02139937613276665,,-0.017246432937096545,-0.013863686567551848,,,,0.14497367545069098,0.047720047895074676
SHH,,,,-0.00882273165675803,0.03355733895200647,0.03836819458449666,,,0.07718951525997933,0.043582556841544634
PON2,0.07919983660698716,0.023587862531663704,0.009641330295140199,-0.01964173159237123,-0.011216169287207799,0.019671957539665705,0.08505211848331656,0.05355783376942703,-0.01603604451400051,0.09820421296751608
ICAM5,0.04133585392771354,-0.010681348260457855,-0.023455858413506066,0.012361808396197436,-0.011894675080125863,-0.002708730786988376,-0.034242157130113304,,0.04911620312496272,-0.004393778705194699
HPX,0.04419756246998056,-0.006273339672834398,,-0.04892682990406527,-0.01279675135540644,-0.009795389824756138,,0.05229307313694758,0.012538836660656378,0.15118008409525535
SFRP2,-0.029419588645780887,0.0363361487060162,,,-0.030251480600424114,0.07488477618033308,-0.02693985623782721,0.027053030407122078,0.08494003515658749,0.019319823751440625
CFC1,,,,,-0.0216233780995788,,-0.021326131949164013,,,-0.040097692456279074
CD70,,0.015221007308879172,,,,,,,0.013894825026643635,0.03132053557330597
HP,0.013052188102601616,-0.030157009821192782,,-0.04035551648769979,,-0.03261537339318936,-0.03583008701283058,0.003861569739680242,-0.043055793616887605,0.02430445001923919
CXCL2,0.02985734356435936,-0.0033470280788726555,-0.002470784473838943,-0.056803127589605595,0.05543478438436746,-0.013613193047665891,-0.055262384778192064,,0.03291415281042513,0.042738340248351096
NPPB,,-0.018381385583512586,,,,,,,-0.029196858874841143,
CCK,-0.014973620177004328,-0.05574586622400584,0.03715346434488875,0.03195787287629262,-0.08756719767325134,-0.02143956385804918,-0.01030557125033613,-0.033476956386384836,0.06417285111885083,-0.08976140459412091
SEMA6A,0.06969376768058577,-0.02946960825494525,-0.007207164282074258,0.04015564475982773,0.00378045417134323,0.006226185448483881,0.04914583496423063,0.03078880463157317,-0.0864222752214687,0.05360498212460439
IRAK4,-0.09422304476284532,0.05955781016722984,0.001116206993888212,-0.05225547650343492,0.012644938404041774,0.02686148706934213,-0.021849975529543483,-0.004882713204542967,0.030338572958110956,0.06980908599900901
GSTP1,0.04281874586571833,-0.05530519202619843,-0.02595782568786461,-0.049163189025375066,0.026406116848723217,-0.016386298324583357,0.03921364689347892,-0.012774644279134037,0.017337855359206334,0.03647662582602816
VCAM1,0.003288073595232214,0.011916180127127531,0.03124112727866718,0.01521349444354706,0.048088725137115325,0.02856729775331509,-0.029482544469755873,0.12623416642263668,0.12099218460308425,-0.0233737711776456
NXPH3,-0.0500913598107914,0.013611830684046852,0.006445716451026518,0.03675786522401393,0.04024105267428305,0.010508849535576665,-0.04518222014418031,0.05992961774519261,0.01461045258463474,-0.03289550042354036
MTMR4,-0.01823746682129713,-0.003207759912327436,-0.07237317955346302,-0.05269027004654816,-0.028625047683689835,0.002424878104180501,0.015937222095921726,-0.025037246153860424,0.00841542117378738,0.015558778317292006
LAMC2,-0.020160136633923357,0.033117174292920395,,,-0.01753361849147649,,,,0.016677768662905323,-0.043637799438989745
IL10,-0.03198475979234781,0.03904196838793791,0.05074581406733606,-0.02655152180968765,,,-0.07637161870712114,-0.046283268714483336,0.029912587205213143,0.09584085998376893
SEMA4D,0.025609113475921288,0.07795303676664747,0.006791640512867164,0.024985173212542063,-0.007525003108694053,0.04785566134734676,0.10073511528160124,0.01235316013795479,0.021665464373656497,-0.028028562192924582
TRH,-0.0393417541855177,-0.006734062805573617,,-0.016971797572972236,0.007129641121100404,,-0.015820836301784123,,0.08315457228050048,0.05230497616179064
SEMA6D,0.0939117140129738,-0.0049061476739576115,0.031016741248533836,0.07552358168690775,0.04589276593814981,0.06402071203738686,0.07856830995715197,0.03341907117334512,-0.026502719490966182,0.052654996841317595
CEL,,,,0.012264117424638416,,,,0.07670222837388517,0.09855447917337189,-0.024884810876086315
PDCD1LG2,-0.012526070615605372,0.02503126342563864,-0.03912659061207602,0.042433646638553424,-0.01231299529224638,0.05936695889559973,-0.024322467158823097,0.0036214791226577203,0.10824328601933789,-0.009636784019718707
SPINT1,-0.03121404033717875,-0.00012256106016948618,0.010373730704027967,-0.04526887867599142,0.007068315423796601,0.0015958108277803885,0.032637122087422143,0.17215656675608015,0.12303132873522635,0.06171772124759976
CTHRC1,0.0017641765341885423,0.15527451327282712,-0.027335116961680603,-0.00555633512635439,0.07325764202004285,0.031750138713473305,-0.014826156727975505,-0.003971906524324319,0.13812806059073676,0.03257026365131793
PODXL,-0.0036052971394197227,0.1484178803069511,-0.024879672850171154,0.015425807312322445,0.02816364068971801,0.0507181122864171,-0.0349781806363232,0.030902387215845952,0.10994309682487514,0.08795016976732992
JAM3,0.0384894913311987,0.10157556722994539,0.04562391628396004,0.08064035950871919,0.0039595305091590285,0.04818338960416172,0.06793944919216255,-0.026152282842979917,-0.0048288939599616144,0.06955937179744237
TGFB2,-0.04203358451596561,0.03671159776630223,0.05433087623521678,0.01349684841356439,-0.023138956640304832,0.04595447018203914,0.00999929804423937,0.07466297243482133,-0.09390659781015838,0.11550799469781498
COL18A1,0.048137521804271756,0.16152462806823603,-0.0040404623923787925,0.07160470332528836,0.035532254101762216,0.04681356125233524,-0.051157252331676416,0.07499343998565364,0.17213792654349994,0.03628377287997245
NODAL,,0.007671481390676566,-0.017550880052109023,0.04308813652091754,0.05814428021222057,,,-0.014451743643632522,0.06239054434516905,-0.03567492226459925
INHBB,-0.0591364256186515,-0.036352749777941784,-0.018714256132102296,-0.026206793099576697,0.026629736933721275,0.07209441141078039,0.009772461411865416,0.01690121825891943,-0.043720609538611364,0.09072593757085402
LCN1,,0.1477213417791739,,,,,,,0.12697065392469212,0.03799523552111559
ARF4,-0.026117743185060376,0.0041369877440153,0.004460293375344876,0.00962277048658579,0.05383381202186989,0.01953238923016933,0.12776743859121784,0.032246727074128685,0.07466106488728505,0.0471346697040529
CXCL14,-0.10747581313630929,0.016563863387171397,0.04810094893371464,0.05277060540455804,-0.03729897754461918,0.040624945312511915,-0.025019130307360655,-0.03309709271452252,-0.06734213954667405,0.03338360513594529
LIF,-0.005927437312296542,0.07910796373689075,0.006829930102043299,0.0011072816536430614,-0.01553383440641027,0.012628710495939775,-0.029015400952459053,0.027939912815108683,-0.01147214014819342,0.1228010790171182
IL17B,-0.0008407867152774387,,,,,,,,0.23529550273900143,0.05321572678247181
MMP1,,0.01428951566393829,,-0.016971793870623548,,,,,0.1290007725048772,-0.07744729891082333
MATN1,0.04092132345369227,-0.01894284579292948,,,0.0830521049040762,,,,0.0013888311079017415,0.0018723063040849842
ADAM28,0.03521497701689487,-0.023366375527595865,0.016894199476868214,0.002957632252410878,0.030439365839837477,0.04107368353898725,-0.03403018219751708,-0.0332138866741993,0.06902112477025933,-0.004747176768438015
TCN2,0.02471371768353538,0.13046188484492635,-0.004351566025380048,-0.019581624292440154,0.026097894209825275,-0.008070475351373358,-0.03548589549109843,0.0319919603420104,0.0838762908619406,0.04134292051327839
THPO,,-0.024683312402906093,,,-0.021325279374873392,-0.012084073690283833,-0.028802809786279724,-0.027743935017412315,0.06850547943603995,0.08532836313511549
CUBN,0.05804583581080213,0.04959736013829372,0.004279224827807544,-0.034047230604994976,0.00048155451162201166,0.0077201259812950925,-0.02214843926976404,0.017098684286225487,0.006434824016049996,0.0506049817904384
TIMP3,0.04263007973563079,-0.02002739810954266,0.013028777593637571,0.06992437299989185,0.00509076189830051,0.025121941958869833,-0.023063596565593408,0.08024518710433307,0.10375147779340481,0.03464730169166109
PIGF,-0.0505433777203315,-0.013319813711799581,0.0057794146596362225,0.0033930733021518924,0.021189110014166936,0.004841801959849143,0.0104848482341542,0.0026777298360913006,0.0417295810598333,0.10907077446054363
CRH,,-0.01690349754502561,0.15291504688551572,-0.01724643610153968,-0.012637439290402168,-0.008994571984675384,-0.0022374174179488537,,0.014006116601483438,-0.0010666294565977866
BDNF,-0.0343923207887083,0.057670019252738104,-0.01970382955796201,-0.02702336705739481,0.00482700619858842,-0.019657831949035278,-0.028588853934230142,,0.0306912119220212,0.06807267794718137
CCL5,0.07517382059259128,0.04563664269174773,4.685220761563606e-05,0.000255634240987151,0.0011913919058558792,0.04051690672127698,-0.020838509753896745,0.009473517817520708,0.16430879520761182,0.020341830978871645
GAD1,-0.04659787199559239,-0.009929827928807446,0.0024247488928133337,0.021600333325640902,-0.04978586028890623,-0.02977871219556535,-0.035874255076127015,0.02892314976308748,0.0374729128033249,0.001427721331423962
COL14A1,-0.021999603452471293,0.12021335748042497,0.022716715027712706,-0.009140346266510654,-0.019563701704094903,-0.015828445439991814,-0.008863047920041594,-0.026109241770227345,0.15247816359436914,0.1472430048794123
HLA-A,0.07543949744832205,0.04656183390329188,0.019549444653173768,0.04338211466855685,0.007900749136647404,-0.023043283425210274,0.02636105866724347,0.013804166565041949,0.10663912972501997,0.007552996452500106
CD5L,,-0.016903495589419698,0.010226845183804338,,,,-0.030058938379883212,-0.031668939410031405,,
FGF18,,-0.015294608302619432,,-0.023531212645741203,-0.017533615937353326,,,,0.07117970874602701,0.016934296478477585
ADM,-0.04213331556530151,-0.09032278951619156,0.018255724788016056,-0.04898813641283894,0.028861624205627556,-0.0283991300657713,0.0029405416545005086,0.05179448811003097,-0.008009580595444828,0.1385524736954543
CCL15,,0.03593693497160035,,,,0.04148103640434354,,,0.016310189679842796,
GNAI2,0.0486327547994939,0.07344915825760359,-0.07081282272044681,-0.029148765549001122,0.035237218721732445,0.01687260675121321,0.005306825219126786,0.1267030568754725,0.07301983979103972,0.04187582167120707
HDC,,,,,,-0.014710805437152238,,,-0.03473773912540201,-0.03153748307639099
COL11A1,,0.039888848795735565,-0.012838984334939284,-0.026660149437471234,0.07879092099241124,-0.028374094710987795,-0.036486598269336284,0.06334572797869811,-0.02871981541576311,0.09143249785885049
NUCB2,0.010014696530970351,-0.03187209084622959,0.057837751951008695,-0.07485457958356874,0.0057139867977389095,0.017185135600336313,0.00875811818732811,0.0037075253540542466,0.020590451843336795,0.0454945932190013
FGF16,,,,,,,,,,-0.031076089724608322
CXCL1,-0.008664750027493413,-0.023050482224301245,0.059836249018202774,-0.0469784094277033,,-0.010996579200854768,-0.01365977351227206,,-0.01013886175035517,0.04567760084133793
VCAN,-0.016225512643892805,-0.013504336596644906,-0.04826387632107646,0.0811813947801503,0.08774313590969289,0.03916815331261897,-0.006056773468676017,0.10281672693464615,0.009720263050294933,0.06060887532723039
MMP7,-0.0603966665458675,0.05713829293552208,,,-0.015533830046139943,-0.02124300875599247,-0.01768925430135458,,0.10186266607635941,0.014101855064230092
PTPN6,-0.005533824556328923,0.06694115869367828,-0.049192077926687186,-0.038346903762232105,-0.04405464262039683,0.009108072408010214,0.08428454541733739,0.018572821533626976,0.14826094025717174,-0.008186214641047664
PTGS2,0.05424565943680837,0.056814456802317705,0.010081087886784674,-0.04365130880919834,0.020997388075015104,0.003050598111866863,0.019421959216670046,-0.04892848569617919,0.01562570128371878,0.04115125175958237
XCL1,,0.11112686994754951,,-0.018046410135712093,,,-0.02320326849350187,,,0.06689753092075043
CD58,0.061787791426028214,0.07609761118585753,-0.011152271440057643,-0.0805823179591412,0.11992827108323856,0.035756323607141816,-0.027185494176766255,0.10110000592249238,0.026527836479243068,0.0223257983265133
