,UKF248,UKF259,UKF260,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
GSTP1,-0.012715710076651801,0.02877706055273305,0.025508471413242185,-0.0019599905000907214,0.007580925455896793,-0.06390506891972436,0.050758390056395555,-0.03270162479372109,0.01979913090086893,0.09075217294031632,-0.01818976340296597,0.041640925269915384,-0.04818671048281484,0.0034679393112778244,0.05463037291589358
VCAM1,-0.0226505553885136,0.027566565108511173,0.019934392087582485,-0.04636804876656978,0.0041246103551796425,0.0178801115209826,0.013081859796776566,0.012295252327644168,0.01517243217542525,0.004738411442098989,0.0407671053427846,-0.05056586953004978,-0.07289655278696267,0.007914882854566659,0.03714343197044642
NXPH3,0.03177611856509758,-0.00784131181469051,-0.036932651734502484,-0.04704473788421519,-0.009310746250217964,0.1465789076425004,0.00033834031385034563,0.05172277796750435,0.045519795575906186,0.07921849496417978,0.011988121980118277,-0.034571632330951466,0.04974057729256062,0.0074214715640714135,0.011476912627080848
MTMR4,-0.028740628409712504,-0.0017042524881092248,-0.04563236161010666,0.01417834212455972,-0.05321816406767397,0.03716362220084875,0.03177080988974123,-0.006248828260415949,0.010240689571676335,0.03531936008274145,-0.0828308612171621,-0.057530876214361155,0.08984771465720456,0.04290553765048135,0.07189180021897958
LAMC2,0.055319905950206374,0.03742339248075381,,0.03001338457417888,-0.01904343231126703,,,,-0.0061175462957560045,0.04087348109445241,-0.02194175187216106,-0.012775492539290905,,0.08543699364469053,-0.02987091908708558
IL10,-0.012202315747374895,-0.0050446461382349685,0.030107623712172193,-0.009271822339992727,-0.030933808761025226,0.07463906132305517,-0.039573575800151875,-0.0391914258390815,0.04512018259920343,0.05968161748289385,0.07834119348222693,0.07538721565257175,,0.0766131576964471,0.003007970677403134
SEMA4D,0.015342482730695597,-0.04954299326703216,-0.010973209414594877,0.002845196332553308,0.011919374055442467,0.08755376274670912,0.015004511387642435,-0.05172925149217488,0.033863225768958255,0.060155422659361885,-0.00830655008129899,0.02603472773986679,0.0016593720321506778,0.06534135859879296,-0.012909736511128382
TRH,0.01085889044272067,0.035346774449390286,-0.015703134446292302,0.027607828846038955,,0.07539077334103733,0.022160070685757118,,-0.010197523381605053,0.06193464635201307,0.037834890961509667,-0.001327067180077834,-0.03597295004635964,-0.025018552386733374,0.025490541418672026
SEMA6D,0.00794523727792467,-0.045644548563186685,0.038134963238841635,-0.01420601901759053,-0.017666658362661108,-0.007047782810894005,0.07671875197685805,-0.06329794832767058,0.0464071666614849,-0.007995019751484304,0.02760432339950626,-0.027992513783190773,-0.06161672926102062,-0.0035908671346989206,-0.00995643344224443
CEL,,,-0.030980648519631747,,,,-0.050807371451347935,-0.03148645787044913,0.037429323346059716,0.14936461367968012,0.053793594882079306,-0.009439398599223244,,0.04450625855404645,-0.03191300177160623
PDCD1LG2,-0.051855353563291115,0.0034543520913090206,0.008157553033399614,0.004274038573283683,0.04691169233140476,0.022293682382403073,0.038531453901898334,-0.010649656302494823,0.011788849823005628,0.00039370205999721055,-0.0003290005536642026,0.006303839766666127,,0.10463464816621464,0.015400974890009623
SPINT1,-0.03240315925518594,0.04216700635626683,0.026193170016459096,0.05668599603938167,0.052733165228329174,-0.01414738272130544,0.0009063342598401327,0.05588707439513265,0.05376623473895789,0.09461629149462958,0.002370482657149026,0.031178397002645512,,0.022941315729601005,-0.020812840838447453
CTHRC1,0.06060667207342738,0.03785014413027187,0.039568440157780736,-0.046512366234403794,0.013502043057887806,0.011507174571778241,-7.608498661816252e-05,-0.003737205890768996,0.0016680839330940173,0.03302877808172882,0.08961459536351062,0.07164910859286676,,0.03214910157197146,0.07602165796797988
PODXL,0.04929830676968012,-0.03569899892262986,0.024312257033642867,-0.026533098251390247,0.0020677003219845454,0.055741189226878526,-0.009280876982796882,0.046228360759322226,-0.01190202302298674,0.03233140220191889,0.026071896030877787,0.04425953222601614,-0.00591593861307384,0.009251005613621261,0.02300751843605549
JAM3,-0.026667082052199993,-0.03585154593948665,0.02820561889579228,0.012229665236769983,-0.038804337139477264,0.024466318360395225,-0.06677080389215005,-0.0024530049625461356,-0.09169724846530146,-0.07004373404753625,-0.024160962736657948,0.029989376123469396,-0.014712552043775926,0.005934157844588802,-0.03859786000791382
TGFB2,0.03799750531316876,0.013668247416875199,0.04550372803640216,-0.021462269516828208,-0.005750127211314838,0.08858147925214037,0.026148741204866613,0.09304562898423047,0.029768001164935748,0.014654431223764893,0.05715777111309496,0.024710915615252346,-0.00308447618487301,-0.030493721785023513,0.02602614788416291
COL18A1,0.04521302231010918,-0.0028963384566281923,0.12532993071605383,0.040977768624054334,-0.07471067730703344,-0.004611665413723845,-0.08131029203557066,0.07276101932516822,2.1202633176577197e-05,-0.036482106688489536,-0.0031466117939373535,0.04449742793919175,0.03808447793243166,-0.018809563698218162,0.09293360421325482
NODAL,0.036607837344509855,-0.029037610416030722,0.032108194881442335,,,-0.02113416786748709,-0.02953333531809625,0.01791146458374967,0.006697416332950552,-0.026033731226425424,0.03146492141269981,0.11255667425625616,,-0.021930788130681562,0.013033504711069843
INHBB,-0.010825063871479315,0.01830874646585989,0.029089101017372387,0.0032192848620668075,-0.055078494003798655,-0.030442474586161884,0.02178361713667157,-0.04065447468242714,-0.044614526627409765,-0.00822566095310887,0.06508478282817594,0.030071754504157475,0.015189510808370884,0.05231915263721422,0.06567102449272574
LCN1,0.05355394500080203,,,,,-0.029662379602955872,,,0.0020572325284110926,0.05045803220193687,,,,-0.02530012190498347,0.0028585971177288927
ARF4,0.026968173836276074,0.03411545942357546,-0.021598173715127185,0.002690353511747802,-0.048504733947588544,0.03360945378246858,-0.0411434567469397,-0.001329599529640591,0.07118717577031781,0.06260082951288187,0.0442795804494663,0.011822340512010239,-0.012706388762759552,0.033665516099358146,0.027602165916173843
CXCL14,0.01779268389298171,-0.005696815455733772,-0.040282468289879,0.05966235217525208,0.015268973349049232,0.17611102822421665,-0.013649299907735038,0.04669433155752266,-0.0940725360337161,-0.048263872084888325,0.1329904549238868,-0.01914492397484797,0.038120963447399285,0.00396412688581686,0.005679454790197639
LIF,0.017720505451483966,0.10555867320228456,0.026616869035161923,-0.01906277530463477,-0.036537145885401606,0.13627485316240945,0.11436666459694382,-0.001393968007936567,-0.035032258605228565,-0.01639310124394898,-0.022322203344736516,0.06811873226895315,0.030597673458691632,0.0018157236010894055,-0.03275742378389065
IL17B,,,,,0.009652732763977706,0.007694129319292299,-0.02894412756820097,,-0.011150400229561836,-0.025758372248632817,,-0.01817586653556504,,0.13520611942245095,-0.023689004747981728
MMP1,0.07883909344331999,,-0.015703131020698816,,0.04976569626585076,0.01582714322700878,-0.036246082200611124,,0.0019381530320406882,-0.011877058146680858,,-0.0131617090087001,,0.004163163227366605,0.0324975687750706
MATN1,0.030533141181195808,,,-0.01027396591417201,-0.013110387737006195,,,,0.05729663160990774,0.004761874392535016,-0.02219514238595831,-0.01873218173601845,,-0.03042790584963714,-0.021588027901123935
ADAM28,0.0019388835110646567,-0.006041596814357085,0.042520966994793,-0.037826663424906495,-0.024008911943649014,0.07396986744589841,0.026838584770418384,0.01640230474536415,0.07061030810351764,0.04318420713095507,-0.010107030261391202,0.02577971991633009,-0.03021985312347923,0.04566999843181612,0.03236680739901485
TCN2,0.056819100108667815,-0.035798555177900974,0.022276422110299957,0.01036589623367495,-0.005663900855333031,0.00807422799163276,-0.012043270313730836,0.07791775577473316,0.08339063063997795,0.10553135596873273,0.030917278340375148,0.05745327430313665,0.01752812992368098,0.052606617350013686,0.07390062637276412
THPO,0.013293733962323626,-0.0009317865547028485,,-0.007141901799809215,,,0.046483284713512825,0.0075256943854582516,,,,-0.016249300022128463,,-0.03293925341882238,-0.03235162260198064
CUBN,0.05809763033181262,0.027115940822953447,0.07397539487617294,0.06813534132138055,-0.03193592401225302,0.060620955072005635,0.037668010442772196,0.047282166911989276,0.02746094697985877,0.08972214055866692,-0.009523853754084557,0.00012506215394708718,-0.0448832834323205,0.10054679931290247,0.014010495999847817
TIMP3,0.08301783376918725,-0.025254445598398782,0.006751598031643467,-0.053925771966636414,-0.006900451853024654,-0.007917853903751094,0.008140947317800112,0.020817401754473337,0.08303397670356526,0.012940903459580377,0.0816048319142812,-0.0009640700103404511,-0.07423081983232158,0.04717110851865069,0.11838677961091602
PIGF,-0.0011507077761329003,0.05849876460696402,0.04751135775614476,0.0030080371833385994,0.0022045628757462257,-0.009968931222369496,0.0204667193887627,0.051845815249646335,0.059781671915949706,0.07412677083284977,-0.07498260787578934,0.028209714429596185,-0.04882387637150823,0.07869202247705728,0.004584328263404025
CRH,0.0706221382960962,0.054039687698109594,-0.015957243400849627,0.054664056207011466,,,,,0.015297672123744607,0.019335786462292445,-0.03740963421184804,-0.03230982682969287,-0.018251683522942902,0.01703437780840107,0.029708358844160718
BDNF,-0.016864530829471647,0.05116976552575944,-0.0022487978537737954,-0.02382241095560009,0.01761430046550846,0.08154452139068175,-0.0498666545734274,,0.05276383960721122,-0.005872048907026637,0.029436197117416303,-0.004658585121363383,0.0700753421897858,0.03431249140283084,0.0380819601731116
CCL5,0.03540922198141438,-0.018008966698517544,-0.012737123966063274,-0.006042540120175487,0.07555300589716409,0.15803738243804905,-0.013084549935092121,-0.07287999527348298,0.016117206639073487,-0.03882637120504256,-0.03641534085489953,-0.021685211479573387,-0.03059822829654378,0.05780231396590242,0.015673236528392455
GAD1,-0.0072435950040280915,0.003157475965585312,-0.03389277179549599,-0.006023534208848682,-0.019640844699239046,-0.04572979296301775,-0.021351617142479427,-0.005108782769549672,0.0573855209147029,0.12177018335193023,-0.010577203240893562,-0.07493969813746479,0.056716194420965524,-0.035125871875635824,0.04073291166836444
COL14A1,-0.02651992301968458,-0.02252206652086247,-0.007785701902787759,-0.02231727729841211,-0.058575777504861586,0.05702282738307302,-0.07406192592415359,-0.004271689779155869,-0.0027782265489639524,-0.01853967535707823,-0.03312571959227993,-0.023076368348278014,,0.06655863936605373,-0.02243740281803063
HLA-A,-0.0004956783114173885,0.03357367889187878,0.04947788657640288,0.024906883046023547,-0.0072257090654007814,-0.05798100971421806,-0.023692700989167887,0.009156370932189817,-0.050591774986160784,-0.09488674161715914,0.06489940820841088,0.026235932128613706,0.0014921698277247006,-0.025396420057382338,-0.0009144679097021104
CD5L,0.03929659582533855,,,,,,,-0.026816405253205902,,,,,,,
FGF18,0.05027789049490401,-0.013212946417942836,-0.021772225026347382,-0.01100895923966196,-0.013612923265352113,,,,-0.04326384988254066,0.001744686508524653,,-0.02274436972528787,,0.008889693937538728,0.05609605638173498
ADM,-0.04768207574079909,0.07200894293733683,-0.030194493624315893,0.03853923283583163,0.01539018941286675,-0.009411708681536972,0.0694463202248429,0.04754447499009733,-0.05934666159488763,-0.014024872477858556,-0.0016049621539207016,-0.003911534768153642,0.04155067734486243,0.04222498810853961,0.035688961623053406
CCL15,0.06793892883858789,,,,,-0.022451397568122654,,,,,,,,0.017879119145325074,
GNAI2,-0.009254062483568956,-0.05901973547416489,0.0438490542046467,-0.014091250362813295,-0.034645423187280054,-0.006951475499493645,0.10514330396456989,0.10996821298672332,-0.03610593331939274,-0.029470874360727987,0.007730836665132683,0.0629920047499532,-0.08479938802790543,0.02625060521370976,0.0274544129094903
HDC,,,,,,,,,,,,,,0.02939581906755756,-0.021588018124110413
COL11A1,-0.007218408619762153,-0.010554932125085318,0.07764856294823713,-0.02102589664355989,0.011939058926724283,0.048614634915538815,-0.0956714966690036,-0.005550954017638964,0.00182097842622794,0.046188562948745224,-0.01866014674418952,0.01704016023603726,,0.012840637250264991,0.0577062353619998
NUCB2,-0.022536256134922654,0.03811385709452721,0.011158701290644658,0.018813786550955964,0.029931934951232444,0.038782657079712395,0.06494308278070499,0.05781082434881028,-0.026726995118412852,-0.023588195744655135,0.015163539688331335,0.011482500068720527,-0.06377264510697159,0.03776709297656615,-0.056270066245998646
FGF16,,,,,,,,,,,,,,,-0.02127218543649545
CXCL1,-0.012593058738228984,0.012671463110492772,0.009192810843290392,0.00015953504289986233,0.013449712991829468,-0.02404481239479589,-0.009150376547001238,,-0.035148684362023126,-0.02242528397347258,-0.03336254010684297,0.04082899743952712,0.008702123459837681,-0.002868532362941611,0.03795211064001477
VCAN,-0.07495297165009106,-0.04691668879535113,0.04479218530219354,0.02523362230149343,-0.023567763753012977,-0.04873551639055057,-0.068122712009197,-0.017892687181404198,0.05081166172671325,0.042262637780983506,-0.04251280506988518,0.056443808256859594,0.0684538812887698,-0.04405197291053125,-0.07605441112354178
MMP7,-0.03018900761490522,-0.02626823626109408,,-0.01014653335551743,-0.012082620176988535,0.18532238207974694,0.10198252102184897,,-0.03827558222534426,0.0021833195433071124,,-0.05621361854938545,,-0.011329552883562079,-0.07337052278911703
PTPN6,0.005708284327940204,-0.061341101210340074,0.09505846150114734,-0.0008328228506656051,-0.024657129097758097,-0.0549184694392501,0.03378645608431735,0.06557364325222977,0.00574232730283392,0.03733723241426521,0.05011954062271291,-0.018845362002862544,-0.05726907429204902,0.028052438858767976,0.037109540429367864
PTGS2,0.008831343747074253,0.09550597734126004,-0.04669648607851007,0.007548807919259844,0.010161757606298259,-0.03117789678261712,-0.05982516590840311,-0.04143132436063884,-0.04466677133817455,-0.04396413457502512,-0.027438848824159926,-0.04012320698540425,-0.0027922428176757334,-0.0019088295847710236,0.03740828523654547
XCL1,0.0634917315850273,-0.014376158571622456,-0.016697418373956635,-0.016665301388947333,-0.008773988369780595,,,,,,,,,,-0.038419789952496
CD58,0.019396292503551012,-0.012828800335185731,0.07611960562486958,0.013119828349762748,-0.048390050946024527,-0.031816575760200846,-0.08754698041130923,-0.03345502789801515,-0.012039169424441552,0.08100891917853807,0.008032930462270006,-0.018282061485424782,0.05250985500594046,-0.025106793152503505,0.06279357511236845
TNFSF14,0.0038687560725553386,-0.0029722161218188295,0.03504798950175301,-0.026873552149433776,,-0.028615088046777593,-0.04874808509223683,-0.010142823255366208,-0.02100002746452716,-0.052400401197016264,-0.04618215074850725,0.021154628700922343,-0.019390013297442645,0.07127598885963678,0.0037565916463938075
CNTN4,0.026192657286907145,-0.02583654337061007,0.017865153921739586,-0.02810851042661722,,0.02843973536504346,,-0.04165033610446086,0.04632878880162024,0.09757499744633175,-0.02785318689403154,0.0006332484421818307,-0.0422244727075373,0.007255800993491256,0.03250864143508403
NTF4,,-0.01818521102748726,,,,,,,,,,,,,
INSL3,-0.021381755885488744,-0.013212943826300515,,-0.011700020127453891,,,,,-0.026606648063636867,-0.022162962912718916,,0.03950231848142732,,0.029614856993034244,
BTLA,,-0.020972957324873445,-0.017407614510242597,,,,,-0.030094489859455942,,,,,,0.0454945421779087,
MFNG,0.07533386910320837,-0.01882344972842671,0.028790626172235455,-0.02836779419629794,0.019595849318547506,-0.0003032649047833463,0.041412741072798465,0.014348524040380508,0.07460042129628308,0.013004409587450382,-0.012954809491944046,0.03366209048262333,0.09480770246764098,0.012124495246951947,-0.03056872103606814
ICAM1,0.0012447292425460897,0.03316902238893757,0.001619188273010571,-0.031494644685637486,0.05836376018031969,0.08525070772974422,0.09297043654351939,-0.014339617002845868,-0.0066233375993085715,0.006271334081200885,0.024039104885717377,-0.014603027215406711,-0.020892974433002826,0.007759829927040572,0.011898659189790486
PROS1,0.054501086411003416,-0.02331417053599914,0.007816931991011081,-0.004773065272376259,0.025239243640764086,0.026315013924475803,-0.04932537280953087,0.05137773469436969,-0.03178869431156094,0.008100335181265165,0.03285724656234006,-0.012195334647455187,-0.02460382651319582,0.05170335343635861,-0.026607020088817962
CLCF1,-0.02683286575481741,0.009378311563881877,0.030967194755529077,0.01918023205786383,0.0651088872994831,-0.027609291764815136,0.009828636052135738,0.08908891545926467,-0.004696730451358591,0.03776041321689092,0.025307697081025638,0.03342117028826452,0.08381628595138285,0.01868997527505671,0.03064826554070593
PSAP,0.009968442586180912,-0.015178394555993424,0.04423122017839559,-0.005323776097977004,-0.062154522905020645,0.03783533012816132,0.01941466242051595,0.05550615958632922,-0.04789802397291873,-0.01617712065750365,0.09066189986344118,-0.013983421445399864,0.05128521668949878,0.029527120158942332,-0.05162994158832927
EFEMP1,-0.035209994521784665,-0.01980462343732504,0.04087035736094069,-0.04025999703491853,-0.003740149053854136,0.08418976573712261,0.11220289423991936,0.06536649423011136,-0.02016856844042736,0.0627595798979913,-0.0071590214372409785,-0.08654841844501589,-0.06866479081776351,0.00320512500322088,0.0064176981083343965
C1QTNF1,0.019447878690161416,-0.03064875339693807,0.013342444263001872,0.037163859484885646,0.07159905284135998,-0.025100965492477742,-0.01671306232167942,-0.016473608294479223,-0.05841807943982772,-0.08411844960488385,0.08921488761215302,0.07622930368118556,-0.03679247439645798,-0.00556275453879803,-0.06908429285633726
ALB,-0.03305675255427546,0.1102209141321688,-0.01253856436988934,-0.012773353247693884,-0.012410595140977433,0.01885067800528427,0.028015664055067738,0.026539660957458567,-0.005672928421565598,0.007677485895020357,-0.04489720649937034,-0.031813589210118384,-0.0444012682590886,-0.020950972317298783,0.03340950456048982
CCL13,,,,,0.010674396120507497,,,,-0.02569118811370775,,,0.08069836637449682,,,
EFNA3,-0.027433567754407674,0.0025714800280902572,0.003386648482532976,0.001043594490861307,0.0301045393875675,-0.036509267167166064,0.046439239397976166,0.05627631630555384,0.031516011945889724,0.017742527230960457,0.057948360471948186,-0.00787253082397155,0.040338278272613125,0.10815454964792723,-0.006733970089620291
DRAXIN,-0.006589361559109724,-0.011881572665707562,0.02622428544872202,0.004389296293220394,-0.050492401588322536,0.00862992998365431,0.11567499517203983,-0.011945440711849995,-0.013186143656804506,-0.05026221220250803,-0.043083996200187206,-0.027864466964796067,0.06102248976786095,0.018712374472973706,-0.03512266948137498
RAET1L,-0.016656595491992363,,,,,,,,,-0.008979157834510849,,0.02537338777430467,,,
NPTX2,0.008779100299008755,0.02712368334278325,-0.01813315485071925,-0.017319749263523254,-0.028579765952007077,0.01343134031931231,0.10705807815840725,-0.005432483623477931,0.05982341776584303,0.005084591279800194,0.051226697217745136,0.003971396242645065,0.09688929629031422,0.004981189214982569,0.012784917379075129
FGF11,-0.007482438039960858,-0.017288931966954923,0.02314402243392482,0.08359711889832647,-0.001936158337745779,0.06957721485636241,0.09139852898684274,0.011454676903313803,-0.05667878208858449,0.014829061897792135,0.1285179817079264,0.017322411340076747,0.010097802631331665,0.05464329962218354,0.013697461384332725
CD59,0.025423754324837306,-0.016483337135119104,0.010285499623089576,-0.04448405900822871,0.06654732668195328,0.08401239518370675,-0.11414227346821099,-0.001682676817989837,-0.06556336809500407,0.0030404816012373093,-0.005090161730403433,0.017183104703563306,0.0855086069553309,0.017823588651153115,0.03077869287704657
COL9A2,0.017528627116490905,-0.016706092838049538,0.008903923742679228,0.001207067886809436,-0.00821731265072416,-0.04068893137999466,-0.08131111258359819,0.007826057676653264,0.05742686275571965,0.09986162614007622,0.04719276261869471,0.00020631821777780795,-0.045132209969041104,0.09332724224646513,0.00700188797958784
DLL3,0.07046513085306676,-0.05925345875361007,0.045569141438378515,-0.026618536222528213,-0.015903180308537036,-0.025903713453624747,0.014603943375805312,0.0452835805795924,0.09594790362260998,0.08968846872624221,-0.09116121277356114,-0.013878964659449922,0.060141957697486606,-0.0011072550978088267,-0.0739472811024613
FGF5,,,,,-0.0011236920409635072,,,,,,,,,0.061523919814023185,0.11455103528132003
LIN7C,-0.007164558735552868,-0.005514576099275792,0.060884001010037526,-0.021838606159382264,-0.05198455999896523,0.12914374956238328,0.020017852242663683,-0.016590951033904778,0.028791058845308578,0.011539145887080212,0.04356157738299151,-0.005457542200927952,-0.06577999716271522,0.06960526444049936,0.013746124863771133
GDF7,0.02414277592057186,0.08918519741225057,,-0.03333083355390388,,,,0.2039451550749904,,0.043762707339580625,-0.036266325065147334,0.033214179953217,,0.14015879143027762,-0.0330001635531406
PSPN,-0.009903970675401809,0.007043347902233813,0.03580660862968266,0.015477681360943792,0.008156152337227775,0.07518151558149151,-0.008611604549926375,0.024126873368361598,-0.0043527116783594316,0.0550668278108527,0.04528851383035023,0.061242128210508825,-0.020614747926376135,0.05700014667743132,0.05403427444822811
ANGPT1,0.0006913376163257319,-0.01127288936538959,0.03722319091483348,-0.03581023997220021,0.05900006932195509,0.14078275655587474,0.038381032410968886,0.04529787953067347,0.07117499155188314,0.055126808489493515,0.017192802935139664,-0.036460188783783695,-0.011881541785342294,0.05772248220934654,0.015250382985987302
PNOC,-0.01717083504364848,-0.02746079165842674,-0.022722127627248758,0.01394862261443769,-0.012410595140977433,,,,,0.06582893361622347,,-0.018316375417944085,0.06825297108888029,-0.030663779359461754,0.019874908578155055
L1CAM,0.0055716832246606035,0.054843467954739024,-0.0599093528200834,-0.04544545019703386,0.038583283554559394,-0.013416496016254527,0.059581735534584034,-0.05879129229655006,-0.06062517065163156,-0.03993393221412302,0.027303511635585833,-0.008546914192528288,0.08672912262068264,0.05651725792540168,-0.01697779743692664
APOA1,0.01085269598677717,0.05039779976973303,0.06225714170073743,0.10855236803901346,-0.022532292193547736,-0.04689656116900964,0.03294653032408618,-0.04379543250497441,0.016607329717640774,0.07133224803803492,0.03445728892549217,0.00924895774728414,,0.07269490268832642,-0.0024864158092884826
PSEN1,-0.014331561171062573,0.01845463557321946,0.01821096036554202,0.05069951667835546,0.002253774584630183,0.04099873965037091,0.02175438039911248,-0.02181806258991139,0.047907578475420425,0.01808587941192216,0.027176464060743047,-0.036745847117185974,0.024195839029455785,0.03269372940210294,-0.03293634294840436
CALM2,-0.02250551940815408,-0.03216316444258121,0.020918878011270823,-0.055720479986882114,0.005631583721223538,0.002654862147461452,-0.10124379852734204,-0.04852715890676664,0.01527348041424946,0.09363030464539816,-0.011251651433932872,0.022073391913421676,0.10383167334669115,0.015734235547008407,-0.016239209369135605
CLEC2B,-0.049111954120847824,-0.007826685765471514,-0.08367653215593458,0.022219131728896387,-0.006050364309660172,0.08633230267624296,0.049967925261294156,-0.00014282996288615706,0.05367040455519561,-0.02163859228300775,0.043658862034660004,0.011877879268197755,-0.0008283801071923824,0.07404792897683878,-0.017355632730825247
NTNG1,-0.01185424536907285,0.05150972522397301,-0.014720548383132333,-0.0018987175589054613,-0.020337382114850856,-0.05436617748609956,-0.04510219134557527,-0.02618203842615185,0.048521663877457086,0.09162886909986888,0.037114952277156936,0.0446743413179784,0.09520830885871742,0.06329520061486403,-0.01314256191727482
LRIG1,0.014648943968318943,-0.034070667238822586,0.04418834096545266,-0.000841911736936575,-0.03856261438761782,-0.05137257382445055,0.005864515263842602,0.0923030988983838,0.055685668055295325,0.07591628907795281,0.03946838297828307,-0.030166582303971037,0.08006225307102738,0.036974706370980964,0.050681922578206334
CPAMD8,-0.002191755208954293,-0.01562855488240943,-0.021200094960560818,-0.012978023690282304,,0.006658281203752575,,-0.01967368139163603,,0.05146057799012526,0.027584816779678865,,-0.042928475780837666,-0.0045873276206880665,0.02004887184985334
GHRL,-0.029292996100981548,-0.034267367954198796,0.016456587113177,0.0022334001110295167,,-0.03239604614481345,-0.03694371523199489,0.053488047876808706,,,-0.03253856144289293,-0.01671196422786793,,-0.004099214757764257,-0.02062698145007122
NPY,0.014675706460418023,0.008427930178969588,0.050799475977917216,-0.02103097172353216,,-0.028079130257395297,0.07697661655450178,0.1073651381505858,0.012507222302353094,0.010588459884885227,-0.02474623794220099,0.01331004211871319,-0.03362497162215098,-0.014242265805625156,-0.024378406194886158
MMP2,0.07263752313154906,-0.02726668825428895,0.02835800784257884,-0.0004839140285156951,0.022492064196207417,0.051670705268117643,-0.056729392147685964,0.0303333311408331,0.017762198257826992,0.002445067696149794,-0.0369423377097646,0.036050289826620736,0.07492535732993923,0.012973395361674578,0.02155108859833809
LHB,,-0.013611291030015038,,,,,,,,,,,,,
PPY,-0.02808631161505883,-0.023693287906872668,,-0.009484823939769838,-0.011479247088177266,,,,-0.007474707381231982,0.0358841315577311,,-0.03388376072114938,,0.030179068509441173,0.012845357611573327
ALKAL2,0.001440232567795675,-0.01341354020131838,,0.07751637994610655,-0.02926658669132183,-0.0011443477939077776,-0.05131195633165808,-0.04208572544411178,0.06442213354377435,0.022189584770723133,-0.013388024245617159,0.022406378419712648,,0.044779182359538504,-0.06482512381639954
CSF1,-0.03639959917906475,-0.06808546167303575,0.013626079282021733,0.018204354295078343,-0.035693530208586795,0.10899453901708006,0.0010543517675079587,-0.042409192435292904,-0.00044457317205325,-0.014097060290284307,-0.022672037233626017,-0.026690659787074432,-0.06523886785394492,0.036556089490986945,0.017687694713671518
SEMA4C,0.04206770089906265,-0.022612201055518505,0.03141176537949999,-0.015469493369529207,-0.021103740365104748,0.1370474927926191,-0.06780852060352899,-0.023744177206890902,-0.003374895837333459,0.04091078954111386,-0.07301887996030133,0.02363088545710302,-0.06217631795703546,0.022885933088818873,-0.02128055284340601
BMP8A,,,,,,,,,,,,,,-0.026666586258391148,
ICAM2,0.07237391190072613,-0.01113593852398833,-0.005848416725911568,-0.024302451920362282,-0.012200280270805495,-0.0407913805765212,0.017775986199607772,0.06845185870135456,0.09669837748672717,0.09158255324378493,0.06659153263545108,0.0581875706753167,0.01859466856537792,0.014809218909079365,0.06308670655820268
SYTL3,0.020337557084189658,-0.00040339194529743594,-0.017363704855282245,0.0041594317003394434,0.08822489748143382,0.1061256653091274,0.07427850007848084,0.12789813374379808,-0.05958911670847299,0.026597921340211206,-0.006950045509309853,-0.0287464811705426,-0.03285707792832693,0.05760127064186267,0.10530920176712545
IL1A,-0.007344890419898407,0.04377308623563453,0.01648790138659698,-0.014860530043356883,,-0.038404659044777335,0.014232410671750163,0.012064015592169092,-0.005965559578056632,0.051920521381656884,0.035065831542158796,-0.02464323127003896,0.07066653610136693,0.014382297205019498,0.031311578068621615
HLA-G,-0.025630523167452797,0.06624310654210726,,,,,0.05608592218201162,,0.10159459760837346,0.1049564289224748,,0.029119611989431176,,,
PGF,0.07093740334296024,-0.05584986907508677,-0.004791107063149017,0.014886740389231053,-0.04424567203918058,0.05073978725806036,-0.10401657986062321,0.036140018905753316,0.028673567627047966,0.07285660932622927,0.032641041123189454,0.05812388682020943,0.010334547537822427,0.043406188166972476,0.11102145615850166
LGALS8,-0.031995673000188844,0.03415488563546416,0.005034998269404332,-0.008209869092346424,0.046903315172723226,-0.015690773280486126,0.07449054981731845,0.02945244257023748,-0.0012000212253230277,0.023594483829653238,0.041235765049384754,0.018657805659012833,0.03710861070466082,-0.0008311441335738267,0.006240033271198958
DKK3,0.044642311362015845,-0.07314638536418032,-0.026890540224897,-0.005286945564215536,-0.0010004930338508332,-0.04357239997692067,-0.13590794923253607,0.02607006632478257,0.03250947395190025,0.05440489535971522,0.11142758012433675,0.00129038251704493,0.004418689389965711,0.028627516760561744,-0.03657029187686632
COL16A1,0.03384106348033694,-0.07167483486110197,0.07035063913335658,-0.030826993449572255,-0.044420610607545145,-0.0010184810894753103,0.01001766084201585,-0.06514337408075749,0.00790528836132279,0.03851049003833673,0.03548720119495657,0.03142624208206462,-0.03289959148689146,0.03187057675487257,0.04416597021157836
TPH1,0.0170043211224002,-0.026160893624854256,0.11920730399980987,0.08175094796653296,,,0.02278010184428692,,-0.06224763659236898,0.0503927972386568,0.03926115999194197,0.0071091664966124535,,0.03444082055272844,0.07821106616422824
TNC,0.016654019690109143,0.04320394863283757,-0.02463273008019641,-0.026831617007922377,0.06968350321737173,0.08878891924304254,0.15570501523997976,0.053337725107321494,-0.0944809109759826,-0.0866398513086491,0.0327213032088462,-0.019051192306841987,0.07135446453657117,-0.004467252876545738,-0.0370760001235583
