,UKF243,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
GSTP1,-0.01650404484347673,-0.03710370783241791,-0.06931456055731326,0.03595806575892382,0.04830541186426366,0.020184829433496487,0.040038627749253396,-0.028542259689380813,0.04206188859860622,0.054873809151432404,0.013365915100175367,0.018704113576479595,-0.0011202686208146779,0.10323751348145421,0.12356846292616609
VCAM1,0.023027939754776725,-0.039335713270270904,0.00110840305337499,0.03779114664013127,0.050310236075513125,0.01571592425967236,0.011033128292743099,0.06219967954006816,-0.06941500024208791,-0.016095636772552355,0.03298136018132723,0.028970197859986713,-0.037252290521506616,0.10499359934032655,0.07176543303892388
NXPH3,0.015541271228796718,-0.023307861451202613,-0.0034277253059636706,-0.031637976345608984,0.056207883348650435,0.042243480985985585,0.042221773537730926,0.021933737428397288,0.053526663313581566,-0.03839275884027038,0.02745268999389676,0.13906998071279403,0.039704903993851105,0.13406126411763436,0.028915880556202176
MTMR4,0.05207746632441386,0.048378596077866105,-0.026239646214939245,0.04664997182042947,0.03138683672914435,0.011540047596001099,0.031334315802830165,0.016765935611918355,0.03423003312616462,-0.0005920897723794027,0.06035344258521594,0.05736065015120712,-0.03471029477155041,0.015174849289744299,0.017621120298070364
LAMC2,-0.026581778838762424,0.022347368528281942,,-0.005894034416809226,,-0.010012319858737526,,,,0.01893052916639809,,0.06375765825853559,0.1298209520390602,-0.024609645178974276,-0.024428726293295053
IL10,0.013329283753012683,0.002441948241540823,-0.018755616028816976,-0.018529726172252018,-0.03687362063176421,-0.03689502180778294,,-0.014744566249327054,-0.026979670930895813,-0.07965913229499506,0.05244011366798385,0.0152654923773568,-0.029311459703011154,-0.03167364744411224,0.045298265303581546
SEMA4D,-0.024315384861349845,0.058707132230239815,0.03124187257736892,-0.0061181594744625315,-0.04086990695313455,0.027408717472406943,0.046170023481141347,0.033956721028519175,0.08926624122498049,0.01692787676820199,0.01209577618970289,-0.054270165011775694,0.06423672747685573,0.04206198989268108,0.054905917795273394
TRH,0.10121477342077341,-0.020147463776006447,,-0.005466104736367757,0.05584273309488273,-0.03191146841233518,,-0.060880739842334455,-0.008034857240446239,,,0.06462403115024665,-0.07565497057770253,-0.02594928887726387,-0.027885941163124976
SEMA6D,0.06985936788903385,0.023622648180146887,0.0016221608341078042,0.03493985238409379,0.12465853337787468,0.0009149869851791223,0.0037742630453599588,0.014520838929387476,0.03277688432461189,-0.003792625227957756,0.0788813161316299,0.030977475229640634,0.0003212388325940626,0.054339554208027524,0.0036020620072782132
CEL,,,,,,,,,-0.006046610845212154,-0.04190042881041155,0.012869762438042632,0.025409606643280475,0.059488292809330406,-0.06113205195153534,0.015338082712453165
PDCD1LG2,0.029292930724895014,0.08343153169006666,-0.02105395639785714,-0.03000668888049963,-0.003720656226828001,0.02254447577139533,0.00042711137243729204,0.027429268020432176,0.02729025386643632,0.04329289288999043,0.060837289618338425,0.028888773191880497,0.053558343577772484,0.04209683437614662,0.06592412654039094
SPINT1,-0.009800369421147221,-0.009231010198337386,0.016580179253831255,0.024987746324466466,-0.011887856999621856,-0.002670876738188017,-0.003391844389101856,-0.021641849021499793,-0.024778835573180617,0.03187118809722943,0.05930852484139092,-0.06152504050281092,-0.03510943691215647,0.07154866165430514,0.07944915259750032
CTHRC1,0.004097302777468049,0.07581933238994025,-0.03142608850033896,-0.027654741815428742,0.024470744429014903,0.0030114849301404113,0.02953471664477699,-0.012377287926504638,0.014076338553606684,0.07307637234663099,0.13660584145014845,0.015362685265611313,-0.05905540032479545,-0.0023361615018777063,0.0341382528435174
PODXL,0.08379293078444962,0.04084680665300211,-0.040244605545760724,-0.0020067321367250378,0.06915264412231337,-0.025523406198223936,0.024559669148217687,0.015164202847052125,0.04644256957637843,0.025518118293091363,0.06753605013634796,0.08568958902357574,-0.07569928417685938,-0.019313838585536636,-0.05236809034591085
JAM3,0.010245349244011805,0.00829523583526649,-0.020539590575080043,0.06832699860605196,0.08792169059554927,-0.0430070346774714,-0.035110280245788994,0.022544458349856425,-0.007883717634474605,0.016943833473474366,-0.029996443418482694,-0.00991674110871267,-0.0452625680704169,-0.05725322174625339,-0.009528971859760902
TGFB2,0.017306215087468352,-0.05278046104139674,-0.025456425384417322,0.02724845057560022,0.06443661543080333,-0.0022883618218846324,0.029636905235954726,-0.011932476899264756,0.0010287466410728895,-0.006305260568362831,0.0012960503292708486,0.03752194213882966,0.09873899891319578,0.029855700535392663,0.07339396957887916
COL18A1,0.003755948168680455,0.051544402027717304,-0.02788961150549842,0.0039919994257904155,0.06809394793988496,-0.08192867330002276,-0.022154184762724224,-0.015524272115770616,0.06433058686323755,0.004627061830794584,0.14776308553672157,0.04758406561043754,-0.1391137465595463,-0.07083964677973353,-0.062121444343009244
NODAL,,0.04236505111896705,-0.0034245453741934225,-0.016215663628309555,0.08245321644304039,,,0.008225718936041812,0.09771168035376818,-0.05581797474318559,0.07850837583475748,0.0005461211516389205,0.024445501573161423,0.036989294125108346,0.047945678055713564
INHBB,-0.07936783774785654,-0.02893413686722309,0.06658647582584826,0.008713656789261132,0.038049748446784236,0.05504388140360148,-0.007729957833538706,-0.04457419114309989,-0.05196729174413185,-0.0728512509141401,0.08482529612146159,0.03230254955274428,-0.03083414961495782,0.09707751865313143,0.09634233036016822
LCN1,,-0.01712207163037659,,,0.006607007292482102,,,,,,,,,-0.010164955029880471,-0.03298769194392838
ARF4,0.018120325543058983,-0.015397297064126195,0.0017587307514136635,0.011578687683872683,0.07807294998048922,0.019719880344276693,0.005269204129002301,0.03437329672970505,0.07385328853203069,-0.034820121762425514,0.03094957065802355,0.06072907368993866,-0.03881168428531044,-0.041733125729242836,-0.08126220578359353
CXCL14,0.049759629099870605,0.0055191669342741475,0.054481656979799314,-0.07652677182890157,0.00717129673020593,-0.048101017464562065,0.012495589003552264,-0.010360021255665212,0.12524605114548995,0.0223845361901335,0.05368669919091466,0.02488665791134333,-0.011198283227633957,-0.013447975739855714,0.11837966892619331
LIF,-0.000713307020676149,-0.01835751154990267,0.052796053062324856,-0.03870936414648939,0.1285507846679007,-0.07931018268841374,-0.029113408828505227,-0.0023618749281058855,-0.024733718715364977,-0.054708748677063185,0.04150534813196173,0.031401828628630966,-0.1403071629459204,-0.05801301449082538,-0.046397204324178265
IL17B,-0.03177211662355587,,,,-0.011607951279786189,,,,-0.007092028111064877,-0.04367492933575727,,,0.07909141711392141,-0.024858704177971747,0.08417369213475315
MMP1,,-0.023605603139942494,,,,,,,0.05028132075755214,,,,-0.016099479442962056,-0.019639172899696272,0.014417399813622049
MATN1,-0.02503346675888689,0.05366450049638728,,,0.0033031615332317944,-0.02822120960125514,,-0.013411569473065167,,-0.047723952248418876,,0.0019732137121839114,-0.022913314265002375,-0.03155988030870701,-0.03398924072883821
ADAM28,0.06952487478791776,-0.006600804548459379,0.022719481049300192,0.03752505081457315,-0.036518303679342654,0.029182093713990238,-0.023808240944040722,-0.01446839882054108,-0.09853163706892684,0.04544849110993158,-0.04847120253605808,0.06091868331802999,0.06211627062842665,0.0013567875881366131,0.10148551296992249
TCN2,0.0005572534648211135,0.013240292803929377,-0.03083712891309763,-0.05367209811738233,0.10013278836446612,-0.005825919195114464,0.0047259649105556726,0.0026172232791090385,-0.04114731951480322,0.02049097692196023,0.09245832450563961,-0.05500743345560353,-0.026125249305386154,0.0335520875102525,0.01297621898247167
THPO,,-0.017449970894548368,,0.06286783650570196,-0.026464774079725084,0.03457495612450927,0.02502797577228034,0.01112176381064506,-0.007672898758950167,-0.04573887355429,0.13169923381951656,,-0.019876238830067953,0.06649440657781605,0.009096527019741917
CUBN,0.0037157998880247064,-0.006508725880186352,-0.04127747708752028,0.025023284875885028,0.030471017817408963,0.04004420597254006,0.013375060460471938,0.08114183179373877,-0.021558363197663792,-0.0462729893006012,0.08050137828110909,0.11344541412443472,-0.034369675588813535,0.0693392296177193,0.07883491619599789
TIMP3,0.07876660634740362,0.009640174980719248,-0.0008911043753546832,-0.02266891901692786,0.08563565956139595,0.03541363825237582,-0.02941305071111319,0.013467772498741513,0.04017879074533663,0.03519560562067247,-0.015376529567100658,0.005874861299575021,0.03732829732087498,-0.026146268428117975,-0.05353967543987358
PIGF,0.02918316589589138,0.0477577014126821,0.03975616650941351,0.0006161378260420837,0.07624458172139371,0.051810867038850766,0.03684947830088022,-0.006525246424630842,0.005856977123424891,-0.036568710389500624,0.0533258221437805,-0.010638522222988361,-0.011080766297041088,0.08220611870399278,0.013718819337832705
CRH,,0.11795679648174648,-0.02532276380520729,0.001418643513549015,-0.03791979256980524,0.05516811355424355,0.025511598512632665,0.05651282247256238,,,,-0.008322991640011837,-0.009807161201622606,-0.005853264476210497,-0.00538868368414627
BDNF,-0.017043214497456403,0.0009751936315645165,0.07730592976961295,0.03178322817519456,-0.04389643267951071,-0.07959417188941702,-0.0011512167330461614,-0.015104873549209212,-0.023402921424203603,,,0.003989580432182174,-0.05899883456542579,-0.003182876144204236,0.014958527632925203
CCL5,-0.05621058738712191,0.025539000571739374,0.03520864588899187,-0.019799168203019312,0.03927479633054788,0.02279846793113145,0.028822913743916857,-0.018194408896433898,-0.011154605373846355,-0.07015787008654965,0.026945366949308845,-0.05090509427169243,0.0006252122466708025,0.020776239488708607,-0.01831668100456018
GAD1,-0.03558418295119831,0.0010726954930934858,-0.029676201538143744,0.031915454256297764,0.02252906202932145,0.0754051598641342,0.003792203919285946,-0.006796851853330664,0.06430608208343039,-0.031496044837833206,0.16298728305398172,-0.02991439612942104,-0.023855956779821615,0.01218198813735791,0.03138434991986626
COL14A1,-0.024751057334745873,0.01299817154674447,-0.031599613693422846,-0.019013909191203476,0.03079533883166305,0.006618776263973543,0.0017645494345248096,-0.010540089450648406,-0.028556293193855536,-0.009575495140014203,0.025230099296883475,0.0280679429449531,-0.0737909136366754,-0.010140511693340428,-0.0004497174175809187
HLA-A,0.07784932380453345,-0.09344047012433837,0.052019350656017135,-0.07573239932908103,0.0865149487433338,-0.0484869787938492,0.051273194105842766,-0.05741637271830822,-0.008401642522123937,-0.0425003806627319,0.05789251084153802,0.022507477564903455,-0.07932343381002581,-0.0361346026626545,-0.06502938365757327
CD5L,,-0.02006054312242714,0.04663125439736443,,,,,,,,0.07997121707025873,,,,
FGF18,,-0.018151165702517416,,-0.027452043468168163,,0.024100181323072185,,,,,,,-0.027821046080972814,-0.025949290959154953,0.04360879114431347
ADM,-0.11707265633255669,-0.06434551642009574,0.01915365348477166,-0.07651668943246737,0.06534577471779986,-0.10000369976496205,-0.023643353948283864,0.014466465375414093,-0.08434300173544083,-0.0004075446220567253,0.04129796567809661,0.04754034950694099,-0.03554815018722034,0.00964486647240206,0.012105947525890105
CCL15,,0.040593200631097635,,,,,0.01935128139922854,,,,,,,0.07186013818034231,
GNAI2,0.1144322077045708,-0.00731801727552974,0.0357775506601603,-0.017708094490201196,0.05203744319289109,-0.04439486040500898,0.0023047270809599734,0.060315024323112275,-0.08245033874506591,-0.008954258164638048,0.05758714017749589,-0.046407219161401544,-0.0872917247793222,-0.0025915869657484494,0.02028628444007667
HDC,,,,,0.045981407256638046,,0.00515888073082109,,,-0.054465986298089554,,,,0.11794980147187524,-0.019377048542157525
COL11A1,,-0.0363258638968551,0.0026179296285390903,0.025247093495835444,0.062204232088178046,0.018868854757154958,0.056232609622085455,0.030923824069916204,-0.08452396289042063,,0.11417615942617425,0.002264928635455471,-0.12527566483148847,0.0033563699996651715,0.02843060573162296
NUCB2,-0.014562016592458503,-0.03308552296563343,-0.019936805610554418,-0.037541405118205716,0.052353104712054045,-0.000865358821254831,-0.061751949652525555,-0.047519707361990585,-0.01205186470739982,0.08466378850440674,0.034701475707085594,-0.013024943440827247,-0.09408120069910947,-0.02545457922804342,-0.06070217576349095
FGF16,,,,,,,,,,,,,,,-0.01780738916677694
CXCL1,0.007727928947822161,-0.024129853488145628,0.05456144158682659,0.0050516401542311795,0.008608420486249192,0.0027164440415579144,-0.009899667138153228,-0.01819441198114156,-0.03775937046629362,-0.00038487769418625264,,0.0790888855710004,-0.018931868014159733,-0.05661607622370392,0.00015397228111599354
VCAN,-0.014868482552472254,0.014683668594456658,-0.012304218947998881,-0.029530952006786584,0.064306811279317,-0.014345856592224267,0.04374359890173612,0.04094810281971001,0.07787040863753207,-0.05133797632128773,-0.07095430722859596,0.044059790496188266,-0.15834008981517184,-0.10558456414950827,-0.004863027645067794
MMP7,-0.04195198261778388,-0.001505741490449132,,-0.021880881600473658,0.06838452180060198,-0.011086917229765297,0.02598027343958726,-0.004635666612865233,0.052594050942273686,,,,-0.06107139380388346,-0.051314456954886914,-0.007360836292246322
PTPN6,0.07952256582917346,0.05586656409903772,0.02506632095162476,0.029855437333714607,0.03996735033197641,0.020776939688075872,0.012714664124714505,0.002282634464482687,-0.06593359223752314,-0.03587425373649135,0.023066931539351868,-0.0182741283914068,0.03464881589067823,-0.00014168236836111084,0.009884937680984382
PTGS2,-0.06544180079785247,0.026953565661738472,-0.024243578190719407,-0.006122098889629704,-0.009938479002025514,-0.021763532795740413,-0.0014855238172322943,0.012545250536218565,-0.040269333479016615,-0.040216897096196046,0.039579366874386894,0.10396723634922368,-0.06868703083223694,0.010438996655908915,0.01415977156397015
XCL1,,-0.021982767230637263,,0.051366171101842786,,0.04537295786069722,,,,,,,,,-0.016074836585363978
CD58,0.07010588493569163,0.04201215395460549,-0.013084870932416413,0.016665765855210454,0.05426485141200903,-0.06341831911460268,0.014656397796588201,0.0005546469384372005,-0.00809975646734154,0.051213416002489076,0.1185787599288705,0.00824196299415346,-0.021445634346159977,0.05769227441561457,0.0781244616842541
TNFSF14,-0.0022196923092352365,-0.006920884604774955,-0.028332480681639422,-0.006723640717336682,0.05792962490679078,0.004491680910479085,0.039437825043477634,,0.051302688899755484,,-0.01690742425712596,-0.0018868754340826443,-0.02324680339655892,-0.01137461687727035,0.07222721053912541
CNTN4,-0.041412642691603024,-0.029673432231718838,0.022292000871105302,0.04117363037531748,-0.03049452013738232,0.09521787953377844,0.04706078516203817,0.016813797697137815,,,0.04048533938984273,0.058462754935076966,-0.06612818331928881,-0.038295048971975484,-0.01364995186455223
NTF4,,,,0.05094270487325264,,,,,,,,,,,
INSL3,,0.04782239442496999,,0.04764410875867424,,-0.01903477883958976,,,,,,,-0.007492615333378302,-0.030815569787116578,
BTLA,,,,-0.000643015439126357,,,-0.05919197845337738,,,,-0.028375968613271914,,,-0.01521278578975906,
MFNG,0.040732861040651464,0.01477472325749418,0.016803448784837107,0.07017545740419348,0.10012618119823169,0.050289042714619335,0.02006768760867496,-0.015526131740541793,-0.0013408074398340557,-0.05489473707841602,0.04527196413481995,0.005568866239350417,0.0011578452771522818,0.030890519488776996,-0.003772620528983329
ICAM1,-0.05589507089570428,-0.05160848365265928,0.04601388712578089,-0.014639272876637993,0.01725146749661682,-0.01831985915229447,-0.010640650832810045,-0.02374265486303597,-0.1258979635259218,0.017944253389372302,0.1196175025972908,0.06806624544263369,0.0017208870120411421,-0.0027581841926556127,-0.030217220840724146
PROS1,-0.007383041828680444,0.021583532403681212,0.04380236766862758,-0.0032635788362304027,0.060404347011452524,-0.07066241593803017,-0.03433208869344431,-0.032617705161618195,-0.10843927149392771,-0.06993311451285017,0.10365046473390138,-0.0014158728059503833,-0.06926118244276158,-0.014548190550215336,-0.026379912348773255
CLCF1,0.054477455044913005,-0.04329808216887135,0.03446167450396099,-0.03337614044050805,0.024354957534018593,-0.02922901627908091,0.011218927320646808,-0.03057367426826707,-0.11144719554096841,-0.02803727689884045,0.08746704435531513,-0.029380548436098868,-0.05470616548425598,-0.013221153554426534,0.002919265228233879
PSAP,0.05693748898221917,0.011048960770502705,0.05493993793717704,-0.05529707325038872,-0.0659482746535185,0.08568873481613386,-0.02625910792248752,-0.022408853562470212,-0.04355883448048918,0.028683589169687326,-0.040940434996573974,0.003152426373216553,0.025634509327832556,-0.012872126077012689,-0.06834403976796462
EFEMP1,0.007794851205028096,-0.07413681536255852,-0.004830656478303281,0.03660520602183355,0.03285770594810419,0.0656411377780391,0.0006114003820941954,-0.043533380375454414,-0.10347942284998547,0.08825976254650722,0.06134089905958066,-0.02755965798914449,-0.0976482346092722,-0.025243409948112958,0.015832619414793078
C1QTNF1,-0.04957023253913639,-0.01944010574502929,0.026203828179602647,-0.013408251382095875,0.06992023390765573,-0.005195692179034199,0.04318660015666673,-0.035424299705501074,-0.012208569343616658,-0.019370229138572545,-0.005346019502051446,0.039027613454114145,-0.044529585441764004,-0.038842975463174466,-0.026778502808831543
ALB,0.031585571927081356,0.014048325055877279,0.01509714142977317,0.0733544349821117,-0.030191704184785183,-0.019340307595036382,-0.03365769371353814,-0.029015910594431926,0.03361072518295942,0.10955345009144214,0.0589571245859344,-0.03646944817435287,0.014093035838558294,-0.022937692398463317,0.059940350325381836
CCL13,,,,,,,,,,,,,-0.02607611808486328,,
EFNA3,-0.029937696443396694,-0.02874501812879715,0.0012937512659782564,-0.0449343077033927,-0.009904393504577844,0.03148196098242641,-0.09179252842293871,-0.04424735553414922,-0.04304046006715207,-0.010199956229631336,0.07336420883145625,-0.006026952861320223,-0.07828981080454597,0.08222127696082755,0.08229308575455241
DRAXIN,0.046795652553181924,-0.00012461311581229875,-0.016323297419180947,0.017457488280594066,0.14453008262112954,-0.07150402950872008,-3.5723592428993954e-05,0.013739952067338804,0.035257672493215576,0.011557609954135349,0.03892813937712269,-0.002875674325316645,-0.028766363993061688,-0.00623446242539975,-0.04743783717746459
RAET1L,,0.0752151858930587,,,,,-0.046783860475919696,,,,,,1.1811376394166504e-05,,
NPTX2,0.06417705948690845,0.009614005091515236,0.05531807397760755,0.0023604251299295794,-0.10982324432480733,0.09975932158540314,-0.027872754913470844,-0.02746845313189912,0.064131271969187,,0.043387152916414526,0.10462393063679828,0.02000603876608148,-0.005486818584544301,0.004310842440387295
FGF11,-0.03328300818989428,-0.053415044585663096,0.04753928781229415,-0.021408657438808407,0.11132163736799935,0.023504353595718595,-0.02713114071755958,-0.03539362824360864,-0.04740873946139003,0.04872234841250401,-0.03675532665743238,0.04054935727031675,-0.015423109794317305,0.020011103597693026,-0.017333467724834028
CD59,0.08178499060196712,0.119936352131291,0.009351173397984462,0.05199417092592205,-0.05410224668958387,0.09976926882339884,0.022729867203292554,0.01979665061255217,0.11391977226380358,-0.08926507358069709,0.12103775435722265,0.045807713688602404,-0.00654152465066897,-0.06742429497220892,-0.053953812088839405
COL9A2,0.0943278396287254,-0.005151061614365781,-0.012921824048118754,0.0752450953252992,0.001528521877795391,-0.003774346138453177,-0.018979116415377584,-0.0025558359233777313,0.0386807943612731,0.04925366076582535,0.01983233841826983,0.021009316509355277,-0.002935369131576477,0.10476539247246594,0.02547618357266005
DLL3,0.02369275264300843,0.06448014895810085,-0.02494617483725465,0.07699999198632179,0.04112434865432401,0.09105624571164889,-0.026018201341424997,-0.014909600291494386,0.040525736846011434,-0.0315690244339156,0.010689572561729555,0.005784966807103985,0.06840261986223513,0.13724080206021966,-0.05895445365236577
FGF5,,,,,-0.024041484079536872,,,,,,,,,0.01154772183824648,-0.01194061962411356
LIN7C,0.06009272784593276,-0.04033001552549535,0.01151701417165755,-0.030849932349583064,0.0602878199463009,0.03223143574415077,-0.02265843425550024,0.0833950355750076,-0.07164794954856885,-0.0532824151253457,0.0889151030444801,0.029596557046417456,-0.04766869187473953,0.027171578863287676,0.021569343417156234
GDF7,-0.025033483794988973,0.04249416547256249,0.03081942731311725,-0.024744720949018438,0.011162551729315769,0.0030645237556661373,-0.023252135141146487,,,,0.0768508823672849,-0.013818897569838689,-0.018898292431647336,-0.014404354835707848,0.05135091873654287
PSPN,0.04633668920417277,0.03878782730299767,-0.026142703415963798,0.055241330768201466,-0.009706449160783687,0.003403427930072537,0.0186169400727607,0.008378258796330418,0.0540210060161788,-0.017321558836908914,0.025657129660847214,0.02092728543251497,0.005287615810071486,0.03974262157386788,0.0038507927978493886
ANGPT1,0.07147211201407346,0.017613058238921467,0.039956323242684985,0.04934297239905235,0.08776819447618844,0.06391649187505963,-0.01296235471172246,-0.02125489707117229,-0.03221691105218383,-0.055341042381384695,-0.04106407858327283,0.05781995676001641,0.02530470916008618,0.023345839658067805,0.13400346173537436
PNOC,0.053874485787209894,0.026584803183408872,-0.01604076632335422,0.037634140352120156,-0.04018225286764153,0.05833298539558952,0.009557032648422385,-0.02653700709242071,,,,,-0.005721675264724855,-0.03180452875000446,-0.007464701017045219
L1CAM,-0.031489590947137706,-0.023266823891137413,-0.018530595497508733,0.012336624359819665,0.008990588072935218,0.05309933624704136,0.003936439199714681,0.048445467044099286,-0.04325891517456427,-0.006811927922859071,0.026750989516123074,-0.04563023449694288,-0.12022444226442454,-0.004664389652734987,-0.007838288725847279
APOA1,-0.05377688211844749,-0.005620034588372523,-0.032958682768360247,-0.006028206536114839,0.0040260945604771075,0.012654631062769596,-0.014053237191038492,0.02440272388394813,-0.05698765770485814,0.0510768749742803,0.10084368357554149,0.0013933597021541528,-0.03560187228469905,-0.0097785909327614,0.04452084641588321
PSEN1,-0.062030047862890784,0.034039813744916325,0.0044414200390459424,0.009831549175493198,-0.007774817735520525,0.005754595150914681,0.024785675735818656,-0.011604864690906611,-0.010436717799380307,-0.030323414199491555,-0.04314403177615247,0.009999772580033152,0.016581142001720894,0.0005586875677678306,-0.006723736478203481
CALM2,0.07781220210638115,0.05177482525828153,0.06503820606558013,0.05403103145239779,-0.1146124028202531,0.1099682045923829,-0.03273584691297165,0.02350913670430341,0.13405568996953932,-0.013058393917784555,0.03368718127989146,-0.0006795747768046628,0.08449282309615855,0.08566574897576719,0.01191126374833478
CLEC2B,-0.09529592827063395,-0.034196892927018656,-0.03666022295206047,0.029642723337745303,0.0702215052695213,-0.0322679302921565,0.008541052407949497,-0.04234182278435552,-0.10906410480510144,-0.02613535803927016,0.10508804185024728,0.01942174382090953,-0.0332699556562505,0.02254637549090972,-0.022975265383756906
NTNG1,-0.025059237631390386,-0.04734099850140818,0.05829359328973389,-0.0034713656302309878,0.05834423938864841,0.0475126074913263,-0.003517612021593007,0.060842082533468296,-0.023849468257008958,-0.04224958474180202,-0.021480228971021132,0.02529096017190738,-0.08805166181053832,0.11240644825166358,-0.02037757364313856
LRIG1,0.08094484848603203,0.0486385653561963,-0.02238434447105608,0.06550987653097273,0.06154139319328984,-0.009571635970398465,0.029867338302396525,0.005815032493617007,0.09308122571626211,-0.12246073892015343,0.016410373774792812,0.07035287547217237,0.14365987363825636,0.11302581372547821,0.13008337348110674
CPAMD8,,-0.01992258346068442,,0.03431506808628783,-0.004416059232377796,0.09601702808634602,-0.0012489221351259347,-0.02477099124919502,,-0.03546641218253294,0.00034787184611161163,-0.04934724085378949,,-0.032288796882017155,-0.009350459810547504
GHRL,,-0.0408725323474318,-0.030186701910086017,0.021338894377184878,0.021625309309214035,0.05092535136580918,-0.002718383733057387,-0.017116795428177393,0.03911764533719739,-0.012955956272275776,-0.026701755552249323,0.03688762759178854,-0.020442172392675446,0.0361413625173907,-0.0011029556391139582
NPY,-0.04759102943674362,0.08420015751442556,-0.017746191997455904,0.008780722243990504,-0.04795515949432141,-0.03445303862515034,0.016768066987597717,0.010110352035807856,-0.05521760438399597,,-0.04575345065657076,0.08162943243824969,0.09285582350940856,0.005159874531280927,0.05754272368746803
MMP2,0.0657265671964402,0.05542514213566798,-0.009261398689577031,0.07070186801375047,0.12163217510312774,0.05815411445753043,0.019430650005050013,0.004578777036959486,0.04741064645248377,0.03060119592871999,0.09825916010097618,0.08609427092989899,0.027918586142684144,0.004421656497340742,-0.05235316050749649
LHB,,,,-0.017089762318969543,,,,,,,,,,,
PPY,,0.02552162130970806,,-0.010924796452526428,,-0.009138427613417346,,,,,,,-0.041446814301987545,-0.0033283069938832704,-0.01572578773307873
ALKAL2,-0.03272082479204506,-0.0042667903116174076,-0.01910274900672825,0.005528968585269866,0.0061721433170013485,0.0018114870626790623,-0.00019221290785630484,-0.00038898601940769357,-0.005130242240825647,,0.16251651482722998,-0.027712599059172227,-0.06516620984126696,-0.0036196862227632952,0.02298142234609748
CSF1,-0.02191712051428436,-0.009672095381355888,0.03598919264391688,0.04367309995155117,-0.0012752531830248996,-0.04423172775713281,-0.03366899176634835,-0.0027770907111075013,-0.021564919477433782,0.021192595979688825,0.01640529539910898,-0.03811755782185226,-0.05082219235113375,0.017113247641799185,0.022871680696519858
SEMA4C,0.07925502983350902,0.031037068486601035,-0.013646679185979935,-0.009428853795553457,0.04871711755837893,0.07840382170537658,-0.013562792785832887,0.008453783818684682,0.08079818058773078,-0.013515575271881432,0.11880827001994067,0.06380717646235885,-0.03537882383132994,0.05331875136904506,-0.012813349264088166
BMP8A,,,,,,,,,,,,,,-0.012072382339739037,
ICAM2,-0.013955309957623304,0.08860789864862328,0.052274746068941336,0.013726738267163974,0.06491589940694427,0.07422177817865544,0.027129206156585425,-0.027395117791222556,0.03528899949752943,0.11589806518213291,0.03602428776771476,0.06208592922006335,0.013947438659711603,-0.02052735641047965,0.04752918311492412
SYTL3,-0.0189042267444654,-0.03860569007493745,0.0163026335337039,-0.006778975065298385,0.015657640661745888,-0.026393463094392854,0.025700860422287676,-0.02350065108656676,-0.07822702169928682,-0.08222347531798094,-0.03827139736188457,-0.040378596505214415,0.017553695831084373,-0.018271713812184783,-0.019588885112300728
IL1A,0.060949249401272956,0.031107056972228906,-0.03811694345072585,0.026249362381166274,0.013814823314250244,-0.043585080532947164,0.030060363383353165,-0.025777007305299936,-0.06002126891255782,-0.016914432360515583,-0.03142540880915235,-0.013974601932574004,-0.030143744629052227,0.09143833966777927,0.008092604774095433
HLA-G,-0.009973135862141904,-0.023605598139606977,,-2.1126573339703654e-06,,,,,-0.04496378402980323,0.1366867112545659,,,-0.011471839047146609,,
PGF,-0.0021672408171342947,0.06821528169611821,-0.013397315034189082,-0.008428587897289088,0.09140376900703368,-0.0023193621274561374,0.024989359637435992,-0.037894389074307824,0.014526487522043463,-9.242141693012738e-06,0.10068935516461862,0.049183428161732046,-0.05000626388193895,0.02812766448445087,-0.014554530702791349
LGALS8,0.022898736519296675,-0.0043322783896879305,-0.01087062203537805,0.015673332986855425,0.09497052800310005,-0.013486369362875667,-0.02855154448368635,0.06619883403937342,-0.020998112088717734,-0.012982236773162657,0.09855138479760556,-0.07327649738825519,-0.02038369111733045,0.030873550280604352,0.003687983601559464
DKK3,0.1146832028870228,0.09099215533897233,0.06402139435791827,-0.032694174039053614,-0.10153696347715643,0.04621566215021252,-0.008753758049182835,0.010475513330923466,0.10826221714491356,0.028290800649478563,0.05633011183758818,-0.03549018584602592,0.15021084345037897,-0.003201680977623346,-0.03757378577616104
COL16A1,0.09766665628001171,0.05931480810628517,0.013492413240894938,0.03618454229810182,0.025830944630136424,-0.01219018443423488,0.02176732057158963,0.027593476714844956,0.010430277053193214,0.015248265043660234,0.038777877924777625,0.02338331106600048,-0.04296087796596358,0.07762902533588364,0.026886703300079876
TPH1,0.0028145448006023288,-0.01733250406646697,,-0.0022392403709334333,0.01899747040856005,-0.026621912969429274,,-0.01614023858742959,-0.014650058712645568,0.22945533233240795,,0.14618006569138842,-0.031255073089832046,0.06029550529910786,0.030028868641351007
TNC,-0.04254947566131227,-0.042177815378329764,0.031089469755542755,0.008506424043417228,0.1262960902975759,-0.12596096145649505,0.04837708722090736,-0.02808086825058148,-0.0600441448124531,-0.02784566584784328,0.09146540652096703,0.04310178109219726,-0.11868271289154098,0.0006311135504294921,0.017725629245774747
