,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH916T1,ZH916bulk
PI3,,0.06336853859686936,0.057280727492802816,,0.04319077777035536,0.0010693022979368773,-0.02111949734876987,,,,,,,,-0.0977015133612457,-0.026230749897035974,0.009351702268475225
PCSK1N,-0.009447399140639657,-0.006625246970989864,-0.05296199565462194,-0.020532568916573363,-0.04563556425311588,-0.0026714525102058805,-0.03333756214592726,-0.018774102607544134,-0.03773594000156777,-0.030104360306265194,0.02699417643374034,-0.07466344934010048,-0.022914986874337195,-0.04986049382287849,0.01129748180281407,0.0032257946953148453,-0.04235153229219794
NTS,,,,,,0.012165056789215218,-0.02305337341314702,0.0015579409829718568,0.009712703863759638,0.10218725968407776,,,,,-0.019796293296679406,-0.022183413275186168,
SFRP1,0.05692469251181566,-0.05057069708738726,0.025782946405727286,-0.008072885906849351,-0.02097988293668898,-0.029792700917729835,0.05440390537849336,-0.01093417510879709,-0.014119877506543697,0.13155610323647066,0.05960855132823286,0.03188144099345619,-0.019141572103181882,0.014268401342176329,-0.017294675204415334,0.058651565888009086,0.0648762963728544
CXCL13,,,,0.008461152352604948,,0.019562224646805414,,,,,0.06087520861839404,,,,-0.04174825039021152,,0.021155762155795756
MICA,-0.027574883940153692,0.01902636295362336,0.13127138418877174,-0.02056786211311896,0.03547651304857752,-0.05455675927027023,0.05091486890046998,0.004889824056534614,-0.0017209686062481576,0.08426099838833981,-0.006996071074724271,0.06053899037796471,-0.06783963706869624,0.051349734205964156,0.01219974054364682,0.05760242065773504,-0.019835486807025893
TG,0.06053308996525161,0.00527481698191494,0.0027406164735900435,-0.02262246973353584,-0.022640617620570347,0.06793066305797565,-0.02263680728932488,-0.02429367834135993,-0.010218493931298653,,0.021134088509645935,0.0242862248180869,0.014637248905603695,-0.033446097505762766,0.1462889463544049,0.07091287842211555,-0.05985573004655494
ADA,-0.003503594924248813,0.006348742870336712,0.13184672833660144,0.01895956941916538,0.0009608540726838675,-0.012669990886242145,0.05766280887457477,-0.024738102374489857,0.05281827058010716,0.1177374269478035,0.08425352811063465,-0.021422641935389397,-0.043175329613277046,0.04300912990944121,0.06366018292667497,0.12663059211572328,-0.06197924042713878
LAMC3,-0.027021647899205498,-0.04124850017135333,0.14134136481082998,0.00027675790022439604,0.014873298755377368,0.011286852487596607,0.04573634206458957,0.01826829997100292,0.07896747123327923,-0.01167971978224688,-0.007960303271241143,0.0329009822939632,-0.00622778261176039,0.07490717561425411,0.1359048183799439,0.049898534141479885,0.0643495798748575
CCL7,,,0.07786531630384984,,-0.016369130366094085,-0.03914462872203654,,,,,,,,,,-0.02913339342084158,0.03162269999824681
NGF,,0.00180431749704789,0.19923448578730635,,0.12515330736541788,-0.006057855879093315,,,,-0.017847627800935663,0.005244762708425517,,-0.0394217103963073,-0.03052572215592655,0.033969399780457224,0.02573429652796434,0.018816261349167213
TNFSF15,,0.011539112544737653,,,0.013673292745293305,-0.0289825502715285,,,,,0.021883814372537135,,-0.030748420892889046,-0.00851283602512222,,-0.0047490880207624025,0.049717019771202374
HMGB1,0.06091263818792487,-0.10298590044253728,-0.03090624759692917,0.029765344388065468,-0.0133314759101921,0.039012141844940784,0.05118634058870759,0.052795498514614195,0.05153564353345162,0.07092322279750286,0.07993587335494812,-0.0321719889218067,0.09582840764605695,0.03934230531863515,-0.012728183840337836,-0.05450047075686549,0.04247830526453822
ITGB3BP,0.032590293661996304,0.09273626313476936,-0.040269243502606425,0.04896775891190914,-0.0029784607004411864,-0.05066026684632777,0.07277063737327234,-0.056513689468473724,0.015141880549546691,0.03071491566220271,0.07193996048706569,0.06594809978928588,-0.05065272880282979,0.028107444004262006,-0.05837190481555691,0.01380300838086723,0.02578219319610962
AANAT,,0.0488414162669346,-0.03447776678859115,,0.03586778494220243,0.032300660575241676,-0.01691841460377201,-0.008679063678851982,-0.01177902163510149,0.016033021121338774,,-0.03726825865403315,,-0.021394662484174983,-0.021866720181703797,0.011991607877054306,-0.003663111841801695
RELN,-0.018742216956431506,0.03494664893756117,0.07320030984191166,-0.023235957766600084,0.013188002583880644,0.008265378548215043,-0.016646542220398526,-0.018944301290742743,0.02001766036285686,0.07096779767448802,,-0.04125917908534757,-0.012741409452914028,,,,0.060847225526570445
IL15,-0.019540541901667374,0.01630855061933879,-0.013021872168663068,0.015936787103015226,0.0013134693253835546,-0.031788583507111993,-0.027122090726921205,-0.010858834003690697,-0.025316977710026993,-0.03438472812389504,0.043321204678785065,0.0034775988096517794,-0.06349051893464003,0.09567271461060503,-0.039644160304924105,0.1696058776560081,-0.005776996590401402
UTS2,,,,,,,0.053947311931864445,,,,,,,,,,
BSG,-0.020786257128347734,0.017907175237262343,-0.015004770138581779,0.02157862116959084,0.01124697899512699,-0.024971177160621034,-0.02532658399342341,-0.009865423649279222,-0.019842664905428426,-0.02109533917700934,0.03265982449577189,0.009575340892727643,0.08291033153294114,0.017780868699064294,-0.020164092490704322,0.07274297500261726,0.045508697495369246
ADAMTS3,-0.042049848026629,-0.05901595269640753,0.05701935837371863,0.0004935161635902886,0.08195061080015444,-0.035438645237469604,0.05308487890089775,0.015202212721753669,0.02347573904421409,0.05158449384284125,-0.0019648751118248125,0.08007487556982015,,-0.02561793025787372,0.010025467834088028,0.05496249408553626,0.016193485999958134
CD34,0.047910288104599415,-0.05645386317566156,0.09468457876840418,-0.032410477229408444,0.0009549348055634731,0.04597183862176163,0.028011433798774892,0.0009447794103171701,0.003832805006945475,0.014873839510755263,0.08657399759120761,-0.01750742290809124,0.0001857649078347887,0.10414084644931294,0.11615514489374355,0.1139372747930782,-0.010780634280432383
CCL23,,,,,,,0.0010213765025882328,,,,,,,,,,
PLAT,0.011839236484777325,0.029407452012975153,0.05122462096059618,0.004668607447407868,-0.0005948292661367506,0.007274124295219587,-0.01654961873994113,-0.012768794588233956,0.015342034486736817,0.051434007222575975,0.07699397017397866,0.03615030350846868,-0.11514440017457928,0.037924114537097355,0.10227961051668161,0.04617627188851807,0.05225982430002795
NTF3,,,,,,,,,-0.0039166222990981575,,-0.04286921682118852,,,,0.006650495639860001,,
LTA,,,,0.06244134237353409,-0.02097988195521708,,,-0.007383263945163386,,,,-0.02478090082805253,,,,0.008248762810192392,
CKLF,-0.015360499866953209,0.04986920477162695,0.011009544243138315,-0.005767896847209902,0.07649283276375467,-0.004670611357486827,0.0252150535774473,0.08407680828648195,0.04804709724934214,0.05399007069374645,0.005316305376216002,0.07304778741104911,0.03345835907406906,0.08745657359491173,0.0636153801560096,0.030070619877020012,-0.021946352999424816
APELA,,,,,,,,,,,0.029113393887479955,,,,,,
CD24,0.095180581254312,-0.031967516032608764,-0.011145786355865678,0.09060098095167896,-0.01680020171924613,-0.003371831976925342,-0.02938442333658134,0.02472045006077957,0.04243937706330488,0.10176417279626941,0.05449626811585268,0.02756595596369995,0.013641109762854063,0.04085787538296799,0.015422115723442865,0.01602368780389824,0.035867045437360516
HSP90AA1,0.060039142707993674,-0.11043845805841782,-0.07134209567018816,-0.005112628450809947,0.006109954344062328,-0.005523281185344851,-0.07924580919698597,0.04409446439602104,-0.028368513203581372,-0.09536097876796724,-0.07657138697291434,-0.053992996270422124,-0.008403227686490612,-0.03684433987650023,-0.09142758857754647,-0.09657436428799726,-0.01006886992729864
BMP4,-0.023266399655491838,0.0824059300156683,0.07609103248181276,-0.017635808710597053,-0.002791635377503542,0.04119292842016867,0.0042214814761197,-0.03989339357407075,0.02728104718799673,-0.026763498984412028,0.04237752000467517,0.017009272866944893,-0.09205894604967876,-0.033356508234575866,0.10089279382690039,0.10820537163886046,-0.015685166453681693
SCGB3A1,,,0.035252682954407914,,,-0.031099754353752285,,,-0.009935719956160934,0.008540529382396385,0.05625930875585478,0.004006427504869843,-0.05963947649788381,,0.08983097109798875,0.09584162909986757,-0.010047360613363145
IGFBP4,0.08797038925279398,-0.027065575411616177,0.11313518606885312,0.010342207879041446,-0.013140405751636252,0.015587168308566695,0.02564360347663556,0.015094213475031142,0.018636434883838867,0.06321260453271747,0.04808124630435017,-0.003571262472392606,-0.028947909621042323,0.10169994353711254,0.038962662222164116,0.10453282155120171,0.024835950144642568
RSPO4,,-0.02805110723164944,,0.02372668233464093,-0.03211338501621695,0.0052759162373015546,,0.010680708026940686,-0.00993571850283713,,,-0.019307184508361358,-0.016173299389605728,,,-0.029277738317253152,0.03766891068982451
LEFTY2,0.060489143557214485,-0.02118844137838447,0.06272747475882366,-0.01684095854423626,0.0005114285113133734,0.009016096497883756,0.05778382344908171,-0.02146459888190925,0.014928918667868702,-0.017847627800935663,0.011726842612276002,0.030407883388968847,,-0.027340565460704545,-0.01868340252271211,0.0544541606100475,-0.009166519147825961
PF4,,,-0.024651202890597197,0.006499484107105927,-0.014281743753319465,,,,,,,,,,-0.014893311098355365,-3.986569902563452e-06,-0.00964924215425194
ANGPTL2,0.05721761653028578,0.02502015769238909,0.04393482930171109,0.0046484413547100605,0.02608504129896458,-0.008468097787356655,0.009882333192372694,0.003396336266209424,0.03760009769628216,0.016130902311656658,-0.058991777934782094,0.025466676010743438,0.08945953793756402,0.020496486094798934,0.08799805050933213,0.08350613598491778,0.012874174884695784
LRIG2,-0.048816333239486726,0.01182713532196408,0.03274454607594188,-0.00922715635314827,-0.02808679811087279,0.05203005771260218,0.020576054770360175,-0.07289330260871728,0.05275302076787502,-0.04757292049531924,0.02460347144140651,-0.0043719001503747836,-0.027691221580049632,0.03305896926567843,0.054590349211601434,0.08096919112953589,0.012403329397890819
ICOSLG,-0.005257694693015284,0.11082066794953063,0.09292384203174256,-0.019102634253036144,-0.006559895355884435,-0.01761929639503927,-0.0009868132858525751,0.004842114436672,-0.01885613830341371,-0.008275896063786781,-0.013691863084139902,-0.00946881861232658,0.0485502062744312,0.006017234179299112,0.05438162513643076,0.024127409729345517,-0.009808894218998603
WIF1,,0.002045855835355286,-0.036594391548491756,,,0.07970383310238591,-0.07519419281693747,-0.018884765428522143,-0.01869696507889236,0.02935575335606145,,-0.06140660244179934,,,,,-0.07729666086557074
NPPC,-0.05826234996240145,-0.011221069692259611,0.010237240780682865,,-0.022154506531175254,0.06425041413355842,0.022240344231620402,0.023677445609889,-0.013808217237606507,0.025047406299193914,,0.0530027689015827,-0.07151583401072553,0.08623990882199942,0.07226276333681195,,-0.03575171900797046
LYZ,0.027175923635769286,0.009376685916193388,0.10430488561192103,-0.043561549617217386,-0.005091914578769873,-0.0016613414343514196,0.009299992563921831,-0.009112643575254832,0.00985077728844896,0.021043002288146963,0.10202109238924426,0.04041708917244913,0.035843297532740875,0.04498292286398857,-0.007266012177356014,0.09816795824200535,-0.0005830831301063278
EREG,,,,,,-0.018426125540538164,,,,-0.018359993245637203,-0.02138105215696426,,,,-0.04732413501054069,-0.00305413684889971,0.10198492072491325
SPTAN1,-0.0649006826208165,0.010327339070652107,-0.06325593804910302,-0.031186126962248005,-0.03021737635925342,-0.010251484452222672,0.0019201860214495944,-0.00488363317749965,0.020843492320943718,-0.051803099867506155,0.04111875560323346,-0.05189041585668776,-0.08680613741834559,0.06723445134741891,0.05978214585962991,-0.025404292035298186,0.015777874916348054
LIPC,0.08326211821342262,-0.008442168335070327,-0.01894604498157905,-0.022776396705795524,-0.0022760340756294807,0.0666120913640766,0.017273455788513234,0.009746562277610633,,-0.016094421095354396,0.008648715695716593,3.091627364054497e-05,0.04445768497274962,-0.025014520460887146,,0.002271719445825593,-0.03384105449236085
COL8A1,0.06825385435312112,0.06106043016360011,0.021398064728863193,-0.0027300197589325637,0.014618473607362119,0.0783411504719434,0.04247959015284755,-0.04339036263379543,-0.011054290647242141,0.08141207733045688,-0.037974106180005796,0.06777640137389457,0.02950836460905267,0.03106611851548506,-0.02758282131603755,0.013437159216428475,-0.01662671116996447
GSTM2,0.06576570021711818,-0.005876707213442946,-0.05697639454689671,0.0053474415101277765,0.006804761082681954,0.10881721520097334,-0.04077708269461919,-0.027281568088736066,0.01798006016215453,0.008530990135346177,0.01909989364587397,0.003964909027944349,-0.11421813137524074,0.04702571093507638,0.10782715162524517,0.0972692534423197,-0.09510753938585817
SPX,-0.0206805021002698,-0.0471129480397433,0.036562606316254555,0.017837629242584595,0.04144556619458159,0.06343652156699606,-0.007776313686667658,0.05452934170472613,-0.00881096276653486,-0.010422331690009147,,-0.08136895053743094,,-0.04927610833725144,-0.01849194937058988,0.03202679856723115,-0.010189315271469612
MFGE8,0.02611655728044988,0.023174857584813302,0.06454349107654997,0.01366451363355728,0.014646500837536788,-0.013037095941187276,0.0916160586755497,0.016905806747855457,-0.006858328963812051,-0.041947011604651536,0.0238961100956188,0.01740838352956527,-0.010484988304289084,0.015975691370656055,0.0406667688031225,0.12378543968296642,0.07517931622904307
TGFA,-0.019013468435013246,0.06218013009910713,-0.056852666289993935,0.07335260832099617,0.009293665185931109,-0.030157824651074697,0.009977185257369545,-0.028507822757666723,0.05901177483269784,0.054508558518914466,-0.011564479139061076,0.015684414431416507,0.1504379788403588,0.05266220939618446,0.03177200728561574,0.04725062965930278,-0.012063325165786096
SLIT2,0.01810092310963612,-0.00292845432083785,0.05866495423785889,0.023836455499786406,-0.01712584287409719,-0.034474934639370666,-0.007309743293421618,0.02782306427418711,-0.010035387701697544,-0.006711716765977543,0.013928975051498479,-0.02478914906065139,-0.04541151623879687,0.06641416071571025,-0.005879335977310106,0.06994061512820793,-0.03751732396202675
PLTP,-0.03373580805484328,-0.030549482274009013,-0.03314771940235227,0.004792868393061724,-0.05284200681013267,0.008530207917855364,0.05332304035771484,0.05663029595697886,0.014126429897815412,0.06639327997995557,0.07248261205711409,-0.01354676649483517,-0.06612409163687506,0.030630467572953384,0.08517242308539615,-0.04064868339081405,0.05752848685100888
APOD,0.05122887139439894,-0.12584523683032056,-0.04649729241137916,-0.04467400388766307,0.012844339494759717,0.02803317652685708,0.000666973365758738,0.054455577260582685,-0.004969259799526918,0.0009216913203302181,0.05614695708572347,-0.08693183182320749,-0.017583907230091476,-0.06802149862002345,0.07615017518956807,-0.1229402667593461,-0.020383881542516146
B2M,-0.025305135791964507,0.05075127739329914,0.07799489462903854,-0.06552635243947592,0.01095290036752394,0.00014360902962984906,0.044442608539981214,0.025847326003460354,0.10289775557821211,0.09387486706995567,0.11818978069051876,0.15115929762473362,-0.012978945781663868,0.13932873567700804,0.10788849468520473,0.048454110763446016,-0.018454947154950888
OMG,0.029846742196738493,-0.06032748135546962,-0.042525520990344755,-0.007810477132333126,0.0223994083085013,0.1060007045033773,0.048213528389468054,0.02941728980391467,0.0009231043755406388,0.012919625734388592,-0.026069040278181223,-0.03974013379966563,-0.0034610526867818524,-0.03645913710528187,0.0737270186176372,0.06988589275748534,-0.018044170201936972
CXCL3,-0.01820589153342125,0.038371461154756085,0.012382401980969465,-0.010822261873014523,0.04916922841586181,-0.07725121388263456,0.11392906932041004,-0.03091142925967309,-0.010629118618766904,0.015641026836092916,0.08975039760006925,-0.0248927651704198,,,-0.0703594095238131,-0.001962874363861854,0.07871279598652466
CXCL10,-0.04663278815029929,-0.015467908954752394,-0.0067805607685988084,0.03066879332381279,0.012634240643678626,0.06334942206259905,0.03097415979041083,0.05223714682818408,-0.01614640914517598,-0.015271416204592948,0.0866638103412636,0.042708533021424196,0.07281902948502982,-0.01489653463721629,-0.019976247701484585,-0.02745782636458686,0.06897024626494075
RSPO3,,,-0.020950796420666048,,0.00146052747636273,-0.0347514448642106,0.04391513849376997,0.0409455193738242,0.04977217859653484,-0.03943178259202109,,-0.012597359679518525,,,0.004643548756722538,0.0551572156348435,0.019414130118131673
CORT,0.018940713114355124,0.0439874593036916,0.07545868196771446,0.009784830852318002,-0.03719416562311808,0.03073083618562689,0.025215973479948653,0.08714301175810522,-0.03492208592177927,0.036041798972556764,,-0.010640893841057443,,,0.08702612035815431,,
NCAN,0.018858837969688017,-0.021073887289306047,-0.019110857434478237,0.006500061760011795,-0.019518301487747903,-0.02422713042457598,-0.0021090915113378145,-0.017631044369480455,-0.05520621125507986,0.026008492290166562,,0.0076104784825866065,-0.015944601954321444,-0.03459147998862547,0.08759001586096252,-0.05671285925054297,0.030677699471168024
PRG4,,-0.014561982352806167,0.023090074449962573,,0.15897506540737835,-0.02488190975867935,0.040634960619243196,-0.031274745736276595,,,,0.03725190595909942,,,-0.022996758577237236,0.01798349239939251,0.05730121675056924
ZG16B,,,-0.03295331853748249,-0.018210444099313085,-0.01899838069087271,,0.020019524263437227,0.05160480074262495,,,0.03858812770568135,,,-0.023783701934711313,,0.05681467684096322,0.05149189932991642
TGM2,0.025359309584352764,0.019081378705782456,0.08333499259523322,0.0005042300078976222,0.03963851307329617,0.010772643067083447,0.006846877954337808,0.01936610878465186,0.08524968166240222,0.09923276285038257,0.015526441990672045,-0.0010362661055342908,-0.039456307893431235,0.025816094547758416,0.0107834109972587,0.07271877840304967,0.029896900788479612
VEGFC,-0.022607506286462367,0.006678262817386425,0.057305152850537645,-0.023382911499064244,-0.02917417785276414,-0.03830150418649586,0.06449430311960264,0.007918247192503827,0.09780593335820272,-0.020746712425752944,0.04314976920000685,-0.007897012555630602,-0.07027636692273867,-0.030828401222970037,-0.031226846446633507,0.056645115441402584,0.077713906251937
WNT6,,-0.007893553165744556,0.04848946551213054,-0.01684095898621885,-0.0226406185606208,-0.0342848761528653,-0.023665598858537203,-0.007290113260048007,,,0.008618766046153543,-0.027087998982279284,,-0.022618303332204884,0.1034181098689834,0.0427427738303486,0.05042254904611854
NRG4,,0.05266768374022274,-0.021887362902471685,,-0.019921983580242053,0.0370718290735139,0.008084900324329977,0.002862376946954352,-0.018816255950725374,-0.023113065274011333,,-0.007260411536316441,-0.04352266114313009,,,-0.030888263199147892,0.057013043801576076
PMCH,,,0.028649826355364724,,-0.027603849120279047,,,-0.024472391035913074,,,,,,,0.15157891059891576,0.043601923006564375,-0.005226773959432203
COL9A1,0.02512107392494211,-0.04534740993332163,0.0432191614901835,0.024962980804139865,-0.02080705782911687,0.025933077577459628,0.08056157257121617,-0.011285210654316057,-0.021046966219831015,-0.01810547284145285,,0.04253803623067871,0.029778098674435354,-0.04962047599766921,0.1100237455273166,0.009812605836375986,0.06085628683921793
GDF11,-0.013080833532543449,-0.023904095405464027,0.05678229213932682,-0.004735241590087948,-0.007257348185174156,0.07855231138342642,0.04928490342964433,-0.011300099916037486,0.029572784537866482,0.08415102108837619,-0.022019901658855357,0.04593722311153595,-0.0713916185435672,0.029098331240091688,0.017265731592368414,0.09704009406599012,-0.018439312501720963
RAET1E,,,,,,,,,,,,,,,,0.06791170371343788,
IL24,,,,,,,,,,,-0.029283684848692544,,,,-0.014655844824929862,,0.08034491397524127
SORBS1,0.04046896104163773,-0.012220270253009318,-0.07342377280682212,-0.012493109891779606,0.01947655664840803,-0.02239380429387013,-0.02004744929223548,0.05336458899731845,0.05375060632494857,0.04002465499416568,0.02888750589555927,0.05061899735394886,-0.10607911656559113,-0.0026390000714331483,0.031537436321495874,-0.0393037259506796,-0.0520057772194901
DLL1,-0.026888517006541438,-0.008202879447037185,0.06534639212220567,0.005844473491882469,-0.009406891592812305,0.051223928263425096,0.015273230905435599,0.014846331442489124,0.0052371174448220155,0.0010865100796840646,0.0331631975598816,0.07293197789828353,-0.041233970015117895,-0.03409871689612473,0.10293059142268093,0.10255442363626426,0.06232122684149462
TLN1,0.026881684271641074,0.001347632057790581,0.1157230070928487,0.044659763425248016,-0.025327808007621452,-0.009407164364323461,0.09424726630252758,-0.05170563686278643,0.007439786667358398,0.054412283789304856,0.014872377789815358,0.0525107169328531,0.05320883778799352,0.043144919627021334,-0.02489821428311561,0.02865157820860742,-0.01688970746764532
COL2A1,-0.021234228700620136,-0.029794465930532636,-0.05136936274725938,,,0.010501342210422749,-0.022213077190196853,,,,,0.057639836445945246,,,-0.038197614946486144,-0.01569471219741009,0.01758125977701625
SHH,,,,,-0.017010216684278847,-0.015091983232870919,-0.01746217770151928,-0.040942695354218385,-0.011407978469974172,,,-0.024118712852793184,,,0.021927079265056677,0.010173334877426454,0.08673524415270856
