,UKF248,UKF251,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH916T1
IGFL3,,,-0.012238777760489065,,,,,,-0.01522498243555913
BMP1,0.019185179249474747,-0.01418637091395704,0.07234236617345623,0.041644008553490555,0.017052744676272966,0.014086246588776975,0.025548088539610155,0.04148018838184042,0.03909856382188944
NDP,-0.012652424143368974,-0.00360242090169478,0.011257609712719302,-0.020472255562704017,-0.02315742135043257,0.0011391667700801052,0.03278785423691952,9.699763529229129e-05,0.05276327177214642
TNFSF18,0.0034289238093369325,0.0010384487622436033,0.02474217586231868,0.08273273014576542,,,,,0.041074947406507474
IL36G,,,,,,,,-0.01729702497315023,
RTN4,-0.028790392247386807,-0.006550158878141026,-0.06007629438864109,0.014525698548488807,0.02829314306742777,-0.04623683155352049,0.022085206733324664,-0.023001723779901666,0.010502714106767437
HEBP1,0.028663208683561803,0.04327892139104028,0.019660178647263476,-0.013198941469883173,0.0033645066535827784,-0.00030971955589008496,0.00599154957313163,-0.003953670957277128,-0.013432581958322672
WNT7B,-0.053779642367048776,-0.015709238582761135,-0.020010923202958636,0.0035327667901587033,-0.012182917565328542,,-0.013831415278570335,-0.01901142377885694,0.034104514376978624
PTMA,-0.0684012350342602,0.007452019513282432,-0.04510940068098522,-0.0482632047888651,-0.02186549658712853,0.024008219710444683,0.047457869532415854,0.030894378927741314,-0.05058515052896684
FASLG,,,,,,,,,-0.013204622072282622
CEACAM1,0.03548049805607732,-0.012055895765191327,-0.007311105191630568,-0.01836162348633581,,,,,-0.018372292207613578
PDAP1,0.01513362421322351,0.03068215773220499,0.04726566701644845,0.008011822584892053,-0.0008954468431021195,-0.020650635410877027,0.08121608560138775,0.031209890914177706,0.009753588353047975
QDPR,0.007569972655560612,-0.022589665750019274,-0.0959937335236857,0.017300973817985562,-0.010412155631076775,-0.019322913006963923,-0.010590793873627404,-0.0013406158326454926,0.017047413342058386
POMC,-0.030298950290977605,-0.021421403345818518,0.008204187636266727,-0.013546473694648937,0.0058278702916361716,0.06587791660631027,0.10953069576121173,-0.009538708784784607,-0.019872016353672868
CCL18,0.07870985401703093,,,,,0.049307418678627264,0.036094879162910015,,
CCL17,,,,-0.01456070453984554,-0.015079036733473068,,,0.0680832290918808,-0.01196850677040503
VEGFD,-0.01685299572707169,0.056440531263512915,0.016352408992901826,-0.015513199125871216,-0.011060655801210491,0.08132894663480064,-0.015714889072461925,-0.016934767681067643,
TNFSF13,-0.006149187868953888,,,,,,,,-0.019501682811705078
WNT5A,-0.005476838507054362,0.005921305099298164,0.02821957052176602,0.019817780011376886,0.02645099114467783,-0.051734404287786695,-0.020834155078767774,0.02414801711449017,0.011900501747133148
CXCL8,0.0990003498931966,0.023772716503530338,-0.02906780879719692,0.032489371567391734,-0.010300163615390207,0.048673147785504106,0.004184019443825288,0.04295671211454448,-0.003960791653495869
