,UKF243,UKF248,UKF259,UKF266,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1
LRIG2,-0.054839194641691,0.037645721067613026,-0.00235358705867568,-0.005458321210547111,0.009897308645962959,0.04882581232178397,-0.007424280975096127,0.06366205997297313,-0.01710586134455313
ICOSLG,0.02570468893601739,-0.07459311922539269,-0.015398380394248824,-0.01848949467044302,0.08924642914824411,-0.024406863968084266,0.054826748020093775,0.05427834928546777,-0.020065532761105655
WIF1,0.004110524261657669,-0.03497398157342185,,0.060467218502249884,,,,,-0.009878357499375849
NPPC,0.057963781015246095,-0.0100617839207531,-0.014820287652663845,-0.03206288095967526,-0.037766189908815445,-0.060384773459372,0.08070181524554838,0.03855655986526966,0.0473565607139076
LYZ,0.07175807555415151,-0.003465389724907921,-0.0570988665711975,0.06712039517885585,0.09211008921207108,-0.05439509668782573,0.0236685400040797,0.051687167328956674,0.03163764095884391
EREG,,,,,,,0.06491398886620763,0.08778321922115279,-0.04462858387757562
SPTAN1,0.07544595780194363,-0.12020055906079244,-0.08803362467485029,0.018880040444323058,-0.04436171817545062,-0.03163670881330551,-0.012321860117982895,-0.0001476366485616283,-0.02663091796675377
PTH2,,,,,,,,,0.013423832959374512
LIPC,-0.03861868545343789,0.047998232329035065,-0.017168876036414295,0.16586501652798363,0.007383342714910108,0.05527582046370334,,,
COL8A1,-0.019786273302372637,-0.02848366499079579,-0.01207967236119123,-0.03035902572758993,-0.06889476344818976,0.027170993768881723,0.04828908571452455,0.0730586989312415,-0.010419388087858375
GSTM2,0.02867227750269846,-0.01960184753173967,0.0020506881229487408,-0.011071270815955186,0.07424313413383045,-0.03822898063978868,-0.02326068817854875,-0.055036159393800056,0.04132745702212482
IL4,,,,,-0.04068858114290859,,,,
SPX,-0.00889641984961036,0.024955551369241866,0.06772612474623309,-0.011160878470839209,,,-0.03396433478297782,0.020777394164439075,-0.033767444721371415
MFGE8,-0.05826761405009286,-0.06995600556440613,0.027999860612742646,0.06741747376112527,-0.08236940749599311,-0.03197466835175922,0.03155512032490366,0.004421499211162592,-0.03243657643184676
TGFA,-0.013137449479645147,0.017594176200191325,-4.4332026400356885e-05,0.01696550398246566,0.03048497659311877,-0.0033331095378509234,0.08004818377387812,0.04573379182746655,0.03732685408257302
SLIT2,-0.03772989278080131,-0.0377187741551168,0.014440304713253221,-0.00786048352721492,0.07395214003025499,-0.03546676002832258,0.05442929894879617,0.12120834538799563,0.06194013012177281
PLTP,0.06360551419327058,-0.07136670382862029,-0.06384060691505755,0.01726492240878702,0.11305708566352289,-0.07868470081816475,-0.052229940088877824,-0.09344088896914692,-0.014478642910394045
APOD,0.06110382555585509,-0.06119099221568981,-0.08096047651764127,0.0034613483629342104,0.0032380894453141666,0.014906550387401052,-0.04535668864152586,0.02688033700813843,-0.12626310086622647
B2M,0.10175518223293815,-0.028267659725154867,0.039435613641272106,0.0054324565855161525,-0.026003955855411234,0.005240832591496585,0.08865607119216387,0.041337880036427466,-0.011169834003993726
OMG,0.012415154761144903,-0.07930068353475273,-0.04893772128990441,0.005268230707248187,-0.072979375015998,-0.04345679880088754,-0.05043084309925665,0.08066135008492624,-0.041210132821027555
CXCL3,0.09154034852482232,0.17026531168231798,0.0871765877368555,,0.13075742026622636,,0.1597680471402314,0.07061526949393622,0.02947883028302333
CXCL10,0.09441976204966179,-0.05062936872714352,0.029186419780727692,0.022947471292396108,-0.06364542296259688,0.09546920513385082,0.0895377393035299,-0.0386045132903826,0.06467604615245963
RSPO3,,0.06908531736921751,0.09114894140425663,-0.026556625546926414,,,0.060762178515595455,0.03123373070003034,0.055769548785237835
CORT,0.04500029573568569,-0.03606097581818088,0.04570612216764969,-0.002401650256086538,,,-0.04944992354980495,-0.03733840835120458,0.029592577766831725
NCAN,0.03903120791491982,-0.14931625126229725,-0.07014863343924856,-0.00914057256493616,-0.0594521223037556,0.05757894599833101,-0.057949210261269805,-0.013484224891045815,-0.04558056959933886
PRG4,0.09719339271298849,-0.0038178125667758613,0.015597980066631021,,,,0.010881444768865017,-0.01500352895910069,-0.021463090354025525
ZG16B,,-0.02598324814322065,-0.012708992925540539,,,,,,
TGM2,0.0013367187392620825,0.03501086362961912,0.06103964638738525,0.07027322025322603,0.1478214027151589,-0.015926003818777002,0.058651759437901456,-0.022896416754424824,-0.027277970123225467
VEGFC,-0.0005236178412344214,-0.03577878974559482,0.05443019678335551,0.06827371230037003,0.16422775137867895,-0.05488640872954817,0.029576575428125546,-0.013443048086692813,0.016548273099151307
WNT6,-0.017372189906529764,-0.03023253455026686,-0.015145472964178928,-0.013428627270070102,0.06415716806657289,,0.059622713466692956,-0.03125760056264898,-0.047554084609527286
NRG4,-0.03335765174330487,-0.01725789106334694,-0.01332683835026366,-0.01643912221559214,,-0.03399154898154731,,,0.029612564354254488
PMCH,,0.015229352166741835,0.04415940677244795,,,,0.007023828393494107,-0.018765571987551515,-0.02724275047729743
COL9A1,-0.029083419137577542,-0.05212374161286783,-0.013918909987870761,-0.01906083953766146,-0.025681644489070492,0.008994081610290987,-0.0043157311575962596,0.04585034425004288,-0.02618724417366172
GDF11,0.0220763586600192,-0.06773203442992899,-0.02947068753855319,0.02278926694952586,0.00024749057330394853,-0.013260295146186058,-0.02050332957561434,-0.04687764384578618,0.030810007928358266
IL24,,,,,,,-0.006246637274322426,-0.03511213667147416,
SORBS1,-0.06166573122412196,-0.025751153729517386,-0.07935256310846497,0.09277519291908906,-0.08411775279359482,0.0008588446789299538,0.018106444110656487,0.04114980011380512,0.03428197050240788
DLL1,0.014533362281103947,-0.08076576451279548,-0.0715137980969328,-0.001602486640272752,-0.004145078194259551,0.01635474712364927,-0.05096908285729014,0.06439792037382225,0.04207350471047656
TLN1,-0.015105570666415649,-0.05254649079713459,-0.024046848741278753,-0.002012697816086717,0.03887734144642264,-0.006932959845696489,0.05293558017840216,-0.02928829799164211,-0.008671390956860363
COL2A1,-0.03414375322216855,-0.08645246854785274,,-0.014548246417601631,,,0.05503297159091594,0.007719292472109792,0.07747054357146946
SHH,,,0.08938761464701957,0.07835788273602459,0.1303665794107098,,0.04955229971529246,0.18620031287222755,-0.018883181290752112
PON2,-0.009081371014624395,-0.14333159631142423,-0.08282662270954376,0.02072793643934519,-0.052329814453334476,-0.018086054031147984,0.03476684838152956,0.038774050141842445,-0.03732225273114407
ICAM5,0.010746000628369458,-0.03655042598108109,-0.017734991412412558,0.08473824814319283,,,-0.013692601793982538,0.08965262204391967,0.025279683664534373
HPX,0.042435015138228276,0.050297832742263085,0.02543312093538087,-0.013428628175925784,0.016319776558262684,-0.044219815864752085,-0.01058976642742046,0.0976803902491199,0.06495417476174052
SFRP2,-0.004609472579461001,-0.024911547538021488,0.07526442659588607,0.015625144494026584,-0.014560384792777534,,0.013123884099414946,0.07013218978784044,0.008067105026494607
CFC1,,,,0.0910494551939942,,,,,
CD70,,-0.015482696878974122,0.07439264689453678,,,0.01681351545839097,0.12971409904946957,0.05858998592698212,-0.00981377990633256
HP,0.04227589769254197,-0.0472632524953737,-0.023648733353287505,,0.06517020104301313,0.08766923013768031,0.0209216972173571,-0.020152930872969675,-0.020147157080594797
CXCL2,0.1566057208652359,-0.008017670019121834,0.07758234880010759,-0.02075452617922497,-0.00030194201569072235,-0.03348713516451515,0.1189123440429743,0.014633121793611753,-0.008678563909767244
NPPB,,0.018605906926745436,0.13132700561959207,,,,0.03023440834047055,0.025177700215881615,-0.0023582204630576485
CCK,0.015800280629359696,-0.023716233213404107,-0.018969000764373037,0.04027169314700642,,,-0.06213518912683497,-0.007989850017063083,0.01971875842732457
SEMA6A,0.004612874178811267,0.005899740285337341,-0.030338910026545922,-0.036679610313026335,-0.0511189628042588,0.005153466617763185,-0.03104595276657588,-0.006609772311070494,-0.023368392785830815
IRAK4,-0.007153401030963208,-0.030036285427579724,-0.06071923699801646,-0.05161878237036849,0.04447586769543719,0.00342700608398339,0.04117246636913569,0.01928254696066531,-0.0757065316116085
GSTP1,0.05651957380646969,-0.06440728959099307,-0.045449407163930367,-0.00801456534770546,0.02299929655682257,0.19693501492883986,0.10851264214450711,0.19116568901622968,-0.014147318040836679
VCAM1,0.025446933158036,-0.07829394660302717,0.028173775774745436,-0.028031508186848512,0.09046397084459683,0.005322844307768875,0.03140901456383218,0.04454152599954186,-0.014766706028493969
NXPH3,-0.016775247388913884,0.009985972336140113,0.01818178204445823,-0.011302384213576891,0.02452988865443825,-0.0314780280492181,0.11297865610323997,0.057038944995177907,0.012398008239004546
MTMR4,-0.004992087656301179,0.013211714874200458,-0.00867045972939535,0.015006766355352055,0.09885956343113537,0.08793070925254938,0.04917374576773431,0.0025513295465178823,0.07509738362078588
LAMC2,-0.011346207021462417,-0.018973418763427997,0.16249590918547555,-0.018399391905125927,,-0.03399156935964382,0.013732529315439326,-0.009434981090888132,0.030733284181963416
IL10,0.01082344850036333,-0.030841819891451478,-0.007816773428294161,,-0.041663918345921896,-0.04123303295575235,0.061190679867125994,0.013024223719341392,-0.05390748627014519
SEMA4D,-0.054954745441000805,-0.034932804860602414,-0.02707727217588721,-0.030444692709687825,-0.0295892018908904,-0.050662810077388626,-0.052809183573268886,0.05220731925609077,-0.010935806032561725
TRH,-0.03755415423176149,-0.04655502745053494,0.09266904736875571,-0.025170722063460976,0.012280291604689554,,-0.08169635089633757,0.02753646858037824,0.0685630646857937
SEMA6D,-0.07742041543260132,-0.0086089336881205,-0.024738013028775305,-0.029545621030874894,0.08517422696574913,-0.077370751068308,0.04989047576492747,0.024096312319985384,0.08323565233024036
CEL,,,,,0.13972430174402786,0.047712611934789845,0.016898759222354873,0.00550649279027559,0.09754241205612678
PDCD1LG2,0.048897137422061254,0.0005899279940875796,0.033216818277022005,-0.01292098525002947,0.04876195653406721,-0.020411528012262474,0.008224179797649285,0.0599770768579937,0.019814970186182987
SPINT1,-0.047164619292461026,0.06518459929642827,0.0045295336498081965,-0.01671250968859339,-0.0623980531637534,-0.0036281624762025317,0.05801901292933179,0.03874845013060921,0.044642198806495045
CTHRC1,-0.016133345270401913,-0.10030011611464847,-0.019072342115097615,-0.053325941074087176,-0.09358624473705578,0.11421296688582432,0.02292946344994674,-0.05946000758488856,-0.004398126890657314
PODXL,-0.030736417198104382,-0.08984516052598009,-0.04278012196462166,-0.05536164944679351,-0.05544014928017319,0.1090913790824957,-0.042167324578773945,-0.0361698932019227,-0.03170088181602879
JAM3,0.0138493742460477,0.0011741365047509857,-0.011540956055866967,-0.030471698669220858,0.039442398194457697,0.009869004105785126,0.055037936087493494,0.021019780720133226,0.00864696159265772
TGFB2,-0.05434817129544832,0.0020749458187029777,-0.033627029660304654,-0.02756664178265814,-0.0504193912795837,-0.08340994501027686,-0.02893302525517875,-0.034651889486639796,-0.02398993141400365
COL18A1,0.05227589441163088,-0.09961420775269758,-0.034888277523064656,-0.05166967511173049,-0.12350024326084202,-0.05694065613800261,0.010133653804499373,-0.024823377823893482,-0.004990046389432423
NODAL,,-0.038985062306838,0.0028860840343659187,-0.004569128251329059,-0.11473659329420959,0.09729030483853664,-0.03176594324058641,0.035114171662467636,0.07121272662414016
INHBB,0.004699496994941783,-0.026022884931559114,0.01717384401193226,0.057306228319121896,0.04933698156691423,-0.1058847907109303,0.09530283482927784,0.055909529921348886,-0.037409683326528914
LCN1,,-0.018973423032524472,,,,,0.018223663789059666,0.0025620688960107827,
ARF4,-0.005289062491768423,0.022421226560743395,0.02899268347050312,0.008439555926988713,-0.07840645526309484,0.07997364746555298,0.0247641979474236,0.06959724812268278,0.014195851925717965
CXCL14,-0.018558876808520756,0.049726124185740295,0.04486582140069755,0.041406224435340054,-0.035781642854699695,0.07422543631594308,-0.04190921794793418,-0.10097358588065415,0.016958179263820938
LIF,0.03086376162412338,0.11018112892784193,0.10225786044191677,-0.01630086266401954,0.09471387680377172,0.11438582913069882,0.052799124470893355,-0.005128932298838894,-0.09021944167964091
IL17B,0.025513932396656083,,,,-0.05365847685290247,-0.03245773282201757,-0.025342629965679403,0.020676662444134162,0.05972207939907943
MMP1,,0.02614917301809087,,,-0.039762205236530464,,-0.004072217178720811,0.011887545257380196,-0.02724274831983829
MATN1,-0.009181621162245506,-0.024911550932817814,,-0.015736702468686647,,-0.0354668299376436,0.01985746177581555,0.04372867254527293,0.040395472429338004
ADAM28,0.030247609189488284,0.006699191055184207,-0.038746762526673466,0.032803154937213884,-0.04811335334013798,0.05605361572740928,-0.00855302269627406,-0.023977167068500484,0.0391406304550915
TCN2,-0.0323017809790833,-0.1071325492315523,0.011261048583336987,0.015398226055346145,0.0007830284671275717,0.02819672440767253,-0.018677755125524116,0.029957640781908074,-0.09445604212089562
THPO,,-0.032460782336366976,0.0019404114214909055,-0.022378277073573594,-0.00700641269376844,-0.03399158647727322,,,-0.033633595043301205
CUBN,0.01629881966478032,-0.046631337830075156,0.01731566844891378,0.03695233381894057,0.012724915495361252,-0.034264513522755516,0.0008221377721855193,0.05492436449849673,0.028996513159288
TIMP3,0.0033363164394885868,0.08753448564035061,-0.033328485396041906,0.018131978428396457,-0.04140689538978532,0.01671032364823524,0.009176255322185356,-0.001931063569415567,-0.07817999015992823
PIGF,-0.05185520167877122,-0.006679442687282973,-0.004073448792026711,0.03525415302793342,-0.14697910872398928,0.0043132100104380355,0.0392801557274384,0.033936116897789734,0.0600856974372246
CRH,,0.04060394914310295,-0.012834800701577533,0.09593690620961408,,,0.018270137676975926,-0.04729577945895891,0.042286896303664535
BDNF,-0.05196702186136253,0.05642895871546126,-0.03442218684096372,0.024574845483882734,0.07549520668125832,,0.009426976109597435,0.04423600210334672,-0.010823676561821715
CCL5,0.031163822859848835,-0.07960072995793835,-0.010512362272625435,-0.019371714005924662,0.1077997048236238,0.011446703426163721,0.00827344700906757,0.005621410463781398,0.0008418184265888067
GAD1,-0.02618158752266492,-0.05972374331730748,-0.0390968041657653,-0.008951537908548381,-0.01940200544534419,-0.03735495765893305,0.03798110828022902,0.1556445776259409,0.01807848649465065
COL14A1,-0.001660559977214714,-0.04495918570346204,0.02474417198775975,-0.020529716381339498,0.08593625210611462,0.04954662516824131,0.1484605727790036,0.045494395834269674,-0.000160282973553389
HLA-A,0.030967973278392562,0.06275739341767073,0.04728339763794662,-0.018567247522512712,0.03796659759732266,-0.0037494502439947065,0.14247087129709216,-0.04061559242399497,-0.02527634357573521
CD5L,,0.009634168033650114,,,,,,,
FGF18,,0.0487734820392574,0.10148764608592983,-0.018399389224885505,,,-0.01015502865592817,-0.01235684584671024,0.03734714845988475
ADM,-0.043058227356540524,0.14925113771138107,0.1071480888509552,-0.03339344828847175,0.14654491235805445,-0.03109001797969306,0.1911732820964798,0.08521867188860344,-0.054664297464379764
CCL15,,-0.03708815432835306,,,,,,,
GNAI2,0.04489546860720763,-0.08895729573169961,-0.11878663095641973,0.029732487116125115,0.03756773016504984,-0.04589147083049058,-0.04152874386117281,-0.041013962351558346,-0.041185770809730474
HDC,,,,,,0.10780524959854035,,,
COL11A1,,-0.013308048394553289,-0.012964597283463703,-0.05393173143633187,-0.029914311865316408,,0.07766967197199796,0.13521268420362145,0.04664409792907653
NUCB2,0.0405131829195349,0.06092878396879448,0.041638149129065403,-0.03308467792146323,-0.051227015789232354,-0.03105828487082011,0.04148007620020805,-0.07110719064683285,-0.09181962019123859
CXCL1,0.011241808725249634,-0.04617113146130759,0.06965172379374891,,0.016314698470028772,0.07153837247007715,0.1317644201373759,-0.01380634142196118,0.030506174136057062
VCAN,0.039354785842542685,-0.10702027951111731,-0.07409942670911102,-0.049261041685389785,-0.1327326607927436,-0.14109581197365756,-0.14474130352746356,-0.03538052506811214,-0.06609097702312806
MMP7,-0.04069166988577411,-0.0033060681567208504,0.007552540494268183,-0.016300858088448184,0.06365249753151538,,0.1136376467977611,-0.004908305465617571,0.04422316598224332
PTPN6,0.026968507961575874,-0.08038458178774793,-0.031465180600378916,-0.029520615668191176,0.04725041865931345,0.089709318240514,0.04746264162980518,0.08393027614080233,-0.03256974326835811
PTGS2,-0.0029921761724744926,0.12490533678530549,0.030052999035390528,0.09468412405313811,0.08894421033634572,0.02871975796743278,0.12471914576349387,0.048076031642596696,0.012078245247539626
XCL1,,-0.024359689125025796,-0.011094867594068056,,,,,,
CD58,-0.0002447078655046992,-0.051178688923656915,-0.022789605342550496,0.010562005757448315,-0.0481491445465257,0.10957735802077426,0.02709909697209957,0.027737334445390664,0.024477217278212376
TNFSF14,-0.004642969119753128,-0.024544898047161746,0.013655216248648334,,0.03509482970224068,,0.03946787294399805,-0.06970500136739913,0.001789823671679487
CNTN4,0.015953118515002425,0.008339815530285311,0.009323526454511188,0.041582815856291984,,,-0.021571580924932526,-0.029671131194087024,0.06265901852002351
NTF4,,,0.12740739517262936,,,,,,
INSL3,,-0.021821785655535386,-0.01019715117569956,,,,-0.009518059485442305,-0.02022801271983498,0.031430712497007074
BTLA,,,-0.016185977875538254,,,,,,
MFNG,0.09884917767954125,-0.11563989424884445,-0.037819988146475685,0.019434092669532704,-0.042053851956531024,0.042055511917479714,-0.0303668831281702,0.036251050073461084,0.027942423425390103
ICAM1,0.09928652799465969,0.063037371797057,0.015220554416863676,0.04690428461659435,0.21823533090058977,0.028697803355249213,0.13812818691404552,0.02997792857686674,-0.040664107050632566
PROS1,-0.020607028654110186,-0.011610266159479994,0.022806942585534118,-0.05100839891689682,0.011521934946646856,-0.03791282155299894,0.07968655429903722,0.07675316033784793,0.009688907767219482
CLCF1,0.06658372320942385,0.09898708200499359,0.07357863883830366,0.08131826704784949,0.03287985458494494,-0.060165118364036214,0.09468954427238842,0.011690955091531868,-0.015311828586321895
PSAP,-0.05066163992946633,0.04115828009439944,-0.017877890960857425,0.04962093893321884,0.07218149988094827,0.003057822378292015,0.14080486470012477,0.005905856329394251,0.049235250470736916
EFEMP1,-0.06979125386212467,-0.027064421075310343,0.0003005599385122603,-0.01049724030284679,0.07682222343568168,0.10911878299396703,0.13179238842842925,0.09910607597355447,0.017278455002827143
C1QTNF1,0.018021152132783835,-0.0012672439300019022,-0.006369084493920826,0.04578411327817157,0.07266434330009047,0.08626532936205754,0.11602950558319783,0.007302777987631203,-0.03914740379400491
ALB,0.050503470188994586,-0.03373705006131128,0.09379683849486276,0.03124947594462992,-0.057609869462788024,0.04617532096741073,0.005070036382685905,-0.004362601914823843,-0.028673238867973638
CCL13,,,,,,,-0.0319252908733345,,0.002004882953355906
